SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
25	0.27	0.0074	0.0074	2.7e-05	0	0.27	3.3e-05	0	0	0.0075	0	0.073	0	0.092	0.0041	0.27	0	0	0.61
26	0.33	0	0	0.0032	0	0.33	0	0.0013	9.5e-06	0	0	0	0	0	0	0.33	0.0055	0	0.61
27	0.33	0.0006	0.0006	0.0017	0	0.33	0	7.9e-05	5.6e-06	0.00061	0	0.00056	0	0.00071	3.1e-06	0.33	0.0014	0	0.61
28	0.18	0.0032	0.0032	0.00018	0	0.18	0.049	1e-05	1.1e-06	0.0032	1.3e-05	0.085	0	0.11	0.22	0.18	9.3e-05	14	0.39
29	0.14	0.003	0.003	0.00011	0	0.14	0.068	3.3e-06	0	0.0031	1.6e-05	0.095	0	0.12	0.28	0.14	4.2e-05	14	0.39
30	0.33	0.0011	0.0011	0.0007	0	0.33	0	3.4e-06	3.7e-06	0.0011	0	0.0015	0	0.0019	1.1e-05	0.33	0.00019	0	0.61
31	0.31	3.8e-05	3.8e-05	0.016	0	0.31	0	0.0033	1.9e-05	3.8e-05	0	0	0	1.1e-06	0	0.31	0.043	0	0.61
32	0.19	0.007	0.007	0.00024	0	0.19	0.0093	1.6e-06	2e-06	0.0071	0	0.14	0	0.18	0.08	0.19	5.4e-05	0	0.61
33	0.32	0.002	0.002	0.0044	0	0.32	2.1e-05	0.0054	1.1e-05	0.002	0	0.0072	0	0.0091	0.0005	0.32	0.012	0	0.61
34	0.33	0.0016	0.0016	0.00086	0	0.33	0	0	6.4e-06	0.0016	0	0.00095	0	0.0012	0	0.33	6e-05	0	0.61
35	0.1	0.012	0.012	6.8e-06	0	0.1	0.00045	0	0	0.013	0	0.28	0	0.35	0.027	0.1	0	13	0.47
36	0.022	0.0023	0.0023	8.6e-06	0	0.022	0.14	0	0	0.0023	2.5e-05	0.15	0	0.19	0.45	0.022	0	14	0.39
37	0	3.1e-06	3.1e-06	0	0	0	0.55	0	0	3.1e-06	0.00035	0.0051	0	0.0064	0.43	0	0	6	0.35
38	0.33	0.00069	0.00069	0.005	0	0.33	0	0.00017	1.4e-05	0.00071	0	0.0003	0	0.00038	0	0.33	0.0042	0	0.61
39	0	0	0	0	0	0	1.7e-06	0	0	0	0.7	0	0.3	0	0	0	0	10	0.13
40	5.7e-06	1.7e-05	1.7e-05	0	0	5.7e-06	0.38	0	0	1.7e-05	0	0.017	0	0.022	0.58	5.7e-06	0	14	0.39
41	0.32	0.0025	0.0025	0.0026	0	0.32	1.4e-05	0.00049	8.8e-06	0.0025	0	0.0094	0	0.012	0.00048	0.32	0.0032	0	0.61
42	0	0	0	0	0	0	4.9e-05	0	0	0	1	0	4.2e-05	0	5e-06	0	0	10	0.13
43	0.19	0.0066	0.0066	0.0003	0	0.19	0.011	3.6e-06	2.2e-06	0.0067	0	0.14	0	0.17	0.084	0.19	8.6e-05	0	0.61
44	2.8e-06	0	0	0	0.64	2.8e-06	0.00017	0	0	0	0.089	1.9e-05	0.27	2.4e-05	0.00018	2.8e-06	0	4	0
45	0.3	0.0023	0.0023	0.0048	0	0.3	0.00038	0.024	1.1e-05	0.0024	0	0.015	0	0.019	0.0036	0.3	0.022	0	0.61
46	0.22	0.013	0.013	3.3e-05	0	0.22	2.7e-05	0	0	0.013	0	0.13	0	0.16	0.0034	0.22	0	0	0.61
47	0.25	0.015	0.015	2.3e-05	0	0.25	1.8e-06	0	0	0.015	0	0.091	0	0.11	0.00067	0.25	0	0	0.61
48	0.31	0.0026	0.0026	0.0041	0	0.31	0.00034	0.011	9.9e-06	0.0026	0	0.016	0	0.021	0.0036	0.31	0.015	0	0.61
49	0.0049	0.002	0.002	0	0	0.0049	0.048	0	0	0.002	0	0.23	0	0.29	0.4	0.0049	0	14	0.39
50	0	0	0	0	0	0	0	0	0	0	1	0	4.8e-05	0	0	0	0	10	0.13
51	0.28	0.0011	0.0011	0.0084	0	0.28	5.5e-06	0.073	1.4e-05	0.0011	0	0.0027	0	0.0035	0.00014	0.28	0.058	0	0.61
52	0.012	0.0098	0.0098	0	0	0.012	3e-06	0	0	0.0099	0	0.41	0	0.52	0.0051	0.012	0	13	0.47
53	0.31	0.0087	0.0087	6.5e-05	0	0.31	0	0	1.8e-06	0.0089	0	0.025	0	0.032	6.6e-05	0.31	0	0	0.61
54	0	0	0	0	0	0	1.3e-06	0	0	0	1	0	0	0	0	0	0	10	0.13
55	0.062	0.0091	0.0091	4.5e-06	0	0.062	0.0027	0	0	0.0092	0	0.31	0	0.39	0.077	0.062	0	13	0.47
56	0.33	0.0045	0.0045	6e-05	0	0.33	0	0	2e-06	0.0046	0	0.0026	0	0.0033	0	0.33	0	0	0.61
57	0.13	0.0095	0.0095	3.4e-05	0	0.13	0.0031	0	0	0.0097	0	0.23	0	0.29	0.063	0.13	0	13	0.47
58	0	0	0	0	1	0	0	0	0	0	0	0	1.9e-05	0	0	0	0	4	0
59	0.28	0.0058	0.0058	0.0006	0	0.28	0.00038	5.3e-06	4e-06	0.0059	0	0.055	0	0.069	0.0079	0.28	0.00017	0	0.61
60	0.29	0.0051	0.0051	0.0008	0	0.29	0.00024	1.3e-05	4.7e-06	0.0052	0	0.042	0	0.053	0.0053	0.29	0.00031	0	0.61
61	0.25	0.004	0.004	0.00021	0	0.25	0.0075	3.3e-06	1.5e-06	0.004	0	0.072	0	0.091	0.07	0.25	6.6e-05	0	0.61
62	0.3	0.0018	0.0018	0.006	0	0.3	6.1e-05	0.032	1.2e-05	0.0018	0	0.0076	0	0.0096	0.00092	0.3	0.031	0	0.61
63	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0.043
64	0	0	0	0	0	0	0.00085	0	0	0	1	1.2e-06	0.00059	1.5e-06	0.00026	0	0	10	0.13
65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
66	0.24	0.0041	0.0041	0.00018	0	0.24	0.0072	1.9e-06	1.4e-06	0.0042	0	0.077	0	0.098	0.072	0.24	4.8e-05	0	0.61
67	0	0	0	0	0.85	0	0	0	0	0	0.0066	0	0.14	0	0	0	0	4	0
68	0	0	0	0	0	0	0	0	0	0	0.0013	0	1	0	0	0	0	12	0.043
69	0.027	0.0065	0.0065	0	0	0.027	0.0048	0	0	0.0066	0	0.34	0	0.43	0.12	0.027	0	13	0.47
70	0.33	0.00078	0.00078	0.0033	0	0.33	0	2.2e-05	1.2e-05	0.00079	0	0.00031	0	0.00039	0	0.33	0.0014	0	0.61
71	0.15	0.015	0.015	1.1e-05	0	0.15	7.6e-05	0	0	0.015	0	0.22	0	0.28	0.0086	0.15	0	13	0.47
72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
73	0.16	0.012	0.012	2.9e-05	0	0.16	0.00049	0	0	0.012	0	0.21	0	0.26	0.022	0.16	0	13	0.47
74	0.33	0.00033	0.00033	0.0037	0	0.33	0	0.00097	8.2e-06	0.00033	0	0.00017	0	0.00022	0	0.33	0.0069	0	0.61
75	0.29	0.005	0.005	8.8e-05	0	0.29	7.8e-05	0	1.2e-06	0.0051	0	0.046	0	0.057	0.0048	0.29	4.1e-06	0	0.61
76	0	0	0	0	0	0	0.02	0	0	0	0.97	0.00022	0.00018	0.00028	0.012	0	0	10	0.13
77	0	0	0	0	0	0	3.5e-05	0	0	0	1	0	0.0019	0	5.2e-06	0	0	10	0.13
78	0	0	0	0	0	0	0	0	0	0	0.97	0	0.032	0	0	0	0	10	0.13
79	0.081	0.011	0.011	5.1e-06	0	0.081	0.00083	0	0	0.011	0	0.3	0	0.38	0.039	0.081	0	13	0.47
80	0	0	0	0	0	0	3.8e-06	0	0	0	0.99	0	0.009	0	0	0	0	10	0.13
81	0.33	0.0007	0.0007	0.0065	0	0.33	0	0.00091	1.5e-05	0.00071	0	0.00039	0	0.00049	0	0.33	0.0096	0	0.61
82	0.27	0.014	0.014	2e-05	0	0.27	0	0	0	0.015	0	0.061	0	0.078	0.00018	0.27	0	0	0.61
83	0	0	0	0	0	0	0.00041	0	0	0	0.99	0	0.007	1.2e-06	0.00014	0	0	10	0.13
84	0.32	0.0055	0.0055	0.00019	0	0.32	0	0	2.9e-06	0.0056	0	0.014	0	0.017	4.8e-05	0.32	3.6e-06	0	0.61
85	0.3	0.00069	0.00069	0.011	0	0.3	0	0.04	1.7e-05	0.0007	0	0.00073	0	0.00093	7e-06	0.3	0.059	0	0.61
86	0.33	0.00038	0.00038	0.0086	0	0.33	0	0.00049	1.9e-05	0.00038	0	7.5e-05	0	9.4e-05	0	0.33	0.01	0	0.61
87	0.3	0.0057	0.0057	0.00042	0	0.3	1.7e-05	0	3.7e-06	0.0058	0	0.031	0	0.04	0.0011	0.3	4.5e-05	0	0.61
88	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
89	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
90	0.0065	0	0	0.048	0	0.0065	0	0.05	9.3e-06	0	0	0	0	0	0	0.0065	0.88	16	0.78
91	0.33	0.00084	0.00084	0.0054	0	0.33	0	0.00055	1.4e-05	0.00086	0	0.00059	0	0.00074	1.3e-06	0.33	0.0067	0	0.61
92	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
93	0.32	0.0019	0.0019	0.004	0	0.32	7.9e-06	0.0025	1.1e-05	0.0019	0	0.006	0	0.0075	0.00027	0.32	0.0086	0	0.61
94	0.3	0.0075	0.0075	0.00017	0	0.3	3.5e-06	0	2.5e-06	0.0076	0	0.036	0	0.046	0.00053	0.3	4.4e-06	0	0.61
95	0	0	0	0	0	0	0	0	0	0	0.85	0	0.15	0	0	0	0	10	0.13
96	0.31	0.0058	0.0058	0.00027	0	0.31	1.7e-06	0	3.2e-06	0.0059	0	0.022	0	0.028	0.00027	0.31	1.2e-05	0	0.61
97	0.33	0.0013	0.0013	0.00076	0	0.33	0	0	6.4e-06	0.0013	0	0.00042	0	0.00052	0	0.33	3e-05	0	0.61
98	0	0	0	0	0	0	0	0	0	0	1	0	0.00024	0	0	0	0	10	0.13
99	0.056	0.0047	0.0047	2.4e-05	0	0.056	0.053	0	0	0.0048	0	0.21	0	0.26	0.29	0.056	1.7e-06	14	0.39
100	0.14	0.011	0.011	2.6e-05	0	0.14	0.0011	0	0	0.011	0	0.23	0	0.29	0.035	0.14	0	13	0.47
101	0.33	0	0	0.0021	0	0.33	0	0.00012	8.1e-06	0	0	0	0	0	0	0.33	0.0016	0	0.61
102	0.32	2.7e-05	2.7e-05	0.028	0	0.32	0	3.6e-05	4.5e-05	2.7e-05	0	0	0	0	0	0.32	0.013	0	0.61
103	0	0	0	0	0	0	0	0	0	0	1	0	1.7e-06	0	0	0	0	10	0.13
104	0	0	0	0	0	0	0.00064	0	0	0	0.82	1.1e-05	0.18	1.4e-05	0.0004	0	0	10	0.13
105	0.3	0.006	0.006	0.00038	0	0.3	2.4e-05	0	3.5e-06	0.0061	0	0.036	0	0.046	0.0015	0.3	3.9e-05	0	0.61
106	0.31	0.0032	0.0032	0.0025	0	0.31	0.00024	0.0013	8.1e-06	0.0032	0	0.021	0	0.026	0.0034	0.31	0.0045	0	0.61
107	0.28	0.013	0.013	2.9e-06	0	0.28	0	0	0	0.013	0	0.055	0	0.069	0.00011	0.28	0	0	0.61
108	0.0025	0.00082	0.00082	0	0	0.0025	0.16	0	0	0.00083	0	0.12	0	0.15	0.56	0.0025	0	14	0.39
109	0	0	0	0	0	0	0	0	0	0	1	0	1.2e-06	0	0	0	0	10	0.13
110	0	0	0	0	0	0	0.81	0	0	0	0	2.3e-05	0	2.9e-05	0.19	0	0	6	0.35
111	0.31	0.0067	0.0067	0.00016	0	0.31	0	0	2.6e-06	0.0068	0	0.022	0	0.028	0.00014	0.31	2.9e-06	0	0.61
112	0.29	0.0044	0.0044	0.0014	0	0.29	0.0007	0.00018	5.9e-06	0.0045	0	0.04	0	0.05	0.009	0.29	0.0012	0	0.61
113	0.32	0.0023	0.0023	0.00064	0	0.32	0.00025	4.7e-05	3e-06	0.0024	0	0.018	0	0.022	0.0049	0.32	0.00045	0	0.61
114	0.31	0.00023	0.00023	0.016	0	0.31	0	0.0039	2.5e-05	0.00023	0	3e-05	0	3.8e-05	0	0.31	0.038	0	0.61
115	0.24	1.7e-05	1.7e-05	0.062	0	0.24	0	0.01	5.1e-05	1.7e-05	0	0	0	0	0	0.24	0.22	0	0.61
116	0.017	1.4e-06	1.4e-06	0.012	0	0.017	0	0.54	5.2e-06	1.4e-06	0	0	0	0	0	0.017	0.4	7	0.87
117	0.27	0.0092	0.0092	0.00013	0	0.27	3.9e-05	0	2e-06	0.0093	0	0.075	0	0.094	0.0029	0.27	3.5e-06	0	0.61
118	0.054	0.0075	0.0075	5.6e-06	0	0.054	0.0073	0	0	0.0076	0	0.3	0	0.38	0.13	0.054	0	13	0.47
119	0.33	0.0017	0.0017	0.00041	0	0.33	0	0	4.9e-06	0.0017	0	0.00062	0	0.00079	0	0.33	7e-06	0	0.61
120	0.04	6.1e-06	6.1e-06	0.017	0	0.04	0	0.47	9.1e-06	6.2e-06	0	0	0	0	0	0.04	0.39	7	0.87
121	0.042	0.027	0.027	0	0	0.042	0	0	0	0.027	0	0.35	0	0.44	0.00041	0.042	0	13	0.47
122	0.22	0.012	0.012	5e-05	0	0.22	7.1e-05	0	1.2e-06	0.012	0	0.13	0	0.16	0.0057	0.22	0	0	0.61
123	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
124	0.26	0.0063	0.0063	5e-05	0	0.26	0.00029	0	0	0.0064	0	0.082	0	0.1	0.014	0.26	1.5e-06	0	0.61
125	0	0	0	0	0	0	0.00095	0	0	0	0.84	2.1e-05	0.16	2.7e-05	0.00064	0	0	10	0.13
126	0.3	0.0004	0.0004	0.014	0	0.3	0	0.018	2.1e-05	0.00041	0	0.00016	0	0.0002	0	0.3	0.056	0	0.61
127	0	0	0	0	0	0	0	0.87	0	0	5.6e-05	0	0	0	0	0	0.13	7	0.87
128	0	0	0	0	0	0	0	0.29	0	0	0.00076	0	0	0	0	0	0.71	16	0.78
129	0	0	0	0	1	0	0	0	0	0	0	0	0.00024	0	0	0	0	4	0
130	0	0	0	0	0	0	0.00023	0	0	0	1	0	0	0	1.4e-05	0	0	10	0.13
131	0.32	0.0023	0.0023	0.0027	0	0.32	7.3e-06	0.00041	9e-06	0.0024	0	0.0078	0	0.0098	0.0003	0.32	0.0031	0	0.61
132	0.33	0.0038	0.0038	7.4e-05	0	0.33	0	0	2.2e-06	0.0039	0	0.0019	0	0.0024	0	0.33	0	0	0.61
133	2.5e-06	0	0	0	0	2.5e-06	0.00095	0	0	0	0.57	5.2e-05	0.42	6.5e-05	0.00084	2.5e-06	0	10	0.13
134	0.33	0.0021	0.0021	0.00033	0	0.33	0	0	4.3e-06	0.0021	0	0.001	0	0.0013	0	0.33	4.9e-06	0	0.61
135	0	0	0	0	0	0	0.00074	0	0	0	1	0	1.6e-05	0	0.00013	0	0	10	0.13
136	0.31	0.0031	0.0031	0.0022	0	0.31	8.9e-05	0.00048	7.8e-06	0.0032	0	0.017	0	0.022	0.0018	0.31	0.0027	0	0.61
137	0.32	0.0019	0.0019	0.0041	0	0.32	6.4e-06	0.0024	1.1e-05	0.0019	0	0.0056	0	0.0071	0.00023	0.32	0.0085	0	0.61
138	0.00047	0	0	0.0016	0	0.00047	0	0.81	0	0	0	0	0	0	0	0.00047	0.19	7	0.87
139	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
140	5.4e-06	2.4e-06	2.4e-06	0	0	5.4e-06	0.036	0	0	2.5e-06	0.93	0.00083	0.00028	0.001	0.027	5.4e-06	0	10	0.13
141	0	0	0	0	0	0	0	0	0	0	0.97	0	0.028	0	0	0	0	10	0.13
142	0	0	0	0	0.97	0	0	0	0	0	3.7e-05	0	0.028	0	0	0	0	4	0
143	0.32	0.0047	0.0047	0.00031	0	0.32	0	0	3.6e-06	0.0047	0	0.012	0	0.015	6e-05	0.32	1.2e-05	0	0.61
144	0	0	0	0	1	0	0	0	0	0	0	0	0.0036	0	0	0	0	4	0
145	0.31	0.0082	0.0082	4.6e-05	0	0.31	0	0	1.6e-06	0.0083	0	0.015	0	0.018	1e-05	0.31	0	0	0.61
146	0.16	0.018	0.018	5.6e-06	0	0.16	1e-05	0	0	0.018	0	0.21	0	0.26	0.0029	0.16	0	13	0.47
147	0.0026	0.0038	0.0038	0	0	0.0026	0.00054	0	0	0.0038	0	0.41	0	0.51	0.059	0.0026	0	13	0.47
148	0.26	0.019	0.019	6.7e-06	0	0.26	0	0	0	0.019	0	0.07	0	0.089	7.1e-05	0.26	0	0	0.61
149	0.29	0.011	0.011	3.6e-05	0	0.29	0	0	1.3e-06	0.011	0	0.038	0	0.048	9.5e-05	0.29	0	0	0.61
150	0.29	0.00025	0.00025	0.0075	0	0.29	0	0.073	9.9e-06	0.00026	0	0.00021	0	0.00026	2.7e-06	0.29	0.063	0	0.61
151	0.24	0.0062	0.0062	0.00054	0	0.24	0.0048	1.5e-05	3.3e-06	0.0062	0	0.096	0	0.12	0.043	0.24	0.00024	0	0.61
152	0.12	0.0076	0.0076	6.3e-05	0	0.12	0.012	0	0	0.0077	0	0.21	0	0.27	0.12	0.12	4.1e-06	13	0.47
153	0.19	0.0066	0.0066	0.0003	0	0.19	0.011	3.6e-06	2.2e-06	0.0067	0	0.14	0	0.17	0.084	0.19	8.6e-05	0	0.61
154	0	0	0	0	0.84	0	0	0	0	0	0.0084	0	0.15	0	0	0	0	4	0
155	0.012	2.6e-06	2.6e-06	0.0051	0	0.012	0	0.75	2.5e-06	2.7e-06	0	0	0	0	0	0.012	0.21	7	0.87
156	0	0	0	0	0	0	0.00015	0	0	0	0.99	0	0.01	0	4.2e-05	0	0	10	0.13
157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
158	0	0	0	0	0	0	1.6e-06	0	0	0	0.99	0	0.0059	0	0	0	0	10	0.13
159	0.29	0.0056	0.0056	0.00068	0	0.29	0.00041	9.1e-06	4.3e-06	0.0057	0	0.052	0	0.066	0.0081	0.29	0.00023	0	0.61
160	0.16	0.023	0.023	2.3e-06	0	0.16	1.1e-06	0	0	0.023	0	0.2	0	0.25	0.00089	0.16	0	13	0.47
161	0.32	0.003	0.003	0.00099	0	0.32	0	2.8e-06	6e-06	0.0031	0	0.0074	0	0.0094	8e-05	0.32	0.00021	0	0.61
162	0	0	0	0	0	0	0.00013	0	0	0	1	0	0.0012	0	2.7e-05	0	0	10	0.13
163	0.038	0.012	0.012	0	0	0.038	8.6e-05	0	0	0.013	0	0.37	0	0.46	0.015	0.038	0	13	0.47
164	0.33	0.0032	0.0032	0.00036	0	0.33	0	0	4.1e-06	0.0033	0	0.0041	0	0.0052	5.3e-06	0.33	1.1e-05	0	0.61
165	0.09	0.0056	0.0056	6e-05	0	0.09	0.039	0	0	0.0057	0	0.2	0	0.25	0.23	0.09	7e-06	13	0.47
166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
167	0.33	0.0012	0.0012	0.0032	0	0.33	0	0.00011	1.1e-05	0.0013	0	0.0012	0	0.0016	4.3e-06	0.33	0.0023	0	0.61
168	0	0	0	0	0	0	0.0047	0	0	0	0.99	1e-05	7.1e-05	1.3e-05	0.0017	0	0	10	0.13
169	0	0	0	0	0	0	0	0	0	0	0.89	0	0.11	0	0	0	0	10	0.13
170	0	0	0	0	0	0	0	0	0	0	0.98	0	0.02	0	0	0	0	10	0.13
171	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
172	0.31	0.013	0.013	8.6e-06	0	0.31	0	0	0	0.014	0	0.018	0	0.023	2.4e-06	0.31	0	0	0.61
173	0.32	0.0022	0.0022	0.0043	0	0.32	6.1e-05	0.0071	1.1e-05	0.0022	0	0.0099	0	0.013	0.0011	0.32	0.013	0	0.61
174	0.0037	0.0025	0.0025	0	0	0.0037	0.015	0	0	0.0025	0	0.31	0	0.39	0.27	0.0037	0	13	0.47
175	0.031	0.01	0.01	0	0	0.031	0.00023	0	0	0.011	0	0.38	0	0.47	0.026	0.031	0	13	0.47
176	0.32	0.004	0.004	0.00081	0	0.32	7.3e-06	3.3e-06	5.2e-06	0.0041	0	0.017	0	0.021	0.00049	0.32	0.00019	0	0.61
177	0.0052	0.0017	0.0017	0	0	0.0052	0.074	0	0	0.0017	0	0.2	0	0.25	0.45	0.0052	0	14	0.39
178	0.053	0.015	0.015	0	0	0.053	4.4e-05	0	0	0.015	0	0.35	0	0.44	0.0097	0.053	0	13	0.47
179	0.12	0.0086	0.0086	3.7e-05	0	0.12	0.0061	0	0	0.0087	0	0.23	0	0.29	0.092	0.12	1.2e-06	13	0.47
180	0.15	0.0085	0.0085	7.2e-05	0	0.15	0.0055	0	1e-06	0.0086	0	0.2	0	0.25	0.076	0.15	4e-06	13	0.47
181	0.22	0.022	0.022	4.2e-06	0	0.22	0	0	0	0.022	0	0.12	0	0.16	0.00027	0.22	0	0	0.61
182	0	0	0	0	0	0	0.13	0	0	0	0.81	0.00029	0	0.00037	0.054	0	0	10	0.13
183	0.31	0.0096	0.0096	3e-05	0	0.31	0	0	1.3e-06	0.0098	0	0.017	0	0.022	9.7e-06	0.31	0	0	0.61
184	0	0	0	0	0	0	0	0	0	0	1	0	0.0033	0	0	0	0	10	0.13
185	0.14	0.015	0.015	8.4e-06	0	0.14	6.3e-05	0	0	0.015	0	0.23	0	0.29	0.008	0.14	0	13	0.47
186	0.33	0.0002	0.0002	0.0053	0	0.33	0	2.3e-06	1.8e-05	0.0002	0	7.1e-06	0	9e-06	0	0.33	0.001	0	0.61
187	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
188	0.22	0.016	0.016	1.6e-05	0	0.22	5.2e-06	0	0	0.016	0	0.13	0	0.16	0.0015	0.22	0	0	0.61
189	0	0	0	0	0	0	1.8e-06	0	0	0	1	0	0.00062	0	0	0	0	10	0.13
190	0	0	0	0	0	0	0.0025	0	0	0	1	1.3e-06	2.4e-05	1.7e-06	0.00072	0	0	10	0.13
191	0.32	0.00072	0.00072	0.0031	0	0.32	2.3e-06	0.0056	6.7e-06	0.00073	0	0.0017	0	0.0021	0.0001	0.32	0.011	0	0.61
192	0.29	0.00043	0.00043	0.0055	0	0.29	0	0.075	8.1e-06	0.00043	0	0.00079	0	0.00099	4.9e-05	0.29	0.048	0	0.61
193	0.28	0.0028	0.0028	0.00058	0	0.28	0.0093	0.00017	2.5e-06	0.0028	0	0.043	0	0.055	0.057	0.28	0.00067	0	0.61
194	0.31	0.0023	0.0023	0.00085	0	0.31	0.0013	0.00028	3.3e-06	0.0023	0	0.022	0	0.028	0.013	0.31	0.0011	0	0.61
195	0.12	0	0	0.011	0	0.12	0	0.43	1.1e-05	0	0	0	0	0	0	0.12	0.19	7	0.87
196	0.0025	0.00094	0.00094	0	0	0.0025	0.05	0	0	0.00095	0	0.16	0	0.21	0.57	0.0025	0	14	0.39
197	0.13	0.011	0.011	1.9e-06	0	0.13	0.00017	0	0	0.011	0	0.25	0	0.32	0.023	0.13	0	13	0.47
198	0.33	0	0	0.0047	0	0.33	0	0.00078	1.2e-05	0	0	0	0	0	0	0.33	0.007	0	0.61
199	0.28	0.0058	0.0058	5.9e-05	0	0.28	9.3e-05	0	0	0.0059	0	0.059	0	0.075	0.0062	0.28	1.8e-06	0	0.61
200	0.33	0.00066	0.00066	0.0018	0	0.33	0	0.00018	5.7e-06	0.00067	0	0.0008	0	0.001	8.3e-06	0.33	0.002	0	0.61
201	0.32	0.00096	0.00096	0.003	0	0.32	7.4e-05	0.017	6.2e-06	0.00098	0	0.0043	0	0.0054	0.0011	0.32	0.015	0	0.61
202	0.26	0.0028	0.0028	0.00053	0	0.26	0.015	0.00016	2.3e-06	0.0029	3.8e-06	0.049	0	0.062	0.078	0.26	0.00061	0	0.61
203	0.3	0.003	0.003	0.00039	0	0.3	0.00068	1e-05	2.3e-06	0.0031	0	0.031	0	0.039	0.012	0.3	0.00017	0	0.61
204	0.22	0	0	0.01	0	0.22	0	0.22	1.4e-05	0	0	0	0	0	0	0.22	0.12	7	0.87
