SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
19	0.00072	5.4e-05	0.00072	0	0.01	0.28	0.0078	0.18	5.5e-05	0.00026	0.28	0	6.1e-05	0.00026	5.4e-05	0.1	0.14	0	5	0.87
20	0.46	0	0.46	1.6e-05	0	0.023	0	0	0	0.0047	0	0	0	0.0047	0	0.043	0	0	0	0.61
21	0.035	0.0021	0.035	0	0.18	0.0028	0.14	0.51	0.0022	0	0	0	0	0	0.0021	0	0.092	0	7	0.39
22	0	0	0	0	0	0	0	0	0	0	0.015	0	0.98	0	0	0	0	0	12	0.043
23	0.48	0.0025	0.48	2.3e-06	0.015	0	0.011	0.00096	0.0025	0.00016	0	0	0	0.00016	0.0025	3.9e-05	2e-05	0	0	0.61
24	0	0	0	0	0	0	0	0	0	0	0.00015	0.48	0.045	0	0	0	0	0.48	11	0
25	0.4	0.0077	0.4	0	0.092	0	0.072	0.0041	0.0079	1.4e-05	0	0	0	1.4e-05	0.0077	0	3.3e-05	0	0	0.61
26	0.49	0	0.49	9.4e-06	0	0.0013	0	0	0	0.0016	0	0	0	0.0016	0	0.0055	0	0	0	0.61
27	0.5	0.00063	0.5	5.5e-06	0.00071	7.9e-05	0.00055	3.1e-06	0.00064	0.00087	0	0	0	0.00087	0.00063	0.0014	0	0	0	0.61
28	0.27	0.0033	0.27	1.1e-06	0.11	1e-05	0.084	0.22	0.0034	9.1e-05	1.3e-05	0	0	9.1e-05	0.0033	9.3e-05	0.049	0	0	0.61
29	0.21	0.0032	0.21	0	0.12	3.3e-06	0.094	0.28	0.0032	5.6e-05	1.6e-05	0	0	5.6e-05	0.0032	4.2e-05	0.068	0	7	0.39
30	0.5	0.0011	0.5	3.6e-06	0.0019	3.4e-06	0.0015	1.1e-05	0.0011	0.00036	0	0	0	0.00036	0.0011	0.00019	0	0	0	0.61
31	0.47	3.9e-05	0.47	1.9e-05	1.1e-06	0.0033	0	0	4e-05	0.0082	0	0	0	0.0082	3.9e-05	0.043	0	0	0	0.61
32	0.28	0.0072	0.28	2e-06	0.18	1.6e-06	0.14	0.08	0.0074	0.00012	0	0	0	0.00012	0.0072	5.3e-05	0.0093	0	0	0.61
33	0.48	0.0021	0.48	1.1e-05	0.0092	0.0054	0.0072	0.0005	0.0021	0.0023	0	0	0	0.0023	0.0021	0.012	2.1e-05	0	0	0.61
34	0.5	0.0017	0.5	6.4e-06	0.0012	0	0.00094	0	0.0017	0.00044	0	0	0	0.00044	0.0017	6e-05	0	0	0	0.61
35	0.15	0.013	0.15	0	0.36	0	0.28	0.027	0.013	3.5e-06	0	0	0	3.5e-06	0.013	0	0.00045	0	4	0.47
36	0.033	0.0024	0.033	0	0.19	0	0.15	0.45	0.0024	4.4e-06	2.5e-05	0	0	4.4e-06	0.0024	0	0.14	0	7	0.39
37	1.2e-06	3.2e-06	1.2e-06	0	0.0064	0	0.005	0.43	3.3e-06	0	0.00035	0	0	0	3.2e-06	0	0.55	0	16	0.35
38	0.49	0.00072	0.49	1.4e-05	0.00039	0.00017	0.0003	0	0.00074	0.0026	0	0	0	0.0026	0.00072	0.0042	0	0	0	0.61
39	0	0	0	0	0	0	0	0	0	0	0.7	0	0.3	0	0	0	1.7e-06	0	10	0.13
40	8.5e-06	1.8e-05	8.5e-06	0	0.022	0	0.017	0.58	1.8e-05	0	0	0	0	0	1.8e-05	0	0.38	0	7	0.39
41	0.48	0.0026	0.48	8.7e-06	0.012	0.00049	0.0093	0.00048	0.0027	0.0013	0	0	0	0.0013	0.0026	0.0032	1.4e-05	0	0	0.61
42	0	0	0	0	0	0	0	5e-06	0	0	1	0	4.2e-05	0	0	0	4.9e-05	0	10	0.13
43	0.29	0.0069	0.29	2.2e-06	0.17	3.6e-06	0.13	0.084	0.0071	0.00015	0	0	0	0.00015	0.0069	8.6e-05	0.011	0	0	0.61
44	4.2e-06	0	4.2e-06	0	2.4e-05	0	1.9e-05	0.00018	0	0	0.089	0.32	0.27	0	0	0	0.00017	0.32	11	0
45	0.45	0.0024	0.45	1e-05	0.019	0.024	0.015	0.0036	0.0025	0.0025	0	0	0	0.0025	0.0024	0.022	0.00038	0	0	0.61
46	0.33	0.014	0.33	0	0.16	0	0.13	0.0034	0.014	1.7e-05	0	0	0	1.7e-05	0.014	0	2.7e-05	0	0	0.61
47	0.37	0.015	0.37	0	0.11	0	0.09	0.00067	0.015	1.2e-05	0	0	0	1.2e-05	0.015	0	1.8e-06	0	0	0.61
48	0.46	0.0027	0.46	9.8e-06	0.021	0.011	0.016	0.0036	0.0027	0.0021	0	0	0	0.0021	0.0027	0.015	0.00034	0	0	0.61
49	0.0073	0.002	0.0073	0	0.3	0	0.23	0.4	0.0021	0	0	0	0	0	0.002	0	0.048	0	7	0.39
50	0	0	0	0	0	0	0	0	0	0	1	0	4.8e-05	0	0	0	0	0	10	0.13
51	0.43	0.0011	0.43	1.4e-05	0.0035	0.073	0.0027	0.00014	0.0012	0.0043	0	0	0	0.0043	0.0011	0.058	5.5e-06	0	0	0.61
52	0.019	0.01	0.019	0	0.52	0	0.41	0.0051	0.01	0	0	0	0	0	0.01	0	3e-06	0	4	0.47
53	0.46	0.0091	0.46	1.7e-06	0.032	0	0.025	6.6e-05	0.0093	3.3e-05	0	0	0	3.3e-05	0.0091	0	0	0	0	0.61
54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.3e-06	0	10	0.13
55	0.093	0.0094	0.093	0	0.4	0	0.31	0.077	0.0097	2.3e-06	0	0	0	2.3e-06	0.0094	0	0.0027	0	4	0.47
56	0.49	0.0047	0.49	2e-06	0.0033	0	0.0026	0	0.0048	3.1e-05	0	0	0	3.1e-05	0.0047	0	0	0	0	0.61
57	0.19	0.0099	0.19	0	0.29	0	0.23	0.063	0.01	1.8e-05	0	0	0	1.8e-05	0.0099	0	0.0031	0	4	0.47
58	0	0	0	0	0	0	0	0	0	0	0	0.5	1.9e-05	0	0	0	0	0.5	11	0
59	0.42	0.0061	0.42	4e-06	0.069	5.3e-06	0.054	0.0079	0.0062	0.00031	0	0	0	0.00031	0.0061	0.00017	0.00038	0	0	0.61
60	0.44	0.0053	0.44	4.6e-06	0.053	1.3e-05	0.041	0.0053	0.0055	0.00041	0	0	0	0.00041	0.0053	0.00031	0.00024	0	0	0.61
61	0.37	0.0041	0.37	1.5e-06	0.091	3.3e-06	0.071	0.07	0.0042	0.00011	0	0	0	0.00011	0.0041	6.6e-05	0.0075	0	0	0.61
62	0.45	0.0018	0.45	1.2e-05	0.0096	0.032	0.0075	0.00092	0.0019	0.0031	0	0	0	0.0031	0.0018	0.031	6.1e-05	0	0	0.61
63	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0.043
64	0	0	0	0	1.5e-06	0	1.1e-06	0.00026	0	0	1	0	0.00059	0	0	0	0.00085	0	10	0.13
65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
66	0.37	0.0043	0.37	1.4e-06	0.098	1.9e-06	0.076	0.072	0.0044	9.1e-05	0	0	0	9.1e-05	0.0043	4.8e-05	0.0072	0	0	0.61
67	0	0	0	0	0	0	0	0	0	0	0.0066	0.43	0.14	0	0	0	0	0.43	11	0
68	0	0	0	0	0	0	0	0	0	0	0.0013	0	1	0	0	0	0	0	12	0.043
69	0.04	0.0068	0.04	0	0.43	0	0.34	0.12	0.007	0	0	0	0	0	0.0068	0	0.0048	0	4	0.47
70	0.5	0.00081	0.5	1.2e-05	0.00039	2.2e-05	0.0003	0	0.00083	0.0017	0	0	0	0.0017	0.00081	0.0014	0	0	0	0.61
71	0.23	0.015	0.23	0	0.28	0	0.22	0.0086	0.016	5.4e-06	0	0	0	5.4e-06	0.015	0	7.6e-05	0	4	0.47
72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
73	0.24	0.012	0.24	0	0.26	0	0.2	0.022	0.013	1.5e-05	0	0	0	1.5e-05	0.012	0	0.00049	0	4	0.47
74	0.49	0.00034	0.49	8.1e-06	0.00022	0.00097	0.00017	0	0.00035	0.0019	0	0	0	0.0019	0.00034	0.0069	0	0	0	0.61
75	0.44	0.0052	0.44	1.2e-06	0.058	0	0.045	0.0048	0.0053	4.5e-05	0	0	0	4.5e-05	0.0052	4.1e-06	7.8e-05	0	0	0.61
76	0	0	0	0	0.00028	0	0.00022	0.012	0	0	0.97	0	0.00018	0	0	0	0.02	0	10	0.13
77	0	0	0	0	0	0	0	5.2e-06	0	0	1	0	0.0019	0	0	0	3.5e-05	0	10	0.13
78	0	0	0	0	0	0	0	0	0	0	0.97	0	0.032	0	0	0	0	0	10	0.13
79	0.12	0.012	0.12	0	0.38	0	0.3	0.039	0.012	2.6e-06	0	0	0	2.6e-06	0.012	0	0.00083	0	4	0.47
80	0	0	0	0	0	0	0	0	0	0	0.99	0	0.009	0	0	0	3.8e-06	0	10	0.13
81	0.49	0.00072	0.49	1.5e-05	0.00049	0.00091	0.00038	0	0.00074	0.0034	0	0	0	0.0034	0.00072	0.0096	0	0	0	0.61
82	0.41	0.015	0.41	0	0.078	0	0.061	0.00018	0.015	1e-05	0	0	0	1e-05	0.015	0	0	0	0	0.61
83	0	0	0	0	1.2e-06	0	0	0.00014	0	0	0.99	0	0.007	0	0	0	0.00041	0	10	0.13
84	0.48	0.0058	0.48	2.9e-06	0.017	0	0.013	4.8e-05	0.0059	9.8e-05	0	0	0	9.8e-05	0.0058	3.6e-06	0	0	0	0.61
85	0.44	0.00071	0.44	1.7e-05	0.00093	0.04	0.00073	7e-06	0.00073	0.0055	0	0	0	0.0055	0.00071	0.059	0	0	0	0.61
86	0.49	0.00039	0.49	1.9e-05	9.5e-05	0.00049	7.4e-05	0	0.0004	0.0044	0	0	0	0.0044	0.00039	0.01	0	0	0	0.61
87	0.45	0.0059	0.45	3.7e-06	0.04	0	0.031	0.0011	0.0061	0.00021	0	0	0	0.00021	0.0059	4.5e-05	1.7e-05	0	0	0.61
88	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
89	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
90	0.0098	0	0.0098	9.2e-06	0	0.05	0	0	0	0.025	0	0	0	0.025	0	0.88	0	0	15	0.78
91	0.49	0.00088	0.49	1.4e-05	0.00074	0.00055	0.00058	1.3e-06	0.0009	0.0028	0	0	0	0.0028	0.00088	0.0067	0	0	0	0.61
92	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
93	0.48	0.002	0.48	1.1e-05	0.0076	0.0025	0.0059	0.00027	0.002	0.0021	0	0	0	0.0021	0.002	0.0086	7.9e-06	0	0	0.61
94	0.45	0.0078	0.45	2.5e-06	0.046	0	0.036	0.00053	0.008	8.6e-05	0	0	0	8.6e-05	0.0078	4.4e-06	3.5e-06	0	0	0.61
95	0	0	0	0	0	0	0	0	0	0	0.85	0	0.15	0	0	0	0	0	10	0.13
96	0.47	0.0061	0.47	3.2e-06	0.028	0	0.022	0.00027	0.0062	0.00014	0	0	0	0.00014	0.0061	1.2e-05	1.7e-06	0	0	0.61
97	0.5	0.0013	0.5	6.3e-06	0.00053	0	0.00041	0	0.0014	0.00039	0	0	0	0.00039	0.0013	3e-05	0	0	0	0.61
98	0	0	0	0	0	0	0	0	0	0	1	0	0.00024	0	0	0	0	0	10	0.13
99	0.085	0.0049	0.085	0	0.26	0	0.21	0.29	0.005	1.2e-05	0	0	0	1.2e-05	0.0049	1.7e-06	0.053	0	7	0.39
100	0.21	0.011	0.21	0	0.29	0	0.22	0.035	0.012	1.3e-05	0	0	0	1.3e-05	0.011	0	0.0011	0	4	0.47
101	0.5	0	0.5	8.1e-06	0	0.00012	0	0	0	0.0011	0	0	0	0.0011	0	0.0016	0	0	0	0.61
102	0.48	2.8e-05	0.48	4.4e-05	0	3.6e-05	0	0	2.8e-05	0.014	0	0	0	0.014	2.8e-05	0.013	0	0	0	0.61
103	0	0	0	0	0	0	0	0	0	0	1	0	1.7e-06	0	0	0	0	0	10	0.13
104	0	0	0	0	1.4e-05	0	1.1e-05	0.0004	0	0	0.82	0	0.18	0	0	0	0.00064	0	10	0.13
105	0.45	0.0063	0.45	3.5e-06	0.046	0	0.036	0.0015	0.0065	0.0002	0	0	0	0.0002	0.0063	3.9e-05	2.4e-05	0	0	0.61
106	0.47	0.0033	0.47	8.1e-06	0.026	0.0013	0.02	0.0034	0.0034	0.0013	0	0	0	0.0013	0.0033	0.0045	0.00024	0	0	0.61
107	0.42	0.013	0.42	0	0.07	0	0.054	0.00011	0.014	1.5e-06	0	0	0	1.5e-06	0.013	0	0	0	0	0.61
108	0.0037	0.00085	0.0037	0	0.15	0	0.12	0.56	0.00087	0	0	0	0	0	0.00085	0	0.16	0	7	0.39
109	0	0	0	0	0	0	0	0	0	0	1	0	1.2e-06	0	0	0	0	0	10	0.13
110	0	0	0	0	2.9e-05	0	2.3e-05	0.19	0	0	0	0	0	0	0	0	0.81	0	16	0.35
111	0.46	0.0069	0.46	2.6e-06	0.028	0	0.022	0.00014	0.0071	8.3e-05	0	0	0	8.3e-05	0.0069	2.9e-06	0	0	0	0.61
112	0.44	0.0046	0.44	5.8e-06	0.05	0.00018	0.039	0.009	0.0047	0.0007	0	0	0	0.0007	0.0046	0.0012	0.0007	0	0	0.61
113	0.47	0.0024	0.47	3e-06	0.022	4.7e-05	0.018	0.0049	0.0025	0.00033	0	0	0	0.00033	0.0024	0.00045	0.00025	0	0	0.61
114	0.47	0.00024	0.47	2.5e-05	3.8e-05	0.0039	3e-05	0	0.00025	0.0081	0	0	0	0.0081	0.00024	0.038	0	0	0	0.61
115	0.36	1.8e-05	0.36	5e-05	0	0.01	0	0	1.8e-05	0.032	0	0	0	0.032	1.8e-05	0.21	0	0	0	0.61
116	0.025	1.4e-06	0.025	5.2e-06	0	0.54	0	0	1.5e-06	0.0064	0	0	0	0.0064	1.4e-06	0.4	0	0	5	0.87
117	0.4	0.0096	0.4	2e-06	0.095	0	0.074	0.003	0.0098	6.5e-05	0	0	0	6.5e-05	0.0096	3.5e-06	3.9e-05	0	0	0.61
118	0.081	0.0078	0.081	0	0.38	0	0.3	0.13	0.008	2.9e-06	0	0	0	2.9e-06	0.0078	0	0.0073	0	4	0.47
119	0.5	0.0018	0.5	4.8e-06	0.00079	0	0.00062	0	0.0018	0.00021	0	0	0	0.00021	0.0018	7e-06	0	0	0	0.61
120	0.06	6.4e-06	0.06	9e-06	0	0.47	0	0	6.5e-06	0.0087	0	0	0	0.0087	6.4e-06	0.39	0	0	5	0.87
121	0.062	0.028	0.062	0	0.44	0	0.35	0.00041	0.028	0	0	0	0	0	0.028	0	0	0	4	0.47
122	0.33	0.012	0.33	1.2e-06	0.16	0	0.13	0.0057	0.013	2.6e-05	0	0	0	2.6e-05	0.012	0	7e-05	0	0	0.61
123	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	11	0
124	0.39	0.0066	0.39	0	0.1	0	0.082	0.014	0.0067	2.6e-05	0	0	0	2.6e-05	0.0066	1.5e-06	0.00029	0	0	0.61
125	0	0	0	0	2.7e-05	0	2.1e-05	0.00064	0	0	0.84	0	0.16	0	0	0	0.00095	0	10	0.13
126	0.46	0.00041	0.46	2.1e-05	0.0002	0.018	0.00016	0	0.00043	0.007	0	0	0	0.007	0.00041	0.056	0	0	0	0.61
127	0	0	0	0	0	0.87	0	0	0	0	5.6e-05	0	0	0	0	0.13	0	0	5	0.87
128	0	0	0	0	0	0.29	0	0	0	0	0.00076	0	0	0	0	0.71	0	0	15	0.78
129	0	0	0	0	0	0	0	0	0	0	0	0.5	0.00024	0	0	0	0	0.5	11	0
130	0	0	0	0	0	0	0	1.4e-05	0	0	1	0	0	0	0	0	0.00023	0	10	0.13
131	0.48	0.0024	0.48	8.9e-06	0.0098	0.00042	0.0077	0.0003	0.0025	0.0014	0	0	0	0.0014	0.0024	0.0031	7.2e-06	0	0	0.61
132	0.49	0.004	0.49	2.2e-06	0.0024	0	0.0018	0	0.0041	3.8e-05	0	0	0	3.8e-05	0.004	0	0	0	0	0.61
133	3.8e-06	0	3.8e-06	0	6.6e-05	0	5.1e-05	0.00084	0	0	0.57	0	0.42	0	0	0	0.00095	0	10	0.13
134	0.5	0.0022	0.5	4.3e-06	0.0013	0	0.00099	0	0.0022	0.00017	0	0	0	0.00017	0.0022	4.9e-06	0	0	0	0.61
135	0	0	0	0	0	0	0	0.00013	0	0	1	0	1.6e-05	0	0	0	0.00074	0	10	0.13
136	0.47	0.0033	0.47	7.7e-06	0.022	0.00048	0.017	0.0018	0.0034	0.0011	0	0	0	0.0011	0.0033	0.0027	8.8e-05	0	0	0.61
137	0.48	0.002	0.48	1.1e-05	0.0071	0.0024	0.0055	0.00023	0.002	0.0021	0	0	0	0.0021	0.002	0.0085	6.4e-06	0	0	0.61
138	0.0007	0	0.0007	0	0	0.81	0	0	0	0.00081	0	0	0	0.00081	0	0.19	0	0	5	0.87
139	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
140	8.1e-06	2.5e-06	8.1e-06	0	0.0011	0	0.00082	0.028	2.6e-06	0	0.93	0	0.00028	0	2.5e-06	0	0.036	0	10	0.13
141	0	0	0	0	0	0	0	0	0	0	0.97	0	0.028	0	0	0	0	0	10	0.13
142	0	0	0	0	0	0	0	0	0	0	3.7e-05	0.49	0.028	0	0	0	0	0.49	11	0
143	0.48	0.0049	0.48	3.6e-06	0.015	0	0.012	6e-05	0.005	0.00016	0	0	0	0.00016	0.0049	1.2e-05	0	0	0	0.61
144	0	0	0	0	0	0	0	0	0	0	0	0.5	0.0036	0	0	0	0	0.5	11	0
145	0.47	0.0085	0.47	1.6e-06	0.018	0	0.014	1e-05	0.0087	2.4e-05	0	0	0	2.4e-05	0.0085	0	0	0	0	0.61
146	0.24	0.019	0.24	0	0.26	0	0.2	0.0029	0.019	2.9e-06	0	0	0	2.9e-06	0.019	0	1e-05	0	4	0.47
147	0.0039	0.0039	0.0039	0	0.52	0	0.4	0.059	0.004	0	0	0	0	0	0.0039	0	0.00054	0	4	0.47
148	0.39	0.02	0.39	0	0.089	0	0.069	7.1e-05	0.02	3.4e-06	0	0	0	3.4e-06	0.02	0	0	0	0	0.61
149	0.44	0.012	0.44	1.3e-06	0.048	0	0.038	9.5e-05	0.012	1.8e-05	0	0	0	1.8e-05	0.012	0	0	0	0	0.61
150	0.43	0.00026	0.43	9.8e-06	0.00026	0.073	0.0002	2.7e-06	0.00027	0.0039	0	0	0	0.0039	0.00026	0.063	0	0	0	0.61
151	0.36	0.0064	0.36	3.3e-06	0.12	1.5e-05	0.095	0.043	0.0066	0.00028	0	0	0	0.00028	0.0064	0.00024	0.0047	0	0	0.61
152	0.19	0.0079	0.19	0	0.27	0	0.21	0.12	0.0081	3.2e-05	0	0	0	3.2e-05	0.0079	4.1e-06	0.012	0	4	0.47
153	0.29	0.0069	0.29	2.2e-06	0.17	3.6e-06	0.13	0.084	0.0071	0.00015	0	0	0	0.00015	0.0069	8.6e-05	0.011	0	0	0.61
154	0	0	0	0	0	0	0	0	0	0	0.0084	0.42	0.15	0	0	0	0	0.42	11	0
155	0.017	2.7e-06	0.017	2.5e-06	0	0.75	0	0	2.8e-06	0.0026	0	0	0	0.0026	2.7e-06	0.21	0	0	5	0.87
156	0	0	0	0	0	0	0	4.2e-05	0	0	0.99	0	0.01	0	0	0	0.00015	0	10	0.13
157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
158	0	0	0	0	0	0	0	0	0	0	0.99	0	0.0059	0	0	0	1.6e-06	0	10	0.13
159	0.43	0.0058	0.43	4.2e-06	0.066	9.1e-06	0.052	0.0081	0.006	0.00035	0	0	0	0.00035	0.0058	0.00023	0.00041	0	0	0.61
160	0.24	0.023	0.24	0	0.25	0	0.2	0.00089	0.024	1.2e-06	0	0	0	1.2e-06	0.023	0	1.1e-06	0	4	0.47
161	0.49	0.0031	0.49	5.9e-06	0.0094	2.8e-06	0.0074	8e-05	0.0032	0.00051	0	0	0	0.00051	0.0031	0.00021	0	0	0	0.61
162	0	0	0	0	0	0	0	2.7e-05	0	0	1	0	0.0012	0	0	0	0.00013	0	10	0.13
163	0.058	0.013	0.058	0	0.47	0	0.36	0.015	0.013	0	0	0	0	0	0.013	0	8.6e-05	0	4	0.47
164	0.49	0.0034	0.49	4.1e-06	0.0052	0	0.004	5.3e-06	0.0035	0.00018	0	0	0	0.00018	0.0034	1.1e-05	0	0	0	0.61
165	0.14	0.0058	0.14	0	0.25	0	0.2	0.23	0.006	3.1e-05	0	0	0	3.1e-05	0.0058	7e-06	0.039	0	4	0.47
166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
167	0.49	0.0013	0.49	1.1e-05	0.0016	0.00011	0.0012	4.3e-06	0.0013	0.0017	0	0	0	0.0017	0.0013	0.0023	0	0	0	0.61
168	0	0	0	0	1.3e-05	0	1e-05	0.0017	0	0	0.99	0	7.1e-05	0	0	0	0.0047	0	10	0.13
169	0	0	0	0	0	0	0	0	0	0	0.89	0	0.11	0	0	0	0	0	10	0.13
170	0	0	0	0	0	0	0	0	0	0	0.98	0	0.02	0	0	0	0	0	10	0.13
171	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
172	0.46	0.014	0.46	0	0.023	0	0.018	2.4e-06	0.014	4.4e-06	0	0	0	4.4e-06	0.014	0	0	0	0	0.61
173	0.47	0.0023	0.47	1.1e-05	0.013	0.0071	0.0098	0.0011	0.0023	0.0022	0	0	0	0.0022	0.0023	0.013	6.1e-05	0	0	0.61
174	0.0056	0.0026	0.0056	0	0.39	0	0.31	0.27	0.0026	0	0	0	0	0	0.0026	0	0.015	0	4	0.47
175	0.046	0.011	0.046	0	0.48	0	0.37	0.026	0.011	0	0	0	0	0	0.011	0	0.00023	0	4	0.47
176	0.47	0.0042	0.47	5.2e-06	0.021	3.3e-06	0.017	0.00049	0.0043	0.00042	0	0	0	0.00042	0.0042	0.00019	7.3e-06	0	0	0.61
177	0.0078	0.0018	0.0078	0	0.25	0	0.2	0.46	0.0018	0	0	0	0	0	0.0018	0	0.074	0	7	0.39
178	0.08	0.015	0.08	0	0.44	0	0.34	0.0097	0.016	0	0	0	0	0	0.015	0	4.4e-05	0	4	0.47
179	0.17	0.0089	0.17	0	0.3	0	0.23	0.092	0.0092	1.9e-05	0	0	0	1.9e-05	0.0089	1.2e-06	0.0061	0	4	0.47
180	0.22	0.0088	0.22	1e-06	0.25	0	0.2	0.077	0.0091	3.7e-05	0	0	0	3.7e-05	0.0088	3.9e-06	0.0055	0	4	0.47
181	0.32	0.023	0.32	0	0.16	0	0.12	0.00027	0.024	2.1e-06	0	0	0	2.1e-06	0.023	0	0	0	0	0.61
182	0	0	0	0	0.00037	0	0.00029	0.054	0	0	0.81	0	0	0	0	0	0.13	0	10	0.13
183	0.47	0.01	0.47	1.3e-06	0.022	0	0.017	9.7e-06	0.01	1.5e-05	0	0	0	1.5e-05	0.01	0	0	0	0	0.61
184	0	0	0	0	0	0	0	0	0	0	1	0	0.0033	0	0	0	0	0	10	0.13
185	0.22	0.016	0.22	0	0.29	0	0.22	0.008	0.016	4.3e-06	0	0	0	4.3e-06	0.016	0	6.3e-05	0	4	0.47
186	0.5	0.00021	0.5	1.8e-05	9e-06	2.3e-06	7e-06	0	0.00021	0.0027	0	0	0	0.0027	0.00021	0.001	0	0	0	0.61
187	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.13
188	0.33	0.016	0.33	0	0.16	0	0.13	0.0015	0.017	8.4e-06	0	0	0	8.4e-06	0.016	0	5.2e-06	0	0	0.61
189	0	0	0	0	0	0	0	0	0	0	1	0	0.00062	0	0	0	1.8e-06	0	10	0.13
190	0	0	0	0	1.7e-06	0	1.3e-06	0.00072	0	0	1	0	2.4e-05	0	0	0	0.0025	0	10	0.13
191	0.49	0.00074	0.49	6.6e-06	0.0021	0.0056	0.0016	0.0001	0.00077	0.0016	0	0	0	0.0016	0.00074	0.011	2.3e-06	0	0	0.61
192	0.43	0.00044	0.43	8.1e-06	0.001	0.075	0.00078	4.9e-05	0.00046	0.0028	0	0	0	0.0028	0.00044	0.048	0	0	0	0.61
193	0.41	0.0029	0.41	2.5e-06	0.055	0.00017	0.043	0.057	0.003	0.0003	0	0	0	0.0003	0.0029	0.00067	0.0093	0	0	0.61
194	0.46	0.0023	0.46	3.3e-06	0.028	0.00028	0.022	0.013	0.0024	0.00044	0	0	0	0.00044	0.0023	0.0011	0.0013	0	0	0.61
195	0.18	0	0.18	1.1e-05	0	0.43	0	0	0	0.0057	0	0	0	0.0057	0	0.19	0	0	5	0.87
