SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
21	0.035	0.0016	0	0	0	0.18	0.14	0.0028	0	0	0.0016	0.0017	0	0	0	0.0016	0.035	0.092	0.51	18	0.39
22	0	0	0	0.015	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.043
23	0.48	0.0019	3.9e-05	0	0	0.014	0.012	0	2.4e-06	0.00016	0.0019	0.002	0	0	0.00016	0.0019	0.48	2e-05	0.00096	0	0.61
24	0	0	0	0.00015	0.045	0	0	0	0	0	0	0	0.48	0.48	0	0	0	0	0	12	0
25	0.4	0.006	0	0	0	0.091	0.073	0	0	1.4e-05	0.006	0.0062	0	0	1.4e-05	0.006	0.4	3.3e-05	0.0041	0	0.61
26	0.49	0	0.0055	0	0	0	0	0.0013	9.7e-06	0.0016	0	0	0	0	0.0016	0	0.49	0	0	0	0.61
27	0.5	0.00049	0.0014	0	0	0.0007	0.00056	7.9e-05	5.7e-06	0.00087	0.00049	0.00051	0	0	0.00087	0.00049	0.5	0	3.1e-06	0	0.61
28	0.27	0.0026	9.3e-05	1.3e-05	0	0.11	0.085	1e-05	1.1e-06	9.1e-05	0.0026	0.0027	0	0	9.1e-05	0.0026	0.27	0.049	0.22	0	0.61
29	0.21	0.0025	4.2e-05	1.6e-05	0	0.12	0.096	3.3e-06	0	5.6e-05	0.0025	0.0026	0	0	5.6e-05	0.0025	0.21	0.068	0.28	18	0.39
30	0.5	0.00086	0.00019	0	0	0.0019	0.0015	3.4e-06	3.7e-06	0.00036	0.00086	0.00088	0	0	0.00036	0.00086	0.5	0	1.1e-05	0	0.61
31	0.47	3.1e-05	0.043	0	0	1.1e-06	0	0.0033	2e-05	0.0082	3.1e-05	3.2e-05	0	0	0.0082	3.1e-05	0.47	0	0	0	0.61
32	0.28	0.0057	5.3e-05	0	0	0.18	0.14	1.6e-06	2.1e-06	0.00012	0.0057	0.0058	0	0	0.00012	0.0057	0.28	0.0093	0.08	0	0.61
33	0.48	0.0016	0.012	0	0	0.009	0.0073	0.0054	1.1e-05	0.0023	0.0016	0.0017	0	0	0.0023	0.0016	0.48	2.1e-05	0.00051	0	0.61
34	0.5	0.0013	6e-05	0	0	0.0012	0.00095	0	6.6e-06	0.00044	0.0013	0.0014	0	0	0.00044	0.0013	0.5	0	0	0	0.61
35	0.15	0.01	0	0	0	0.35	0.28	0	0	3.5e-06	0.01	0.01	0	0	3.5e-06	0.01	0.15	0.00045	0.027	5	0.47
36	0.033	0.0019	0	2.5e-05	0	0.19	0.15	0	0	4.4e-06	0.0019	0.0019	0	0	4.4e-06	0.0019	0.033	0.14	0.45	18	0.39
37	1.2e-06	2.5e-06	0	0.00035	0	0.0063	0.0051	0	0	0	2.5e-06	2.6e-06	0	0	0	2.5e-06	1.2e-06	0.55	0.44	17	0.35
38	0.49	0.00056	0.0042	0	0	0.00038	0.00031	0.00017	1.4e-05	0.0026	0.00056	0.00058	0	0	0.0026	0.00056	0.49	0	0	0	0.61
39	0	0	0	0.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	1.7e-06	0	3	0.13
40	8.5e-06	1.4e-05	0	0	0	0.022	0.017	0	0	0	1.4e-05	1.4e-05	0	0	0	1.4e-05	8.5e-06	0.38	0.58	18	0.39
41	0.48	0.002	0.0032	0	0	0.012	0.0094	0.00049	9e-06	0.0013	0.002	0.0021	0	0	0.0013	0.002	0.48	1.4e-05	0.00048	0	0.61
42	0	0	0	1	4.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.9e-05	5e-06	3	0.13
43	0.29	0.0054	8.6e-05	0	0	0.17	0.14	3.6e-06	2.3e-06	0.00015	0.0054	0.0056	0	0	0.00015	0.0054	0.29	0.011	0.084	0	0.61
44	4.2e-06	0	0	0.089	0.27	2.4e-05	1.9e-05	0	0	0	0	0	0.32	0.32	0	0	4.2e-06	0.00017	0.00018	12	0
45	0.45	0.0019	0.022	0	0	0.018	0.015	0.024	1.1e-05	0.0025	0.0019	0.002	0	0	0.0025	0.0019	0.45	0.00038	0.0036	0	0.61
46	0.33	0.011	0	0	0	0.16	0.13	0	1e-06	1.7e-05	0.011	0.011	0	0	1.7e-05	0.011	0.33	2.7e-05	0.0034	0	0.61
47	0.37	0.012	0	0	0	0.11	0.091	0	0	1.2e-05	0.012	0.012	0	0	1.2e-05	0.012	0.37	1.8e-06	0.00068	0	0.61
48	0.46	0.0021	0.015	0	0	0.02	0.016	0.011	1e-05	0.0021	0.0021	0.0021	0	0	0.0021	0.0021	0.46	0.00034	0.0036	0	0.61
49	0.0073	0.0016	0	0	0	0.29	0.23	0	0	0	0.0016	0.0017	0	0	0	0.0016	0.0073	0.048	0.41	18	0.39
50	0	0	0	1	4.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
51	0.43	0.00088	0.058	0	0	0.0034	0.0028	0.073	1.4e-05	0.0044	0.00088	0.00091	0	0	0.0044	0.00088	0.43	5.5e-06	0.00014	0	0.61
52	0.019	0.008	0	0	0	0.51	0.41	0	0	0	0.008	0.0082	0	0	0	0.008	0.019	3e-06	0.0052	5	0.47
53	0.46	0.0071	0	0	0	0.032	0.025	0	1.8e-06	3.4e-05	0.0071	0.0073	0	0	3.4e-05	0.0071	0.46	0	6.6e-05	0	0.61
54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e-06	0	3	0.13
55	0.093	0.0074	0	0	0	0.39	0.31	0	0	2.3e-06	0.0074	0.0076	0	0	2.3e-06	0.0074	0.093	0.0027	0.077	5	0.47
56	0.49	0.0036	0	0	0	0.0033	0.0026	0	2.1e-06	3.1e-05	0.0036	0.0038	0	0	3.1e-05	0.0036	0.49	0	0	0	0.61
57	0.19	0.0077	0	0	0	0.29	0.23	0	0	1.8e-05	0.0077	0.008	0	0	1.8e-05	0.0077	0.19	0.0031	0.063	5	0.47
58	0	0	0	0	1.9e-05	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
59	0.42	0.0047	0.00017	0	0	0.068	0.055	5.3e-06	4.1e-06	0.00031	0.0047	0.0049	0	0	0.00031	0.0047	0.42	0.00038	0.008	0	0.61
60	0.44	0.0042	0.00031	0	0	0.052	0.042	1.3e-05	4.8e-06	0.00041	0.0042	0.0043	0	0	0.00041	0.0042	0.44	0.00024	0.0054	0	0.61
61	0.37	0.0032	6.6e-05	0	0	0.09	0.072	3.3e-06	1.5e-06	0.00011	0.0032	0.0033	0	0	0.00011	0.0032	0.37	0.0075	0.07	0	0.61
62	0.45	0.0014	0.031	0	0	0.0094	0.0076	0.032	1.2e-05	0.0031	0.0014	0.0015	0	0	0.0031	0.0014	0.45	6.1e-05	0.00092	0	0.61
63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.043
64	0	0	0	1	0.00059	1.4e-06	1.2e-06	0	0	0	0	0	0	0	0	0	0	0.00085	0.00026	3	0.13
65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
66	0.37	0.0034	4.8e-05	0	0	0.097	0.077	1.9e-06	1.4e-06	9.2e-05	0.0034	0.0035	0	0	9.2e-05	0.0034	0.37	0.0072	0.072	0	0.61
67	0	0	0	0.0066	0.14	0	0	0	0	0	0	0	0.43	0.43	0	0	0	0	0	12	0
68	0	0	0	0.0013	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.043
69	0.04	0.0053	0	0	0	0.43	0.34	0	0	0	0.0053	0.0055	0	0	0	0.0053	0.04	0.0048	0.12	5	0.47
70	0.5	0.00063	0.0014	0	0	0.00038	0.00031	2.2e-05	1.2e-05	0.0017	0.00063	0.00065	0	0	0.0017	0.00063	0.5	0	0	0	0.61
71	0.23	0.012	0	0	0	0.27	0.22	0	0	5.4e-06	0.012	0.012	0	0	5.4e-06	0.012	0.23	7.5e-05	0.0086	5	0.47
72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
73	0.24	0.0095	0	0	0	0.26	0.21	0	0	1.5e-05	0.0095	0.0099	0	0	1.5e-05	0.0095	0.24	0.00049	0.022	5	0.47
74	0.49	0.00027	0.0069	0	0	0.00021	0.00017	0.00097	8.4e-06	0.0019	0.00027	0.00028	0	0	0.0019	0.00027	0.49	0	0	0	0.61
75	0.44	0.0041	4.1e-06	0	0	0.057	0.046	0	1.2e-06	4.5e-05	0.0041	0.0042	0	0	4.5e-05	0.0041	0.44	7.8e-05	0.0048	0	0.61
76	0	0	0	0.97	0.00018	0.00028	0.00022	0	0	0	0	0	0	0	0	0	0	0.02	0.012	3	0.13
77	0	0	0	1	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	3.5e-05	5.3e-06	3	0.13
78	0	0	0	0.97	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
79	0.12	0.0091	0	0	0	0.38	0.3	0	0	2.6e-06	0.0091	0.0094	0	0	2.6e-06	0.0091	0.12	0.00082	0.039	5	0.47
80	0	0	0	0.99	0.009	0	0	0	0	0	0	0	0	0	0	0	0	3.8e-06	0	3	0.13
81	0.49	0.00057	0.0096	0	0	0.00048	0.00039	0.00091	1.6e-05	0.0034	0.00057	0.00058	0	0	0.0034	0.00057	0.49	0	0	0	0.61
82	0.41	0.012	0	0	0	0.077	0.061	0	0	1e-05	0.012	0.012	0	0	1e-05	0.012	0.41	0	0.00018	0	0.61
83	0	0	0	0.99	0.007	1.2e-06	0	0	0	0	0	0	0	0	0	0	0	0.00041	0.00014	3	0.13
84	0.48	0.0045	3.6e-06	0	0	0.017	0.014	0	3e-06	9.9e-05	0.0045	0.0046	0	0	9.9e-05	0.0045	0.48	0	4.9e-05	0	0.61
85	0.44	0.00056	0.059	0	0	0.00092	0.00074	0.04	1.8e-05	0.0056	0.00056	0.00058	0	0	0.0056	0.00056	0.44	0	7e-06	0	0.61
86	0.49	0.0003	0.01	0	0	9.3e-05	7.5e-05	0.00049	1.9e-05	0.0045	0.0003	0.00032	0	0	0.0045	0.0003	0.49	0	0	0	0.61
87	0.45	0.0046	4.5e-05	0	0	0.039	0.031	0	3.8e-06	0.00021	0.0046	0.0048	0	0	0.00021	0.0046	0.45	1.7e-05	0.0011	0	0.61
88	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
89	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
90	0.0098	0	0.88	0	0	0	0	0.05	9.5e-06	0.025	0	0	0	0	0.025	0	0.0098	0	0	2	0.78
91	0.49	0.00068	0.0067	0	0	0.00073	0.00059	0.00055	1.4e-05	0.0028	0.00068	0.00071	0	0	0.0028	0.00068	0.49	0	1.3e-06	0	0.61
92	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
93	0.48	0.0016	0.0086	0	0	0.0074	0.006	0.0025	1.1e-05	0.0021	0.0016	0.0016	0	0	0.0021	0.0016	0.48	7.9e-06	0.00027	0	0.61
94	0.45	0.0061	4.4e-06	0	0	0.045	0.036	0	2.6e-06	8.7e-05	0.0061	0.0063	0	0	8.7e-05	0.0061	0.45	3.5e-06	0.00053	0	0.61
95	0	0	0	0.85	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
96	0.47	0.0047	1.2e-05	0	0	0.028	0.022	0	3.3e-06	0.00014	0.0047	0.0049	0	0	0.00014	0.0047	0.47	1.7e-06	0.00027	0	0.61
97	0.5	0.001	3e-05	0	0	0.00052	0.00042	0	6.5e-06	0.00039	0.001	0.0011	0	0	0.00039	0.001	0.5	0	0	0	0.61
98	0	0	0	1	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
99	0.085	0.0038	1.7e-06	0	0	0.26	0.21	0	0	1.3e-05	0.0038	0.0039	0	0	1.3e-05	0.0038	0.085	0.053	0.29	18	0.39
100	0.21	0.0089	0	0	0	0.28	0.23	0	0	1.4e-05	0.0089	0.0092	0	0	1.4e-05	0.0089	0.21	0.0011	0.035	5	0.47
101	0.5	0	0.0016	0	0	0	0	0.00012	8.3e-06	0.0011	0	0	0	0	0.0011	0	0.5	0	0	0	0.61
102	0.48	2.2e-05	0.013	0	0	0	0	3.6e-05	4.6e-05	0.014	2.2e-05	2.2e-05	0	0	0.014	2.2e-05	0.48	0	0	0	0.61
103	0	0	0	1	1.7e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
104	0	0	0	0.82	0.18	1.4e-05	1.1e-05	0	0	0	0	0	0	0	0	0	0	0.00064	0.0004	3	0.13
105	0.45	0.0049	3.9e-05	0	0	0.045	0.036	0	3.6e-06	0.0002	0.0049	0.0051	0	0	0.0002	0.0049	0.45	2.4e-05	0.0015	0	0.61
106	0.47	0.0026	0.0045	0	0	0.026	0.021	0.0013	8.3e-06	0.0013	0.0026	0.0026	0	0	0.0013	0.0026	0.47	0.00024	0.0034	0	0.61
107	0.42	0.01	0	0	0	0.069	0.055	0	0	1.5e-06	0.01	0.011	0	0	1.5e-06	0.01	0.42	0	0.00011	0	0.61
108	0.0037	0.00066	0	0	0	0.15	0.12	0	0	0	0.00066	0.00069	0	0	0	0.00066	0.0037	0.16	0.56	18	0.39
109	0	0	0	1	1.2e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
110	0	0	0	0	0	2.9e-05	2.3e-05	0	0	0	0	0	0	0	0	0	0	0.81	0.19	17	0.35
111	0.46	0.0054	2.9e-06	0	0	0.028	0.022	0	2.7e-06	8.3e-05	0.0054	0.0056	0	0	8.3e-05	0.0054	0.46	0	0.00014	0	0.61
112	0.44	0.0036	0.0012	0	0	0.05	0.04	0.00018	6e-06	0.0007	0.0036	0.0037	0	0	0.0007	0.0036	0.44	0.0007	0.009	0	0.61
113	0.47	0.0019	0.00045	0	0	0.022	0.018	4.7e-05	3.1e-06	0.00033	0.0019	0.0019	0	0	0.00033	0.0019	0.47	0.00025	0.0049	0	0.61
114	0.47	0.00019	0.038	0	0	3.8e-05	3e-05	0.0039	2.5e-05	0.0081	0.00019	0.00019	0	0	0.0081	0.00019	0.47	0	0	0	0.61
115	0.36	1.4e-05	0.21	0	0	0	0	0.01	5.2e-05	0.032	1.4e-05	1.4e-05	0	0	0.032	1.4e-05	0.36	0	0	0	0.61
116	0.025	1.1e-06	0.4	0	0	0	0	0.54	5.3e-06	0.0064	1.1e-06	1.1e-06	0	0	0.0064	1.1e-06	0.025	0	0	7	0.87
117	0.4	0.0075	3.5e-06	0	0	0.093	0.075	0	2e-06	6.5e-05	0.0075	0.0077	0	0	6.5e-05	0.0075	0.4	3.9e-05	0.003	0	0.61
118	0.081	0.0061	0	0	0	0.38	0.3	0	0	2.9e-06	0.0061	0.0063	0	0	2.9e-06	0.0061	0.081	0.0073	0.13	5	0.47
119	0.5	0.0014	7e-06	0	0	0.00078	0.00063	0	5e-06	0.00021	0.0014	0.0014	0	0	0.00021	0.0014	0.5	0	0	0	0.61
120	0.06	5e-06	0.39	0	0	0	0	0.47	9.3e-06	0.0087	5e-06	5.1e-06	0	0	0.0087	5e-06	0.06	0	0	7	0.87
121	0.062	0.022	0	0	0	0.44	0.35	0	0	0	0.022	0.022	0	0	0	0.022	0.062	0	0.00041	5	0.47
122	0.33	0.0096	0	0	0	0.16	0.13	0	1.2e-06	2.6e-05	0.0096	0.0099	0	0	2.6e-05	0.0096	0.33	7e-05	0.0057	0	0.61
123	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
124	0.39	0.0051	1.5e-06	0	0	0.1	0.083	0	0	2.6e-05	0.0051	0.0053	0	0	2.6e-05	0.0051	0.39	0.00029	0.014	0	0.61
125	0	0	0	0.84	0.16	2.6e-05	2.1e-05	0	0	0	0	0	0	0	0	0	0	0.00094	0.00064	3	0.13
126	0.46	0.00032	0.056	0	0	0.0002	0.00016	0.018	2.1e-05	0.0071	0.00032	0.00034	0	0	0.0071	0.00032	0.46	0	0	0	0.61
127	0	0	0.13	5.6e-05	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	0	7	0.87
128	0	0	0.71	0.00076	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	2	0.78
129	0	0	0	0	0.00024	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
130	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	1.4e-05	3	0.13
131	0.48	0.0019	0.0031	0	0	0.0097	0.0078	0.00042	9.2e-06	0.0014	0.0019	0.002	0	0	0.0014	0.0019	0.48	7.2e-06	0.00031	0	0.61
132	0.49	0.0031	0	0	0	0.0023	0.0019	0	2.3e-06	3.8e-05	0.0031	0.0032	0	0	3.8e-05	0.0031	0.49	0	0	0	0.61
133	3.8e-06	0	0	0.57	0.42	6.5e-05	5.2e-05	0	0	0	0	0	0	0	0	0	3.8e-06	0.00094	0.00084	3	0.13
134	0.5	0.0017	4.9e-06	0	0	0.0012	0.001	0	4.4e-06	0.00017	0.0017	0.0018	0	0	0.00017	0.0017	0.5	0	0	0	0.61
135	0	0	0	1	1.6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0.00014	3	0.13
136	0.47	0.0026	0.0027	0	0	0.022	0.018	0.00048	7.9e-06	0.0011	0.0026	0.0026	0	0	0.0011	0.0026	0.47	8.8e-05	0.0019	0	0.61
137	0.48	0.0015	0.0085	0	0	0.007	0.0056	0.0024	1.1e-05	0.0021	0.0015	0.0016	0	0	0.0021	0.0015	0.48	6.4e-06	0.00023	0	0.61
138	0.0007	0	0.19	0	0	0	0	0.81	0	0.00082	0	0	0	0	0.00082	0	0.0007	0	0	7	0.87
139	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
140	8.1e-06	2e-06	0	0.93	0.00028	0.001	0.00083	0	0	0	2e-06	2e-06	0	0	0	2e-06	8.1e-06	0.036	0.028	3	0.13
141	0	0	0	0.97	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
142	0	0	0	3.7e-05	0.028	0	0	0	0	0	0	0	0.49	0.49	0	0	0	0	0	12	0
143	0.48	0.0038	1.2e-05	0	0	0.015	0.012	0	3.7e-06	0.00016	0.0038	0.0039	0	0	0.00016	0.0038	0.48	0	6e-05	0	0.61
144	0	0	0	0	0.0036	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
145	0.47	0.0066	0	0	0	0.018	0.015	0	1.6e-06	2.4e-05	0.0066	0.0068	0	0	2.4e-05	0.0066	0.47	0	1e-05	0	0.61
146	0.24	0.015	0	0	0	0.26	0.21	0	0	2.9e-06	0.015	0.015	0	0	2.9e-06	0.015	0.24	1e-05	0.0029	5	0.47
147	0.0039	0.0031	0	0	0	0.51	0.41	0	0	0	0.0031	0.0032	0	0	0	0.0031	0.0039	0.00054	0.059	5	0.47
148	0.39	0.016	0	0	0	0.087	0.07	0	0	3.4e-06	0.016	0.016	0	0	3.4e-06	0.016	0.39	0	7.1e-05	0	0.61
149	0.44	0.0091	0	0	0	0.048	0.038	0	1.3e-06	1.9e-05	0.0091	0.0094	0	0	1.9e-05	0.0091	0.44	0	9.5e-05	0	0.61
150	0.43	0.00021	0.063	0	0	0.00026	0.00021	0.073	1e-05	0.0039	0.00021	0.00021	0	0	0.0039	0.00021	0.43	0	2.7e-06	0	0.61
151	0.36	0.005	0.00024	0	0	0.12	0.096	1.5e-05	3.4e-06	0.00028	0.005	0.0052	0	0	0.00028	0.005	0.36	0.0047	0.043	0	0.61
152	0.18	0.0062	4.1e-06	0	0	0.26	0.21	0	0	3.2e-05	0.0062	0.0064	0	0	3.2e-05	0.0062	0.18	0.011	0.12	5	0.47
153	0.29	0.0054	8.6e-05	0	0	0.17	0.14	3.6e-06	2.3e-06	0.00015	0.0054	0.0056	0	0	0.00015	0.0054	0.29	0.011	0.084	0	0.61
154	0	0	0	0.0084	0.15	0	0	0	0	0	0	0	0.42	0.42	0	0	0	0	0	12	0
155	0.017	2.1e-06	0.21	0	0	0	0	0.75	2.5e-06	0.0026	2.1e-06	2.2e-06	0	0	0.0026	2.1e-06	0.017	0	0	7	0.87
156	0	0	0	0.99	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	4.2e-05	3	0.13
157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
158	0	0	0	0.99	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-06	0	3	0.13
159	0.43	0.0045	0.00023	0	0	0.065	0.052	9.1e-06	4.3e-06	0.00035	0.0045	0.0047	0	0	0.00035	0.0045	0.43	0.00041	0.0081	0	0.61
160	0.24	0.018	0	0	0	0.25	0.2	0	0	1.2e-06	0.018	0.019	0	0	1.2e-06	0.018	0.24	1.1e-06	0.00089	5	0.47
161	0.49	0.0024	0.00021	0	0	0.0093	0.0075	2.8e-06	6.1e-06	0.00051	0.0024	0.0025	0	0	0.00051	0.0024	0.49	0	8e-05	0	0.61
162	0	0	0	1	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	2.7e-05	3	0.13
163	0.058	0.01	0	0	0	0.46	0.37	0	0	0	0.01	0.01	0	0	0	0.01	0.058	8.6e-05	0.015	5	0.47
164	0.49	0.0026	1.1e-05	0	0	0.0051	0.0041	0	4.2e-06	0.00019	0.0026	0.0027	0	0	0.00019	0.0026	0.49	0	5.3e-06	0	0.61
165	0.14	0.0046	7e-06	0	0	0.25	0.2	0	0	3.1e-05	0.0046	0.0047	0	0	3.1e-05	0.0046	0.14	0.039	0.23	5	0.47
166	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
167	0.49	0.001	0.0023	0	0	0.0015	0.0012	0.00011	1.1e-05	0.0017	0.001	0.001	0	0	0.0017	0.001	0.49	0	4.3e-06	0	0.61
168	0	0	0	0.99	7.1e-05	1.3e-05	1e-05	0	0	0	0	0	0	0	0	0	0	0.0047	0.0017	3	0.13
169	0	0	0	0.89	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
170	0	0	0	0.98	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
172	0.46	0.011	0	0	0	0.023	0.018	0	0	4.4e-06	0.011	0.011	0	0	4.4e-06	0.011	0.46	0	2.4e-06	0	0.61
173	0.47	0.0018	0.013	0	0	0.012	0.01	0.0071	1.1e-05	0.0022	0.0018	0.0018	0	0	0.0022	0.0018	0.47	6e-05	0.0011	0	0.61
174	0.0056	0.002	0	0	0	0.39	0.31	0	0	0	0.002	0.0021	0	0	0	0.002	0.0056	0.015	0.27	5	0.47
175	0.046	0.0084	0	0	0	0.47	0.38	0	0	0	0.0084	0.0087	0	0	0	0.0084	0.046	0.00023	0.026	5	0.47
176	0.47	0.0033	0.00019	0	0	0.021	0.017	3.3e-06	5.3e-06	0.00042	0.0033	0.0034	0	0	0.00042	0.0033	0.47	7.3e-06	0.00049	0	0.61
177	0.0078	0.0014	0	0	0	0.25	0.2	0	0	0	0.0014	0.0014	0	0	0	0.0014	0.0078	0.074	0.46	18	0.39
178	0.08	0.012	0	0	0	0.43	0.35	0	0	0	0.012	0.012	0	0	0	0.012	0.08	4.3e-05	0.0097	5	0.47
179	0.17	0.007	1.2e-06	0	0	0.29	0.23	0	0	1.9e-05	0.007	0.0072	0	0	1.9e-05	0.007	0.17	0.0061	0.092	5	0.47
180	0.22	0.0069	3.9e-06	0	0	0.25	0.2	0	1e-06	3.7e-05	0.0069	0.0071	0	0	3.7e-05	0.0069	0.22	0.0055	0.077	5	0.47
181	0.32	0.018	0	0	0	0.16	0.12	0	0	2.1e-06	0.018	0.018	0	0	2.1e-06	0.018	0.32	0	0.00027	0	0.61
182	0	0	0	0.81	0	0.00037	0.0003	0	0	0	0	0	0	0	0	0	0	0.13	0.054	3	0.13
183	0.46	0.0078	0	0	0	0.022	0.017	0	1.3e-06	1.5e-05	0.0078	0.0081	0	0	1.5e-05	0.0078	0.46	0	9.7e-06	0	0.61
184	0	0	0	1	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
185	0.22	0.012	0	0	0	0.28	0.23	0	0	4.3e-06	0.012	0.013	0	0	4.3e-06	0.012	0.22	6.3e-05	0.0081	5	0.47
