SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.032	13	0.13
79	0.24	0.012	5.1e-06	0.012	0	0.29	0.00082	0	0	0.013	0	0.039	0.39	0	0	12	0.47
80	0	0	0	0	0	0	3.8e-06	0	0	0	0	0	0	0.99	0.009	13	0.13
81	0.98	0.00075	0.0067	0.00075	0	0.00038	0	2.2e-05	0.0096	0.00079	0.00091	0	0.0005	0	0	0	0.61
82	0.81	0.015	2.1e-05	0.015	0	0.06	0	1.3e-06	0	0.016	0	0.00018	0.078	0	0	0	0.61
83	0	0	0	0	0	0	0.00041	0	0	0	0	0.00014	1.2e-06	0.99	0.007	13	0.13
84	0.95	0.006	0.00019	0.006	0	0.013	0	4.1e-06	3.6e-06	0.0063	0	4.9e-05	0.017	0	0	0	0.61
85	0.89	0.00074	0.011	0.00074	0	0.00071	0	2.4e-05	0.059	0.00078	0.04	7e-06	0.00094	0	0	0	0.61
86	0.98	0.00041	0.0088	0.00041	0	7.3e-05	0	2.6e-05	0.01	0.00043	0.00049	0	9.5e-05	0	0	0	0.61
87	0.91	0.0062	0.00042	0.0062	0	0.031	1.6e-05	5.2e-06	4.5e-05	0.0065	0	0.0011	0.04	0	0	0	0.61
88	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
89	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
90	0.02	0	0.049	0	0	0	0	1.3e-05	0.88	0	0.05	0	0	0	0	8	0.78
91	0.98	0.00091	0.0055	0.00091	0	0.00057	0	1.9e-05	0.0067	0.00096	0.00055	1.3e-06	0.00075	0	0	0	0.61
92	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
93	0.96	0.0021	0.0041	0.0021	0	0.0058	7.9e-06	1.5e-05	0.0086	0.0022	0.0025	0.00027	0.0076	0	0	0	0.61
94	0.89	0.0081	0.00017	0.0081	0	0.035	3.5e-06	3.5e-06	4.4e-06	0.0085	0	0.00053	0.046	0	0	0	0.61
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0.15	13	0.13
96	0.93	0.0063	0.00028	0.0063	0	0.022	1.7e-06	4.5e-06	1.2e-05	0.0066	0	0.00027	0.028	0	0	0	0.61
97	0.99	0.0014	0.00077	0.0014	0	0.0004	0	8.9e-06	3e-05	0.0015	0	0	0.00053	0	0	0	0.61
98	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00024	13	0.13
99	0.17	0.0051	2.5e-05	0.0051	0	0.2	0.053	0	1.7e-06	0.0053	0	0.29	0.27	0	0	11	0.39
100	0.42	0.012	2.7e-05	0.012	0	0.22	0.0011	0	0	0.012	0	0.035	0.29	0	0	0	0.61
101	1	0	0.0021	0	0	0	0	1.1e-05	0.0016	0	0.00012	0	0	0	0	0	0.61
102	0.96	2.9e-05	0.029	2.9e-05	0	0	0	6.3e-05	0.013	3e-05	3.6e-05	0	0	0	0	0	0.61
103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.7e-06	13	0.13
104	0	0	0	0	0	1.1e-05	0.00064	0	0	0	0	0.0004	1.4e-05	0.82	0.18	13	0.13
105	0.9	0.0065	0.00039	0.0065	0	0.035	2.4e-05	4.9e-06	3.9e-05	0.0069	0	0.0015	0.046	0	0	0	0.61
106	0.93	0.0034	0.0026	0.0034	0	0.02	0.00024	1.1e-05	0.0045	0.0036	0.0013	0.0034	0.026	0	0	0	0.61
107	0.83	0.014	2.9e-06	0.014	0	0.053	0	0	0	0.015	0	0.00011	0.07	0	0	0	0.61
108	0.0074	0.00088	0	0.00088	0	0.12	0.16	0	0	0.00093	0	0.56	0.15	0	0	11	0.39
109	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2e-06	13	0.13
110	0	0	0	0	0	2.2e-05	0.81	0	0	0	0	0.19	2.9e-05	0	0	6	0.35
111	0.93	0.0072	0.00016	0.0072	0	0.021	0	3.6e-06	2.9e-06	0.0076	0	0.00014	0.028	0	0	0	0.61
112	0.88	0.0047	0.0014	0.0047	0	0.039	0.0007	8.2e-06	0.0012	0.005	0.00018	0.009	0.051	0	0	0	0.61
113	0.95	0.0025	0.00065	0.0025	0	0.017	0.00025	4.2e-06	0.00045	0.0026	4.7e-05	0.0049	0.023	0	0	0	0.61
114	0.94	0.00025	0.016	0.00025	0	2.9e-05	0	3.5e-05	0.038	0.00026	0.0039	0	3.9e-05	0	0	0	0.61
115	0.71	1.9e-05	0.063	1.9e-05	0	0	0	7.1e-05	0.22	2e-05	0.01	0	0	0	0	0	0.61
116	0.051	1.5e-06	0.013	1.5e-06	0	0	0	7.2e-06	0.4	1.6e-06	0.54	0	0	0	0	10	0.87
117	0.8	0.0099	0.00013	0.0099	0	0.073	3.9e-05	2.8e-06	3.5e-06	0.01	0	0.003	0.095	0	0	0	0.61
118	0.16	0.0081	5.7e-06	0.0081	0	0.29	0.0073	0	0	0.0085	0	0.13	0.38	0	0	12	0.47
119	0.99	0.0018	0.00042	0.0018	0	0.00061	0	6.8e-06	7e-06	0.0019	0	0	0.0008	0	0	0	0.61
120	0.12	6.6e-06	0.017	6.6e-06	0	0	0	1.3e-05	0.39	7e-06	0.47	0	0	0	0	10	0.87
121	0.12	0.029	0	0.029	0	0.34	0	0	0	0.03	0	0.00041	0.45	0	0	12	0.47
122	0.67	0.013	5.1e-05	0.013	0	0.13	7e-05	1.6e-06	0	0.014	0	0.0057	0.16	0	0	0	0.61
123	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0
124	0.78	0.0068	5.1e-05	0.0068	0	0.08	0.00029	1.2e-06	1.5e-06	0.0072	0	0.014	0.11	0	0	0	0.61
125	0	0	0	0	0	2e-05	0.00094	0	0	0	0	0.00064	2.7e-05	0.84	0.16	13	0.13
126	0.91	0.00043	0.014	0.00043	0	0.00015	0	2.9e-05	0.056	0.00046	0.018	0	0.0002	0	0	0	0.61
127	0	0	0	0	0	0	0	0	0.13	0	0.87	0	0	5.6e-05	0	10	0.87
128	0	0	0	0	0	0	0	0	0.71	0	0.29	0	0	0.00076	0	8	0.78
129	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.00024	4	0
130	0	0	0	0	0	0	0.00023	0	0	0	0	1.4e-05	0	1	0	13	0.13
131	0.97	0.0025	0.0027	0.0025	0	0.0076	7.2e-06	1.2e-05	0.0031	0.0027	0.00042	0.00031	0.0099	0	0	0	0.61
132	0.98	0.0041	7.5e-05	0.0041	0	0.0018	0	3.1e-06	0	0.0044	0	0	0.0024	0	0	0	0.61
133	7.6e-06	0	0	0	0	5e-05	0.00094	0	0	0	0	0.00084	6.6e-05	0.57	0.42	13	0.13
134	0.99	0.0023	0.00034	0.0023	0	0.00097	0	6e-06	4.9e-06	0.0024	0	0	0.0013	0	0	0	0.61
135	0	0	0	0	0	0	0.00074	0	0	0	0	0.00014	0	1	1.6e-05	13	0.13
136	0.94	0.0034	0.0022	0.0034	0	0.017	8.8e-05	1.1e-05	0.0027	0.0036	0.00048	0.0019	0.022	0	0	0	0.61
137	0.97	0.002	0.0041	0.002	0	0.0054	6.4e-06	1.5e-05	0.0085	0.0021	0.0024	0.00023	0.0071	0	0	0	0.61
138	0.0014	0	0.0016	0	0	0	0	0	0.19	0	0.81	0	0	0	0	10	0.87
139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
140	1.6e-05	2.6e-06	0	2.6e-06	0	0.00081	0.036	0	0	2.8e-06	0	0.028	0.0011	0.93	0.00028	13	0.13
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.028	13	0.13
142	0	0	0	0	0.97	0	0	0	0	0	0	0	0	3.7e-05	0.028	4	0
143	0.96	0.005	0.00032	0.005	0	0.011	0	5e-06	1.2e-05	0.0053	0	6e-05	0.015	0	0	0	0.61
144	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0036	4	0
145	0.94	0.0088	4.7e-05	0.0088	0	0.014	0	2.2e-06	0	0.0093	0	1e-05	0.019	0	0	0	0.61
146	0.48	0.019	5.7e-06	0.019	0	0.2	1e-05	0	0	0.021	0	0.0029	0.26	0	0	0	0.61
147	0.0078	0.0041	0	0.0041	0	0.4	0.00054	0	0	0.0043	0	0.059	0.52	0	0	12	0.47
148	0.78	0.021	6.8e-06	0.021	0	0.068	0	0	0	0.022	0	7.1e-05	0.089	0	0	0	0.61
149	0.88	0.012	3.7e-05	0.012	0	0.037	0	1.8e-06	0	0.013	0	9.5e-05	0.049	0	0	0	0.61
150	0.85	0.00027	0.0076	0.00027	0	0.0002	0	1.4e-05	0.063	0.00029	0.073	2.7e-06	0.00026	0	0	0	0.61
151	0.72	0.0066	0.00055	0.0066	0	0.093	0.0047	4.7e-06	0.00024	0.007	1.5e-05	0.043	0.12	0	0	0	0.61
152	0.37	0.0082	6.4e-05	0.0082	0	0.2	0.011	1.2e-06	4.1e-06	0.0087	0	0.12	0.27	0	0	0	0.61
153	0.58	0.0071	0.0003	0.0071	0	0.13	0.011	3.1e-06	8.6e-05	0.0075	3.6e-06	0.084	0.17	0	0	0	0.61
154	0	0	0	0	0.84	0	0	0	0	0	0	0	0	0.0084	0.15	4	0
155	0.035	2.8e-06	0.0051	2.8e-06	0	0	0	3.4e-06	0.21	3e-06	0.75	0	0	0	0	10	0.87
156	0	0	0	0	0	0	0.00015	0	0	0	0	4.2e-05	0	0.99	0.01	13	0.13
157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
158	0	0	0	0	0	0	1.6e-06	0	0	0	0	0	0	0.99	0.0059	13	0.13
159	0.85	0.006	0.00069	0.006	0	0.051	0.00041	5.9e-06	0.00023	0.0064	9.1e-06	0.0081	0.067	0	0	0	0.61
160	0.48	0.024	2.4e-06	0.024	0	0.19	1.1e-06	0	0	0.026	0	0.00089	0.25	0	0	0	0.61
161	0.97	0.0032	0.001	0.0032	0	0.0072	0	8.4e-06	0.00021	0.0034	2.8e-06	8e-05	0.0095	0	0	0	0.61
162	0	0	0	0	0	0	0.00013	0	0	0	0	2.7e-05	0	1	0.0012	13	0.13
163	0.12	0.013	0	0.013	0	0.36	8.6e-05	0	0	0.014	0	0.015	0.47	0	0	12	0.47
164	0.98	0.0035	0.00037	0.0035	0	0.004	0	5.7e-06	1.1e-05	0.0037	0	5.3e-06	0.0052	0	0	0	0.61
165	0.27	0.0061	6.1e-05	0.0061	0	0.19	0.039	0	7e-06	0.0064	0	0.23	0.25	0	0	0	0.61
166	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
167	0.99	0.0013	0.0033	0.0013	0	0.0012	0	1.5e-05	0.0023	0.0014	0.00011	4.3e-06	0.0016	0	0	0	0.61
168	0	0	0	0	0	9.9e-06	0.0047	0	0	0	0	0.0017	1.3e-05	0.99	7.1e-05	13	0.13
169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0.11	13	0.13
170	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0.02	13	0.13
171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
172	0.91	0.014	8.7e-06	0.014	0	0.018	0	1.1e-06	0	0.015	0	2.4e-06	0.023	0	0	0	0.61
173	0.94	0.0024	0.0044	0.0024	0	0.0097	6e-05	1.5e-05	0.013	0.0025	0.0071	0.0011	0.013	0	0	0	0.61
174	0.011	0.0027	0	0.0027	0	0.3	0.015	0	0	0.0028	0	0.27	0.39	0	0	12	0.47
175	0.092	0.011	0	0.011	0	0.37	0.00023	0	0	0.012	0	0.026	0.48	0	0	12	0.47
176	0.95	0.0044	0.00083	0.0044	0	0.016	7.3e-06	7.2e-06	0.00019	0.0046	3.3e-06	0.00049	0.021	0	0	0	0.61
177	0.016	0.0019	0	0.0019	0	0.19	0.074	0	0	0.002	0	0.46	0.25	0	0	11	0.39
178	0.16	0.016	0	0.016	0	0.34	4.3e-05	0	0	0.017	0	0.0097	0.44	0	0	12	0.47
179	0.35	0.0093	3.7e-05	0.0093	0	0.23	0.0061	0	1.2e-06	0.0098	0	0.092	0.3	0	0	0	0.61
180	0.44	0.0092	7.3e-05	0.0092	0	0.19	0.0055	1.4e-06	4e-06	0.0097	0	0.077	0.25	0	0	0	0.61
181	0.65	0.024	4.2e-06	0.024	0	0.12	0	0	0	0.025	0	0.00027	0.16	0	0	0	0.61
182	0	0	0	0	0	0.00029	0.13	0	0	0	0	0.054	0.00038	0.81	0	13	0.13
183	0.93	0.01	3e-05	0.01	0	0.017	0	1.8e-06	0	0.011	0	9.7e-06	0.022	0	0	0	0.61
184	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0033	13	0.13
185	0.43	0.016	8.5e-06	0.016	0	0.22	6.3e-05	0	0	0.017	0	0.0081	0.29	0	0	0	0.61
186	0.99	0.00021	0.0054	0.00021	0	6.9e-06	0	2.5e-05	0.001	0.00023	2.3e-06	0	9.1e-06	0	0	0	0.61
187	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.13
188	0.66	0.017	1.7e-05	0.017	0	0.12	5.2e-06	1e-06	0	0.018	0	0.0015	0.16	0	0	0	0.61
189	0	0	0	0	0	0	1.8e-06	0	0	0	0	0	0	1	0.00062	13	0.13
190	0	0	0	0	0	1.3e-06	0.0025	0	0	0	0	0.00072	1.7e-06	1	2.4e-05	13	0.13
191	0.97	0.00077	0.0031	0.00077	0	0.0016	2.3e-06	9.3e-06	0.011	0.00082	0.0056	0.0001	0.0021	0	0	0	0.61
192	0.87	0.00046	0.0056	0.00046	0	0.00077	0	1.1e-05	0.048	0.00049	0.075	4.9e-05	0.001	0	0	0	0.61
193	0.83	0.003	0.00059	0.003	0	0.042	0.0093	3.5e-06	0.00067	0.0032	0.00017	0.057	0.055	0	0	0	0.61
194	0.93	0.0024	0.00086	0.0024	0	0.022	0.0013	4.6e-06	0.0011	0.0026	0.00028	0.013	0.028	0	0	0	0.61
195	0.37	0	0.011	0	0	0	0	1.5e-05	0.19	0	0.43	0	0	0	0	10	0.87
196	0.0074	0.001	0	0.001	0	0.16	0.05	0	0	0.0011	0	0.57	0.21	0	0	11	0.39
197	0.38	0.012	1.9e-06	0.012	0	0.24	0.00017	0	0	0.013	0	0.023	0.32	0	0	0	0.61
198	0.99	0	0.0048	0	0	0	0	1.7e-05	0.007	0	0.00078	0	0	0	0	0	0.61
199	0.84	0.0063	6e-05	0.0063	0	0.058	9.3e-05	1.3e-06	1.8e-06	0.0066	0	0.0062	0.076	0	0	0	0.61
200	0.99	0.00071	0.0019	0.00071	0	0.00078	0	7.9e-06	0.002	0.00075	0.00018	8.3e-06	0.001	0	0	0	0.61
201	0.95	0.001	0.0031	0.001	0	0.0042	7.3e-05	8.6e-06	0.015	0.0011	0.017	0.0011	0.0055	0	0	0	0.61
202	0.79	0.0031	0.00054	0.0031	0	0.048	0.015	3.2e-06	0.00061	0.0032	0.00016	0.078	0.063	3.8e-06	0	0	0.61
203	0.91	0.0033	0.0004	0.0033	0	0.03	0.00068	3.2e-06	0.00017	0.0035	1.1e-05	0.012	0.04	0	0	0	0.61
204	0.65	0	0.011	0	0	0	0	1.9e-05	0.12	0	0.22	0	0	0	0	0	0.61
205	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.00027	4	0
206	0.97	0.0011	0.0026	0.0011	0	0.0042	4.6e-05	8.1e-06	0.0098	0.0012	0.0072	0.00087	0.0055	0	0	0	0.61
207	0.89	0.0025	0.00095	0.0025	0	0.028	0.0048	4.6e-06	0.0017	0.0026	0.00071	0.031	0.037	0	0	0	0.61
208	0.99	0.0012	0.00032	0.0012	0	0.00087	0	3.8e-06	1.9e-05	0.0013	0	0	0.0011	0	0	0	0.61
209	0.95	0.0026	0.00059	0.0026	0	0.018	0.00022	4e-06	0.00036	0.0027	3.1e-05	0.0046	0.023	0	0	0	0.61
210	0.97	0.0017	0.0011	0.0017	0	0.0085	7e-05	5.5e-06	0.0014	0.0018	0.00027	0.0017	0.011	0	0	0	0.61
211	0.97	0	0.0043	0	0	0	0	1.4e-05	0.016	0	0.013	0	0	0	0	0	0.61
212	0.99	0.0011	0.00038	0.0011	0	0.00075	0	4.1e-06	2.9e-05	0.0011	0	0	0.00098	0	0	0	0.61
213	1	0	0.0033	0	0	0	0	1.7e-05	0.001	0	7.8e-06	0	0	0	0	0	0.61
214	0.99	0.0007	0.0026	0.0007	0	0.00094	0	8.8e-06	0.0048	0.00074	0.001	2e-05	0.0012	0	0	0	0.61
215	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3e-06	1	14	0.043
216	0.96	0.001	0.003	0.001	0	0.004	5.7e-05	8.5e-06	0.014	0.0011	0.013	0.00094	0.0053	0	0	0	0.61
217	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	1	14	0.043
218	1.2e-05	7e-06	0	7e-06	0	0.0073	0.4	0	0	7.4e-06	0	0.59	0.0096	0	0	11	0.39
219	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.016	0.18	4	0
220	0.99	0.0016	0.00022	0.0016	0	0.0016	0	3.1e-06	9.8e-06	0.0017	0	3.4e-06	0.0022	0	0	0	0.61
221	0.63	0.0047	0.00012	0.0047	0	0.096	0.013	1.5e-06	2.4e-05	0.005	0	0.12	0.13	0	0	0	0.61
222	0.99	0.0015	0.00018	0.0015	0	0.0011	0	2.9e-06	4.7e-06	0.0016	0	0	0.0015	0	0	0	0.61
223	0.95	0.002	0.0013	0.002	0	0.015	0.00072	5.5e-06	0.0025	0.0021	0.00097	0.0077	0.019	0	0	0	0.61
224	0.98	0.0008	0.0027	0.0008	0	0.0015	0	8.7e-06	0.0066	0.00085	0.0022	6.9e-05	0.002	0	0	0	0.61
225	1	0	0.0016	0	0	0	0	9.8e-06	0.0011	0	9e-05	0	0	0	0	0	0.61
226	0.91	0.0021	0.0014	0.0021	0	0.021	0.004	5.5e-06	0.0039	0.0022	0.0028	0.024	0.028	3.4e-06	0	0	0.61
