SNV	cluster0	cluster1	cluster	dcf0
227	1	0	0	0.61
228	1	0	0	0.61
229	1	0	0	0.61
230	1	0	0	0.61
231	1	1.8e-05	0	0.61
232	1	0	0	0.61
233	1	0	0	0.61
234	1	0	0	0.61
235	1	0	0	0.61
236	1	0	0	0.61
237	1	0	0	0.61
238	1	0	0	0.61
239	0	1	1	0.13
240	1	0	0	0.61
241	0	1	1	0.13
242	0	1	1	0.13
243	1	0	0	0.61
244	1	0	0	0.61
245	1	0	0	0.61
246	1	0	0	0.61
247	1	0	0	0.61
248	1	0	0	0.61
249	1	0	0	0.61
250	1	0	0	0.61
251	0	1	1	0.13
252	1	0	0	0.61
253	1	0	0	0.61
254	1	0	0	0.61
255	0.00034	1	1	0.13
256	2.3e-05	1	1	0.13
257	0	1	1	0.13
258	1	0	0	0.61
259	0.99	0.0083	0	0.61
260	1	0	0	0.61
261	2.8e-05	1	1	0.13
262	0	1	1	0.13
263	1	0	0	0.61
264	0	1	1	0.13
265	0	1	1	0.13
266	1	0	0	0.61
267	1	0	0	0.61
268	1	0	0	0.61
269	0	1	1	0.13
270	1	0	0	0.61
271	0	1	1	0.13
272	1	0	0	0.61
273	1	0	0	0.61
274	1	0	0	0.61
275	1	0	0	0.61
276	1	0.0011	0	0.61
277	1	0	0	0.61
278	1	0	0	0.61
279	1	0	0	0.61
280	1	0	0	0.61
281	1	0	0	0.61
282	1	0	0	0.61
283	1	0	0	0.61
284	1	0	0	0.61
285	1	0	0	0.61
286	1	0	0	0.61
287	1	7e-06	0	0.61
288	1	0	0	0.61
289	0	1	1	0.13
290	1	0	0	0.61
291	1	0	0	0.61
292	1	0.00026	0	0.61
293	1	0	0	0.61
294	1	0	0	0.61
295	1	0	0	0.61
296	1	0	0	0.61
297	1	0	0	0.61
298	1	0	0	0.61
299	1	0	0	0.61
300	1	0	0	0.61
301	1	0	0	0.61
302	1	0	0	0.61
303	1	0	0	0.61
304	1	0	0	0.61
305	0	1	1	0.13
306	0	1	1	0.13
307	0	1	1	0.13
308	0	1	1	0.13
309	0	1	1	0.13
310	0	1	1	0.13
311	0	1	1	0.13
312	0	1	1	0.13
313	0	1	1	0.13
314	0	1	1	0.13
315	1	0	0	0.61
316	1	0	0	0.61
317	1	0	0	0.61
318	1	0	0	0.61
319	1	0	0	0.61
320	1	0	0	0.61
321	1	0	0	0.61
322	1	0	0	0.61
323	1	0	0	0.61
324	1	0	0	0.61
325	1	0	0	0.61
326	1	0	0	0.61
327	1	0	0	0.61
328	1	0	0	0.61
329	1	0	0	0.61
330	1	0	0	0.61
331	1	0	0	0.61
332	1	0	0	0.61
333	1	0	0	0.61
334	1	0	0	0.61
335	1	0	0	0.61
336	1	0	0	0.61
337	1	0	0	0.61
338	1	0	0	0.61
339	1	0.0011	0	0.61
340	1	0	0	0.61
341	1	0	0	0.61
342	1	0	0	0.61
343	0	1	1	0.13
344	1	0	0	0.61
345	1	0	0	0.61
346	1	0	0	0.61
347	1	0	0	0.61
348	1	0	0	0.61
349	1	0	0	0.61
350	1	0	0	0.61
351	1	0	0	0.61
352	1	0	0	0.61
353	1	0	0	0.61
354	1	0	0	0.61
355	1	0	0	0.61
356	1	0	0	0.61
357	1	0	0	0.61
358	1	0	0	0.61
359	1	0	0	0.61
360	1	0	0	0.61
361	1	0	0	0.61
362	0	1	1	0.13
363	1	0	0	0.61
364	1	0	0	0.61
365	1	0	0	0.61
366	1	0	0	0.61
367	1	0	0	0.61
368	1	0	0	0.61
369	1	0	0	0.61
370	0.48	0.52	1	0.13
371	1	0	0	0.61
372	1	5e-06	0	0.61
373	1	0	0	0.61
374	1	0	0	0.61
375	1	0	0	0.61
376	1	0	0	0.61
377	1	0	0	0.61
378	1	0	0	0.61
379	1	0	0	0.61
380	1	1.1e-05	0	0.61
381	1	0	0	0.61
382	1	0	0	0.61
383	1	0	0	0.61
384	1	0	0	0.61
385	1	0	0	0.61
386	1	0	0	0.61
387	1	0	0	0.61
388	1	0	0	0.61
389	1	0	0	0.61
390	1	0	0	0.61
391	1	0	0	0.61
392	1	0	0	0.61
393	1	0	0	0.61
394	1	0	0	0.61
395	1	0	0	0.61
396	1	0	0	0.61
397	1	0	0	0.61
398	1	0	0	0.61
399	1	0	0	0.61
400	1	0	0	0.61
401	1	0	0	0.61
402	1	0	0	0.61
403	1	0	0	0.61
404	1	0	0	0.61
405	1	0	0	0.61
406	0	1	1	0.13
407	0	1	1	0.13
408	0	1	1	0.13
409	1	0	0	0.61
410	1	0	0	0.61
411	1	0.00015	0	0.61
412	0	1	1	0.13
413	1	0	0	0.61
414	1	0	0	0.61
415	1	0.0034	0	0.61
416	1	0	0	0.61
417	1	0	0	0.61
418	0	1	1	0.13
419	1	0	0	0.61
420	1	0	0	0.61
421	0	1	1	0.13
422	1	0	0	0.61
423	1	0	0	0.61
424	1	0	0	0.61
425	1	0	0	0.61
426	1	0	0	0.61
427	1	0	0	0.61
428	1	0	0	0.61
429	1	0.00037	0	0.61
430	1	0	0	0.61
431	1	0	0	0.61
432	0.96	0.036	0	0.61
433	1	0	0	0.61
434	1	0	0	0.61
435	1	0	0	0.61
436	1	0	0	0.61
437	1	0	0	0.61
438	1	0	0	0.61
439	0	1	1	0.13
440	0	1	1	0.13
441	1	0	0	0.61
442	1	0	0	0.61
443	0	1	1	0.13
444	0	1	1	0.13
445	1	0	0	0.61
446	1	0	0	0.61
447	1	0	0	0.61
448	0.0033	1	1	0.13
449	1	0	0	0.61
450	1	0	0	0.61
451	1	0	0	0.61
452	1	0	0	0.61
453	1	0	0	0.61
454	0	1	1	0.13
455	1	0	0	0.61
456	1	0	0	0.61
457	1	0	0	0.61
458	1	0	0	0.61
459	1	0	0	0.61
460	1	2.9e-05	0	0.61
461	1	0	0	0.61
462	0	1	1	0.13
463	1	0	0	0.61
464	1	0	0	0.61
465	0.67	0.33	0	0.61
466	1	0	0	0.61
467	1	0	0	0.61
468	0	1	1	0.13
469	1	0	0	0.61
470	1	0	0	0.61
471	1	0	0	0.61
472	0	1	1	0.13
473	1	0	0	0.61
474	1	0	0	0.61
475	1	0	0	0.61
476	1	0	0	0.61
477	1	0	0	0.61
478	1	0	0	0.61
479	1	0	0	0.61
480	1	0	0	0.61
481	1	0	0	0.61
482	1	0	0	0.61
483	0	1	1	0.13
484	1	0	0	0.61
485	1	0	0	0.61
486	1	0	0	0.61
487	1	0	0	0.61
488	1	0	0	0.61
489	1	2.8e-06	0	0.61
490	1	0	0	0.61
491	1	0	0	0.61
492	1	0	0	0.61
493	1	0	0	0.61
494	1	0	0	0.61
495	1	0	0	0.61
496	1	0	0	0.61
497	1	0	0	0.61
498	1	0	0	0.61
499	0	1	1	0.13
500	1	0	0	0.61
501	1	0	0	0.61
502	1	0	0	0.61
503	1	0	0	0.61
504	1	0	0	0.61
505	1	0	0	0.61
506	0	1	1	0.13
507	1	0	0	0.61
508	1	0	0	0.61
509	1	0	0	0.61
510	1	0	0	0.61
511	1	0	0	0.61
512	1	0.00012	0	0.61
513	0	1	1	0.13
514	1	0	0	0.61
515	1	0	0	0.61
516	1	0.0029	0	0.61
517	1	0	0	0.61
518	1	0	0	0.61
519	1	0	0	0.61
520	1	0	0	0.61
521	1	0	0	0.61
522	1	0	0	0.61
523	1	0	0	0.61
524	0.69	0.31	0	0.61
525	1	0	0	0.61
526	1	0	0	0.61
527	1	0	0	0.61
528	1	0	0	0.61
529	1	0	0	0.61
530	0	1	1	0.13
531	1	0	0	0.61
532	1	0	0	0.61
533	1	0	0	0.61
534	1	0	0	0.61
535	1	0	0	0.61
536	1	0	0	0.61
537	1	0	0	0.61
538	1	0	0	0.61
539	1	0	0	0.61
540	1	0	0	0.61
541	1	0	0	0.61
542	1	0	0	0.61
543	1	0	0	0.61
544	0	1	1	0.13
545	1	0	0	0.61
546	1	0	0	0.61
547	1	0	0	0.61
548	1	0	0	0.61
549	1	0	0	0.61
550	0	1	1	0.13
551	1	0	0	0.61
552	1	0	0	0.61
553	1	0	0	0.61
554	1	0	0	0.61
555	1	0	0	0.61
556	1	0	0	0.61
557	1	0	0	0.61
558	1	0	0	0.61
559	1	0	0	0.61
560	1	0	0	0.61
561	1	0	0	0.61
562	1	0	0	0.61
563	1	0	0	0.61
564	1	0	0	0.61
565	1	0	0	0.61
566	1	0	0	0.61
567	1	0	0	0.61
568	1	0	0	0.61
569	1	0	0	0.61
570	0	1	1	0.13
571	1	0	0	0.61
572	1	0	0	0.61
573	1	0	0	0.61
574	0	1	1	0.13
575	1	0	0	0.61
576	1	0	0	0.61
577	1	0	0	0.61
578	1	0	0	0.61
579	1	0	0	0.61
580	1	0	0	0.61
581	1	0	0	0.61
582	1	0	0	0.61
583	1	0	0	0.61
584	0	1	1	0.13
585	1	0	0	0.61
586	1	0	0	0.61
587	1	0	0	0.61
588	1	0.00028	0	0.61
589	1	0	0	0.61
590	1	0	0	0.61
591	1	0	0	0.61
592	1	0.0019	0	0.61
593	1	8.9e-05	0	0.61
594	1	0	0	0.61
595	1	0	0	0.61
596	0	1	1	0.13
597	1	0	0	0.61
598	1	0	0	0.61
599	1	0	0	0.61
600	0	1	1	0.13
601	1	2.2e-05	0	0.61
602	0	1	1	0.13
603	0	1	1	0.13
604	1	0	0	0.61
605	1	0	0	0.61
606	1	0	0	0.61
607	1	0	0	0.61
608	1	0	0	0.61
609	1	0	0	0.61
610	1	0	0	0.61
611	1	0	0	0.61
612	1	0	0	0.61
613	1	0	0	0.61
614	1	0	0	0.61
615	1	0	0	0.61
616	1	0	0	0.61
617	1	0	0	0.61
618	1	0	0	0.61
619	1	0	0	0.61
620	1	0	0	0.61
621	1	0	0	0.61
622	1	0	0	0.61
623	1	0	0	0.61
624	1	0	0	0.61
625	1	0	0	0.61
626	1	0	0	0.61
627	1	0	0	0.61
628	1	0	0	0.61
629	1	0	0	0.61
630	1	0	0	0.61
631	1	0	0	0.61
632	1	0	0	0.61
633	1	0	0	0.61
634	1	0	0	0.61
635	1	0	0	0.61
636	1	7.4e-06	0	0.61
637	1	0	0	0.61
638	1	0	0	0.61
639	1	0	0	0.61
640	1	0	0	0.61
641	1	0	0	0.61
642	1	0	0	0.61
643	1	0	0	0.61
644	1	0	0	0.61
645	1	0	0	0.61
646	1	0	0	0.61
647	1	0	0	0.61
648	1	0	0	0.61
649	1	0	0	0.61
650	1	0	0	0.61
651	1	0	0	0.61
652	1	0	0	0.61
653	1	0	0	0.61
654	1	0	0	0.61
655	1	0	0	0.61
656	1	0	0	0.61
657	1	0	0	0.61
658	1	0	0	0.61
659	1	0	0	0.61
660	1	0	0	0.61
661	1	0	0	0.61
662	1	0	0	0.61
663	1	0	0	0.61
664	0	1	1	0.13
665	1	0	0	0.61
666	1	0	0	0.61
667	1	0	0	0.61
668	0	1	1	0.13
669	1	0	0	0.61
670	1	0	0	0.61
671	1	0	0	0.61
672	1	0	0	0.61
673	1	0	0	0.61
674	1	0	0	0.61
675	1	0.0011	0	0.61
676	1	0	0	0.61
677	1	0	0	0.61
678	1	0	0	0.61
679	1	0	0	0.61
680	1	0	0	0.61
681	1	0	0	0.61
682	1	0	0	0.61
683	1	0	0	0.61
684	1	0	0	0.61
685	1	0	0	0.61
686	0	1	1	0.13
687	0	1	1	0.13
688	0	1	1	0.13
689	1	0	0	0.61
690	1	0	0	0.61
691	0	1	1	0.13
692	1	0	0	0.61
693	1	0	0	0.61
694	1	0	0	0.61
695	1	0	0	0.61
696	1	0	0	0.61
697	0	1	1	0.13
698	1	0	0	0.61
699	1	0	0	0.61
700	1	0	0	0.61
701	1	0	0	0.61
702	1	0	0	0.61
703	1	0	0	0.61
704	1	0	0	0.61
705	1	0	0	0.61
706	1	0	0	0.61
707	0.027	0.97	1	0.13
708	1	0	0	0.61
709	1	0	0	0.61
710	1	0	0	0.61
711	1	0	0	0.61
712	1	0	0	0.61
713	1	0	0	0.61
714	1	0	0	0.61
715	1	0	0	0.61
716	1	0	0	0.61
717	1	0	0	0.61
718	1	0	0	0.61
719	1	0	0	0.61
720	1	0	0	0.61
721	1	0	0	0.61
722	1	0	0	0.61
723	1	0	0	0.61
724	1	0	0	0.61
725	1	0	0	0.61
726	1	0	0	0.61
727	1	0	0	0.61
728	1	0	0	0.61
729	1	0	0	0.61
730	1	0	0	0.61
731	1	0	0	0.61
732	1	0	0	0.61
733	1	0	0	0.61
734	1	0	0	0.61
735	1	0	0	0.61
736	1	0	0	0.61
737	0	1	1	0.13
738	1	0	0	0.61
739	1	0	0	0.61
740	1	0	0	0.61
741	1	0	0	0.61
742	1	0	0	0.61
743	1	0	0	0.61
744	1	0	0	0.61
745	1	0	0	0.61
746	1	3.8e-06	0	0.61
747	1	0	0	0.61
748	1	0	0	0.61
749	1	0	0	0.61
750	1	0	0	0.61
751	1	0	0	0.61
752	1	0	0	0.61
753	1	0	0	0.61
754	1	0	0	0.61
755	1	0	0	0.61
756	1	0	0	0.61
757	1	0	0	0.61
758	1	0	0	0.61
759	1	0	0	0.61
760	1	0	0	0.61
761	1	0	0	0.61
762	1	0	0	0.61
763	1	0	0	0.61
764	1	0	0	0.61
765	0.21	0.79	1	0.13
766	1	0	0	0.61
767	1	0	0	0.61
768	1	0	0	0.61
769	1	0	0	0.61
770	0	1	1	0.13
771	1	0	0	0.61
772	1	0	0	0.61
773	1	0	0	0.61
774	1	0	0	0.61
775	1	0	0	0.61
776	1	0	0	0.61
777	1	0	0	0.61
778	1	0	0	0.61
779	1	0	0	0.61
780	1	0	0	0.61
781	1	0	0	0.61
782	1	0	0	0.61
783	1	0	0	0.61
784	1	0	0	0.61
785	1	0	0	0.61
786	1	0	0	0.61
787	1	0	0	0.61
788	1	0	0	0.61
789	1	0	0	0.61
790	1	0	0	0.61
791	1	0	0	0.61
792	0	1	1	0.13
793	1	0	0	0.61
794	1	0	0	0.61
795	1	0	0	0.61
796	1	0	0	0.61
797	1	0	0	0.61
798	1	0.0011	0	0.61
799	1	0	0	0.61
800	1	0	0	0.61
801	1	0	0	0.61
802	1	0	0	0.61
803	1	0	0	0.61
804	1	0	0	0.61
805	1	8.2e-05	0	0.61
806	1	0	0	0.61
807	1	0	0	0.61
808	1	0	0	0.61
809	1	1.8e-06	0	0.61
810	1	0	0	0.61
811	1	0	0	0.61
812	1	0	0	0.61
813	1	0	0	0.61
814	1	0	0	0.61
815	1	0	0	0.61
816	1	0	0	0.61
817	1	0	0	0.61
818	1	0	0	0.61
819	1	0	0	0.61
820	1	0	0	0.61
821	1	0	0	0.61
822	1	0	0	0.61
823	1	0	0	0.61
824	1	0	0	0.61
825	1	0	0	0.61
826	1	0	0	0.61
827	1	0	0	0.61
828	1	0	0	0.61
829	1	0	0	0.61
830	1	0	0	0.61
831	1	0	0	0.61
832	1	0	0	0.61
833	1	0	0	0.61
834	1	0	0	0.61
835	1	0	0	0.61
836	1	0	0	0.61
837	1	4.4e-06	0	0.61
838	1	0	0	0.61
839	1	0	0	0.61
840	1	0	0	0.61
841	1	0	0	0.61
842	1	0	0	0.61
843	1	0	0	0.61
844	1	0	0	0.61
845	1	0	0	0.61
846	1	0	0	0.61
847	1	0	0	0.61
848	0.99	0.0075	0	0.61
849	1	0	0	0.61
850	1	0	0	0.61
851	1	0	0	0.61
852	1	0	0	0.61
853	1	0	0	0.61
854	1	0	0	0.61
855	1	0	0	0.61
856	1	0	0	0.61
857	1	0	0	0.61
858	1	1.6e-05	0	0.61
859	1	0	0	0.61
860	1	0	0	0.61
861	1	0	0	0.61
862	1	0	0	0.61
863	0	1	1	0.13
864	1	0	0	0.61
865	1	0	0	0.61
866	1	0	0	0.61
867	1	0	0	0.61
868	1	0	0	0.61
869	1	0	0	0.61
870	1	0	0	0.61
871	1	0	0	0.61
872	1	0	0	0.61
873	1	0	0	0.61
874	1	0	0	0.61
875	1	0	0	0.61
876	1	8.6e-06	0	0.61
877	1	0	0	0.61
878	1	0	0	0.61
879	1	0	0	0.61
880	1	0	0	0.61
881	1	0	0	0.61
882	1	3.7e-06	0	0.61
883	1	0	0	0.61
884	1	0	0	0.61
885	1	0	0	0.61
886	1	0	0	0.61
887	1	0	0	0.61
888	1	0	0	0.61
889	1	0	0	0.61
890	1	0	0	0.61
891	1	0	0	0.61
892	1	0	0	0.61
893	1	0	0	0.61
894	1	0	0	0.61
895	1	0.00057	0	0.61
896	0	1	1	0.13
897	1	3.1e-05	0	0.61
898	0	1	1	0.13
899	1	0	0	0.61
900	0	1	1	0.13
901	1	0	0	0.61
902	1	0	0	0.61
903	1	0	0	0.61
904	0	1	1	0.13
905	1	0	0	0.61
906	0	1	1	0.13
907	0	1	1	0.13
908	0	1	1	0.13
909	1	0	0	0.61
910	0	1	1	0.13
911	1	0	0	0.61
912	0	1	1	0.13
913	1	0	0	0.61
914	0	1	1	0.13
915	1	1.2e-05	0	0.61
916	1	0	0	0.61
917	1	0	0	0.61
918	1	0	0	0.61
919	0.97	0.029	0	0.61
920	1	0	0	0.61
921	1	0	0	0.61
922	0	1	1	0.13
923	0	1	1	0.13
924	0	1	1	0.13
925	1	0	0	0.61
926	0	1	1	0.13
927	1	0	0	0.61
928	1	0	0	0.61
929	0	1	1	0.13
930	1	0	0	0.61
931	1	0	0	0.61
932	1	0	0	0.61
933	1	0	0	0.61
934	1	0	0	0.61
935	1	0	0	0.61
936	1	0	0	0.61
937	1	0	0	0.61
938	0	1	1	0.13
939	1	0	0	0.61
940	1	0	0	0.61
941	1	0	0	0.61
942	1	0	0	0.61
943	1	0	0	0.61
944	1	0	0	0.61
945	1	0	0	0.61
946	1	0	0	0.61
947	1	0.0019	0	0.61
948	1	0	0	0.61
949	1	0	0	0.61
950	1	0	0	0.61
951	1	0	0	0.61
952	0	1	1	0.13
953	0	1	1	0.13
954	0	1	1	0.13
955	1	0	0	0.61
956	0	1	1	0.13
957	1	0	0	0.61
958	1	0	0	0.61
959	1	0	0	0.61
960	0	1	1	0.13
961	0	1	1	0.13
962	1	0	0	0.61
963	1	0	0	0.61
964	1	0	0	0.61
965	1	0	0	0.61
966	1	0	0	0.61
967	0	1	1	0.13
968	1	0	0	0.61
969	1	0	0	0.61
970	1	0	0	0.61
971	1	0	0	0.61
972	0	1	1	0.13
973	1	0	0	0.61
974	1	0	0	0.61
975	1	0	0	0.61
976	1	0	0	0.61
977	0	1	1	0.13
978	1	0	0	0.61
979	1	6.7e-05	0	0.61
980	1	0	0	0.61
981	1	1.2e-06	0	0.61
982	0	1	1	0.13
983	1	0	0	0.61
984	0	1	1	0.13
985	1	0	0	0.61
986	0	1	1	0.13
987	1	0	0	0.61
988	0	1	1	0.13
989	1	0	0	0.61
990	1	0	0	0.61
991	1	0	0	0.61
992	1	0	0	0.61
993	1	0	0	0.61
994	1	0	0	0.61
995	1	0	0	0.61
996	1	1.3e-05	0	0.61
997	1	0	0	0.61
998	1	0	0	0.61
999	1	0	0	0.61
1000	1	0	0	0.61
1001	1	0	0	0.61
1002	1	0	0	0.61
1003	1	0	0	0.61
1004	1	0	0	0.61
1005	1	0	0	0.61
1006	1	0	0	0.61
1007	1	0	0	0.61
1008	1	0	0	0.61
1009	1	0	0	0.61
1010	1	0	0	0.61
1011	1	0	0	0.61
1012	1	0	0	0.61
1013	1	0	0	0.61
1014	1	0	0	0.61
1015	1	0	0	0.61
1016	1	0	0	0.61
1017	1	0	0	0.61
1018	1	0	0	0.61
1019	1	0	0	0.61
1020	0	1	1	0.13
1021	0	1	1	0.13
1022	1	0	0	0.61
1023	1	0	0	0.61
1024	1	0	0	0.61
1025	1	0	0	0.61
1026	1	0	0	0.61
1027	1	0	0	0.61
1028	1	0	0	0.61
1029	0	1	1	0.13
1030	1	0	0	0.61
1031	1	0	0	0.61
1032	1	0	0	0.61
1033	1	0	0	0.61
1034	1	5.9e-06	0	0.61
1035	1	0	0	0.61
1036	1	0	0	0.61
1037	1	0	0	0.61
1038	0	1	1	0.13
1039	1	0	0	0.61
1040	1	0	0	0.61
1041	1	0	0	0.61
1042	1	0	0	0.61
1043	1	0	0	0.61
1044	1	0	0	0.61
1045	1	0	0	0.61
1046	1	1.7e-06	0	0.61
1047	1	0	0	0.61
1048	1	0	0	0.61
1049	0	1	1	0.13
1050	1	0	0	0.61
1051	0	1	1	0.13
1052	1	0	0	0.61
1053	1	0	0	0.61
1054	1	0	0	0.61
1055	1	0	0	0.61
1056	1	0	0	0.61
1057	1	0	0	0.61
1058	1	0	0	0.61
1059	1	0	0	0.61
1060	1	0	0	0.61
1061	1	0	0	0.61
1062	1	0	0	0.61
1063	0.00053	1	1	0.13
1064	0	1	1	0.13
1065	1	0	0	0.61
1066	1	0	0	0.61
1067	1	0	0	0.61
1068	1	0	0	0.61
1069	1	0	0	0.61
1070	1	0	0	0.61
1071	0	1	1	0.13
1072	1	0	0	0.61
1073	1	0	0	0.61
1074	0	1	1	0.13
1075	1	0	0	0.61
1076	0	1	1	0.13
1077	1	0	0	0.61
1078	1	0	0	0.61
1079	1	0	0	0.61
1080	1	0	0	0.61
1081	1	0.00012	0	0.61
1082	1	0	0	0.61
1083	1	0	0	0.61
1084	1	0	0	0.61
1085	1	0	0	0.61
1086	0	1	1	0.13
1087	1	0	0	0.61
1088	0	1	1	0.13
1089	1	0	0	0.61
1090	1	0	0	0.61
1091	0	1	1	0.13
1092	1	0	0	0.61
1093	1	0	0	0.61
1094	1	0	0	0.61
1095	1	0	0	0.61
1096	0	1	1	0.13
1097	0	1	1	0.13
1098	1	0	0	0.61
1099	0	1	1	0.13
1100	1	0	0	0.61
1101	6.3e-05	1	1	0.13
1102	1	0	0	0.61
1103	1	0	0	0.61
1104	0	1	1	0.13
1105	1	0	0	0.61
1106	0	1	1	0.13
1107	0	1	1	0.13
1108	0	1	1	0.13
1109	0	1	1	0.13
1110	0	1	1	0.13
1111	1	0	0	0.61
1112	1	0	0	0.61
1113	1	0	0	0.61
1114	1	0	0	0.61
1115	0	1	1	0.13
1116	1	0	0	0.61
1117	1	0	0	0.61
1118	1	0	0	0.61
1119	1	0	0	0.61
1120	1	0	0	0.61
1121	1	0	0	0.61
1122	1	0	0	0.61
1123	1	0	0	0.61
1124	1	0	0	0.61
1125	1	0	0	0.61
1126	1	0	0	0.61
1127	1	0	0	0.61
