SNV	cluster0	cluster	dcf0
100	1	0	0.39
101	1	0	0.39
102	1	0	0.39
103	1	0	0.39
104	1	0	0.39
105	1	0	0.39
106	1	0	0.39
107	1	0	0.39
108	1	0	0.39
109	1	0	0.39
110	1	0	0.39
111	1	0	0.39
112	1	0	0.39
113	1	0	0.39
114	1	0	0.39
115	1	0	0.39
116	1	0	0.39
117	1	0	0.39
118	1	0	0.39
119	1	0	0.39
120	1	0	0.39
121	1	0	0.39
122	1	0	0.39
123	1	0	0.39
124	1	0	0.39
125	1	0	0.39
126	1	0	0.39
127	1	0	0.39
128	1	0	0.39
129	1	0	0.39
130	1	0	0.39
131	1	0	0.39
132	1	0	0.39
133	1	0	0.39
134	1	0	0.39
135	1	0	0.39
136	1	0	0.39
137	1	0	0.39
138	1	0	0.39
139	1	0	0.39
140	1	0	0.39
141	1	0	0.39
142	1	0	0.39
143	1	0	0.39
144	1	0	0.39
145	1	0	0.39
146	1	0	0.39
147	1	0	0.39
148	1	0	0.39
149	1	0	0.39
150	1	0	0.39
151	1	0	0.39
152	1	0	0.39
153	1	0	0.39
154	1	0	0.39
155	1	0	0.39
156	1	0	0.39
157	1	0	0.39
158	1	0	0.39
159	1	0	0.39
160	1	0	0.39
161	1	0	0.39
162	1	0	0.39
163	1	0	0.39
164	1	0	0.39
165	1	0	0.39
166	1	0	0.39
167	1	0	0.39
168	1	0	0.39
169	1	0	0.39
170	1	0	0.39
171	1	0	0.39
172	1	0	0.39
173	1	0	0.39
174	1	0	0.39
175	1	0	0.39
176	1	0	0.39
177	1	0	0.39
178	1	0	0.39
179	1	0	0.39
180	1	0	0.39
181	1	0	0.39
182	1	0	0.39
183	1	0	0.39
184	1	0	0.39
185	1	0	0.39
186	1	0	0.39
187	1	0	0.39
188	1	0	0.39
189	1	0	0.39
190	1	0	0.39
191	1	0	0.39
192	1	0	0.39
193	1	0	0.39
194	1	0	0.39
195	1	0	0.39
196	1	0	0.39
197	1	0	0.39
198	1	0	0.39
199	1	0	0.39
200	1	0	0.39
201	1	0	0.39
202	1	0	0.39
203	1	0	0.39
204	1	0	0.39
205	1	0	0.39
206	1	0	0.39
207	1	0	0.39
208	1	0	0.39
209	1	0	0.39
210	1	0	0.39
211	1	0	0.39
212	1	0	0.39
213	1	0	0.39
214	1	0	0.39
215	1	0	0.39
216	1	0	0.39
217	1	0	0.39
218	1	0	0.39
219	1	0	0.39
220	1	0	0.39
221	1	0	0.39
222	1	0	0.39
223	1	0	0.39
224	1	0	0.39
225	1	0	0.39
226	1	0	0.39
227	1	0	0.39
228	1	0	0.39
229	1	0	0.39
230	1	0	0.39
231	1	0	0.39
232	1	0	0.39
233	1	0	0.39
234	1	0	0.39
235	1	0	0.39
236	1	0	0.39
237	1	0	0.39
238	1	0	0.39
239	1	0	0.39
240	1	0	0.39
241	1	0	0.39
242	1	0	0.39
243	1	0	0.39
244	1	0	0.39
245	1	0	0.39
246	1	0	0.39
247	1	0	0.39
248	1	0	0.39
249	1	0	0.39
250	1	0	0.39
251	1	0	0.39
252	1	0	0.39
253	1	0	0.39
254	1	0	0.39
255	1	0	0.39
256	1	0	0.39
257	1	0	0.39
258	1	0	0.39
259	1	0	0.39
260	1	0	0.39
261	1	0	0.39
262	1	0	0.39
263	1	0	0.39
264	1	0	0.39
265	1	0	0.39
266	1	0	0.39
267	1	0	0.39
268	1	0	0.39
269	1	0	0.39
270	1	0	0.39
271	1	0	0.39
272	1	0	0.39
273	1	0	0.39
274	1	0	0.39
275	1	0	0.39
276	1	0	0.39
277	1	0	0.39
278	1	0	0.39
279	1	0	0.39
280	1	0	0.39
281	1	0	0.39
282	1	0	0.39
283	1	0	0.39
284	1	0	0.39
285	1	0	0.39
286	1	0	0.39
287	1	0	0.39
288	1	0	0.39
289	1	0	0.39
290	1	0	0.39
291	1	0	0.39
292	1	0	0.39
293	1	0	0.39
294	1	0	0.39
295	1	0	0.39
296	1	0	0.39
297	1	0	0.39
298	1	0	0.39
299	1	0	0.39
300	1	0	0.39
301	1	0	0.39
302	1	0	0.39
303	1	0	0.39
304	1	0	0.39
305	1	0	0.39
306	1	0	0.39
307	1	0	0.39
308	1	0	0.39
309	1	0	0.39
310	1	0	0.39
311	1	0	0.39
312	1	0	0.39
313	1	0	0.39
314	1	0	0.39
315	1	0	0.39
316	1	0	0.39
317	1	0	0.39
318	1	0	0.39
319	1	0	0.39
320	1	0	0.39
321	1	0	0.39
322	1	0	0.39
323	1	0	0.39
324	1	0	0.39
325	1	0	0.39
326	1	0	0.39
327	1	0	0.39
328	1	0	0.39
329	1	0	0.39
330	1	0	0.39
331	1	0	0.39
332	1	0	0.39
333	1	0	0.39
334	1	0	0.39
335	1	0	0.39
336	1	0	0.39
337	1	0	0.39
338	1	0	0.39
339	1	0	0.39
340	1	0	0.39
341	1	0	0.39
342	1	0	0.39
343	1	0	0.39
344	1	0	0.39
345	1	0	0.39
346	1	0	0.39
347	1	0	0.39
348	1	0	0.39
349	1	0	0.39
350	1	0	0.39
351	1	0	0.39
352	1	0	0.39
353	1	0	0.39
354	1	0	0.39
355	1	0	0.39
356	1	0	0.39
357	1	0	0.39
358	1	0	0.39
359	1	0	0.39
360	1	0	0.39
361	1	0	0.39
362	1	0	0.39
363	1	0	0.39
364	1	0	0.39
365	1	0	0.39
366	1	0	0.39
367	1	0	0.39
368	1	0	0.39
369	1	0	0.39
370	1	0	0.39
371	1	0	0.39
372	1	0	0.39
373	1	0	0.39
374	1	0	0.39
375	1	0	0.39
376	1	0	0.39
377	1	0	0.39
378	1	0	0.39
379	1	0	0.39
380	1	0	0.39
381	1	0	0.39
382	1	0	0.39
383	1	0	0.39
384	1	0	0.39
385	1	0	0.39
386	1	0	0.39
387	1	0	0.39
388	1	0	0.39
389	1	0	0.39
390	1	0	0.39
391	1	0	0.39
392	1	0	0.39
393	1	0	0.39
394	1	0	0.39
395	1	0	0.39
396	1	0	0.39
397	1	0	0.39
398	1	0	0.39
399	1	0	0.39
400	1	0	0.39
401	1	0	0.39
402	1	0	0.39
403	1	0	0.39
404	1	0	0.39
405	1	0	0.39
406	1	0	0.39
407	1	0	0.39
408	1	0	0.39
409	1	0	0.39
410	1	0	0.39
411	1	0	0.39
412	1	0	0.39
413	1	0	0.39
414	1	0	0.39
415	1	0	0.39
416	1	0	0.39
417	1	0	0.39
418	1	0	0.39
419	1	0	0.39
420	1	0	0.39
421	1	0	0.39
422	1	0	0.39
423	1	0	0.39
424	1	0	0.39
425	1	0	0.39
426	1	0	0.39
427	1	0	0.39
428	1	0	0.39
429	1	0	0.39
430	1	0	0.39
431	1	0	0.39
432	1	0	0.39
433	1	0	0.39
434	1	0	0.39
435	1	0	0.39
436	1	0	0.39
437	1	0	0.39
438	1	0	0.39
439	1	0	0.39
440	1	0	0.39
441	1	0	0.39
442	1	0	0.39
443	1	0	0.39
444	1	0	0.39
445	1	0	0.39
446	1	0	0.39
447	1	0	0.39
448	1	0	0.39
449	1	0	0.39
450	1	0	0.39
451	1	0	0.39
452	1	0	0.39
453	1	0	0.39
454	1	0	0.39
455	1	0	0.39
456	1	0	0.39
457	1	0	0.39
458	1	0	0.39
459	1	0	0.39
460	1	0	0.39
461	1	0	0.39
462	1	0	0.39
463	1	0	0.39
464	1	0	0.39
465	1	0	0.39
466	1	0	0.39
467	1	0	0.39
468	1	0	0.39
469	1	0	0.39
470	1	0	0.39
471	1	0	0.39
472	1	0	0.39
473	1	0	0.39
474	1	0	0.39
475	1	0	0.39
476	1	0	0.39
477	1	0	0.39
478	1	0	0.39
479	1	0	0.39
480	1	0	0.39
481	1	0	0.39
482	1	0	0.39
483	1	0	0.39
484	1	0	0.39
485	1	0	0.39
486	1	0	0.39
487	1	0	0.39
488	1	0	0.39
489	1	0	0.39
490	1	0	0.39
491	1	0	0.39
492	1	0	0.39
493	1	0	0.39
494	1	0	0.39
495	1	0	0.39
496	1	0	0.39
497	1	0	0.39
498	1	0	0.39
499	1	0	0.39
500	1	0	0.39
501	1	0	0.39
502	1	0	0.39
503	1	0	0.39
504	1	0	0.39
505	1	0	0.39
506	1	0	0.39
507	1	0	0.39
508	1	0	0.39
509	1	0	0.39
510	1	0	0.39
511	1	0	0.39
512	1	0	0.39
513	1	0	0.39
514	1	0	0.39
515	1	0	0.39
516	1	0	0.39
517	1	0	0.39
518	1	0	0.39
519	1	0	0.39
520	1	0	0.39
521	1	0	0.39
522	1	0	0.39
523	1	0	0.39
524	1	0	0.39
525	1	0	0.39
526	1	0	0.39
527	1	0	0.39
528	1	0	0.39
529	1	0	0.39
530	1	0	0.39
531	1	0	0.39
532	1	0	0.39
533	1	0	0.39
534	1	0	0.39
535	1	0	0.39
536	1	0	0.39
537	1	0	0.39
538	1	0	0.39
539	1	0	0.39
540	1	0	0.39
541	1	0	0.39
542	1	0	0.39
543	1	0	0.39
544	1	0	0.39
545	1	0	0.39
546	1	0	0.39
547	1	0	0.39
548	1	0	0.39
549	1	0	0.39
550	1	0	0.39
551	1	0	0.39
552	1	0	0.39
553	1	0	0.39
554	1	0	0.39
555	1	0	0.39
556	1	0	0.39
557	1	0	0.39
558	1	0	0.39
559	1	0	0.39
560	1	0	0.39
561	1	0	0.39
562	1	0	0.39
563	1	0	0.39
564	1	0	0.39
565	1	0	0.39
566	1	0	0.39
567	1	0	0.39
568	1	0	0.39
569	1	0	0.39
570	1	0	0.39
571	1	0	0.39
572	1	0	0.39
573	1	0	0.39
574	1	0	0.39
575	1	0	0.39
576	1	0	0.39
577	1	0	0.39
578	1	0	0.39
579	1	0	0.39
580	1	0	0.39
581	1	0	0.39
582	1	0	0.39
583	1	0	0.39
584	1	0	0.39
585	1	0	0.39
586	1	0	0.39
587	1	0	0.39
588	1	0	0.39
589	1	0	0.39
590	1	0	0.39
591	1	0	0.39
592	1	0	0.39
593	1	0	0.39
594	1	0	0.39
595	1	0	0.39
596	1	0	0.39
597	1	0	0.39
598	1	0	0.39
599	1	0	0.39
600	1	0	0.39
601	1	0	0.39
602	1	0	0.39
603	1	0	0.39
604	1	0	0.39
605	1	0	0.39
606	1	0	0.39
607	1	0	0.39
608	1	0	0.39
609	1	0	0.39
610	1	0	0.39
611	1	0	0.39
612	1	0	0.39
613	1	0	0.39
614	1	0	0.39
615	1	0	0.39
616	1	0	0.39
617	1	0	0.39
618	1	0	0.39
619	1	0	0.39
620	1	0	0.39
621	1	0	0.39
622	1	0	0.39
623	1	0	0.39
624	1	0	0.39
625	1	0	0.39
626	1	0	0.39
627	1	0	0.39
628	1	0	0.39
629	1	0	0.39
630	1	0	0.39
631	1	0	0.39
632	1	0	0.39
633	1	0	0.39
634	1	0	0.39
635	1	0	0.39
636	1	0	0.39
637	1	0	0.39
638	1	0	0.39
639	1	0	0.39
640	1	0	0.39
641	1	0	0.39
642	1	0	0.39
643	1	0	0.39
644	1	0	0.39
645	1	0	0.39
646	1	0	0.39
647	1	0	0.39
648	1	0	0.39
649	1	0	0.39
650	1	0	0.39
651	1	0	0.39
652	1	0	0.39
653	1	0	0.39
654	1	0	0.39
655	1	0	0.39
656	1	0	0.39
657	1	0	0.39
658	1	0	0.39
659	1	0	0.39
660	1	0	0.39
661	1	0	0.39
662	1	0	0.39
663	1	0	0.39
664	1	0	0.39
665	1	0	0.39
666	1	0	0.39
667	1	0	0.39
668	1	0	0.39
669	1	0	0.39
670	1	0	0.39
671	1	0	0.39
672	1	0	0.39
673	1	0	0.39
674	1	0	0.39
675	1	0	0.39
676	1	0	0.39
677	1	0	0.39
678	1	0	0.39
679	1	0	0.39
680	1	0	0.39
681	1	0	0.39
682	1	0	0.39
683	1	0	0.39
684	1	0	0.39
685	1	0	0.39
686	1	0	0.39
687	1	0	0.39
688	1	0	0.39
689	1	0	0.39
690	1	0	0.39
691	1	0	0.39
692	1	0	0.39
693	1	0	0.39
694	1	0	0.39
695	1	0	0.39
696	1	0	0.39
697	1	0	0.39
698	1	0	0.39
699	1	0	0.39
700	1	0	0.39
701	1	0	0.39
702	1	0	0.39
703	1	0	0.39
704	1	0	0.39
705	1	0	0.39
706	1	0	0.39
707	1	0	0.39
708	1	0	0.39
709	1	0	0.39
710	1	0	0.39
711	1	0	0.39
712	1	0	0.39
713	1	0	0.39
714	1	0	0.39
715	1	0	0.39
716	1	0	0.39
717	1	0	0.39
718	1	0	0.39
719	1	0	0.39
720	1	0	0.39
721	1	0	0.39
722	1	0	0.39
723	1	0	0.39
724	1	0	0.39
725	1	0	0.39
726	1	0	0.39
727	1	0	0.39
728	1	0	0.39
729	1	0	0.39
730	1	0	0.39
731	1	0	0.39
732	1	0	0.39
733	1	0	0.39
734	1	0	0.39
735	1	0	0.39
736	1	0	0.39
737	1	0	0.39
738	1	0	0.39
739	1	0	0.39
740	1	0	0.39
741	1	0	0.39
742	1	0	0.39
743	1	0	0.39
744	1	0	0.39
745	1	0	0.39
746	1	0	0.39
747	1	0	0.39
748	1	0	0.39
749	1	0	0.39
750	1	0	0.39
751	1	0	0.39
752	1	0	0.39
753	1	0	0.39
754	1	0	0.39
755	1	0	0.39
756	1	0	0.39
757	1	0	0.39
758	1	0	0.39
759	1	0	0.39
760	1	0	0.39
761	1	0	0.39
762	1	0	0.39
763	1	0	0.39
764	1	0	0.39
765	1	0	0.39
766	1	0	0.39
767	1	0	0.39
768	1	0	0.39
769	1	0	0.39
770	1	0	0.39
771	1	0	0.39
772	1	0	0.39
773	1	0	0.39
774	1	0	0.39
775	1	0	0.39
776	1	0	0.39
777	1	0	0.39
778	1	0	0.39
779	1	0	0.39
780	1	0	0.39
781	1	0	0.39
782	1	0	0.39
783	1	0	0.39
784	1	0	0.39
785	1	0	0.39
786	1	0	0.39
787	1	0	0.39
788	1	0	0.39
789	1	0	0.39
790	1	0	0.39
791	1	0	0.39
792	1	0	0.39
793	1	0	0.39
794	1	0	0.39
795	1	0	0.39
796	1	0	0.39
797	1	0	0.39
798	1	0	0.39
799	1	0	0.39
800	1	0	0.39
801	1	0	0.39
802	1	0	0.39
803	1	0	0.39
804	1	0	0.39
805	1	0	0.39
806	1	0	0.39
807	1	0	0.39
808	1	0	0.39
809	1	0	0.39
810	1	0	0.39
811	1	0	0.39
812	1	0	0.39
813	1	0	0.39
814	1	0	0.39
815	1	0	0.39
816	1	0	0.39
817	1	0	0.39
818	1	0	0.39
819	1	0	0.39
820	1	0	0.39
821	1	0	0.39
822	1	0	0.39
823	1	0	0.39
824	1	0	0.39
825	1	0	0.39
826	1	0	0.39
827	1	0	0.39
828	1	0	0.39
829	1	0	0.39
830	1	0	0.39
831	1	0	0.39
832	1	0	0.39
833	1	0	0.39
834	1	0	0.39
835	1	0	0.39
836	1	0	0.39
837	1	0	0.39
838	1	0	0.39
839	1	0	0.39
840	1	0	0.39
841	1	0	0.39
842	1	0	0.39
843	1	0	0.39
844	1	0	0.39
845	1	0	0.39
846	1	0	0.39
847	1	0	0.39
848	1	0	0.39
849	1	0	0.39
850	1	0	0.39
851	1	0	0.39
852	1	0	0.39
853	1	0	0.39
854	1	0	0.39
855	1	0	0.39
856	1	0	0.39
857	1	0	0.39
858	1	0	0.39
859	1	0	0.39
860	1	0	0.39
861	1	0	0.39
862	1	0	0.39
863	1	0	0.39
864	1	0	0.39
865	1	0	0.39
866	1	0	0.39
867	1	0	0.39
868	1	0	0.39
869	1	0	0.39
870	1	0	0.39
871	1	0	0.39
872	1	0	0.39
873	1	0	0.39
874	1	0	0.39
875	1	0	0.39
876	1	0	0.39
877	1	0	0.39
878	1	0	0.39
879	1	0	0.39
880	1	0	0.39
881	1	0	0.39
882	1	0	0.39
883	1	0	0.39
884	1	0	0.39
885	1	0	0.39
886	1	0	0.39
887	1	0	0.39
888	1	0	0.39
889	1	0	0.39
890	1	0	0.39
891	1	0	0.39
892	1	0	0.39
893	1	0	0.39
894	1	0	0.39
895	1	0	0.39
896	1	0	0.39
897	1	0	0.39
898	1	0	0.39
899	1	0	0.39
900	1	0	0.39
901	1	0	0.39
902	1	0	0.39
903	1	0	0.39
904	1	0	0.39
905	1	0	0.39
906	1	0	0.39
907	1	0	0.39
908	1	0	0.39
909	1	0	0.39
910	1	0	0.39
911	1	0	0.39
912	1	0	0.39
913	1	0	0.39
914	1	0	0.39
915	1	0	0.39
916	1	0	0.39
917	1	0	0.39
918	1	0	0.39
919	1	0	0.39
920	1	0	0.39
921	1	0	0.39
922	1	0	0.39
923	1	0	0.39
924	1	0	0.39
925	1	0	0.39
926	1	0	0.39
927	1	0	0.39
928	1	0	0.39
929	1	0	0.39
930	1	0	0.39
931	1	0	0.39
932	1	0	0.39
933	1	0	0.39
934	1	0	0.39
935	1	0	0.39
936	1	0	0.39
937	1	0	0.39
938	1	0	0.39
939	1	0	0.39
940	1	0	0.39
941	1	0	0.39
942	1	0	0.39
943	1	0	0.39
944	1	0	0.39
945	1	0	0.39
946	1	0	0.39
947	1	0	0.39
948	1	0	0.39
949	1	0	0.39
950	1	0	0.39
951	1	0	0.39
952	1	0	0.39
953	1	0	0.39
954	1	0	0.39
955	1	0	0.39
956	1	0	0.39
957	1	0	0.39
958	1	0	0.39
959	1	0	0.39
960	1	0	0.39
961	1	0	0.39
962	1	0	0.39
963	1	0	0.39
964	1	0	0.39
965	1	0	0.39
966	1	0	0.39
967	1	0	0.39
968	1	0	0.39
969	1	0	0.39
970	1	0	0.39
971	1	0	0.39
972	1	0	0.39
973	1	0	0.39
974	1	0	0.39
975	1	0	0.39
976	1	0	0.39
977	1	0	0.39
978	1	0	0.39
979	1	0	0.39
980	1	0	0.39
981	1	0	0.39
982	1	0	0.39
983	1	0	0.39
984	1	0	0.39
985	1	0	0.39
986	1	0	0.39
987	1	0	0.39
988	1	0	0.39
989	1	0	0.39
990	1	0	0.39
991	1	0	0.39
992	1	0	0.39
993	1	0	0.39
994	1	0	0.39
995	1	0	0.39
996	1	0	0.39
997	1	0	0.39
998	1	0	0.39
999	1	0	0.39
1000	1	0	0.39
1001	1	0	0.39
1002	1	0	0.39
1003	1	0	0.39
1004	1	0	0.39
1005	1	0	0.39
1006	1	0	0.39
1007	1	0	0.39
1008	1	0	0.39
1009	1	0	0.39
1010	1	0	0.39
1011	1	0	0.39
1012	1	0	0.39
1013	1	0	0.39
1014	1	0	0.39
1015	1	0	0.39
1016	1	0	0.39
1017	1	0	0.39
1018	1	0	0.39
1019	1	0	0.39
1020	1	0	0.39
1021	1	0	0.39
1022	1	0	0.39
1023	1	0	0.39
1024	1	0	0.39
1025	1	0	0.39
1026	1	0	0.39
1027	1	0	0.39
1028	1	0	0.39
1029	1	0	0.39
1030	1	0	0.39
1031	1	0	0.39
1032	1	0	0.39
1033	1	0	0.39
1034	1	0	0.39
1035	1	0	0.39
1036	1	0	0.39
1037	1	0	0.39
1038	1	0	0.39
1039	1	0	0.39
1040	1	0	0.39
1041	1	0	0.39
1042	1	0	0.39
1043	1	0	0.39
1044	1	0	0.39
1045	1	0	0.39
1046	1	0	0.39
1047	1	0	0.39
1048	1	0	0.39
1049	1	0	0.39
1050	1	0	0.39
1051	1	0	0.39
1052	1	0	0.39
1053	1	0	0.39
1054	1	0	0.39
1055	1	0	0.39
1056	1	0	0.39
1057	1	0	0.39
1058	1	0	0.39
1059	1	0	0.39
1060	1	0	0.39
1061	1	0	0.39
1062	1	0	0.39
1063	1	0	0.39
1064	1	0	0.39
1065	1	0	0.39
1066	1	0	0.39
1067	1	0	0.39
1068	1	0	0.39
1069	1	0	0.39
1070	1	0	0.39
1071	1	0	0.39
1072	1	0	0.39
1073	1	0	0.39
1074	1	0	0.39
1075	1	0	0.39
1076	1	0	0.39
1077	1	0	0.39
1078	1	0	0.39
1079	1	0	0.39
1080	1	0	0.39
1081	1	0	0.39
1082	1	0	0.39
1083	1	0	0.39
1084	1	0	0.39
1085	1	0	0.39
1086	1	0	0.39
1087	1	0	0.39
1088	1	0	0.39
1089	1	0	0.39
1090	1	0	0.39
1091	1	0	0.39
1092	1	0	0.39
1093	1	0	0.39
1094	1	0	0.39
1095	1	0	0.39
1096	1	0	0.39
1097	1	0	0.39
1098	1	0	0.39
1099	1	0	0.39
1100	1	0	0.39
1101	1	0	0.39
1102	1	0	0.39
1103	1	0	0.39
1104	1	0	0.39
1105	1	0	0.39
1106	1	0	0.39
1107	1	0	0.39
1108	1	0	0.39
1109	1	0	0.39
1110	1	0	0.39
1111	1	0	0.39
1112	1	0	0.39
1113	1	0	0.39
1114	1	0	0.39
1115	1	0	0.39
1116	1	0	0.39
1117	1	0	0.39
1118	1	0	0.39
1119	1	0	0.39
1120	1	0	0.39
1121	1	0	0.39
1122	1	0	0.39
1123	1	0	0.39
1124	1	0	0.39
1125	1	0	0.39
1126	1	0	0.39
1127	1	0	0.39
1128	1	0	0.39
1129	1	0	0.39
1130	1	0	0.39
1131	1	0	0.39
1132	1	0	0.39
1133	1	0	0.39
1134	1	0	0.39
1135	1	0	0.39
1136	1	0	0.39
1137	1	0	0.39
1138	1	0	0.39
1139	1	0	0.39
1140	1	0	0.39
1141	1	0	0.39
1142	1	0	0.39
1143	1	0	0.39
1144	1	0	0.39
1145	1	0	0.39
1146	1	0	0.39
1147	1	0	0.39
1148	1	0	0.39
1149	1	0	0.39
1150	1	0	0.39
1151	1	0	0.39
1152	1	0	0.39
1153	1	0	0.39
1154	1	0	0.39
1155	1	0	0.39
1156	1	0	0.39
1157	1	0	0.39
1158	1	0	0.39
1159	1	0	0.39
1160	1	0	0.39
1161	1	0	0.39
1162	1	0	0.39
1163	1	0	0.39
1164	1	0	0.39
1165	1	0	0.39
1166	1	0	0.39
1167	1	0	0.39
1168	1	0	0.39
1169	1	0	0.39
1170	1	0	0.39
1171	1	0	0.39
1172	1	0	0.39
1173	1	0	0.39
1174	1	0	0.39
1175	1	0	0.39
1176	1	0	0.39
1177	1	0	0.39
1178	1	0	0.39
1179	1	0	0.39
1180	1	0	0.39
1181	1	0	0.39
1182	1	0	0.39
1183	1	0	0.39
1184	1	0	0.39
1185	1	0	0.39
1186	1	0	0.39
1187	1	0	0.39
1188	1	0	0.39
1189	1	0	0.39
1190	1	0	0.39
1191	1	0	0.39
1192	1	0	0.39
1193	1	0	0.39
1194	1	0	0.39
1195	1	0	0.39
1196	1	0	0.39
1197	1	0	0.39
1198	1	0	0.39
1199	1	0	0.39
1200	1	0	0.39
1201	1	0	0.39
1202	1	0	0.39
1203	1	0	0.39
1204	1	0	0.39
1205	1	0	0.39
1206	1	0	0.39
1207	1	0	0.39
1208	1	0	0.39
1209	1	0	0.39
1210	1	0	0.39
1211	1	0	0.39
1212	1	0	0.39
1213	1	0	0.39
1214	1	0	0.39
1215	1	0	0.39
1216	1	0	0.39
1217	1	0	0.39
1218	1	0	0.39
1219	1	0	0.39
1220	1	0	0.39
1221	1	0	0.39
1222	1	0	0.39
1223	1	0	0.39
1224	1	0	0.39
1225	1	0	0.39
1226	1	0	0.39
1227	1	0	0.39
1228	1	0	0.39
1229	1	0	0.39
1230	1	0	0.39
1231	1	0	0.39
1232	1	0	0.39
1233	1	0	0.39
1234	1	0	0.39
1235	1	0	0.39
1236	1	0	0.39
1237	1	0	0.39
1238	1	0	0.39
1239	1	0	0.39
1240	1	0	0.39
1241	1	0	0.39
1242	1	0	0.39
1243	1	0	0.39
1244	1	0	0.39
1245	1	0	0.39
1246	1	0	0.39
1247	1	0	0.39
1248	1	0	0.39
1249	1	0	0.39
1250	1	0	0.39
1251	1	0	0.39
1252	1	0	0.39
1253	1	0	0.39
1254	1	0	0.39
1255	1	0	0.39
1256	1	0	0.39
1257	1	0	0.39
1258	1	0	0.39
1259	1	0	0.39
1260	1	0	0.39
1261	1	0	0.39
1262	1	0	0.39
1263	1	0	0.39
1264	1	0	0.39
1265	1	0	0.39
1266	1	0	0.39
1267	1	0	0.39
1268	1	0	0.39
1269	1	0	0.39
1270	1	0	0.39
1271	1	0	0.39
1272	1	0	0.39
1273	1	0	0.39
1274	1	0	0.39
1275	1	0	0.39
1276	1	0	0.39
1277	1	0	0.39
1278	1	0	0.39
1279	1	0	0.39
1280	1	0	0.39
1281	1	0	0.39
1282	1	0	0.39
1283	1	0	0.39
1284	1	0	0.39
1285	1	0	0.39
1286	1	0	0.39
1287	1	0	0.39
1288	1	0	0.39
1289	1	0	0.39
1290	1	0	0.39
1291	1	0	0.39
1292	1	0	0.39
1293	1	0	0.39
1294	1	0	0.39
1295	1	0	0.39
1296	1	0	0.39
1297	1	0	0.39
1298	1	0	0.39
1299	1	0	0.39
1300	1	0	0.39
1301	1	0	0.39
1302	1	0	0.39
1303	1	0	0.39
1304	1	0	0.39
1305	1	0	0.39
1306	1	0	0.39
1307	1	0	0.39
1308	1	0	0.39
1309	1	0	0.39
1310	1	0	0.39
1311	1	0	0.39
1312	1	0	0.39
1313	1	0	0.39
1314	1	0	0.39
1315	1	0	0.39
1316	1	0	0.39
1317	1	0	0.39
1318	1	0	0.39
1319	1	0	0.39
1320	1	0	0.39
1321	1	0	0.39
1322	1	0	0.39
1323	1	0	0.39
1324	1	0	0.39
1325	1	0	0.39
1326	1	0	0.39
1327	1	0	0.39
1328	1	0	0.39
1329	1	0	0.39
1330	1	0	0.39
1331	1	0	0.39
1332	1	0	0.39
1333	1	0	0.39
1334	1	0	0.39
1335	1	0	0.39
1336	1	0	0.39
1337	1	0	0.39
1338	1	0	0.39
1339	1	0	0.39
1340	1	0	0.39
1341	1	0	0.39
1342	1	0	0.39
1343	1	0	0.39
1344	1	0	0.39
1345	1	0	0.39
1346	1	0	0.39
1347	1	0	0.39
1348	1	0	0.39
1349	1	0	0.39
1350	1	0	0.39
1351	1	0	0.39
1352	1	0	0.39
1353	1	0	0.39
1354	1	0	0.39
1355	1	0	0.39
1356	1	0	0.39
1357	1	0	0.39
1358	1	0	0.39
1359	1	0	0.39
