SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0
77	0	0.58	0	0	0.42	0	1	0.17
78	0	0.001	0	0	1	0	4	0.087
79	0.17	0	0.83	0	0	0	2	0.47
80	0	0.3	0	0	0.7	0	4	0.087
81	1	0	0.0015	1.3e-05	0	0	0	0.61
82	0.77	0	0.23	0	0	0	0	0.61
83	0	0.57	3.6e-06	0	0.43	0	1	0.17
84	0.95	0	0.052	0	0	0	0	0.61
85	0.99	0	0.0032	0.0082	0	0	0	0.61
86	1	0	0.0003	2.2e-06	0	0	0	0.61
87	0.88	0	0.12	0	0	0	0	0.61
88	0	0.95	0	0	0.045	0	1	0.17
89	0	1	0	0	0.0029	0	1	0.17
90	1	0	0	0.0012	0	0	0	0.61
91	1	0	0.0023	6.8e-06	0	0	0	0.61
92	0	0.26	0	0	0.74	0	4	0.087
93	0.98	0	0.023	0.00022	0	0	0	0.61
94	0.86	0	0.14	0	0	0	0	0.61
95	0	0.074	0	0	0.93	0	4	0.087
96	0.91	0	0.085	0	0	0	0	0.61
97	1	0	0.0016	0	0	0	0	0.61
98	0	0.2	0	0	0.8	0	4	0.087
99	0.17	8.9e-06	0.83	0	0	0	2	0.47
100	0.32	0	0.68	0	0	0	2	0.47
101	1	0	0	0.00013	0	0	0	0.61
102	1	0	0	0	0	0	0	0.61
103	0	0.75	0	0	0.25	0	1	0.17
104	0	0.25	3.4e-05	0	0.75	0	4	0.087
105	0.86	0	0.14	0	0	0	0	0.61
106	0.92	0	0.079	0.00015	0	0	0	0.61
107	0.8	0	0.2	0	0	0	0	0.61
108	0.016	7e-05	0.98	0	0	0	2	0.47
109	0	0.31	0	0	0.69	0	4	0.087
110	0	0.26	0.74	0	0	0	2	0.47
111	0.92	0	0.084	0	0	0	0	0.61
112	0.85	0	0.15	8e-06	0	0	0	0.61
113	0.93	0	0.068	1.6e-06	0	0	0	0.61
114	1	0	0.00012	4.4e-05	0	0	0	0.61
115	1	0	0	2.4e-05	0	0	0	0.61
116	0.41	0	0	0.59	0	0	3	0.96
117	0.73	0	0.27	0	0	0	0	0.61
118	0.12	0	0.88	0	0	0	2	0.47
119	1	0	0.0024	0	0	0	0	0.61
120	0.64	0	3.7e-06	0.36	0	0	0	0.61
121	0.084	0	0.92	0	0	0	2	0.47
122	0.57	0	0.43	0	0	0	0	0.61
123	0	0	0	0	0	1	5	0
124	0.71	0	0.29	0	0	0	0	0.61
125	0	0.28	6.5e-05	0	0.72	0	4	0.087
126	1	0	0.00068	0.0011	0	0	0	0.61
127	0	1	0	1.6e-06	0	0	1	0.17
128	0	1	0	0	0	0	1	0.17
129	0	0	0	0	0	1	5	0
130	0	1	0	0	0.0037	0	1	0.17
131	0.97	0	0.03	1.4e-05	0	0	0	0.61
132	0.99	0	0.0073	0	0	0	0	0.61
133	6.9e-06	0.19	0.00018	0	0.81	0	4	0.087
134	1	0	0.0039	0	0	0	0	0.61
135	0	0.96	0	0	0.043	0	1	0.17
136	0.93	0	0.067	2.6e-05	0	0	0	0.61
137	0.98	0	0.022	0.0002	0	0	0	0.61
138	0.0047	0	0	1	0	0	3	0.96
139	0	0.99	0	0	0.008	0	1	0.17
140	9.8e-06	0.93	0.0019	0	0.066	0	1	0.17
141	0	0.054	0	0	0.95	0	4	0.087
142	0	0	0	0	0.0014	1	5	0
143	0.96	0	0.045	0	0	0	0	0.61
144	0	0	0	0	2.1e-05	1	5	0
145	0.94	0	0.056	0	0	0	0	0.61
146	0.38	0	0.62	0	0	0	2	0.47
147	0.0049	0	1	0	0	0	2	0.47
148	0.74	0	0.26	0	0	0	0	0.61
149	0.86	0	0.14	0	0	0	0	0.61
150	0.97	0	0.00091	0.031	0	0	0	0.61
151	0.66	0	0.34	0	0	0	0	0.61
152	0.31	0	0.69	0	0	0	2	0.47
153	0.53	0	0.47	0	0	0	0	0.61
154	0	0.0011	0	0	0.053	0.95	5	0
155	0.061	0	1.2e-06	0.94	0	0	3	0.96
156	0	0.48	0	0	0.52	0	4	0.087
157	0	0.97	0	0	0.029	0	1	0.17
158	0	0.3	0	0	0.7	0	4	0.087
159	0.81	0	0.19	0	0	0	0	0.61
160	0.38	0	0.62	0	0	0	2	0.47
161	0.97	0	0.029	0	0	0	0	0.61
162	0	0.7	0	0	0.3	0	1	0.17
163	0.075	0	0.93	0	0	0	2	0.47
164	0.98	0	0.016	0	0	0	0	0.61
165	0.26	8.2e-06	0.74	0	0	0	2	0.47
166	0	0.99	0	0	0.0053	0	1	0.17
167	1	0	0.0048	0	0	0	0	0.61
168	0	0.94	2.5e-05	0	0.056	0	1	0.17
169	0	0.0084	0	0	0.99	0	4	0.087
170	0	0.076	0	0	0.92	0	4	0.087
171	0	0.86	0	0	0.14	0	1	0.17
172	0.93	0	0.072	0	0	0	0	0.61
173	0.96	0	0.039	0.0015	0	0	0	0.61
174	0.0092	0	0.99	0	0	0	2	0.47
175	0.06	0	0.94	0	0	0	2	0.47
176	0.94	0	0.064	0	0	0	0	0.61
177	0.02	0	0.98	0	0	0	2	0.47
178	0.11	0	0.89	0	0	0	2	0.47
179	0.28	0	0.72	0	0	0	2	0.47
180	0.36	0	0.64	0	0	0	2	0.47
181	0.57	0	0.43	0	0	0	0	0.61
182	0	1	0.00023	0	0.0016	0	1	0.17
183	0.93	0	0.068	0	0	0	0	0.61
184	0	0.037	0	0	0.96	0	4	0.087
185	0.33	0	0.67	0	0	0	2	0.47
186	1	0	2.8e-05	0	0	0	0	0.61
187	0	1	0	0	0.0033	0	1	0.17
188	0.57	0	0.43	0	0	0	0	0.61
189	0	0.55	0	0	0.45	0	1	0.17
190	0	0.96	3.2e-06	0	0.042	0	1	0.17
191	0.99	0	0.0065	0.001	0	0	0	0.61
192	0.94	0	0.0033	0.054	0	0	0	0.61
193	0.83	2.4e-05	0.17	1.9e-05	0	0	0	0.61
194	0.91	0	0.085	2.8e-05	0	0	0	0.61
195	0.56	0	0	0.44	0	0	0	0.61
196	0.012	0	0.99	0	0	0	2	0.47
197	0.28	0	0.72	0	0	0	2	0.47
198	1	0	0	1.6e-05	0	0	0	0.61
199	0.79	0	0.21	0	0	0	0	0.61
200	1	0	0.0031	3.6e-06	0	0	0	0.61
201	0.97	0	0.017	0.009	0	0	0	0.61
202	0.81	0.00011	0.19	2e-05	0	0	0	0.61
203	0.88	0	0.12	0	0	0	0	0.61
204	0.81	0	0	0.19	0	0	0	0.61
205	0	0	0	0	0	1	5	0
206	0.98	0	0.017	0.0023	0	0	0	0.61
207	0.89	1.6e-05	0.11	0.00015	0	0	0	0.61
208	1	0	0.0035	0	0	0	0	0.61
209	0.93	0	0.069	0	0	0	0	0.61
210	0.97	0	0.034	1.8e-05	0	0	0	0.61
211	0.99	0	0	0.0075	0	0	0	0.61
212	1	0	0.003	0	0	0	0	0.61
213	1	0	0	0	0	0	0	0.61
214	1	0	0.0038	5.8e-05	0	0	0	0.61
215	0	0	0	0	1	0	4	0.087
216	0.98	0	0.016	0.0058	0	0	0	0.61
217	0	2.5e-05	0	0	1	0	4	0.087
218	0.00041	0.004	1	0	0	0	2	0.47
219	0	0.0027	0	0	0.08	0.92	5	0
220	0.99	0	0.0066	0	0	0	0	0.61
221	0.62	0	0.38	0	0	0	0	0.61
222	1	0	0.0045	0	0	0	0	0.61
223	0.94	0	0.058	0.00017	0	0	0	0.61
224	0.99	0	0.0061	0.00023	0	0	0	0.61
225	1	0	0	0.00067	0	0	0	0.61
226	0.91	4.9e-05	0.084	0.0011	0	0	0	0.61
227	1	0	0.0013	5.1e-06	0	0	0	0.61
228	0.98	0	0	0.019	0	0	0	0.61
229	1	0	0	2.1e-06	0	0	0	0.61
230	0.98	0	0.016	0.0028	0	0	0	0.61
231	0.81	0.00017	0.19	2.7e-05	0	0	0	0.61
232	0.92	0	0.085	0	0	0	0	0.61
233	0.95	0	7e-05	0.045	0	0	0	0.61
234	1	0	0.0021	3.9e-06	0	0	0	0.61
235	0.99	0	0.014	2.7e-05	0	0	0	0.61
236	0.044	0	0.96	0	0	0	2	0.47
237	0.94	0	0.061	0	0	0	0	0.61
238	1	0	0.0026	0	0	0	0	0.61
239	0	0	0	0	4.7e-05	1	5	0
240	0.92	0	0.08	0	0	0	0	0.61
241	0	0.00088	0	0	0.047	0.95	5	0
242	0	1e-05	0	0	1	0	4	0.087
243	1	0	0.0006	0	0	0	0	0.61
244	0.91	0	0.086	0	0	0	0	0.61
245	0.98	0	0.017	0.00043	0	0	0	0.61
246	0.88	0	0.12	1.5e-06	0	0	0	0.61
247	1.4e-05	0	1	0	0	0	2	0.47
248	0.99	0	0.0013	0.012	0	0	0	0.61
249	0.99	0	0.0049	0.0002	0	0	0	0.61
250	1	0	0	0	0	0	0	0.61
251	0	0	0	0	1	0	4	0.087
252	0.92	0	0.079	0	0	0	0	0.61
253	0.84	0	0	0.16	0	0	0	0.61
254	0.82	0	0.18	2.9e-06	0	0	0	0.61
255	5.2e-05	0.98	0.015	0	0.00036	0	1	0.17
256	0	0.94	0.055	0	0	0	1	0.17
257	0	4.4e-05	0	0	1	0	4	0.087
258	0.99	0	0.011	0	0	0	0	0.61
259	0.68	0.0096	0.31	0.00041	0.00032	0	0	0.61
260	0.16	0	0.84	0	0	0	2	0.47
261	4.6e-06	0.026	5e-05	0	0.22	0.75	5	0
262	0	5.2e-06	0	0	1	0	4	0.087
263	0.95	0	0.054	0	0	0	0	0.61
264	0	4e-06	0	0	0.0034	1	5	0
265	0	0.0039	0	0	1	0	4	0.087
266	0.99	0	0.0073	0	0	0	0	0.61
267	0.31	0	0.69	0	0	0	2	0.47
268	0.89	0	0.11	0.00045	0	0	0	0.61
269	0	1.6e-05	0	0	0.0069	0.99	5	0
270	0.92	0	0.081	9.7e-05	0	0	0	0.61
271	0	0	0	0	0	1	5	0
272	0.89	0	0.11	0	0	0	0	0.61
273	0.96	0	0.036	0	0	0	0	0.61
274	1	0	5.9e-05	0	0	0	0	0.61
275	0.91	0	0.09	1.9e-05	0	0	0	0.61
276	0.058	0.0025	0.94	0	0	0	2	0.47
277	0.66	0	0.34	0	0	0	0	0.61
278	0.74	0	0.26	0	0	0	0	0.61
279	0.96	0	0.044	0.00094	0	0	0	0.61
280	0.7	0	0.3	0	0	0	0	0.61
281	0.96	0	0.043	0.00024	0	0	0	0.61
282	0.69	0	0.31	0	0	0	0	0.61
283	0.8	0	0.2	0	0	0	0	0.61
284	0.99	0	0.0044	0.00083	0	0	0	0.61
285	0.98	0	0	0.021	0	0	0	0.61
286	0.98	0	0.015	0	0	0	0	0.61
287	0.78	9.5e-05	0.22	9.5e-06	0	0	0	0.61
288	1	0	0	1.4e-05	0	0	0	0.61
289	0	0	0	0	0.0013	1	5	0
290	0.99	0	0.013	0.0017	0	0	0	0.61
291	0.96	0	0.037	0.0012	0	0	0	0.61
292	0.49	0.0019	0.51	0	0	0	2	0.47
293	1	0	0	0.0021	0	0	0	0.61
294	0.13	4.8e-05	0.87	0	0	0	2	0.47
295	0	0	0	1	0	0	3	0.96
296	0.87	0	0	0.13	0	0	0	0.61
297	0.97	0	0.033	0.00025	0	0	0	0.61
298	1	0	0	7e-05	0	0	0	0.61
299	0.98	0	1.3e-06	0.019	0	0	0	0.61
300	1	0	0.0011	3.6e-05	0	0	0	0.61
301	1	0	0.00019	0	0	0	0	0.61
302	0.97	0	0.025	0	0	0	0	0.61
303	0.97	0	0.031	6.8e-05	0	0	0	0.61
304	1	0	0.00016	0	0	0	0	0.61
305	0	1	0	0	0	0	1	0.17
306	0	0.82	0	0.18	0.00054	0	1	0.17
307	0	0.0045	0	1	0	0	3	0.96
308	0	1	0	0.00049	0	0	1	0.17
309	0	1	0	8.5e-05	0	0	1	0.17
310	0	0	0	1	0	0	3	0.96
311	0	1	0	0	0	0	1	0.17
312	0	1	0	0	0	0	1	0.17
313	0	1	0	0	0	0	1	0.17
314	0	1	0	0	0	0	1	0.17
315	0.8	0	0.2	0.00018	0	0	0	0.61
316	0.00088	0	1	0	0	0	2	0.47
317	0.87	0	0.13	3.5e-06	0	0	0	0.61
318	1	0	0.0021	0	0	0	0	0.61
319	0.99	0	0.012	3.6e-06	0	0	0	0.61
320	1	0	0.00034	0	0	0	0	0.61
321	1	0	0.00037	0	0	0	0	0.61
322	0.75	0	0.25	0	0	0	0	0.61
323	0.95	0	0.054	6.8e-05	0	0	0	0.61
324	1	0	7.1e-06	0	0	0	0	0.61
325	0.92	0	0.079	0	0	0	0	0.61
326	1	0	0.00062	0	0	0	0	0.61
327	0.96	0	0.042	3.9e-05	0	0	0	0.61
328	1	0	0.0044	0	0	0	0	0.61
329	0.99	0	0.013	1.5e-05	0	0	0	0.61
330	1	0	0.0033	0	0	0	0	0.61
331	0.97	0	0.031	0	0	0	0	0.61
332	1	0	5.9e-05	0	0	0	0	0.61
333	0.88	0	0.12	2.3e-05	0	0	0	0.61
334	0.99	0	0	0.0074	0	0	0	0.61
335	1	0	0	0	0	0	0	0.61
336	0.88	0	0.12	0.00037	0	0	0	0.61
337	0.99	0	0.014	0	0	0	0	0.61
338	0.96	0	0.038	4.7e-05	0	0	0	0.61
339	0.9	5.2e-05	0	0	0.0038	0.097	0	0.61
340	1	0	0	0	0	0	0	0.61
341	0.99	0	0.012	0	0	0	0	0.61
342	1	0	0	0	0	0	0	0.61
343	0	0	0	0	0	1	5	0
344	0.4	0	0.6	0	0	0	2	0.47
345	0.92	0	0.079	6.6e-05	0	0	0	0.61
346	0.98	0	0.02	0	0	0	0	0.61
347	0.84	0	0.16	0.00061	0	0	0	0.61
348	0.86	0	0.14	0.00054	0	0	0	0.61
349	1	0	9.2e-05	0	0	0	0	0.61
350	0.79	0	0.21	9.5e-06	0	0	0	0.61
351	1	0	0.0039	0	0	0	0	0.61
352	0.1	0	0.9	0.0002	0	0	2	0.47
353	1	0	0.00022	0	0	0	0	0.61
354	1	0	1.3e-05	0	0	0	0	0.61
355	1	0	3.1e-06	0	0	0	0	0.61
356	1	0	0.00077	0	0	0	0	0.61
357	0.98	0	0.017	3.4e-05	0	0	0	0.61
358	0.97	0	0.029	0	0	0	0	0.61
359	0.37	0	0.63	1.4e-05	0	0	2	0.47
360	0.9	0	0.1	0	0	0	0	0.61
361	0.61	0	0.39	3.2e-05	0	0	0	0.61
362	0	0.037	0	0	0.96	0	4	0.087
363	0.99	0	0.0053	0	0	0	0	0.61
364	1	0	0	0.0033	0	0	0	0.61
365	1	0	0.0027	0	0	0	0	0.61
366	0.11	0	0.88	0.011	0	0	2	0.47
367	0.99	0	0.014	0	0	0	0	0.61
368	0.99	0	0.0065	0	0	0	0	0.61
369	0.92	0	0.083	0	0	0	0	0.61
370	0.0062	0.082	0.28	0.63	9.4e-06	0	3	0.96
371	0.32	0	0.67	0.011	0	0	2	0.47
372	0.38	8.4e-05	0.57	0.057	0	0	2	0.47
373	1	0	1.5e-06	0.00047	0	0	0	0.61
374	0.96	0	0.038	0	0	0	0	0.61
375	1	0	0.0018	0	0	0	0	0.61
376	0.18	0	0.81	0.012	0	0	2	0.47
377	0.016	0	0.98	0	0	0	2	0.47
378	0.43	0	0.54	0.024	0	0	2	0.47
379	0.87	0	0.13	5.2e-06	0	0	0	0.61
380	0.22	0.00014	0.68	0.1	0	0	2	0.47
381	0.99	0	0.007	0	0	0	0	0.61
382	1	0	0	0	0	0	0	0.61
383	0.39	0	0.61	4.6e-05	0	0	2	0.47
384	1	0	0.0019	0	0	0	0	0.61
385	1	0	0	0	0	0	0	0.61
386	1	0	0.0038	0	0	0	0	0.61
387	1	0	0.0045	0	0	0	0	0.61
388	1	0	0.00062	0	0	0	0	0.61
389	0.9	0	0	0	5.6e-06	0.097	0	0.61
390	1	0	0	0	0	0	0	0.61
391	0.9	0	0.1	6.2e-05	0	0	0	0.61
392	0.87	0	0	0.13	0	0	0	0.61
393	0.98	0	0.023	0	0	0	0	0.61
394	1	0	0.00012	0	0	0	0	0.61
395	0.97	0	0.025	2.6e-05	0	0	0	0.61
396	1	0	2.6e-05	0.00016	0	0	0	0.61
397	0.99	0	0.011	0	0	0	0	0.61
398	0.8	0	0.2	0	0	0	0	0.61
399	0.12	0	0.88	0.0014	0	0	2	0.47
400	0.98	0	0.019	0	0	0	0	0.61
401	0.94	0	0.058	0	0	0	0	0.61
402	0.95	0	0.052	0.00014	0	0	0	0.61
403	0.92	0	0.076	0.00068	0	0	0	0.61
404	0.67	0	0.33	0.00095	0	0	0	0.61
405	0.97	0	0.025	0	0	0	0	0.61
406	0	0	0	0	1	0	4	0.087
407	0	0	0	0	1	0	4	0.087
408	0	0.0043	0	0	1	0	4	0.087
409	0.9	0	0	0	0	0.097	0	0.61
410	0.9	0	0	0	0	0.097	0	0.61
411	0.9	3.8e-06	0	0	0.001	0.097	0	0.61
412	0	0	0	0	1	0	4	0.087
413	0.011	0	0.99	0.0027	0	0	2	0.47
414	0.061	0	0.93	0.0056	0	0	2	0.47
415	0.9	0.00024	0	0	0.008	0.097	0	0.61
416	0.96	0	0.035	7.8e-06	0	0	0	0.61
417	0.97	0	0.026	0	0	0	0	0.61
418	0	0	0	0	1	0	4	0.087
419	0.78	0	0.22	5.6e-05	0	0	0	0.61
420	0.63	0	0.37	1.4e-06	0	0	0	0.61
421	0	4e-06	0	0	1	0	4	0.087
422	1	0	0.00016	0	0	0	0	0.61
423	0.0093	0	0.92	0.073	0	0	2	0.47
424	0.94	0	0.063	5.2e-05	0	0	0	0.61
425	0.84	0	0.16	0.00016	0	0	0	0.61
426	1	0	0	0.00015	0	0	0	0.61
427	0.99	0	0.0057	0.00028	0	0	0	0.61
428	0.39	0	0.61	0	0	0	2	0.47
429	0.36	0.0027	0.64	0	0	0	2	0.47
430	0.96	0	0.017	0.02	0	0	0	0.61
431	0.96	0	0.039	0	0	0	0	0.61
432	0.56	0.031	0.41	8e-05	0.0013	0	0	0.61
433	0.96	0	0.039	5.9e-06	0	0	0	0.61
434	1	0	0.00046	0	0	0	0	0.61
435	0.49	0	0.51	0	0	0	2	0.47
436	1	0	5.6e-06	5.1e-06	0	0	0	0.61
437	0.93	0	0.009	0.063	0	0	0	0.61
438	0.69	0	0.31	0	0	0	0	0.61
439	0	0.9	0	0.1	0	0	1	0.17
440	0	1	0	2.1e-06	0	0	1	0.17
441	0.61	0	0.0017	0.39	0	0	0	0.61
442	0.62	0	0.38	0	0	0	0	0.61
443	0	1.7e-06	0	0	1	0	4	0.087
444	0	0.00033	0	0	1	0	4	0.087
445	0.99	0	0.0077	0.0011	0	0	0	0.61
446	1	0	1.9e-05	0.00043	0	0	0	0.61
447	0.0009	0	1	0	0	0	2	0.47
448	0.0042	0.68	0.033	0	0.29	0	1	0.17
449	0.95	0	0.048	0	0	0	0	0.61
450	0.013	0	0.93	0.059	0	0	2	0.47
451	0.051	0	0.95	0	0	0	2	0.47
452	1	0	0	0.0009	0	0	0	0.61
453	0.84	0	0.16	0	0	0	0	0.61
454	0	0	0	0	0.00075	1	5	0
455	0.99	0	0.0022	0.0067	0	0	0	0.61
456	0.99	0	0.014	2.1e-06	0	0	0	0.61
457	0.96	0	0.0026	0.037	0	0	0	0.61
458	1	0	8.2e-05	3.2e-06	0	0	0	0.61
459	0.88	0	0.12	0	0	0	0	0.61
460	0.56	0.00022	0.44	2.3e-06	0	0	0	0.61
461	0.99	0	0.0052	0.0013	0	0	0	0.61
462	0	0.1	0	0	0.9	0	4	0.087
463	0.9	0	0.1	0	0	0	0	0.61
464	0.79	7.6e-06	0.21	6.8e-05	0	0	0	0.61
465	0.26	0.19	0.54	1.1e-06	0.0075	0	2	0.47
466	0.98	0	0.018	2.1e-05	0	0	0	0.61
467	0.98	0	4.7e-06	0.015	0	0	0	0.61
468	0	0	0	0	0.00098	1	5	0
469	0.94	0	0.064	0	0	0	0	0.61
470	1	0	1.5e-06	0	0	0	0	0.61
471	0.94	0	0.032	0.026	0	0	0	0.61
472	0	0	0	0	1	0	4	0.087
473	0.99	0	0.013	4.3e-05	0	0	0	0.61
474	0.96	0	0.041	0.00066	0	0	0	0.61
475	0.12	0	0.88	0	0	0	2	0.47
476	0.98	0	0.017	0	0	0	0	0.61
477	0.44	0	0.56	0	0	0	2	0.47
478	0.56	0	0.44	0	0	0	0	0.61
479	0.98	0	0	0.02	0	0	0	0.61
480	0.97	0	0.028	0.0049	0	0	0	0.61
481	1	0	1.1e-05	1.3e-06	0	0	0	0.61
482	1	0	0.004	0.00048	0	0	0	0.61
483	0	0.34	0	7.2e-06	0.66	0	4	0.087
484	0.92	0	0.084	0	0	0	0	0.61
485	0.97	0	0.0082	0.019	0	0	0	0.61
486	0.99	0	0	0.0058	0	0	0	0.61
487	0.00057	0	1	0	0	0	2	0.47
488	0.91	0	0.093	0	0	0	0	0.61
489	0.76	5.4e-05	0.24	3.4e-06	0	0	0	0.61
490	0.97	0	0.025	0	0	0	0	0.61
491	0.96	0	0.042	0	0	0	0	0.61
492	0.97	0	0.029	0.00011	0	0	0	0.61
493	0.74	0	0.26	0.0019	0	0	0	0.61
494	0.99	0	0.011	0	0	0	0	0.61
495	0.99	0	0.0081	0	0	0	0	0.61
496	1	0	0	0	0	0	0	0.61
497	0.95	0	0.045	0	0	0	0	0.61
498	0.38	0	0.62	5.8e-05	0	0	2	0.47
499	0	2.7e-05	0	0	0.0087	0.99	5	0
500	1	0	0.0014	1.7e-05	0	0	0	0.61
501	0.82	1.1e-05	0.18	8.4e-06	0	0	0	0.61
502	0.73	0	0	0.27	0	0	0	0.61
503	1	0	0.00052	5.4e-05	0	0	0	0.61
504	0.87	0	0.13	1.3e-06	0	0	0	0.61
505	0.9	0	0.0029	0.098	0	0	0	0.61
506	0	0	0	0	7.5e-05	1	5	0
507	1	0	0.0014	0.00014	0	0	0	0.61
508	1	0	0	2.2e-06	0	0	0	0.61
509	0.89	5.2e-06	0.11	9.5e-05	0	0	0	0.61
510	0.00053	0	1	0	0	0	2	0.47
511	1	0	0	0	0	0	0	0.61
512	0.87	0.00048	0.12	0.00052	0	0	0	0.61
513	0	0.00038	0	0	1	0	4	0.087
514	1	0	0.004	0	0	0	0	0.61
515	0.97	0	0.027	0	0	0	0	0.61
516	0.048	0.0086	0.94	0	0	0	2	0.47
517	0.93	0	0.0072	0.067	0	0	0	0.61
518	1	0	0.0021	0	0	0	0	0.61
519	0.98	0	0.022	0	0	0	0	0.61
520	0.99	0	0.012	0.00014	0	0	0	0.61
521	1	0	0.0043	0	0	0	0	0.61
522	1	0	0.0031	0	0	0	0	0.61
523	2e-05	0	1	0	0	0	2	0.47
524	0.014	0.18	0.81	0	0	0	2	0.47
525	1	0	0.0016	0	0	0	0	0.61
526	0.98	0	0	0.017	0	0	0	0.61
527	1	0	0.00028	0	0	0	0	0.61
528	1	0	0	0	0	0	0	0.61
529	0.99	0	0.0074	0.0038	0	0	0	0.61
530	0	2.7e-06	0	0	0.0028	1	5	0
531	0.98	0	1.4e-05	0.017	0	0	0	0.61
532	0.96	0	0.04	0	0	0	0	0.61
533	1	0	0.00045	0	0	0	0	0.61
534	0.99	0	0.0058	0	0	0	0	0.61
535	0.99	0	0.0061	0	0	0	0	0.61
536	0.46	0	0.54	0	0	0	2	0.47
537	1	0	0	0.00015	0	0	0	0.61
538	0.029	0	0.97	0	0	0	2	0.47
539	1.1e-05	0	1	0	0	0	2	0.47
540	0.46	0	0	0.54	0	0	3	0.96
541	0.91	0	0.093	0	0	0	0	0.61
542	0.41	0	0.59	0	0	0	2	0.47
543	1	0	0.00032	0.002	0	0	0	0.61
544	0	0.0038	0	0	0.094	0.9	5	0
545	0.99	0	0.0051	4.2e-05	0	0	0	0.61
546	1	0	0.0043	0	0	0	0	0.61
547	0.00059	0	1	0	0	0	2	0.47
548	0.8	0	0.2	1e-06	0	0	0	0.61
549	0.99	0	0.0072	0	0	0	0	0.61
550	0	0	0	1	0	0	3	0.96
