SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
78	0	0	0	0	0.031	0.97	0	5	0.13
79	0.55	0.34	0	0	0	0	0.11	0	0.54
80	0	0	0	0	0.0089	0.99	0	5	0.13
81	0.024	0.97	0.0075	0	0	0	1.3e-06	1	0.61
82	0.38	0.62	0	0	0	0	0.00028	1	0.61
83	0	0	0	0	0.0069	0.99	0.00027	5	0.13
84	0.17	0.83	0	0	0	0	8.7e-05	1	0.61
85	0.023	0.87	0.11	0	0	0	1.4e-05	1	0.61
86	0.013	0.98	0.006	0	0	0	0	1	0.61
87	0.18	0.82	8.6e-06	0	0	0	0.002	1	0.61
88	0	0	0	0	0	1	0	5	0.13
89	0	0	0	0	0	1	0	5	0.13
90	0	0.025	0.98	0	0	0	0	2	0.83
91	0.029	0.97	0.0048	0	0	0	2.7e-06	1	0.61
92	0	0	0	0	0	1	0	5	0.13
93	0.064	0.92	0.01	0	0	0	0.00054	1	0.61
94	0.23	0.77	0	0	0	0	0.00095	1	0.61
95	0	0	0	0	0.14	0.86	0	5	0.13
96	0.18	0.82	1.2e-06	0	0	0	0.00049	1	0.61
97	0.043	0.96	2.3e-06	0	0	0	0	1	0.61
98	0	0	0	0	0.00023	1	0	5	0.13
99	0.18	0.18	0	0	0	0	0.64	6	0.39
100	0.44	0.48	0	0	0	0	0.083	1	0.61
101	0	1	0.0011	0	0	0	0	1	0.61
102	0.00097	1	0.0025	0	0	0	0	1	0.61
103	0	0	0	0	1.6e-06	1	0	5	0.13
104	1.3e-06	0	0	0	0.18	0.82	0.00078	5	0.13
105	0.19	0.81	7.4e-06	0	0	0	0.0027	1	0.61
106	0.1	0.88	0.0053	0	0	0	0.0067	1	0.61
107	0.35	0.65	0	0	0	0	0.00017	1	0.61
108	0.024	0.0062	0	0	0	0	0.97	6	0.39
109	0	0	0	0	1.2e-06	1	0	5	0.13
110	0	0	0	0	0	0	1	6	0.39
111	0.2	0.8	0	0	0	0	0.00024	1	0.61
112	0.15	0.84	0.001	0	0	0	0.018	1	0.61
113	0.078	0.91	0.00032	0	0	0	0.0098	1	0.61
114	0.0082	0.96	0.033	0	0	0	0	1	0.61
115	0.0007	0.83	0.17	0	0	0	0	1	0.61
116	3.7e-05	0.039	0.96	0	0	0	0	2	0.83
117	0.29	0.71	0	0	0	0	0.0054	1	0.61
118	0.38	0.23	0	0	0	0	0.39	6	0.39
119	0.057	0.94	0	0	0	0	0	1	0.61
120	0.00017	0.097	0.9	0	0	0	0	2	0.83
121	0.88	0.12	0	0	0	0	0.0008	0	0.54
122	0.38	0.61	0	0	0	0	0.011	1	0.61
123	0	0	0	1	0	0	0	3	0
124	0.21	0.76	0	0	0	0	0.028	1	0.61
125	2.7e-06	0	0	0	0.16	0.84	0.0013	5	0.13
126	0.014	0.91	0.078	0	0	0	0	1	0.61
127	0	0	1	0	0	8.4e-06	0	2	0.83
128	0	0	1	0	0	7.5e-05	0	2	0.83
129	0	0	0	1	0.00024	0	0	3	0
130	0	0	0	0	0	1	2.8e-05	5	0.13
131	0.078	0.92	0.0026	0	0	0	0.0006	1	0.61
132	0.12	0.88	0	0	0	0	0	1	0.61
133	1.2e-05	7.3e-06	0	0	0.42	0.58	0.0016	5	0.13
134	0.069	0.93	0	0	0	0	0	1	0.61
135	0	0	0	0	1.5e-05	1	0.00026	5	0.13
136	0.1	0.89	0.0025	0	0	0	0.0036	1	0.61
137	0.063	0.93	0.01	0	0	0	0.00046	1	0.61
138	0	0.0013	1	0	0	0	0	2	0.83
139	0	0	0	0	0	1	0	5	0.13
140	8.2e-05	1.6e-05	0	0	0.00028	0.95	0.054	5	0.13
141	0	0	0	0	0.028	0.97	0	5	0.13
142	0	0	0	0.97	0.029	3.8e-05	0	3	0
143	0.15	0.85	1.1e-06	0	0	0	0.00011	1	0.61
144	0	0	0	1	0.0037	0	0	3	0
145	0.23	0.77	0	0	0	0	1.7e-05	1	0.61
146	0.57	0.43	0	0	0	0	0.0053	0	0.54
147	0.51	0.03	0	0	0	0	0.46	0	0.54
148	0.46	0.54	0	0	0	0	0.0001	1	0.61
149	0.31	0.69	0	0	0	0	0.00015	1	0.61
150	0.0087	0.84	0.15	0	0	0	5.5e-06	1	0.61
151	0.21	0.7	0.00014	0	0	0	0.087	1	0.61
152	0.3	0.42	0	0	0	0	0.28	1	0.61
153	0.24	0.59	4.1e-05	0	0	0	0.18	1	0.61
154	0	0	0	0.84	0.15	0.0085	0	3	0
155	9.1e-05	0.034	0.97	0	0	0	0	2	0.83
156	0	0	0	0	0.0099	0.99	8.2e-05	5	0.13
157	0	0	0	0	0	1	0	5	0.13
158	0	0	0	0	0.0058	0.99	0	5	0.13
159	0.18	0.8	0.0001	0	0	0	0.016	1	0.61
160	0.62	0.38	0	0	0	0	0.0015	0	0.54
161	0.098	0.9	5.9e-05	0	0	0	0.00015	1	0.61
162	0	0	0	0	0.0011	1	5.3e-05	5	0.13
163	0.75	0.2	0	0	0	0	0.053	0	0.54
164	0.1	0.9	0	0	0	0	1e-05	1	0.61
165	0.21	0.29	2.2e-06	0	0	0	0.5	6	0.39
166	0	0	0	0	0	1	0	5	0.13
167	0.042	0.96	0.0012	0	0	0	8.5e-06	1	0.61
168	0	0	0	0	7.1e-05	1	0.0033	5	0.13
169	0	0	0	0	0.11	0.89	0	5	0.13
170	0	0	0	0	0.019	0.98	0	5	0.13
171	0	0	0	0	0	1	0	5	0.13
172	0.34	0.66	0	0	0	0	3.7e-06	1	0.61
173	0.073	0.9	0.021	0	0	0	0.0021	1	0.61
174	0.13	0.017	0	0	0	0	0.85	6	0.39
175	0.71	0.18	0	0	0	0	0.11	0	0.54
176	0.13	0.87	5.7e-05	0	0	0	0.00092	1	0.61
177	0.059	0.015	0	0	0	0	0.93	6	0.39
178	0.74	0.23	0	0	0	0	0.029	0	0.54
179	0.36	0.42	0	0	0	0	0.23	1	0.61
180	0.33	0.49	0	0	0	0	0.18	1	0.61
181	0.54	0.46	0	0	0	0	0.00039	0	0.54
182	5.4e-06	0	0	0	0	0.89	0.11	5	0.13
183	0.27	0.73	0	0	0	0	1.6e-05	1	0.61
184	0	0	0	0	0.0033	1	0	5	0.13
185	0.54	0.44	0	0	0	0	0.017	0	0.54
186	0.007	0.99	0.00015	0	0	0	0	1	0.61
187	0	0	0	0	0	1	0	5	0.13
188	0.45	0.54	0	0	0	0	0.0025	1	0.61
189	0	0	0	0	0.00062	1	0	5	0.13
190	0	0	0	0	2.4e-05	1	0.0014	5	0.13
191	0.025	0.96	0.017	0	0	0	0.0002	1	0.61
192	0.015	0.85	0.13	0	0	0	9.9e-05	1	0.61
193	0.094	0.79	0.0007	0	0	0	0.11	1	0.61
194	0.076	0.9	0.0012	0	0	0	0.026	1	0.61
195	0	0.36	0.64	0	0	0	0	2	0.83
196	0.027	0.0061	0	0	0	0	0.97	6	0.39
197	0.48	0.46	0	0	0	0	0.058	0	0.54
198	0	0.99	0.0059	0	0	0	0	1	0.61
199	0.19	0.8	0	0	0	0	0.012	1	0.61
200	0.023	0.98	0.0015	0	0	0	1.7e-05	1	0.61
201	0.033	0.93	0.035	0	0	0	0.0022	1	0.61
202	0.095	0.75	0.00064	0	0	3.9e-06	0.15	1	0.61
203	0.1	0.87	9.5e-05	0	0	0	0.023	1	0.61
204	0	0.64	0.36	0	0	0	0	1	0.61
205	0	0	0	1	0.00027	0	0	3	0
206	0.035	0.95	0.018	0	0	0	0.0017	1	0.61
207	0.078	0.86	0.0023	0	0	0	0.062	1	0.61
208	0.038	0.96	2.3e-06	0	0	0	2.3e-06	1	0.61
209	0.08	0.91	0.00024	0	0	0	0.0092	1	0.61
210	0.055	0.94	0.0014	0	0	0	0.0033	1	0.61
211	0	0.97	0.032	0	0	0	0	1	0.61
212	0.034	0.97	4e-06	0	0	0	0	1	0.61
213	0	1	0.00026	0	0	0	0	1	0.61
214	0.022	0.97	0.0052	0	0	0	4.1e-05	1	0.61
215	0	0	0	0	1	7.4e-06	0	4	0.043
216	0.033	0.94	0.029	0	0	0	0.0019	1	0.61
217	0	0	0	0	1	0.00025	0	4	0.043
218	0.00019	9.9e-06	0	0	0	0	1	6	0.39
219	0	0	0	0.8	0.18	0.016	0	3	0
220	0.05	0.95	0	0	0	0	6.7e-06	1	0.61
221	0.15	0.62	9.3e-06	0	0	0	0.23	1	0.61
222	0.047	0.95	0	0	0	0	0	1	0.61
223	0.062	0.92	0.0033	0	0	0	0.015	1	0.61
224	0.025	0.97	0.0087	0	0	0	0.00014	1	0.61
225	0	1	0.00072	0	0	0	0	1	0.61
226	0.066	0.88	0.007	0	0	3.5e-06	0.047	1	0.61
227	0.016	0.98	0.0024	0	0	0	2.8e-06	1	0.61
228	0	0.91	0.087	0	0	0	0	1	0.61
229	0	1	0.00036	0	0	0	0	1	0.61
230	0.034	0.94	0.02	0	0	0	0.0016	1	0.61
231	0.093	0.75	0.00075	0	0	7.7e-06	0.16	1	0.61
232	0.11	0.88	4.6e-06	0	0	0	0.0037	1	0.61
233	0.0024	0.65	0.35	0	0	0	0	1	0.61
234	0.019	0.98	0.0018	0	0	0	7.3e-06	1	0.61
235	0.038	0.96	0.0023	0	0	0	0.00055	1	0.61
236	0.6	0.16	0	0	0	0	0.23	0	0.54
237	0.099	0.9	5.9e-06	0	0	0	0.0018	1	0.61
238	0.044	0.96	0	0	0	0	0	1	0.61
239	0	0	0	0.99	0.0054	0	0	3	0
240	0.24	0.76	0	0	0	0	3.2e-05	1	0.61
241	0	0	0	0.85	0.14	0.007	0	3	0
242	0	0	0	0	1	4.7e-05	0	4	0.043
243	0.037	0.96	0	0	0	0	0	1	0.61
244	0.11	0.89	9e-06	0	0	0	0.0048	1	0.61
245	0.037	0.95	0.0081	0	0	0	0.0013	1	0.61
246	0.095	0.87	0.00025	0	0	0	0.032	1	0.61
247	0.00081	3.1e-06	0	0	0	0	1	6	0.39
248	0.011	0.9	0.093	0	0	0	9.9e-06	1	0.61
249	0.023	0.97	0.0087	0	0	0	8.4e-05	1	0.61
250	0	1	0.00051	0	0	0	0	1	0.61
251	0	0	0	0	1	0	0	4	0.043
252	0.1	0.89	1.4e-05	0	0	0	0.0046	1	0.61
253	0	0.071	0.93	0	0	0	0	2	0.83
254	0.1	0.8	0.00028	0	0	0	0.095	1	0.61
255	0.00034	7e-05	0	0	0	0.12	0.88	6	0.39
256	0	0	0	0	0	0	1	6	0.39
257	0	0	0	0	1	0.00031	0	4	0.043
258	0.081	0.92	6.2e-06	0	0	0	9.4e-06	1	0.61
259	0.15	0.65	0.004	0	2.4e-06	0.0031	0.19	1	0.61
260	0.24	0.22	0	0	0	0	0.54	6	0.39
261	4.1e-06	4e-06	0	0.65	0.27	0.081	0.00024	3	0
262	0	0	0	0	1	3.9e-05	0	4	0.043
263	0.11	0.89	0	0	0	0	0.00061	1	0.61
264	0	0	0	0.96	0.043	0.00014	0	3	0
265	0	0	0	0	0.98	0.016	0	4	0.043
266	0.05	0.95	0.00078	0	0	0	1.8e-05	1	0.61
267	0.42	0.47	0	0	0	0	0.11	1	0.61
268	0.11	0.86	0.0078	0	0	0	0.017	1	0.61
269	0	0	0	0.94	0.061	0.00039	0	3	0
270	0.11	0.88	0.0043	0	0	0	0.0067	1	0.61
271	0	0	0	1	9.4e-05	0	0	3	0
272	0.24	0.76	0	0	0	0	0.0003	1	0.61
273	0.089	0.91	1.8e-06	0	0	0	0.00037	1	0.61
274	0.0054	0.99	0.00067	0	0	0	0	1	0.61
275	0.12	0.87	0.0019	0	0	0	0.0064	1	0.61
276	0.047	0.028	0	0	0	1.7e-05	0.93	6	0.39
277	0.24	0.73	0	0	0	0	0.035	1	0.61
278	0.15	0.76	1.3e-05	0	0	0	0.094	1	0.61
279	0.053	0.93	0.0084	0	0	0	0.011	1	0.61
280	0.18	0.75	2e-06	0	0	0	0.074	1	0.61
281	0.055	0.93	0.0044	0	0	0	0.0087	1	0.61
282	0.27	0.72	0	0	0	0	0.0089	1	0.61
283	0.18	0.81	0	0	0	0	0.012	1	0.61
284	0.021	0.96	0.018	0	0	0	8.5e-05	1	0.61
285	0	1	0.0015	0	0	0	0	1	0.61
286	0.079	0.92	0	0	0	0	1.9e-05	1	0.61
287	0.099	0.72	0.00042	0	0	2.9e-06	0.18	1	0.61
288	0	0.99	0.0086	0	0	0	0	1	0.61
289	0	0	0	0.97	0.027	3.2e-05	0	3	0
290	0.032	0.95	0.018	0	0	0	0.00092	1	0.61
291	0.049	0.93	0.01	0	0	0	0.008	1	0.61
292	0.085	0.31	1.6e-05	0	0	4.7e-05	0.6	6	0.39
293	0	1	5.3e-05	0	0	0	0	1	0.61
294	0.042	0.05	0	0	0	0	0.91	6	0.39
295	0	0.17	0.83	0	0	0	0	2	0.83
296	0	1	0.0038	0	0	0	0	1	0.61
297	0.049	0.94	0.0049	0	0	0	0.0048	1	0.61
298	0	1	0.0021	0	0	0	0	1	0.61
299	1e-05	0.97	0.033	0	0	0	0	1	0.61
300	0.014	0.98	0.0065	0	0	0	2.6e-06	1	0.61
301	0.013	0.99	2.3e-06	0	0	0	0	1	0.61
302	0.057	0.94	0.00016	0	0	0	0.00079	1	0.61
303	0.067	0.93	0	0	0	0	0.0028	1	0.61
304	0.036	0.96	0	0	0	0	0	1	0.61
305	0	0	1	0	0	0	0	2	0.83
306	0	0	0.93	0	0	0.041	0.032	2	0.83
307	0	0	0.95	0	0	0	0.05	2	0.83
308	0	0	1	0	0	0	0	2	0.83
309	0	0	1	0	0	0	0	2	0.83
310	0	0	0	0	0	0	1	6	0.39
311	0	0	1	0	0	0	0	2	0.83
312	0	0	0.99	0	0	0.0072	0	2	0.83
313	0	0	0.99	0	0	0.01	0	2	0.83
314	0	0	1	0	0	0.0027	0	2	0.83
315	0.22	0.77	0	0	0	0	0.015	1	0.61
316	0.077	0.0021	0	0	0	0	0.92	6	0.39
317	0.24	0.76	0	0	0	0	0.0013	1	0.61
318	0.045	0.95	0	0	0	0	0	1	0.61
319	0.048	0.95	0	0	0	0	0.00034	1	0.61
320	0.02	0.98	0	0	0	0	0	1	0.61
321	0.03	0.97	0	0	0	0	0	1	0.61
322	0.31	0.69	0	0	0	0	0.0023	1	0.61
323	0.098	0.9	0	0	0	0	0.0039	1	0.61
324	0.0038	1	0	0	0	0	0	1	0.61
325	0.32	0.68	0	0	0	0	1.7e-05	1	0.61
326	0.022	0.98	0	0	0	0	0	1	0.61
327	0.088	0.91	0	0	0	0	0.0025	1	0.61
328	0.053	0.95	0	0	0	0	3.8e-06	1	0.61
329	0.044	0.96	0	0	0	0	0.00077	1	0.61
330	0.12	0.88	0	0	0	0	0	1	0.61
331	0.11	0.89	0	0	0	0	0.00021	1	0.61
332	0.0072	0.99	0	0	0	0	0	1	0.61
333	0.18	0.81	0	0	0	0	0.0034	1	0.61
334	0	1	0.0013	0	0	0	0	1	0.61
335	0	1	0	0	0	0	0	1	0.61
336	0.14	0.84	0	0	0	0	0.016	1	0.61
337	0.24	0.76	0	0	0	0	0	1	0.61
338	0.081	0.92	0	0	0	0	0.0026	1	0.61
339	0	0.89	2.5e-06	0.097	0.015	0.00055	0	1	0.61
340	0	1	0	0	0	0	0	1	0.61
341	0.058	0.94	0	0	0	0	0.00012	1	0.61
342	0	1	0	0	0	0	0	1	0.61
343	0	0	0	1	6.7e-06	0	0	3	0
344	0.57	0.43	0	0	0	0	0.0033	0	0.54
345	0.13	0.87	0	0	0	0	0.0048	1	0.61
346	0.088	0.91	0	0	0	0	0.00012	1	0.61
347	0.16	0.81	0	0	0	0	0.024	1	0.61
348	0.15	0.83	0	0	0	0	0.021	1	0.61
349	0.012	0.99	0	0	0	0	0	1	0.61
350	0.28	0.71	0	0	0	0	0.003	1	0.61
351	0.069	0.93	0	0	0	0	0	1	0.61
352	0.65	0.23	0	0	0	0	0.11	0	0.54
353	0.012	0.99	0	0	0	0	0	1	0.61
354	0.0082	0.99	0	0	0	0	0	1	0.61
355	0.004	1	0	0	0	0	0	1	0.61
356	0.027	0.97	0	0	0	0	0	1	0.61
357	0.048	0.95	0	0	0	0	0.0014	1	0.61
358	0.1	0.89	0	0	0	0	0.00022	1	0.61
359	0.57	0.42	0	0	0	0	0.01	0	0.54
360	0.27	0.73	0	0	0	0	0.00015	1	0.61
361	0.39	0.6	0	0	0	0	0.0095	1	0.61
362	0	0	0.00029	0	0.0033	1	0	5	0.13
363	0.037	0.96	0	0	0	0	4.6e-05	1	0.61
364	0	0.96	0.036	0	0	0	0	1	0.61
365	0.033	0.97	0	0	0	0	5.1e-06	1	0.61
366	0.27	0.15	0	0	0	0	0.58	6	0.39
367	0.093	0.91	0	0	0	0	2.1e-05	1	0.61
368	0.042	0.96	0	0	0	0	5.2e-05	1	0.61
369	0.21	0.79	0	0	0	0	0.00034	1	0.61
370	0.0062	0.0023	0.083	0	0	0.0014	0.91	6	0.39
371	0.27	0.37	0	0	0	0	0.36	1	0.61
372	0.15	0.31	0.00063	0	0	0	0.54	6	0.39
373	0.00073	0.82	0.18	0	0	0	0	1	0.61
374	0.15	0.85	0	0	0	0	9.9e-05	1	0.61
375	0.047	0.95	0	0	0	0	0	1	0.61
376	0.27	0.23	0	0	0	0	0.5	6	0.39
377	0.96	0.037	0	0	0	0	0.0013	0	0.54
378	0.2	0.42	4.2e-05	0	0	0	0.38	1	0.61
379	0.22	0.78	0	0	0	0	0.0016	1	0.61
380	0.11	0.15	0.001	0	0	0	0.73	6	0.39
381	0.11	0.89	0	0	0	0	0	1	0.61
382	0	1	0	0	0	0	0	1	0.61
383	0.52	0.46	0	0	0	0	0.019	0	0.54
384	0.061	0.94	0	0	0	0	0	1	0.61
385	0	1	0	0	0	0	0	1	0.61
386	0.031	0.97	0	0	0	0	3e-05	1	0.61
387	0.03	0.97	0	0	0	0	6.8e-05	1	0.61
388	0.016	0.98	0	0	0	0	0	1	0.61
389	0	0.9	0	0.098	0.0006	0	0	1	0.61
390	0	1	1.6e-06	0	0	0	0	1	0.61
391	0.079	0.87	0.0016	0	0	0	0.046	1	0.61
392	0	0.62	0.38	0	0	0	0	1	0.61
393	0.072	0.93	4e-06	0	0	0	0.00018	1	0.61
394	0.0072	0.99	0.00071	0	0	0	0	1	0.61
395	0.048	0.95	0.0018	0	0	0	0.0019	1	0.61
396	0.0028	0.95	0.046	0	0	0	0	1	0.61
397	0.049	0.95	1.6e-05	0	0	0	5.3e-05	1	0.61
398	0.13	0.81	2.3e-05	0	0	0	0.052	1	0.61
399	0.48	0.24	0	0	0	0	0.28	0	0.54
400	0.1	0.9	0	0	0	0	4.5e-05	1	0.61
401	0.32	0.68	0	0	0	0	4e-06	1	0.61
402	0.089	0.91	0	0	0	0	0.0056	1	0.61
403	0.097	0.89	1.1e-06	0	0	0	0.016	1	0.61
404	0.26	0.69	0	0	0	0	0.053	1	0.61
405	0.1	0.9	0	0	0	0	0.00014	1	0.61
406	0	0	0	0	1	0.00025	0	4	0.043
407	0	0	0	0	1	0	0	4	0.043
408	0	0	2e-05	0	0.98	0.018	0	4	0.043
409	0	0.9	0	0.098	0.00026	0	0	1	0.61
410	0	0.9	0	0.098	2.7e-06	0	0	1	0.61
411	0	0.89	0	0.097	0.0078	7.9e-05	0	1	0.61
412	0	0	0	0	1	0	0	4	0.043
413	0.24	0.027	0	0	0	0	0.73	6	0.39
414	0.3	0.11	0	0	0	0	0.59	6	0.39
415	0	0.88	1.7e-05	0.096	0.021	0.0017	0	1	0.61
416	0.092	0.91	0	0	0	0	0.00096	1	0.61
417	0.13	0.87	0	0	0	0	4.8e-05	1	0.61
418	0	0	0	0	1	0	0	4	0.043
419	0.26	0.74	0	0	0	0	0.0085	1	0.61
420	0.47	0.53	0	0	0	0	0.0016	1	0.61
421	0	0	0	0	1	4.5e-05	0	4	0.043
422	0.0097	0.99	0	0	0	0	0	1	0.61
423	0.036	0.0057	0	0	0	0	0.96	6	0.39
424	0.11	0.88	0	0	0	0	0.0037	1	0.61
425	0.19	0.8	0	0	0	0	0.012	1	0.61
426	0	0.98	0.02	0	0	0	0	1	0.61
427	0.025	0.97	0.0098	0	0	0	0.00013	1	0.61
428	0.25	0.5	0	0	0	0	0.25	1	0.61
429	0.066	0.18	2.7e-06	0	0	3.8e-05	0.75	6	0.39
430	0.045	0.86	0.092	0	0	0	0.00054	1	0.61
431	0.12	0.88	1.5e-05	0	0	0	0.00019	1	0.61
432	0.15	0.52	0.0014	0	1.1e-05	0.011	0.32	1	0.61
433	0.089	0.91	0.0015	0	0	0	0.00092	1	0.61
434	0.018	0.98	0.0011	0	0	0	0	1	0.61
435	0.53	0.47	0	0	0	0	0.002	0	0.54
436	0.0025	0.96	0.037	0	0	0	0	1	0.61
437	0.031	0.79	0.18	0	0	0	0.00017	1	0.61
438	0.21	0.73	8.5e-05	0	0	0	0.056	1	0.61
439	0	0	1	0	0	4.8e-05	6.1e-05	2	0.83
440	0	0	1	0	0	1.1e-05	0	2	0.83
441	0.011	0.48	0.51	0	0	0	1.1e-05	2	0.83
442	0.28	0.68	4.4e-06	0	0	0	0.041	1	0.61
443	0	0	0	0	1	0.002	0	4	0.043
444	0	0	0	0	0.87	0.13	0	4	0.043
445	0.026	0.96	0.017	0	0	0	0.0003	1	0.61
446	0.0023	0.92	0.08	0	0	0	0	1	0.61
447	0.011	0.00042	0	0	0	0	0.99	6	0.39
448	0.0045	0.0048	0	0	0.018	0.84	0.14	5	0.13
449	0.15	0.85	1.1e-06	0	0	0	0.00013	1	0.61
450	0.039	0.0087	0	0	0	0	0.95	6	0.39
451	0.85	0.13	0	0	0	0	0.017	0	0.54
452	8.4e-05	0.28	0.72	0	0	0	0	2	0.83
453	0.49	0.51	0	0	0	0	5.3e-06	1	0.61
454	0	0	0	0.98	0.021	1.4e-05	0	3	0
455	0.02	0.87	0.11	0	0	0	6.6e-06	1	0.61
456	0.062	0.94	0.0014	0	0	0	9.6e-05	1	0.61
457	0.018	0.77	0.21	0	0	0	1.1e-05	1	0.61
458	0.0077	0.98	0.011	0	0	0	0	1	0.61
459	0.18	0.81	5.5e-06	0	0	0	0.0017	1	0.61
460	0.19	0.57	0.00027	0	0	9.3e-06	0.24	1	0.61
461	0.033	0.93	0.041	0	0	0	3.1e-05	1	0.61
462	0	0	0	0	0.0008	1	0	5	0.13
463	0.21	0.79	0	0	0	0	0.00045	1	0.61
464	0.15	0.79	0.0023	0	0	0	0.058	1	0.61
465	0.1	0.21	6.8e-05	0	3.6e-05	0.059	0.63	6	0.39
466	0.063	0.93	0.0038	0	0	0	0.00021	1	0.61
467	0.00066	0.36	0.64	0	0	0	0	2	0.83
468	0	0	0	0.98	0.024	2.1e-05	0	3	0
469	0.13	0.87	3.7e-05	0	0	0	0.00078	1	0.61
470	0.0027	1	1.1e-05	0	0	0	0	1	0.61
471	0.058	0.86	0.083	0	0	0	0.0021	1	0.61
472	0	0	0	0	1	7.8e-05	0	4	0.043
473	0.053	0.94	0.0061	0	0	0	0.00012	1	0.61
474	0.077	0.91	0.014	0	0	0	0.0021	1	0.61
475	0.68	0.26	0	0	0	0	0.056	0	0.54
