SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
23	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
24	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.039	0.0061	0	0	5.2e-05	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
25	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0017	3.1e-05	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0.22	0	0
27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
28	0.19	0	0.007	0.19	0.19	0.19	0	0	0	0	0	0.085	0.12	0	0	0.001	0	0	0	0.013	0	0.58	0.61	0.5	0.46	0.15
29	0.065	0	0	0.065	0.065	0.065	0	0	0	0	0	0.74	0.0023	0	0	2.5e-05	0	0	0	2.4e-05	11	0.58	0.61	0.67	0.46	0.15
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0.22	0	0	0
31	0.12	0	0	0.12	0.12	0.12	0	0	0	0	0	0.48	0.018	0	0	0.012	0	0	0	0.003	11	0.58	0.61	0.67	0.46	0.15
32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.58	0.61	0.5	0.58	0.15
33	0.2	0	0	0.2	0.2	0.2	0	0	0	0	0	0.2	0.0021	0	0	3.4e-05	0	0	0	1.3e-06	0	0.58	0.61	0.5	0.46	0.15
34	0.17	0	0	0.17	0.17	0.17	0	0	0	0	0	0.3	1e-05	0	0	3.4e-05	0	0	0	0	11	0.58	0.61	0.67	0.46	0.15
35	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	2.5e-05	0.017	0	0	0.0036	0	0	0	9.2e-06	0	0.58	0.61	0.5	0.46	0.15
36	0	0	0	0	0	0	0	0	0	0	0.41	0.59	0	0	0	0	0	0	0	0	11	0.58	0.61	0.67	0.46	0.15
37	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	3.1e-05	0.0016	0	0	2.4e-05	0	0	0	6.2e-05	0	0.58	0.61	0.5	0.46	0.15
38	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
39	0	0	0	0	0	0	1	0	0	0	0	0	0	6e-06	0	0	0	0	0	0	6	0	0	0	0.46	0.15
40	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	8.5e-05	0.00017	0	0	0.001	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
41	0.23	0	0	0.23	0.23	0.23	0	0	0	0	0	0.069	0.028	0	0	0.00018	0	0	0	1.1e-05	0	0.58	0.61	0.5	0.46	0.15
42	0	5.5e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
43	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
44	0.23	0	0	0.23	0.23	0.23	0	0	0	0	0	0.0013	0.044	0	0	0.023	0	0	0	5.2e-05	0	0.58	0.61	0.5	0.46	0.15
45	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0.26	0
47	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
48	0	2e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
49	0.14	0	0	0.14	0.14	0.14	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	16	1	1	0.89	0.52	0.15
50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
51	0	0	0.038	0	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
52	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
53	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0085	0.0012	0	0	1.5e-06	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
54	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
55	0.23	0	0	0.23	0.23	0.23	0	0	0	0	0	0.0081	0.013	0	0	0.002	0	0	0	0.063	0	0.58	0.61	0.5	0.46	0.15
56	0.11	0	0	0.11	0.11	0.11	0	0	0	0	0	0.55	0.018	0	0	3.6e-05	0	0	0	0.0081	11	0.58	0.61	0.67	0.46	0.15
57	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	1e-05	0.0064	0	0	0.00082	0	0	0	0.0002	0	0.58	0.61	0.5	0.46	0.15
58	0.1	0	0	0.1	0.1	0.1	0	0	0	0	0	0.00032	0.00045	0	0	0.0012	0	0	0	0.58	19	0.58	0.61	0.5	0.46	0.31
59	0.22	0	0.00013	0.22	0.22	0.22	0	0	0	0	0	0.0053	0.079	0	0	0.0014	0	0	0	0.019	0	0.58	0.61	0.5	0.46	0.15
60	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
61	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.0017	0.028	0	0	0.0081	0.013	0	0	0	0	0.58	0.61	0.5	0.46	0.15
62	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.00011	0.0015	0	0	9.6e-05	0	0	0	0.0021	0	0.58	0.61	0.5	0.46	0.15
63	0.18	0	0	0.18	0.18	0.18	0	0	0	0	0	0.28	0.012	0	0	0.0023	0	0	0	0	11	0.58	0.61	0.67	0.46	0.15
64	0.009	0	0	0.009	0.009	0.009	0	0	0	0	0	0.96	0.00017	0	0	1.7e-05	0	0	0	0.0027	11	0.58	0.61	0.67	0.46	0.15
65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0.22	0	0
66	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.0027	0.012	0	0	0.0079	0.00046	0	0	0	0	0.58	0.61	0.5	0.46	0.15
67	0.2	0	0	0.2	0.2	0.2	0	0	0	0	0	0.00046	0.18	0	0	0.017	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
69	0.19	0	3.1e-05	0.19	0.19	0.19	0	0	0	0	0	0.002	0.17	0	0	0.042	5.5e-05	0	0	0.012	0	0.58	0.61	0.5	0.46	0.15
70	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	3.9e-05	0.015	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
71	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0024	0.0017	0	0	0.0012	0	0	0	7.1e-05	0	0.58	0.61	0.5	0.46	0.15
72	0	0	0.19	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
73	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.047	0.043	0.056	0.41	0.12
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	1	1	0.89	0.52	0.15
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0.22	0	0	0
76	0.067	0	0	0.067	0.067	0.067	0	0	0	0	0	1.2e-05	0.00064	0	0	0.73	0	0	0	0.00026	15	0.77	0.61	0.5	0.46	0.15
77	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0056	2.1e-05	0	0	2e-05	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
78	0.19	0	0	0.19	0.19	0.19	0	0	0	0	0	0.01	0.0015	0	0	0.24	0	0	0	7.9e-05	15	0.77	0.61	0.5	0.46	0.15
79	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.00026	0.00035	0	0	3.9e-05	0	0	0	1.2e-06	0	0.58	0.61	0.5	0.46	0.15
80	0	0	0.089	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
81	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.047	0.043	0.056	0.41	0.12
82	0	0	0.013	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
83	0	0.002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
84	0.22	0	0	0.22	0.22	0.22	0	0	0	0	0	0.12	0.0098	0	0	0.0085	0	0	0	0.0022	0	0.58	0.61	0.5	0.46	0.15
85	0.058	0	0	0.058	0.058	0.058	0	0	0	0	0	0.68	0.086	0	0	0.00014	0	0	0	0	11	0.58	0.61	0.67	0.46	0.15
86	0.15	0	7.5e-05	0.15	0.15	0.15	0	0	0	0	0	0.27	0.056	0	0	0.051	0	0	0	0.014	11	0.58	0.61	0.67	0.46	0.15
87	0.18	0	0	0.18	0.18	0.18	0	0	0	0	0	0.27	0.016	0	0	0.00014	0	0	0	2.1e-05	11	0.58	0.61	0.67	0.46	0.15
88	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.00012	2.3e-05	0	0	4.2e-06	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
89	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0021	7.3e-05	0	0	0.0029	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
90	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0.19	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
91	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.003	0	12	0.58	0.61	0.5	0.58	0.15
92	0	0	0.083	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
93	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
94	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0001	0.00081	0	0	7.7e-05	0	0	0	1.2e-06	0	0.58	0.61	0.5	0.46	0.15
95	0.12	0	0	0.12	0.12	0.12	0	0	0	0	0	0.49	0.003	0	0	0.0033	0	0	0	0.0035	11	0.58	0.61	0.67	0.46	0.15
96	0.13	0	0	0.13	0.13	0.13	0	0	0	0	0	0.44	0.0069	0	0	0.036	0	0	0	0.00086	11	0.58	0.61	0.67	0.46	0.15
97	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0023	0.00044	0	0	0.00057	0	0	0	3.8e-05	0	0.58	0.61	0.5	0.46	0.15
98	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.0024	0.00082	0	0	3.4e-05	0	0	0	1.7e-06	0	0.58	0.61	0.5	0.46	0.15
99	0.2	0	0.0054	0.2	0.2	0.2	0	0	0	0	0	0.019	0.049	0	0	0.086	5.4e-06	0	0	0.022	0	0.58	0.61	0.5	0.46	0.15
100	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.00024	0.0039	0	0	0.00052	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.77	0.61	0.5	0.46	0.15
102	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.58	0.61	0.5	0.58	0.15
103	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.58	0.61	0.5	0.46	0.31
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0.26	0
106	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
107	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
108	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.016	0.014	0	0	0.0029	0	0	0	0.012	0	0.58	0.61	0.5	0.46	0.15
109	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
110	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0.58	0.61	0.5	0.46	0.15
111	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
112	0	0	0.093	0	0	0	0.91	0	0	0	0	0	0	6.9e-05	0	0	0	0	0	0	6	0	0	0	0.46	0.15
113	0.23	0	0	0.23	0.23	0.23	0	0	0	0	0	0	0.00033	0	0	0.072	0	0	0	4.8e-05	0	0.58	0.61	0.5	0.46	0.15
114	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.00013	0.01	0	0	0.039	0	0	0	5.7e-05	0	0.58	0.61	0.5	0.46	0.15
115	0	0	0.034	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
116	0	0	0.016	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
117	0.2	0	0	0.2	0.2	0.2	0	0	0	0	0	0	0.002	0	0	0.19	0	0	0	0.00014	0	0.58	0.61	0.5	0.46	0.15
118	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	9e-06	0.00025	0	0	3.3e-06	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
119	0.22	0	1.4e-05	0.22	0.22	0.22	0	0	0	0	0	0.0014	0.022	0	0	0.004	0	0	0	0.11	0	0.58	0.61	0.5	0.46	0.15
120	0.19	0	4e-05	0.19	0.19	0.19	0	0	0	0	0	9.7e-05	0.17	0	0	0.014	0	0	0	0.046	0	0.58	0.61	0.5	0.46	0.15
121	0.044	0	0	0.044	0.044	0.044	0	0	0	0	0	1.6e-05	0.0023	0	0	0.82	0	0	0	0	15	0.77	0.61	0.5	0.46	0.15
122	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.00028	0.0053	0	0	0.0048	0	0	0	0.00031	0	0.58	0.61	0.5	0.46	0.15
123	0	0	0	0	0	0	1	0	0	0	0	0	0	1e-05	0	0	0	0	0	0	6	0	0	0	0.46	0.15
124	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.02	0	0	0	0.0018	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0.22	0	0	0
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0.26	0
127	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0.32	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0.22	0	0	0
129	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0.22	0	0	0
131	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
132	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.047	0.043	0.056	0.41	0.12
133	0.18	0	0	0.18	0.18	0.18	0	0	0	0	0	0.28	2.1e-05	0	0	0	0	0	0	0	11	0.58	0.61	0.67	0.46	0.15
134	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	1.6e-06	0.013	0	0	0.0015	0	0	0	1.2e-06	0	0.58	0.61	0.5	0.46	0.15
135	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.001	0.028	0	0	0.0041	0	0	0	9.9e-05	0	0.58	0.61	0.5	0.46	0.15
136	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0.22	0	0
137	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
138	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0.0018	0	0	0.00031	0	0	0	2e-06	0	0.58	0.61	0.5	0.46	0.15
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.61	0	0.46	0.15
140	0	0	0	0	0	0	1	0	0	0	0	0	0	4.3e-05	0	0	0	0	0	0	6	0	0	0	0.46	0.15
141	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	7e-06	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
142	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	9.4e-06	0.00091	0	0	0.0005	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0.26	0
144	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
145	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
146	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
147	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.00043	7.3e-06	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
148	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0.22	0	0
149	0	0	0	0	0	0	0	0	0	0	0	5.9e-05	0	0	0	0	1	0	0	0	16	1	1	0.89	0.52	0.15
150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
151	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
152	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
153	0.22	0	0	0.22	0.22	0.22	0	0	0	0	0	0.034	0.071	0	0	0.0028	2.3e-06	0	0	0.00019	0	0.58	0.61	0.5	0.46	0.15
154	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
155	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.58	0.61	0.5	0.88	0.34
156	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.093	0.043	0.056	0.051	0.05
157	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0.22	0	0
159	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
160	0	0	0	0	0	0	1	0	0	0	0	0	0	9.5e-06	0	0	0	0	0	0	6	0	0	0	0.46	0.15
161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	1	1	0.89	0.52	0.15
162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0.26	0
163	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.58	0.54	0.5	0	0
165	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.58	0.61	0.5	0.88	0.34
166	0	0	1	0	0	0	0	0	0	0	0	0	5.1e-05	0	0	0	0	0	0	0	2	0.58	0.61	0.5	0.88	0.34
167	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.047	0.043	0.056	0.41	0.12
168	0	0	1	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	2	0.58	0.61	0.5	0.88	0.34
169	0	0	1	0	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	2	0.58	0.61	0.5	0.88	0.34
170	0.11	0	6.6e-06	0.11	0.11	0.11	0	0	0	0	0	0.0023	0.083	0	0	7e-05	0	0	0	0.48	19	0.58	0.61	0.5	0.46	0.31
171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0.033	0	0	14	0	0.22	0	0	0
172	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.0078	0.0051	0	0	0.018	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
173	0.07	0	0.00012	0.07	0.07	0.07	0	0	0	0	0	0.23	0.49	0	0	0.001	0	0	0	0.00064	12	0.58	0.61	0.5	0.58	0.15
174	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	6	0	0	0	0.46	0.15
175	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	2.6e-05	0.0058	0	0	0.0016	0	0	0	7.6e-05	0	0.58	0.61	0.5	0.46	0.15
176	0.013	0	0	0.013	0.013	0.013	0	0	0	0	0	0.95	1.9e-05	0	0	6.3e-05	0	0	0	0.0001	11	0.58	0.61	0.67	0.46	0.15
177	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0.22	0	0
178	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0	0.041	0	0	0.00011	0	0	0	0.0047	0	0.58	0.61	0.5	0.46	0.15
179	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
180	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.61	0	0.46	0.15
182	0.14	0	0	0.14	0.14	0.14	0	0	0	0	0	0.22	0.011	0	0	0.2	0	0	0	0.00054	11	0.58	0.61	0.67	0.46	0.15
183	0.24	1.5e-05	0	0.24	0.24	0.24	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
184	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	4.6e-05	1.9e-05	0	0	1.3e-06	0	0	0	4.1e-05	0	0.58	0.61	0.5	0.46	0.15
185	0.12	0	0.0041	0.12	0.12	0.12	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.46	0.15
186	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0.00013	1e-05	0	0	0	0	0	0	1.1e-05	0	0.58	0.61	0.5	0.46	0.15
187	0.24	0	0	0.24	0.24	0.24	0	0	0	0	0	0.00012	0.027	0	0	0.0008	0	0	0	0	0	0.58	0.61	0.5	0.46	0.15
188	0.23	0	0	0.23	0.23	0.23	0	0	0	0	0	0.0098	0.00032	0	0	0.067	0	0	0	6.6e-06	0	0.58	0.61	0.5	0.46	0.15
