SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
168	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
169	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
170	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
171	0	0	1	0	2	0.047	0.087	0	0	0.05
172	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
173	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
174	0	1	0	0	1	0	0	0.056	0.26	0.067
175	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
176	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
177	0	1	0	0	1	0	0	0.056	0.26	0.067
178	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
179	0	1	0	0	1	0	0	0.056	0.26	0.067
180	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
181	0	0	1	0	2	0.047	0.087	0	0	0.05
182	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
183	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
184	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
185	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
186	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
187	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
188	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
189	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
190	0	0	1	0	2	0.047	0.087	0	0	0.05
191	0	1	0	0	1	0	0	0.056	0.26	0.067
192	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
193	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
194	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
195	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
196	0	0	1	0	2	0.047	0.087	0	0	0.05
197	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
198	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
199	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
200	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
201	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
202	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
203	0	1	0	0	1	0	0	0.056	0.26	0.067
204	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
205	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
206	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
207	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
208	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
209	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
210	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
211	0	1	0	0	1	0	0	0.056	0.26	0.067
212	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
213	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
214	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
215	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
216	0	1	0	0	1	0	0	0.056	0.26	0.067
217	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
218	0	0	0	1	3	0.42	0.39	0.5	0	0
219	0	1	0	0	1	0	0	0.056	0.26	0.067
220	0	0	1	0	2	0.047	0.087	0	0	0.05
221	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
222	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
223	0	0	1	0	2	0.047	0.087	0	0	0.05
224	0	0	0	1	3	0.42	0.39	0.5	0	0
225	0	0	1	0	2	0.047	0.087	0	0	0.05
226	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
227	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
228	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
229	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
230	0	0	0	1	3	0.42	0.39	0.5	0	0
231	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
232	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
233	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
234	0	0	0	1	3	0.42	0.39	0.5	0	0
235	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
236	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
237	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
238	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
239	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
240	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
241	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
242	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
243	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
244	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
245	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
246	5e-06	1	0	0	1	0	0	0.056	0.26	0.067
247	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
248	0	0	0	1	3	0.42	0.39	0.5	0	0
249	0	1	0	0	1	0	0	0.056	0.26	0.067
250	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
251	0	0	1	0	2	0.047	0.087	0	0	0.05
252	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
253	0	1	0	0	1	0	0	0.056	0.26	0.067
254	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
255	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
256	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
257	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
258	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
259	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
260	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
261	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
262	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
263	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
264	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
265	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
266	0	0	1	0	2	0.047	0.087	0	0	0.05
267	0	0	0	1	3	0.42	0.39	0.5	0	0
268	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
269	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
270	0	0	0	1	3	0.42	0.39	0.5	0	0
271	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
272	0	0	1	0	2	0.047	0.087	0	0	0.05
273	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
274	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
275	0	0	1	0	2	0.047	0.087	0	0	0.05
276	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
277	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
278	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
279	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
280	0	1	0	0	1	0	0	0.056	0.26	0.067
281	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
282	0	0	1	0	2	0.047	0.087	0	0	0.05
283	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
284	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
285	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
286	0	1	0	0	1	0	0	0.056	0.26	0.067
287	0	1	0	0	1	0	0	0.056	0.26	0.067
288	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
289	0	1	0	0	1	0	0	0.056	0.26	0.067
290	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
291	0	1	0	0	1	0	0	0.056	0.26	0.067
292	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
293	0	1	0	0	1	0	0	0.056	0.26	0.067
294	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
295	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
296	0	1	0	0	1	0	0	0.056	0.26	0.067
297	0	0	1	0	2	0.047	0.087	0	0	0.05
298	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
299	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
300	0	0	1	0	2	0.047	0.087	0	0	0.05
301	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
302	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
303	0	0	0	1	3	0.42	0.39	0.5	0	0
304	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
305	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
306	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
307	0	0	0	1	3	0.42	0.39	0.5	0	0
308	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
309	0	0	1	0	2	0.047	0.087	0	0	0.05
310	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
311	0	0	1	0	2	0.047	0.087	0	0	0.05
312	0	1	0	0	1	0	0	0.056	0.26	0.067
313	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
314	0	1	0	0	1	0	0	0.056	0.26	0.067
315	0	0	1	0	2	0.047	0.087	0	0	0.05
316	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
317	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
318	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
319	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
320	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
321	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
322	0	1	0	0	1	0	0	0.056	0.26	0.067
323	0	1	0	0	1	0	0	0.056	0.26	0.067
324	0	1	0	0	1	0	0	0.056	0.26	0.067
325	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
326	0	0	0	1	3	0.42	0.39	0.5	0	0
327	0	0	1	0	2	0.047	0.087	0	0	0.05
328	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
329	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
330	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
331	0	1	0	0	1	0	0	0.056	0.26	0.067
332	0	1	0	0	1	0	0	0.056	0.26	0.067
333	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
334	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
335	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
336	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
337	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
338	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
339	0	0	0	1	3	0.42	0.39	0.5	0	0
340	0	0	1	0	2	0.047	0.087	0	0	0.05
341	0	0	1	0	2	0.047	0.087	0	0	0.05
342	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
343	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
344	0	1	0	0	1	0	0	0.056	0.26	0.067
345	0	1	0	0	1	0	0	0.056	0.26	0.067
346	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
347	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
348	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
349	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
350	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
351	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
352	0	0	0	1	3	0.42	0.39	0.5	0	0
353	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
354	0	1	0	0	1	0	0	0.056	0.26	0.067
355	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
356	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
357	0	1	0	0	1	0	0	0.056	0.26	0.067
358	0	0	0	1	3	0.42	0.39	0.5	0	0
359	0	0	1	0	2	0.047	0.087	0	0	0.05
360	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
361	0	1	0	0	1	0	0	0.056	0.26	0.067
362	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
363	0	1	0	0	1	0	0	0.056	0.26	0.067
364	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
365	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
366	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
367	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
368	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
369	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
370	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
371	0	1	0	0	1	0	0	0.056	0.26	0.067
372	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
373	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
374	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
375	0	1	0	0	1	0	0	0.056	0.26	0.067
376	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
377	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
378	0	1	0	0	1	0	0	0.056	0.26	0.067
379	0.98	0.017	0	0	0	0.58	0.61	0.5	0.46	0.15
380	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
381	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
382	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
383	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
384	0	0	1	0	2	0.047	0.087	0	0	0.05
385	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
386	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
387	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
388	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
389	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
390	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
391	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
392	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
393	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
394	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
395	0	0	0	1	3	0.42	0.39	0.5	0	0
396	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
397	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
398	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
399	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
400	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
401	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
402	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
403	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
404	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
405	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
406	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
407	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
408	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
409	1	0	0	0	0	0.58	0.61	0.5	0.46	0.15
