SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
87	0.03	0.95	0.0012	0	0	0.00091	0	0	0.00091	0	0.017	3.2e-06	0	0	1.8e-05	1	0.16	0.093
88	0.9	0	0	0	0	0	0.011	0	0	0	0	0.01	0.0028	0.073	0	0	0.2	0.12
89	0.27	0.71	0.00061	0	0	0.0015	0	0	0.0015	0	0.0089	0.0001	0	0	0	1	0.16	0.093
90	0.96	0	0	0	0	0	0.013	0	0	0	0	0.0046	0.00066	0.022	0	0	0.2	0.12
91	0.74	0.0023	0.0002	0	0	6.2e-05	5.8e-05	0	6.2e-05	0	0.0028	0.075	2.9e-05	0.18	0	0	0.2	0.12
92	0.34	0.57	0.0058	0	0	0.0016	0	0	0.0016	0	0.084	0.00021	0	0	2.9e-05	1	0.16	0.093
93	0.23	0.42	0.019	0	0	0.0016	0.00024	0	0.0016	0	0.27	6.3e-05	0.0012	0.033	0.02	1	0.16	0.093
94	0.09	0.87	1.2e-05	0	0	0.00072	0.0002	0	0.00072	0	0.00017	1.9e-05	1.8e-05	0.037	0	1	0.16	0.093
95	0.022	0.97	1.4e-05	0	0	0.0019	0	0	0.0019	0	0.00021	0	2.8e-05	0.003	0	1	0.16	0.093
96	0	0	0	0	0	0	0.1	0	0	0	0	0.86	0.019	0.015	0	11	0.2	0.2
97	0.78	0.2	6.6e-05	0	0	0.00066	0	0	0.00066	0	0.00096	0.017	0	0	0	0	0.2	0.12
98	0.6	0	0.0075	0.28	0.00014	0	0	0	0	0.00014	0.11	0.0019	0	0	0	0	0.2	0.12
99	0.0084	0	0	0	0	0	0.31	0	0	0	0	0.39	0.0086	0.29	0	11	0.2	0.2
100	0.033	0.26	0.018	0	0	0.00072	0	0	0.00072	0	0.26	1.3e-06	0	2.1e-06	0.43	14	0.18	0.013
101	0.52	0.16	0.02	0	0	0.0032	0	0	0.0032	0	0.29	0	0	0	0	0	0.2	0.12
102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0.093
103	0.55	0.41	0.0006	0	0	0.00077	0	0	0.00077	0	0.0087	0.031	0	1.4e-05	0	0	0.2	0.12
104	0.91	0	0	0	0	0	0.019	0	0	0	0	0.023	0.0016	0.048	0	0	0.2	0.12
105	0.0093	0.85	0.0089	0	0	0.0015	0	0	0.0015	0	0.13	0	0	0	0.00038	1	0.16	0.093
106	0.5	0.31	0.012	0	0	0.0015	0	0	0.0015	0	0.17	0.00045	0	0	0.00036	0	0.2	0.12
107	0.13	0	0	0	0	0	4.9e-05	0	0	0	0	0	0.00079	0.87	0	13	0.33	0.2
108	0.99	0	0	0	0	0	0.0077	0	0	0	0	0.0017	0.0011	0.00013	0	0	0.2	0.12
109	0.83	0.16	0.00026	0	0	0.0036	0	0	0.0036	0	0.0037	0	0	0	0	0	0.2	0.12
110	0	0	0	1	0.00043	0	0	0	0	1.2e-05	0	0	0	0	0	3	0	0.093
111	0.59	0.3	0.0069	0	0	0.0012	0	0	0.0012	0	0.1	0.0038	0	5.7e-05	0.00087	0	0.2	0.12
112	0.0015	0.0078	0.00073	0	0	2.3e-05	0	0	2.3e-05	0	0.011	0	0	0	0.98	14	0.18	0.013
113	0.75	0	0	0	0	0	0.077	0	0	0	0	0.16	0.00019	0.0099	0	0	0.2	0.12
114	0	0	0	1	0.00049	0	0	0	0	1.7e-05	0	0	0	0	0	3	0	0.093
115	0	0.00015	1.3e-05	0	0	0	0	0	0	0	0.0002	0	0	0	1	14	0.18	0.013
116	0.87	0	2.1e-05	0	0	0	0.003	0	0	0	0.00031	0.081	0.0017	0.041	0	0	0.2	0.12
117	0.89	0.099	0.00047	0	0	0.00062	0	0	0.00062	0	0.0068	0.0035	0	0	0	0	0.2	0.12
118	0.28	0.71	0.00019	0	0	0.0007	0	0	0.0007	0	0.0027	0.00048	0	0	0	1	0.16	0.093
119	0.0071	0.94	0.003	0	0	0.0012	0	0	0.0012	0	0.044	0	0	0	0	1	0.16	0.093
120	0.59	2.9e-06	0	0	0	0	0.031	0	0	0	0	0.031	0.0023	0.35	0	0	0.2	0.12
121	0.0033	1	7.2e-06	0	0	0.00043	0	0	0.00043	0	0.0001	0	0	0	0	1	0.16	0.093
122	0.98	0.0069	0.00033	0	0	0.00016	0	0	0.00016	0	0.0048	0.013	0	0	0	0	0.2	0.12
123	0	0	0	1	0.00051	0	0	0	0	5.2e-06	0	0	0	0	0	3	0	0.093
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.18	0.013
125	0.82	0.14	0.0025	0	0	0.00081	0	0	0.00081	0	0.036	0.0016	0	0	0	0	0.2	0.12
126	0	0	0	1	0.0014	0	0	0	0	0	0	0	0	0	0	3	0	0.093
127	0.77	0	0	0	0	0	0.037	0	0	0	0	0.017	0.0014	0.17	0	0	0.2	0.12
128	0.96	0	0	0	0	0	0.03	0	0	0	0	0.01	0.0027	0.00095	0	0	0.2	0.12
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.18	0.013
130	0.89	0.038	0.00024	0	0	0.00022	0	0	0.00022	0	0.0035	0.062	0	0.0029	0	0	0.2	0.12
131	0	0	0	1	0.0017	0	0	0	0	9.2e-05	0	0	0	0	0	3	0	0.093
132	0.63	0	0.0025	0.33	0.00028	0	0	0	0	5.4e-06	0.037	0	0	0	0	0	0.2	0.12
133	5e-05	0.00013	0.00025	0	0	0	0	0	0	0	0.0037	0	0	0	1	14	0.18	0.013
134	0.92	0	0	0	0	0	0	0	0	0	0	0.044	0.00098	0.036	0	0	0.2	0.12
135	0.77	0	0	0	0	0	0.05	0	0	0	0	0.13	0.00043	0.056	0	0	0.2	0.12
136	0.76	0	0	0	0	0	6.2e-05	0	0	0	0	0.23	0.005	0.0083	0	0	0.2	0.12
137	0.95	0	0.001	0	0	0	0.00057	0	0	0	0.015	0.021	0.00046	0.011	0	0	0.2	0.12
138	0.83	0	0	0	0	0	0.0037	0	0	0	0	0.14	0.0031	0.018	0	0	0.2	0.12
139	0.4	0.59	0.00068	0	0	0.0009	0	0	0.0009	0	0.0098	0.00052	0	0	0	1	0.16	0.093
140	0.31	0.58	0.0071	0	0	0.0017	0	0	0.0017	0	0.1	0.00015	3.3e-06	0.00018	1.6e-05	1	0.16	0.093
141	0.46	0.071	2e-05	0	0	0.00021	0.0069	0	0.00021	0	0.00029	0.21	0.0046	0.25	0	0	0.2	0.12
142	0.29	0	0.028	0.26	6.5e-05	0	0	0	0	0.019	0.4	0.001	0	0	0	10	0.2	0.067
143	0.2	0.076	0.016	0	0	0.0005	4.4e-06	0	0.0005	0	0.23	0.00064	1.4e-05	0.00033	0.47	14	0.18	0.013
144	0.47	0	0.0089	0.39	0.00011	0	0	0	0	2.5e-06	0.13	2.4e-05	0	0	0	0	0.2	0.12
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.18	0.013
146	0.014	0.00023	0.063	0	0	8.6e-05	0	0	8.6e-05	0	0.92	0	0	0	0	10	0.2	0.067
147	0.77	6.9e-05	0	0	0	4.8e-06	0	0	4.8e-06	0	2.1e-05	0.23	0	0.00012	0	0	0.2	0.12
148	0.11	0.88	0.00077	0	0	0.00063	0	0	0.00063	0	0.011	0.0011	0	0	0.00042	1	0.16	0.093
149	0.82	0.013	8.9e-05	0	0	0.00012	0	0	0.00012	0	0.0013	0.16	0	0.00011	0	0	0.2	0.12
150	0.41	0	0	0	0	0	0.0052	0	0	0	1.8e-05	0.0019	0.0051	0.58	0	13	0.33	0.2
151	0.1	0	0	0	0	0	0	0	0	0	0	0.89	0	0.0053	0	11	0.2	0.2
152	0.78	0.13	0.0049	0	0	0.00054	0	0	0.00054	0	0.072	0.018	0	0.00043	5.5e-05	0	0.2	0.12
153	0.42	0.25	0.019	0	0	0.0012	0	0	0.0012	0	0.28	0.00032	0	0	0.034	0	0.2	0.12
154	0	0	0	1	0.0011	0	0	0	0	6.7e-05	0	0	0	0	0	3	0	0.093
155	0	0	0	0	0	0	1	0	0	0	0	0	0.00014	0.00053	0	6	0.4	0.29
156	0.044	0.026	0.059	0	0	0.00052	0	0	0.00052	0	0.86	0	0	0	0.01	10	0.2	0.067
157	0.15	0.78	0.004	0	0	0.0012	0	0	0.0012	0	0.058	0.00012	0	0	0.0018	1	0.16	0.093
158	0.18	0	0	0	0	0	0	0	0	0	0	0.82	0	0.00053	0	11	0.2	0.2
159	0.78	0	0	0	0	0	0.0031	0	0	0	0	0.22	0	1.2e-05	0	0	0.2	0.12
160	0.087	0.019	0.0071	0	0	0.00015	0	0	0.00015	0	0.1	0.00014	0	0.00016	0.78	14	0.18	0.013
161	0.77	0	0	0	0	0	0.00076	0	0	0	2.2e-06	0.16	0.0035	0.071	0	0	0.2	0.12
162	0.41	0	0	0	0	0	0.0022	0	0	0	0	0.036	0.00078	0.55	0	13	0.33	0.2
163	0.45	0.4	0.0097	0	0	0.00098	0	0	0.00098	0	0.14	0.001	0	0	0.0018	0	0.2	0.12
164	0.31	0	0	0	0	0	0.00026	0	0	0	0	0.11	0.0024	0.58	0	13	0.33	0.2
