SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
32	0.0039	0.0035	0	0.047	0	5.8e-06	0.027	0	0	0	0.00087	0	0	0.89	0	0	0	0.027	0.00087	0	13	0.16	0.08
33	0	0.006	1.3e-05	0	0	0	0	0	0	1e-05	0	0.0018	0	0	0.99	0	0	0	0	0	14	0.33	0.2
34	0	0	0	0	0.9	0	0	0	0.091	0	0	0	0	0	0	0.011	0	0	0	0	4	0	0.11
35	0	0.75	0.0035	0	0	0	0	0	0	0.0027	0	0.23	0	0	0.0069	0	0	0	0	0	1	0.2	0.12
36	0.022	0.051	0	0.0025	0	0	0.068	0	0	0	0.0059	0	0	0.78	0	0	0	0.068	0.0059	0	13	0.16	0.08
37	0	0	0	3.7e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.18	0.013
38	0	0.91	0.016	0	0	0	0	0	0	0.013	0	0.055	0	0	0.0024	0	0	0	0	0	1	0.2	0.12
39	0.00095	0.00068	0	0.018	0	0.87	0.0018	0	0	0	5.7e-05	0	0	0.1	0	0	0	0.0018	5.7e-05	0	5	0.18	0.013
40	0	4.6e-05	0	0.19	0	0.81	0.00065	0	0	0	7.3e-06	0	0	0.0019	0	0	0	0.00065	7.3e-06	0	5	0.18	0.013
41	0	0.073	0.00025	0	0	0	0	0	0	0.00019	0	0.02	0	0	0.91	0	0	0	0	0	14	0.33	0.2
42	0.01	0.24	0	0.3	0	0.00014	0.044	0	0	0	0.0024	0	0	0.36	0	0	0	0.044	0.0024	0	13	0.16	0.08
43	0.055	0.52	0	0.076	0	0.00029	0.021	0	0	0	0.002	0	1.4e-05	0.3	1.1e-06	0	0	0.021	0.002	0	1	0.2	0.12
44	0.013	0.41	0	0.26	0	4.3e-05	0.04	0	0	0	0.0027	0	0	0.24	0	0	0	0.04	0.0027	0	1	0.2	0.12
45	0	0.061	0.00019	0	0	0	0	0	0	0.00014	0	0.006	0	0	0.93	0	0	0	0	0	14	0.33	0.2
46	0.11	0.44	0	0.018	0	0	0.021	0	0	0	0.0025	0	2.2e-05	0.39	0	0	0	0.021	0.0025	0	1	0.2	0.12
47	0	0.77	0.0025	0	0	0	0	0	0	0.002	0	0.068	0	0	0.16	0	0	0	0	0	1	0.2	0.12
48	0.017	0.45	0	0.28	0	0.0018	0.026	0	0	0	0.0017	0	0	0.19	0	0	0	0.026	0.0017	0	1	0.2	0.12
49	0.0091	0.51	0	0.33	0	0.019	0.016	2e-06	0	0	0.0012	0.00036	0	0.096	0.00027	0	0	0.016	0.0012	0	1	0.2	0.12
50	0.0029	0.1	0	0.24	0	0.59	0.0072	1.4e-06	0	0	0.00041	6.6e-05	0	0.052	1.4e-05	0	0	0.0072	0.00041	0	5	0.18	0.013
51	0.11	0.25	0	0.029	0	8.1e-05	0.021	0	0	0	0.002	0.00021	4.4e-05	0.56	0.0014	0	0	0.021	0.002	0	13	0.16	0.08
52	0.011	0.095	0	0.37	0	0.079	0.031	2.2e-06	0	0	0.0015	3.6e-06	1.4e-06	0.38	2e-06	0	0	0.031	0.0015	0	13	0.16	0.08
53	0	0.55	0.016	0	0	0	0	0	0	0.013	0	0.07	0	0	0.35	0	0	0	0	0	1	0.2	0.12
54	0	0.58	0.003	1.2e-05	0	0	0	0	0	0.0023	0	0.066	0	0	0.35	0	0	0	0	0	1	0.2	0.12
55	0.26	0.3	0	0.0019	0	0	0.0082	0	0	0	0.0014	0	0.00017	0.42	0	0	0	0.0082	0.0014	0	13	0.16	0.08
56	0.00025	0.0046	0	0.055	0	0.93	0.00083	0	0	0	3.4e-05	0	0	0.011	0	0	0	0.00083	3.4e-05	0	5	0.18	0.013
57	0	0	0	0	0.52	0	0	0	0.42	0	0	0	0	0	0	0.053	0	0	0	0.0002	4	0	0.11
58	0.015	0.9	6.5e-05	0.033	0	4.7e-05	0.0047	0	0	5.1e-05	0.00059	0.0032	0	0.032	0.0019	0	0	0.0047	0.00059	0	1	0.2	0.12
59	0.073	0.69	0	0.028	0	0.0011	0.0091	0	0	0	0.001	2.6e-05	3.9e-05	0.19	0.0015	0	0	0.0091	0.001	0	1	0.2	0.12
60	0.0063	0.84	0	0.078	0	3e-06	0.012	0	0	0	0.0011	0	0	0.047	0	0	0	0.012	0.0011	0	1	0.2	0.12
61	0	0.00076	0	0	0	0	0	0	0	0	0	0.001	0	0	1	0	0	0	0	0	14	0.33	0.2
62	0.021	0.13	0	0.034	0	0	0.054	0	0	0	0.0037	0	0	0.7	0	0	0	0.054	0.0037	0	13	0.16	0.08
63	0.07	0.18	0	0.0023	0	0	0.041	0	0	0	0.005	0	2.9e-06	0.65	0	0	0	0.041	0.005	0	13	0.16	0.08
64	0	0	0	0	0	0.0092	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0.99	19	0.022	0.053
65	0	0	0	0	0.64	0	0	0	0.32	0	0	0	0	0	0	0.04	0	0	0	7e-06	4	0	0.11
66	0.33	0.013	0	7.7e-05	0	0	0.0028	0	0	0	0.00044	0	0.00089	0.65	0	0	0	0.0028	0.00044	0	13	0.16	0.08
67	0	0	0	0	0.62	0	0	0	0.34	0	0	0	0	0	0	0.042	0	0	0	0	4	0	0.11
68	0	0	0	0	0.45	0	0	0	0.49	0	0	0	0	0	0	0.061	0	0	0	0	8	0	0.08
69	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00084	0	0	0	0	0	0	5	0.18	0.013
70	0.045	0.9	2.9e-06	0.0036	0	0	0.003	0	0	2.3e-06	0.00053	5.3e-05	1.3e-05	0.039	0.0058	0	0	0.003	0.00053	0	1	0.2	0.12
71	0.063	0.014	0	0.0065	0	0.0006	0.0095	0	0	0	0.00066	0	6.3e-05	0.9	0	0	0	0.0095	0.00066	0	13	0.16	0.08
72	0.055	0.93	0	0.00033	0	0	0.0014	0	0	0	0.00036	0	4.1e-06	0.012	0	0	0	0.0014	0.00036	0	1	0.2	0.12
73	0	8.3e-05	0.00019	0	0	0	0	0	0	0.00015	0	0.0035	0	0	1	0	0	0	0	0	14	0.33	0.2
74	0.81	0.019	0	0	0	0	0.0013	0	0	0	0.00057	0	0.00026	0.17	0	0	0	0.0013	0.00057	0	0	0.16	0.12
75	0.21	0.12	0	0.0011	0	0	0.016	0	0	0	0.0023	0	6e-05	0.63	0	0	0	0.016	0.0023	0	13	0.16	0.08
76	0	0.38	0.0021	0	0	0	0	0	0	0.0016	0	0.04	0	0	0.57	0	0	0	0	0	14	0.33	0.2
77	0.056	0.15	0	0.02	0	0	0.041	0	0	0	0.0036	0	4.9e-06	0.68	0	0	0	0.041	0.0036	0	13	0.16	0.08
78	0.33	0.021	0	5.9e-05	0	0	0.0047	0	0	0	0.00086	0	0.00041	0.64	0	0	0	0.0047	0.00086	0	13	0.16	0.08
79	0	0	0	0	0.54	0	0	0	0.41	0	0	0	0	0	0	0.051	0	0	0	0	4	0	0.11
80	0.056	0.015	0	0.0047	0	0	0.015	0	0	0	0.0012	0	2.2e-05	0.89	0	0	0	0.015	0.0012	0	13	0.16	0.08
81	0.045	0.92	0	0.0017	0	0	0.0028	0	0	0	0.0006	0	7.4e-06	0.027	0.00037	0	0	0.0028	0.0006	0	1	0.2	0.12
82	0.055	0.09	0	0.02	0	0	0.031	0	0	0	0.0025	0	1e-05	0.77	0	0	0	0.031	0.0025	0	13	0.16	0.08
83	0	0.58	0.0019	0	0	0	0	0	0	0.0015	0	0.035	0	0	0.38	0	0	0	0	0	1	0.2	0.12
84	0.22	0.0091	0	0.00072	0	8.7e-06	0.0042	0	0	0	0.00039	0	0.00043	0.76	0	0	0	0.0042	0.00039	0	13	0.16	0.08
85	0.011	0.99	0	5.1e-06	0	0	0.00047	0	0	0	0.00028	0	0	0.0013	0	0	0	0.00047	0.00028	0	1	0.2	0.12
86	0.24	0.21	0	0.0057	0	9.9e-06	0.01	0	0	0	0.0014	0	0.00025	0.52	0	0	0	0.01	0.0014	0	13	0.16	0.08
87	0.086	0.032	0	0.0081	0	1.7e-05	0.014	0	0	0	0.0012	0	5.2e-05	0.84	0	0	0	0.014	0.0012	0	13	0.16	0.08
88	0	0.87	0.0062	0	0	0	0	0	0	0.0048	0	0.059	0	0	0.061	0	0	0	0	0	1	0.2	0.12
89	0.24	0.37	0	0.0014	0	0	0.014	0	0	0	0.0025	0	4.8e-05	0.36	0	0	0	0.014	0.0025	0	1	0.2	0.12
90	0	0.95	0.0076	0	0	0	0	0	0	0.0059	0	0.015	0	0	0.019	0	0	0	0	0	1	0.2	0.12
91	0.0023	0.82	3.7e-05	0.00032	0	0	0.00029	0	0	2.9e-05	8.5e-05	0.00072	0	0.00059	0.17	0	0	0.00029	8.5e-05	0	1	0.2	0.12
92	0.087	0.39	0	0.037	0	2.9e-05	0.023	0	0	0	0.0023	0	2.4e-05	0.44	0	0	0	0.023	0.0023	0	13	0.16	0.08
93	0.029	0.22	0.00013	0.2	0	0.017	0.028	0	0	0.0001	0.0018	0.026	6.4e-06	0.41	0.028	0	0	0.028	0.0018	0	13	0.16	0.08
94	0.66	0.11	0.00014	4.7e-06	0	0	0.0027	0	0	0.00011	0.0011	0.0005	0.00024	0.18	0.04	0	0	0.0027	0.0011	0	0	0.16	0.12
95	0.3	0.058	0	4.2e-06	0	0	0.02	0	0	0	0.0062	0.0017	6.4e-06	0.58	0.0071	0	0	0.02	0.0062	0	13	0.16	0.08
96	0	0	0.11	0	0	0	0	0	0	0.086	0	0.78	0	0	0.024	0	0	0	0	0	11	0.4	0.2
97	0.22	0.75	0	3.7e-05	0	0	0.0019	0	0	0	0.00077	0	2.7e-05	0.031	0	0	0	0.0019	0.00077	0	1	0.2	0.12
98	0	0.69	0	0.048	0.14	0	0	0	0.11	0	0	0	0	0	0	0.014	0	0	0	0.00014	1	0.2	0.12
99	0	0.011	0.23	0	0	0	0	0	0	0.18	0	0.25	0	0	0.33	0	0	0	0	0	14	0.33	0.2
100	0.0064	0.027	0	0.28	0	0.3	0.017	1.7e-06	0	0	0.00071	0	2.1e-06	0.35	1.5e-06	0	0	0.017	0.00071	0	13	0.16	0.08
101	0.0098	0.66	0	0.057	0	0	0.053	0	0	0	0.0049	0	0	0.15	0	0	0	0.053	0.0049	0	1	0.2	0.12
102	0	0	0	0	0.0053	0	0	0	0.88	0	0	0	0	0	0	0.11	0	0	0	0	8	0	0.08
103	0.24	0.6	0	0.0018	0	0	0.0051	0	0	0	0.001	0	0.00015	0.15	1.3e-05	0	0	0.0051	0.001	0	1	0.2	0.12
104	0	0.9	0.011	0	0	0	0	0	0	0.0085	0	0.035	0	0	0.042	0	0	0	0	0	1	0.2	0.12
105	0.0074	0.0053	0	0.061	0	0.00019	0.027	0	0	0	0.001	0	0	0.87	0	0	0	0.027	0.001	0	13	0.16	0.08
106	0.043	0.56	0	0.092	0	0.00034	0.022	0	0	0	0.002	0	7.9e-06	0.26	0	0	0	0.022	0.002	0	1	0.2	0.12
107	0	0.15	3.1e-05	0	0	0	0	0	0	2.4e-05	0	0.019	0	0	0.83	0	0	0	0	0	14	0.33	0.2
108	0	0.97	0.0043	0	0	0	0	0	0	0.0034	0	0.023	0	0	0.00011	0	0	0	0	0	1	0.2	0.12
109	0.032	0.9	0	2.3e-05	0	0	0.013	0	0	0	0.0048	0	0	0.033	0	0	0	0.013	0.0048	0	1	0.2	0.12
110	0	0	0	0	0.52	0	0	0	0.42	0	0	0	0	0	0	0.053	0	0	0	1.4e-05	4	0	0.11
111	0.063	0.64	0	0.053	0	0.00083	0.014	0	0	0	0.0015	0	1.8e-05	0.21	5.5e-05	0	0	0.014	0.0015	0	1	0.2	0.12
112	0.00032	0.0016	0	0.022	0	0.96	0.00079	0	0	0	3.2e-05	0	0	0.015	0	0	0	0.00079	3.2e-05	0	5	0.18	0.013
113	0	0.89	0.052	0	0	0	0	0	0	0.041	0	0.005	0	0	0.01	0	0	0	0	0	1	0.2	0.12
114	0	0	0	0	0.53	0	0	0	0.41	0	0	0	0	0	0	0.052	0	0	0	1.9e-05	4	0	0.11
115	0	0	0	0.0012	0	1	2.5e-05	0	0	0	0	0	0	0.0011	0	0	0	2.5e-05	0	0	5	0.18	0.013
116	0	0.92	0.0018	2e-05	0	0	0	0	0	0.0014	0	0.041	0	0	0.038	0	0	0	0	0	1	0.2	0.12
117	0.052	0.91	0	0.00057	0	0	0.003	0	0	0	0.00078	0	5.4e-06	0.027	0	0	0	0.003	0.00078	0	1	0.2	0.12
118	0.39	0.35	0	0.00027	0	0	0.0044	0	0	0	0.0011	0	0.00027	0.25	0	0	0	0.0044	0.0011	0	0	0.16	0.12
119	0.0088	0.0054	0	0.0074	0	0	0.022	0	0	0	0.0011	0	1.4e-06	0.93	0	0	0	0.022	0.0011	0	13	0.16	0.08
120	4.7e-06	0.6	0.019	0	0	0	0	0	0	0.014	0	0.052	0	0	0.31	0	0	0	0	0	1	0.2	0.12
121	0.2	0.0072	0	6.9e-06	0	0	0.006	0	0	0	0.0011	0	6.1e-05	0.78	0	0	0	0.006	0.0011	0	13	0.16	0.08
122	0.004	0.99	0	0.00046	0	0	0.0008	0	0	0	0.0002	0	0	0.0019	0	0	0	0.0008	0.0002	0	1	0.2	0.12
123	0	0	0	0	0.6	0	0	0	0.35	0	0	0	0	0	0	0.044	0	0	0	5.9e-06	4	0	0.11
124	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.18	0.013
125	0.033	0.87	0	0.0085	0	0	0.0074	0	0	0	0.0011	0	4.2e-06	0.07	0	0	0	0.0074	0.0011	0	1	0.2	0.12
126	0	0	0	0	0.82	0	0	0	0.16	0	0	0	0	0	0	0.02	0	0	0	0	4	0	0.11
127	0	0.78	0.022	0	0	0	0	0	0	0.017	0	0.032	0	0	0.15	0	0	0	0	0	1	0.2	0.12
128	0	0.91	0.016	0	0	0	0	0	0	0.013	0	0.056	0	0	0.0008	0	0	0	0	0	1	0.2	0.12
129	0	0	0	5.2e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.18	0.013
130	0.03	0.95	0	0.00042	0	0	0.0011	0	0	0	0.00029	6.5e-06	5.3e-06	0.01	0.0027	0	0	0.0011	0.00029	0	1	0.2	0.12
131	0	0	0	0	0.83	0	0	0	0.15	0	0	0	0	0	0	0.019	0	0	0	7.9e-05	4	0	0.11
132	0	0.67	0	0.012	0.21	0	0	0	0.091	0	0	0	0	0	0	0.011	0	0	0	5.3e-06	1	0.2	0.12
133	1.6e-06	5.7e-05	0	0.013	0	0.99	4.9e-05	0	0	0	1.1e-06	0	0	0.00043	0	0	0	4.9e-05	1.1e-06	0	5	0.18	0.013
134	0	0.95	0	0	0	0	0	0	0	0	0	0.022	0	0	0.032	0	0	0	0	0	1	0.2	0.12
135	0	0.87	0.033	0	0	0	0	0	0	0.026	0	0.011	0	0	0.056	0	0	0	0	0	1	0.2	0.12
136	0	0.87	4.1e-05	0	0	0	0	0	0	3.2e-05	0	0.13	0	0	0.0082	0	0	0	0	0	1	0.2	0.12
137	0	0.98	0.00034	0.004	0	0	0	0	0	0.00026	0	0.011	0	0	0.0095	0	0	0	0	0	1	0.2	0.12
138	0	0.9	0.0023	0	0	0	0	0	0	0.0018	0	0.075	0	0	0.017	0	0	0	0	0	1	0.2	0.12
139	0.23	0.49	0	0.0015	0	0	0.0073	0	0	0	0.0014	0	9.8e-05	0.26	0	0	0	0.0073	0.0014	0	1	0.2	0.12
140	0.072	0.35	0	0.045	0	1.5e-05	0.026	0	0	0	0.0024	8.4e-05	2e-05	0.47	0.00018	0	0	0.026	0.0024	0	13	0.16	0.08
141	0.14	0.49	0.0043	1.4e-05	0	0	0.00057	0	0	0.0034	0.00027	0.11	2.9e-05	0.011	0.24	0	0	0.00057	0.00027	0	1	0.2	0.12
142	0	0.28	0	0.46	0.077	0	0	2.8e-06	0.15	0	0	0	0	0	0	0.019	0	0	0	0.017	3	0.2	0.053
143	0.0069	0.21	2.6e-06	0.25	0	0.42	0.0099	1.5e-06	0	2e-06	0.00064	0.00033	1.1e-06	0.083	0.0003	0	0	0.0099	0.00064	0	5	0.18	0.013
144	0	0.59	0	0.037	0.18	0	0	0	0.17	0	0	0	0	0	0	0.021	0	0	0	2.9e-06	1	0.2	0.12
145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.18	0.013
146	1.6e-06	0.018	0	0.97	0	1.1e-06	0.0052	5.8e-06	0	0	0.00014	0	0	0.00076	0	0	0	0.0052	0.00014	0	3	0.2	0.053
147	0.00045	1	0	0	0	0	6.6e-06	0	0	0	7.6e-06	0	0	5.2e-06	0.00013	0	0	6.6e-06	7.6e-06	0	1	0.2	0.12
148	0.21	0.13	0	0.0062	0	0.00043	0.0083	0	0	0	0.00091	0	0.00038	0.64	0	0	0	0.0083	0.00091	0	13	0.16	0.08
149	0.017	0.98	0	0.00013	0	0	0.00052	0	0	0	0.00017	0	0	0.0031	0.00012	0	0	0.00052	0.00017	0	1	0.2	0.12
150	0	0.39	0.0029	4.7e-06	0	0	0	0	0	0.0023	0	0.11	0	0	0.49	0	0	0	0	0	14	0.33	0.2
151	9.8e-05	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	1	0.2	0.12
152	0.035	0.85	0	0.03	0	5.2e-05	0.0057	0	0	0	0.00072	0	9.2e-06	0.075	0.00041	0	0	0.0057	0.00072	0	1	0.2	0.12
153	0.021	0.43	0	0.23	0	0.03	0.021	0	0	0	0.0015	0	4.2e-06	0.25	0	0	0	0.021	0.0015	0	1	0.2	0.12
154	0	0	0	0	0.73	0	0	0	0.24	0	0	0	0	0	0	0.03	0	0	0	6.6e-05	4	0	0.11
155	0	0	0.56	0	0	0	0	0	0	0.44	0	0.0031	0	0	0.00045	0	0	0	0	0	2	0.4	0.29
156	0.00026	0.036	0	0.87	0	0.0073	0.017	5.2e-06	0	0	0.00052	0	0	0.047	0	0	0	0.017	0.00052	0	3	0.2	0.053
157	0.081	0.16	0	0.036	0	0.0016	0.018	0	0	0	0.0015	0	4.8e-05	0.68	0	0	0	0.018	0.0015	0	13	0.16	0.08
158	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	1	0.2	0.12
159	0	1	0.0023	0	0	0	0	0	0	0.0018	0	5.5e-06	0	0	1.4e-05	0	0	0	0	0	1	0.2	0.12
160	0.0016	0.094	0	0.14	0	0.73	0.0034	0	0	0	0.0002	2.8e-06	0	0.025	0.00015	0	0	0.0034	0.0002	0	5	0.18	0.013
161	0	0.84	0.00048	0	0	0	0	0	0	0.00038	0	0.086	0	0	0.069	0	0	0	0	0	1	0.2	0.12
162	0	0.45	0.0014	0	0	0	0	0	0	0.0011	0	0.019	0	0	0.53	0	0	0	0	0	14	0.33	0.2
163	0.062	0.49	0	0.087	0	0.0018	0.014	0	0	0	0.0013	0	2.7e-05	0.33	0	0	0	0.014	0.0013	0	1	0.2	0.12
164	0	0.35	0.00017	0	0	0	0	0	0	0.00013	0	0.063	0	0	0.58	0	0	0	0	0	14	0.33	0.2
