SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
31	0.3	0.3	0	9.2e-06	0	0.012	0.3	0.0016	0	0	0.014	9.2e-06	0.014	0.012	0.014	0.027	0	0	0	0.012	0	0.15
32	0.24	0.24	0	6.2e-05	0	0.042	0.24	1.4e-05	0	0	0.047	6.2e-05	0.047	0.042	0.047	0.00084	0	0	0	0.042	0	0.15
33	0.23	0.23	0	0.00036	0	0.051	0.23	0	0	0	0.057	0.00036	0.057	0.051	0.057	0	0	0	0	0.051	0	0.15
34	0.33	0.33	0	0	0	0.0016	0.33	8.5e-05	0	0	0.0018	0	0.0018	0.0016	0.0018	0.0064	0	0	0	0.0016	0	0.15
35	0.3	0.3	0	0	0	0.017	0.3	0	0	0	0.019	0	0.019	0.017	0.019	0	0	0	0	0.017	0	0.15
36	0.33	0.33	0	0	0	0.00072	0.33	4.4e-06	0	0	0.00081	0	0.00081	0.00072	0.00081	0.0011	0	0	0	0.00072	0	0.15
37	0.18	0.18	0	0.00018	0	0.073	0.18	0	0	0	0.083	0.00018	0.083	0.073	0.083	0	0	0	0	0.073	0	0.15
38	0.0036	0.0036	0	0.0032	0	0.15	0.0036	0	0	0	0.17	0.0032	0.17	0.15	0.17	0	0	0	0	0.15	10	0.23
39	0.22	0.22	0	0.00041	1.1e-05	0.054	0.22	0	0	0	0.061	0.00041	0.061	0.054	0.061	0	0	0	0	0.054	0	0.15
40	0.23	0.23	0	0.00011	0	0.047	0.23	6.6e-06	0	0	0.054	0.00011	0.054	0.047	0.054	0.00044	0	0	0	0.047	0	0.15
41	0.21	0.21	0	3.6e-05	0	0.059	0.21	0	0	0	0.067	3.6e-05	0.067	0.059	0.067	4.7e-05	0	0	0	0.059	0	0.15
42	0.23	0.23	0	0.00026	0	0.047	0.23	0	0	0	0.053	0.00026	0.053	0.047	0.053	0	0	0	0	0.047	0	0.15
43	0.31	0.31	0	0.00039	0	0.012	0.31	0	0	0	0.013	0.00039	0.013	0.012	0.013	0	0	0	0	0.012	0	0.15
44	0.32	0.32	0	0	0	0.0038	0.32	2.3e-05	0	0	0.0043	0	0.0043	0.0038	0.0043	0.0024	0	0	0	0.0038	0	0.15
45	0.24	0.24	0	0.00029	3.1e-06	0.043	0.24	0	0	0	0.049	0.00029	0.049	0.043	0.049	3e-05	0	0	0	0.043	0	0.15
46	0.21	0.21	0	0.00046	0.0013	0.058	0.21	0	0	0	0.066	0.00046	0.066	0.058	0.066	0	0	0	0	0.058	0	0.15
47	0.16	0.16	0	7.6e-05	0	0.08	0.16	0	0	0	0.09	7.6e-05	0.09	0.08	0.09	4.3e-06	0	0	0	0.08	0	0.15
48	0.0053	0.0053	0	0.00044	0	0.15	0.0053	0	0	0	0.17	0.00044	0.17	0.15	0.17	0	0	0	0	0.15	10	0.23
49	0.22	0.22	0	0.00033	0	0.051	0.22	0	0	0	0.058	0.00033	0.058	0.051	0.058	0	0	0	0	0.051	0	0.15
50	0.23	0.23	0	0.00038	0	0.046	0.23	0	0	0	0.052	0.00038	0.052	0.046	0.052	0	0	0	0	0.046	0	0.15
51	0.21	0.21	0	0.00014	0	0.056	0.21	0	0	0	0.064	0.00014	0.064	0.056	0.064	6.2e-05	0	0	0	0.056	0	0.15
52	0.21	0.21	0	0.00049	0	0.059	0.21	0	0	0	0.067	0.00049	0.067	0.059	0.067	0	0	0	0	0.059	0	0.15
53	0.081	0.081	0	0.00013	0	0.12	0.081	0	0	0	0.13	0.00013	0.13	0.12	0.13	0	0	0	0	0.12	10	0.23
54	0.33	0.33	0	0	0	0.0021	0.33	4.4e-05	0	0	0.0023	0	0.0023	0.0021	0.0023	0.004	0	0	0	0.0021	0	0.15
55	0.047	0.047	0	3.5e-05	0	0.13	0.047	0	0	0	0.15	3.5e-05	0.15	0.13	0.15	0	0	0	0	0.13	10	0.23
56	0.24	0.24	0	0.0002	0	0.044	0.24	1.4e-05	0	0	0.05	0.0002	0.05	0.044	0.05	0.00059	0	0	0	0.044	0	0.15
57	0.28	0.28	0	0.00066	0	0.024	0.28	0	0	0	0.028	0.00066	0.028	0.024	0.028	0	0	0	0	0.024	0	0.15
58	0.33	0.33	0	0	0	0.00018	0.33	1.5e-05	0	0	0.00021	0	0.00021	0.00018	0.00021	0.0028	0	0	0	0.00018	0	0.15
59	0.31	0.31	0	0	0	0.0098	0.31	0	0	0	0.011	0	0.011	0.0098	0.011	4.4e-05	0	0	0	0.0098	0	0.15
60	1.7e-05	1.7e-05	0	0.0049	0	0.16	1.7e-05	0	0	0	0.18	0.0049	0.18	0.16	0.18	0	0	0	0	0.16	10	0.23
61	0.084	0.084	1.1e-05	0	0	1.1e-05	0.084	0.11	1.1e-05	0	1.2e-05	0	1.2e-05	1.1e-05	1.2e-05	0.64	1.1e-05	1.1e-05	1.1e-05	1.1e-05	15	0.083
62	0.29	0.29	3.9e-06	0	0	0.0017	0.29	0.011	3.9e-06	0	0.002	0	0.002	0.0017	0.002	0.11	3.9e-06	3.9e-06	3.9e-06	0.0017	0	0.15
63	0.045	0.045	0	4.5e-05	0	0.14	0.045	0	0	0	0.15	4.5e-05	0.15	0.14	0.15	0	0	0	0	0.14	10	0.23
64	0.29	0.29	2.5e-06	3.6e-06	0	0.0074	0.29	0.0076	2.5e-06	0	0.0084	3.6e-06	0.0084	0.0074	0.0084	0.072	2.5e-06	2.5e-06	2.5e-06	0.0074	0	0.15
65	0.33	0.33	0	0	0	0.0022	0.33	2.5e-06	0	0	0.0025	0	0.0025	0.0022	0.0025	0.00057	0	0	0	0.0022	0	0.15
66	0.29	0.29	2.2e-06	5.8e-06	0	0.0094	0.29	0.0059	2.2e-06	0	0.011	5.8e-06	0.011	0.0094	0.011	0.059	2.2e-06	2.2e-06	2.2e-06	0.0094	0	0.15
67	0.33	0.33	0	0	0	0.00028	0.33	0	0	0	0.00032	0	0.00032	0.00028	0.00032	4.1e-05	0	0	0	0.00028	0	0.15
68	0.27	0.27	1.3e-06	2e-05	0	0.025	0.27	0.0014	1.3e-06	0	0.028	2e-05	0.028	0.025	0.028	0.023	1.3e-06	1.3e-06	1.3e-06	0.025	0	0.15
69	0.0023	0.0023	2.5e-06	0	0	0	0.0023	0.49	2.5e-06	0	0	0	0	0	0	0.5	2.5e-06	2.5e-06	2.5e-06	0	15	0.083
70	0.3	0.3	2.8e-06	0	0	0.0027	0.3	0.0052	2.8e-06	0	0.003	0	0.003	0.0027	0.003	0.069	2.8e-06	2.8e-06	2.8e-06	0.0027	0	0.15
71	0.3	0.3	2.1e-06	0	0	0.0054	0.3	0.0037	2.1e-06	0	0.006	0	0.006	0.0054	0.006	0.05	2.1e-06	2.1e-06	2.1e-06	0.0054	0	0.15
72	0.29	0.29	0	1.1e-05	0	0.019	0.29	0.00028	0	0	0.022	1.1e-05	0.022	0.019	0.022	0.0075	0	0	0	0.019	0	0.15
73	0.33	0.33	0	0	0	0.00013	0.33	2.2e-06	0	0	0.00015	0	0.00015	0.00013	0.00015	0.00088	0	0	0	0.00013	0	0.15
74	0.05	0.05	6.2e-06	2.3e-05	0	0.066	0.05	0.072	6.2e-06	0	0.074	2.3e-05	0.074	0.066	0.074	0.36	6.2e-06	6.2e-06	6.2e-06	0.066	15	0.083
75	0.062	0.062	0	0.0014	1.4e-05	0.13	0.062	2.8e-06	0	0	0.14	0.0014	0.14	0.13	0.14	0.00016	0	0	0	0.13	10	0.23
76	0.067	0.067	0	0.00083	0	0.12	0.067	1e-06	0	0	0.14	0.00083	0.14	0.12	0.14	8.7e-05	0	0	0	0.12	10	0.23
77	0.33	0.33	0	0	0	0.0014	0.33	8.3e-05	0	0	0.0016	0	0.0016	0.0014	0.0016	0.0058	0	0	0	0.0014	0	0.15
78	0.32	0.32	0	0	0	0.0061	0.32	5.5e-05	0	0	0.0068	0	0.0068	0.0061	0.0068	0.0034	0	0	0	0.0061	0	0.15
79	0.22	0.22	0	0.00028	4.6e-06	0.053	0.22	8.7e-05	0	0	0.059	0.00028	0.059	0.053	0.059	0.0019	0	0	0	0.053	0	0.15
80	0.3	0.3	0	3.5e-06	0	0.0092	0.3	0.0021	0	0	0.01	3.5e-06	0.01	0.0092	0.01	0.031	0	0	0	0.0092	0	0.15
81	0.29	0.29	0	8.6e-06	0	0.021	0.29	8e-05	0	0	0.024	8.6e-06	0.024	0.021	0.024	0.0033	0	0	0	0.021	0	0.15
82	0.27	0.27	0	6.7e-05	0	0.027	0.27	0.0021	0	0	0.031	6.7e-05	0.031	0.027	0.031	0.023	0	0	0	0.027	0	0.15
83	0.19	0.19	0	7.8e-06	0	0.065	0.19	0	0	0	0.074	7.8e-06	0.074	0.065	0.074	4.9e-06	0	0	0	0.065	0	0.15
84	0.19	0.19	0	3.1e-06	0	0.067	0.19	0	0	0	0.075	3.1e-06	0.075	0.067	0.075	0	0	0	0	0.067	0	0.15
85	0.33	0.33	0	0	0	0.00034	0.33	0	0	0	0.00038	0	0.00038	0.00034	0.00038	0	0	0	0	0.00034	0	0.15
86	0.18	0.18	0	0.00077	0.0033	0.07	0.18	2.2e-05	0	0	0.079	0.00077	0.079	0.07	0.079	0.00042	0	0	0	0.07	0	0.15
87	0.17	0.17	0	7.9e-05	0	0.078	0.17	0	0	0	0.088	7.9e-05	0.088	0.078	0.088	3e-05	0	0	0	0.078	0	0.15
88	0.18	0.18	0	0	0	0.071	0.18	0	0	0	0.08	0	0.08	0.071	0.08	0	0	0	0	0.071	0	0.15
89	0.29	0.29	0	0	0	0.02	0.29	0	0	0	0.023	0	0.023	0.02	0.023	0	0	0	0	0.02	0	0.15
90	0.3	0.3	0	6.2e-06	0	0.016	0.3	0.00025	0	0	0.018	6.2e-06	0.018	0.016	0.018	0.0072	0	0	0	0.016	0	0.15
91	0.31	0.31	0	0	0	0.013	0.31	0	0	0	0.014	0	0.014	0.013	0.014	0.00015	0	0	0	0.013	0	0.15
92	0.21	0.21	0	5.4e-05	0	0.058	0.21	0	0	0	0.066	5.4e-05	0.066	0.058	0.066	0.00019	0	0	0	0.058	0	0.15
93	0.33	0.33	0	0	0	0.0026	0.33	0	0	0	0.0029	0	0.0029	0.0026	0.0029	0	0	0	0	0.0026	0	0.15
94	0.041	0.041	1.7e-05	0	0	0	0.041	0.075	1.7e-05	0	0	0	0	0	0	0.8	1.7e-05	1.7e-05	1.7e-05	0	15	0.083
95	0.1	0.1	0	0.00019	0	0.11	0.1	0	0	0	0.12	0.00019	0.12	0.11	0.12	0	0	0	0	0.11	10	0.23
96	0.29	0.29	3.9e-06	0	0	0.0015	0.29	0.0088	3.9e-06	0	0.0017	0	0.0017	0.0015	0.0017	0.11	3.9e-06	3.9e-06	3.9e-06	0.0015	0	0.15
97	0.24	0.24	0	6.3e-05	0	0.045	0.24	3e-05	0	0	0.05	6.3e-05	0.05	0.045	0.05	0.0013	0	0	0	0.045	0	0.15
98	0.33	0.33	0	0	0	0.0022	0.33	0.00011	0	0	0.0024	0	0.0024	0.0022	0.0024	0.0065	0	0	0	0.0022	0	0.15
99	0.26	0.26	0	0	0	0.032	0.26	0	0	0	0.036	0	0.036	0.032	0.036	0	0	0	0	0.032	0	0.15
100	0.33	0.33	0	0	0	0.0025	0.33	0	0	0	0.0029	0	0.0029	0.0025	0.0029	0	0	0	0	0.0025	0	0.15
101	0.00099	0.00099	3.2e-06	0	0	0	0.00099	0.4	3.2e-06	0	0	0	0	0	0	0.6	3.2e-06	3.2e-06	3.2e-06	0	15	0.083
102	0.31	0.31	0	0	0	0.012	0.31	0	0	0	0.013	0	0.013	0.012	0.013	0	0	0	0	0.012	0	0.15
103	0.22	0.22	0	0	0	0.054	0.22	0	0	0	0.061	0	0.061	0.054	0.061	0	0	0	0	0.054	0	0.15
104	0.3	0.3	0	3.2e-06	0	0.017	0.3	0.00025	0	0	0.019	3.2e-06	0.019	0.017	0.019	0.0089	0	0	0	0.017	0	0.15
105	0.058	0.058	0	2.9e-05	0	0.13	0.058	0	0	0	0.15	2.9e-05	0.15	0.13	0.15	0	0	0	0	0.13	10	0.23
106	0.022	0.022	0	3.4e-05	0	0.15	0.022	0	0	0	0.17	3.4e-05	0.17	0.15	0.17	0	0	0	0	0.15	10	0.23
107	0.021	0.021	0	3e-05	0	0.15	0.021	0	0	0	0.17	3e-05	0.17	0.15	0.17	0	0	0	0	0.15	10	0.23
108	0.17	0.17	0	5.9e-05	0	0.078	0.17	1.6e-06	0	0	0.088	5.9e-05	0.088	0.078	0.088	0.0002	0	0	0	0.078	0	0.15
109	0.33	0.33	0	0	0	0.0026	0.33	3.1e-06	0	0	0.0029	0	0.0029	0.0026	0.0029	0.00079	0	0	0	0.0026	0	0.15
110	0.0075	0.0075	0	3.1e-05	0	0.15	0.0075	0	0	0	0.17	3.1e-05	0.17	0.15	0.17	0	0	0	0	0.15	10	0.23
111	0.014	0.014	0	0.00063	0	0.15	0.014	0	0	0	0.17	0.00063	0.17	0.15	0.17	0	0	0	0	0.15	10	0.23
112	0.28	0.28	0	0	0	0.024	0.28	0	0	0	0.027	0	0.027	0.024	0.027	1.4e-05	0	0	0	0.024	0	0.15
113	0.016	0.016	0	0.0025	1.1e-06	0.15	0.016	0	0	0	0.17	0.0025	0.17	0.15	0.17	1.7e-06	0	0	0	0.15	10	0.23
114	0.32	0.32	1.1e-06	0	0	0.0045	0.32	0.00024	1.1e-06	0	0.0051	0	0.0051	0.0045	0.0051	0.011	1.1e-06	1.1e-06	1.1e-06	0.0045	0	0.15
115	0.24	0.24	0	1.5e-05	0	0.044	0.24	8.8e-06	0	0	0.05	1.5e-05	0.05	0.044	0.05	0.0008	0	0	0	0.044	0	0.15
116	0.19	0.19	0	1.8e-06	0	0.07	0.19	0	0	0	0.079	1.8e-06	0.079	0.07	0.079	1.3e-06	0	0	0	0.07	0	0.15
117	0.072	0.072	0	1.4e-06	0	0.12	0.072	0	0	0	0.14	1.4e-06	0.14	0.12	0.14	0	0	0	0	0.12	10	0.23
118	0.25	0.25	0	3.3e-06	0	0.041	0.25	0	0	0	0.046	3.3e-06	0.046	0.041	0.046	0.0001	0	0	0	0.041	0	0.15
119	0.31	0.31	0	0	0	0.0093	0.31	0	0	0	0.011	0	0.011	0.0093	0.011	0	0	0	0	0.0093	0	0.15
120	0.0013	0.0013	0	3.1e-05	0	0.16	0.0013	0	0	0	0.18	3.1e-05	0.18	0.16	0.18	0	0	0	0	0.16	10	0.23
121	0.28	0.28	1.7e-06	1.5e-05	0	0.021	0.28	0.0025	1.7e-06	0	0.024	1.5e-05	0.024	0.021	0.024	0.036	1.7e-06	1.7e-06	1.7e-06	0.021	0	0.15
122	0.13	0.13	0	3e-06	0	0.093	0.13	0	0	0	0.11	3e-06	0.11	0.093	0.11	0	0	0	0	0.093	0	0.15
123	0.19	0.19	0	5.6e-05	0	0.066	0.19	8e-06	0	0	0.075	5.6e-05	0.075	0.066	0.075	0.00063	0	0	0	0.066	0	0.15
124	0.26	0.26	7.9e-06	0	0	0.00038	0.26	0.013	7.9e-06	0	0.00043	0	0.00043	0.00038	0.00043	0.2	7.9e-06	7.9e-06	7.9e-06	0.00038	0	0.15
125	0.32	0.32	0	0	0	0.0074	0.32	0	0	0	0.0084	0	0.0084	0.0074	0.0084	0	0	0	0	0.0074	0	0.15
126	0.3	0.3	0	0	0	0.013	0.3	1e-05	0	0	0.015	0	0.015	0.013	0.015	0.0012	0	0	0	0.013	0	0.15
127	0.33	0.33	0	0	0	0.001	0.33	0	0	0	0.0011	0	0.0011	0.001	0.0011	4.5e-05	0	0	0	0.001	0	0.15
128	0.22	0.22	0	5.6e-05	0	0.053	0.22	5.9e-05	0	0	0.06	5.6e-05	0.06	0.053	0.06	0.0025	0	0	0	0.053	0	0.15
129	0.18	0.18	8.9e-06	0	0	0.00073	0.18	0.066	8.9e-06	0	0.00082	0	0.00082	0.00073	0.00082	0.4	8.9e-06	8.9e-06	8.9e-06	0.00073	15	0.083
130	0.071	0.071	0	0.0013	2.2e-05	0.12	0.071	5.6e-06	0	0	0.14	0.0013	0.14	0.12	0.14	0.00026	0	0	0	0.12	10	0.23
131	0.31	0.31	0	0	0	0.013	0.31	0	0	0	0.015	0	0.015	0.013	0.015	4.3e-05	0	0	0	0.013	0	0.15
132	0.32	0.32	0	0	0	0.0073	0.32	0	0	0	0.0082	0	0.0082	0.0073	0.0082	0.0002	0	0	0	0.0073	0	0.15
133	0.21	0.21	0	0.0005	0	0.058	0.21	0	0	0	0.066	0.0005	0.066	0.058	0.066	0	0	0	0	0.058	0	0.15
134	0.32	0.32	0	0	0	0.0049	0.32	4.7e-05	0	0	0.0055	0	0.0055	0.0049	0.0055	0.0032	0	0	0	0.0049	0	0.15
135	0.3	0.3	0	3.4e-06	0	0.015	0.3	8.9e-05	0	0	0.017	3.4e-06	0.017	0.015	0.017	0.0039	0	0	0	0.015	0	0.15
136	0.2	0.2	0	0.00067	7.8e-05	0.064	0.2	0	0	0	0.072	0.00067	0.072	0.064	0.072	2.3e-06	0	0	0	0.064	0	0.15
137	0.27	0.27	0	3.8e-05	0	0.026	0.27	0.00078	0	0	0.029	3.8e-05	0.029	0.026	0.029	0.013	0	0	0	0.026	0	0.15
138	0.23	0.23	0	9.6e-05	0	0.046	0.23	5.1e-05	0	0	0.052	9.6e-05	0.052	0.046	0.052	0.0018	0	0	0	0.046	0	0.15
139	0.33	0.33	0	0	0	0.0022	0.33	1.6e-05	0	0	0.0025	0	0.0025	0.0022	0.0025	0.0019	0	0	0	0.0022	0	0.15
140	0.3	0.3	6.9e-06	0	0	1.8e-05	0.3	0.0027	6.9e-06	0	2.1e-05	0	2.1e-05	1.8e-05	2.1e-05	0.11	6.9e-06	6.9e-06	6.9e-06	1.8e-05	0	0.15
141	0.22	0.22	0	0.0002	0	0.052	0.22	5.7e-05	0	0	0.059	0.0002	0.059	0.052	0.059	0.0016	0	0	0	0.052	0	0.15
142	0.23	0.23	6.1e-06	0	0	0.001	0.23	0.038	6.1e-06	0	0.0011	0	0.0011	0.001	0.0011	0.25	6.1e-06	6.1e-06	6.1e-06	0.001	15	0.083
143	0.28	0.28	0	0	0	0.024	0.28	0	0	0	0.027	0	0.027	0.024	0.027	6e-05	0	0	0	0.024	0	0.15
144	0.18	0.18	0	0.00018	0	0.07	0.18	0	0	0	0.079	0.00018	0.079	0.07	0.079	0.0001	0	0	0	0.07	0	0.15
145	0.25	0.25	0	0.00067	0	0.037	0.25	0	0	0	0.042	0.00067	0.042	0.037	0.042	0	0	0	0	0.037	0	0.15
146	0.036	0.036	1.5e-05	0	0	0	0.036	0.09	1.5e-05	0	0	0	0	0	0	0.8	1.5e-05	1.5e-05	1.5e-05	0	15	0.083
147	0.073	0.073	0	0.00014	0	0.12	0.073	0	0	0	0.14	0.00014	0.14	0.12	0.14	0	0	0	0	0.12	10	0.23
148	0.29	0.29	0	0	0	0.019	0.29	0	0	0	0.022	0	0.022	0.019	0.022	3.7e-05	0	0	0	0.019	0	0.15
149	0.31	0.31	0	0	0	0.0093	0.31	0	0	0	0.011	0	0.011	0.0093	0.011	0.0002	0	0	0	0.0093	0	0.15
150	0.2	0.2	0	0.00043	0	0.062	0.2	0	0	0	0.07	0.00043	0.07	0.062	0.07	1.6e-05	0	0	0	0.062	0	0.15
151	0.26	0.26	1.3e-05	0	0	0	0.26	0.0051	1.3e-05	0	0	0	0	0	0	0.22	1.3e-05	1.3e-05	1.3e-05	0	0	0.15
152	0.31	0.31	0	0	0	0.0096	0.31	1.5e-05	0	0	0.011	0	0.011	0.0096	0.011	0.0014	0	0	0	0.0096	0	0.15
153	0.33	0.33	0	0	0	2.9e-05	0.33	2.3e-05	0	0	3.2e-05	0	3.2e-05	2.9e-05	3.2e-05	0.005	0	0	0	2.9e-05	0	0.15
154	0.22	0.22	0	5.2e-06	0	0.053	0.22	0	0	0	0.06	5.2e-06	0.06	0.053	0.06	9.4e-06	0	0	0	0.053	0	0.15
155	0.00014	0.00014	0	0	0	0	0.00014	0.56	0	0	0	0	0	0	0	0.44	0	0	0	0	7	0.067
156	0.01	0.01	0	0	0	0.15	0.01	0	0	0	0.17	0	0.17	0.15	0.17	0	0	0	0	0.15	10	0.23
157	0.087	0.087	0	4.1e-06	0	0.12	0.087	0	0	0	0.13	4.1e-06	0.13	0.12	0.13	0	0	0	0	0.12	10	0.23
158	0.33	0.33	0	0	0	0.0034	0.33	0	0	0	0.0038	0	0.0038	0.0034	0.0038	0	0	0	0	0.0034	0	0.15
159	0.039	0.039	0	1.9e-05	0	0.14	0.039	0	0	0	0.16	1.9e-05	0.16	0.14	0.16	0	0	0	0	0.14	10	0.23
160	0.23	0.23	1e-05	0	0	3.1e-05	0.23	0.02	1e-05	0	3.5e-05	0	3.5e-05	3.1e-05	3.5e-05	0.3	1e-05	1e-05	1e-05	3.1e-05	15	0.083
161	0.28	0.28	8.6e-06	0	0	1.4e-05	0.28	0.0048	8.6e-06	0	1.6e-05	0	1.6e-05	1.4e-05	1.6e-05	0.15	8.6e-06	8.6e-06	8.6e-06	1.4e-05	0	0.15
162	0.28	0.28	0	0	0	0.024	0.28	0	0	0	0.027	0	0.027	0.024	0.027	1.1e-05	0	0	0	0.024	0	0.15
163	0.31	0.31	0	0	0	0.012	0.31	0	0	0	0.013	0	0.013	0.012	0.013	3.4e-06	0	0	0	0.012	0	0.15
164	0.32	0.32	2.7e-06	0	0	0.00051	0.32	0.0015	2.7e-06	0	0.00058	0	0.00058	0.00051	0.00058	0.042	2.7e-06	2.7e-06	2.7e-06	0.00051	0	0.15
165	0.15	0.15	0	2.5e-05	0	0.085	0.15	0	0	0	0.097	2.5e-05	0.097	0.085	0.097	3.5e-06	0	0	0	0.085	0	0.15
166	0.3	0.3	0	4.3e-06	0	0.016	0.3	7.8e-05	0	0	0.018	4.3e-06	0.018	0.016	0.018	0.0034	0	0	0	0.016	0	0.15
167	0.33	0.33	2.3e-06	0	0	0	0.33	3.1e-06	2.3e-06	0	0	0	0	0	0	0.0043	2.3e-06	2.3e-06	2.3e-06	0	0	0.15
168	0.33	0.33	0	0	0	0.0028	0.33	5.9e-05	0	0	0.0032	0	0.0032	0.0028	0.0032	0.0041	0	0	0	0.0028	0	0.15
169	0.33	0.33	0	0	0	0.00027	0.33	0	0	0	0.0003	0	0.0003	0.00027	0.0003	4.9e-06	0	0	0	0.00027	0	0.15
170	0.31	0.31	0	2.2e-06	0	0.01	0.31	0.00028	0	0	0.012	2.2e-06	0.012	0.01	0.012	0.0086	0	0	0	0.01	0	0.15
