SNV	cluster0	cluster1	cluster	dcf0
342	1	0.0038	0	0.15
343	1	2.1e-05	0	0.15
344	0.98	0.02	0	0.15
345	0.87	0.13	0	0.15
346	0.11	0.89	1	0.23
347	0.77	0.23	0	0.15
348	0.97	0.034	0	0.15
349	0.34	0.66	1	0.23
350	1	0.00083	0	0.15
351	0.87	0.13	0	0.15
352	0.77	0.23	0	0.15
353	0.82	0.18	0	0.15
354	0.9	0.1	0	0.15
355	1	0.0033	0	0.15
356	0.93	0.071	0	0.15
357	0.76	0.24	0	0.15
358	0.96	0.038	0	0.15
359	0.99	0.0079	0	0.15
360	0.8	0.2	0	0.15
361	0.96	0.036	0	0.15
362	0.75	0.25	0	0.15
363	0.97	0.033	0	0.15
364	1	0.0032	0	0.15
365	0.72	0.28	0	0.15
366	0.98	0.024	0	0.15
367	0.75	0.25	0	0.15
368	0.94	0.059	0	0.15
369	0.66	0.34	0	0.15
370	0.9	0.1	0	0.15
371	0.82	0.18	0	0.15
372	0.29	0.71	1	0.23
373	0.87	0.13	0	0.15
374	0.32	0.68	1	0.23
375	0.86	0.14	0	0.15
376	0.88	0.12	0	0.15
377	0.22	0.78	1	0.23
378	0.58	0.42	0	0.15
379	0.35	0.65	1	0.23
380	0.95	0.047	0	0.15
381	0.96	0.04	0	0.15
382	0.93	0.072	0	0.15
383	0.85	0.15	0	0.15
384	0.96	0.037	0	0.15
385	0.74	0.26	0	0.15
386	0.98	0.023	0	0.15
387	0.99	0.0065	0	0.15
388	0.88	0.12	0	0.15
389	0.9	0.097	0	0.15
390	0.99	0.015	0	0.15
391	0.7	0.3	0	0.15
392	1	0	0	0.15
393	0.94	0.058	0	0.15
394	0.91	0.093	0	0.15
395	1	1.1e-05	0	0.15
396	1	0	0	0.15
397	1	0.005	0	0.15
398	1	0.00072	0	0.15
399	1	0.003	0	0.15
400	0.92	0.08	0	0.15
401	0.0099	0.99	1	0.23
402	0.5	0.5	0	0.15
403	0.94	0.055	0	0.15
404	0.79	0.21	0	0.15
405	0.72	0.28	0	0.15
406	0.78	0.22	0	0.15
407	0.97	0.035	0	0.15
408	0.98	0.023	0	0.15
409	1	0.0038	0	0.15
410	1	0	0	0.15
411	0.82	0.18	0	0.15
412	0.52	0.48	0	0.15
413	0.43	0.57	1	0.23
414	0.36	0.64	1	0.23
415	0.36	0.64	1	0.23
416	0.66	0.34	0	0.15
417	1	0.00062	0	0.15
418	0.99	0.013	0	0.15
419	0.87	0.13	0	0.15
420	0.72	0.28	0	0.15
421	0.9	0.1	0	0.15
422	1	8.1e-05	0	0.15
423	0.96	0.039	0	0.15
424	0.92	0.085	0	0.15
425	1	0.0004	0	0.15
426	1	0.00018	0	0.15
427	1	0	0	0.15
428	0.72	0.28	0	0.15
429	0.91	0.094	0	0.15
430	0.93	0.074	0	0.15
431	0.92	0.08	0	0.15
432	1	0.0013	0	0.15
433	0.13	0.87	1	0.23
434	0.37	0.63	1	0.23
435	1	0.00059	0	0.15
436	0.97	0.03	0	0.15
437	0.058	0.94	1	0.23
438	0.97	0.033	0	0.15
439	0.87	0.13	0	0.15
440	0.66	0.34	0	0.15
441	0.71	0.29	0	0.15
442	0.99	0.012	0	0.15
443	0.46	0.54	1	0.23
444	1	1e-06	0	0.15
445	0.75	0.25	0	0.15
446	0.68	0.32	0	0.15
447	1	0.0032	0	0.15
448	1	0.00052	0	0.15
449	0.73	0.27	0	0.15
450	0.48	0.52	1	0.23
451	1	0.00028	0	0.15
452	0.98	0.024	0	0.15
453	1	0.00049	0	0.15
454	0.9	0.096	0	0.15
455	0.55	0.45	0	0.15
456	1	0.001	0	0.15
457	0.97	0.029	0	0.15
458	0.081	0.92	1	0.23
459	0.89	0.11	0	0.15
460	0.58	0.42	0	0.15
461	0.031	0.97	1	0.23
462	0.23	0.77	1	0.23
463	0.89	0.11	0	0.15
464	0.15	0.85	1	0.23
465	0.017	0.98	1	0.23
466	0.052	0.95	1	0.23
467	0.0021	1	1	0.23
468	0.2	0.8	1	0.23
469	0.014	0.99	1	0.23
470	0.003	1	1	0.23
471	0.74	0.26	0	0.15
472	0.069	0.93	1	0.23
473	1	0.00014	0	0.15
474	0.022	0.98	1	0.23
475	0.016	0.98	1	0.23
476	0.47	0.53	1	0.23
477	0.98	0.018	0	0.15
478	0.99	0.0059	0	0.15
479	0.9	0.1	0	0.15
480	0.97	0.031	0	0.15
481	0.4	0.6	1	0.23
482	0.00017	1	1	0.23
483	0.92	0.079	0	0.15
484	0.33	0.67	1	0.23
485	1	1.4e-05	0	0.15
486	0.57	0.43	0	0.15
487	0.27	0.73	1	0.23
488	0.85	0.15	0	0.15
489	0.69	0.31	0	0.15
490	0.77	0.23	0	0.15
491	0.016	0.98	1	0.23
492	0.2	0.8	1	0.23
493	0.33	0.67	1	0.23
494	0.92	0.078	0	0.15
495	0.89	0.11	0	0.15
496	0.99	0.011	0	0.15
497	1	0.0001	0	0.15
498	0.11	0.89	1	0.23
499	0.71	0.29	0	0.15
500	2.5e-06	1	1	0.23
501	0.89	0.11	0	0.15
502	0.71	0.29	0	0.15
503	0.97	0.028	0	0.15
504	1	0.0024	0	0.15
505	0.66	0.34	0	0.15
506	0.89	0.11	0	0.15
507	0.69	0.31	0	0.15
508	0.92	0.084	0	0.15
509	0.66	0.34	0	0.15
510	1	0.00042	0	0.15
511	0.85	0.15	0	0.15
512	1	0	0	0.15
513	1	0.00048	0	0.15
514	0.98	0.018	0	0.15
515	0.93	0.067	0	0.15
516	0.63	0.37	0	0.15
517	1	0.00017	0	0.15
518	1	0	0	0.15
519	0.49	0.51	1	0.23
520	0	1	1	0.23
521	0.99	0.0054	0	0.15
522	1	0.0006	0	0.15
523	0.99	0.012	0	0.15
524	0.78	0.22	0	0.15
525	0.64	0.36	0	0.15
526	1	0	0	0.15
527	1	0.0026	0	0.15
528	0.75	0.25	0	0.15
529	0.94	0.055	0	0.15
530	0.24	0.76	1	0.23
531	0.82	0.18	0	0.15
532	0.67	0.33	0	0.15
533	0.89	0.11	0	0.15
534	1	0.0028	0	0.15
535	0.57	0.43	0	0.15
536	0.85	0.15	0	0.15
537	0.96	0.039	0	0.15
538	0.95	0.049	0	0.15
539	0.96	0.037	0	0.15
540	0.86	0.14	0	0.15
541	0.88	0.12	0	0.15
542	1	7e-06	0	0.15
543	0.7	0.3	0	0.15
544	0.96	0.037	0	0.15
545	0.96	0.038	0	0.15
546	0.97	0.028	0	0.15
547	0.086	0.91	1	0.23
548	1	0.00025	0	0.15
549	0.95	0.05	0	0.15
550	0.72	0.28	0	0.15
551	0.98	0.015	0	0.15
552	1	0	0	0.15
553	1	0	0	0.15
554	0.92	0.083	0	0.15
555	0.99	0.011	0	0.15
556	0.89	0.11	0	0.15
557	0.53	0.47	0	0.15
558	0.24	0.76	1	0.23
559	0.81	0.19	0	0.15
560	0.98	0.019	0	0.15
561	1	4.5e-05	0	0.15
562	0.68	0.32	0	0.15
563	0.99	0.012	0	0.15
564	0.53	0.47	0	0.15
565	0.9	0.1	0	0.15
566	1	0.0013	0	0.15
567	1	0.0048	0	0.15
568	1	0	0	0.15
569	0.65	0.35	0	0.15
570	1	5.3e-06	0	0.15
571	0.77	0.23	0	0.15
572	0.97	0.033	0	0.15
573	0.72	0.28	0	0.15
574	0.53	0.47	0	0.15
575	0.0025	1	1	0.23
576	0.79	0.21	0	0.15
577	0.78	0.22	0	0.15
578	0.92	0.08	0	0.15
579	0.78	0.22	0	0.15
580	0.55	0.45	0	0.15
581	0.52	0.48	0	0.15
582	0.94	0.064	0	0.15
583	0.6	0.4	0	0.15
584	0.58	0.42	0	0.15
585	0.8	0.2	0	0.15
586	0.79	0.21	0	0.15
587	0.88	0.12	0	0.15
588	1	0.0014	0	0.15
589	0.66	0.34	0	0.15
590	0.98	0.024	0	0.15
591	0.76	0.24	0	0.15
592	0.94	0.057	0	0.15
593	0.93	0.065	0	0.15
594	0.99	0.015	0	0.15
595	0.83	0.17	0	0.15
596	0.15	0.85	1	0.23
597	0.1	0.9	1	0.23
598	0.29	0.71	1	0.23
599	1	9.6e-06	0	0.15
600	0.94	0.064	0	0.15
601	0.96	0.042	0	0.15
602	0.31	0.69	1	0.23
603	0.98	0.019	0	0.15
604	0.93	0.074	0	0.15
605	0.96	0.037	0	0.15
606	0.97	0.03	0	0.15
607	1	2.6e-05	0	0.15
608	0.98	0.019	0	0.15
609	1	5e-06	0	0.15
610	1	7.4e-06	0	0.15
611	0.45	0.55	1	0.23
612	1	2.3e-05	0	0.15
613	0.99	0.0052	0	0.15
614	0.94	0.063	0	0.15
615	0.45	0.55	1	0.23
616	0.69	0.31	0	0.15
617	0.98	0.023	0	0.15
618	0.83	0.17	0	0.15
619	1.5e-05	1	1	0.23
620	0.028	0.97	1	0.23
621	0.59	0.41	0	0.15
622	0.98	0.024	0	0.15
623	1	0.0029	0	0.15
624	0.13	0.87	1	0.23
625	1	6e-05	0	0.15
626	0.66	0.34	0	0.15
627	0.069	0.93	1	0.23
628	0.92	0.079	0	0.15
629	0.25	0.75	1	0.23
630	0.71	0.29	0	0.15
631	1	1.1e-05	0	0.15
632	0.067	0.93	1	0.23
633	0.99	0.0073	0	0.15
634	1	2.3e-06	0	0.15
635	0.99	0.013	0	0.15
636	0.73	0.27	0	0.15
637	0.97	0.025	0	0.15
638	1	6.6e-05	0	0.15
639	1	6.7e-05	0	0.15
640	1	2.9e-06	0	0.15
641	0.7	0.3	0	0.15
642	0.85	0.15	0	0.15
643	0.9	0.1	0	0.15
644	0.66	0.34	0	0.15
645	0.75	0.25	0	0.15
646	0.64	0.36	0	0.15
647	1	7.6e-05	0	0.15
648	0.13	0.87	1	0.23
649	0.69	0.31	0	0.15
650	0.84	0.16	0	0.15
651	0.7	0.3	0	0.15
652	0.87	0.13	0	0.15
653	0.67	0.33	0	0.15
654	0.66	0.34	0	0.15
655	0.96	0.042	0	0.15
656	0.91	0.086	0	0.15
657	0.82	0.18	0	0.15
658	1	0	0	0.15
659	0.53	0.47	0	0.15
660	1	0.0011	0	0.15
661	0.47	0.53	1	0.23
662	0.89	0.11	0	0.15
663	0.15	0.85	1	0.23
664	0.97	0.032	0	0.15
665	0.97	0.029	0	0.15
666	0.86	0.14	0	0.15
667	0.99	0.0097	0	0.15
668	0.82	0.18	0	0.15
669	0.97	0.034	0	0.15
670	0.96	0.038	0	0.15
671	0.96	0.044	0	0.15
672	0.95	0.046	0	0.15
673	0.67	0.33	0	0.15
674	0.53	0.47	0	0.15
675	0.82	0.18	0	0.15
676	0.81	0.19	0	0.15
677	0.86	0.14	0	0.15
678	0.93	0.074	0	0.15
679	0.97	0.031	0	0.15
680	0.83	0.17	0	0.15
681	0.96	0.036	0	0.15
682	0.72	0.28	0	0.15
683	0.6	0.4	0	0.15
684	0.61	0.39	0	0.15
685	0.47	0.53	1	0.23
686	1	0.0019	0	0.15
687	0.99	0.0092	0	0.15
688	1	0.0026	0	0.15
689	0.76	0.24	0	0.15
690	1	0	0	0.15
691	0.14	0.86	1	0.23
692	1	1.3e-05	0	0.15
693	1	8.7e-05	0	0.15
694	1	0	0	0.15
695	0.99	0.0074	0	0.15
696	1	0.00021	0	0.15
697	0.4	0.6	1	0.23
698	1	2.2e-05	0	0.15
699	1	0	0	0.15
700	0.95	0.045	0	0.15
701	0.72	0.28	0	0.15
702	1	0	0	0.15
703	0.99	0.0059	0	0.15
704	0.37	0.63	1	0.23
705	0.77	0.23	0	0.15
706	0	1	1	0.23
707	0.72	0.28	0	0.15
708	0.4	0.6	1	0.23
709	0.71	0.29	0	0.15
710	1	0.0041	0	0.15
711	0.64	0.36	0	0.15
712	0.99	0.013	0	0.15
713	0.38	0.62	1	0.23
714	0.95	0.053	0	0.15
715	0.99	0.0063	0	0.15
716	0.25	0.75	1	0.23
717	0.28	0.72	1	0.23
718	0.97	0.03	0	0.15
719	0.97	0.026	0	0.15
720	0.63	0.37	0	0.15
721	1	0.0005	0	0.15
722	0.95	0.049	0	0.15
723	0.58	0.42	0	0.15
724	0.96	0.042	0	0.15
725	0.85	0.15	0	0.15
726	0.4	0.6	1	0.23
727	1	0.0028	0	0.15
728	0.99	0.0088	0	0.15
729	0.61	0.39	0	0.15
730	0.9	0.1	0	0.15
731	0.92	0.081	0	0.15
732	0.9	0.1	0	0.15
733	0.43	0.57	1	0.23
734	0.6	0.4	0	0.15
735	0.89	0.11	0	0.15
736	0.69	0.31	0	0.15
737	0.52	0.48	0	0.15
738	0.99	0.0051	0	0.15
739	0.6	0.4	0	0.15
740	0.99	0.009	0	0.15
741	0.98	0.02	0	0.15
742	0.21	0.79	1	0.23
743	0.91	0.092	0	0.15
744	0.57	0.43	0	0.15
745	0.96	0.035	0	0.15
746	0.98	0.021	0	0.15
747	0.96	0.039	0	0.15
748	0.69	0.31	0	0.15
749	0.77	0.23	0	0.15
750	0.97	0.029	0	0.15
751	0.47	0.53	1	0.23
752	0.49	0.51	1	0.23
753	0.76	0.24	0	0.15
754	1	2.7e-05	0	0.15
755	0.79	0.21	0	0.15
756	0.21	0.79	1	0.23
757	0.87	0.13	0	0.15
758	0.95	0.054	0	0.15
759	0.88	0.12	0	0.15
760	1	0.00012	0	0.15
761	1	1.4e-05	0	0.15
762	0.78	0.22	0	0.15
763	0.9	0.1	0	0.15
764	1	0.003	0	0.15
765	0.82	0.18	0	0.15
766	1	0.00027	0	0.15
767	1	0.002	0	0.15
768	1	1.4e-05	0	0.15
769	1	1e-06	0	0.15
770	0.17	0.83	1	0.23
771	1	0.0018	0	0.15
772	0.019	0.98	1	0.23
773	0.98	0.022	0	0.15
774	0.74	0.26	0	0.15
775	0.79	0.21	0	0.15
776	1	0.00016	0	0.15
777	1	0.00046	0	0.15
778	1	1.6e-06	0	0.15
779	1	0.0046	0	0.15
780	0.95	0.052	0	0.15
781	0.98	0.017	0	0.15
782	0.015	0.99	1	0.23
783	0.96	0.035	0	0.15
784	1	0.00064	0	0.15
785	1	0	0	0.15
786	0.99	0.0085	0	0.15
787	0.98	0.018	0	0.15
788	0.11	0.89	1	0.23
789	1	0.0034	0	0.15
790	0.96	0.042	0	0.15
791	0.9	0.096	0	0.15
792	1	3e-05	0	0.15
793	0.18	0.82	1	0.23
794	0.91	0.087	0	0.15
795	0.61	0.39	0	0.15
796	0.7	0.3	0	0.15
797	0.86	0.14	0	0.15
798	0.73	0.27	0	0.15
799	0.98	0.021	0	0.15
800	0.63	0.37	0	0.15
801	0.69	0.31	0	0.15
802	0.94	0.061	0	0.15
803	0.98	0.02	0	0.15
804	0.47	0.53	1	0.23
805	0.52	0.48	0	0.15
806	0.9	0.099	0	0.15
807	0.68	0.32	0	0.15
808	0.97	0.027	0	0.15
809	0.76	0.24	0	0.15
810	0.71	0.29	0	0.15
811	1	0.0032	0	0.15
812	1	0	0	0.15
813	0.15	0.85	1	0.23
814	1	0.00054	0	0.15
815	1	0	0	0.15
816	0.99	0.011	0	0.15
817	1	0.00066	0	0.15
818	0.71	0.29	0	0.15
819	1	1.6e-05	0	0.15
820	1	0.00027	0	0.15
821	0.8	0.2	0	0.15
822	0.48	0.52	1	0.23
823	1	0	0	0.15
824	0.016	0.98	1	0.23
825	0.27	0.73	1	0.23
826	0.95	0.048	0	0.15
827	0.045	0.95	1	0.23
828	0.92	0.076	0	0.15
829	1	1.3e-05	0	0.15
830	0.99	0.012	0	0.15
831	1	0.00077	0	0.15
832	0.0054	0.99	1	0.23
833	1	3.2e-06	0	0.15
834	0.58	0.42	0	0.15
835	0.97	0.026	0	0.15
836	0.97	0.032	0	0.15
837	0.68	0.32	0	0.15
838	0.013	0.99	1	0.23
839	0.076	0.92	1	0.23
840	0.03	0.97	1	0.23
841	0.12	0.88	1	0.23
842	1	0	0	0.15
843	0.78	0.22	0	0.15
844	1	0.0015	0	0.15
845	1	2.3e-06	0	0.15
846	0.62	0.38	0	0.15
847	0.99	0.0071	0	0.15
848	0.94	0.056	0	0.15
849	0.79	0.21	0	0.15
850	0.82	0.18	0	0.15
851	1	3.3e-06	0	0.15
852	0.12	0.88	1	0.23
853	1	0	0	0.15
854	0.82	0.18	0	0.15
855	1	5.4e-05	0	0.15
856	0.28	0.72	1	0.23
857	0.06	0.94	1	0.23
858	0.96	0.036	0	0.15
859	0.47	0.53	1	0.23
860	0.38	0.62	1	0.23
861	0.99	0.0076	0	0.15
862	1	2.6e-05	0	0.15
863	1	0.00022	0	0.15
864	0.64	0.36	0	0.15
865	0.71	0.29	0	0.15
866	0.96	0.043	0	0.15
867	0.82	0.18	0	0.15
868	0.0039	1	1	0.23
869	0.9	0.1	0	0.15
870	1	0.00055	0	0.15
871	0.92	0.077	0	0.15
872	1	8.4e-05	0	0.15
873	0.93	0.068	0	0.15
874	0.71	0.29	0	0.15
875	0.94	0.06	0	0.15
876	0.056	0.94	1	0.23
877	1	0.00086	0	0.15
878	0	1	1	0.23
879	0.52	0.48	0	0.15
880	0.91	0.09	0	0.15
881	0.36	0.64	1	0.23
