SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
14	0	0.12	0.053	0	0	0.096	0.004	0.096	0.15	0.096	0	0.053	0.053	0.15	0.12	8	0.23
15	0.00032	0.00026	0.33	0.00029	0	0.0002	0	0.0002	0.00032	0.0002	0.00032	0.33	0.33	0.00032	0.00026	2	0.15
16	0	0.018	0.29	0	0	0.014	1.2e-05	0.014	0.022	0.014	0	0.29	0.29	0.022	0.018	2	0.15
17	0.028	0.009	0.29	0.025	0	0.0071	2.8e-06	0.0071	0.011	0.0071	0.028	0.29	0.29	0.011	0.009	2	0.15
18	1.4e-05	0.059	0.2	1.2e-05	0	0.047	1.9e-05	0.047	0.075	0.047	1.4e-05	0.2	0.2	0.075	0.059	2	0.15
19	0.00064	0.0027	0.33	0.00056	0	0.0021	0	0.0021	0.0034	0.0021	0.00064	0.33	0.33	0.0034	0.0027	2	0.15
20	4.5e-06	0.069	0.17	3.9e-06	0	0.055	2.1e-06	0.055	0.087	0.055	4.5e-06	0.17	0.17	0.087	0.069	2	0.15
21	0	0.02	0.29	0	0	0.016	0.00047	0.016	0.025	0.016	0	0.29	0.29	0.025	0.02	2	0.15
22	0.011	0.0045	0.31	0.0099	0	0.0036	0	0.0036	0.0057	0.0036	0.011	0.31	0.31	0.0057	0.0045	2	0.15
23	0.0032	0.00022	0.33	0.0028	0	0.00017	0	0.00017	0.00028	0.00017	0.0032	0.33	0.33	0.00028	0.00022	2	0.15
24	0	0.031	0.26	0	0	0.025	0.00054	0.025	0.04	0.025	0	0.26	0.26	0.04	0.031	2	0.15
25	3.5e-05	0.0027	0.33	3.1e-05	0	0.0021	0	0.0021	0.0034	0.0021	3.5e-05	0.33	0.33	0.0034	0.0027	2	0.15
26	4.5e-05	0.053	0.21	4e-05	0	0.042	1.4e-05	0.042	0.067	0.042	4.5e-05	0.21	0.21	0.067	0.053	2	0.15
27	0	0.099	0.11	0	0	0.078	0	0.078	0.12	0.078	0	0.11	0.11	0.12	0.099	8	0.23
28	0	0.096	0.11	0	0	0.076	1.4e-06	0.076	0.12	0.076	0	0.11	0.11	0.12	0.096	8	0.23
29	0	0.072	0.17	0	0	0.057	1.1e-05	0.057	0.091	0.057	0	0.17	0.17	0.091	0.072	2	0.15
30	0	0.014	0.3	0	0	0.011	2.6e-05	0.011	0.018	0.011	0	0.3	0.3	0.018	0.014	2	0.15
31	0.012	0.012	0.3	0.01	0	0.0092	1.9e-06	0.0092	0.015	0.0092	0.012	0.3	0.3	0.015	0.012	2	0.15
32	0.00036	0.039	0.24	0.00032	0	0.031	1.6e-05	0.031	0.049	0.031	0.00036	0.24	0.24	0.049	0.039	2	0.15
33	0	0.047	0.22	0	0	0.037	0.0014	0.037	0.059	0.037	0	0.22	0.22	0.059	0.047	2	0.15
34	0.0028	0.0015	0.33	0.0024	0	0.0012	0	0.0012	0.0019	0.0012	0.0028	0.33	0.33	0.0019	0.0015	2	0.15
35	0	0.016	0.3	0	0	0.013	0	0.013	0.02	0.013	0	0.3	0.3	0.02	0.016	2	0.15
36	0.00049	0.00067	0.33	0.00043	0	0.00053	0	0.00053	0.00085	0.00053	0.00049	0.33	0.33	0.00085	0.00067	2	0.15
37	0	0.068	0.18	0	0	0.054	3.8e-06	0.054	0.086	0.054	0	0.18	0.18	0.086	0.068	2	0.15
38	0	0.14	0.0036	0	0	0.11	0.0035	0.11	0.18	0.11	0	0.0036	0.0036	0.18	0.14	8	0.23
39	0	0.051	0.22	0	1.1e-05	0.04	0.0015	0.04	0.064	0.04	0	0.22	0.22	0.064	0.051	2	0.15
40	0.00019	0.044	0.23	0.00017	0	0.035	4.2e-05	0.035	0.056	0.035	0.00019	0.23	0.23	0.056	0.044	2	0.15
41	2e-05	0.055	0.21	1.8e-05	0	0.044	1.6e-06	0.044	0.07	0.044	2e-05	0.21	0.21	0.07	0.055	2	0.15
42	0	0.044	0.23	0	0	0.035	0.00013	0.035	0.056	0.035	0	0.23	0.23	0.056	0.044	2	0.15
43	0	0.011	0.31	0	0	0.0086	0.00011	0.0086	0.014	0.0086	0	0.31	0.31	0.014	0.011	2	0.15
44	0.001	0.0036	0.32	0.00092	0	0.0028	0	0.0028	0.0045	0.0028	0.001	0.32	0.32	0.0045	0.0036	2	0.15
45	1.3e-05	0.04	0.24	1.1e-05	3e-06	0.032	0.00066	0.032	0.051	0.032	1.3e-05	0.24	0.24	0.051	0.04	2	0.15
46	0	0.054	0.21	0	0.0013	0.043	0.0022	0.043	0.068	0.043	0	0.21	0.21	0.068	0.054	2	0.15
47	0	0.075	0.16	0	0	0.059	4.1e-06	0.059	0.094	0.059	0	0.16	0.16	0.094	0.075	2	0.15
48	0	0.14	0.0052	0	0	0.11	2.5e-05	0.11	0.18	0.11	0	0.0052	0.0052	0.18	0.14	8	0.23
49	0	0.048	0.22	0	0	0.038	0.0014	0.038	0.06	0.038	0	0.22	0.22	0.06	0.048	2	0.15
50	0	0.043	0.23	0	0	0.034	0.0012	0.034	0.054	0.034	0	0.23	0.23	0.054	0.043	2	0.15
51	2.7e-05	0.053	0.21	2.4e-05	0	0.042	4.8e-05	0.042	0.066	0.042	2.7e-05	0.21	0.21	0.066	0.053	2	0.15
52	0	0.055	0.21	0	0	0.044	0.00024	0.044	0.069	0.044	0	0.21	0.21	0.069	0.055	2	0.15
53	0	0.11	0.081	0	0	0.087	2.9e-06	0.087	0.14	0.087	0	0.081	0.081	0.14	0.11	8	0.23
54	0.0017	0.0019	0.33	0.0015	0	0.0015	0	0.0015	0.0024	0.0015	0.0017	0.33	0.33	0.0024	0.0019	2	0.15
55	0	0.12	0.046	0	0	0.099	0	0.099	0.16	0.099	0	0.046	0.046	0.16	0.12	8	0.23
56	0.00025	0.041	0.24	0.00022	0	0.033	0.00024	0.033	0.052	0.033	0.00025	0.24	0.24	0.052	0.041	2	0.15
57	0	0.023	0.28	0	0	0.018	6.1e-05	0.018	0.029	0.018	0	0.28	0.28	0.029	0.023	2	0.15
58	0.0012	0.00017	0.33	0.0011	0	0.00014	0	0.00014	0.00022	0.00014	0.0012	0.33	0.33	0.00022	0.00017	2	0.15
59	1.9e-05	0.0091	0.31	1.7e-05	0	0.0072	0	0.0072	0.012	0.0072	1.9e-05	0.31	0.31	0.012	0.0091	2	0.15
60	0	0.14	1.7e-05	0	0	0.11	0.00047	0.11	0.18	0.11	0	1.7e-05	1.7e-05	0.18	0.14	8	0.23
61	0.26	9.5e-06	0.08	0.23	0	7.5e-06	0	7.5e-06	1.2e-05	7.5e-06	0.26	0.08	0.08	1.2e-05	9.5e-06	0	0.083
62	0.049	0.0016	0.28	0.043	0	0.0013	0	0.0013	0.002	0.0013	0.049	0.28	0.28	0.002	0.0016	2	0.15
63	0	0.13	0.044	0	0	0.1	0	0.1	0.16	0.1	0	0.044	0.044	0.16	0.13	8	0.23
64	0.031	0.0069	0.29	0.027	0	0.0054	0	0.0054	0.0087	0.0054	0.031	0.29	0.29	0.0087	0.0069	2	0.15
65	0.00025	0.0021	0.33	0.00022	0	0.0016	0	0.0016	0.0026	0.0016	0.00025	0.33	0.33	0.0026	0.0021	2	0.15
66	0.025	0.0087	0.29	0.022	0	0.0069	0	0.0069	0.011	0.0069	0.025	0.29	0.29	0.011	0.0087	2	0.15
67	1.8e-05	0.00026	0.33	1.6e-05	0	0.00021	0	0.00021	0.00033	0.00021	1.8e-05	0.33	0.33	0.00033	0.00026	2	0.15
68	0.01	0.023	0.27	0.0089	0	0.018	4.1e-06	0.018	0.029	0.018	0.01	0.27	0.27	0.029	0.023	2	0.15
69	0.34	0	0.0035	0.3	0	0	0	0	0	0	0.34	0.0035	0.0035	0	0	0	0.083
70	0.03	0.0025	0.3	0.026	0	0.002	0	0.002	0.0031	0.002	0.03	0.3	0.3	0.0031	0.0025	2	0.15
71	0.021	0.005	0.3	0.019	0	0.0039	0	0.0039	0.0063	0.0039	0.021	0.3	0.3	0.0063	0.005	2	0.15
72	0.0032	0.018	0.29	0.0028	0	0.014	0	0.014	0.022	0.014	0.0032	0.29	0.29	0.022	0.018	2	0.15
73	0.00038	0.00012	0.33	0.00034	0	9.6e-05	0	9.6e-05	0.00015	9.6e-05	0.00038	0.33	0.33	0.00015	0.00012	2	0.15
74	0.15	0.06	0.049	0.13	0	0.048	0	0.048	0.076	0.048	0.15	0.049	0.049	0.076	0.06	0	0.083
75	6.9e-05	0.12	0.062	6e-05	1.4e-05	0.093	0.0034	0.093	0.15	0.093	6.9e-05	0.062	0.062	0.15	0.12	8	0.23
76	3.8e-05	0.12	0.066	3.3e-05	0	0.092	0.00094	0.092	0.15	0.092	3.8e-05	0.066	0.066	0.15	0.12	8	0.23
77	0.0025	0.0013	0.33	0.0022	0	0.001	0	0.001	0.0017	0.001	0.0025	0.33	0.33	0.0017	0.0013	2	0.15
78	0.0015	0.0057	0.32	0.0013	0	0.0045	0	0.0045	0.0071	0.0045	0.0015	0.32	0.32	0.0071	0.0057	2	0.15
79	0.00082	0.049	0.22	0.00072	4.5e-06	0.039	0.00054	0.039	0.062	0.039	0.00082	0.22	0.22	0.062	0.049	2	0.15
80	0.013	0.0086	0.3	0.012	0	0.0068	0	0.0068	0.011	0.0068	0.013	0.3	0.3	0.011	0.0086	2	0.15
81	0.0014	0.02	0.29	0.0013	0	0.016	0	0.016	0.025	0.016	0.0014	0.29	0.29	0.025	0.02	2	0.15
82	0.0099	0.025	0.27	0.0087	0	0.02	6.6e-05	0.02	0.032	0.02	0.0099	0.27	0.27	0.032	0.025	2	0.15
83	2.1e-06	0.061	0.19	0	0	0.048	0	0.048	0.077	0.048	2.1e-06	0.19	0.19	0.077	0.061	2	0.15
84	0	0.062	0.19	0	0	0.049	0	0.049	0.078	0.049	0	0.19	0.19	0.078	0.062	2	0.15
85	0	0.00032	0.33	0	0	0.00025	0	0.00025	0.0004	0.00025	0	0.33	0.33	0.0004	0.00032	2	0.15
86	0.00018	0.065	0.18	0.00016	0.0032	0.051	0.0043	0.051	0.082	0.051	0.00018	0.18	0.18	0.082	0.065	2	0.15
87	1.3e-05	0.073	0.17	1.1e-05	0	0.058	6.9e-06	0.058	0.092	0.058	1.3e-05	0.17	0.17	0.092	0.073	2	0.15
88	0	0.066	0.18	0	0	0.052	0	0.052	0.083	0.052	0	0.18	0.18	0.083	0.066	2	0.15
89	0	0.019	0.29	0	0	0.015	0	0.015	0.024	0.015	0	0.29	0.29	0.024	0.019	2	0.15
90	0.0031	0.015	0.3	0.0028	0	0.012	0	0.012	0.019	0.012	0.0031	0.3	0.3	0.019	0.015	2	0.15
91	6.7e-05	0.012	0.31	5.9e-05	0	0.0093	0	0.0093	0.015	0.0093	6.7e-05	0.31	0.31	0.015	0.012	2	0.15
92	8.3e-05	0.054	0.21	7.3e-05	0	0.043	5.7e-06	0.043	0.069	0.043	8.3e-05	0.21	0.21	0.069	0.054	2	0.15
93	0	0.0024	0.33	0	0	0.0019	0	0.0019	0.0031	0.0019	0	0.33	0.33	0.0031	0.0024	2	0.15
94	0.31	0	0.036	0.27	0	0	0	0	0	0	0.31	0.036	0.036	0	0	0	0.083
95	0	0.1	0.1	0	0	0.08	0	0.08	0.13	0.08	0	0.1	0.1	0.13	0.1	8	0.23
96	0.045	0.0014	0.29	0.039	0	0.0011	0	0.0011	0.0017	0.0011	0.045	0.29	0.29	0.0017	0.0014	2	0.15
97	0.00057	0.042	0.24	0.0005	0	0.033	1.7e-05	0.033	0.053	0.033	0.00057	0.24	0.24	0.053	0.042	2	0.15
98	0.0028	0.002	0.33	0.0025	0	0.0016	0	0.0016	0.0026	0.0016	0.0028	0.33	0.33	0.0026	0.002	2	0.15
99	0	0.03	0.26	0	0	0.024	0	0.024	0.038	0.024	0	0.26	0.26	0.038	0.03	2	0.15
100	0	0.0024	0.33	0	0	0.0019	0	0.0019	0.003	0.0019	0	0.33	0.33	0.003	0.0024	2	0.15
101	0.35	0	0.0013	0.3	0	0	0	0	0	0	0.35	0.0013	0.0013	0	0	0	0.083
102	0	0.011	0.31	0	0	0.0085	0	0.0085	0.014	0.0085	0	0.31	0.31	0.014	0.011	2	0.15
103	0	0.05	0.22	0	0	0.04	0	0.04	0.063	0.04	0	0.22	0.22	0.063	0.05	2	0.15
104	0.0039	0.015	0.29	0.0034	0	0.012	0	0.012	0.019	0.012	0.0039	0.29	0.29	0.019	0.015	2	0.15
105	0	0.12	0.057	0	0	0.095	0	0.095	0.15	0.095	0	0.057	0.057	0.15	0.12	8	0.23
106	0	0.14	0.021	0	0	0.11	0	0.11	0.17	0.11	0	0.021	0.021	0.17	0.14	8	0.23
107	0	0.14	0.021	0	0	0.11	0	0.11	0.17	0.11	0	0.021	0.021	0.17	0.14	8	0.23
108	8.8e-05	0.073	0.17	7.7e-05	0	0.058	4.7e-06	0.058	0.092	0.058	8.8e-05	0.17	0.17	0.092	0.073	2	0.15
109	0.00034	0.0024	0.33	0.0003	0	0.0019	0	0.0019	0.003	0.0019	0.00034	0.33	0.33	0.003	0.0024	2	0.15
110	0	0.14	0.0075	0	0	0.11	0	0.11	0.18	0.11	0	0.0075	0.0075	0.18	0.14	8	0.23
111	0	0.14	0.014	0	0	0.11	0.00012	0.11	0.18	0.11	0	0.014	0.014	0.18	0.14	8	0.23
112	6.1e-06	0.022	0.28	5.4e-06	0	0.017	0	0.017	0.028	0.017	6.1e-06	0.28	0.28	0.028	0.022	2	0.15
113	0	0.14	0.016	0	1.1e-06	0.11	0.005	0.11	0.17	0.11	0	0.016	0.016	0.17	0.14	8	0.23
114	0.0049	0.0042	0.32	0.0043	0	0.0033	0	0.0033	0.0053	0.0033	0.0049	0.32	0.32	0.0053	0.0042	2	0.15
115	0.00035	0.041	0.24	0.00031	0	0.032	0	0.032	0.052	0.032	0.00035	0.24	0.24	0.052	0.041	2	0.15
116	0	0.065	0.18	0	0	0.051	0	0.051	0.082	0.051	0	0.18	0.18	0.082	0.065	2	0.15
117	0	0.11	0.071	0	0	0.09	0	0.09	0.14	0.09	0	0.071	0.071	0.14	0.11	8	0.23
118	4.4e-05	0.038	0.25	3.8e-05	0	0.03	0	0.03	0.048	0.03	4.4e-05	0.25	0.25	0.048	0.038	2	0.15
119	0	0.0087	0.31	0	0	0.0069	0	0.0069	0.011	0.0069	0	0.31	0.31	0.011	0.0087	2	0.15
120	0	0.14	0.0013	0	0	0.11	0	0.11	0.18	0.11	0	0.0013	0.0013	0.18	0.14	8	0.23
121	0.015	0.019	0.27	0.014	0	0.015	3.2e-06	0.015	0.024	0.015	0.015	0.27	0.27	0.024	0.019	2	0.15
122	0	0.087	0.13	0	0	0.069	0	0.069	0.11	0.069	0	0.13	0.13	0.11	0.087	2	0.15
123	0.00027	0.062	0.19	0.00024	0	0.049	6.2e-06	0.049	0.078	0.049	0.00027	0.19	0.19	0.078	0.062	2	0.15
124	0.084	0.00035	0.25	0.074	0	0.00027	0	0.00027	0.00044	0.00027	0.084	0.25	0.25	0.00044	0.00035	2	0.15
125	0	0.007	0.32	0	0	0.0055	0	0.0055	0.0088	0.0055	0	0.32	0.32	0.0088	0.007	2	0.15
126	0.00054	0.013	0.3	0.00047	0	0.01	0	0.01	0.016	0.01	0.00054	0.3	0.3	0.016	0.013	2	0.15
127	2e-05	0.00095	0.33	1.7e-05	0	0.00075	0	0.00075	0.0012	0.00075	2e-05	0.33	0.33	0.0012	0.00095	2	0.15
128	0.0011	0.05	0.22	0.00095	0	0.039	1.1e-05	0.039	0.063	0.039	0.0011	0.22	0.22	0.063	0.05	2	0.15
129	0.17	0.00066	0.17	0.15	0	0.00052	0	0.00052	0.00083	0.00052	0.17	0.17	0.17	0.00083	0.00066	0	0.083
130	0.00011	0.11	0.07	0.0001	2.2e-05	0.09	0.0034	0.09	0.14	0.09	0.00011	0.07	0.07	0.14	0.11	8	0.23
131	1.9e-05	0.012	0.31	1.6e-05	0	0.0097	0	0.0097	0.015	0.0097	1.9e-05	0.31	0.31	0.015	0.012	2	0.15
132	8.7e-05	0.0068	0.32	7.7e-05	0	0.0054	0	0.0054	0.0086	0.0054	8.7e-05	0.32	0.32	0.0086	0.0068	2	0.15
133	0	0.054	0.21	0	0	0.043	0.00055	0.043	0.069	0.043	0	0.21	0.21	0.069	0.054	2	0.15
134	0.0014	0.0046	0.32	0.0012	0	0.0036	0	0.0036	0.0058	0.0036	0.0014	0.32	0.32	0.0058	0.0046	2	0.15
135	0.0017	0.014	0.3	0.0015	0	0.011	0	0.011	0.017	0.011	0.0017	0.3	0.3	0.017	0.014	2	0.15
136	0	0.059	0.2	0	7.6e-05	0.047	0.0029	0.047	0.075	0.047	0	0.2	0.2	0.075	0.059	2	0.15
137	0.0056	0.024	0.27	0.0049	0	0.019	1.7e-05	0.019	0.03	0.019	0.0056	0.27	0.27	0.03	0.024	2	0.15
138	0.00076	0.043	0.23	0.00067	0	0.034	4.6e-05	0.034	0.055	0.034	0.00076	0.23	0.23	0.055	0.043	2	0.15
139	0.00083	0.0021	0.33	0.00073	0	0.0017	0	0.0017	0.0026	0.0017	0.00083	0.33	0.33	0.0026	0.0021	2	0.15
140	0.045	1.7e-05	0.29	0.04	0	1.3e-05	0	1.3e-05	2.1e-05	1.3e-05	0.045	0.29	0.29	2.1e-05	1.7e-05	2	0.15
141	0.00068	0.048	0.22	0.0006	0	0.038	0.00022	0.038	0.061	0.038	0.00068	0.22	0.22	0.061	0.048	2	0.15
142	0.11	0.00092	0.23	0.094	0	0.00073	0	0.00073	0.0012	0.00073	0.11	0.23	0.23	0.0012	0.00092	2	0.15
143	2.6e-05	0.022	0.28	2.3e-05	0	0.018	0	0.018	0.028	0.018	2.6e-05	0.28	0.28	0.028	0.022	2	0.15
144	4.3e-05	0.065	0.18	3.8e-05	0	0.052	6.4e-05	0.052	0.082	0.052	4.3e-05	0.18	0.18	0.082	0.065	2	0.15
145	0	0.034	0.25	0	0	0.027	0.00091	0.027	0.043	0.027	0	0.25	0.25	0.043	0.034	2	0.15
146	0.31	0	0.033	0.28	0	0	0	0	0	0	0.31	0.033	0.033	0	0	0	0.083
147	0	0.11	0.072	0	0	0.09	0	0.09	0.14	0.09	0	0.072	0.072	0.14	0.11	8	0.23
148	1.6e-05	0.018	0.29	1.4e-05	0	0.014	0	0.014	0.023	0.014	1.6e-05	0.29	0.29	0.023	0.018	2	0.15
149	8.9e-05	0.0087	0.31	7.8e-05	0	0.0069	0	0.0069	0.011	0.0069	8.9e-05	0.31	0.31	0.011	0.0087	2	0.15
150	7.1e-06	0.058	0.2	6.3e-06	0	0.046	0.00056	0.046	0.073	0.046	7.1e-06	0.2	0.2	0.073	0.058	2	0.15
151	0.091	0	0.25	0.08	0	0	0	0	0	0	0.091	0.25	0.25	0	0	2	0.15
152	0.0006	0.0089	0.31	0.00053	0	0.0071	0	0.0071	0.011	0.0071	0.0006	0.31	0.31	0.011	0.0089	2	0.15
153	0.0022	2.7e-05	0.33	0.0019	0	2.1e-05	0	2.1e-05	3.4e-05	2.1e-05	0.0022	0.33	0.33	3.4e-05	2.7e-05	2	0.15
154	4.1e-06	0.05	0.22	3.6e-06	0	0.039	0	0.039	0.062	0.039	4.1e-06	0.22	0.22	0.062	0.05	2	0.15
155	0.35	0	0.00025	0.3	0	0	0	0	0	0	0.35	0.00025	0.00025	0	0	0	0.083
156	0	0.14	0.01	0	0	0.11	0	0.11	0.18	0.11	0	0.01	0.01	0.18	0.14	8	0.23
157	0	0.11	0.086	0	0	0.085	0	0.085	0.14	0.085	0	0.086	0.086	0.14	0.11	8	0.23
158	0	0.0031	0.33	0	0	0.0025	0	0.0025	0.004	0.0025	0	0.33	0.33	0.004	0.0031	2	0.15
159	0	0.13	0.038	0	0	0.1	0	0.1	0.16	0.1	0	0.038	0.038	0.16	0.13	8	0.23
160	0.12	2.7e-05	0.22	0.11	0	2.2e-05	0	2.2e-05	3.4e-05	2.2e-05	0.12	0.22	0.22	3.4e-05	2.7e-05	2	0.15
161	0.065	1.3e-05	0.27	0.057	0	1e-05	0	1e-05	1.6e-05	1e-05	0.065	0.27	0.27	1.6e-05	1.3e-05	2	0.15
162	4.9e-06	0.022	0.28	4.3e-06	0	0.018	0	0.018	0.028	0.018	4.9e-06	0.28	0.28	0.028	0.022	2	0.15
163	0	0.011	0.31	0	0	0.0088	0	0.0088	0.014	0.0088	0	0.31	0.31	0.014	0.011	2	0.15
164	0.018	0.00048	0.31	0.016	0	0.00038	0	0.00038	0.0006	0.00038	0.018	0.31	0.31	0.0006	0.00048	2	0.15
165	0	0.08	0.15	0	0	0.063	0	0.063	0.1	0.063	0	0.15	0.15	0.1	0.08	2	0.15
166	0.0015	0.015	0.3	0.0013	0	0.012	0	0.012	0.019	0.012	0.0015	0.3	0.3	0.019	0.015	2	0.15
167	0.0019	0	0.33	0.0016	0	0	0	0	0	0	0.0019	0.33	0.33	0	0	2	0.15
168	0.0018	0.0026	0.33	0.0016	0	0.0021	0	0.0021	0.0033	0.0021	0.0018	0.33	0.33	0.0033	0.0026	2	0.15
169	2.1e-06	0.00025	0.33	0	0	0.0002	0	0.0002	0.00031	0.0002	2.1e-06	0.33	0.33	0.00031	0.00025	2	0.15
170	0.0037	0.0098	0.31	0.0033	0	0.0077	0	0.0077	0.012	0.0077	0.0037	0.31	0.31	0.012	0.0098	2	0.15
171	0.029	4.3e-05	0.31	0.026	0	3.4e-05	0	3.4e-05	5.4e-05	3.4e-05	0.029	0.31	0.31	5.4e-05	4.3e-05	2	0.15
172	0	0.074	0.16	0	0	0.058	4.6e-05	0.058	0.093	0.058	0	0.16	0.16	0.093	0.074	2	0.15
173	0.05	0.00011	0.28	0.044	0	8.9e-05	0	8.9e-05	0.00014	8.9e-05	0.05	0.28	0.28	0.00014	0.00011	2	0.15
174	2.4e-05	0.024	0.28	2.1e-05	0	0.019	0	0.019	0.03	0.019	2.4e-05	0.28	0.28	0.03	0.024	2	0.15
175	0.0043	0.00029	0.33	0.0038	0	0.00023	0	0.00023	0.00036	0.00023	0.0043	0.33	0.33	0.00036	0.00029	2	0.15
176	4.7e-05	0.058	0.2	4.1e-05	0	0.046	0.00047	0.046	0.073	0.046	4.7e-05	0.2	0.2	0.073	0.058	2	0.15
177	0.0081	0.032	0.25	0.0071	4.3e-06	0.026	0.00024	0.026	0.041	0.026	0.0081	0.25	0.25	0.041	0.032	2	0.15
178	0.074	0	0.26	0.065	0	0	0	0	0	0	0.074	0.26	0.26	0	0	2	0.15
179	0.00064	0.049	0.22	0.00056	0	0.039	0.00024	0.039	0.062	0.039	0.00064	0.22	0.22	0.062	0.049	2	0.15
180	0.038	0.0018	0.29	0.033	0	0.0014	0	0.0014	0.0022	0.0014	0.038	0.29	0.29	0.0022	0.0018	2	0.15
181	0.0038	0.037	0.24	0.0033	0	0.029	0.00022	0.029	0.047	0.029	0.0038	0.24	0.24	0.047	0.037	2	0.15
182	2.8e-05	0.066	0.18	2.5e-05	0	0.053	8.5e-06	0.053	0.084	0.053	2.8e-05	0.18	0.18	0.084	0.066	2	0.15
183	0	0.088	0.13	0	0	0.069	0	0.069	0.11	0.069	0	0.13	0.13	0.11	0.088	2	0.15
184	0.35	0	8.4e-06	0.3	0	0	0	0	0	0	0.35	8.4e-06	8.4e-06	0	0	0	0.083
185	0.076	9.7e-05	0.26	0.067	0	7.7e-05	0	7.7e-05	0.00012	7.7e-05	0.076	0.26	0.26	0.00012	9.7e-05	2	0.15
186	0.13	2e-06	0.21	0.12	0	1.6e-06	0	1.6e-06	2.6e-06	1.6e-06	0.13	0.21	0.21	2.6e-06	2e-06	2	0.15
187	0	0.12	0.058	0	0	0.095	0	0.095	0.15	0.095	0	0.058	0.058	0.15	0.12	8	0.23
188	0.00076	5.3e-05	0.33	0.00067	0	4.2e-05	0	4.2e-05	6.7e-05	4.2e-05	0.00076	0.33	0.33	6.7e-05	5.3e-05	2	0.15
189	0.11	0	0.23	0.095	0	0	0	0	0	0	0.11	0.23	0.23	0	0	2	0.15
190	0.18	2.9e-05	0.16	0.16	0	2.3e-05	0	2.3e-05	3.6e-05	2.3e-05	0.18	0.16	0.16	3.6e-05	2.9e-05	0	0.083
191	0.095	4.4e-06	0.24	0.084	0	3.5e-06	0	3.5e-06	5.5e-06	3.5e-06	0.095	0.24	0.24	5.5e-06	4.4e-06	2	0.15
192	0.0045	0.008	0.31	0.0039	0	0.0063	0	0.0063	0.01	0.0063	0.0045	0.31	0.31	0.01	0.008	2	0.15
193	0.35	0	0.00015	0.3	0	0	0	0	0	0	0.35	0.00015	0.00015	0	0	0	0.083
194	0.35	0	0.00012	0.3	0	0	0	0	0	0	0.35	0.00012	0.00012	0	0	0	0.083
195	0.32	0	0.027	0.28	0	0	0	0	0	0	0.32	0.027	0.027	0	0	0	0.083
196	0.17	1.1e-05	0.17	0.15	0	8.6e-06	0	8.6e-06	1.4e-05	8.6e-06	0.17	0.17	0.17	1.4e-05	1.1e-05	2	0.15
197	0.00054	0.016	0.3	0.00047	0	0.013	0	0.013	0.02	0.013	0.00054	0.3	0.3	0.02	0.016	2	0.15
198	0	0.14	0.00082	0	0	0.11	2.4e-06	0.11	0.18	0.11	0	0.00082	0.00082	0.18	0.14	8	0.23
199	0.0037	0.013	0.3	0.0033	0	0.01	0	0.01	0.016	0.01	0.0037	0.3	0.3	0.016	0.013	2	0.15
200	0.012	0.025	0.26	0.01	0	0.02	7.9e-06	0.02	0.032	0.02	0.012	0.26	0.26	0.032	0.025	2	0.15
201	0	0.054	0.21	0	0	0.043	0	0.043	0.068	0.043	0	0.21	0.21	0.068	0.054	2	0.15
