SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
27	0	0.084	0	0.093	0	0.068	0.084	0.093	0.084	0.072	0.093	0.072	0	0	0	0.072	0.093	0.093	3	0.23
28	0	0.088	0	0.091	0	0.071	0.088	0.091	0.088	0.07	0.091	0.07	0	1.4e-06	0	0.07	0.091	0.091	3	0.23
29	0	0.13	0	0.068	0	0.11	0.13	0.068	0.13	0.053	0.068	0.053	0	1.1e-05	0	0.053	0.068	0.068	6	0.15
30	0	0.24	0	0.013	0	0.19	0.24	0.013	0.24	0.01	0.013	0.01	0	2.6e-05	0	0.01	0.013	0.013	6	0.15
31	0.011	0.23	0.011	0.011	0	0.19	0.23	0.011	0.23	0.0084	0.011	0.0084	0	1.9e-06	0.011	0.0084	0.011	0.011	6	0.15
32	0.00035	0.19	0.00035	0.037	0	0.15	0.19	0.037	0.19	0.028	0.037	0.028	0	1.6e-05	0.00035	0.028	0.037	0.037	6	0.15
33	0	0.18	0	0.044	0	0.14	0.18	0.044	0.18	0.034	0.044	0.034	0	0.0013	0	0.034	0.044	0.044	6	0.15
34	0.0027	0.26	0.0027	0.0014	0	0.21	0.26	0.0014	0.26	0.0011	0.0014	0.0011	0	0	0.0027	0.0011	0.0014	0.0014	6	0.15
35	0	0.23	0	0.015	0	0.19	0.23	0.015	0.23	0.012	0.015	0.012	0	0	0	0.012	0.015	0.015	6	0.15
36	0.00047	0.26	0.00047	0.00063	0	0.21	0.26	0.00063	0.26	0.00049	0.00063	0.00049	0	0	0.00047	0.00049	0.00063	0.00063	6	0.15
37	0	0.14	0	0.064	0	0.11	0.14	0.064	0.14	0.05	0.064	0.05	0	3.8e-06	0	0.05	0.064	0.064	6	0.15
38	0	0.0028	0	0.13	0	0.0023	0.0028	0.13	0.0028	0.1	0.13	0.1	0	0.0035	0	0.1	0.13	0.13	3	0.23
39	0	0.17	0	0.048	0	0.14	0.17	0.048	0.17	0.037	0.048	0.037	1.1e-05	0.0015	0	0.037	0.048	0.048	6	0.15
40	0.00018	0.18	0.00018	0.042	0	0.15	0.18	0.042	0.18	0.032	0.042	0.032	0	4.2e-05	0.00018	0.032	0.042	0.042	6	0.15
41	1.9e-05	0.16	1.9e-05	0.052	0	0.13	0.16	0.052	0.16	0.04	0.052	0.04	0	1.6e-06	1.9e-05	0.04	0.052	0.052	6	0.15
42	0	0.18	0	0.042	0	0.15	0.18	0.042	0.18	0.032	0.042	0.032	0	0.00013	0	0.032	0.042	0.042	6	0.15
43	0	0.24	0	0.01	0	0.2	0.24	0.01	0.24	0.0079	0.01	0.0079	0	0.00011	0	0.0079	0.01	0.01	6	0.15
44	0.001	0.26	0.001	0.0034	0	0.21	0.26	0.0034	0.26	0.0026	0.0034	0.0026	0	0	0.001	0.0026	0.0034	0.0034	6	0.15
45	1.2e-05	0.19	1.2e-05	0.038	0	0.15	0.19	0.038	0.19	0.029	0.038	0.029	3e-06	0.00066	1.2e-05	0.029	0.038	0.038	6	0.15
46	0	0.16	0	0.051	0	0.13	0.16	0.051	0.16	0.039	0.051	0.039	0.0013	0.0022	0	0.039	0.051	0.051	6	0.15
47	0	0.13	0	0.07	0	0.1	0.13	0.07	0.13	0.054	0.07	0.054	0	4.1e-06	0	0.054	0.07	0.07	6	0.15
48	0	0.0041	0	0.13	0	0.0033	0.0041	0.13	0.0041	0.1	0.13	0.1	0	2.5e-05	0	0.1	0.13	0.13	3	0.23
49	0	0.18	0	0.045	0	0.14	0.18	0.045	0.18	0.035	0.045	0.035	0	0.0014	0	0.035	0.045	0.045	6	0.15
50	0	0.18	0	0.041	0	0.15	0.18	0.041	0.18	0.031	0.041	0.031	0	0.0012	0	0.031	0.041	0.041	6	0.15
51	2.6e-05	0.17	2.6e-05	0.05	0	0.13	0.17	0.05	0.17	0.038	0.05	0.038	0	4.8e-05	2.6e-05	0.038	0.05	0.05	6	0.15
52	0	0.16	0	0.052	0	0.13	0.16	0.052	0.16	0.04	0.052	0.04	0	0.00024	0	0.04	0.052	0.052	6	0.15
53	0	0.064	0	0.1	0	0.051	0.064	0.1	0.064	0.08	0.1	0.08	0	2.9e-06	0	0.08	0.1	0.1	3	0.23
54	0.0017	0.26	0.0017	0.0018	0	0.21	0.26	0.0018	0.26	0.0014	0.0018	0.0014	0	0	0.0017	0.0014	0.0018	0.0018	6	0.15
55	0	0.037	0	0.12	0	0.029	0.037	0.12	0.037	0.091	0.12	0.091	0	0	0	0.091	0.12	0.12	3	0.23
56	0.00024	0.19	0.00024	0.039	0	0.15	0.19	0.039	0.19	0.03	0.039	0.03	0	0.00024	0.00024	0.03	0.039	0.039	6	0.15
57	0	0.22	0	0.022	0	0.18	0.22	0.022	0.22	0.017	0.022	0.017	0	6.1e-05	0	0.017	0.022	0.022	6	0.15
58	0.0012	0.26	0.0012	0.00016	0	0.21	0.26	0.00016	0.26	0.00013	0.00016	0.00013	0	0	0.0012	0.00013	0.00016	0.00016	6	0.15
59	1.8e-05	0.25	1.8e-05	0.0086	0	0.2	0.25	0.0086	0.25	0.0067	0.0086	0.0067	0	0	1.8e-05	0.0067	0.0086	0.0086	6	0.15
60	0	1.4e-05	0	0.14	0	1.1e-05	1.4e-05	0.14	1.4e-05	0.11	0.14	0.11	0	0.00047	0	0.11	0.14	0.14	3	0.23
61	0.25	0.063	0.25	8.9e-06	0	0.051	0.063	8.9e-06	0.063	6.9e-06	8.9e-06	6.9e-06	0	0	0.25	6.9e-06	8.9e-06	8.9e-06	0	0.083
62	0.047	0.22	0.047	0.0015	0	0.18	0.22	0.0015	0.22	0.0012	0.0015	0.0012	0	0	0.047	0.0012	0.0015	0.0015	6	0.15
63	0	0.035	0	0.12	0	0.028	0.035	0.12	0.035	0.092	0.12	0.092	0	0	0	0.092	0.12	0.12	3	0.23
64	0.03	0.23	0.03	0.0065	0	0.18	0.23	0.0065	0.23	0.005	0.0065	0.005	0	0	0.03	0.005	0.0065	0.0065	6	0.15
65	0.00024	0.26	0.00024	0.0019	0	0.21	0.26	0.0019	0.26	0.0015	0.0019	0.0015	0	0	0.00024	0.0015	0.0019	0.0019	6	0.15
66	0.024	0.23	0.024	0.0082	0	0.18	0.23	0.0082	0.23	0.0064	0.0082	0.0064	0	0	0.024	0.0064	0.0082	0.0082	6	0.15
67	1.7e-05	0.26	1.7e-05	0.00025	0	0.21	0.26	0.00025	0.26	0.00019	0.00025	0.00019	0	0	1.7e-05	0.00019	0.00025	0.00025	6	0.15
68	0.0097	0.21	0.0097	0.022	0	0.17	0.21	0.022	0.21	0.017	0.022	0.017	0	4.1e-06	0.0097	0.017	0.022	0.022	6	0.15
69	0.33	0.0028	0.33	0	0	0.0022	0.0028	0	0.0028	0	0	0	0	0	0.33	0	0	0	0	0.083
70	0.028	0.24	0.028	0.0023	0	0.19	0.24	0.0023	0.24	0.0018	0.0023	0.0018	0	0	0.028	0.0018	0.0023	0.0023	6	0.15
71	0.021	0.24	0.021	0.0047	0	0.19	0.24	0.0047	0.24	0.0036	0.0047	0.0036	0	0	0.021	0.0036	0.0047	0.0047	6	0.15
72	0.0031	0.23	0.0031	0.017	0	0.18	0.23	0.017	0.23	0.013	0.017	0.013	0	0	0.0031	0.013	0.017	0.017	6	0.15
73	0.00037	0.26	0.00037	0.00011	0	0.21	0.26	0.00011	0.26	8.9e-05	0.00011	8.9e-05	0	0	0.00037	8.9e-05	0.00011	0.00011	6	0.15
74	0.15	0.038	0.15	0.057	0	0.031	0.038	0.057	0.038	0.044	0.057	0.044	0	0	0.15	0.044	0.057	0.057	0	0.083
75	6.6e-05	0.049	6.6e-05	0.11	0	0.039	0.049	0.11	0.049	0.086	0.11	0.086	1.4e-05	0.0034	6.6e-05	0.086	0.11	0.11	3	0.23
76	3.6e-05	0.052	3.6e-05	0.11	0	0.042	0.052	0.11	0.052	0.085	0.11	0.085	0	0.00094	3.6e-05	0.085	0.11	0.11	3	0.23
77	0.0024	0.26	0.0024	0.0012	0	0.21	0.26	0.0012	0.26	0.00096	0.0012	0.00096	0	0	0.0024	0.00096	0.0012	0.0012	6	0.15
78	0.0014	0.25	0.0014	0.0053	0	0.2	0.25	0.0053	0.25	0.0041	0.0053	0.0041	0	0	0.0014	0.0041	0.0053	0.0053	6	0.15
79	0.00078	0.17	0.00078	0.046	0	0.14	0.17	0.046	0.17	0.036	0.046	0.036	4.5e-06	0.00054	0.00078	0.036	0.046	0.046	6	0.15
80	0.013	0.24	0.013	0.0081	0	0.19	0.24	0.0081	0.24	0.0063	0.0081	0.0063	0	0	0.013	0.0063	0.0081	0.0081	6	0.15
81	0.0014	0.23	0.0014	0.018	0	0.18	0.23	0.018	0.23	0.014	0.018	0.014	0	0	0.0014	0.014	0.018	0.018	6	0.15
82	0.0095	0.21	0.0095	0.024	0	0.17	0.21	0.024	0.21	0.018	0.024	0.018	0	6.6e-05	0.0095	0.018	0.024	0.024	6	0.15
83	2e-06	0.15	2e-06	0.057	0	0.12	0.15	0.057	0.15	0.044	0.057	0.044	0	0	2e-06	0.044	0.057	0.057	6	0.15
84	0	0.15	0	0.059	0	0.12	0.15	0.059	0.15	0.045	0.059	0.045	0	0	0	0.045	0.059	0.059	6	0.15
85	0	0.26	0	0.0003	0	0.21	0.26	0.0003	0.26	0.00023	0.0003	0.00023	0	0	0	0.00023	0.0003	0.0003	6	0.15
86	0.00018	0.14	0.00018	0.061	0	0.12	0.14	0.061	0.14	0.047	0.061	0.047	0.0032	0.0043	0.00018	0.047	0.061	0.061	6	0.15
87	1.3e-05	0.13	1.3e-05	0.068	0	0.11	0.13	0.068	0.13	0.053	0.068	0.053	0	6.8e-06	1.3e-05	0.053	0.068	0.068	6	0.15
88	0	0.14	0	0.062	0	0.12	0.14	0.062	0.14	0.048	0.062	0.048	0	0	0	0.048	0.062	0.062	6	0.15
89	0	0.23	0	0.018	0	0.18	0.23	0.018	0.23	0.014	0.018	0.014	0	0	0	0.014	0.018	0.018	6	0.15
90	0.003	0.23	0.003	0.014	0	0.19	0.23	0.014	0.23	0.011	0.014	0.011	0	0	0.003	0.011	0.014	0.014	6	0.15
91	6.4e-05	0.24	6.4e-05	0.011	0	0.19	0.24	0.011	0.24	0.0085	0.011	0.0085	0	0	6.4e-05	0.0085	0.011	0.011	6	0.15
92	7.9e-05	0.16	7.9e-05	0.051	0	0.13	0.16	0.051	0.16	0.04	0.051	0.04	0	5.7e-06	7.9e-05	0.04	0.051	0.051	6	0.15
93	0	0.26	0	0.0023	0	0.21	0.26	0.0023	0.26	0.0018	0.0023	0.0018	0	0	0	0.0018	0.0023	0.0023	6	0.15
94	0.3	0.029	0.3	0	2.4e-06	0.023	0.029	0	0.029	0	0	0	0	0	0.3	0	0	0	0	0.083
95	0	0.079	0	0.095	0	0.064	0.079	0.095	0.079	0.074	0.095	0.074	0	0	0	0.074	0.095	0.095	3	0.23
96	0.043	0.23	0.043	0.0013	0	0.18	0.23	0.0013	0.23	0.00099	0.0013	0.00099	0	0	0.043	0.00099	0.0013	0.0013	6	0.15
97	0.00054	0.19	0.00054	0.039	0	0.15	0.19	0.039	0.19	0.03	0.039	0.03	0	1.7e-05	0.00054	0.03	0.039	0.039	6	0.15
98	0.0027	0.26	0.0027	0.0019	0	0.21	0.26	0.0019	0.26	0.0015	0.0019	0.0015	0	0	0.0027	0.0015	0.0019	0.0019	6	0.15
99	0	0.21	0	0.028	0	0.17	0.21	0.028	0.21	0.022	0.028	0.022	0	0	0	0.022	0.028	0.028	6	0.15
100	0	0.26	0	0.0022	0	0.21	0.26	0.0022	0.26	0.0017	0.0022	0.0017	0	0	0	0.0017	0.0022	0.0022	6	0.15
101	0.33	0.001	0.33	0	0	0.00083	0.001	0	0.001	0	0	0	0	0	0.33	0	0	0	0	0.083
102	0	0.24	0	0.01	0	0.2	0.24	0.01	0.24	0.0078	0.01	0.0078	0	0	0	0.0078	0.01	0.01	6	0.15
103	0	0.17	0	0.047	0	0.14	0.17	0.047	0.17	0.037	0.047	0.037	0	0	0	0.037	0.047	0.047	6	0.15
104	0.0037	0.23	0.0037	0.015	0	0.19	0.23	0.015	0.23	0.011	0.015	0.011	0	0	0.0037	0.011	0.015	0.015	6	0.15
105	0	0.045	0	0.11	0	0.036	0.045	0.11	0.045	0.088	0.11	0.088	0	0	0	0.088	0.11	0.11	3	0.23
106	0	0.017	0	0.13	0	0.014	0.017	0.13	0.017	0.099	0.13	0.099	0	0	0	0.099	0.13	0.13	3	0.23
107	0	0.016	0	0.13	0	0.013	0.016	0.13	0.016	0.099	0.13	0.099	0	0	0	0.099	0.13	0.13	3	0.23
108	8.5e-05	0.13	8.5e-05	0.068	0	0.11	0.13	0.068	0.13	0.053	0.068	0.053	0	4.6e-06	8.5e-05	0.053	0.068	0.068	6	0.15
109	0.00033	0.26	0.00033	0.0023	0	0.21	0.26	0.0023	0.26	0.0018	0.0023	0.0018	0	0	0.00033	0.0018	0.0023	0.0023	6	0.15
110	0	0.0059	0	0.13	0	0.0047	0.0059	0.13	0.0059	0.1	0.13	0.1	0	0	0	0.1	0.13	0.13	3	0.23
111	0	0.011	0	0.13	0	0.0088	0.011	0.13	0.011	0.1	0.13	0.1	0	0.00012	0	0.1	0.13	0.13	3	0.23
112	5.8e-06	0.22	5.8e-06	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0	5.8e-06	0.016	0.021	0.021	6	0.15
113	0	0.013	0	0.13	0	0.01	0.013	0.13	0.013	0.1	0.13	0.1	1.1e-06	0.005	0	0.1	0.13	0.13	3	0.23
114	0.0047	0.25	0.0047	0.004	0	0.2	0.25	0.004	0.25	0.0031	0.004	0.0031	0	0	0.0047	0.0031	0.004	0.004	6	0.15
115	0.00033	0.19	0.00033	0.039	0	0.15	0.19	0.039	0.19	0.03	0.039	0.03	0	0	0.00033	0.03	0.039	0.039	6	0.15
116	0	0.15	0	0.061	0	0.12	0.15	0.061	0.15	0.047	0.061	0.047	0	0	0	0.047	0.061	0.061	6	0.15
117	0	0.056	0	0.11	0	0.045	0.056	0.11	0.056	0.083	0.11	0.083	0	0	0	0.083	0.11	0.11	3	0.23
118	4.2e-05	0.19	4.2e-05	0.036	0	0.16	0.19	0.036	0.19	0.028	0.036	0.028	0	0	4.2e-05	0.028	0.036	0.036	6	0.15
119	0	0.25	0	0.0082	0	0.2	0.25	0.0082	0.25	0.0064	0.0082	0.0064	0	0	0	0.0064	0.0082	0.0082	6	0.15
120	0	0.001	0	0.14	0	0.00081	0.001	0.14	0.001	0.11	0.14	0.11	0	0	0	0.11	0.14	0.14	3	0.23
121	0.015	0.22	0.015	0.018	0	0.17	0.22	0.018	0.22	0.014	0.018	0.014	0	3.2e-06	0.015	0.014	0.018	0.018	6	0.15
122	0	0.11	0	0.082	0	0.085	0.11	0.082	0.11	0.063	0.082	0.063	0	0	0	0.063	0.082	0.082	6	0.15
123	0.00026	0.15	0.00026	0.058	0	0.12	0.15	0.058	0.15	0.045	0.058	0.045	0	6.2e-06	0.00026	0.045	0.058	0.058	6	0.15
124	0.081	0.2	0.081	0.00033	1.2e-06	0.16	0.2	0.00033	0.2	0.00025	0.00033	0.00025	0	0	0.081	0.00025	0.00033	0.00033	6	0.15
125	0	0.25	0	0.0065	0	0.2	0.25	0.0065	0.25	0.0051	0.0065	0.0051	0	0	0	0.0051	0.0065	0.0065	6	0.15
126	0.00052	0.24	0.00052	0.012	0	0.19	0.24	0.012	0.24	0.0092	0.012	0.0092	0	0	0.00052	0.0092	0.012	0.012	6	0.15
127	1.9e-05	0.26	1.9e-05	0.00089	0	0.21	0.26	0.00089	0.26	0.00069	0.00089	0.00069	0	0	1.9e-05	0.00069	0.00089	0.00089	6	0.15
128	0.001	0.17	0.001	0.047	0	0.14	0.17	0.047	0.17	0.036	0.047	0.036	0	1.1e-05	0.001	0.036	0.047	0.047	6	0.15
129	0.16	0.13	0.16	0.00062	1.4e-06	0.11	0.13	0.00062	0.13	0.00048	0.00062	0.00048	0	0	0.16	0.00048	0.00062	0.00062	0	0.083
130	0.00011	0.055	0.00011	0.11	0	0.045	0.055	0.11	0.055	0.083	0.11	0.083	2.2e-05	0.0034	0.00011	0.083	0.11	0.11	3	0.23
131	1.8e-05	0.24	1.8e-05	0.012	0	0.19	0.24	0.012	0.24	0.0089	0.012	0.0089	0	0	1.8e-05	0.0089	0.012	0.012	6	0.15
132	8.4e-05	0.25	8.4e-05	0.0064	0	0.2	0.25	0.0064	0.25	0.005	0.0064	0.005	0	0	8.4e-05	0.005	0.0064	0.0064	6	0.15
133	0	0.16	0	0.051	0	0.13	0.16	0.051	0.16	0.04	0.051	0.04	0	0.00055	0	0.04	0.051	0.051	6	0.15
134	0.0013	0.25	0.0013	0.0043	0	0.2	0.25	0.0043	0.25	0.0034	0.0043	0.0034	0	0	0.0013	0.0034	0.0043	0.0043	6	0.15
135	0.0016	0.24	0.0016	0.013	0	0.19	0.24	0.013	0.24	0.01	0.013	0.01	0	0	0.0016	0.01	0.013	0.013	6	0.15
136	0	0.15	0	0.056	0	0.12	0.15	0.056	0.15	0.043	0.056	0.043	7.6e-05	0.0028	0	0.043	0.056	0.056	6	0.15
137	0.0053	0.22	0.0053	0.023	0	0.17	0.22	0.023	0.22	0.018	0.023	0.018	0	1.7e-05	0.0053	0.018	0.023	0.023	6	0.15
138	0.00073	0.18	0.00073	0.041	0	0.15	0.18	0.041	0.18	0.032	0.041	0.032	0	4.6e-05	0.00073	0.032	0.041	0.041	6	0.15
139	0.00079	0.26	0.00079	0.002	0	0.21	0.26	0.002	0.26	0.0015	0.002	0.0015	0	0	0.00079	0.0015	0.002	0.002	6	0.15
140	0.044	0.23	0.044	1.6e-05	0	0.18	0.23	1.6e-05	0.23	1.2e-05	1.6e-05	1.2e-05	0	0	0.044	1.2e-05	1.6e-05	1.6e-05	6	0.15
141	0.00066	0.17	0.00066	0.046	0	0.14	0.17	0.046	0.17	0.035	0.046	0.035	0	0.00022	0.00066	0.035	0.046	0.046	6	0.15
142	0.1	0.18	0.1	0.00086	0	0.14	0.18	0.00086	0.18	0.00067	0.00086	0.00067	0	0	0.1	0.00067	0.00086	0.00086	6	0.15
143	2.5e-05	0.22	2.5e-05	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0	2.5e-05	0.016	0.021	0.021	6	0.15
144	4.2e-05	0.14	4.2e-05	0.062	0	0.12	0.14	0.062	0.14	0.048	0.062	0.048	0	6.4e-05	4.2e-05	0.048	0.062	0.062	6	0.15
145	0	0.2	0	0.032	0	0.16	0.2	0.032	0.2	0.025	0.032	0.025	0	0.0009	0	0.025	0.032	0.032	6	0.15
146	0.3	0.026	0.3	0	2.2e-06	0.021	0.026	0	0.026	0	0	0	0	0	0.3	0	0	0	0	0.083
147	0	0.057	0	0.11	0	0.046	0.057	0.11	0.057	0.083	0.11	0.083	0	0	0	0.083	0.11	0.11	3	0.23
148	1.6e-05	0.23	1.6e-05	0.017	0	0.19	0.23	0.017	0.23	0.013	0.017	0.013	0	0	1.6e-05	0.013	0.017	0.017	6	0.15
149	8.5e-05	0.25	8.5e-05	0.0082	0	0.2	0.25	0.0082	0.25	0.0064	0.0082	0.0064	0	0	8.5e-05	0.0064	0.0082	0.0082	6	0.15
150	6.8e-06	0.16	6.8e-06	0.055	0	0.13	0.16	0.055	0.16	0.042	0.055	0.042	0	0.00056	6.8e-06	0.042	0.055	0.055	6	0.15
151	0.088	0.19	0.088	0	2e-06	0.16	0.19	0	0.19	0	0	0	0	0	0.088	0	0	0	6	0.15
152	0.00058	0.25	0.00058	0.0084	0	0.2	0.25	0.0084	0.25	0.0065	0.0084	0.0065	0	0	0.00058	0.0065	0.0084	0.0084	6	0.15
153	0.0021	0.26	0.0021	2.5e-05	0	0.21	0.26	2.5e-05	0.26	2e-05	2.5e-05	2e-05	0	0	0.0021	2e-05	2.5e-05	2.5e-05	6	0.15
154	3.9e-06	0.17	3.9e-06	0.047	0	0.14	0.17	0.047	0.17	0.036	0.047	0.036	0	0	3.9e-06	0.036	0.047	0.047	6	0.15
155	0.33	0.0002	0.33	0	0	0.00016	0.0002	0	0.0002	0	0	0	0	0	0.33	0	0	0	0	0.083
156	0	0.008	0	0.13	0	0.0064	0.008	0.13	0.008	0.1	0.13	0.1	0	0	0	0.1	0.13	0.13	3	0.23
157	0	0.068	0	0.1	0	0.055	0.068	0.1	0.068	0.078	0.1	0.078	0	0	0	0.078	0.1	0.1	3	0.23
158	0	0.26	0	0.003	0	0.21	0.26	0.003	0.26	0.0023	0.003	0.0023	0	0	0	0.0023	0.003	0.003	6	0.15
159	0	0.03	0	0.12	0	0.024	0.03	0.12	0.03	0.094	0.12	0.094	0	0	0	0.094	0.12	0.12	3	0.23
160	0.12	0.17	0.12	2.6e-05	0	0.14	0.17	2.6e-05	0.17	2e-05	2.6e-05	2e-05	0	0	0.12	2e-05	2.6e-05	2.6e-05	6	0.15
161	0.062	0.21	0.062	1.2e-05	0	0.17	0.21	1.2e-05	0.21	9.2e-06	1.2e-05	9.2e-06	0	0	0.062	9.2e-06	1.2e-05	1.2e-05	6	0.15
162	4.7e-06	0.22	4.7e-06	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0	4.7e-06	0.016	0.021	0.021	6	0.15
163	0	0.24	0	0.01	0	0.2	0.24	0.01	0.24	0.0081	0.01	0.0081	0	0	0	0.0081	0.01	0.01	6	0.15
164	0.017	0.25	0.017	0.00045	0	0.2	0.25	0.00045	0.25	0.00035	0.00045	0.00035	0	0	0.017	0.00035	0.00045	0.00045	6	0.15
165	0	0.12	0	0.075	0	0.095	0.12	0.075	0.12	0.058	0.075	0.058	0	0	0	0.058	0.075	0.075	6	0.15
166	0.0014	0.23	0.0014	0.014	0	0.19	0.23	0.014	0.23	0.011	0.014	0.011	0	0	0.0014	0.011	0.014	0.014	6	0.15
167	0.0018	0.26	0.0018	0	0	0.21	0.26	0	0.26	0	0	0	0	0	0.0018	0	0	0	6	0.15
168	0.0017	0.26	0.0017	0.0025	0	0.21	0.26	0.0025	0.26	0.0019	0.0025	0.0019	0	0	0.0017	0.0019	0.0025	0.0025	6	0.15
169	2e-06	0.26	2e-06	0.00023	0	0.21	0.26	0.00023	0.26	0.00018	0.00023	0.00018	0	0	2e-06	0.00018	0.00023	0.00023	6	0.15
170	0.0036	0.24	0.0036	0.0092	0	0.19	0.24	0.0092	0.24	0.0071	0.0092	0.0071	0	0	0.0036	0.0071	0.0092	0.0092	6	0.15
171	0.028	0.24	0.028	4.1e-05	0	0.19	0.24	4.1e-05	0.24	3.1e-05	4.1e-05	3.1e-05	0	0	0.028	3.1e-05	4.1e-05	4.1e-05	6	0.15
172	0	0.13	0	0.069	0	0.1	0.13	0.069	0.13	0.054	0.069	0.054	0	4.6e-05	0	0.054	0.069	0.069	6	0.15
173	0.048	0.22	0.048	0.00011	0	0.18	0.22	0.00011	0.22	8.2e-05	0.00011	8.2e-05	0	0	0.048	8.2e-05	0.00011	0.00011	6	0.15
