SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0
141	0.33	0.66	0	0	0.0019	0	1	0.15
142	0.0064	0.69	4.1e-06	0	0.3	1.7e-05	1	0.15
143	0.15	0.85	0	0	7.3e-05	0	1	0.15
144	0.45	0.55	0	0	0.00012	0	1	0.15
145	0.24	0.76	0	0	0	0	1	0.15
146	0	0.1	9.4e-06	0	0.9	0	4	0.083
147	0.78	0.22	0	0	0	0	0	0.23
148	0.12	0.88	0	0	4.5e-05	0	1	0.15
149	0.06	0.94	0	0	0.00025	0	1	0.15
150	0.4	0.6	0	0	2e-05	0	1	0.15
151	1.1e-05	0.74	8.7e-06	0	0.26	0	1	0.15
152	0.062	0.94	0	0	0.0017	0	1	0.15
153	0.00018	0.99	0	0	0.006	0	1	0.15
154	0.34	0.66	0	0	1.1e-05	0	1	0.15
155	0	0.00038	0	0	0.5	0.5	5	0.017
156	0.97	0.03	0	0	0	0	0	0.23
157	0.74	0.26	0	0	0	0	0	0.23
158	0.022	0.98	0	0	0	0	1	0.15
159	0.89	0.11	0	0	0	0	0	0.23
160	0.00019	0.65	6.7e-06	0	0.35	0	1	0.15
161	8.8e-05	0.82	5.7e-06	0	0.18	0	1	0.15
162	0.15	0.85	0	0	1.3e-05	0	1	0.15
163	0.077	0.92	0	0	4e-06	0	1	0.15
164	0.0033	0.95	0	0	0.05	0	1	0.15
165	0.55	0.45	0	0	4.2e-06	0	0	0.23
166	0.11	0.89	0	0	0.0041	0	1	0.15
167	0	0.99	0	0	0.0052	0	1	0.15
168	0.018	0.98	0	0	0.005	0	1	0.15
169	0.0017	1	0	0	5.8e-06	0	1	0.15
170	0.068	0.92	0	0	0.01	0	1	0.15
171	0.0003	0.92	3.2e-06	0	0.081	0	1	0.15
172	0.51	0.49	0	0	0	0	0	0.23
173	0.00078	0.86	3.8e-06	0	0.14	0	1	0.15
174	0.17	0.83	0	0	6.7e-05	0	1	0.15
175	0.002	0.99	0	0	0.012	0	1	0.15
176	0.4	0.6	0	0	0.00013	0	1	0.15
177	0.22	0.75	0	4.5e-06	0.022	0	1	0.15
178	3.8e-06	0.79	9e-06	0	0.21	0	1	0.15
179	0.34	0.66	0	0	0.0018	0	1	0.15
180	0.012	0.88	2.3e-06	0	0.1	0	1	0.15
181	0.26	0.73	0	0	0.01	0	1	0.15
182	0.46	0.54	0	0	7.7e-05	0	1	0.15
183	0.61	0.39	0	0	1.3e-06	0	0	0.23
184	0	0	0	0	0.00031	1	5	0.017
185	0.00068	0.79	5.8e-06	0	0.21	0	1	0.15
186	1.4e-05	0.63	1.2e-05	0	0.37	0	1	0.15
187	0.83	0.17	0	0	0	0	0	0.23
188	0.00037	1	0	0	0.0021	0	1	0.15
189	0	0.7	2.2e-05	0	0.3	0	1	0.15
190	0.0002	0.49	9e-06	0	0.51	0	4	0.083
191	3.1e-05	0.73	9.5e-06	0	0.27	0	1	0.15
192	0.055	0.93	0	0	0.012	0	1	0.15
193	0	0.00047	6.8e-06	0	1	0	4	0.083
194	0	0.00037	2.4e-06	0	1	4e-05	4	0.083
195	0	0.085	1.1e-05	0	0.91	0	4	0.083
196	7.7e-05	0.52	1e-05	0	0.48	0	1	0.15
197	0.11	0.89	0	0	0.0015	0	1	0.15
198	1	0.0025	0	0	0	0	0	0.23
199	0.087	0.9	0	0	0.01	0	1	0.15
200	0.17	0.79	0	0	0.032	0	1	0.15
201	0.37	0.63	0	0	0	0	1	0.15
202	0.062	0.94	0	0	0.0027	0	1	0.15
203	0.0046	0.83	4e-06	0	0.16	0	1	0.15
204	0.0018	0.47	6.8e-06	0	0.53	6.1e-06	4	0.083
205	0.027	0.84	2.3e-06	0	0.13	2.7e-06	1	0.15
206	0.015	0.98	0	0	0.00012	0	1	0.15
207	0.0031	0.95	2.3e-06	0	0.051	0	1	0.15
208	0.98	0.023	0	0	0	0	0	0.23
209	0.1	0.89	0	0	0.0053	0	1	0.15
210	0	0.0012	4.2e-06	0	1	0	4	0.083
211	0.096	0.81	1.9e-06	0	0.09	0	1	0.15
212	5.1e-06	0.059	6.8e-06	0	0.94	1.7e-05	4	0.083
213	0.036	0.96	0	0	9.3e-05	0	1	0.15
214	0.0065	0.99	0	0	0.0008	0	1	0.15
215	0.29	0.71	0	0	0	0	1	0.15
216	0.23	0.73	0	0	0.036	0	1	0.15
217	0.86	0.14	0	0.00011	0.00011	0	0	0.23
218	1.9e-06	0.64	1.5e-05	0	0.36	0	1	0.15
219	0.00022	0.34	8.6e-06	0	0.65	0	4	0.083
220	0.016	0.69	4.4e-06	0	0.29	1e-05	1	0.15
221	0.022	0.92	1.8e-06	0	0.054	0	1	0.15
222	0.038	0.71	3.7e-06	0	0.25	5.8e-05	1	0.15
223	0.12	0.87	0	0	0.0075	0	1	0.15
224	0	0.052	9.6e-06	0	0.95	0	4	0.083
225	0.079	0.9	0	0	0.023	0	1	0.15
226	0.018	0.98	0	0	0.00034	0	1	0.15
227	0.22	0.77	0	0	0.0046	0	1	0.15
228	0.49	0.51	0	0	0.00026	0	1	0.15
229	0.2	0.79	0	0	0.0015	0	1	0.15
230	0.0054	0.58	5.7e-06	0	0.41	8.5e-06	1	0.15
231	0.0053	0.85	3.8e-06	0	0.15	0	1	0.15
232	4.3e-05	0.81	7.8e-06	0	0.19	0	1	0.15
233	0.97	0.033	0	0	0	0	0	0.23
234	0.083	0.87	1.3e-06	0	0.044	0	1	0.15
235	0.3	0.68	0	0	0.016	0	1	0.15
236	0.00047	0.45	8.1e-06	0	0.55	0	4	0.083
237	0.048	0.91	1.4e-06	0	0.045	0	1	0.15
238	0.56	0.44	0	0	1.7e-06	0	0	0.23
239	1.9e-06	0.057	7.5e-06	0	0.94	0	4	0.083
240	0.0036	0.99	0	0	0.0044	0	1	0.15
241	0.14	0.85	0	0	0.0011	0	1	0.15
242	0.11	0.83	1.6e-06	0	0.067	0	1	0.15
243	0.011	0.99	0	0	0.00032	0	1	0.15
244	0.011	0.9	2.7e-06	0	0.093	0	1	0.15
245	0.62	0.38	0	0	0	0	0	0.23
246	0.017	0.81	3.5e-06	0	0.18	0	1	0.15
247	0.18	0.82	0	0	0.0028	0	1	0.15
248	0.21	0.79	0	0	0	0	1	0.15
249	0.0068	0.99	0	0	7.9e-06	0	1	0.15
250	0.028	0.97	0	0	0.0013	0	1	0.15
251	0.53	0.47	0	0	0	0	0	0.23
252	0.31	0.69	0	0	0	0	1	0.15
253	0.37	0.63	0	0	0	0	1	0.15
254	0.00021	0.33	7e-06	0	0.66	7e-06	4	0.083
255	0.5	0.5	0	0	0	0	1	0.15
256	0.0011	0.94	2.3e-06	0	0.061	0	1	0.15
257	0.017	0.98	0	0	0.0041	0	1	0.15
258	0.017	0.93	0	0	0.054	0	1	0.15
259	0.016	0.98	0	0	3.4e-05	0	1	0.15
260	0	8.4e-05	4.2e-06	0	1	0	4	0.083
261	0.07	0.93	0	0	0.003	0	1	0.15
262	0.41	0.069	6.4e-06	0	0.52	0	4	0.083
263	0.01	0.68	3.9e-06	0	0.31	0.00015	1	0.15
264	0.0081	0.76	3.6e-06	0	0.23	3.2e-06	1	0.15
265	5.2e-06	0.83	7.9e-06	0	0.17	0	1	0.15
266	0.34	0.66	0	0	0.0003	0	1	0.15
267	0.0031	0.79	3.8e-06	0	0.21	0	1	0.15
268	0.017	0.97	0	0	0.0086	0	1	0.15
269	0.13	0.86	0	0	0.0067	0	1	0.15
270	0.00018	1	0	0	0.0001	0	1	0.15
271	0.45	0.55	0	0	0	0	1	0.15
272	0.039	0.96	0	0	0	0	1	0.15
273	0.022	0.87	2.1e-06	0	0.1	0	1	0.15
274	0.22	0.78	0	0	0	0	1	0.15
275	0.31	0.69	0	0	3.6e-05	0	1	0.15
276	0.52	0.48	0	0	2.5e-05	0	0	0.23
277	0.26	0.74	0	0	0	0	1	0.15
278	0.21	0.79	0	0	0.0018	0	1	0.15
279	0.76	0.24	0	0	0	0	0	0.23
280	0.76	0.24	0	0	0	0	0	0.23
281	0.0031	0.85	3.2e-06	0	0.15	0	1	0.15
282	0.15	0.85	0	0	0	0	1	0.15
283	0.019	0.98	0	0	0.00016	0	1	0.15
284	0.069	0.93	0	0	6.4e-05	0	1	0.15
285	0.94	0.065	0	0	0	0	0	0.23
286	0.15	0.85	0	0	3e-05	0	1	0.15
287	0.18	0.82	0	0	0	0	1	0.15
288	0.53	0.47	0	0.00044	0	0	0	0.23
289	0.47	0.53	0	0	0	0	1	0.15
290	0.084	0.92	0	0	0.00029	0	1	0.15
291	0.0026	0.99	0	0	0.0094	0	1	0.15
292	0.15	0.84	0	0	0.0027	0	1	0.15
293	0.16	0.83	0	0	0.0081	0	1	0.15
294	0.36	0.64	0	0	0.00096	0	1	0.15
295	0.0024	0.76	4.3e-06	0	0.24	0	1	0.15
296	0.24	0.76	0	0	0	0	1	0.15
297	0.59	0.41	0	0	0	0	0	0.23
298	0.14	0.86	0	0	1.2e-05	0	1	0.15
299	0.42	0.58	0	0	0	0	1	0.15
300	0.28	0.72	0	1.6e-06	0.0011	0	1	0.15
301	0.18	0.81	0	0	0.01	0	1	0.15
302	0.0022	1	0	0	0.00014	0	1	0.15
303	0.033	0.97	0	0	2.9e-05	0	1	0.15
304	0.27	0.73	0	0	0	0	1	0.15
305	5.5e-06	0.77	1e-05	0	0.23	0	1	0.15
306	0.1	0.87	0	0	0.031	0	1	0.15
307	0.0071	0.99	0	0	9.6e-06	0	1	0.15
308	0.11	0.88	0	0	0.019	0	1	0.15
309	0.083	0.92	0	0	0.00057	0	1	0.15
310	0.011	0.97	0	0	0.023	0	1	0.15
311	0.16	0.84	0	0	0.0029	0	1	0.15
312	0.13	0.84	0	0	0.022	0	1	0.15
313	0.31	0.69	0	6.4e-06	5.7e-05	0	1	0.15
314	0.38	0.62	0	0	4.6e-05	0	1	0.15
315	0.23	0.77	0	0	0	0	1	0.15
316	3.5e-05	1	0	0	0.00049	0	1	0.15
317	0.086	0.84	0	0	0.07	0	1	0.15
318	0.02	0.91	0	0	0.07	0	1	0.15
319	0.0051	0.99	0	0	0.0042	0	1	0.15
320	0.18	0.82	0	0	0	0	1	0.15
321	0.43	0.57	0	0.00019	0	0	1	0.15
322	0.46	0.54	0	2.3e-05	0	0	1	0.15
323	0.16	0.84	0	0	0	0	1	0.15
324	0.062	0.94	0	0	0	0	1	0.15
325	0.35	0.65	0	0	0	0	1	0.15
326	0.62	0.38	0	0	0	0	0	0.23
327	0.00019	0.99	0	0	0.0056	0	1	0.15
328	0.59	0.41	0	0	0	0	0	0.23
329	1.2e-05	1	0	0	0.00035	0	1	0.15
330	0.26	0.74	0	0	0	0	1	0.15
331	0.78	0.22	0	0	0	0	0	0.23
332	0.1	0.9	0	0	0.0001	0	1	0.15
333	0.25	0.75	0	0	0.00088	0	1	0.15
334	0.35	0.65	0	0	0.00017	0	1	0.15
335	0.22	0.78	0	0	0	0	1	0.15
336	0	0.00036	2.3e-06	0	1	4.5e-05	4	0.083
337	0.3	0.7	0	0	0	0	1	0.15
338	0.51	0.49	0	0	0	0	0	0.23
339	0.12	0.88	0	0	0	0	1	0.15
340	0.12	0.88	0	0	5.2e-06	0	1	0.15
341	0.079	0.92	0	0	0	0	1	0.15
342	0.0054	0.98	0	0	0.013	0	1	0.15
343	3.1e-05	1	0	0	0.00054	0	1	0.15
344	0.028	0.92	0	0	0.054	0	1	0.15
345	0.18	0.82	0	0	0.0031	0	1	0.15
346	0.92	0.078	0	0	0	0	0	0.23
347	0.3	0.7	0	3e-06	1.8e-05	0	1	0.15
348	0.049	0.95	0	0	0.0032	0	1	0.15
349	0.74	0.26	0	0	0.00014	0	0	0.23
350	0.001	0.83	5e-06	0	0.17	0	1	0.15
351	0.17	0.81	0	0	0.021	0	1	0.15
352	0.3	0.7	0	2.9e-06	0	0	1	0.15
353	0.24	0.75	0	0	0.0023	0	1	0.15
354	0.14	0.85	0	0	0.014	0	1	0.15
355	0.0047	0.97	0	0	0.023	0	1	0.15
356	0.1	0.9	0	0	0	0	1	0.15
357	0.31	0.69	0	0	2e-05	0	1	0.15
358	0.055	0.94	0	0	0	0	1	0.15
359	0.011	0.99	0	0	0.0034	0	1	0.15
360	0.27	0.73	0	0	3.3e-05	0	1	0.15
361	0.052	0.95	0	0	1.9e-05	0	1	0.15
362	0.32	0.67	0	0.00053	0.0059	0	1	0.15
363	0.046	0.93	0	0	0.022	0	1	0.15
364	0.004	0.85	3.5e-06	0	0.14	0	1	0.15
365	0.36	0.64	0	0	0	0	1	0.15
366	0.035	0.96	0	0	0.00059	0	1	0.15
367	0.33	0.67	0	0	2.2e-05	0	1	0.15
368	0.08	0.87	0	0	0.051	0	1	0.15
369	0.43	0.57	0	0	3.5e-05	0	1	0.15
370	0.13	0.8	0	0	0.072	0	1	0.15
371	0.24	0.76	0	7.7e-06	0	0	1	0.15
372	0.43	0.12	4.7e-06	0	0.45	2.1e-06	4	0.083
373	0.18	0.82	0	9e-06	0	0	1	0.15
374	0.76	0.24	0	0	0	0	0	0.23
375	0.2	0.8	0	0	0.0013	0	1	0.15
376	0.16	0.84	0	0	0.0011	0	1	0.15
377	0.84	0.16	0	0	0	0	0	0.23
378	0.52	0.48	0	0	2.2e-06	0	0	0.23
379	0.73	0.27	0	0	0	0	0	0.23
380	0.061	0.85	2.9e-06	0	0.093	0	1	0.15
381	0.058	0.94	0	0	6.8e-05	0	1	0.15
382	0.093	0.82	2e-06	0	0.089	0	1	0.15
383	0.2	0.8	0	0	0.0025	0	1	0.15
384	0.05	0.89	0	0	0.059	0	1	0.15
385	0.34	0.66	0	0	5.1e-05	0	1	0.15
386	0.034	0.97	0	0	0	0	1	0.15
387	0.0067	0.71	4.5e-06	0	0.28	3.5e-06	1	0.15
388	0.16	0.82	0	0	0.021	0	1	0.15
389	0.12	0.79	0	0	0.08	7.4e-05	1	0.15
390	0.019	0.89	0	0	0.092	0	1	0.15
391	0.38	0.62	0	0	1.6e-05	0	1	0.15
392	0	0.00072	2.9e-06	0	1	0	4	0.083
393	0.083	0.92	0	0	0.00077	0	1	0.15
394	0.13	0.87	0	0	0	0	1	0.15
395	9.7e-06	0.6	1e-05	0	0.4	0	1	0.15
396	0	0.1	1.5e-05	0	0.9	0	4	0.083
397	0.0072	0.98	0	0	0.0085	0	1	0.15
398	0.001	0.96	0	0	0.041	0	1	0.15
399	0.0044	1	0	0	8e-05	0	1	0.15
400	0.11	0.86	0	0	0.032	0	1	0.15
401	0.99	0.0068	0	0	0	0	0	0.23
402	0.59	0.41	0	0	0	0	0	0.23
403	0.079	0.92	0	0	0.00064	0	1	0.15
404	0.28	0.72	0	0	2.6e-05	0	1	0.15
405	0.36	0.64	0	0	2.6e-05	0	1	0.15
406	0.29	0.71	0	0	0.00013	0	1	0.15
407	0.043	0.82	2.2e-06	0	0.14	2.4e-05	1	0.15
408	0.034	0.96	0	0	0.0018	0	1	0.15
409	0.0055	0.99	0	0	0.00011	0	1	0.15
410	0	0.87	8e-06	0	0.13	0	1	0.15
411	0.24	0.76	0	0	0.00029	0	1	0.15
412	0.57	0.43	0	0	0	0	0	0.23
413	0.66	0.34	0	0	0	0	0	0.23
414	0.72	0.28	0	0	0	0	0	0.23
415	0.72	0.28	0	0	0	0	0	0.23
416	0.43	0.57	0	0	0	0	1	0.15
417	0.00091	1	0	0	0.0016	0	1	0.15
418	0.018	0.98	0	0	0.00044	0	1	0.15
419	0.17	0.82	0	0	0.0014	0	1	0.15
420	0.36	0.63	0	0.00033	0.0033	0	1	0.15
421	0.15	0.85	0	0	0	0	1	0.15
422	0.0001	0.86	4.9e-06	0	0.14	0	1	0.15
423	0.056	0.94	0	0	6.1e-05	0	1	0.15
424	0.12	0.88	0	0	0.0002	0	1	0.15
425	0.00058	1	0	0	0.00016	0	1	0.15
426	4.3e-05	0.16	6.7e-06	0	0.84	6.2e-05	4	0.083
427	0	0	0	0	0	1	5	0.017
428	0.36	0.64	0	0	4.2e-05	0	1	0.15
429	0.13	0.87	0	0	0	0	1	0.15
430	0.1	0.89	0	0	0.0067	0	1	0.15
431	0.11	0.89	0	0	0.00072	0	1	0.15
432	0.00037	0.19	5.3e-06	0	0.79	0.024	4	0.083
433	0.91	0.092	0	0	0	0	0	0.23
434	0.71	0.29	0	0	0	0	0	0.23
435	0.00086	1	0	0	0.0005	0	1	0.15
436	0.044	0.96	0	0	0.00026	0	1	0.15
437	0.96	0.04	0	0	0	0	0	0.23
438	0.047	0.95	0	0	0	0	1	0.15
439	0.18	0.82	0	0	1.8e-05	0	1	0.15
440	0.43	0.57	0	0	9.8e-05	0	1	0.15
441	0.38	0.62	0	0	0.00058	0	1	0.15
442	0.018	0.98	0	0	0.0019	0	1	0.15
443	0.62	0.36	0	0.02	0	0	0	0.23
444	0	0.15	1.4e-05	0	0.85	0	4	0.083
445	0.32	0.67	0	0	0.0026	0	1	0.15
446	0.4	0.6	0	0	0	0	1	0.15
447	0.0047	1	0	0	0	0	1	0.15
448	0.00066	0.87	3.7e-06	0	0.13	0	1	0.15
449	0.35	0.65	0	0	4.6e-05	0	1	0.15
450	0.61	0.39	0	0	0	0	0	0.23
451	0.0004	0.97	0	0	0.027	0	1	0.15
452	0.034	0.97	0	0	0	0	1	0.15
453	0.00013	0.18	6e-06	0	0.82	0.0012	4	0.083
454	0.13	0.87	0	0	0	0	1	0.15
455	0.54	0.46	0	0	0	0	0	0.23
456	0.0012	0.78	4.5e-06	0	0.22	0	1	0.15
457	0.042	0.96	0	0	7.7e-05	0	1	0.15
458	0.94	0.057	0	0	0	0	0	0.23
459	0.15	0.85	0	0	1.2e-06	0	1	0.15
460	0.51	0.48	0	0.00021	0.011	0	0	0.23
461	0.98	0.022	0	0	0	0	0	0.23
462	0.83	0.17	0	0	4.7e-05	0	0	0.23
463	0.15	0.84	0	0	0.0044	0	1	0.15
464	0.89	0.11	0	0	0	0	0	0.23
465	0.99	0.012	0	0	0	0	0	0.23
466	0.96	0.036	0	0	0	0	0	0.23
467	1	0.0014	0	0	0	0	0	0.23
468	0.85	0.15	0	0	1.5e-06	0	0	0.23
469	0.99	0.0099	0	0	0	0	0	0.23
470	1	0.002	0	0	0	0	0	0.23
471	0.34	0.66	0	0	0	0	1	0.15
472	0.95	0.048	0	0	0	0	0	0.23
473	0.00021	1	0	0	0.002	0	1	0.15
474	0.99	0.015	0	0	0	0	0	0.23
475	0.99	0.011	0	0	0	0	0	0.23
476	0.62	0.38	0	0	2.3e-06	0	0	0.23
477	0.026	0.97	0	0	2.2e-05	0	1	0.15
478	0.0086	0.99	0	0	2.7e-05	0	1	0.15
479	0.14	0.84	0	0	0.012	0	1	0.15
480	0.045	0.95	0	0	0.00015	0	1	0.15
481	0.69	0.31	0	0	4.9e-05	0	0	0.23
482	1	0.00012	0	0	0	0	0	0.23
483	0.11	0.88	0	0	0.0082	0	1	0.15
484	0.75	0.25	0	0	0	0	0	0.23
485	1.2e-06	0.059	8.1e-06	0	0.94	0	4	0.083
486	0.52	0.48	0	0	0	0	0	0.23
487	0.79	0.21	0	0	4.2e-05	0	0	0.23
488	0.2	0.8	0	0	2.5e-05	0	1	0.15
489	0.4	0.6	0	0	0	0	1	0.15
490	0.31	0.69	0	0	0	0	1	0.15
491	0.96	0.011	0	0.029	0	0	0	0.23
492	0.86	0.14	0	0	0	0	0	0.23
493	0.74	0.26	0	0	2.8e-06	0	0	0.23
494	0.1	0.81	1.8e-06	0	0.087	0	1	0.15
495	0.15	0.84	0	0	0.014	0	1	0.15
496	0.016	0.96	1.1e-06	0	0.022	0	1	0.15
497	3.1e-05	0.21	9.4e-06	0	0.79	0	4	0.083
498	0.92	0.075	0	0	2.3e-06	0	0	0.23
499	0.37	0.63	0	0	0.00014	0	1	0.15
500	1	1.7e-06	0	0	0	0	0	0.23
501	0.15	0.82	0	2.6e-06	0.025	0	1	0.15
502	0.38	0.62	0	0	0	0	1	0.15
503	0.04	0.96	0	0	0	0	1	0.15
504	0.0035	1	0	0	7.5e-05	0	1	0.15
505	0.43	0.57	0	0	4.2e-05	0	1	0.15
506	0.15	0.84	0	0	0.0088	0	1	0.15
507	0.39	0.61	0	3.2e-06	0	0	1	0.15
