SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
61	1.2e-05	0.19	0.08	0	1.5e-05	0	0.08	9e-06	0.19	9e-06	0.08	0.19	0.19	0	1.2e-05	9e-06	1	0.083
62	0.002	0.035	0.28	0	0.0025	0	0.28	0.0015	0.035	0.0015	0.28	0.035	0.035	0	0.002	0.0015	6	0.15
63	0.16	0	0.044	0	0.2	0	0.044	0.12	0	0.12	0.044	0	0	0	0.16	0.12	4	0.23
64	0.0085	0.022	0.29	0	0.011	0	0.29	0.0065	0.022	0.0065	0.29	0.022	0.022	0	0.0085	0.0065	2	0.15
65	0.0025	0.00018	0.33	0	0.0033	0	0.33	0.002	0.00018	0.002	0.33	0.00018	0.00018	0	0.0025	0.002	6	0.15
66	0.011	0.018	0.29	0	0.014	0	0.29	0.0083	0.018	0.0083	0.29	0.018	0.018	0	0.011	0.0083	6	0.15
67	0.00032	1.3e-05	0.33	0	0.00041	0	0.33	0.00025	1.3e-05	0.00025	0.33	1.3e-05	1.3e-05	0	0.00032	0.00025	6	0.15
68	0.029	0.0073	0.27	0	0.037	4.1e-06	0.27	0.022	0.0073	0.022	0.27	0.0073	0.0073	0	0.029	0.022	2	0.15
69	0	0.25	0.0035	0	0	0	0.0035	0	0.25	0	0.0035	0.25	0.25	0	0	0	1	0.083
70	0.003	0.021	0.3	0	0.0039	0	0.3	0.0023	0.021	0.0023	0.3	0.021	0.021	0	0.003	0.0023	2	0.15
71	0.0061	0.015	0.3	0	0.0078	0	0.3	0.0047	0.015	0.0047	0.3	0.015	0.015	0	0.0061	0.0047	6	0.15
72	0.022	0.0023	0.29	0	0.028	0	0.29	0.017	0.0023	0.017	0.29	0.0023	0.0023	0	0.022	0.017	6	0.15
73	0.00015	0.00028	0.33	0	0.00019	0	0.33	0.00012	0.00028	0.00012	0.33	0.00028	0.00028	0	0.00015	0.00012	6	0.15
74	0.074	0.11	0.049	0	0.095	0	0.049	0.057	0.11	0.057	0.049	0.11	0.11	0	0.074	0.057	1	0.083
75	0.14	4.9e-05	0.062	0	0.19	0.0034	0.062	0.11	4.9e-05	0.11	0.062	4.9e-05	4.9e-05	1.4e-05	0.14	0.11	4	0.23
76	0.14	2.7e-05	0.066	0	0.18	0.00094	0.066	0.11	2.7e-05	0.11	0.066	2.7e-05	2.7e-05	0	0.14	0.11	4	0.23
77	0.0016	0.0018	0.33	0	0.0021	0	0.33	0.0013	0.0018	0.0013	0.33	0.0018	0.0018	0	0.0016	0.0013	2	0.15
78	0.007	0.0011	0.32	0	0.0089	0	0.32	0.0054	0.0011	0.0054	0.32	0.0011	0.0011	0	0.007	0.0054	2	0.15
79	0.061	0.00059	0.22	0	0.078	0.00054	0.22	0.047	0.00059	0.047	0.22	0.00059	0.00059	4.5e-06	0.061	0.047	6	0.15
80	0.011	0.0097	0.3	0	0.014	0	0.3	0.0082	0.0097	0.0082	0.3	0.0097	0.0097	0	0.011	0.0082	6	0.15
81	0.024	0.001	0.29	0	0.031	0	0.29	0.019	0.001	0.019	0.29	0.001	0.001	0	0.024	0.019	6	0.15
82	0.031	0.0071	0.27	0	0.04	6.6e-05	0.27	0.024	0.0071	0.024	0.27	0.0071	0.0071	0	0.031	0.024	6	0.15
83	0.075	0	0.19	0	0.096	0	0.19	0.058	0	0.058	0.19	0	0	0	0.075	0.058	2	0.15
84	0.077	0	0.19	0	0.098	0	0.19	0.059	0	0.059	0.19	0	0	0	0.077	0.059	2	0.15
85	0.00039	0	0.33	0	0.0005	0	0.33	0.0003	0	0.0003	0.33	0	0	0	0.00039	0.0003	6	0.15
86	0.08	0.00013	0.18	0	0.1	0.0043	0.18	0.062	0.00013	0.062	0.18	0.00013	0.00013	0.0032	0.08	0.062	6	0.15
87	0.09	9.4e-06	0.17	0	0.11	6.8e-06	0.17	0.069	9.4e-06	0.069	0.17	9.4e-06	9.4e-06	0	0.09	0.069	6	0.15
88	0.081	0	0.18	0	0.1	0	0.18	0.063	0	0.063	0.18	0	0	0	0.081	0.063	6	0.15
89	0.023	0	0.29	0	0.03	0	0.29	0.018	0	0.018	0.29	0	0	0	0.023	0.018	6	0.15
90	0.018	0.0023	0.3	0	0.023	0	0.3	0.014	0.0023	0.014	0.3	0.0023	0.0023	0	0.018	0.014	2	0.15
91	0.014	4.8e-05	0.31	0	0.018	0	0.31	0.011	4.8e-05	0.011	0.31	4.8e-05	4.8e-05	0	0.014	0.011	2	0.15
92	0.067	6e-05	0.21	0	0.086	5.7e-06	0.21	0.052	6e-05	0.052	0.21	6e-05	6e-05	0	0.067	0.052	2	0.15
93	0.003	0	0.33	0	0.0038	0	0.33	0.0023	0	0.0023	0.33	0	0	0	0.003	0.0023	6	0.15
94	0	0.22	0.036	2.3e-06	0	0	0.036	0	0.22	0	0.036	0.22	0.22	0	0	0	1	0.083
95	0.12	0	0.1	0	0.16	0	0.1	0.096	0	0.096	0.1	0	0	0	0.12	0.096	4	0.23
96	0.0017	0.032	0.29	0	0.0021	0	0.29	0.0013	0.032	0.0013	0.29	0.032	0.032	0	0.0017	0.0013	6	0.15
97	0.051	0.00041	0.24	0	0.066	1.7e-05	0.24	0.04	0.00041	0.04	0.24	0.00041	0.00041	0	0.051	0.04	2	0.15
98	0.0025	0.002	0.33	0	0.0032	0	0.33	0.0019	0.002	0.0019	0.33	0.002	0.002	0	0.0025	0.0019	6	0.15
99	0.037	0	0.26	0	0.048	0	0.26	0.029	0	0.029	0.26	0	0	0	0.037	0.029	2	0.15
100	0.0029	0	0.33	0	0.0037	0	0.33	0.0022	0	0.0022	0.33	0	0	0	0.0029	0.0022	6	0.15
101	0	0.25	0.0013	0	0	0	0.0013	0	0.25	0	0.0013	0.25	0.25	0	0	0	1	0.083
102	0.013	0	0.31	0	0.017	0	0.31	0.01	0	0.01	0.31	0	0	0	0.013	0.01	6	0.15
103	0.062	0	0.22	0	0.079	0	0.22	0.048	0	0.048	0.22	0	0	0	0.062	0.048	6	0.15
104	0.019	0.0028	0.29	0	0.024	0	0.29	0.015	0.0028	0.015	0.29	0.0028	0.0028	0	0.019	0.015	2	0.15
105	0.15	0	0.057	0	0.19	0	0.057	0.11	0	0.11	0.057	0	0	0	0.15	0.11	4	0.23
106	0.17	0	0.021	0	0.21	0	0.021	0.13	0	0.13	0.021	0	0	0	0.17	0.13	4	0.23
107	0.17	0	0.021	0	0.21	0	0.021	0.13	0	0.13	0.021	0	0	0	0.17	0.13	4	0.23
108	0.09	6.3e-05	0.17	0	0.11	4.6e-06	0.17	0.069	6.3e-05	0.069	0.17	6.3e-05	6.3e-05	0	0.09	0.069	2	0.15
109	0.003	0.00025	0.33	0	0.0038	0	0.33	0.0023	0.00025	0.0023	0.33	0.00025	0.00025	0	0.003	0.0023	6	0.15
110	0.17	0	0.0075	0	0.22	0	0.0075	0.13	0	0.13	0.0075	0	0	0	0.17	0.13	4	0.23
111	0.17	0	0.014	0	0.22	0.00012	0.014	0.13	0	0.13	0.014	0	0	0	0.17	0.13	4	0.23
112	0.027	4.4e-06	0.28	0	0.035	0	0.28	0.021	4.4e-06	0.021	0.28	4.4e-06	4.4e-06	0	0.027	0.021	6	0.15
113	0.17	0	0.016	0	0.22	0.005	0.016	0.13	0	0.13	0.016	0	0	1.1e-06	0.17	0.13	4	0.23
114	0.0052	0.0035	0.32	0	0.0067	0	0.32	0.004	0.0035	0.004	0.32	0.0035	0.0035	0	0.0052	0.004	2	0.15
115	0.051	0.00025	0.24	0	0.065	0	0.24	0.039	0.00025	0.039	0.24	0.00025	0.00025	0	0.051	0.039	6	0.15
116	0.08	0	0.18	0	0.1	0	0.18	0.062	0	0.062	0.18	0	0	0	0.08	0.062	6	0.15
117	0.14	0	0.071	0	0.18	0	0.071	0.11	0	0.11	0.071	0	0	0	0.14	0.11	4	0.23
118	0.047	3.2e-05	0.25	0	0.06	0	0.25	0.036	3.2e-05	0.036	0.25	3.2e-05	3.2e-05	0	0.047	0.036	6	0.15
119	0.011	0	0.31	0	0.014	0	0.31	0.0083	0	0.0083	0.31	0	0	0	0.011	0.0083	6	0.15
120	0.18	0	0.0013	0	0.23	0	0.0013	0.14	0	0.14	0.0013	0	0	0	0.18	0.14	4	0.23
121	0.024	0.011	0.27	0	0.031	3.2e-06	0.27	0.018	0.011	0.018	0.27	0.011	0.011	0	0.024	0.018	6	0.15
122	0.11	0	0.13	0	0.14	0	0.13	0.082	0	0.082	0.13	0	0	0	0.11	0.082	4	0.23
123	0.076	0.0002	0.19	0	0.097	6.2e-06	0.19	0.059	0.0002	0.059	0.19	0.0002	0.0002	0	0.076	0.059	2	0.15
124	0.00043	0.061	0.25	1.2e-06	0.00055	0	0.25	0.00033	0.061	0.00033	0.25	0.061	0.061	0	0.00043	0.00033	6	0.15
125	0.0086	0	0.32	0	0.011	0	0.32	0.0066	0	0.0066	0.32	0	0	0	0.0086	0.0066	2	0.15
126	0.016	0.00039	0.3	0	0.02	0	0.3	0.012	0.00039	0.012	0.3	0.00039	0.00039	0	0.016	0.012	6	0.15
127	0.0012	1.4e-05	0.33	0	0.0015	0	0.33	0.0009	1.4e-05	0.0009	0.33	1.4e-05	1.4e-05	0	0.0012	0.0009	6	0.15
128	0.061	0.00078	0.22	0	0.079	1.1e-05	0.22	0.047	0.00078	0.047	0.22	0.00078	0.00078	0	0.061	0.047	6	0.15
129	0.00081	0.12	0.17	1.3e-06	0.001	0	0.17	0.00063	0.12	0.00063	0.17	0.12	0.12	0	0.00081	0.00063	6	0.15
130	0.14	8.2e-05	0.07	0	0.18	0.0034	0.07	0.11	8.2e-05	0.11	0.07	8.2e-05	8.2e-05	2.2e-05	0.14	0.11	4	0.23
131	0.015	1.3e-05	0.31	0	0.019	0	0.31	0.012	1.3e-05	0.012	0.31	1.3e-05	1.3e-05	0	0.015	0.012	6	0.15
132	0.0084	6.3e-05	0.32	0	0.011	0	0.32	0.0065	6.3e-05	0.0065	0.32	6.3e-05	6.3e-05	0	0.0084	0.0065	6	0.15
133	0.067	0	0.21	0	0.086	0.00055	0.21	0.052	0	0.052	0.21	0	0	0	0.067	0.052	2	0.15
134	0.0057	0.001	0.32	0	0.0073	0	0.32	0.0044	0.001	0.0044	0.32	0.001	0.001	0	0.0057	0.0044	6	0.15
135	0.017	0.0012	0.3	0	0.022	0	0.3	0.013	0.0012	0.013	0.3	0.0012	0.0012	0	0.017	0.013	6	0.15
136	0.073	0	0.2	0	0.093	0.0028	0.2	0.056	0	0.056	0.2	0	0	7.6e-05	0.073	0.056	2	0.15
137	0.03	0.004	0.27	0	0.038	1.7e-05	0.27	0.023	0.004	0.023	0.27	0.004	0.004	0	0.03	0.023	2	0.15
138	0.053	0.00055	0.23	0	0.068	4.6e-05	0.23	0.041	0.00055	0.041	0.23	0.00055	0.00055	0	0.053	0.041	6	0.15
139	0.0026	0.0006	0.33	0	0.0033	0	0.33	0.002	0.0006	0.002	0.33	0.0006	0.0006	0	0.0026	0.002	6	0.15
140	2.1e-05	0.033	0.29	0	2.6e-05	0	0.29	1.6e-05	0.033	1.6e-05	0.29	0.033	0.033	0	2.1e-05	1.6e-05	2	0.15
141	0.06	0.00049	0.22	0	0.076	0.00022	0.22	0.046	0.00049	0.046	0.22	0.00049	0.00049	0	0.06	0.046	6	0.15
142	0.0011	0.077	0.23	0	0.0014	0	0.23	0.00087	0.077	0.00087	0.23	0.077	0.077	0	0.0011	0.00087	6	0.15
143	0.028	1.9e-05	0.28	0	0.035	0	0.28	0.021	1.9e-05	0.021	0.28	1.9e-05	1.9e-05	0	0.028	0.021	6	0.15
144	0.081	3.1e-05	0.18	0	0.1	6.4e-05	0.18	0.062	3.1e-05	0.062	0.18	3.1e-05	3.1e-05	0	0.081	0.062	6	0.15
145	0.042	0	0.25	0	0.054	0.0009	0.25	0.033	0	0.033	0.25	0	0	0	0.042	0.033	2	0.15
146	0	0.23	0.033	2.1e-06	0	0	0.033	0	0.23	0	0.033	0.23	0.23	0	0	0	1	0.083
147	0.14	0	0.072	0	0.18	0	0.072	0.11	0	0.11	0.072	0	0	0	0.14	0.11	4	0.23
148	0.022	1.2e-05	0.29	0	0.028	0	0.29	0.017	1.2e-05	0.017	0.29	1.2e-05	1.2e-05	0	0.022	0.017	6	0.15
149	0.011	6.4e-05	0.31	0	0.014	0	0.31	0.0083	6.4e-05	0.0083	0.31	6.4e-05	6.4e-05	0	0.011	0.0083	6	0.15
150	0.072	5.1e-06	0.2	0	0.092	0.00056	0.2	0.055	5.1e-06	0.055	0.2	5.1e-06	5.1e-06	0	0.072	0.055	6	0.15
151	0	0.066	0.25	0	2.4e-06	0	0.25	0	0.066	0	0.25	0.066	0.066	0	0	0	2	0.15
152	0.011	0.00043	0.31	0	0.014	0	0.31	0.0085	0.00043	0.0085	0.31	0.00043	0.00043	0	0.011	0.0085	2	0.15
153	3.3e-05	0.0015	0.33	0	4.2e-05	0	0.33	2.5e-05	0.0015	2.5e-05	0.33	0.0015	0.0015	0	3.3e-05	2.5e-05	2	0.15
154	0.061	2.9e-06	0.22	0	0.078	0	0.22	0.047	2.9e-06	0.047	0.22	2.9e-06	2.9e-06	0	0.061	0.047	6	0.15
155	0	0.25	0.00025	0	0	0	0.00025	0	0.25	0	0.00025	0.25	0.25	0	0	0	1	0.083
156	0.17	0	0.01	0	0.22	0	0.01	0.13	0	0.13	0.01	0	0	0	0.17	0.13	4	0.23
157	0.13	0	0.086	0	0.17	0	0.086	0.1	0	0.1	0.086	0	0	0	0.13	0.1	4	0.23
158	0.0039	0	0.33	0	0.005	0	0.33	0.003	0	0.003	0.33	0	0	0	0.0039	0.003	6	0.15
159	0.16	0	0.038	0	0.2	0	0.038	0.12	0	0.12	0.038	0	0	0	0.16	0.12	4	0.23
160	3.4e-05	0.089	0.22	0	4.3e-05	0	0.22	2.6e-05	0.089	2.6e-05	0.22	0.089	0.089	0	3.4e-05	2.6e-05	2	0.15
161	1.6e-05	0.047	0.27	0	2e-05	0	0.27	1.2e-05	0.047	1.2e-05	0.27	0.047	0.047	0	1.6e-05	1.2e-05	2	0.15
162	0.027	3.5e-06	0.28	0	0.035	0	0.28	0.021	3.5e-06	0.021	0.28	3.5e-06	3.5e-06	0	0.027	0.021	6	0.15
163	0.014	0	0.31	0	0.017	0	0.31	0.011	0	0.011	0.31	0	0	0	0.014	0.011	6	0.15
164	0.00059	0.013	0.31	0	0.00075	0	0.31	0.00045	0.013	0.00045	0.31	0.013	0.013	0	0.00059	0.00045	6	0.15
165	0.098	0	0.15	0	0.13	0	0.15	0.076	0	0.076	0.15	0	0	0	0.098	0.076	6	0.15
166	0.019	0.0011	0.3	0	0.024	0	0.3	0.014	0.0011	0.014	0.3	0.0011	0.0011	0	0.019	0.014	2	0.15
167	0	0.0013	0.33	0	0	0	0.33	0	0.0013	0	0.33	0.0013	0.0013	0	0	0	6	0.15
168	0.0032	0.0013	0.33	0	0.0041	0	0.33	0.0025	0.0013	0.0025	0.33	0.0013	0.0013	0	0.0032	0.0025	2	0.15
169	0.00031	0	0.33	0	0.00039	0	0.33	0.00024	0	0.00024	0.33	0	0	0	0.00031	0.00024	6	0.15
170	0.012	0.0027	0.31	0	0.015	0	0.31	0.0093	0.0027	0.0093	0.31	0.0027	0.0027	0	0.012	0.0093	6	0.15
171	5.3e-05	0.021	0.31	0	6.8e-05	0	0.31	4.1e-05	0.021	4.1e-05	0.31	0.021	0.021	0	5.3e-05	4.1e-05	6	0.15
172	0.091	0	0.16	0	0.12	4.6e-05	0.16	0.07	0	0.07	0.16	0	0	0	0.091	0.07	2	0.15
173	0.00014	0.036	0.28	0	0.00018	0	0.28	0.00011	0.036	0.00011	0.28	0.036	0.036	0	0.00014	0.00011	2	0.15
174	0.029	1.7e-05	0.28	0	0.038	0	0.28	0.023	1.7e-05	0.023	0.28	1.7e-05	1.7e-05	0	0.029	0.023	2	0.15
175	0.00036	0.0031	0.33	0	0.00046	0	0.33	0.00027	0.0031	0.00027	0.33	0.0031	0.0031	0	0.00036	0.00027	6	0.15
176	0.072	3.4e-05	0.2	0	0.092	0.00047	0.2	0.055	3.4e-05	0.055	0.2	3.4e-05	3.4e-05	0	0.072	0.055	6	0.15
177	0.04	0.0058	0.25	0	0.051	0.00024	0.25	0.031	0.0058	0.031	0.25	0.0058	0.0058	4.3e-06	0.04	0.031	2	0.15
178	0	0.053	0.26	2.1e-06	0	0	0.26	0	0.053	0	0.26	0.053	0.053	0	0	0	6	0.15
179	0.06	0.00046	0.22	0	0.077	0.00024	0.22	0.047	0.00046	0.047	0.22	0.00046	0.00046	0	0.06	0.047	6	0.15
180	0.0022	0.027	0.29	0	0.0028	0	0.29	0.0017	0.027	0.0017	0.29	0.027	0.027	0	0.0022	0.0017	6	0.15
181	0.046	0.0027	0.24	0	0.059	0.00022	0.24	0.035	0.0027	0.035	0.24	0.0027	0.0027	0	0.046	0.035	6	0.15
182	0.082	2e-05	0.18	0	0.1	8.5e-06	0.18	0.063	2e-05	0.063	0.18	2e-05	2e-05	0	0.082	0.063	2	0.15
183	0.11	0	0.13	0	0.14	0	0.13	0.083	0	0.083	0.13	0	0	0	0.11	0.083	4	0.23
184	0	0.25	8.4e-06	0	0	0	8.4e-06	0	0.25	0	8.4e-06	0.25	0.25	0	0	0	1	0.083
185	0.00012	0.055	0.26	1.3e-06	0.00015	0	0.26	9.3e-05	0.055	9.3e-05	0.26	0.055	0.055	0	0.00012	9.3e-05	6	0.15
186	2.5e-06	0.096	0.21	2.7e-06	3.2e-06	0	0.21	1.9e-06	0.096	1.9e-06	0.21	0.096	0.096	0	2.5e-06	1.9e-06	6	0.15
187	0.15	0	0.058	0	0.19	0	0.058	0.11	0	0.11	0.058	0	0	0	0.15	0.11	4	0.23
188	6.5e-05	0.00055	0.33	0	8.3e-05	0	0.33	5e-05	0.00055	5e-05	0.33	0.00055	0.00055	0	6.5e-05	5e-05	2	0.15
189	0	0.078	0.23	5e-06	0	0	0.23	0	0.078	0	0.23	0.078	0.078	0	0	0	6	0.15
190	3.6e-05	0.13	0.16	2e-06	4.6e-05	0	0.16	2.7e-05	0.13	2.7e-05	0.16	0.13	0.13	0	3.6e-05	2.7e-05	6	0.15
191	5.4e-06	0.069	0.24	2.2e-06	6.9e-06	0	0.24	4.2e-06	0.069	4.2e-06	0.24	0.069	0.069	0	5.4e-06	4.2e-06	6	0.15
192	0.0099	0.0032	0.31	0	0.013	0	0.31	0.0076	0.0032	0.0076	0.31	0.0032	0.0032	0	0.0099	0.0076	6	0.15
193	0	0.25	0.00015	1.5e-06	0	0	0.00015	0	0.25	0	0.00015	0.25	0.25	0	0	0	1	0.083
194	0	0.25	0.00012	0	0	0	0.00012	0	0.25	0	0.00012	0.25	0.25	0	0	0	1	0.083
195	0	0.23	0.027	2.5e-06	0	0	0.027	0	0.23	0	0.027	0.23	0.23	0	0	0	1	0.083
196	1.3e-05	0.12	0.17	2.3e-06	1.7e-05	0	0.17	1e-05	0.12	1e-05	0.17	0.12	0.12	0	1.3e-05	1e-05	6	0.15
