SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
26	0.13	0.35	6.5e-05	0.13	0.29	0.1	6.5e-05	0	1.4e-05	0	1	0.15
27	0.24	0.17	0	0.24	0.14	0.19	0	0	0	0	0	0.23
28	0.24	0.18	0	0.24	0.15	0.19	0	0	1.4e-06	0	0	0.23
29	0.18	0.27	0	0.18	0.23	0.14	0	0	1.1e-05	0	1	0.15
30	0.034	0.5	0	0.034	0.41	0.027	0	0	2.6e-05	0	1	0.15
31	0.029	0.49	0.017	0.029	0.4	0.023	0.017	0	1.9e-06	0	1	0.15
32	0.096	0.4	0.00052	0.096	0.33	0.077	0.00052	0	1.6e-05	0	1	0.15
33	0.12	0.37	0	0.12	0.3	0.093	0	0	0.0013	0	1	0.15
34	0.0036	0.54	0.004	0.0036	0.44	0.0029	0.004	0	0	0	1	0.15
35	0.04	0.49	0	0.04	0.4	0.032	0	0	0	0	1	0.15
36	0.0017	0.54	0.0007	0.0017	0.45	0.0013	0.0007	0	0	0	1	0.15
37	0.17	0.29	0	0.17	0.24	0.13	0	0	3.8e-06	0	1	0.15
38	0.35	0.0058	0	0.35	0.0048	0.28	0	0	0.0035	0	0	0.23
39	0.12	0.36	0	0.12	0.29	0.099	0	0	0.0015	1.1e-05	1	0.15
40	0.11	0.38	0.00028	0.11	0.31	0.087	0.00028	0	4.2e-05	0	1	0.15
41	0.14	0.34	2.9e-05	0.14	0.28	0.11	2.9e-05	0	1.6e-06	0	1	0.15
42	0.11	0.38	0	0.11	0.31	0.087	0	0	0.00013	0	1	0.15
43	0.027	0.51	0	0.027	0.42	0.021	0	0	0.00011	0	1	0.15
44	0.0089	0.53	0.0015	0.0089	0.44	0.0071	0.0015	0	0	0	1	0.15
45	0.099	0.4	1.9e-05	0.099	0.33	0.079	1.9e-05	0	0.00066	3e-06	1	0.15
46	0.13	0.34	0	0.13	0.28	0.11	0	0	0.0022	0.0013	1	0.15
47	0.18	0.27	2.6e-06	0.18	0.22	0.15	2.6e-06	0	4.1e-06	0	1	0.15
48	0.35	0.0086	0	0.35	0.0071	0.28	0	0	2.5e-05	0	0	0.23
49	0.12	0.37	0	0.12	0.3	0.094	0	0	0.0014	0	1	0.15
50	0.11	0.38	0	0.11	0.32	0.085	0	0	0.0012	0	1	0.15
51	0.13	0.35	3.9e-05	0.13	0.29	0.1	3.9e-05	0	4.8e-05	0	1	0.15
52	0.14	0.34	0	0.14	0.28	0.11	0	0	0.00024	0	1	0.15
53	0.27	0.13	0	0.27	0.11	0.22	0	0	2.9e-06	0	0	0.23
54	0.0048	0.54	0.0025	0.0048	0.44	0.0038	0.0025	0	0	0	1	0.15
55	0.31	0.076	0	0.31	0.063	0.25	0	0	0	0	0	0.23
56	0.1	0.39	0.00037	0.1	0.32	0.081	0.00037	0	0.00024	0	1	0.15
57	0.056	0.46	0	0.056	0.38	0.045	0	0	6.1e-05	0	1	0.15
58	0.00042	0.55	0.0018	0.00042	0.45	0.00034	0.0018	0	0	0	1	0.15
59	0.023	0.51	2.8e-05	0.023	0.42	0.018	2.8e-05	0	0	0	1	0.15
60	0.36	2.9e-05	0	0.36	2.4e-05	0.28	0	0	0.00047	0	0	0.23
61	2.3e-05	0.13	0.38	2.3e-05	0.11	1.9e-05	0.38	3e-06	0	0	2	0.083
62	0.0039	0.46	0.07	0.0039	0.38	0.0031	0.07	0	0	0	1	0.15
63	0.31	0.073	0	0.31	0.06	0.25	0	0	0	0	0	0.23
64	0.017	0.47	0.044	0.017	0.39	0.014	0.044	0	0	0	1	0.15
65	0.0051	0.54	0.00036	0.0051	0.45	0.0041	0.00036	0	0	0	1	0.15
66	0.022	0.47	0.037	0.022	0.39	0.017	0.037	0	0	0	1	0.15
67	0.00064	0.55	2.6e-05	0.00064	0.45	0.00051	2.6e-05	0	0	0	1	0.15
68	0.058	0.44	0.015	0.058	0.37	0.046	0.015	0	4.1e-06	0	1	0.15
69	0	0.0058	0.49	0	0.0048	0	0.49	0	0	0	2	0.083
70	0.0061	0.49	0.043	0.0061	0.41	0.0049	0.043	0	0	0	1	0.15
71	0.012	0.5	0.031	0.012	0.41	0.0098	0.031	0	0	0	1	0.15
72	0.044	0.48	0.0047	0.044	0.39	0.035	0.0047	0	0	0	1	0.15
73	0.0003	0.55	0.00055	0.0003	0.45	0.00024	0.00055	0	0	0	1	0.15
74	0.15	0.08	0.22	0.15	0.066	0.12	0.22	0	0	0	2	0.083
75	0.29	0.1	9.9e-05	0.29	0.084	0.23	9.9e-05	0	0.0034	1.4e-05	0	0.23
76	0.29	0.11	5.4e-05	0.29	0.09	0.23	5.4e-05	0	0.00094	0	0	0.23
77	0.0033	0.54	0.0036	0.0033	0.44	0.0026	0.0036	0	0	0	1	0.15
78	0.014	0.52	0.0021	0.014	0.43	0.011	0.0021	0	0	0	1	0.15
79	0.12	0.36	0.0012	0.12	0.3	0.097	0.0012	0	0.00054	4.5e-06	1	0.15
80	0.021	0.49	0.019	0.021	0.41	0.017	0.019	0	0	0	1	0.15
81	0.048	0.47	0.0021	0.048	0.39	0.039	0.0021	0	0	0	1	0.15
82	0.062	0.44	0.014	0.062	0.36	0.05	0.014	0	6.6e-05	0	1	0.15
83	0.15	0.32	3e-06	0.15	0.26	0.12	3e-06	0	0	0	1	0.15
84	0.15	0.31	0	0.15	0.26	0.12	0	0	0	0	1	0.15
85	0.00078	0.55	0	0.00078	0.45	0.00062	0	0	0	0	1	0.15
86	0.16	0.3	0.00026	0.16	0.25	0.13	0.00026	0	0.0043	0.0032	1	0.15
87	0.18	0.27	1.9e-05	0.18	0.23	0.14	1.9e-05	0	6.8e-06	0	1	0.15
88	0.16	0.3	0	0.16	0.25	0.13	0	0	0	0	1	0.15
89	0.046	0.48	0	0.046	0.39	0.037	0	0	0	0	1	0.15
90	0.036	0.49	0.0045	0.036	0.4	0.029	0.0045	0	0	0	1	0.15
91	0.029	0.5	9.6e-05	0.029	0.42	0.023	9.6e-05	0	0	0	1	0.15
92	0.13	0.34	0.00012	0.13	0.28	0.11	0.00012	0	5.7e-06	0	1	0.15
93	0.006	0.54	0	0.006	0.44	0.0048	0	0	0	0	1	0.15
94	0	0.06	0.45	0	0.049	0	0.45	4.1e-06	0	0	2	0.083
95	0.25	0.16	0	0.25	0.14	0.2	0	0	0	0	0	0.23
96	0.0034	0.47	0.065	0.0034	0.39	0.0027	0.065	0	0	0	1	0.15
97	0.1	0.39	0.00081	0.1	0.32	0.082	0.00081	0	1.7e-05	0	1	0.15
98	0.005	0.54	0.0041	0.005	0.44	0.004	0.0041	0	0	0	1	0.15
99	0.074	0.43	0	0.074	0.36	0.059	0	0	0	0	1	0.15
100	0.0058	0.54	0	0.0058	0.44	0.0046	0	0	0	0	1	0.15
101	0	0.0021	0.5	0	0.0018	0	0.5	0	0	0	2	0.083
102	0.027	0.51	0	0.027	0.42	0.021	0	0	0	0	1	0.15
103	0.12	0.36	0	0.12	0.3	0.099	0	0	0	0	1	0.15
104	0.038	0.48	0.0056	0.038	0.4	0.03	0.0056	0	0	0	1	0.15
105	0.3	0.094	0	0.3	0.078	0.24	0	0	0	0	0	0.23
106	0.33	0.035	0	0.33	0.029	0.27	0	0	0	0	0	0.23
107	0.34	0.034	0	0.34	0.028	0.27	0	0	0	0	0	0.23
108	0.18	0.27	0.00013	0.18	0.23	0.14	0.00013	0	4.6e-06	0	1	0.15
109	0.006	0.54	0.0005	0.006	0.44	0.0048	0.0005	0	0	0	1	0.15
110	0.35	0.012	0	0.35	0.01	0.28	0	0	0	0	0	0.23
111	0.34	0.023	0	0.34	0.019	0.27	0	0	0.00012	0	0	0.23
112	0.054	0.46	8.8e-06	0.054	0.38	0.043	8.8e-06	0	0	0	1	0.15
113	0.34	0.027	1.1e-06	0.34	0.022	0.27	1.1e-06	0	0.005	1.1e-06	0	0.23
114	0.01	0.52	0.0071	0.01	0.43	0.0083	0.0071	0	0	0	1	0.15
115	0.1	0.39	0.0005	0.1	0.32	0.081	0.0005	0	0	0	1	0.15
116	0.16	0.3	0	0.16	0.25	0.13	0	0	0	0	1	0.15
117	0.28	0.12	0	0.28	0.096	0.22	0	0	0	0	0	0.23
118	0.094	0.4	6.3e-05	0.094	0.33	0.075	6.3e-05	0	0	0	1	0.15
119	0.021	0.51	0	0.021	0.43	0.017	0	0	0	0	1	0.15
120	0.36	0.0021	0	0.36	0.0017	0.28	0	0	0	0	0	0.23
121	0.048	0.45	0.022	0.048	0.37	0.038	0.022	0	3.2e-06	0	1	0.15
122	0.21	0.22	0	0.21	0.18	0.17	0	0	0	0	1	0.15
123	0.15	0.31	0.00039	0.15	0.26	0.12	0.00039	0	6.2e-06	0	1	0.15
124	0.00085	0.41	0.12	0.00085	0.34	0.00068	0.12	2.1e-06	0	0	1	0.15
125	0.017	0.52	0	0.017	0.43	0.014	0	0	0	0	1	0.15
126	0.031	0.5	0.00078	0.031	0.41	0.025	0.00078	0	0	0	1	0.15
127	0.0023	0.54	2.8e-05	0.0023	0.45	0.0019	2.8e-05	0	0	0	1	0.15
128	0.12	0.36	0.0016	0.12	0.3	0.098	0.0016	0	1.1e-05	0	1	0.15
129	0.0016	0.28	0.24	0.0016	0.23	0.0013	0.24	2.4e-06	0	0	1	0.15
130	0.28	0.12	0.00016	0.28	0.095	0.22	0.00016	0	0.0034	2.2e-05	0	0.23
131	0.03	0.5	2.7e-05	0.03	0.41	0.024	2.7e-05	0	0	0	1	0.15
132	0.017	0.52	0.00013	0.017	0.43	0.013	0.00013	0	0	0	1	0.15
133	0.13	0.34	0	0.13	0.28	0.11	0	0	0.00055	0	1	0.15
134	0.011	0.53	0.002	0.011	0.44	0.009	0.002	0	0	0	1	0.15
135	0.034	0.49	0.0024	0.034	0.41	0.027	0.0024	0	0	0	1	0.15
136	0.15	0.32	0	0.15	0.27	0.12	0	0	0.0028	7.6e-05	1	0.15
137	0.059	0.45	0.008	0.059	0.37	0.047	0.008	0	1.7e-05	0	1	0.15
138	0.11	0.38	0.0011	0.11	0.32	0.085	0.0011	0	4.6e-05	0	1	0.15
139	0.0052	0.54	0.0012	0.0052	0.44	0.0041	0.0012	0	0	0	1	0.15
140	4.1e-05	0.48	0.065	4.1e-05	0.39	3.3e-05	0.065	0	0	0	1	0.15
141	0.12	0.36	0.00098	0.12	0.3	0.095	0.00098	0	0.00022	0	1	0.15
142	0.0023	0.37	0.15	0.0023	0.31	0.0018	0.15	0	0	0	1	0.15
143	0.055	0.46	3.8e-05	0.055	0.38	0.044	3.8e-05	0	0	0	1	0.15
144	0.16	0.3	6.2e-05	0.16	0.25	0.13	6.2e-05	0	6.4e-05	0	1	0.15
145	0.085	0.42	0	0.085	0.34	0.068	0	0	0.0009	0	1	0.15
146	0	0.053	0.45	0	0.044	0	0.45	3.8e-06	0	0	2	0.083
147	0.28	0.12	0	0.28	0.098	0.22	0	0	0	0	0	0.23
148	0.044	0.48	2.3e-05	0.044	0.4	0.035	2.3e-05	0	0	0	1	0.15
149	0.021	0.51	0.00013	0.021	0.43	0.017	0.00013	0	0	0	1	0.15
150	0.14	0.33	1e-05	0.14	0.27	0.11	1e-05	0	0.00056	0	1	0.15
151	3.8e-06	0.4	0.13	3.8e-06	0.33	3e-06	0.13	3.6e-06	0	0	1	0.15
152	0.022	0.51	0.00086	0.022	0.42	0.018	0.00086	0	0	0	1	0.15
153	6.6e-05	0.54	0.0031	6.6e-05	0.45	5.3e-05	0.0031	0	0	0	1	0.15
154	0.12	0.36	5.9e-06	0.12	0.3	0.097	5.9e-06	0	0	0	1	0.15
155	0	0.00041	0.5	0	0.00034	0	0.5	0	0	0	2	0.083
156	0.35	0.017	0	0.35	0.014	0.28	0	0	0	0	0	0.23
157	0.27	0.14	0	0.27	0.12	0.21	0	0	0	0	0	0.23
158	0.0078	0.54	0	0.0078	0.44	0.0062	0	0	0	0	1	0.15
159	0.32	0.063	0	0.32	0.052	0.25	0	0	0	0	0	0.23
160	6.7e-05	0.35	0.18	6.7e-05	0.29	5.4e-05	0.18	2.8e-06	0	0	1	0.15
161	3.1e-05	0.45	0.094	3.1e-05	0.37	2.5e-05	0.094	2.3e-06	0	0	1	0.15
162	0.055	0.46	7e-06	0.055	0.38	0.044	7e-06	0	0	0	1	0.15
163	0.027	0.51	2.1e-06	0.027	0.42	0.022	2.1e-06	0	0	0	1	0.15
164	0.0012	0.52	0.026	0.0012	0.43	0.00094	0.026	0	0	0	1	0.15
165	0.2	0.25	2.2e-06	0.2	0.2	0.16	2.2e-06	0	0	0	1	0.15
166	0.037	0.49	0.0022	0.037	0.4	0.03	0.0022	0	0	0	1	0.15
167	0	0.54	0.0027	0	0.45	0	0.0027	0	0	0	1	0.15
168	0.0065	0.53	0.0026	0.0065	0.44	0.0052	0.0026	0	0	0	1	0.15
169	0.00061	0.55	3e-06	0.00061	0.45	0.00049	3e-06	0	0	0	1	0.15
170	0.024	0.5	0.0054	0.024	0.42	0.019	0.0054	0	0	0	1	0.15
171	0.00011	0.5	0.042	0.00011	0.41	8.5e-05	0.042	0	0	0	1	0.15
172	0.18	0.27	0	0.18	0.22	0.14	0	0	4.6e-05	0	1	0.15
173	0.00028	0.47	0.072	0.00028	0.39	0.00022	0.072	0	0	0	1	0.15
174	0.059	0.46	3.5e-05	0.059	0.38	0.047	3.5e-05	0	0	0	1	0.15
175	0.00071	0.54	0.0062	0.00071	0.45	0.00057	0.0062	0	0	0	1	0.15
176	0.14	0.33	6.8e-05	0.14	0.27	0.11	6.8e-05	0	0.00047	0	1	0.15
177	0.079	0.41	0.012	0.079	0.34	0.063	0.012	0	0.00024	4.3e-06	1	0.15
178	0	0.43	0.11	0	0.36	0	0.11	3.7e-06	0	0	1	0.15
179	0.12	0.36	0.00092	0.12	0.3	0.096	0.00092	0	0.00024	0	1	0.15
180	0.0043	0.48	0.054	0.0043	0.4	0.0035	0.054	0	0	0	1	0.15
181	0.092	0.4	0.0054	0.092	0.33	0.073	0.0054	0	0.00022	0	1	0.15
182	0.16	0.3	4e-05	0.16	0.24	0.13	4e-05	0	8.5e-06	0	1	0.15
183	0.22	0.22	0	0.22	0.18	0.17	0	0	0	0	1	0.15
184	0	1.4e-05	0.5	0	1.1e-05	0	0.5	0	0	0	2	0.083
185	0.00024	0.43	0.11	0.00024	0.35	0.00019	0.11	2.4e-06	0	0	1	0.15
186	5e-06	0.34	0.19	5e-06	0.28	4e-06	0.19	4.8e-06	0	0	1	0.15
187	0.3	0.095	0	0.3	0.079	0.24	0	0	0	0	0	0.23
188	0.00013	0.55	0.0011	0.00013	0.45	0.0001	0.0011	0	0	0	1	0.15
189	0	0.38	0.16	0	0.31	0	0.16	9e-06	0	0	1	0.15
190	7.1e-05	0.27	0.26	7.1e-05	0.22	5.7e-05	0.26	3.6e-06	0	0	1	0.15
191	1.1e-05	0.4	0.14	1.1e-05	0.33	8.6e-06	0.14	3.9e-06	0	0	1	0.15
192	0.02	0.51	0.0065	0.02	0.42	0.016	0.0065	0	0	0	1	0.15
193	0	0.00025	0.5	0	0.0002	0	0.5	2.7e-06	0	0	2	0.083
194	0	0.0002	0.5	0	0.00016	0	0.5	0	0	0	2	0.083
195	0	0.045	0.46	0	0.037	0	0.46	4.5e-06	0	0	2	0.083
196	2.7e-05	0.28	0.24	2.7e-05	0.23	2.1e-05	0.24	4.1e-06	0	0	1	0.15
197	0.04	0.49	0.00077	0.04	0.4	0.032	0.00077	0	0	0	1	0.15
198	0.36	0.0014	0	0.36	0.0011	0.28	0	0	2.4e-06	0	0	0.23
199	0.031	0.49	0.0054	0.031	0.41	0.025	0.0054	0	0	0	1	0.15
200	0.062	0.43	0.017	0.062	0.36	0.05	0.017	0	7.9e-06	0	1	0.15
201	0.13	0.34	0	0.13	0.28	0.11	0	0	0	0	1	0.15
202	0.022	0.51	0.0014	0.022	0.42	0.017	0.0014	0	0	0	1	0.15
203	0.0016	0.45	0.084	0.0016	0.37	0.0013	0.084	1.7e-06	0	0	1	0.15
204	0.00063	0.25	0.27	0.00063	0.21	0.00051	0.27	2.8e-06	0	0	2	0.083
205	0.0094	0.46	0.068	0.0094	0.38	0.0075	0.068	0	0	0	1	0.15
206	0.0054	0.54	6.1e-05	0.0054	0.45	0.0043	6.1e-05	0	0	0	1	0.15
207	0.0011	0.52	0.027	0.0011	0.43	0.00089	0.027	0	0	0	1	0.15
208	0.35	0.013	0	0.35	0.01	0.28	0	0	0.00044	0	0	0.23
209	0.037	0.49	0.0028	0.037	0.4	0.03	0.0028	0	0	0	1	0.15
210	0	0.00061	0.5	0	0.0005	0	0.5	1.7e-06	0	0	2	0.083
211	0.034	0.44	0.047	0.034	0.37	0.027	0.047	0	2.4e-06	0	1	0.15
212	1.7e-06	0.031	0.47	1.7e-06	0.026	1.4e-06	0.47	2.7e-06	0	0	2	0.083
213	0.013	0.53	4.8e-05	0.013	0.44	0.01	4.8e-05	0	0	0	1	0.15
214	0.0023	0.54	0.00041	0.0023	0.45	0.0019	0.00041	0	0	0	1	0.15
215	0.1	0.39	0	0.1	0.32	0.082	0	0	0.001	0	1	0.15
216	0.083	0.4	0.019	0.083	0.33	0.066	0.019	0	4.9e-05	0	1	0.15
217	0.31	0.076	5.6e-05	0.31	0.063	0.24	5.6e-05	0	0.0075	0.0001	0	0.23
218	0	0.34	0.19	0	0.28	0	0.19	6.2e-06	0	0	1	0.15
219	7.6e-05	0.18	0.33	7.6e-05	0.15	6.1e-05	0.33	3.5e-06	0	0	2	0.083
220	0.0056	0.37	0.15	0.0056	0.31	0.0045	0.15	1.8e-06	0	0	1	0.15
221	0.0079	0.5	0.028	0.0079	0.42	0.0063	0.028	0	0	0	1	0.15
222	0.014	0.39	0.13	0.014	0.32	0.011	0.13	1.5e-06	0	0	1	0.15
223	0.042	0.48	0.0039	0.042	0.4	0.034	0.0039	0	0	0	1	0.15
224	0	0.027	0.48	0	0.022	0	0.48	3.8e-06	0	0	2	0.083
225	0.028	0.49	0.012	0.028	0.41	0.022	0.012	0	0	0	1	0.15
226	0.0065	0.54	0.00017	0.0065	0.44	0.0052	0.00017	0	0	0	1	0.15
227	0.079	0.42	0.0024	0.079	0.35	0.063	0.0024	0	1.3e-06	0	1	0.15
228	0.18	0.28	0.00013	0.18	0.23	0.14	0.00013	0	4.1e-06	0	1	0.15
229	0.073	0.43	0.00079	0.073	0.36	0.058	0.00079	0	0	0	1	0.15
230	0.0019	0.31	0.21	0.0019	0.26	0.0015	0.21	2.3e-06	0	0	1	0.15
231	0.0019	0.46	0.077	0.0019	0.38	0.0015	0.077	1.6e-06	0	0	1	0.15
232	1.5e-05	0.44	0.098	1.5e-05	0.36	1.2e-05	0.098	3.2e-06	0	0	1	0.15
233	0.35	0.018	0	0.35	0.015	0.28	0	0	0	0	0	0.23
234	0.03	0.48	0.023	0.03	0.39	0.024	0.023	0	0	0	1	0.15
235	0.11	0.38	0.0082	0.11	0.31	0.085	0.0082	0	5.9e-05	0	1	0.15
236	0.00017	0.24	0.28	0.00017	0.2	0.00013	0.28	3.3e-06	0	0	2	0.083
237	0.017	0.5	0.023	0.017	0.41	0.014	0.023	0	0	0	1	0.15
238	0.2	0.24	0	0.2	0.2	0.16	0	0	0	0	1	0.15
239	0	0.03	0.47	0	0.025	0	0.47	3e-06	0	0	2	0.083
240	0.0013	0.54	0.0023	0.0013	0.45	0.001	0.0023	0	0	0	1	0.15
241	0.052	0.47	0.00058	0.052	0.39	0.041	0.00058	0	0	0	1	0.15
242	0.037	0.45	0.035	0.037	0.37	0.03	0.035	0	2.2e-06	0	1	0.15
243	0.0038	0.54	0.00017	0.0038	0.45	0.003	0.00017	0	0	0	1	0.15
244	0.0038	0.49	0.048	0.0038	0.4	0.0031	0.048	1.1e-06	0	0	1	0.15
245	0.22	0.21	0	0.22	0.17	0.18	0	0	1.6e-05	0	0	0.23
246	0.0061	0.44	0.091	0.0061	0.36	0.0049	0.091	1.4e-06	0	0	1	0.15
247	0.065	0.45	0.0014	0.065	0.37	0.052	0.0014	0	0	0	1	0.15
248	0.073	0.44	0	0.073	0.36	0.059	0	0	0	0	1	0.15
249	0.0024	0.54	4.1e-06	0.0024	0.45	0.0019	4.1e-06	0	0	0	1	0.15
250	0.01	0.53	0.00067	0.01	0.44	0.008	0.00067	0	0	0	1	0.15
251	0.19	0.26	0	0.19	0.21	0.15	0	0	7.8e-05	0	1	0.15
252	0.11	0.38	0	0.11	0.31	0.088	0	0	0	0	1	0.15
253	0.13	0.34	0	0.13	0.28	0.11	0	0	0.00033	0	1	0.15
254	7.2e-05	0.18	0.34	7.2e-05	0.15	5.7e-05	0.34	2.8e-06	0	0	2	0.083
255	0.18	0.28	0	0.18	0.23	0.14	0	0	2.8e-05	0	1	0.15
256	0.00038	0.51	0.032	0.00038	0.42	0.0003	0.032	0	0	0	1	0.15
257	0.0061	0.54	0.0021	0.0061	0.44	0.0049	0.0021	0	0	0	1	0.15
258	0.0061	0.51	0.028	0.0061	0.42	0.0048	0.028	0	0	0	1	0.15
259	0.0058	0.54	1.8e-05	0.0058	0.44	0.0046	1.8e-05	0	0	0	1	0.15
260	0	4.4e-05	0.5	0	3.6e-05	0	0.5	0	0	0	2	0.083
261	0.025	0.51	0.0016	0.025	0.42	0.02	0.0016	0	0	0	1	0.15
262	0.14	0.037	0.26	0.14	0.031	0.12	0.26	2.6e-06	0	0	2	0.083
263	0.0037	0.37	0.16	0.0037	0.3	0.0029	0.16	0	0	0	1	0.15
264	0.0029	0.41	0.12	0.0029	0.34	0.0023	0.12	0	0	0	1	0.15
265	0	0.45	0.088	0	0.37	0	0.088	3.3e-06	0	0	1	0.15
266	0.12	0.36	0.00015	0.12	0.3	0.097	0.00015	0	3.4e-06	0	1	0.15
267	0.0011	0.43	0.11	0.0011	0.35	0.00089	0.11	0	0	0	1	0.15
268	0.0059	0.53	0.0045	0.0059	0.44	0.0047	0.0045	0	0	0	1	0.15
269	0.046	0.47	0.0035	0.046	0.39	0.037	0.0035	0	0	0	1	0.15
270	6.4e-05	0.55	5.2e-05	6.4e-05	0.45	5.1e-05	5.2e-05	0	0	0	1	0.15
271	0.16	0.3	0	0.16	0.25	0.13	0	0	0	0	1	0.15
272	0.014	0.53	0	0.014	0.43	0.011	0	0	0.0016	0	1	0.15
273	0.0078	0.48	0.053	0.0078	0.39	0.0062	0.053	0	0	0	1	0.15
274	0.078	0.43	0	0.078	0.35	0.062	0	0	0.0017	0	1	0.15
275	0.11	0.38	1.9e-05	0.11	0.31	0.087	1.9e-05	0	0	0	1	0.15
276	0.19	0.26	1.3e-05	0.19	0.22	0.15	1.3e-05	0	4e-05	0	1	0.15
277	0.091	0.41	0	0.091	0.34	0.073	0	0	0	0	1	0.15
278	0.074	0.43	0.00093	0.074	0.36	0.059	0.00093	0	0	0	1	0.15
279	0.27	0.13	0	0.27	0.11	0.22	0	0	0	0	0	0.23
280	0.27	0.13	0	0.27	0.11	0.22	0	0	0	0	0	0.23
281	0.0011	0.46	0.075	0.0011	0.38	0.00089	0.075	0	0	0	1	0.15
282	0.054	0.47	0	0.054	0.38	0.043	0	0	0	0	1	0.15
283	0.0066	0.54	8.6e-05	0.0066	0.44	0.0053	8.6e-05	0	0	0	1	0.15
284	0.025	0.51	3.3e-05	0.025	0.42	0.02	3.3e-05	0	0	0	1	0.15
285	0.33	0.036	0	0.33	0.029	0.27	0	0	0	0	0	0.23
286	0.052	0.47	1.5e-05	0.052	0.39	0.041	1.5e-05	0	0	0	1	0.15
287	0.064	0.45	0	0.064	0.37	0.051	0	0	8.3e-06	0	1	0.15
288	0.19	0.26	0	0.19	0.21	0.15	0	0	0.0057	0.00042	1	0.15
289	0.17	0.29	0	0.17	0.24	0.13	0	0	0	0	1	0.15
290	0.03	0.5	0.00015	0.03	0.41	0.024	0.00015	0	0	0	1	0.15
291	0.00094	0.54	0.0049	0.00094	0.45	0.00075	0.0049	0	0	0	1	0.15
292	0.054	0.46	0.0014	0.054	0.38	0.043	0.0014	0	0	0	1	0.15
293	0.058	0.45	0.0042	0.058	0.38	0.046	0.0042	0	5e-06	0	1	0.15
294	0.13	0.35	0.0005	0.13	0.29	0.1	0.0005	0	0.00016	0	1	0.15
295	0.00084	0.41	0.12	0.00084	0.34	0.00067	0.12	0	0	0	1	0.15
296	0.086	0.42	0	0.086	0.34	0.068	0	0	0	0	1	0.15
297	0.21	0.23	0	0.21	0.19	0.17	0	0	1.2e-05	0	1	0.15
298	0.049	0.47	6.3e-06	0.049	0.39	0.039	6.3e-06	0	0	0	1	0.15
299	0.15	0.32	0	0.15	0.26	0.12	0	0	0.0019	0	1	0.15
300	0.1	0.39	0.00057	0.1	0.32	0.08	0.00057	0	0.00038	1.5e-06	1	0.15
301	0.066	0.44	0.0052	0.066	0.36	0.052	0.0052	0	4e-05	0	1	0.15
302	0.0008	0.55	7.1e-05	0.0008	0.45	0.00064	7.1e-05	0	0	0	1	0.15
303	0.012	0.53	1.5e-05	0.012	0.44	0.0094	1.5e-05	0	0	0	1	0.15
304	0.096	0.4	0	0.096	0.33	0.077	0	0	0.00062	0	1	0.15
305	2e-06	0.42	0.12	2e-06	0.35	1.6e-06	0.12	4.2e-06	0	0	1	0.15
306	0.036	0.47	0.016	0.036	0.39	0.029	0.016	0	6.3e-06	0	1	0.15
