SNV	cluster0	cluster1	cluster2	cluster	dcf0
71	0.062	0.035	0.9	2	0.15
72	0.0093	0.13	0.87	2	0.15
73	0.0011	0.00086	1	2	0.15
74	0.44	0.42	0.14	0	0.083
75	0.0002	0.82	0.18	1	0.23
76	0.00011	0.81	0.19	1	0.23
77	0.0073	0.0093	0.98	2	0.15
78	0.0043	0.04	0.96	2	0.15
79	0.0023	0.34	0.65	2	0.15
80	0.039	0.061	0.9	2	0.15
81	0.0041	0.14	0.86	2	0.15
82	0.029	0.18	0.79	2	0.15
83	6.1e-06	0.42	0.58	2	0.15
84	0	0.44	0.56	2	0.15
85	0	0.0022	1	2	0.15
86	0.00053	0.46	0.54	2	0.15
87	3.7e-05	0.51	0.49	1	0.23
88	0	0.46	0.54	2	0.15
89	0	0.13	0.87	2	0.15
90	0.0091	0.1	0.89	2	0.15
91	0.00019	0.082	0.92	2	0.15
92	0.00024	0.38	0.62	2	0.15
93	0	0.017	0.98	2	0.15
94	0.89	0	0.11	0	0.083
95	0	0.7	0.3	1	0.23
96	0.13	0.0096	0.86	2	0.15
97	0.0016	0.29	0.71	2	0.15
98	0.0082	0.014	0.98	2	0.15
99	0	0.21	0.79	2	0.15
100	0	0.017	0.98	2	0.15
101	1	0	0.0039	0	0.083
102	0	0.076	0.92	2	0.15
103	0	0.35	0.65	2	0.15
104	0.011	0.11	0.88	2	0.15
105	0	0.83	0.17	1	0.23
106	0	0.94	0.063	1	0.23
107	0	0.94	0.061	1	0.23
108	0.00025	0.51	0.49	1	0.23
109	0.001	0.017	0.98	2	0.15
110	0	0.98	0.022	1	0.23
111	0	0.96	0.041	1	0.23
112	1.8e-05	0.15	0.85	2	0.15
113	2.1e-06	0.95	0.048	1	0.23
114	0.014	0.03	0.96	2	0.15
115	0.001	0.29	0.71	2	0.15
116	1.6e-06	0.45	0.55	2	0.15
117	0	0.79	0.21	1	0.23
118	0.00013	0.27	0.73	2	0.15
119	0	0.061	0.94	2	0.15
120	0	1	0.0037	1	0.23
121	0.045	0.14	0.82	2	0.15
122	0	0.6	0.4	1	0.23
123	0.00078	0.43	0.57	2	0.15
124	0.24	0.0024	0.75	2	0.15
125	0	0.049	0.95	2	0.15
126	0.0016	0.089	0.91	2	0.15
127	5.7e-05	0.0067	0.99	2	0.15
128	0.0031	0.35	0.65	2	0.15
129	0.49	0.0047	0.51	2	0.15
130	0.00032	0.79	0.21	1	0.23
131	5.3e-05	0.086	0.91	2	0.15
132	0.00025	0.048	0.95	2	0.15
133	0	0.38	0.62	2	0.15
134	0.004	0.032	0.96	2	0.15
135	0.0048	0.096	0.9	2	0.15
136	2.9e-06	0.42	0.58	2	0.15
137	0.016	0.17	0.81	2	0.15
138	0.0022	0.3	0.69	2	0.15
139	0.0024	0.015	0.98	2	0.15
140	0.13	0.00012	0.87	2	0.15
141	0.002	0.34	0.66	2	0.15
142	0.31	0.0065	0.68	2	0.15
143	7.6e-05	0.16	0.84	2	0.15
144	0.00012	0.46	0.54	2	0.15
145	0	0.24	0.76	2	0.15
146	0.9	0	0.097	0	0.083
147	0	0.79	0.21	1	0.23
148	4.7e-05	0.13	0.87	2	0.15
149	0.00026	0.061	0.94	2	0.15
150	2e-05	0.41	0.59	2	0.15
151	0.26	1.1e-05	0.74	2	0.15
152	0.0017	0.063	0.94	2	0.15
153	0.0062	0.00019	0.99	2	0.15
154	1.2e-05	0.35	0.65	2	0.15
155	1	0	0.00074	0	0.083
156	0	0.97	0.03	1	0.23
157	0	0.75	0.25	1	0.23
158	0	0.022	0.98	2	0.15
159	0	0.89	0.11	1	0.23
160	0.36	0.00019	0.64	2	0.15
161	0.19	8.9e-05	0.81	2	0.15
162	1.4e-05	0.16	0.84	2	0.15
163	4.2e-06	0.078	0.92	2	0.15
164	0.053	0.0034	0.94	2	0.15
165	4.3e-06	0.55	0.45	1	0.23
166	0.0043	0.11	0.89	2	0.15
167	0.0054	0	0.99	2	0.15
168	0.0052	0.019	0.98	2	0.15
169	6.1e-06	0.0018	1	2	0.15
170	0.011	0.069	0.92	2	0.15
171	0.084	0.0003	0.92	2	0.15
172	0	0.51	0.49	1	0.23
173	0.14	0.00079	0.85	2	0.15
174	7e-05	0.17	0.83	2	0.15
175	0.012	0.002	0.99	2	0.15
176	0.00014	0.41	0.59	2	0.15
177	0.023	0.23	0.75	2	0.15
178	0.21	3.8e-06	0.79	2	0.15
179	0.0018	0.34	0.65	2	0.15
180	0.11	0.012	0.88	2	0.15
181	0.011	0.26	0.73	2	0.15
182	8e-05	0.46	0.54	2	0.15
183	1.4e-06	0.61	0.39	1	0.23
184	1	0	2.5e-05	0	0.083
185	0.22	0.00069	0.78	2	0.15
186	0.38	1.4e-05	0.62	2	0.15
187	0	0.83	0.17	1	0.23
188	0.0022	0.00037	1	2	0.15
189	0.31	0	0.69	2	0.15
190	0.52	0.0002	0.48	0	0.083
191	0.28	3.1e-05	0.72	2	0.15
192	0.013	0.057	0.93	2	0.15
193	1	0	0.00045	0	0.083
194	1	0	0.00036	0	0.083
195	0.92	0	0.082	0	0.083
196	0.49	7.7e-05	0.51	2	0.15
197	0.0016	0.11	0.89	2	0.15
198	0	1	0.0024	1	0.23
199	0.011	0.089	0.9	2	0.15
200	0.033	0.18	0.79	2	0.15
201	0	0.38	0.62	2	0.15
202	0.0028	0.063	0.93	2	0.15
203	0.17	0.0047	0.83	2	0.15
204	0.54	0.0018	0.46	0	0.083
205	0.14	0.027	0.84	2	0.15
206	0.00012	0.015	0.98	2	0.15
207	0.053	0.0032	0.94	2	0.15
208	0	0.98	0.023	1	0.23
209	0.0056	0.11	0.89	2	0.15
210	1	0	0.0011	0	0.083
211	0.093	0.098	0.81	2	0.15
212	0.94	5e-06	0.056	0	0.083
213	9.7e-05	0.036	0.96	2	0.15
214	0.00083	0.0067	0.99	2	0.15
215	0	0.29	0.71	2	0.15
216	0.037	0.24	0.73	2	0.15
217	0.00011	0.86	0.14	1	0.23
218	0.37	2e-06	0.63	2	0.15
219	0.66	0.00022	0.34	0	0.083
220	0.3	0.016	0.68	2	0.15
221	0.056	0.023	0.92	2	0.15
222	0.25	0.039	0.71	2	0.15
223	0.0078	0.12	0.87	2	0.15
224	0.95	0	0.049	0	0.083
225	0.024	0.08	0.9	2	0.15
226	0.00035	0.019	0.98	2	0.15
227	0.0048	0.22	0.77	2	0.15
228	0.00027	0.5	0.5	2	0.15
229	0.0016	0.21	0.79	2	0.15
230	0.42	0.0054	0.57	2	0.15
231	0.15	0.0054	0.84	2	0.15
232	0.2	4.4e-05	0.8	2	0.15
233	0	0.97	0.032	1	0.23
234	0.045	0.084	0.87	2	0.15
235	0.016	0.3	0.68	2	0.15
236	0.56	0.00047	0.44	0	0.083
237	0.047	0.049	0.9	2	0.15
238	1.8e-06	0.57	0.43	1	0.23
239	0.95	1.9e-06	0.054	0	0.083
240	0.0045	0.0037	0.99	2	0.15
241	0.0012	0.15	0.85	2	0.15
242	0.07	0.11	0.82	2	0.15
243	0.00034	0.011	0.99	2	0.15
244	0.096	0.011	0.89	2	0.15
245	0	0.63	0.37	1	0.23
246	0.18	0.017	0.8	2	0.15
247	0.0029	0.18	0.81	2	0.15
248	0	0.21	0.79	2	0.15
249	8.3e-06	0.007	0.99	2	0.15
250	0.0014	0.029	0.97	2	0.15
251	0	0.54	0.46	1	0.23
252	0	0.31	0.69	2	0.15
253	0	0.38	0.62	2	0.15
254	0.67	0.0002	0.33	0	0.083
255	0	0.5	0.5	1	0.23
256	0.064	0.0011	0.94	2	0.15
257	0.0043	0.018	0.98	2	0.15
258	0.056	0.017	0.93	2	0.15
259	3.5e-05	0.017	0.98	2	0.15
260	1	0	8e-05	0	0.083
261	0.0032	0.071	0.93	2	0.15
262	0.52	0.41	0.067	0	0.083
263	0.32	0.011	0.67	2	0.15
264	0.24	0.0082	0.75	2	0.15
265	0.18	5.3e-06	0.82	2	0.15
266	0.00031	0.34	0.66	2	0.15
267	0.21	0.0032	0.78	2	0.15
268	0.009	0.017	0.97	2	0.15
269	0.0069	0.13	0.86	2	0.15
270	0.0001	0.00018	1	2	0.15
271	0	0.45	0.55	2	0.15
272	0	0.04	0.96	2	0.15
273	0.11	0.022	0.87	2	0.15
274	0	0.22	0.78	2	0.15
275	3.7e-05	0.31	0.69	2	0.15
276	2.6e-05	0.52	0.48	1	0.23
277	0	0.26	0.74	2	0.15
278	0.0019	0.21	0.79	2	0.15
279	0	0.77	0.23	1	0.23
280	0	0.76	0.24	1	0.23
281	0.15	0.0032	0.85	2	0.15
282	0	0.15	0.85	2	0.15
283	0.00017	0.019	0.98	2	0.15
284	6.7e-05	0.07	0.93	2	0.15
285	0	0.94	0.064	1	0.23
286	3.1e-05	0.15	0.85	2	0.15
287	0	0.18	0.82	2	0.15
288	0	0.53	0.47	1	0.23
289	0	0.48	0.52	2	0.15
290	0.0003	0.085	0.91	2	0.15
291	0.0099	0.0027	0.99	2	0.15
292	0.0028	0.16	0.84	2	0.15
293	0.0084	0.16	0.83	2	0.15
294	0.00099	0.37	0.63	2	0.15
295	0.25	0.0024	0.75	2	0.15
296	0	0.24	0.76	2	0.15
297	0	0.59	0.41	1	0.23
298	1.3e-05	0.14	0.86	2	0.15
299	0	0.42	0.58	2	0.15
300	0.0011	0.29	0.71	2	0.15
301	0.01	0.19	0.8	2	0.15
302	0.00014	0.0023	1	2	0.15
303	3e-05	0.034	0.97	2	0.15
304	0	0.27	0.73	2	0.15
305	0.23	5.6e-06	0.77	2	0.15
306	0.032	0.1	0.86	2	0.15
307	1e-05	0.0072	0.99	2	0.15
308	0.02	0.11	0.87	2	0.15
309	0.00059	0.085	0.91	2	0.15
310	0.024	0.012	0.96	2	0.15
311	0.003	0.16	0.83	2	0.15
312	0.023	0.14	0.84	2	0.15
313	6e-05	0.32	0.68	2	0.15
314	4.8e-05	0.39	0.61	2	0.15
315	0	0.24	0.76	2	0.15
316	0.00051	3.6e-05	1	2	0.15
317	0.073	0.088	0.84	2	0.15
318	0.073	0.02	0.91	2	0.15
319	0.0044	0.0052	0.99	2	0.15
320	0	0.18	0.82	2	0.15
321	0	0.44	0.56	2	0.15
322	0	0.46	0.54	2	0.15
323	0	0.16	0.84	2	0.15
324	0	0.063	0.94	2	0.15
325	0	0.36	0.64	2	0.15
326	0	0.62	0.38	1	0.23
327	0.0058	0.0002	0.99	2	0.15
328	0	0.59	0.41	1	0.23
329	0.00036	1.3e-05	1	2	0.15
330	0	0.26	0.74	2	0.15
331	0	0.79	0.21	1	0.23
332	0.00011	0.1	0.9	2	0.15
333	0.00091	0.25	0.75	2	0.15
334	0.00018	0.35	0.64	2	0.15
335	0	0.22	0.78	2	0.15
336	1	0	0.00035	0	0.083
337	0	0.31	0.69	2	0.15
338	0	0.51	0.49	1	0.23
339	0	0.13	0.87	2	0.15
340	5.5e-06	0.12	0.88	2	0.15
341	0	0.081	0.92	2	0.15
342	0.013	0.0056	0.98	2	0.15
343	0.00056	3.2e-05	1	2	0.15
344	0.056	0.028	0.92	2	0.15
345	0.0032	0.18	0.82	2	0.15
346	0	0.92	0.076	1	0.23
347	1.8e-05	0.31	0.69	2	0.15
348	0.0033	0.05	0.95	2	0.15
349	0.00015	0.74	0.26	1	0.23
350	0.17	0.001	0.82	2	0.15
351	0.021	0.18	0.8	2	0.15
352	0	0.31	0.69	2	0.15
353	0.0023	0.25	0.75	2	0.15
354	0.014	0.14	0.85	2	0.15
355	0.024	0.0048	0.97	2	0.15
356	0	0.1	0.9	2	0.15
357	2.1e-05	0.32	0.68	2	0.15
358	0	0.056	0.94	2	0.15
359	0.0036	0.012	0.98	2	0.15
360	3.4e-05	0.27	0.73	2	0.15
361	2e-05	0.054	0.95	2	0.15
362	0.0061	0.33	0.67	2	0.15
363	0.023	0.047	0.93	2	0.15
364	0.15	0.0041	0.85	2	0.15
365	0	0.37	0.63	2	0.15
366	0.00061	0.036	0.96	2	0.15
367	2.3e-05	0.33	0.67	2	0.15
368	0.053	0.081	0.87	2	0.15
369	3.6e-05	0.43	0.57	2	0.15
370	0.074	0.13	0.79	2	0.15
371	0	0.24	0.76	2	0.15
372	0.46	0.42	0.12	0	0.083
373	0	0.19	0.81	2	0.15
374	0	0.76	0.24	1	0.23
375	0.0014	0.2	0.8	2	0.15
376	0.0011	0.16	0.83	2	0.15
377	0	0.84	0.16	1	0.23
378	2.2e-06	0.52	0.48	1	0.23
379	0	0.74	0.26	1	0.23
380	0.097	0.062	0.84	2	0.15
381	7.1e-05	0.059	0.94	2	0.15
382	0.093	0.094	0.81	2	0.15
383	0.0026	0.2	0.8	2	0.15
384	0.062	0.051	0.89	2	0.15
385	5.2e-05	0.34	0.66	2	0.15
386	0	0.035	0.97	2	0.15
387	0.29	0.0068	0.7	2	0.15
388	0.022	0.16	0.82	2	0.15
389	0.083	0.13	0.79	2	0.15
390	0.096	0.02	0.88	2	0.15
391	1.7e-05	0.39	0.61	2	0.15
392	1	0	0.00069	0	0.083
393	0.0008	0.085	0.91	2	0.15
394	0	0.13	0.87	2	0.15
395	0.41	9.7e-06	0.59	2	0.15
396	0.9	0	0.1	0	0.083
397	0.0088	0.0074	0.98	2	0.15
398	0.043	0.001	0.96	2	0.15
399	8.4e-05	0.0045	1	2	0.15
400	0.034	0.11	0.86	2	0.15
401	0	0.99	0.0067	1	0.23
402	0	0.6	0.4	1	0.23
403	0.00066	0.08	0.92	2	0.15
404	2.7e-05	0.28	0.72	2	0.15
405	2.7e-05	0.37	0.63	2	0.15
406	0.00013	0.29	0.71	2	0.15
407	0.14	0.044	0.81	2	0.15
408	0.0019	0.035	0.96	2	0.15
409	0.00011	0.0057	0.99	2	0.15
410	0.14	0	0.86	2	0.15
411	0.0003	0.24	0.76	2	0.15
412	0	0.58	0.42	1	0.23
413	0	0.67	0.33	1	0.23
414	0	0.73	0.27	1	0.23
415	0	0.73	0.27	1	0.23
416	0	0.43	0.57	2	0.15
417	0.0017	0.00093	1	2	0.15
418	0.00046	0.019	0.98	2	0.15
419	0.0015	0.18	0.82	2	0.15
420	0.0034	0.37	0.63	2	0.15
421	0	0.15	0.85	2	0.15
422	0.14	0.0001	0.86	2	0.15
423	6.4e-05	0.057	0.94	2	0.15
424	0.00021	0.12	0.88	2	0.15
425	0.00017	0.0006	1	2	0.15
426	0.84	4.2e-05	0.16	0	0.083
427	1	0	0	0	0.083
428	4.3e-05	0.37	0.63	2	0.15
429	0	0.13	0.87	2	0.15
430	0.007	0.11	0.89	2	0.15
431	0.00075	0.11	0.88	2	0.15
432	0.81	0.00038	0.19	0	0.083
433	0	0.91	0.09	1	0.23
434	0	0.72	0.28	1	0.23
435	0.00052	0.00088	1	2	0.15
436	0.00027	0.045	0.96	2	0.15
437	0	0.96	0.039	1	0.23
438	0	0.048	0.95	2	0.15
439	1.9e-05	0.18	0.82	2	0.15
440	0.0001	0.44	0.56	2	0.15
441	0.0006	0.38	0.62	2	0.15
442	0.002	0.018	0.98	2	0.15
443	0	0.64	0.36	1	0.23
444	0.86	0	0.14	0	0.083
445	0.0027	0.33	0.67	2	0.15
446	0	0.41	0.59	2	0.15
447	0	0.0048	1	2	0.15
448	0.13	0.00067	0.87	2	0.15
449	4.8e-05	0.35	0.65	2	0.15
450	0	0.62	0.38	1	0.23
451	0.028	0.00041	0.97	2	0.15
452	0	0.035	0.96	2	0.15
453	0.83	0.00013	0.17	0	0.083
454	0	0.14	0.86	2	0.15
455	0	0.55	0.45	1	0.23
456	0.23	0.0012	0.77	2	0.15
457	8.1e-05	0.043	0.96	2	0.15
458	0	0.94	0.055	1	0.23
459	1.2e-06	0.15	0.85	2	0.15
460	0.011	0.52	0.47	1	0.23
461	0	0.98	0.021	1	0.23
462	4.8e-05	0.83	0.17	1	0.23
463	0.0046	0.15	0.84	2	0.15
464	0	0.89	0.11	1	0.23
465	0	0.99	0.012	1	0.23
466	0	0.96	0.035	1	0.23
467	0	1	0.0014	1	0.23
468	1.6e-06	0.85	0.15	1	0.23
469	0	0.99	0.0097	1	0.23
470	0	1	0.002	1	0.23
471	0	0.34	0.66	2	0.15
472	0	0.95	0.047	1	0.23
473	0.002	0.00021	1	2	0.15
474	0	0.99	0.015	1	0.23
475	0	0.99	0.011	1	0.23
476	2.4e-06	0.63	0.37	1	0.23
477	2.3e-05	0.026	0.97	2	0.15
478	2.8e-05	0.0088	0.99	2	0.15
479	0.012	0.15	0.84	2	0.15
480	0.00016	0.046	0.95	2	0.15
481	5e-05	0.69	0.31	1	0.23
482	0	1	0.00011	1	0.23
483	0.0085	0.11	0.88	2	0.15
484	0	0.75	0.25	1	0.23
485	0.94	1.1e-06	0.056	0	0.083
486	0	0.53	0.47	1	0.23
487	4.4e-05	0.8	0.2	1	0.23
488	2.6e-05	0.2	0.8	2	0.15
489	0	0.4	0.6	2	0.15
490	0	0.31	0.69	2	0.15
491	0	0.99	0.011	1	0.23
492	0	0.86	0.14	1	0.23
493	2.9e-06	0.75	0.25	1	0.23
494	0.09	0.1	0.81	2	0.15
495	0.015	0.15	0.83	2	0.15
496	0.023	0.016	0.96	2	0.15
497	0.8	3.1e-05	0.2	0	0.083
498	2.3e-06	0.93	0.074	1	0.23
499	0.00015	0.38	0.62	2	0.15
500	0	1	1.7e-06	1	0.23
501	0.026	0.15	0.82	2	0.15
502	0	0.38	0.62	2	0.15
503	0	0.041	0.96	2	0.15
504	7.9e-05	0.0036	1	2	0.15
505	4.4e-05	0.44	0.56	2	0.15
506	0.0092	0.15	0.84	2	0.15
507	0	0.4	0.6	2	0.15
508	0.0078	0.12	0.87	2	0.15
509	0.0002	0.43	0.57	2	0.15
510	0.23	0.00049	0.77	2	0.15
511	0.00018	0.21	0.79	2	0.15
512	0.98	0	0.015	0	0.083
513	0.59	0.0003	0.41	0	0.083
514	0.0019	0.026	0.97	2	0.15
515	0.003	0.097	0.9	2	0.15
516	0	0.46	0.54	2	0.15
517	2.7e-06	0.00026	1	2	0.15
518	0.99	0	0.008	0	0.083
519	4.7e-06	0.61	0.39	1	0.23
520	0	1	0	1	0.23
521	0.00036	0.008	0.99	2	0.15
522	0.03	0.00087	0.97	2	0.15
523	5e-05	0.018	0.98	2	0.15
524	8.7e-05	0.29	0.71	2	0.15
525	0	0.45	0.55	2	0.15
526	1	0	0.001	0	0.083
527	0.0004	0.0039	1	2	0.15
528	0.0022	0.33	0.67	2	0.15
529	0.078	0.074	0.85	2	0.15
530	8.7e-05	0.82	0.18	1	0.23
531	0.011	0.25	0.74	2	0.15
532	0	0.42	0.58	2	0.15
533	0.0078	0.15	0.84	2	0.15
534	0.09	0.0038	0.91	2	0.15
535	2.5e-05	0.53	0.47	1	0.23
536	7.4e-05	0.21	0.79	2	0.15
537	0.0039	0.057	0.94	2	0.15
538	0	0.071	0.93	2	0.15
539	0.028	0.053	0.92	2	0.15
540	6.5e-06	0.2	0.8	2	0.15
541	0	0.17	0.83	2	0.15
542	0.064	9.8e-06	0.94	2	0.15
543	0.0024	0.39	0.6	2	0.15
544	0.00037	0.054	0.95	2	0.15
545	0.2	0.044	0.76	2	0.15
546	0.11	0.036	0.85	2	0.15
547	0	0.94	0.059	1	0.23
548	0.26	0.00027	0.73	2	0.15
549	6.5e-05	0.073	0.93	2	0.15
550	0.00057	0.37	0.63	2	0.15
551	0.037	0.022	0.94	2	0.15
552	0.93	0	0.066	0	0.083
553	0.69	0	0.31	0	0.083
554	0.032	0.12	0.85	2	0.15
555	2.8e-05	0.016	0.98	2	0.15
556	0.0037	0.15	0.84	2	0.15
557	0	0.57	0.43	1	0.23
558	0	0.83	0.17	1	0.23
559	0.0032	0.26	0.73	2	0.15
560	0.15	0.024	0.83	2	0.15
561	0.8	1.4e-05	0.2	0	0.083
562	0.0011	0.41	0.59	2	0.15
563	0.00039	0.017	0.98	2	0.15
564	8.6e-06	0.57	0.43	1	0.23
565	0.0015	0.14	0.85	2	0.15
566	0.017	0.0018	0.98	2	0.15
567	0.075	0.0067	0.92	2	0.15
568	0.8	0	0.2	0	0.083
569	0	0.45	0.55	2	0.15
570	0.93	0	0.066	0	0.083
571	3.7e-05	0.31	0.69	2	0.15
572	0.012	0.049	0.94	2	0.15
573	0.0011	0.36	0.63	2	0.15
574	0	0.57	0.43	1	0.23
575	0	1	0.0017	1	0.23
576	0.001	0.29	0.71	2	0.15
577	1.3e-05	0.29	0.71	2	0.15
578	0	0.12	0.88	2	0.15
579	0.0011	0.3	0.7	2	0.15
580	0	0.55	0.45	1	0.23
581	0.51	0.28	0.21	0	0.083
582	0.00015	0.092	0.91	2	0.15
583	0	0.5	0.5	1	0.23
584	0	0.52	0.48	1	0.23
585	0	0.28	0.72	2	0.15
586	0	0.29	0.71	2	0.15
587	0	0.16	0.84	2	0.15
588	0.0076	0.002	0.99	2	0.15
589	0	0.43	0.57	2	0.15
590	0.0028	0.036	0.96	2	0.15
591	0.00019	0.32	0.68	2	0.15
592	0.0027	0.082	0.92	2	0.15
593	3.6e-05	0.095	0.91	2	0.15
594	0.0013	0.022	0.98	2	0.15
595	0.24	0.18	0.59	2	0.15
596	0	0.9	0.1	1	0.23
597	0.5	0.46	0.036	0	0.083
598	2.4e-05	0.78	0.22	1	0.23
599	0.98	0	0.017	0	0.083
600	0.054	0.088	0.86	2	0.15
601	0.0096	0.061	0.93	2	0.15
602	0.00032	0.77	0.23	1	0.23
603	0.31	0.02	0.67	2	0.15
604	0.00047	0.11	0.89	2	0.15
605	0	0.055	0.95	2	0.15
606	0.0062	0.044	0.95	2	0.15
607	0.96	1.4e-06	0.037	0	0.083
608	0.012	0.027	0.96	2	0.15
609	0.72	2.1e-06	0.28	0	0.083
610	0.0088	1.1e-05	0.99	2	0.15
611	0	0.65	0.35	1	0.23
612	0.96	1.5e-06	0.043	0	0.083
613	0.2	0.0062	0.79	2	0.15
614	1e-06	0.092	0.91	2	0.15
615	0	0.65	0.35	1	0.23
616	0.0014	0.4	0.59	2	0.15
617	0.19	0.028	0.78	2	0.15
618	0.0005	0.24	0.76	2	0.15
619	0	1	9.8e-06	1	0.23
620	0	0.98	0.019	1	0.23
621	0	0.51	0.49	1	0.23
622	0.024	0.035	0.94	2	0.15
623	0.0025	0.0043	0.99	2	0.15
624	0	0.91	0.093	1	0.23
625	0.75	2.3e-05	0.25	0	0.083
626	0	0.44	0.56	2	0.15
627	0	0.95	0.047	1	0.23
628	0	0.11	0.89	2	0.15
629	0	0.82	0.18	1	0.23
630	3.5e-05	0.37	0.63	2	0.15
631	0.95	0	0.049	0	0.083
632	0	0.95	0.046	1	0.23
633	0.23	0.0084	0.76	2	0.15
634	0.37	2.1e-06	0.63	2	0.15
635	0.012	0.02	0.97	2	0.15
636	0	0.36	0.64	2	0.15
637	0.097	0.034	0.87	2	0.15
638	0.79	2.1e-05	0.21	0	0.083
639	0.88	1.2e-05	0.12	0	0.083
640	1	0	0.0049	0	0.083
641	1.4e-05	0.39	0.61	2	0.15
642	0	0.2	0.8	2	0.15
643	0.033	0.14	0.83	2	0.15
644	2.1e-05	0.43	0.57	2	0.15
645	0	0.33	0.67	2	0.15
646	0	0.45	0.55	2	0.15
647	0.37	7.1e-05	0.63	2	0.15
648	0	0.91	0.094	1	0.23
649	0.00028	0.4	0.6	2	0.15
650	0	0.22	0.78	2	0.15
651	0	0.39	0.61	2	0.15
652	0	0.18	0.82	2	0.15
653	0	0.42	0.58	2	0.15
654	0	0.44	0.56	2	0.15
655	1.1e-05	0.061	0.94	2	0.15
656	0	0.12	0.88	2	0.15
657	0	0.25	0.75	2	0.15
658	0.0012	0	1	2	0.15
659	0	0.57	0.43	1	0.23
660	0.65	0.00056	0.35	0	0.083
661	0	0.63	0.37	1	0.23
662	0	0.15	0.85	2	0.15
663	0	0.9	0.1	1	0.23
664	0.048	0.044	0.91	2	0.15
665	0.12	0.038	0.84	2	0.15
666	0	0.19	0.81	2	0.15
667	0.00021	0.014	0.99	2	0.15
668	0.00096	0.25	0.75	2	0.15
669	0	0.05	0.95	2	0.15
670	0	0.055	0.94	2	0.15
671	0	0.064	0.94	2	0.15
672	0.13	0.059	0.81	2	0.15
673	0	0.43	0.57	2	0.15
674	0	0.57	0.43	1	0.23
675	0.00039	0.25	0.75	2	0.15
676	0	0.26	0.74	2	0.15
677	0.0027	0.2	0.8	2	0.15
678	0.0006	0.11	0.89	2	0.15
679	0.00016	0.045	0.95	2	0.15
680	0.0013	0.24	0.76	2	0.15
681	0.00074	0.053	0.95	2	0.15
682	6.8e-05	0.37	0.63	2	0.15
683	0	0.5	0.5	2	0.15
684	4.6e-06	0.48	0.52	2	0.15
685	0	0.63	0.37	1	0.23
686	0.22	0.0022	0.78	2	0.15
687	0.07	0.013	0.92	2	0.15
688	0.61	0.0015	0.39	0	0.083
689	0.0045	0.32	0.67	2	0.15
690	1	0	6.1e-05	0	0.083
691	0	0.9	0.098	1	0.23
692	0.97	0	0.035	0	0.083
693	0.021	0.00013	0.98	2	0.15
694	1	0	0.0029	0	0.083
