SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
45	0.055	0	0	0.18	0.18	0	0.18	0.055	0.055	0.18	0.028	3e-05	0.028	0.055	0	3.1e-06	0	6	0.15
46	0.074	0	0	0.16	0.16	0	0.16	0.074	0.074	0.16	0.038	0	0.038	0.074	0	0.0013	0	6	0.15
47	0.1	0	0	0.12	0.12	0	0.12	0.1	0.1	0.12	0.052	4.2e-06	0.052	0.1	0	0	0	6	0.15
48	0.2	0	0	0.004	0.004	0	0.004	0.2	0.2	0.004	0.1	0	0.1	0.2	0	0	0	7	0.23
49	0.065	0	0	0.17	0.17	0	0.17	0.065	0.065	0.17	0.034	0	0.034	0.065	0	0	0	6	0.15
50	0.059	0	0	0.18	0.18	0	0.18	0.059	0.059	0.18	0.03	0	0.03	0.059	0	0	0	6	0.15
51	0.072	0	0	0.16	0.16	0	0.16	0.072	0.072	0.16	0.037	6.2e-05	0.037	0.072	0	0	0	6	0.15
52	0.075	0	0	0.16	0.16	0	0.16	0.075	0.075	0.16	0.039	0	0.039	0.075	0	0	0	6	0.15
53	0.15	0	0	0.061	0.061	0	0.061	0.15	0.15	0.061	0.077	0	0.077	0.15	0	0	0	7	0.23
54	0.0026	0	0	0.25	0.25	0	0.25	0.0026	0.0026	0.25	0.0014	0.004	0.0014	0.0026	4.4e-05	0	0	6	0.15
55	0.17	0	0	0.035	0.035	0	0.035	0.17	0.17	0.035	0.088	0	0.088	0.17	0	0	0	7	0.23
56	0.056	0	0	0.18	0.18	0	0.18	0.056	0.056	0.18	0.029	0.00059	0.029	0.056	1.4e-05	0	0	6	0.15
57	0.031	0	0	0.21	0.21	0	0.21	0.031	0.031	0.21	0.016	0	0.016	0.031	0	0	0	6	0.15
58	0.00023	0	0	0.25	0.25	0	0.25	0.00023	0.00023	0.25	0.00012	0.0028	0.00012	0.00023	1.5e-05	0	0	6	0.15
59	0.012	0	0	0.23	0.23	0	0.23	0.012	0.012	0.23	0.0064	4.4e-05	0.0064	0.012	0	0	0	6	0.15
60	0.2	0	0	1.3e-05	1.3e-05	0	1.3e-05	0.2	0.2	1.3e-05	0.1	0	0.1	0.2	0	0	0	7	0.23
61	1.3e-05	1.2e-05	1.2e-05	0.063	0.063	1.2e-05	0.063	1.4e-05	1.4e-05	0.063	6.9e-06	0.64	6.9e-06	1.4e-05	0.11	0	1.2e-05	11	0.083
62	0.0022	4.5e-06	4.5e-06	0.22	0.22	4.5e-06	0.22	0.0022	0.0022	0.22	0.0011	0.11	0.0011	0.0022	0.011	0	4.5e-06	6	0.15
63	0.17	0	0	0.033	0.033	0	0.033	0.17	0.17	0.033	0.088	0	0.088	0.17	0	0	0	7	0.23
64	0.0095	2.8e-06	2.8e-06	0.22	0.22	2.8e-06	0.22	0.0095	0.0095	0.22	0.0049	0.072	0.0049	0.0095	0.0076	0	2.8e-06	6	0.15
65	0.0028	0	0	0.25	0.25	0	0.25	0.0028	0.0028	0.25	0.0014	0.00057	0.0014	0.0028	2.5e-06	0	0	6	0.15
66	0.012	2.4e-06	2.4e-06	0.22	0.22	2.4e-06	0.22	0.012	0.012	0.22	0.0062	0.059	0.0062	0.012	0.0059	0	2.4e-06	6	0.15
67	0.00036	0	0	0.25	0.25	0	0.25	0.00036	0.00036	0.25	0.00018	4.1e-05	0.00018	0.00036	0	0	0	6	0.15
68	0.032	1.5e-06	1.5e-06	0.2	0.2	1.5e-06	0.2	0.032	0.032	0.2	0.016	0.023	0.016	0.032	0.0013	0	1.5e-06	6	0.15
69	0	2.8e-06	2.8e-06	0.0017	0.0017	2.9e-06	0.0017	0	0	0.0017	0	0.5	0	0	0.49	0	2.8e-06	11	0.083
70	0.0034	3.2e-06	3.2e-06	0.23	0.23	3.2e-06	0.23	0.0034	0.0034	0.23	0.0017	0.069	0.0017	0.0034	0.0052	0	3.2e-06	6	0.15
71	0.0068	2.4e-06	2.4e-06	0.23	0.23	2.4e-06	0.23	0.0068	0.0068	0.23	0.0035	0.05	0.0035	0.0068	0.0037	0	2.4e-06	6	0.15
72	0.024	0	0	0.22	0.22	0	0.22	0.024	0.024	0.22	0.012	0.0075	0.012	0.024	0.00028	0	0	6	0.15
73	0.00017	0	0	0.25	0.25	0	0.25	0.00017	0.00017	0.25	8.5e-05	0.00088	8.5e-05	0.00017	2.2e-06	0	0	6	0.15
74	0.084	7e-06	7e-06	0.037	0.037	7.1e-06	0.037	0.084	0.084	0.037	0.043	0.36	0.043	0.084	0.072	0	7e-06	11	0.083
75	0.16	0	0	0.047	0.047	0	0.047	0.16	0.16	0.047	0.083	0.00016	0.083	0.16	2.8e-06	1.4e-05	0	7	0.23
76	0.16	0	0	0.05	0.05	0	0.05	0.16	0.16	0.05	0.082	8.7e-05	0.082	0.16	1e-06	0	0	7	0.23
77	0.0018	0	0	0.25	0.25	0	0.25	0.0018	0.0018	0.25	0.00092	0.0058	0.00092	0.0018	8.3e-05	0	0	6	0.15
78	0.0077	0	0	0.24	0.24	0	0.24	0.0077	0.0077	0.24	0.004	0.0034	0.004	0.0077	5.5e-05	0	0	6	0.15
79	0.067	0	0	0.17	0.17	0	0.17	0.067	0.067	0.17	0.034	0.0019	0.034	0.067	8.7e-05	4.6e-06	0	6	0.15
80	0.012	0	0	0.23	0.23	0	0.23	0.012	0.012	0.23	0.006	0.031	0.006	0.012	0.0021	0	0	6	0.15
81	0.027	0	0	0.22	0.22	0	0.22	0.027	0.027	0.22	0.014	0.0033	0.014	0.027	8e-05	0	0	6	0.15
82	0.035	0	0	0.2	0.2	0	0.2	0.035	0.035	0.2	0.018	0.023	0.018	0.035	0.0021	0	0	6	0.15
83	0.083	0	0	0.15	0.15	0	0.15	0.083	0.083	0.15	0.043	4.9e-06	0.043	0.083	0	0	0	6	0.15
84	0.085	0	0	0.14	0.14	0	0.14	0.085	0.085	0.14	0.044	0	0.044	0.085	0	0	0	6	0.15
85	0.00043	0	0	0.25	0.25	0	0.25	0.00043	0.00043	0.25	0.00022	0	0.00022	0.00043	0	0	0	6	0.15
86	0.089	0	0	0.14	0.14	0	0.14	0.089	0.089	0.14	0.046	0.00042	0.046	0.089	2.2e-05	0.0033	0	6	0.15
87	0.099	0	0	0.13	0.13	0	0.13	0.099	0.099	0.13	0.051	3e-05	0.051	0.099	0	0	0	6	0.15
88	0.09	0	0	0.14	0.14	0	0.14	0.09	0.09	0.14	0.046	0	0.046	0.09	0	0	0	6	0.15
89	0.025	0	0	0.22	0.22	0	0.22	0.025	0.025	0.22	0.013	0	0.013	0.025	0	0	0	6	0.15
90	0.02	0	0	0.22	0.22	0	0.22	0.02	0.02	0.22	0.01	0.0072	0.01	0.02	0.00025	0	0	6	0.15
91	0.016	0	0	0.23	0.23	0	0.23	0.016	0.016	0.23	0.0082	0.00015	0.0082	0.016	0	0	0	6	0.15
92	0.074	0	0	0.16	0.16	0	0.16	0.074	0.074	0.16	0.038	0.00019	0.038	0.074	0	0	0	6	0.15
93	0.0033	0	0	0.25	0.25	0	0.25	0.0033	0.0033	0.25	0.0017	0	0.0017	0.0033	0	0	0	6	0.15
94	0	1.9e-05	1.9e-05	0.031	0.031	1.9e-05	0.031	0	0	0.031	0	0.8	0	0	0.075	0	1.9e-05	11	0.083
95	0.14	0	0	0.076	0.076	0	0.076	0.14	0.14	0.076	0.071	0	0.071	0.14	0	0	0	7	0.23
96	0.0019	4.4e-06	4.4e-06	0.22	0.22	4.4e-06	0.22	0.0019	0.0019	0.22	0.00097	0.11	0.00097	0.0019	0.0088	0	4.4e-06	6	0.15
97	0.057	0	0	0.18	0.18	0	0.18	0.057	0.057	0.18	0.029	0.0013	0.029	0.057	2.9e-05	0	0	6	0.15
98	0.0028	0	0	0.24	0.24	0	0.24	0.0028	0.0028	0.24	0.0014	0.0065	0.0014	0.0028	0.00011	0	0	6	0.15
99	0.041	0	0	0.2	0.2	0	0.2	0.041	0.041	0.2	0.021	0	0.021	0.041	0	0	0	6	0.15
100	0.0032	0	0	0.25	0.25	0	0.25	0.0032	0.0032	0.25	0.0017	0	0.0017	0.0032	0	0	0	6	0.15
101	0	3.6e-06	3.6e-06	0.00074	0.00074	3.6e-06	0.00074	0	0	0.00074	0	0.6	0	0	0.4	0	3.6e-06	11	0.083
102	0.015	0	0	0.23	0.23	0	0.23	0.015	0.015	0.23	0.0075	0	0.0075	0.015	0	0	0	6	0.15
103	0.069	0	0	0.16	0.16	0	0.16	0.069	0.069	0.16	0.035	0	0.035	0.069	0	0	0	6	0.15
104	0.021	0	0	0.22	0.22	0	0.22	0.021	0.021	0.22	0.011	0.0089	0.011	0.021	0.00025	0	0	6	0.15
105	0.16	0	0	0.043	0.043	0	0.043	0.16	0.16	0.043	0.084	0	0.084	0.16	0	0	0	7	0.23
106	0.19	0	0	0.016	0.016	0	0.016	0.19	0.19	0.016	0.095	0	0.095	0.19	0	0	0	7	0.23
107	0.19	0	0	0.016	0.016	0	0.016	0.19	0.19	0.016	0.096	0	0.096	0.19	0	0	0	7	0.23
108	0.099	0	0	0.13	0.13	0	0.13	0.099	0.099	0.13	0.051	0.0002	0.051	0.099	1.6e-06	0	0	6	0.15
109	0.0033	0	0	0.25	0.25	0	0.25	0.0033	0.0033	0.25	0.0017	0.00079	0.0017	0.0033	3.1e-06	0	0	6	0.15
110	0.19	0	0	0.0056	0.0056	0	0.0056	0.19	0.19	0.0056	0.1	0	0.1	0.19	0	0	0	7	0.23
111	0.19	0	0	0.01	0.01	0	0.01	0.19	0.19	0.01	0.098	0	0.098	0.19	0	0	0	7	0.23
112	0.03	0	0	0.21	0.21	0	0.21	0.03	0.03	0.21	0.015	1.4e-05	0.015	0.03	0	0	0	6	0.15
113	0.19	0	0	0.012	0.012	0	0.012	0.19	0.19	0.012	0.097	1.7e-06	0.097	0.19	0	1.1e-06	0	7	0.23
114	0.0058	1.3e-06	1.3e-06	0.24	0.24	1.3e-06	0.24	0.0058	0.0058	0.24	0.003	0.011	0.003	0.0058	0.00024	0	1.3e-06	6	0.15
115	0.056	0	0	0.18	0.18	0	0.18	0.056	0.056	0.18	0.029	0.0008	0.029	0.056	8.8e-06	0	0	6	0.15
116	0.089	0	0	0.14	0.14	0	0.14	0.089	0.089	0.14	0.045	1.3e-06	0.045	0.089	0	0	0	6	0.15
117	0.16	0	0	0.054	0.054	0	0.054	0.16	0.16	0.054	0.08	0	0.08	0.16	0	0	0	7	0.23
118	0.052	0	0	0.18	0.18	0	0.18	0.052	0.052	0.18	0.027	0.0001	0.027	0.052	0	0	0	6	0.15
119	0.012	0	0	0.24	0.24	0	0.24	0.012	0.012	0.24	0.0061	0	0.0061	0.012	0	0	0	6	0.15
120	0.2	0	0	0.00097	0.00097	0	0.00097	0.2	0.2	0.00097	0.1	0	0.1	0.2	0	0	0	7	0.23
121	0.027	2e-06	2e-06	0.21	0.21	2e-06	0.21	0.027	0.027	0.21	0.014	0.036	0.014	0.027	0.0025	0	2e-06	6	0.15
122	0.12	0	0	0.1	0.1	0	0.1	0.12	0.12	0.1	0.061	0	0.061	0.12	0	0	0	7	0.23
123	0.084	0	0	0.14	0.14	0	0.14	0.084	0.084	0.14	0.043	0.00063	0.043	0.084	8e-06	0	0	6	0.15
124	0.00049	8.9e-06	8.9e-06	0.2	0.2	8.9e-06	0.2	0.00049	0.00049	0.2	0.00025	0.2	0.00025	0.00049	0.013	0	8.9e-06	11	0.083
125	0.0095	0	0	0.24	0.24	0	0.24	0.0095	0.0095	0.24	0.0049	0	0.0049	0.0095	0	0	0	6	0.15
126	0.017	0	0	0.23	0.23	0	0.23	0.017	0.017	0.23	0.0088	0.0012	0.0088	0.017	1e-05	0	0	6	0.15
127	0.0013	0	0	0.25	0.25	0	0.25	0.0013	0.0013	0.25	0.00066	4.6e-05	0.00066	0.0013	0	0	0	6	0.15
128	0.068	0	0	0.16	0.16	0	0.16	0.068	0.068	0.16	0.035	0.0025	0.035	0.068	5.9e-05	0	0	6	0.15
129	0.00093	1e-05	1e-05	0.13	0.13	1e-05	0.13	0.00093	0.00093	0.13	0.00048	0.4	0.00048	0.00093	0.066	0	1e-05	11	0.083
130	0.16	0	0	0.053	0.053	0	0.053	0.16	0.16	0.053	0.08	0.00026	0.08	0.16	5.6e-06	2.3e-05	0	7	0.23
131	0.017	0	0	0.23	0.23	0	0.23	0.017	0.017	0.23	0.0085	4.3e-05	0.0085	0.017	0	0	0	6	0.15
132	0.0093	0	0	0.24	0.24	0	0.24	0.0093	0.0093	0.24	0.0048	0.0002	0.0048	0.0093	0	0	0	6	0.15
133	0.074	0	0	0.16	0.16	0	0.16	0.074	0.074	0.16	0.038	0	0.038	0.074	0	0	0	6	0.15
134	0.0063	0	0	0.24	0.24	0	0.24	0.0063	0.0063	0.24	0.0032	0.0032	0.0032	0.0063	4.7e-05	0	0	6	0.15
135	0.019	0	0	0.23	0.23	0	0.23	0.019	0.019	0.23	0.0096	0.0039	0.0096	0.019	8.9e-05	0	0	6	0.15
136	0.081	0	0	0.15	0.15	0	0.15	0.081	0.081	0.15	0.042	2.3e-06	0.042	0.081	0	7.8e-05	0	6	0.15
137	0.033	0	0	0.21	0.21	0	0.21	0.033	0.033	0.21	0.017	0.013	0.017	0.033	0.00078	0	0	6	0.15
138	0.059	0	0	0.18	0.18	0	0.18	0.059	0.059	0.18	0.03	0.0018	0.03	0.059	5.1e-05	0	0	6	0.15
139	0.0028	0	0	0.25	0.25	0	0.25	0.0028	0.0028	0.25	0.0015	0.0019	0.0015	0.0028	1.6e-05	0	0	6	0.15
140	2.3e-05	7.8e-06	7.8e-06	0.22	0.22	7.8e-06	0.22	2.3e-05	2.3e-05	0.22	1.2e-05	0.11	1.2e-05	2.3e-05	0.0027	0	7.8e-06	6	0.15
141	0.066	0	0	0.17	0.17	0	0.17	0.066	0.066	0.17	0.034	0.0016	0.034	0.066	5.6e-05	0	0	6	0.15
142	0.0013	6.9e-06	6.9e-06	0.18	0.18	6.9e-06	0.18	0.0013	0.0013	0.18	0.00066	0.25	0.00066	0.0013	0.038	0	6.9e-06	11	0.083
143	0.031	0	0	0.21	0.21	0	0.21	0.031	0.031	0.21	0.016	6e-05	0.016	0.031	0	0	0	6	0.15
144	0.089	0	0	0.14	0.14	0	0.14	0.089	0.089	0.14	0.046	0.0001	0.046	0.089	0	0	0	6	0.15
145	0.047	0	0	0.19	0.19	0	0.19	0.047	0.047	0.19	0.024	0	0.024	0.047	0	0	0	6	0.15
146	0	1.7e-05	1.7e-05	0.027	0.027	1.7e-05	0.027	0	0	0.027	0	0.8	0	0	0.09	0	1.7e-05	11	0.083
147	0.16	0	0	0.054	0.054	0	0.054	0.16	0.16	0.054	0.08	0	0.08	0.16	0	0	0	7	0.23
148	0.025	0	0	0.22	0.22	0	0.22	0.025	0.025	0.22	0.013	3.7e-05	0.013	0.025	0	0	0	6	0.15
149	0.012	0	0	0.24	0.24	0	0.24	0.012	0.012	0.24	0.0061	0.0002	0.0061	0.012	0	0	0	6	0.15
150	0.079	0	0	0.15	0.15	0	0.15	0.079	0.079	0.15	0.041	1.6e-05	0.041	0.079	0	0	0	6	0.15
151	2.2e-06	1.5e-05	1.5e-05	0.19	0.19	1.5e-05	0.19	2.2e-06	2.2e-06	0.19	0	0.22	0	2.2e-06	0.0051	0	1.5e-05	11	0.083
152	0.012	0	0	0.23	0.23	0	0.23	0.012	0.012	0.23	0.0062	0.0014	0.0062	0.012	1.5e-05	0	0	6	0.15
153	3.6e-05	0	0	0.25	0.25	0	0.25	3.6e-05	3.6e-05	0.25	1.9e-05	0.005	1.9e-05	3.6e-05	2.2e-05	0	0	6	0.15
154	0.068	0	0	0.17	0.17	0	0.17	0.068	0.068	0.17	0.035	9.4e-06	0.035	0.068	0	0	0	6	0.15
155	0	0	0	0.0001	0.0001	0	0.0001	0	0	0.0001	0	0.44	0	0	0.56	0	0	14	0.067
156	0.19	0	0	0.0076	0.0076	0	0.0076	0.19	0.19	0.0076	0.099	0	0.099	0.19	0	0	0	7	0.23
157	0.15	0	0	0.065	0.065	0	0.065	0.15	0.15	0.065	0.076	0	0.076	0.15	0	0	0	7	0.23
158	0.0043	0	0	0.24	0.24	0	0.24	0.0043	0.0043	0.24	0.0022	0	0.0022	0.0043	0	0	0	6	0.15
159	0.18	0	0	0.029	0.029	0	0.029	0.18	0.18	0.029	0.09	0	0.09	0.18	0	0	0	7	0.23
160	3.9e-05	1.2e-05	1.2e-05	0.17	0.17	1.2e-05	0.17	3.9e-05	3.9e-05	0.17	2e-05	0.3	2e-05	3.9e-05	0.02	0	1.2e-05	11	0.083
161	1.8e-05	9.7e-06	9.7e-06	0.21	0.21	9.7e-06	0.21	1.8e-05	1.8e-05	0.21	9.1e-06	0.15	9.1e-06	1.8e-05	0.0047	0	9.7e-06	6	0.15
162	0.03	0	0	0.21	0.21	0	0.21	0.03	0.03	0.21	0.016	1.1e-05	0.016	0.03	0	0	0	6	0.15
163	0.015	0	0	0.23	0.23	0	0.23	0.015	0.015	0.23	0.0077	3.4e-06	0.0077	0.015	0	0	0	6	0.15
164	0.00065	3e-06	3e-06	0.24	0.24	3e-06	0.24	0.00066	0.00066	0.24	0.00034	0.042	0.00034	0.00066	0.0015	0	3e-06	6	0.15
165	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0.056	3.5e-06	0.056	0.11	0	0	0	6	0.15
166	0.021	0	0	0.22	0.22	0	0.22	0.021	0.021	0.22	0.011	0.0034	0.011	0.021	7.8e-05	0	0	6	0.15
167	0	2.6e-06	2.6e-06	0.25	0.25	2.6e-06	0.25	0	0	0.25	0	0.0043	0	0	3.1e-06	0	2.6e-06	6	0.15
168	0.0036	0	0	0.24	0.24	0	0.24	0.0036	0.0036	0.24	0.0018	0.0041	0.0018	0.0036	5.9e-05	0	0	6	0.15
169	0.00034	0	0	0.25	0.25	0	0.25	0.00034	0.00034	0.25	0.00017	4.9e-06	0.00017	0.00034	0	0	0	6	0.15
170	0.013	0	0	0.23	0.23	0	0.23	0.013	0.013	0.23	0.0069	0.0086	0.0069	0.013	0.00028	0	0	6	0.15
171	6e-05	5.4e-06	5.4e-06	0.23	0.23	5.4e-06	0.23	6e-05	6e-05	0.23	3.1e-05	0.068	3.1e-05	6e-05	0.0017	0	5.4e-06	6	0.15
172	0.1	0	0	0.12	0.12	0	0.12	0.1	0.1	0.12	0.052	0	0.052	0.1	0	0	0	6	0.15
173	0.00016	6.4e-06	6.4e-06	0.22	0.22	6.4e-06	0.22	0.00016	0.00016	0.22	8e-05	0.12	8e-05	0.00016	0.0054	0	6.4e-06	6	0.15
174	0.033	0	0	0.21	0.21	0	0.21	0.033	0.033	0.21	0.017	5.6e-05	0.017	0.033	0	0	0	6	0.15
175	0.00039	0	0	0.25	0.25	0	0.25	0.00039	0.00039	0.25	0.0002	0.0099	0.0002	0.00039	0.00013	0	0	6	0.15
176	0.079	0	0	0.15	0.15	0	0.15	0.079	0.079	0.15	0.041	0.00011	0.041	0.079	0	0	0	6	0.15
177	0.044	0	0	0.19	0.19	0	0.19	0.044	0.044	0.19	0.023	0.019	0.023	0.044	0.0018	4.4e-06	0	6	0.15
178	0	1.5e-05	1.5e-05	0.21	0.21	1.6e-05	0.21	0	0	0.21	0	0.18	0	0	0.0026	0	1.5e-05	6	0.15
179	0.067	0	0	0.17	0.17	0	0.17	0.067	0.067	0.17	0.034	0.0015	0.034	0.067	5.2e-05	0	0	6	0.15
180	0.0024	3.8e-06	3.8e-06	0.22	0.22	3.8e-06	0.22	0.0024	0.0024	0.22	0.0012	0.088	0.0012	0.0024	0.007	0	3.8e-06	6	0.15
181	0.051	0	0	0.18	0.18	0	0.18	0.051	0.051	0.18	0.026	0.0087	0.026	0.051	0.00061	0	0	6	0.15
182	0.091	0	0	0.14	0.14	0	0.14	0.091	0.091	0.14	0.047	6.5e-05	0.047	0.091	0	0	0	6	0.15
183	0.12	0	0	0.099	0.099	0	0.099	0.12	0.12	0.099	0.062	1.1e-06	0.062	0.12	0	0	0	7	0.23
184	0	0	0	1.6e-06	1.6e-06	0	1.6e-06	0	0	1.6e-06	0	0.21	0	0	0.79	0	0	14	0.067
185	0.00014	1e-05	1e-05	0.2	0.2	1e-05	0.2	0.00014	0.00014	0.2	7.1e-05	0.18	7.1e-05	0.00014	0.0078	0	1e-05	6	0.15
186	3e-06	2.1e-05	2.1e-05	0.17	0.17	2.1e-05	0.17	3e-06	3e-06	0.17	1.5e-06	0.33	1.5e-06	3e-06	0.0084	0	2.1e-05	11	0.083
187	0.16	0	0	0.044	0.044	0	0.044	0.16	0.16	0.044	0.084	0	0.084	0.16	0	0	0	7	0.23
188	7.2e-05	0	0	0.25	0.25	0	0.25	7.2e-05	7.2e-05	0.25	3.7e-05	0.0018	3.7e-05	7.2e-05	5.2e-06	0	0	6	0.15
189	0	3.8e-05	3.8e-05	0.18	0.18	3.8e-05	0.18	0	0	0.18	0	0.26	0	0	0.0013	0	3.8e-05	11	0.083
190	4.2e-05	1.6e-05	1.6e-05	0.13	0.13	1.6e-05	0.13	4.2e-05	4.2e-05	0.13	2.2e-05	0.44	2.2e-05	4.2e-05	0.034	0	1.6e-05	11	0.083
