SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0
169	0.00056	6.1e-06	0.00045	1	0	0	0.00071	0	3	0.15
170	0.022	0.011	0.018	0.92	0	0	0.028	0	3	0.15
171	9.7e-05	0.084	7.8e-05	0.92	2.1e-06	0	0.00012	0	3	0.15
172	0.17	0	0.13	0.49	0	0	0.21	4.6e-05	3	0.15
173	0.00025	0.14	0.0002	0.85	2.5e-06	0	0.00032	0	3	0.15
174	0.054	7e-05	0.043	0.83	0	0	0.068	0	3	0.15
175	0.00065	0.012	0.00052	0.99	0	0	0.00082	0	3	0.15
176	0.13	0.00014	0.1	0.6	0	0	0.17	0.00047	3	0.15
177	0.073	0.023	0.058	0.75	0	4.3e-06	0.092	0.00024	3	0.15
178	0	0.21	0	0.79	6e-06	0	0	0	3	0.15
179	0.11	0.0018	0.088	0.66	0	0	0.14	0.00024	3	0.15
180	0.004	0.11	0.0032	0.88	0	0	0.005	0	3	0.15
181	0.084	0.011	0.067	0.73	0	0	0.11	0.00022	3	0.15
182	0.15	8e-05	0.12	0.54	0	0	0.19	8.5e-06	3	0.15
183	0.2	1.4e-06	0.16	0.4	0	0	0.25	0	3	0.15
184	0	1	0	2.5e-05	0	0	0	0	1	0.083
185	0.00022	0.22	0.00018	0.78	3.9e-06	0	0.00028	0	3	0.15
186	4.6e-06	0.38	3.7e-06	0.62	7.9e-06	0	5.8e-06	0	3	0.15
187	0.27	0	0.22	0.17	0	0	0.34	0	6	0.23
188	0.00012	0.0022	9.5e-05	1	0	0	0.00015	0	3	0.15
189	0	0.31	0	0.69	1.5e-05	0	0	0	3	0.15
190	6.5e-05	0.52	5.2e-05	0.48	5.9e-06	0	8.2e-05	0	1	0.083
191	9.9e-06	0.27	7.9e-06	0.73	6.4e-06	0	1.2e-05	0	3	0.15
192	0.018	0.013	0.014	0.93	0	0	0.023	0	3	0.15
193	0	1	0	0.00045	4.4e-06	0	0	0	1	0.083
194	0	1	0	0.00036	1.5e-06	0	0	0	1	0.083
195	0	0.92	0	0.082	7.4e-06	0	0	0	1	0.083
196	2.5e-05	0.49	2e-05	0.51	6.7e-06	0	3.1e-05	0	3	0.15
197	0.036	0.0015	0.029	0.89	0	0	0.046	0	3	0.15
198	0.33	0	0.26	0.0025	0	0	0.41	2.4e-06	6	0.23
199	0.028	0.011	0.023	0.9	0	0	0.036	0	3	0.15
200	0.057	0.033	0.045	0.79	0	0	0.072	7.9e-06	3	0.15
201	0.12	0	0.097	0.63	0	0	0.15	0	3	0.15
202	0.02	0.0028	0.016	0.94	0	0	0.025	0	3	0.15
203	0.0015	0.17	0.0012	0.83	2.7e-06	0	0.0019	0	3	0.15
204	0.00058	0.54	0.00046	0.46	4.5e-06	0	0.00073	0	1	0.083
205	0.0086	0.14	0.0069	0.84	0	0	0.011	0	3	0.15
206	0.0049	0.00012	0.0039	0.98	0	0	0.0062	0	3	0.15
207	0.001	0.053	0.00082	0.94	1.5e-06	0	0.0013	0	3	0.15
208	0.32	0	0.25	0.023	0	0	0.4	0.00044	6	0.23
209	0.034	0.0056	0.027	0.89	0	0	0.043	0	3	0.15
210	0	1	0	0.0011	2.7e-06	0	0	0	1	0.083
211	0.031	0.093	0.025	0.81	1.3e-06	0	0.039	2.4e-06	3	0.15
212	1.6e-06	0.94	1.3e-06	0.057	4.4e-06	0	2e-06	0	1	0.083
213	0.012	9.6e-05	0.0093	0.96	0	0	0.015	0	3	0.15
214	0.0021	0.00083	0.0017	0.99	0	0	0.0027	0	3	0.15
215	0.094	0	0.075	0.71	0	0	0.12	0.001	3	0.15
216	0.076	0.037	0.06	0.73	0	0	0.095	4.9e-05	3	0.15
217	0.28	0.00011	0.22	0.14	0	0.0001	0.35	0.0075	6	0.23
218	0	0.37	0	0.63	1e-05	0	0	0	3	0.15
219	7e-05	0.66	5.6e-05	0.34	5.6e-06	0	8.8e-05	0	1	0.083
220	0.0052	0.3	0.0041	0.68	3e-06	0	0.0065	0	3	0.15
221	0.0072	0.056	0.0057	0.92	1.2e-06	0	0.0091	0	3	0.15
222	0.012	0.25	0.0099	0.71	2.4e-06	0	0.016	0	3	0.15
223	0.039	0.0078	0.031	0.87	0	0	0.049	0	3	0.15
224	0	0.95	0	0.05	6.2e-06	0	0	0	1	0.083
225	0.026	0.024	0.021	0.9	0	0	0.032	0	3	0.15
226	0.0059	0.00035	0.0047	0.98	0	0	0.0075	0	3	0.15
227	0.072	0.0048	0.058	0.77	0	0	0.091	1.3e-06	3	0.15
228	0.16	0.00027	0.13	0.51	0	0	0.2	4.1e-06	3	0.15
229	0.067	0.0016	0.053	0.79	0	0	0.084	0	3	0.15
230	0.0017	0.42	0.0014	0.57	3.8e-06	0	0.0022	0	3	0.15
231	0.0017	0.15	0.0014	0.84	2.5e-06	0	0.0022	0	3	0.15
232	1.4e-05	0.2	1.1e-05	0.8	5.2e-06	0	1.8e-05	0	3	0.15
233	0.32	0	0.25	0.033	0	0	0.4	0	6	0.23
234	0.027	0.045	0.022	0.87	0	0	0.034	0	3	0.15
235	0.098	0.016	0.078	0.68	0	0	0.12	5.9e-05	3	0.15
236	0.00015	0.56	0.00012	0.44	5.3e-06	0	0.00019	0	1	0.083
237	0.016	0.047	0.013	0.91	0	0	0.02	0	3	0.15
238	0.18	1.8e-06	0.15	0.44	0	0	0.23	0	3	0.15
239	0	0.95	0	0.054	4.9e-06	0	0	0	1	0.083
240	0.0012	0.0045	0.00095	0.99	0	0	0.0015	0	3	0.15
241	0.047	0.0012	0.038	0.85	0	0	0.059	0	3	0.15
242	0.034	0.07	0.027	0.83	1.1e-06	0	0.043	2.2e-06	3	0.15
243	0.0035	0.00034	0.0028	0.99	0	0	0.0044	0	3	0.15
244	0.0035	0.096	0.0028	0.89	1.8e-06	0	0.0044	0	3	0.15
245	0.2	0	0.16	0.38	0	0	0.26	1.6e-05	3	0.15
246	0.0056	0.18	0.0045	0.8	2.4e-06	0	0.007	0	3	0.15
247	0.059	0.0029	0.047	0.82	0	0	0.074	0	3	0.15
248	0.067	0	0.054	0.79	0	0	0.085	0	3	0.15
249	0.0022	8.3e-06	0.0018	0.99	0	0	0.0028	0	3	0.15
250	0.0091	0.0013	0.0073	0.97	0	0	0.012	0	3	0.15
251	0.17	0	0.14	0.47	0	0	0.22	7.8e-05	3	0.15
252	0.1	0	0.081	0.69	0	0	0.13	0	3	0.15
253	0.12	0	0.097	0.63	0	0	0.15	0.00033	3	0.15
254	6.5e-05	0.67	5.2e-05	0.33	4.6e-06	0	8.2e-05	0	1	0.083
255	0.16	0	0.13	0.5	0	0	0.2	2.8e-05	3	0.15
256	0.00035	0.064	0.00028	0.94	0	0	0.00043	0	3	0.15
257	0.0056	0.0043	0.0045	0.98	0	0	0.007	0	3	0.15
258	0.0055	0.056	0.0044	0.93	0	0	0.007	0	3	0.15
259	0.0053	3.5e-05	0.0042	0.98	0	0	0.0067	0	3	0.15
260	0	1	0	8e-05	2.7e-06	0	0	0	1	0.083
261	0.023	0.0032	0.018	0.93	0	0	0.029	0	3	0.15
262	0.13	0.53	0.11	0.068	4.2e-06	0	0.17	0	1	0.083
263	0.0034	0.32	0.0027	0.67	2.6e-06	0	0.0043	0	3	0.15
264	0.0026	0.24	0.0021	0.75	2.4e-06	0	0.0033	0	3	0.15
265	0	0.18	0	0.82	5.3e-06	0	2.1e-06	0	3	0.15
266	0.11	0.00031	0.088	0.66	0	0	0.14	3.4e-06	3	0.15
267	0.001	0.21	0.00081	0.78	2.6e-06	0	0.0013	0	3	0.15
268	0.0054	0.0089	0.0043	0.97	0	0	0.0068	0	3	0.15
269	0.042	0.0069	0.034	0.86	0	0	0.053	0	3	0.15
270	5.8e-05	0.0001	4.7e-05	1	0	0	7.4e-05	0	3	0.15
271	0.15	0	0.12	0.55	0	0	0.18	0	3	0.15
272	0.013	0	0.01	0.96	0	0	0.016	0.0016	3	0.15
273	0.0071	0.11	0.0057	0.87	0	0	0.009	0	3	0.15
274	0.071	0	0.057	0.78	0	0	0.09	0.0017	3	0.15
275	0.1	3.7e-05	0.08	0.69	0	0	0.13	0	3	0.15
276	0.17	2.6e-05	0.14	0.48	0	0	0.21	4e-05	3	0.15
277	0.084	0	0.067	0.74	0	0	0.11	0	3	0.15
278	0.068	0.0019	0.054	0.79	0	0	0.086	0	3	0.15
279	0.25	0	0.2	0.24	0	0	0.31	0	6	0.23
280	0.25	0	0.2	0.24	0	0	0.31	0	6	0.23
281	0.001	0.15	0.00081	0.85	2.2e-06	0	0.0013	0	3	0.15
282	0.049	0	0.039	0.85	0	0	0.062	0	3	0.15
283	0.006	0.00017	0.0048	0.98	0	0	0.0076	0	3	0.15
284	0.023	6.7e-05	0.018	0.93	0	0	0.028	0	3	0.15
285	0.31	0	0.24	0.065	0	0	0.39	0	6	0.23
286	0.047	3.1e-05	0.038	0.85	0	0	0.06	0	3	0.15
287	0.058	0	0.046	0.82	0	0	0.073	8.3e-06	3	0.15
288	0.17	0	0.14	0.47	0	0.00042	0.22	0.0057	3	0.15
289	0.15	0	0.12	0.53	0	0	0.19	0	3	0.15
290	0.027	0.0003	0.022	0.92	0	0	0.034	0	3	0.15
291	0.00086	0.0098	0.00069	0.99	0	0	0.0011	0	3	0.15
292	0.05	0.0028	0.04	0.84	0	0	0.063	0	3	0.15
293	0.053	0.0084	0.042	0.83	0	0	0.066	5e-06	3	0.15
294	0.12	0.001	0.094	0.64	0	0	0.15	0.00016	3	0.15
295	0.00077	0.25	0.00061	0.75	2.8e-06	0	0.00097	0	3	0.15
296	0.078	0	0.063	0.76	0	0	0.099	0	3	0.15
297	0.19	0	0.15	0.41	0	0	0.24	1.2e-05	3	0.15
298	0.045	1.3e-05	0.036	0.86	0	0	0.056	0	3	0.15
299	0.14	0	0.11	0.58	0	0	0.17	0.0019	3	0.15
300	0.092	0.0011	0.074	0.72	0	1.5e-06	0.12	0.00038	3	0.15
301	0.06	0.01	0.048	0.81	0	0	0.076	4e-05	3	0.15
302	0.00073	0.00014	0.00058	1	0	0	0.00092	0	3	0.15
303	0.011	3e-05	0.0086	0.97	0	0	0.014	0	3	0.15
304	0.088	0	0.07	0.73	0	0	0.11	0.00062	3	0.15
305	1.8e-06	0.23	1.4e-06	0.77	6.8e-06	0	2.3e-06	0	3	0.15
306	0.033	0.032	0.026	0.87	0	0	0.042	6.3e-06	3	0.15
307	0.0023	1e-05	0.0018	0.99	0	0	0.0029	0	3	0.15
308	0.034	0.02	0.027	0.87	0	0	0.043	3.3e-06	3	0.15
309	0.027	0.00059	0.022	0.92	0	0	0.034	0	3	0.15
310	0.0037	0.024	0.0029	0.96	0	0	0.0047	0	3	0.15
311	0.052	0.003	0.042	0.84	0	0	0.066	1.6e-06	3	0.15
312	0.044	0.023	0.035	0.84	0	0	0.055	1.6e-05	3	0.15
313	0.1	6e-05	0.081	0.69	0	6.2e-06	0.13	0.00083	3	0.15
314	0.13	4.8e-05	0.1	0.62	0	0	0.16	1e-06	3	0.15
315	0.076	0	0.06	0.77	0	0	0.096	4.7e-05	3	0.15
316	1.1e-05	0.00051	9.1e-06	1	0	0	1.4e-05	0	3	0.15
317	0.028	0.073	0.022	0.84	0	0	0.035	1.1e-05	3	0.15
318	0.0064	0.073	0.0051	0.91	0	0	0.0081	0	3	0.15
319	0.0016	0.0043	0.0013	0.99	0	0	0.0021	0	3	0.15
320	0.058	0	0.046	0.82	0	0	0.073	0.00069	3	0.15
321	0.14	0	0.11	0.57	0	0.00019	0.18	0.0024	3	0.15
322	0.15	0	0.12	0.54	0	2.2e-05	0.19	0.0023	3	0.15
323	0.051	0	0.04	0.84	0	0	0.064	0.00034	3	0.15
324	0.02	0	0.016	0.94	0	0	0.025	2.6e-05	3	0.15
325	0.11	0	0.091	0.65	0	0	0.14	0.0015	3	0.15
326	0.2	0	0.16	0.38	0	0	0.25	0.0028	3	0.15
327	6.3e-05	0.0058	5e-05	0.99	0	0	8e-05	0	3	0.15
328	0.19	0	0.15	0.41	0	0	0.24	1.1e-06	3	0.15
329	4e-06	0.00036	3.2e-06	1	0	0	5.1e-06	0	3	0.15
330	0.084	0	0.067	0.74	0	0	0.11	0.0011	3	0.15
331	0.26	0	0.2	0.22	0	0	0.32	0	6	0.23
332	0.033	0.00011	0.026	0.9	0	0	0.041	0.00038	3	0.15
333	0.081	0.00091	0.064	0.75	0	0	0.1	4.3e-06	3	0.15
334	0.11	0.00018	0.091	0.65	0	0	0.14	3e-05	3	0.15
335	0.071	0	0.057	0.78	0	0	0.09	0.00027	3	0.15
336	0	1	0	0.00035	0	0	0	0	1	0.083
337	0.099	0	0.079	0.7	0	0	0.12	0.0012	3	0.15
338	0.16	0	0.13	0.49	0	0	0.21	0.0024	3	0.15
339	0.041	0	0.033	0.88	0	0	0.051	3.2e-06	3	0.15
340	0.038	5.5e-06	0.03	0.88	0	0	0.048	0	3	0.15
341	0.026	0	0.021	0.92	0	0	0.032	3.7e-05	3	0.15
342	0.0018	0.013	0.0014	0.98	0	0	0.0022	0	3	0.15
343	1e-05	0.00056	8.1e-06	1	0	0	1.3e-05	0	3	0.15
344	0.009	0.056	0.0072	0.92	0	0	0.011	0	3	0.15
345	0.058	0.0032	0.046	0.82	0	0	0.073	3.3e-06	3	0.15
346	0.3	0	0.24	0.078	0	0	0.38	0.0046	6	0.23
347	0.099	1.8e-05	0.079	0.7	0	2.9e-06	0.12	0.0008	3	0.15
348	0.016	0.0033	0.013	0.95	0	0	0.02	0	3	0.15
349	0.24	0.00015	0.19	0.26	0	0	0.3	0.00028	6	0.23
350	0.00033	0.17	0.00026	0.83	3.3e-06	0	0.00041	0	3	0.15
351	0.056	0.021	0.045	0.81	0	0	0.071	3.5e-06	3	0.15
352	0.099	0	0.079	0.7	0	2.8e-06	0.13	0.00099	3	0.15
353	0.08	0.0023	0.064	0.75	0	0	0.1	3.3e-05	3	0.15
354	0.045	0.014	0.036	0.85	0	0	0.057	8.7e-06	3	0.15
355	0.0015	0.024	0.0012	0.97	0	0	0.0019	0	3	0.15
356	0.033	0	0.026	0.9	0	0	0.041	0.00036	3	0.15
357	0.1	2.1e-05	0.081	0.69	0	0	0.13	0	3	0.15
358	0.018	0	0.014	0.95	0	0	0.023	1.9e-05	3	0.15
359	0.0037	0.0035	0.003	0.99	0	0	0.0047	0	3	0.15
360	0.087	3.4e-05	0.069	0.73	0	0	0.11	0	3	0.15
361	0.017	2e-05	0.014	0.95	0	0	0.022	0	3	0.15
362	0.1	0.0061	0.084	0.67	0	0.00051	0.13	0.0015	3	0.15
363	0.015	0.023	0.012	0.93	0	0	0.019	0	3	0.15
364	0.0013	0.15	0.001	0.85	2.4e-06	0	0.0016	0	3	0.15
365	0.12	0	0.094	0.64	0	0	0.15	0.0014	3	0.15
366	0.011	0.00061	0.0092	0.96	0	0	0.014	0.00013	3	0.15
367	0.11	2.3e-05	0.085	0.67	0	0	0.13	0.0014	3	0.15
368	0.026	0.052	0.021	0.87	0	0	0.033	0.00019	3	0.15
369	0.14	3.6e-05	0.11	0.57	0	0	0.18	0.002	3	0.15
370	0.042	0.074	0.034	0.8	0	0	0.053	0.00033	3	0.15
371	0.078	0	0.062	0.76	0	7.4e-06	0.099	0.0013	3	0.15
372	0.14	0.46	0.11	0.12	3.1e-06	0	0.17	0	1	0.083
