SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
80	0.02	0.039	0.9	0	0.024	0.016	0	2	0.15
81	0.044	0.0041	0.86	0	0.056	0.036	0	2	0.15
82	0.057	0.029	0.8	0	0.072	0.046	0	2	0.15
83	0.14	6.1e-06	0.58	0	0.17	0.11	0	2	0.15
84	0.14	0	0.57	0	0.18	0.11	0	2	0.15
85	0.00072	0	1	0	0.0009	0.00058	0	2	0.15
86	0.15	0.00053	0.55	0.0033	0.18	0.12	0	2	0.15
87	0.16	3.7e-05	0.5	0	0.21	0.13	0	2	0.15
88	0.15	0	0.54	0	0.19	0.12	0	2	0.15
89	0.042	0	0.87	0	0.053	0.034	0	2	0.15
90	0.034	0.009	0.89	0	0.042	0.027	0	2	0.15
91	0.027	0.00019	0.92	0	0.033	0.021	0	2	0.15
92	0.12	0.00024	0.62	0	0.15	0.099	0	2	0.15
93	0.0055	0	0.98	0	0.0069	0.0045	0	2	0.15
94	0	0.89	0.11	0	0	0	6.8e-06	1	0.083
95	0.23	0	0.3	0	0.29	0.18	0	2	0.15
96	0.0031	0.13	0.86	0	0.0039	0.0025	0	2	0.15
97	0.094	0.0016	0.71	0	0.12	0.076	0	2	0.15
98	0.0046	0.0081	0.98	0	0.0058	0.0037	0	2	0.15
99	0.068	0	0.79	0	0.086	0.055	0	2	0.15
100	0.0054	0	0.98	0	0.0067	0.0043	0	2	0.15
101	0	1	0.0039	0	0	0	0	1	0.083
102	0.024	0	0.93	0	0.031	0.02	0	2	0.15
103	0.11	0	0.65	0	0.14	0.092	0	2	0.15
104	0.035	0.011	0.88	0	0.044	0.028	0	2	0.15
105	0.27	0	0.17	0	0.34	0.22	0	4	0.23
106	0.31	0	0.064	0	0.38	0.25	0	4	0.23
107	0.31	0	0.062	0	0.38	0.25	0	4	0.23
108	0.16	0.00025	0.5	0	0.21	0.13	0	2	0.15
109	0.0055	0.00099	0.98	0	0.0069	0.0044	0	2	0.15
110	0.32	0	0.022	0	0.4	0.26	0	4	0.23
111	0.31	0	0.041	0	0.39	0.25	0	4	0.23
112	0.05	1.8e-05	0.85	0	0.062	0.04	0	2	0.15
113	0.31	2.1e-06	0.049	1.1e-06	0.39	0.25	0	4	0.23
114	0.0096	0.014	0.96	0	0.012	0.0077	0	2	0.15
115	0.093	0.001	0.71	0	0.12	0.075	0	2	0.15
116	0.15	1.6e-06	0.55	0	0.18	0.12	0	2	0.15
117	0.26	0	0.21	0	0.32	0.21	0	4	0.23
118	0.086	0.00013	0.74	0	0.11	0.069	0	2	0.15
119	0.02	0	0.94	0	0.025	0.016	0	2	0.15
120	0.33	0	0.0038	0	0.41	0.26	0	4	0.23
121	0.044	0.044	0.82	0	0.055	0.035	0	2	0.15
122	0.2	0	0.4	0	0.25	0.16	0	2	0.15
123	0.14	0.00078	0.57	0	0.17	0.11	0	2	0.15
124	0.00079	0.24	0.75	0	0.00099	0.00063	3.5e-06	2	0.15
125	0.016	0	0.95	0	0.02	0.013	0	2	0.15
126	0.029	0.0016	0.91	0	0.036	0.023	0	2	0.15
127	0.0021	5.7e-05	0.99	0	0.0027	0.0017	0	2	0.15
128	0.11	0.0031	0.65	0	0.14	0.091	0	2	0.15
129	0.0015	0.49	0.51	0	0.0019	0.0012	4e-06	2	0.15
130	0.26	0.00033	0.21	2.2e-05	0.32	0.21	0	4	0.23
131	0.028	5.3e-05	0.92	0	0.035	0.022	0	2	0.15
132	0.016	0.00025	0.95	0	0.019	0.012	0	2	0.15
133	0.12	0	0.62	0	0.15	0.099	0	2	0.15
134	0.01	0.004	0.96	0	0.013	0.0084	0	2	0.15
135	0.031	0.0048	0.9	0	0.039	0.025	0	2	0.15
136	0.13	2.9e-06	0.59	7.9e-05	0.17	0.11	0	2	0.15
137	0.054	0.016	0.82	0	0.068	0.044	0	2	0.15
138	0.098	0.0022	0.7	0	0.12	0.079	0	2	0.15
139	0.0047	0.0024	0.98	0	0.0059	0.0038	0	2	0.15
140	3.8e-05	0.13	0.87	0	4.8e-05	3.1e-05	3.1e-06	2	0.15
141	0.11	0.002	0.66	0	0.14	0.088	0	2	0.15
142	0.0021	0.31	0.68	0	0.0026	0.0017	2.8e-06	2	0.15
143	0.051	7.5e-05	0.84	0	0.064	0.041	0	2	0.15
144	0.15	0.00012	0.55	0	0.19	0.12	0	2	0.15
145	0.078	0	0.76	0	0.098	0.063	0	2	0.15
146	0	0.9	0.098	0	0	0	6.2e-06	1	0.083
147	0.26	0	0.22	0	0.32	0.21	0	4	0.23
148	0.041	4.7e-05	0.87	0	0.051	0.033	0	2	0.15
149	0.02	0.00026	0.94	0	0.025	0.016	0	2	0.15
150	0.13	2e-05	0.6	0	0.16	0.11	0	2	0.15
151	3.5e-06	0.26	0.74	0	4.4e-06	2.8e-06	5.8e-06	2	0.15
152	0.02	0.0017	0.94	0	0.025	0.016	0	2	0.15
153	6.1e-05	0.0062	0.99	0	7.6e-05	4.9e-05	0	2	0.15
154	0.11	1.2e-05	0.66	0	0.14	0.09	0	2	0.15
155	0	1	0.00074	0	0	0	0	1	0.083
156	0.32	0	0.03	0	0.4	0.26	0	4	0.23
157	0.24	0	0.26	0	0.3	0.2	0	4	0.23
158	0.0071	0	0.98	0	0.0089	0.0058	0	2	0.15
159	0.29	0	0.11	0	0.36	0.23	0	4	0.23
160	6.2e-05	0.35	0.65	0	7.8e-05	5e-05	4.5e-06	2	0.15
161	2.9e-05	0.19	0.81	0	3.6e-05	2.3e-05	3.8e-06	2	0.15
162	0.05	1.4e-05	0.85	0	0.063	0.041	0	2	0.15
163	0.025	4.2e-06	0.92	0	0.031	0.02	0	2	0.15
164	0.0011	0.052	0.94	0	0.0014	0.00087	0	2	0.15
165	0.18	4.4e-06	0.45	0	0.23	0.15	0	2	0.15
166	0.034	0.0043	0.89	0	0.043	0.028	0	2	0.15
167	0	0.0054	0.99	0	0	0	0	2	0.15
168	0.006	0.0052	0.98	0	0.0074	0.0048	0	2	0.15
169	0.00057	6.1e-06	1	0	0.00071	0.00046	0	2	0.15
170	0.022	0.011	0.92	0	0.028	0.018	0	2	0.15
171	9.8e-05	0.084	0.92	0	0.00012	7.9e-05	2.2e-06	2	0.15
172	0.17	0	0.49	0	0.21	0.13	0	2	0.15
173	0.00025	0.14	0.85	0	0.00032	0.0002	2.6e-06	2	0.15
174	0.054	7e-05	0.83	0	0.068	0.044	0	2	0.15
175	0.00065	0.012	0.99	0	0.00082	0.00053	0	2	0.15
176	0.13	0.00014	0.6	0	0.16	0.11	0	2	0.15
177	0.073	0.023	0.75	4.5e-06	0.091	0.059	0	2	0.15
178	0	0.21	0.79	0	0	0	6.1e-06	2	0.15
179	0.11	0.0018	0.66	0	0.14	0.089	0	2	0.15
180	0.004	0.11	0.88	0	0.005	0.0032	0	2	0.15
181	0.084	0.011	0.73	0	0.11	0.068	0	2	0.15
182	0.15	8e-05	0.54	0	0.19	0.12	0	2	0.15
183	0.2	1.4e-06	0.39	0	0.25	0.16	0	2	0.15
184	0	1	2.5e-05	0	0	0	0	1	0.083
185	0.00022	0.22	0.78	0	0.00028	0.00018	3.9e-06	2	0.15
186	4.6e-06	0.38	0.62	0	5.8e-06	3.7e-06	7.9e-06	2	0.15
187	0.27	0	0.17	0	0.34	0.22	0	4	0.23
188	0.00012	0.0022	1	0	0.00015	9.7e-05	0	2	0.15
189	0	0.31	0.69	0	0	0	1.5e-05	2	0.15
190	6.6e-05	0.52	0.48	0	8.2e-05	5.3e-05	6e-06	1	0.083
191	1e-05	0.27	0.73	0	1.2e-05	8e-06	6.4e-06	2	0.15
192	0.018	0.013	0.93	0	0.023	0.015	0	2	0.15
193	0	1	0.00045	0	0	0	4.5e-06	1	0.083
194	0	1	0.00036	0	0	0	1.5e-06	1	0.083
195	0	0.92	0.082	0	0	0	7.4e-06	1	0.083
196	2.5e-05	0.49	0.51	0	3.1e-05	2e-05	6.7e-06	2	0.15
197	0.036	0.0015	0.89	0	0.046	0.029	0	2	0.15
198	0.33	0	0.0025	0	0.41	0.26	0	4	0.23
199	0.029	0.011	0.9	0	0.036	0.023	0	2	0.15
200	0.057	0.033	0.79	0	0.072	0.046	0	2	0.15
201	0.12	0	0.63	0	0.15	0.098	0	2	0.15
202	0.02	0.0028	0.94	0	0.025	0.016	0	2	0.15
203	0.0015	0.17	0.83	0	0.0019	0.0012	2.7e-06	2	0.15
204	0.00058	0.54	0.46	0	0.00073	0.00047	4.5e-06	1	0.083
205	0.0087	0.14	0.84	0	0.011	0.007	0	2	0.15
206	0.0049	0.00012	0.98	0	0.0062	0.004	0	2	0.15
207	0.001	0.053	0.94	0	0.0013	0.00083	1.5e-06	2	0.15
208	0.32	0	0.023	0	0.4	0.26	0	4	0.23
209	0.034	0.0056	0.89	0	0.043	0.028	0	2	0.15
210	0	1	0.0011	0	0	0	2.7e-06	1	0.083
211	0.031	0.093	0.81	0	0.039	0.025	1.3e-06	2	0.15
212	1.6e-06	0.94	0.057	0	2e-06	1.3e-06	4.4e-06	1	0.083
213	0.012	9.6e-05	0.96	0	0.015	0.0095	0	2	0.15
214	0.0021	0.00083	0.99	0	0.0027	0.0017	0	2	0.15
215	0.094	0	0.71	0	0.12	0.076	0	2	0.15
216	0.076	0.037	0.73	0	0.095	0.061	0	2	0.15
217	0.28	0.00011	0.14	0.00011	0.35	0.23	0	4	0.23
218	0	0.37	0.63	0	0	0	1e-05	2	0.15
219	7e-05	0.66	0.34	0	8.8e-05	5.7e-05	5.7e-06	1	0.083
220	0.0052	0.3	0.68	0	0.0065	0.0042	3e-06	2	0.15
221	0.0072	0.056	0.92	0	0.0091	0.0058	1.2e-06	2	0.15
222	0.012	0.25	0.71	0	0.016	0.01	2.5e-06	2	0.15
223	0.039	0.0078	0.87	0	0.049	0.031	0	2	0.15
224	0	0.95	0.05	0	0	0	6.3e-06	1	0.083
225	0.026	0.024	0.9	0	0.032	0.021	0	2	0.15
226	0.006	0.00035	0.98	0	0.0074	0.0048	0	2	0.15
227	0.073	0.0048	0.77	0	0.091	0.058	0	2	0.15
228	0.16	0.00027	0.51	0	0.2	0.13	0	2	0.15
229	0.067	0.0016	0.79	0	0.084	0.054	0	2	0.15
230	0.0017	0.42	0.57	0	0.0022	0.0014	3.8e-06	2	0.15
231	0.0017	0.15	0.84	0	0.0022	0.0014	2.6e-06	2	0.15
232	1.4e-05	0.2	0.8	0	1.8e-05	1.1e-05	5.3e-06	2	0.15
233	0.32	0	0.033	0	0.4	0.25	0	4	0.23
234	0.027	0.045	0.87	0	0.034	0.022	0	2	0.15
235	0.098	0.016	0.68	0	0.12	0.079	0	2	0.15
236	0.00015	0.56	0.44	0	0.00019	0.00012	5.4e-06	1	0.083
237	0.016	0.047	0.91	0	0.02	0.013	0	2	0.15
238	0.18	1.8e-06	0.44	0	0.23	0.15	0	2	0.15
239	0	0.95	0.054	0	0	0	4.9e-06	1	0.083
240	0.0012	0.0045	0.99	0	0.0015	0.00096	0	2	0.15
241	0.047	0.0012	0.85	0	0.059	0.038	0	2	0.15
242	0.034	0.07	0.82	0	0.043	0.028	1.1e-06	2	0.15
243	0.0035	0.00034	0.99	0	0.0044	0.0028	0	2	0.15
244	0.0035	0.096	0.89	0	0.0044	0.0028	1.8e-06	2	0.15
245	0.2	0	0.38	0	0.26	0.16	0	2	0.15
246	0.0056	0.18	0.8	0	0.007	0.0045	2.4e-06	2	0.15
247	0.059	0.0029	0.82	0	0.074	0.048	0	2	0.15
248	0.068	0	0.79	0	0.085	0.054	0	2	0.15
249	0.0022	8.3e-06	0.99	0	0.0028	0.0018	0	2	0.15
250	0.0092	0.0013	0.97	0	0.012	0.0074	0	2	0.15
251	0.17	0	0.47	0	0.22	0.14	0	2	0.15
252	0.1	0	0.69	0	0.13	0.082	0	2	0.15
253	0.12	0	0.63	0	0.15	0.099	0	2	0.15
254	6.6e-05	0.67	0.33	0	8.2e-05	5.3e-05	4.6e-06	1	0.083
255	0.16	0	0.5	0	0.2	0.13	0	2	0.15
256	0.00035	0.064	0.94	0	0.00043	0.00028	0	2	0.15
257	0.0056	0.0043	0.98	0	0.007	0.0045	0	2	0.15
258	0.0056	0.056	0.93	0	0.007	0.0045	0	2	0.15
259	0.0054	3.5e-05	0.98	0	0.0067	0.0043	0	2	0.15
260	0	1	8e-05	0	0	0	2.7e-06	1	0.083
261	0.023	0.0032	0.93	0	0.029	0.019	0	2	0.15
262	0.13	0.53	0.067	0	0.17	0.11	4.2e-06	1	0.083
263	0.0034	0.32	0.67	0	0.0042	0.0027	2.6e-06	2	0.15
264	0.0026	0.24	0.75	0	0.0033	0.0021	2.4e-06	2	0.15
265	0	0.18	0.82	0	2.1e-06	0	5.3e-06	2	0.15
266	0.11	0.00031	0.66	0	0.14	0.09	0	2	0.15
267	0.001	0.21	0.78	0	0.0013	0.00082	2.6e-06	2	0.15
268	0.0055	0.0089	0.97	0	0.0068	0.0044	0	2	0.15
269	0.043	0.0069	0.86	0	0.053	0.034	0	2	0.15
270	5.9e-05	0.0001	1	0	7.4e-05	4.7e-05	0	2	0.15
271	0.15	0	0.55	0	0.18	0.12	0	2	0.15
272	0.013	0	0.96	0	0.016	0.01	0	2	0.15
273	0.0072	0.11	0.87	0	0.009	0.0058	0	2	0.15
274	0.072	0	0.78	0	0.09	0.058	0	2	0.15
275	0.1	3.7e-05	0.69	0	0.13	0.081	0	2	0.15
276	0.17	2.6e-05	0.48	0	0.21	0.14	0	2	0.15
277	0.084	0	0.74	0	0.11	0.068	0	2	0.15
278	0.068	0.0019	0.79	0	0.086	0.055	0	2	0.15
279	0.25	0	0.24	0	0.31	0.2	0	4	0.23
280	0.25	0	0.24	0	0.31	0.2	0	4	0.23
281	0.001	0.15	0.85	0	0.0013	0.00082	2.2e-06	2	0.15
282	0.05	0	0.85	0	0.062	0.04	0	2	0.15
283	0.0061	0.00017	0.98	0	0.0076	0.0049	0	2	0.15
284	0.023	6.7e-05	0.93	0	0.028	0.018	0	2	0.15
285	0.31	0	0.065	0	0.38	0.25	0	4	0.23
286	0.048	3.1e-05	0.85	0	0.06	0.038	0	2	0.15
287	0.059	0	0.82	0	0.073	0.047	0	2	0.15
288	0.17	0	0.47	0.00044	0.22	0.14	0	2	0.15
289	0.15	0	0.53	0	0.19	0.12	0	2	0.15
290	0.027	0.0003	0.92	0	0.034	0.022	0	2	0.15
291	0.00087	0.0098	0.99	0	0.0011	0.0007	0	2	0.15
292	0.05	0.0028	0.84	0	0.063	0.04	0	2	0.15
293	0.053	0.0084	0.83	0	0.066	0.043	0	2	0.15
294	0.12	0.001	0.64	0	0.15	0.095	0	2	0.15
295	0.00077	0.25	0.75	0	0.00097	0.00062	2.9e-06	2	0.15
296	0.079	0	0.76	0	0.099	0.063	0	2	0.15
297	0.19	0	0.41	0	0.24	0.15	0	2	0.15
298	0.045	1.3e-05	0.86	0	0.056	0.036	0	2	0.15
299	0.14	0	0.58	0	0.17	0.11	0	2	0.15
300	0.093	0.0011	0.72	1.6e-06	0.12	0.075	0	2	0.15
301	0.06	0.01	0.8	0	0.076	0.049	0	2	0.15
302	0.00074	0.00014	1	0	0.00092	0.00059	0	2	0.15
303	0.011	3e-05	0.97	0	0.014	0.0088	0	2	0.15
304	0.089	0	0.73	0	0.11	0.072	0	2	0.15
305	1.8e-06	0.23	0.77	0	2.3e-06	1.5e-06	6.9e-06	2	0.15
306	0.033	0.032	0.87	0	0.042	0.027	0	2	0.15
307	0.0023	1e-05	0.99	0	0.0029	0.0019	0	2	0.15
308	0.035	0.02	0.87	0	0.043	0.028	0	2	0.15
309	0.027	0.00059	0.92	0	0.034	0.022	0	2	0.15
310	0.0037	0.024	0.96	0	0.0047	0.003	0	2	0.15
311	0.053	0.003	0.84	0	0.066	0.043	0	2	0.15
312	0.044	0.023	0.84	0	0.055	0.035	0	2	0.15
313	0.1	6e-05	0.69	6.4e-06	0.13	0.082	0	2	0.15
314	0.13	4.8e-05	0.62	0	0.16	0.1	0	2	0.15
315	0.076	0	0.77	0	0.095	0.061	0	2	0.15
316	1.1e-05	0.00051	1	0	1.4e-05	9.2e-06	0	2	0.15
317	0.028	0.073	0.84	0	0.035	0.023	0	2	0.15
318	0.0064	0.073	0.91	0	0.0081	0.0052	0	2	0.15
319	0.0017	0.0043	0.99	0	0.0021	0.0013	0	2	0.15
320	0.059	0	0.82	0	0.073	0.047	0	2	0.15
321	0.14	0	0.57	0.00019	0.18	0.11	0	2	0.15
322	0.15	0	0.54	2.3e-05	0.19	0.12	0	2	0.15
323	0.051	0	0.84	0	0.064	0.041	0	2	0.15
324	0.02	0	0.94	0	0.025	0.016	0	2	0.15
325	0.12	0	0.65	0	0.14	0.093	0	2	0.15
326	0.2	0	0.38	0	0.25	0.16	0	2	0.15
327	6.4e-05	0.0058	0.99	0	8e-05	5.1e-05	0	2	0.15
328	0.19	0	0.41	0	0.24	0.15	0	2	0.15
329	4e-06	0.00036	1	0	5.1e-06	3.3e-06	0	2	0.15
330	0.085	0	0.74	0	0.11	0.068	0	2	0.15
331	0.26	0	0.21	0	0.32	0.21	0	4	0.23
332	0.033	0.00011	0.9	0	0.041	0.027	0	2	0.15
333	0.081	0.00091	0.75	0	0.1	0.065	0	2	0.15
334	0.11	0.00018	0.65	0	0.14	0.092	0	2	0.15
335	0.072	0	0.78	0	0.09	0.058	0	2	0.15
336	0	1	0.00035	0	0	0	0	1	0.083
337	0.099	0	0.7	0	0.12	0.08	0	2	0.15
338	0.17	0	0.49	0	0.21	0.13	0	2	0.15
339	0.041	0	0.87	0	0.051	0.033	0	2	0.15
340	0.038	5.5e-06	0.88	0	0.048	0.031	0	2	0.15
341	0.026	0	0.92	0	0.032	0.021	0	2	0.15
342	0.0018	0.013	0.98	0	0.0022	0.0014	0	2	0.15
343	1e-05	0.00056	1	0	1.3e-05	8.3e-06	0	2	0.15
344	0.0091	0.056	0.92	0	0.011	0.0073	0	2	0.15
345	0.058	0.0032	0.82	0	0.072	0.047	0	2	0.15
346	0.3	0	0.077	0	0.38	0.24	0	4	0.23
347	0.099	1.8e-05	0.7	3e-06	0.12	0.08	0	2	0.15
348	0.016	0.0033	0.95	0	0.02	0.013	0	2	0.15
349	0.24	0.00015	0.26	0	0.3	0.2	0	4	0.23
350	0.00033	0.17	0.83	0	0.00041	0.00027	3.4e-06	2	0.15
351	0.057	0.021	0.81	0	0.071	0.046	0	2	0.15
352	0.1	0	0.69	2.9e-06	0.13	0.081	0	2	0.15
353	0.08	0.0023	0.75	0	0.1	0.065	0	2	0.15
354	0.045	0.014	0.85	0	0.057	0.037	0	2	0.15
355	0.0015	0.024	0.97	0	0.0019	0.0012	0	2	0.15
356	0.033	0	0.9	0	0.041	0.026	0	2	0.15
357	0.1	2.1e-05	0.69	0	0.13	0.082	0	2	0.15
358	0.018	0	0.94	0	0.023	0.015	0	2	0.15
359	0.0038	0.0035	0.98	0	0.0047	0.003	0	2	0.15
360	0.087	3.4e-05	0.73	0	0.11	0.07	0	2	0.15
361	0.017	2e-05	0.95	0	0.022	0.014	0	2	0.15
362	0.11	0.0061	0.67	0.00053	0.13	0.085	0	2	0.15
363	0.015	0.023	0.93	0	0.019	0.012	0	2	0.15
364	0.0013	0.15	0.85	0	0.0016	0.0011	2.4e-06	2	0.15
365	0.12	0	0.64	0	0.15	0.095	0	2	0.15
366	0.012	0.00061	0.96	0	0.014	0.0093	0	2	0.15
367	0.11	2.3e-05	0.67	0	0.13	0.086	0	2	0.15
368	0.026	0.053	0.87	0	0.033	0.021	0	2	0.15
369	0.14	3.6e-05	0.57	0	0.18	0.11	0	2	0.15
370	0.043	0.074	0.8	0	0.053	0.034	0	2	0.15
371	0.079	0	0.76	7.7e-06	0.099	0.063	0	2	0.15
372	0.14	0.46	0.12	0	0.17	0.11	3.1e-06	1	0.083
373	0.06	0	0.82	9e-06	0.075	0.048	0	2	0.15
374	0.25	0	0.24	0	0.31	0.2	0	4	0.23
375	0.065	0.0014	0.8	0	0.081	0.052	0	2	0.15
376	0.053	0.0011	0.84	0	0.066	0.043	0	2	0.15
377	0.27	0	0.16	0	0.34	0.22	0	4	0.23
378	0.17	2.2e-06	0.48	0	0.21	0.14	0	2	0.15
379	0.24	0	0.27	0	0.3	0.19	0	4	0.23
380	0.02	0.097	0.84	0	0.025	0.016	0	2	0.15
381	0.019	7.1e-05	0.94	0	0.024	0.015	0	2	0.15
382	0.03	0.092	0.81	0	0.038	0.024	0	2	0.15
383	0.065	0.0026	0.8	0	0.081	0.052	0	2	0.15
384	0.016	0.062	0.89	0	0.021	0.013	0	2	0.15
385	0.11	5.3e-05	0.66	0	0.14	0.089	0	2	0.15
386	0.011	0	0.97	0	0.014	0.009	0	2	0.15
387	0.0022	0.29	0.7	0	0.0027	0.0018	3e-06	2	0.15
388	0.052	0.022	0.82	0	0.065	0.042	0	2	0.15
389	0.041	0.083	0.79	0	0.051	0.033	0	2	0.15
390	0.0063	0.095	0.89	0	0.0079	0.0051	0	2	0.15
391	0.13	1.7e-05	0.62	0	0.16	0.1	0	2	0.15
392	0	1	0.00069	0	0	0	0	1	0.083
393	0.027	0.0008	0.92	0	0.034	0.022	0	2	0.15
394	0.043	0	0.87	0	0.053	0.034	0	2	0.15
395	3.1e-06	0.41	0.59	0	3.9e-06	2.5e-06	6.9e-06	2	0.15
396	0	0.9	0.1	0	0	0	1e-05	1	0.083
397	0.0024	0.0088	0.98	0	0.003	0.0019	0	2	0.15
398	0.00033	0.043	0.96	0	0.00041	0.00027	0	2	0.15
399	0.0014	8.3e-05	1	0	0.0018	0.0012	0	2	0.15
400	0.036	0.034	0.86	0	0.045	0.029	0	2	0.15
401	0.32	0	0.0068	0	0.41	0.26	0	4	0.23
402	0.19	0	0.41	0	0.24	0.16	0	2	0.15
403	0.026	0.00066	0.92	0	0.032	0.021	0	2	0.15
404	0.09	2.7e-05	0.72	0	0.11	0.073	0	2	0.15
405	0.12	2.7e-05	0.63	0	0.15	0.096	0	2	0.15
406	0.095	0.00013	0.71	0	0.12	0.077	0	2	0.15
407	0.014	0.14	0.82	0	0.018	0.011	0	2	0.15
408	0.011	0.0019	0.96	0	0.014	0.009	0	2	0.15
409	0.0018	0.00011	0.99	0	0.0023	0.0015	0	2	0.15
410	0	0.14	0.86	0	0	0	5.4e-06	2	0.15
411	0.078	0.0003	0.76	0	0.097	0.063	0	2	0.15
412	0.19	0	0.43	0	0.24	0.15	0	2	0.15
