SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
60	0.21	0	0.25	0.17	0	0.00047	0	0.21	1.3e-05	1.3e-05	1.3e-05	0	1.3e-05	0.17	2	0.23
61	1.4e-05	0.26	1.6e-05	1.1e-05	0.23	0	0.26	1.4e-05	0.06	0.06	0.06	0	0.06	1.1e-05	1	0.083
62	0.0023	0.049	0.0027	0.0018	0.042	0	0.049	0.0023	0.21	0.21	0.21	0	0.21	0.0018	8	0.15
63	0.18	0	0.22	0.14	0	0	0	0.18	0.033	0.033	0.033	0	0.033	0.14	2	0.23
64	0.0099	0.031	0.012	0.0079	0.027	0	0.031	0.0099	0.22	0.22	0.22	0	0.22	0.0079	8	0.15
65	0.003	0.00025	0.0035	0.0024	0.00022	0	0.00025	0.003	0.25	0.25	0.25	0	0.25	0.0024	8	0.15
66	0.013	0.025	0.015	0.01	0.022	0	0.025	0.013	0.22	0.22	0.22	0	0.22	0.01	8	0.15
67	0.00038	1.8e-05	0.00045	0.0003	1.6e-05	0	1.8e-05	0.00038	0.25	0.25	0.25	0	0.25	0.0003	8	0.15
68	0.034	0.01	0.04	0.027	0.0088	4.1e-06	0.01	0.034	0.2	0.2	0.2	0	0.2	0.027	8	0.15
69	0	0.34	0	0	0.3	0	0.34	0	0.0026	0.0026	0.0026	0	0.0026	0	1	0.083
70	0.0036	0.03	0.0042	0.0028	0.026	0	0.03	0.0036	0.22	0.22	0.22	0	0.22	0.0028	8	0.15
71	0.0072	0.021	0.0085	0.0057	0.019	0	0.021	0.0072	0.23	0.23	0.23	0	0.23	0.0057	8	0.15
72	0.026	0.0033	0.031	0.02	0.0028	0	0.0033	0.026	0.22	0.22	0.22	0	0.22	0.02	8	0.15
73	0.00018	0.00038	0.00021	0.00014	0.00033	0	0.00038	0.00018	0.25	0.25	0.25	0	0.25	0.00014	8	0.15
74	0.087	0.15	0.1	0.069	0.13	0	0.15	0.087	0.036	0.036	0.036	0	0.036	0.069	1	0.083
75	0.17	6.9e-05	0.2	0.14	6e-05	0.0034	6.9e-05	0.17	0.046	0.046	0.046	1.4e-05	0.046	0.14	2	0.23
76	0.17	3.8e-05	0.2	0.13	3.3e-05	0.00094	3.8e-05	0.17	0.05	0.05	0.05	0	0.05	0.13	2	0.23
77	0.0019	0.0025	0.0023	0.0015	0.0022	0	0.0025	0.0019	0.25	0.25	0.25	0	0.25	0.0015	8	0.15
78	0.0082	0.0015	0.0097	0.0065	0.0013	0	0.0015	0.0082	0.24	0.24	0.24	0	0.24	0.0065	8	0.15
79	0.071	0.00082	0.084	0.056	0.00071	0.00054	0.00082	0.071	0.16	0.16	0.16	4.5e-06	0.16	0.056	8	0.15
80	0.012	0.013	0.015	0.0099	0.012	0	0.013	0.012	0.23	0.23	0.23	0	0.23	0.0099	8	0.15
81	0.028	0.0014	0.034	0.023	0.0012	0	0.0014	0.028	0.22	0.22	0.22	0	0.22	0.023	8	0.15
82	0.037	0.0099	0.044	0.029	0.0086	6.6e-05	0.0099	0.037	0.2	0.2	0.2	0	0.2	0.029	8	0.15
83	0.088	2.1e-06	0.1	0.07	0	0	2.1e-06	0.088	0.15	0.15	0.15	0	0.15	0.07	8	0.15
84	0.09	0	0.11	0.071	0	0	0	0.09	0.14	0.14	0.14	0	0.14	0.071	8	0.15
85	0.00046	0	0.00055	0.00036	0	0	0	0.00046	0.25	0.25	0.25	0	0.25	0.00036	8	0.15
86	0.093	0.00018	0.11	0.074	0.00016	0.0043	0.00018	0.093	0.14	0.14	0.14	0.0032	0.14	0.074	8	0.15
87	0.1	1.3e-05	0.12	0.083	1.1e-05	6.9e-06	1.3e-05	0.1	0.12	0.12	0.12	0	0.12	0.083	8	0.15
88	0.095	0	0.11	0.076	0	0	0	0.095	0.14	0.14	0.14	0	0.14	0.076	8	0.15
89	0.027	0	0.032	0.021	0	0	0	0.027	0.22	0.22	0.22	0	0.22	0.021	8	0.15
90	0.021	0.0032	0.025	0.017	0.0027	0	0.0032	0.021	0.22	0.22	0.22	0	0.22	0.017	8	0.15
91	0.017	6.7e-05	0.02	0.013	5.8e-05	0	6.7e-05	0.017	0.23	0.23	0.23	0	0.23	0.013	8	0.15
92	0.078	8.3e-05	0.093	0.062	7.2e-05	5.7e-06	8.3e-05	0.078	0.16	0.16	0.16	0	0.16	0.062	8	0.15
93	0.0035	0	0.0042	0.0028	0	0	0	0.0035	0.25	0.25	0.25	0	0.25	0.0028	8	0.15
94	0	0.31	0	0	0.27	0	0.31	0	0.027	0.027	0.027	0	0.027	0	1	0.083
95	0.15	0	0.17	0.12	0	0	0	0.15	0.075	0.075	0.075	0	0.075	0.12	2	0.23
96	0.002	0.045	0.0023	0.0016	0.039	0	0.045	0.002	0.22	0.22	0.22	0	0.22	0.0016	8	0.15
97	0.06	0.00057	0.072	0.048	0.00049	1.7e-05	0.00057	0.06	0.18	0.18	0.18	0	0.18	0.048	8	0.15
98	0.0029	0.0028	0.0035	0.0023	0.0025	0	0.0028	0.0029	0.24	0.24	0.24	0	0.24	0.0023	8	0.15
99	0.043	0	0.052	0.035	0	0	0	0.043	0.2	0.2	0.2	0	0.2	0.035	8	0.15
100	0.0034	0	0.0041	0.0027	0	0	0	0.0034	0.25	0.25	0.25	0	0.25	0.0027	8	0.15
101	0	0.35	0	0	0.3	0	0.35	0	0.00098	0.00098	0.00098	0	0.00098	0	1	0.083
102	0.016	0	0.018	0.012	0	0	0	0.016	0.23	0.23	0.23	0	0.23	0.012	8	0.15
103	0.072	0	0.086	0.058	0	0	0	0.072	0.16	0.16	0.16	0	0.16	0.058	8	0.15
104	0.022	0.0039	0.027	0.018	0.0034	0	0.0039	0.022	0.22	0.22	0.22	0	0.22	0.018	8	0.15
105	0.17	0	0.21	0.14	0	0	0	0.17	0.043	0.043	0.043	0	0.043	0.14	2	0.23
106	0.2	0	0.23	0.16	0	0	0	0.2	0.016	0.016	0.016	0	0.016	0.16	2	0.23
107	0.2	0	0.23	0.16	0	0	0	0.2	0.016	0.016	0.016	0	0.016	0.16	2	0.23
108	0.1	8.8e-05	0.12	0.083	7.7e-05	4.7e-06	8.8e-05	0.1	0.12	0.12	0.12	0	0.12	0.083	2	0.23
109	0.0035	0.00035	0.0042	0.0028	0.0003	0	0.00035	0.0035	0.25	0.25	0.25	0	0.25	0.0028	8	0.15
110	0.2	0	0.24	0.16	0	0	0	0.2	0.0056	0.0056	0.0056	0	0.0056	0.16	2	0.23
111	0.2	0	0.24	0.16	0	0.00012	0	0.2	0.01	0.01	0.01	0	0.01	0.16	2	0.23
112	0.032	6.1e-06	0.038	0.025	5.3e-06	0	6.1e-06	0.032	0.21	0.21	0.21	0	0.21	0.025	8	0.15
113	0.2	0	0.24	0.16	0	0.005	0	0.2	0.012	0.012	0.012	1.1e-06	0.012	0.16	2	0.23
114	0.0061	0.0049	0.0072	0.0048	0.0043	0	0.0049	0.0061	0.24	0.24	0.24	0	0.24	0.0048	8	0.15
115	0.059	0.00035	0.07	0.047	0.0003	0	0.00035	0.059	0.18	0.18	0.18	0	0.18	0.047	8	0.15
116	0.093	0	0.11	0.075	0	0	0	0.093	0.14	0.14	0.14	0	0.14	0.075	8	0.15
117	0.16	0	0.2	0.13	0	0	0	0.16	0.053	0.053	0.053	0	0.053	0.13	2	0.23
118	0.055	4.4e-05	0.065	0.044	3.8e-05	0	4.4e-05	0.055	0.18	0.18	0.18	0	0.18	0.044	8	0.15
119	0.013	0	0.015	0.01	0	0	0	0.013	0.23	0.23	0.23	0	0.23	0.01	8	0.15
120	0.21	0	0.25	0.17	0	0	0	0.21	0.00096	0.00096	0.00096	0	0.00096	0.17	2	0.23
121	0.028	0.016	0.033	0.022	0.013	3.2e-06	0.016	0.028	0.21	0.21	0.21	0	0.21	0.022	8	0.15
122	0.12	0	0.15	0.1	0	0	0	0.12	0.1	0.1	0.1	0	0.1	0.1	2	0.23
123	0.089	0.00027	0.11	0.071	0.00024	6.2e-06	0.00027	0.089	0.14	0.14	0.14	0	0.14	0.071	8	0.15
124	0.0005	0.085	0.0006	0.0004	0.074	0	0.085	0.0005	0.19	0.19	0.19	0	0.19	0.0004	8	0.15
125	0.01	0	0.012	0.008	0	0	0	0.01	0.24	0.24	0.24	0	0.24	0.008	8	0.15
126	0.018	0.00054	0.022	0.014	0.00047	0	0.00054	0.018	0.23	0.23	0.23	0	0.23	0.014	8	0.15
127	0.0014	2e-05	0.0016	0.0011	1.7e-05	0	2e-05	0.0014	0.25	0.25	0.25	0	0.25	0.0011	8	0.15
128	0.072	0.0011	0.086	0.057	0.00094	1.1e-05	0.0011	0.072	0.16	0.16	0.16	0	0.16	0.057	8	0.15
129	0.00095	0.17	0.0011	0.00076	0.15	0	0.17	0.00095	0.13	0.13	0.13	0	0.13	0.00076	1	0.083
130	0.16	0.00011	0.2	0.13	9.9e-05	0.0034	0.00011	0.16	0.053	0.053	0.053	2.2e-05	0.053	0.13	2	0.23
131	0.018	1.9e-05	0.021	0.014	1.6e-05	0	1.9e-05	0.018	0.23	0.23	0.23	0	0.23	0.014	8	0.15
132	0.0098	8.8e-05	0.012	0.0078	7.6e-05	0	8.8e-05	0.0098	0.24	0.24	0.24	0	0.24	0.0078	8	0.15
133	0.078	0	0.094	0.063	0	0.00055	0	0.078	0.16	0.16	0.16	0	0.16	0.063	8	0.15
134	0.0066	0.0014	0.0079	0.0053	0.0012	0	0.0014	0.0066	0.24	0.24	0.24	0	0.24	0.0053	8	0.15
135	0.02	0.0017	0.023	0.016	0.0015	0	0.0017	0.02	0.23	0.23	0.23	0	0.23	0.016	8	0.15
136	0.085	0	0.1	0.068	0	0.0029	0	0.085	0.15	0.15	0.15	7.6e-05	0.15	0.068	8	0.15
137	0.035	0.0056	0.041	0.028	0.0049	1.7e-05	0.0056	0.035	0.2	0.2	0.2	0	0.2	0.028	8	0.15
138	0.062	0.00077	0.074	0.05	0.00067	4.6e-05	0.00077	0.062	0.17	0.17	0.17	0	0.17	0.05	8	0.15
139	0.003	0.00083	0.0036	0.0024	0.00072	0	0.00083	0.003	0.25	0.25	0.25	0	0.25	0.0024	8	0.15
140	2.4e-05	0.046	2.9e-05	1.9e-05	0.04	0	0.046	2.4e-05	0.22	0.22	0.22	0	0.22	1.9e-05	8	0.15
141	0.07	0.00069	0.083	0.056	0.0006	0.00022	0.00069	0.07	0.17	0.17	0.17	0	0.17	0.056	8	0.15
142	0.0013	0.11	0.0016	0.0011	0.094	0	0.11	0.0013	0.17	0.17	0.17	0	0.17	0.0011	8	0.15
143	0.032	2.6e-05	0.038	0.026	2.3e-05	0	2.6e-05	0.032	0.21	0.21	0.21	0	0.21	0.026	8	0.15
144	0.094	4.4e-05	0.11	0.075	3.8e-05	6.4e-05	4.4e-05	0.094	0.14	0.14	0.14	0	0.14	0.075	8	0.15
145	0.05	0	0.059	0.039	0	0.00091	0	0.05	0.19	0.19	0.19	0	0.19	0.039	8	0.15
146	0	0.31	0	0	0.27	0	0.31	0	0.024	0.024	0.024	0	0.024	0	1	0.083
147	0.16	0	0.2	0.13	0	0	0	0.16	0.054	0.054	0.054	0	0.054	0.13	2	0.23
148	0.026	1.6e-05	0.031	0.021	1.4e-05	0	1.6e-05	0.026	0.22	0.22	0.22	0	0.22	0.021	8	0.15
149	0.013	8.9e-05	0.015	0.01	7.7e-05	0	8.9e-05	0.013	0.23	0.23	0.23	0	0.23	0.01	8	0.15
150	0.084	7.2e-06	0.1	0.067	6.2e-06	0.00056	7.2e-06	0.084	0.15	0.15	0.15	0	0.15	0.067	8	0.15
151	2.2e-06	0.092	2.7e-06	0	0.08	0	0.092	2.2e-06	0.18	0.18	0.18	0	0.18	0	8	0.15
152	0.013	0.0006	0.015	0.01	0.00052	0	0.0006	0.013	0.23	0.23	0.23	0	0.23	0.01	8	0.15
153	3.9e-05	0.0022	4.6e-05	3.1e-05	0.0019	0	0.0022	3.9e-05	0.25	0.25	0.25	0	0.25	3.1e-05	8	0.15
154	0.071	4.1e-06	0.085	0.057	3.6e-06	0	4.1e-06	0.071	0.16	0.16	0.16	0	0.16	0.057	8	0.15
155	0	0.35	0	0	0.3	0	0.35	0	0.00019	0.00019	0.00019	0	0.00019	0	1	0.083
156	0.2	0	0.24	0.16	0	0	0	0.2	0.0076	0.0076	0.0076	0	0.0076	0.16	2	0.23
157	0.16	0	0.18	0.12	0	0	0	0.16	0.065	0.065	0.065	0	0.065	0.12	2	0.23
158	0.0045	0	0.0054	0.0036	0	0	0	0.0045	0.24	0.24	0.24	0	0.24	0.0036	8	0.15
159	0.19	0	0.22	0.15	0	0	0	0.19	0.029	0.029	0.029	0	0.029	0.15	2	0.23
160	3.9e-05	0.12	4.7e-05	3.1e-05	0.11	0	0.12	3.9e-05	0.16	0.16	0.16	0	0.16	3.1e-05	8	0.15
161	1.8e-05	0.065	2.2e-05	1.4e-05	0.057	0	0.065	1.8e-05	0.2	0.2	0.2	0	0.2	1.4e-05	8	0.15
162	0.032	4.9e-06	0.038	0.026	4.2e-06	0	4.9e-06	0.032	0.21	0.21	0.21	0	0.21	0.026	8	0.15
163	0.016	0	0.019	0.013	0	0	0	0.016	0.23	0.23	0.23	0	0.23	0.013	8	0.15
164	0.00069	0.018	0.00082	0.00055	0.016	0	0.018	0.00069	0.24	0.24	0.24	0	0.24	0.00055	8	0.15
165	0.11	0	0.14	0.091	0	0	0	0.11	0.11	0.11	0.11	0	0.11	0.091	2	0.23
166	0.022	0.0015	0.026	0.017	0.0013	0	0.0015	0.022	0.22	0.22	0.22	0	0.22	0.017	8	0.15
167	0	0.0019	0	0	0.0016	0	0.0019	0	0.25	0.25	0.25	0	0.25	0	8	0.15
168	0.0038	0.0018	0.0045	0.003	0.0016	0	0.0018	0.0038	0.24	0.24	0.24	0	0.24	0.003	8	0.15
169	0.00036	2.1e-06	0.00043	0.00029	0	0	2.1e-06	0.00036	0.25	0.25	0.25	0	0.25	0.00029	8	0.15
170	0.014	0.0038	0.017	0.011	0.0033	0	0.0038	0.014	0.23	0.23	0.23	0	0.23	0.011	8	0.15
171	6.2e-05	0.029	7.4e-05	5e-05	0.025	0	0.029	6.2e-05	0.23	0.23	0.23	0	0.23	5e-05	8	0.15
172	0.11	0	0.13	0.084	0	4.6e-05	0	0.11	0.12	0.12	0.12	0	0.12	0.084	2	0.23
173	0.00016	0.05	0.00019	0.00013	0.044	0	0.05	0.00016	0.21	0.21	0.21	0	0.21	0.00013	8	0.15
174	0.034	2.4e-05	0.041	0.027	2.1e-05	0	2.4e-05	0.034	0.21	0.21	0.21	0	0.21	0.027	8	0.15
175	0.00042	0.0043	0.0005	0.00033	0.0037	0	0.0043	0.00042	0.25	0.25	0.25	0	0.25	0.00033	8	0.15
176	0.084	4.7e-05	0.1	0.067	4.1e-05	0.00047	4.7e-05	0.084	0.15	0.15	0.15	0	0.15	0.067	8	0.15
177	0.046	0.0081	0.055	0.037	0.007	0.00024	0.0081	0.046	0.19	0.19	0.19	4.3e-06	0.19	0.037	8	0.15
178	0	0.074	0	0	0.064	0	0.074	0	0.2	0.2	0.2	0	0.2	0	8	0.15
179	0.071	0.00064	0.084	0.056	0.00056	0.00024	0.00064	0.071	0.17	0.17	0.17	0	0.17	0.056	8	0.15
180	0.0025	0.038	0.003	0.002	0.033	0	0.038	0.0025	0.22	0.22	0.22	0	0.22	0.002	8	0.15
181	0.054	0.0038	0.064	0.043	0.0033	0.00022	0.0038	0.054	0.18	0.18	0.18	0	0.18	0.043	8	0.15
182	0.096	2.8e-05	0.11	0.076	2.4e-05	8.5e-06	2.8e-05	0.096	0.14	0.14	0.14	0	0.14	0.076	8	0.15
183	0.13	0	0.15	0.1	0	0	0	0.13	0.099	0.099	0.099	0	0.099	0.1	2	0.23
184	0	0.35	0	0	0.3	0	0.35	0	6.3e-06	6.3e-06	6.3e-06	0	6.3e-06	0	1	0.083
185	0.00014	0.076	0.00017	0.00011	0.066	0	0.076	0.00014	0.2	0.2	0.2	0	0.2	0.00011	8	0.15
186	2.9e-06	0.13	3.5e-06	2.3e-06	0.12	0	0.13	2.9e-06	0.15	0.15	0.15	0	0.15	2.3e-06	8	0.15
187	0.17	0	0.21	0.14	0	0	0	0.17	0.044	0.044	0.044	0	0.044	0.14	2	0.23
188	7.6e-05	0.00076	9.1e-05	6.1e-05	0.00066	0	0.00076	7.6e-05	0.25	0.25	0.25	0	0.25	6.1e-05	8	0.15
189	0	0.11	0	0	0.094	0	0.11	0	0.17	0.17	0.17	0	0.17	0	8	0.15
190	4.2e-05	0.18	5e-05	3.3e-05	0.16	0	0.18	4.2e-05	0.12	0.12	0.12	0	0.12	3.3e-05	1	0.083
191	6.3e-06	0.096	7.5e-06	5e-06	0.083	0	0.096	6.3e-06	0.18	0.18	0.18	0	0.18	5e-06	8	0.15
192	0.012	0.0045	0.014	0.0092	0.0039	0	0.0045	0.012	0.23	0.23	0.23	0	0.23	0.0092	8	0.15
193	0	0.35	0	0	0.3	0	0.35	0	0.00011	0.00011	0.00011	0	0.00011	0	1	0.083
194	0	0.35	0	0	0.3	0	0.35	0	9e-05	9e-05	9e-05	0	9e-05	0	1	0.083
195	0	0.32	0	0	0.28	0	0.32	0	0.021	0.021	0.021	0	0.021	0	1	0.083
196	1.6e-05	0.17	1.9e-05	1.3e-05	0.15	0	0.17	1.6e-05	0.13	0.13	0.13	0	0.13	1.3e-05	1	0.083
197	0.023	0.00054	0.028	0.018	0.00047	0	0.00054	0.023	0.22	0.22	0.22	0	0.22	0.018	8	0.15
198	0.21	0	0.25	0.17	0	2.4e-06	0	0.21	0.00062	0.00062	0.00062	0	0.00062	0.17	2	0.23
199	0.018	0.0037	0.022	0.014	0.0033	0	0.0037	0.018	0.23	0.23	0.23	0	0.23	0.014	8	0.15
200	0.036	0.012	0.043	0.029	0.01	7.9e-06	0.012	0.036	0.2	0.2	0.2	0	0.2	0.029	8	0.15
201	0.078	0	0.092	0.062	0	0	0	0.078	0.16	0.16	0.16	0	0.16	0.062	8	0.15
202	0.013	0.00097	0.015	0.01	0.00084	0	0.00097	0.013	0.23	0.23	0.23	0	0.23	0.01	8	0.15
203	0.00096	0.059	0.0011	0.00076	0.051	0	0.059	0.00096	0.21	0.21	0.21	0	0.21	0.00076	8	0.15
204	0.00037	0.19	0.00044	0.0003	0.16	0	0.19	0.00037	0.11	0.11	0.11	0	0.11	0.0003	1	0.083
205	0.0055	0.048	0.0066	0.0044	0.041	0	0.048	0.0055	0.21	0.21	0.21	0	0.21	0.0044	8	0.15
206	0.0031	4.2e-05	0.0037	0.0025	3.7e-05	0	4.2e-05	0.0031	0.25	0.25	0.25	0	0.25	0.0025	8	0.15
207	0.00065	0.019	0.00078	0.00052	0.016	0	0.019	0.00065	0.24	0.24	0.24	0	0.24	0.00052	8	0.15
208	0.2	0	0.24	0.16	0	0.00044	0	0.2	0.0058	0.0058	0.0058	0	0.0058	0.16	2	0.23
209	0.022	0.0019	0.026	0.017	0.0017	0	0.0019	0.022	0.22	0.22	0.22	0	0.22	0.017	8	0.15
210	0	0.35	0	0	0.3	0	0.35	0	0.00028	0.00028	0.00028	0	0.00028	0	1	0.083
211	0.02	0.032	0.024	0.016	0.028	2.4e-06	0.032	0.02	0.2	0.2	0.2	0	0.2	0.016	8	0.15
212	1e-06	0.33	1.2e-06	0	0.29	0	0.33	1e-06	0.014	0.014	0.014	0	0.014	0	1	0.083
213	0.0074	3.4e-05	0.0089	0.0059	2.9e-05	0	3.4e-05	0.0074	0.24	0.24	0.24	0	0.24	0.0059	8	0.15
214	0.0014	0.00029	0.0016	0.0011	0.00025	0	0.00029	0.0014	0.25	0.25	0.25	0	0.25	0.0011	8	0.15
215	0.06	0	0.071	0.048	0	0.0011	0	0.06	0.18	0.18	0.18	0	0.18	0.048	8	0.15
216	0.048	0.013	0.058	0.039	0.011	4.9e-05	0.013	0.048	0.18	0.18	0.18	0	0.18	0.039	8	0.15
