SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0
58	0.0012	1	0	0.0035	1	0.15
59	0.065	0.94	0	5.5e-05	1	0.15
60	1	5.1e-05	0	0	0	0.23
61	6.7e-05	0.24	0	0.76	3	0.083
62	0.011	0.85	0	0.14	1	0.15
63	0.87	0.13	0	0	0	0.23
64	0.048	0.86	0	0.089	1	0.15
65	0.015	0.98	0	0.00072	1	0.15
66	0.062	0.87	0	0.073	1	0.15
67	0.0018	1	0	5.2e-05	1	0.15
68	0.16	0.81	0	0.029	1	0.15
69	0	0.011	0	0.99	3	0.083
70	0.017	0.9	0	0.085	1	0.15
71	0.035	0.9	0	0.062	1	0.15
72	0.13	0.87	0	0.0093	1	0.15
73	0.00086	1	0	0.0011	1	0.15
74	0.42	0.14	0	0.44	3	0.083
75	0.82	0.18	0	0.0002	0	0.23
76	0.81	0.19	0	0.00011	0	0.23
77	0.0093	0.98	0	0.0073	1	0.15
78	0.04	0.96	0	0.0043	1	0.15
79	0.34	0.65	0	0.0023	1	0.15
80	0.061	0.9	0	0.039	1	0.15
81	0.14	0.86	0	0.0041	1	0.15
82	0.18	0.79	0	0.029	1	0.15
83	0.42	0.58	0	6.1e-06	1	0.15
84	0.44	0.56	0	0	1	0.15
85	0.0022	1	0	0	1	0.15
86	0.46	0.54	0	0.00053	1	0.15
87	0.51	0.49	0	3.7e-05	0	0.23
88	0.46	0.54	0	0	1	0.15
89	0.13	0.87	0	0	1	0.15
90	0.1	0.89	0	0.0091	1	0.15
91	0.082	0.92	0	0.00019	1	0.15
92	0.38	0.62	0	0.00024	1	0.15
93	0.017	0.98	0	0	1	0.15
94	0	0.11	0	0.89	3	0.083
95	0.7	0.3	0	0	0	0.23
96	0.0096	0.86	0	0.13	1	0.15
97	0.29	0.71	0	0.0016	1	0.15
98	0.014	0.98	0	0.0082	1	0.15
99	0.21	0.79	0	0	1	0.15
100	0.017	0.98	0	0	1	0.15
101	0	0.0039	0	1	3	0.083
102	0.076	0.92	0	0	1	0.15
103	0.35	0.65	0	0	1	0.15
104	0.11	0.88	0	0.011	1	0.15
105	0.83	0.17	0	0	0	0.23
106	0.94	0.063	0	0	0	0.23
107	0.94	0.061	0	0	0	0.23
108	0.51	0.49	0	0.00025	0	0.23
109	0.017	0.98	0	0.001	1	0.15
110	0.98	0.022	0	0	0	0.23
111	0.96	0.041	0	0	0	0.23
112	0.15	0.85	0	1.8e-05	1	0.15
113	0.95	0.048	0	2.1e-06	0	0.23
114	0.03	0.96	0	0.014	1	0.15
115	0.29	0.71	0	0.001	1	0.15
116	0.45	0.55	0	1.6e-06	1	0.15
117	0.79	0.21	0	0	0	0.23
118	0.27	0.73	0	0.00013	1	0.15
119	0.061	0.94	0	0	1	0.15
120	1	0.0037	0	0	0	0.23
121	0.14	0.82	0	0.045	1	0.15
122	0.6	0.4	0	0	0	0.23
123	0.43	0.57	0	0.00078	1	0.15
124	0.0024	0.75	0	0.24	1	0.15
125	0.049	0.95	0	0	1	0.15
126	0.089	0.91	0	0.0016	1	0.15
127	0.0067	0.99	0	5.7e-05	1	0.15
128	0.35	0.65	0	0.0031	1	0.15
129	0.0047	0.51	0	0.49	1	0.15
130	0.79	0.21	0	0.00032	0	0.23
131	0.086	0.91	0	5.3e-05	1	0.15
132	0.048	0.95	0	0.00025	1	0.15
133	0.38	0.62	0	0	1	0.15
134	0.032	0.96	0	0.004	1	0.15
135	0.096	0.9	0	0.0048	1	0.15
136	0.42	0.58	0	2.9e-06	1	0.15
137	0.17	0.81	0	0.016	1	0.15
138	0.3	0.69	0	0.0022	1	0.15
139	0.015	0.98	0	0.0024	1	0.15
140	0.00012	0.87	0	0.13	1	0.15
141	0.34	0.66	0	0.002	1	0.15
142	0.0065	0.68	0	0.31	1	0.15
143	0.16	0.84	0	7.6e-05	1	0.15
144	0.46	0.54	0	0.00012	1	0.15
145	0.24	0.76	0	0	1	0.15
146	0	0.097	0	0.9	3	0.083
147	0.79	0.21	0	0	0	0.23
148	0.13	0.87	0	4.7e-05	1	0.15
149	0.061	0.94	0	0.00026	1	0.15
150	0.41	0.59	0	2e-05	1	0.15
151	1.1e-05	0.74	0	0.26	1	0.15
152	0.063	0.94	0	0.0017	1	0.15
153	0.00019	0.99	0	0.0062	1	0.15
154	0.35	0.65	0	1.2e-05	1	0.15
155	0	0.00074	0	1	3	0.083
156	0.97	0.03	0	0	0	0.23
157	0.75	0.25	0	0	0	0.23
158	0.022	0.98	0	0	1	0.15
159	0.89	0.11	0	0	0	0.23
160	0.00019	0.64	0	0.36	1	0.15
161	8.9e-05	0.81	0	0.19	1	0.15
162	0.16	0.84	0	1.4e-05	1	0.15
163	0.078	0.92	0	4.2e-06	1	0.15
164	0.0034	0.94	0	0.053	1	0.15
165	0.55	0.45	0	4.3e-06	0	0.23
166	0.11	0.89	0	0.0043	1	0.15
167	0	0.99	0	0.0054	1	0.15
168	0.019	0.98	0	0.0052	1	0.15
169	0.0018	1	0	6.1e-06	1	0.15
170	0.069	0.92	0	0.011	1	0.15
171	0.0003	0.92	0	0.084	1	0.15
172	0.51	0.49	0	0	0	0.23
173	0.00079	0.85	0	0.14	1	0.15
174	0.17	0.83	0	7e-05	1	0.15
175	0.002	0.99	0	0.012	1	0.15
176	0.41	0.59	0	0.00014	1	0.15
177	0.23	0.75	0	0.023	1	0.15
178	3.8e-06	0.79	0	0.21	1	0.15
179	0.34	0.65	0	0.0018	1	0.15
180	0.012	0.88	0	0.11	1	0.15
181	0.26	0.73	0	0.011	1	0.15
182	0.46	0.54	0	8e-05	1	0.15
183	0.61	0.39	0	1.4e-06	0	0.23
184	0	2.5e-05	0	1	3	0.083
185	0.00069	0.78	0	0.22	1	0.15
186	1.4e-05	0.62	0	0.38	1	0.15
187	0.83	0.17	0	0	0	0.23
188	0.00037	1	0	0.0022	1	0.15
189	0	0.69	0	0.31	1	0.15
190	0.0002	0.48	0	0.52	3	0.083
191	3.1e-05	0.72	0	0.28	1	0.15
192	0.057	0.93	0	0.013	1	0.15
193	0	0.00045	0	1	3	0.083
194	0	0.00036	0	1	3	0.083
195	0	0.082	0	0.92	3	0.083
196	7.7e-05	0.51	0	0.49	1	0.15
197	0.11	0.89	0	0.0016	1	0.15
198	1	0.0024	0	0	0	0.23
199	0.089	0.9	0	0.011	1	0.15
200	0.18	0.79	0	0.033	1	0.15
201	0.38	0.62	0	0	1	0.15
202	0.063	0.93	0	0.0028	1	0.15
203	0.0047	0.83	0	0.17	1	0.15
204	0.0018	0.46	0	0.54	3	0.083
205	0.027	0.84	0	0.14	1	0.15
206	0.015	0.98	0	0.00012	1	0.15
207	0.0032	0.94	0	0.053	1	0.15
208	0.98	0.023	0	0	0	0.23
209	0.11	0.89	0	0.0056	1	0.15
210	0	0.0011	0	1	3	0.083
211	0.098	0.81	0	0.093	1	0.15
212	5e-06	0.056	0	0.94	3	0.083
213	0.036	0.96	0	9.7e-05	1	0.15
214	0.0067	0.99	0	0.00083	1	0.15
215	0.29	0.71	0	0	1	0.15
216	0.24	0.73	0	0.037	1	0.15
217	0.86	0.14	0	0.00011	0	0.23
218	2e-06	0.63	0	0.37	1	0.15
219	0.00022	0.34	0	0.66	3	0.083
220	0.016	0.68	0	0.3	1	0.15
221	0.023	0.92	0	0.056	1	0.15
222	0.039	0.71	0	0.25	1	0.15
223	0.12	0.87	0	0.0078	1	0.15
224	0	0.049	0	0.95	3	0.083
225	0.08	0.9	0	0.024	1	0.15
226	0.019	0.98	0	0.00035	1	0.15
227	0.22	0.77	0	0.0048	1	0.15
228	0.5	0.5	0	0.00027	1	0.15
229	0.21	0.79	0	0.0016	1	0.15
230	0.0054	0.57	0	0.42	1	0.15
231	0.0054	0.84	0	0.15	1	0.15
232	4.4e-05	0.8	0	0.2	1	0.15
233	0.97	0.032	0	0	0	0.23
234	0.084	0.87	0	0.045	1	0.15
235	0.3	0.68	0	0.016	1	0.15
236	0.00047	0.44	0	0.56	3	0.083
237	0.049	0.9	0	0.047	1	0.15
238	0.57	0.43	0	1.8e-06	0	0.23
239	1.9e-06	0.054	0	0.95	3	0.083
240	0.0037	0.99	0	0.0045	1	0.15
241	0.15	0.85	0	0.0012	1	0.15
242	0.11	0.82	0	0.07	1	0.15
243	0.011	0.99	0	0.00034	1	0.15
244	0.011	0.89	0	0.096	1	0.15
245	0.63	0.37	0	0	0	0.23
246	0.017	0.8	0	0.18	1	0.15
247	0.18	0.81	0	0.0029	1	0.15
248	0.21	0.79	0	0	1	0.15
249	0.007	0.99	0	8.3e-06	1	0.15
250	0.029	0.97	0	0.0014	1	0.15
251	0.54	0.46	0	0	0	0.23
252	0.31	0.69	0	0	1	0.15
253	0.38	0.62	0	0	1	0.15
254	0.0002	0.33	0	0.67	3	0.083
255	0.5	0.5	0	0	0	0.23
256	0.0011	0.94	0	0.064	1	0.15
257	0.018	0.98	0	0.0043	1	0.15
258	0.017	0.93	0	0.056	1	0.15
259	0.017	0.98	0	3.5e-05	1	0.15
260	0	8e-05	0	1	3	0.083
261	0.071	0.93	0	0.0032	1	0.15
262	0.41	0.067	0	0.52	3	0.083
263	0.011	0.67	0	0.32	1	0.15
264	0.0082	0.75	0	0.24	1	0.15
265	5.3e-06	0.82	0	0.18	1	0.15
266	0.34	0.66	0	0.00031	1	0.15
267	0.0032	0.78	0	0.21	1	0.15
268	0.017	0.97	0	0.009	1	0.15
269	0.13	0.86	0	0.0069	1	0.15
270	0.00018	1	0	0.0001	1	0.15
271	0.45	0.55	0	0	1	0.15
272	0.04	0.96	0	0	1	0.15
273	0.022	0.87	0	0.11	1	0.15
274	0.22	0.78	0	0	1	0.15
275	0.31	0.69	0	3.7e-05	1	0.15
276	0.52	0.48	0	2.6e-05	0	0.23
277	0.26	0.74	0	0	1	0.15
278	0.21	0.79	0	0.0019	1	0.15
279	0.77	0.23	0	0	0	0.23
280	0.76	0.24	0	0	0	0.23
281	0.0032	0.85	0	0.15	1	0.15
282	0.15	0.85	0	0	1	0.15
283	0.019	0.98	0	0.00017	1	0.15
284	0.07	0.93	0	6.7e-05	1	0.15
285	0.94	0.064	0	0	0	0.23
286	0.15	0.85	0	3.1e-05	1	0.15
287	0.18	0.82	0	0	1	0.15
288	0.53	0.47	0	0	0	0.23
289	0.48	0.52	0	0	1	0.15
290	0.085	0.91	0	0.0003	1	0.15
291	0.0027	0.99	0	0.0099	1	0.15
292	0.16	0.84	0	0.0028	1	0.15
293	0.16	0.83	0	0.0084	1	0.15
294	0.37	0.63	0	0.00099	1	0.15
295	0.0024	0.75	0	0.25	1	0.15
296	0.24	0.76	0	0	1	0.15
297	0.59	0.41	0	0	0	0.23
298	0.14	0.86	0	1.3e-05	1	0.15
299	0.42	0.58	0	0	1	0.15
300	0.29	0.71	0	0.0011	1	0.15
301	0.19	0.8	0	0.01	1	0.15
302	0.0023	1	0	0.00014	1	0.15
303	0.034	0.97	0	3e-05	1	0.15
304	0.27	0.73	0	0	1	0.15
305	5.6e-06	0.77	0	0.23	1	0.15
306	0.1	0.86	0	0.032	1	0.15
307	0.0072	0.99	0	1e-05	1	0.15
308	0.11	0.87	0	0.02	1	0.15
309	0.085	0.91	0	0.00059	1	0.15
310	0.012	0.96	0	0.024	1	0.15
311	0.16	0.83	0	0.003	1	0.15
312	0.14	0.84	0	0.023	1	0.15
313	0.32	0.68	0	6e-05	1	0.15
314	0.39	0.61	0	4.8e-05	1	0.15
315	0.24	0.76	0	0	1	0.15
316	3.6e-05	1	0	0.00051	1	0.15
317	0.088	0.84	0	0.073	1	0.15
318	0.02	0.91	0	0.073	1	0.15
319	0.0052	0.99	0	0.0044	1	0.15
320	0.18	0.82	0	0	1	0.15
321	0.44	0.56	0	0	1	0.15
322	0.46	0.54	0	0	1	0.15
323	0.16	0.84	0	0	1	0.15
324	0.063	0.94	0	0	1	0.15
325	0.36	0.64	0	0	1	0.15
326	0.62	0.38	0	0	0	0.23
327	0.0002	0.99	0	0.0058	1	0.15
328	0.59	0.41	0	0	0	0.23
329	1.3e-05	1	0	0.00036	1	0.15
330	0.26	0.74	0	0	1	0.15
331	0.79	0.21	0	0	0	0.23
332	0.1	0.9	0	0.00011	1	0.15
333	0.25	0.75	0	0.00091	1	0.15
334	0.35	0.65	0	0.00018	1	0.15
335	0.22	0.78	0	0	1	0.15
336	0	0.00035	0	1	3	0.083
337	0.31	0.69	0	0	1	0.15
338	0.51	0.49	0	0	0	0.23
339	0.13	0.87	0	0	1	0.15
340	0.12	0.88	0	5.5e-06	1	0.15
341	0.081	0.92	0	0	1	0.15
342	0.0056	0.98	0	0.013	1	0.15
343	3.2e-05	1	0	0.00056	1	0.15
344	0.028	0.92	0	0.056	1	0.15
345	0.18	0.82	0	0.0032	1	0.15
346	0.92	0.076	0	0	0	0.23
347	0.31	0.69	0	1.8e-05	1	0.15
348	0.05	0.95	0	0.0033	1	0.15
349	0.74	0.26	0	0.00015	0	0.23
350	0.001	0.82	0	0.17	1	0.15
351	0.18	0.8	0	0.021	1	0.15
352	0.31	0.69	0	0	1	0.15
353	0.25	0.75	0	0.0023	1	0.15
354	0.14	0.85	0	0.014	1	0.15
355	0.0048	0.97	0	0.024	1	0.15
356	0.1	0.9	0	0	1	0.15
357	0.32	0.68	0	2.1e-05	1	0.15
358	0.056	0.94	0	0	1	0.15
359	0.012	0.98	0	0.0036	1	0.15
360	0.27	0.73	0	3.4e-05	1	0.15
361	0.054	0.95	0	2e-05	1	0.15
362	0.33	0.67	0	0.0061	1	0.15
363	0.047	0.93	0	0.023	1	0.15
364	0.0041	0.85	0	0.15	1	0.15
365	0.37	0.63	0	0	1	0.15
366	0.036	0.96	0	0.00061	1	0.15
367	0.33	0.67	0	2.3e-05	1	0.15
368	0.081	0.87	0	0.053	1	0.15
369	0.43	0.57	0	3.6e-05	1	0.15
370	0.13	0.79	0	0.074	1	0.15
371	0.24	0.76	0	0	1	0.15
372	0.42	0.12	0	0.46	3	0.083
373	0.19	0.81	0	0	1	0.15
374	0.76	0.24	0	0	0	0.23
375	0.2	0.8	0	0.0014	1	0.15
376	0.16	0.83	0	0.0011	1	0.15
377	0.84	0.16	0	0	0	0.23
378	0.52	0.48	0	2.2e-06	0	0.23
379	0.74	0.26	0	0	0	0.23
380	0.062	0.84	0	0.097	1	0.15
381	0.059	0.94	0	7.1e-05	1	0.15
382	0.094	0.81	0	0.093	1	0.15
383	0.2	0.8	0	0.0026	1	0.15
384	0.051	0.89	0	0.062	1	0.15
385	0.34	0.66	0	5.2e-05	1	0.15
386	0.035	0.97	0	0	1	0.15
387	0.0068	0.7	0	0.29	1	0.15
388	0.16	0.82	0	0.022	1	0.15
389	0.13	0.79	0	0.083	1	0.15
390	0.02	0.88	0	0.096	1	0.15
391	0.39	0.61	0	1.7e-05	1	0.15
392	0	0.00069	0	1	3	0.083
393	0.085	0.91	0	0.0008	1	0.15
394	0.13	0.87	0	0	1	0.15
395	9.7e-06	0.59	0	0.41	1	0.15
396	0	0.1	0	0.9	3	0.083
397	0.0074	0.98	0	0.0088	1	0.15
398	0.001	0.96	0	0.043	1	0.15
399	0.0045	1	0	8.4e-05	1	0.15
400	0.11	0.86	0	0.034	1	0.15
401	0.99	0.0067	0	0	0	0.23
402	0.6	0.4	0	0	0	0.23
403	0.08	0.92	0	0.00066	1	0.15
404	0.28	0.72	0	2.7e-05	1	0.15
405	0.37	0.63	0	2.7e-05	1	0.15
406	0.29	0.71	0	0.00013	1	0.15
407	0.044	0.81	0	0.14	1	0.15
408	0.035	0.96	0	0.0019	1	0.15
409	0.0057	0.99	0	0.00011	1	0.15
410	0	0.86	0	0.14	1	0.15
411	0.24	0.76	0	0.0003	1	0.15
412	0.58	0.42	0	0	0	0.23
413	0.67	0.33	0	0	0	0.23
414	0.73	0.27	0	0	0	0.23
415	0.73	0.27	0	0	0	0.23
416	0.43	0.57	0	0	1	0.15
417	0.00093	1	0	0.0017	1	0.15
418	0.019	0.98	0	0.00046	1	0.15
419	0.18	0.82	0	0.0015	1	0.15
420	0.37	0.63	0	0.0034	1	0.15
421	0.15	0.85	0	0	1	0.15
422	0.0001	0.86	0	0.14	1	0.15
423	0.057	0.94	0	6.4e-05	1	0.15
424	0.12	0.88	0	0.00021	1	0.15
425	0.0006	1	0	0.00017	1	0.15
426	4.2e-05	0.16	0	0.84	3	0.083
427	0	0	0	1	3	0.083
428	0.37	0.63	0	4.3e-05	1	0.15
429	0.13	0.87	0	0	1	0.15
430	0.11	0.89	0	0.007	1	0.15
431	0.11	0.88	0	0.00075	1	0.15
432	0.00038	0.19	0	0.81	3	0.083
433	0.91	0.09	0	0	0	0.23
434	0.72	0.28	0	0	0	0.23
435	0.00088	1	0	0.00052	1	0.15
436	0.045	0.96	0	0.00027	1	0.15
437	0.96	0.039	0	0	0	0.23
438	0.048	0.95	0	0	1	0.15
439	0.18	0.82	0	1.9e-05	1	0.15
440	0.44	0.56	0	0.0001	1	0.15
441	0.38	0.62	0	0.0006	1	0.15
442	0.018	0.98	0	0.002	1	0.15
443	0.64	0.36	0	0	0	0.23
444	0	0.14	0	0.86	3	0.083
445	0.33	0.67	0	0.0027	1	0.15
446	0.41	0.59	0	0	1	0.15
447	0.0048	1	0	0	1	0.15
448	0.00067	0.87	0	0.13	1	0.15
449	0.35	0.65	0	4.8e-05	1	0.15
450	0.62	0.38	0	0	0	0.23
451	0.00041	0.97	0	0.028	1	0.15
452	0.035	0.96	0	0	1	0.15
453	0.00013	0.17	0	0.83	3	0.083
454	0.14	0.86	0	0	1	0.15
455	0.55	0.45	0	0	0	0.23
456	0.0012	0.77	0	0.23	1	0.15
457	0.043	0.96	0	8.1e-05	1	0.15
458	0.94	0.055	0	0	0	0.23
459	0.15	0.85	0	1.2e-06	1	0.15
460	0.52	0.47	0	0.011	0	0.23
461	0.98	0.021	0	0	0	0.23
462	0.83	0.17	0	4.8e-05	0	0.23
463	0.15	0.84	0	0.0046	1	0.15
464	0.89	0.11	0	0	0	0.23
465	0.99	0.012	0	0	0	0.23
466	0.96	0.035	0	0	0	0.23
467	1	0.0014	0	0	0	0.23
468	0.85	0.15	0	1.6e-06	0	0.23
469	0.99	0.0097	0	0	0	0.23
470	1	0.002	0	0	0	0.23
471	0.34	0.66	0	0	1	0.15
472	0.95	0.047	0	0	0	0.23
473	0.00021	1	0	0.002	1	0.15
474	0.99	0.015	0	0	0	0.23
475	0.99	0.011	0	0	0	0.23
476	0.63	0.37	0	2.4e-06	0	0.23
477	0.026	0.97	0	2.3e-05	1	0.15
478	0.0088	0.99	0	2.8e-05	1	0.15
479	0.15	0.84	0	0.012	1	0.15
480	0.046	0.95	0	0.00016	1	0.15
481	0.69	0.31	0	5e-05	0	0.23
482	1	0.00011	0	0	0	0.23
483	0.11	0.88	0	0.0085	1	0.15
484	0.75	0.25	0	0	0	0.23
485	1.1e-06	0.056	0	0.94	3	0.083
486	0.53	0.47	0	0	0	0.23
487	0.8	0.2	0	4.4e-05	0	0.23
488	0.2	0.8	0	2.6e-05	1	0.15
489	0.4	0.6	0	0	1	0.15
490	0.31	0.69	0	0	1	0.15
491	0.99	0.011	0	0	0	0.23
492	0.86	0.14	0	0	0	0.23
493	0.75	0.25	0	2.9e-06	0	0.23
494	0.1	0.81	0	0.09	1	0.15
495	0.15	0.83	0	0.015	1	0.15
496	0.016	0.96	0	0.023	1	0.15
497	3.1e-05	0.2	0	0.8	3	0.083
498	0.93	0.074	0	2.3e-06	0	0.23
499	0.38	0.62	0	0.00015	1	0.15
500	1	1.7e-06	0	0	0	0.23
501	0.15	0.82	0	0.026	1	0.15
502	0.38	0.62	0	0	1	0.15
503	0.041	0.96	0	0	1	0.15
504	0.0036	1	0	7.9e-05	1	0.15
505	0.44	0.56	0	4.4e-05	1	0.15
506	0.15	0.84	0	0.0092	1	0.15
507	0.4	0.6	0	0	1	0.15
508	0.12	0.87	0	0.0078	1	0.15
509	0.43	0.57	0	0.0002	1	0.15
510	0.00049	0.77	0	0.23	1	0.15
511	0.21	0.79	0	0.00018	1	0.15
512	0	0.015	0	0.98	3	0.083
513	0.0003	0.41	0	0.59	3	0.083
514	0.026	0.97	0	0.0019	1	0.15
515	0.097	0.9	0	0.003	1	0.15
516	0.46	0.54	0	0	1	0.15
517	0.00026	1	0	2.7e-06	1	0.15
518	0	0.008	0	0.99	3	0.083
519	0.61	0.39	0	4.7e-06	0	0.23
520	1	0	0	0	0	0.23
521	0.008	0.99	0	0.00036	1	0.15
522	0.00087	0.97	0	0.03	1	0.15
523	0.018	0.98	0	5e-05	1	0.15
524	0.29	0.71	0	8.7e-05	1	0.15
525	0.45	0.55	0	0	1	0.15
526	0	0.001	0	1	3	0.083
527	0.0039	1	0	0.0004	1	0.15
528	0.33	0.67	0	0.0022	1	0.15
529	0.074	0.85	0	0.078	1	0.15
530	0.82	0.18	0	8.7e-05	0	0.23
531	0.25	0.74	0	0.011	1	0.15
532	0.42	0.58	0	0	1	0.15
533	0.15	0.84	0	0.0078	1	0.15
534	0.0038	0.91	0	0.09	1	0.15
535	0.53	0.47	0	2.5e-05	0	0.23
536	0.21	0.79	0	7.4e-05	1	0.15
537	0.057	0.94	0	0.0039	1	0.15
538	0.071	0.93	0	0	1	0.15
539	0.053	0.92	0	0.028	1	0.15
540	0.2	0.8	0	6.5e-06	1	0.15
541	0.17	0.83	0	0	1	0.15
542	9.8e-06	0.94	0	0.064	1	0.15
543	0.39	0.6	0	0.0024	1	0.15
544	0.054	0.95	0	0.00037	1	0.15
545	0.044	0.76	0	0.2	1	0.15
546	0.036	0.85	0	0.11	1	0.15
547	0.94	0.059	0	0	0	0.23
548	0.00027	0.73	0	0.26	1	0.15
549	0.073	0.93	0	6.5e-05	1	0.15
550	0.37	0.63	0	0.00057	1	0.15
551	0.022	0.94	0	0.037	1	0.15
552	0	0.066	0	0.93	3	0.083
553	0	0.31	0	0.69	3	0.083
554	0.12	0.85	0	0.032	1	0.15
555	0.016	0.98	0	2.8e-05	1	0.15
556	0.15	0.84	0	0.0037	1	0.15
557	0.57	0.43	0	0	0	0.23
558	0.83	0.17	0	0	0	0.23
559	0.26	0.73	0	0.0032	1	0.15
560	0.024	0.83	0	0.15	1	0.15
561	1.4e-05	0.2	0	0.8	3	0.083
562	0.41	0.59	0	0.0011	1	0.15
563	0.017	0.98	0	0.00039	1	0.15
564	0.57	0.43	0	8.6e-06	0	0.23
565	0.14	0.85	0	0.0015	1	0.15
566	0.0018	0.98	0	0.017	1	0.15
567	0.0067	0.92	0	0.075	1	0.15
568	0	0.2	0	0.8	3	0.083
569	0.45	0.55	0	0	1	0.15
570	0	0.066	0	0.93	3	0.083
571	0.31	0.69	0	3.7e-05	1	0.15
572	0.049	0.94	0	0.012	1	0.15
573	0.36	0.63	0	0.0011	1	0.15
574	0.57	0.43	0	0	0	0.23
575	1	0.0017	0	0	0	0.23
576	0.29	0.71	0	0.001	1	0.15
577	0.29	0.71	0	1.3e-05	1	0.15
578	0.12	0.88	0	0	1	0.15
579	0.3	0.7	0	0.0011	1	0.15
580	0.55	0.45	0	0	0	0.23
581	0.28	0.21	0	0.51	3	0.083
582	0.092	0.91	0	0.00015	1	0.15
583	0.5	0.5	0	0	0	0.23
584	0.52	0.48	0	0	0	0.23
585	0.28	0.72	0	0	1	0.15
586	0.29	0.71	0	0	1	0.15
587	0.16	0.84	0	0	1	0.15
588	0.002	0.99	0	0.0076	1	0.15
589	0.43	0.57	0	0	1	0.15
590	0.036	0.96	0	0.0028	1	0.15
591	0.32	0.68	0	0.00019	1	0.15
592	0.082	0.92	0	0.0027	1	0.15
593	0.095	0.91	0	3.6e-05	1	0.15
594	0.022	0.98	0	0.0013	1	0.15
595	0.18	0.59	0	0.24	1	0.15
596	0.9	0.1	0	0	0	0.23
597	0.46	0.036	0	0.5	3	0.083
598	0.78	0.22	0	2.4e-05	0	0.23
599	0	0.017	0	0.98	3	0.083
600	0.088	0.86	0	0.054	1	0.15
601	0.061	0.93	0	0.0096	1	0.15
602	0.77	0.23	0	0.00032	0	0.23
603	0.02	0.67	0	0.31	1	0.15
604	0.11	0.89	0	0.00047	1	0.15
605	0.055	0.95	0	0	1	0.15
606	0.044	0.95	0	0.0062	1	0.15
607	1.4e-06	0.037	0	0.96	3	0.083
608	0.027	0.96	0	0.012	1	0.15
609	2.1e-06	0.28	0	0.72	3	0.083
610	1.1e-05	0.99	0	0.0088	1	0.15
611	0.65	0.35	0	0	0	0.23
612	1.5e-06	0.043	0	0.96	3	0.083
613	0.0062	0.79	0	0.2	1	0.15
614	0.092	0.91	0	1e-06	1	0.15
615	0.65	0.35	0	0	0	0.23
616	0.4	0.59	0	0.0014	1	0.15
617	0.028	0.78	0	0.19	1	0.15
618	0.24	0.76	0	0.0005	1	0.15
619	1	9.8e-06	0	0	0	0.23
620	0.98	0.019	0	0	0	0.23
621	0.51	0.49	0	0	0	0.23
622	0.035	0.94	0	0.024	1	0.15
623	0.0043	0.99	0	0.0025	1	0.15
624	0.91	0.093	0	0	0	0.23
625	2.3e-05	0.25	0	0.75	3	0.083
626	0.44	0.56	0	0	1	0.15
627	0.95	0.047	0	0	0	0.23
628	0.11	0.89	0	0	1	0.15
629	0.82	0.18	0	0	0	0.23
