SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
39	0	0.071	0.00082	0.093	1.1e-05	0	0.093	0.093	0	0.093	0.093	0.093	0.093	0	0.071	0.069	0.069	0.069	0	3	0.15
40	2.1e-05	0.062	0.00021	0.099	0	0.00029	0.099	0.099	0.00025	0.099	0.099	0.099	0.099	0	0.062	0.06	0.06	0.06	0	3	0.15
41	5.8e-06	0.078	7.1e-05	0.088	0	3.1e-05	0.088	0.088	2.6e-05	0.088	0.088	0.088	0.088	0	0.078	0.075	0.075	0.075	0	3	0.15
42	0	0.062	0.00052	0.099	0	0	0.099	0.099	0	0.099	0.099	0.099	0.099	0	0.062	0.06	0.06	0.06	0	3	0.15
43	0	0.015	0.00077	0.13	0	0	0.13	0.13	0	0.13	0.13	0.13	0.13	0	0.015	0.015	0.015	0.015	0	3	0.15
44	0.00012	0.0051	0	0.14	0	0.0016	0.14	0.14	0.0014	0.14	0.14	0.14	0.14	0	0.0051	0.0049	0.0049	0.0049	0	3	0.15
45	0	0.057	0.00057	0.1	3.1e-06	2e-05	0.1	0.1	1.7e-05	0.1	0.1	0.1	0.1	0	0.057	0.055	0.055	0.055	0	3	0.15
46	0	0.076	0.00091	0.089	0.0013	0	0.089	0.089	0	0.089	0.089	0.089	0.089	0	0.076	0.074	0.074	0.074	0	3	0.15
47	0	0.11	0.00015	0.069	0	2.8e-06	0.069	0.069	2.4e-06	0.069	0.069	0.069	0.069	0	0.11	0.1	0.1	0.1	0	1	0.23
48	0	0.2	0.00086	0.0022	0	0	0.0022	0.0022	0	0.0022	0.0022	0.0022	0.0022	0	0.2	0.19	0.19	0.19	0	1	0.23
49	0	0.067	0.00066	0.096	0	0	0.096	0.096	0	0.096	0.096	0.096	0.096	0	0.067	0.065	0.065	0.065	0	3	0.15
50	0	0.061	0.00076	0.1	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.061	0.059	0.059	0.059	0	3	0.15
51	4.9e-06	0.074	0.00029	0.091	0	4.1e-05	0.091	0.091	3.5e-05	0.091	0.091	0.091	0.091	0	0.074	0.072	0.072	0.072	0	3	0.15
52	0	0.078	0.00097	0.088	0	0	0.088	0.088	0	0.088	0.088	0.088	0.088	0	0.078	0.075	0.075	0.075	0	3	0.15
53	0	0.15	0.00025	0.035	0	0	0.035	0.035	0	0.035	0.035	0.035	0.035	0	0.15	0.15	0.15	0.15	0	1	0.23
54	0.00018	0.0027	0	0.14	0	0.0026	0.14	0.14	0.0023	0.14	0.14	0.14	0.14	0	0.0027	0.0026	0.0026	0.0026	0	3	0.15
55	0	0.18	6.9e-05	0.02	0	0	0.02	0.02	0	0.02	0.02	0.02	0.02	0	0.18	0.17	0.17	0.17	0	1	0.23
56	2e-05	0.058	0.00039	0.1	0	0.00039	0.1	0.1	0.00033	0.1	0.1	0.1	0.1	0	0.058	0.056	0.056	0.056	0	3	0.15
57	0	0.032	0.0013	0.12	0	0	0.12	0.12	0	0.12	0.12	0.12	0.12	0	0.032	0.031	0.031	0.031	0	3	0.15
58	0.00018	0.00024	0	0.14	0	0.0019	0.14	0.14	0.0016	0.14	0.14	0.14	0.14	0	0.00024	0.00023	0.00023	0.00023	0	3	0.15
59	1.1e-05	0.013	0	0.13	0	2.9e-05	0.13	0.13	2.5e-05	0.13	0.13	0.13	0.13	0	0.013	0.012	0.012	0.012	0	3	0.15
60	0	0.2	0.0097	7.4e-06	0	0	7.4e-06	7.4e-06	0	7.4e-06	7.4e-06	7.4e-06	7.4e-06	0	0.2	0.2	0.2	0.2	0	1	0.23
61	0.0031	1.4e-05	0	0.035	0	0.41	0.035	0.035	0.35	0.035	0.035	0.035	0.035	0	1.4e-05	1.3e-05	1.3e-05	1.3e-05	0	5	0.083
62	0.0011	0.0023	0	0.12	0	0.074	0.12	0.12	0.063	0.12	0.12	0.12	0.12	0	0.0023	0.0022	0.0022	0.0022	0	3	0.15
63	0	0.18	8.9e-05	0.019	0	0	0.019	0.019	0	0.019	0.019	0.019	0.019	0	0.18	0.17	0.17	0.17	0	1	0.23
64	0.00071	0.0097	7.1e-06	0.12	0	0.047	0.12	0.12	0.04	0.12	0.12	0.12	0.12	0	0.0097	0.0094	0.0094	0.0094	0	3	0.15
65	4.9e-05	0.0029	0	0.14	0	0.00038	0.14	0.14	0.00032	0.14	0.14	0.14	0.14	0	0.0029	0.0028	0.0028	0.0028	0	3	0.15
66	0.00061	0.012	1.1e-05	0.12	0	0.039	0.12	0.12	0.033	0.12	0.12	0.12	0.12	0	0.012	0.012	0.012	0.012	0	3	0.15
67	1.3e-05	0.00037	0	0.14	0	2.7e-05	0.14	0.14	2.3e-05	0.14	0.14	0.14	0.14	0	0.00037	0.00036	0.00036	0.00036	0	3	0.15
68	0.00037	0.033	3.9e-05	0.12	0	0.015	0.12	0.12	0.013	0.12	0.12	0.12	0.12	0	0.033	0.032	0.032	0.032	0	3	0.15
69	3.8e-05	0	0	5.1e-05	0	0.018	5.1e-05	5.1e-05	0.015	5.1e-05	5.1e-05	5.1e-05	5.1e-05	0	0	0	0	0	0.97	18	0
70	0.00081	0.0035	0	0.13	0	0.045	0.13	0.13	0.038	0.13	0.13	0.13	0.13	0	0.0035	0.0034	0.0034	0.0034	0	3	0.15
71	0.00061	0.007	2.3e-06	0.13	0	0.033	0.13	0.13	0.028	0.13	0.13	0.13	0.13	0	0.007	0.0068	0.0068	0.0068	0	3	0.15
72	0.00016	0.025	2.1e-05	0.12	0	0.0049	0.12	0.12	0.0042	0.12	0.12	0.12	0.12	0	0.025	0.024	0.024	0.024	0	3	0.15
73	9.2e-05	0.00017	0	0.14	0	0.00058	0.14	0.14	0.00049	0.14	0.14	0.14	0.14	0	0.00017	0.00017	0.00017	0.00017	0	3	0.15
74	0.0018	0.085	4.6e-05	0.021	0	0.23	0.021	0.021	0.2	0.021	0.021	0.021	0.021	0	0.085	0.083	0.083	0.083	0	5	0.083
75	7e-06	0.17	0.0028	0.026	1.4e-05	0.0001	0.026	0.026	8.9e-05	0.026	0.026	0.026	0.026	0	0.17	0.16	0.16	0.16	0	1	0.23
76	5.1e-06	0.16	0.0016	0.028	0	5.7e-05	0.028	0.028	4.9e-05	0.028	0.028	0.028	0.028	0	0.16	0.16	0.16	0.16	0	1	0.23
77	0.00021	0.0019	0	0.14	0	0.0038	0.14	0.14	0.0032	0.14	0.14	0.14	0.14	0	0.0019	0.0018	0.0018	0.0018	0	3	0.15
78	0.00012	0.008	0	0.14	0	0.0023	0.14	0.14	0.0019	0.14	0.14	0.14	0.14	0	0.008	0.0077	0.0077	0.0077	0	3	0.15
79	4e-05	0.069	0.00056	0.094	4.6e-06	0.0012	0.094	0.094	0.0011	0.094	0.094	0.094	0.094	0	0.069	0.067	0.067	0.067	0	3	0.15
80	0.00043	0.012	7e-06	0.13	0	0.02	0.13	0.13	0.017	0.13	0.13	0.13	0.13	0	0.012	0.012	0.012	0.012	0	3	0.15
81	9.8e-05	0.028	1.7e-05	0.12	0	0.0022	0.12	0.12	0.0019	0.12	0.12	0.12	0.12	0	0.028	0.027	0.027	0.027	0	3	0.15
82	0.00028	0.036	0.00013	0.11	0	0.015	0.11	0.11	0.013	0.11	0.11	0.11	0.11	0	0.036	0.035	0.035	0.035	0	3	0.15
83	0	0.086	1.5e-05	0.083	0	3.2e-06	0.083	0.083	2.7e-06	0.083	0.083	0.083	0.083	0	0.086	0.083	0.083	0.083	0	1	0.23
84	0	0.088	6.1e-06	0.081	0	0	0.081	0.081	0	0.081	0.081	0.081	0.081	0	0.088	0.085	0.085	0.085	0	1	0.23
85	0	0.00045	0	0.14	0	0	0.14	0.14	0	0.14	0.14	0.14	0.14	0	0.00045	0.00043	0.00043	0.00043	0	3	0.15
86	8.5e-06	0.092	0.0015	0.078	0.0033	0.00028	0.078	0.078	0.00024	0.078	0.078	0.078	0.078	0	0.092	0.089	0.089	0.089	0	1	0.23
87	3.3e-06	0.1	0.00016	0.071	0	2e-05	0.071	0.071	1.7e-05	0.071	0.071	0.071	0.071	0	0.1	0.099	0.099	0.099	0	1	0.23
88	0	0.093	0	0.078	0	0	0.078	0.078	0	0.078	0.078	0.078	0.078	0	0.093	0.09	0.09	0.09	0	1	0.23
89	0	0.026	0	0.12	0	0	0.12	0.12	0	0.12	0.12	0.12	0.12	0	0.026	0.025	0.025	0.025	0	3	0.15
90	0.00017	0.021	1.2e-05	0.13	0	0.0048	0.13	0.13	0.0041	0.13	0.13	0.13	0.13	0	0.021	0.02	0.02	0.02	0	3	0.15
91	1.7e-05	0.016	0	0.13	0	0.0001	0.13	0.13	8.6e-05	0.13	0.13	0.13	0.13	0	0.016	0.016	0.016	0.016	0	3	0.15
92	1.2e-05	0.077	0.00011	0.089	0	0.00013	0.089	0.089	0.00011	0.089	0.089	0.089	0.089	0	0.077	0.074	0.074	0.074	0	3	0.15
93	0	0.0034	0	0.14	0	0	0.14	0.14	0	0.14	0.14	0.14	0.14	0	0.0034	0.0033	0.0033	0.0033	0	3	0.15
94	0.0043	0	0	0.016	0	0.48	0.016	0.016	0.41	0.016	0.016	0.016	0.016	0	0	0	0	0	0	5	0.083
95	0	0.14	0.00037	0.043	0	0	0.043	0.043	0	0.043	0.043	0.043	0.043	0	0.14	0.14	0.14	0.14	0	1	0.23
96	0.0011	0.0019	0	0.12	0	0.068	0.12	0.12	0.058	0.12	0.12	0.12	0.12	0	0.0019	0.0019	0.0019	0.0019	0	3	0.15
97	4.4e-05	0.059	0.00012	0.1	0	0.00086	0.1	0.1	0.00073	0.1	0.1	0.1	0.1	0	0.059	0.057	0.057	0.057	0	3	0.15
98	0.00021	0.0029	0	0.14	0	0.0043	0.14	0.14	0.0037	0.14	0.14	0.14	0.14	0	0.0029	0.0028	0.0028	0.0028	0	3	0.15
99	0	0.043	0	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.043	0.041	0.041	0.041	0	3	0.15
100	0	0.0033	0	0.14	0	0	0.14	0.14	0	0.14	0.14	0.14	0.14	0	0.0033	0.0032	0.0032	0.0032	0	3	0.15
101	0.0012	0	0	0.00057	0	0.54	0.00057	0.00057	0.46	0.00057	0.00057	0.00057	0.00057	0	0	0	0	0	0	5	0.083
102	0	0.015	0	0.13	0	0	0.13	0.13	0	0.13	0.13	0.13	0.13	0	0.015	0.015	0.015	0.015	0	3	0.15
103	0	0.071	2.6e-06	0.093	0	0	0.093	0.093	0	0.093	0.093	0.093	0.093	0	0.071	0.069	0.069	0.069	0	3	0.15
104	0.00023	0.022	6.4e-06	0.13	0	0.0059	0.13	0.13	0.005	0.13	0.13	0.13	0.13	0	0.022	0.021	0.021	0.021	0	3	0.15
105	0	0.17	5.8e-05	0.024	0	0	0.024	0.024	0	0.024	0.024	0.024	0.024	0	0.17	0.16	0.16	0.16	0	1	0.23
106	0	0.19	6.6e-05	0.0091	0	0	0.0091	0.0091	0	0.0091	0.0091	0.0091	0.0091	0	0.19	0.18	0.18	0.18	0	1	0.23
107	0	0.19	5.9e-05	0.0089	0	0	0.0089	0.0089	0	0.0089	0.0089	0.0089	0.0089	0	0.19	0.19	0.19	0.19	0	1	0.23
108	1.5e-05	0.1	0.00012	0.071	0	0.00013	0.071	0.071	0.00011	0.071	0.071	0.071	0.071	0	0.1	0.099	0.099	0.099	0	1	0.23
109	7.3e-05	0.0034	0	0.14	0	0.00052	0.14	0.14	0.00045	0.14	0.14	0.14	0.14	0	0.0034	0.0033	0.0033	0.0033	0	3	0.15
110	0	0.2	6e-05	0.0032	0	0	0.0032	0.0032	0	0.0032	0.0032	0.0032	0.0032	0	0.2	0.19	0.19	0.19	0	1	0.23
111	0	0.2	0.0012	0.0059	0	0	0.0059	0.0059	0	0.0059	0.0059	0.0059	0.0059	0	0.2	0.19	0.19	0.19	0	1	0.23
112	4.5e-06	0.031	0	0.12	0	9.3e-06	0.12	0.12	7.9e-06	0.12	0.12	0.12	0.12	0	0.031	0.03	0.03	0.03	0	3	0.15
113	0	0.19	0.0049	0.0069	1.1e-06	1.1e-06	0.0069	0.0069	0	0.0069	0.0069	0.0069	0.0069	0	0.19	0.19	0.19	0.19	0	1	0.23
114	0.00033	0.0059	0	0.14	0	0.0075	0.14	0.14	0.0064	0.14	0.14	0.14	0.14	0	0.0059	0.0058	0.0058	0.0058	0	3	0.15
115	4.3e-05	0.058	2.9e-05	0.1	0	0.00053	0.1	0.1	0.00045	0.1	0.1	0.1	0.1	0	0.058	0.056	0.056	0.056	0	3	0.15
116	0	0.091	3.6e-06	0.079	0	0	0.079	0.079	0	0.079	0.079	0.079	0.079	0	0.091	0.088	0.088	0.088	0	1	0.23
117	0	0.16	2.7e-06	0.03	0	0	0.03	0.03	0	0.03	0.03	0.03	0.03	0	0.16	0.16	0.16	0.16	0	1	0.23
118	1.3e-05	0.054	6.6e-06	0.11	0	6.7e-05	0.11	0.11	5.7e-05	0.11	0.11	0.11	0.11	0	0.054	0.052	0.052	0.052	0	3	0.15
119	0	0.012	0	0.13	0	0	0.13	0.13	0	0.13	0.13	0.13	0.13	0	0.012	0.012	0.012	0.012	0	3	0.15
120	0	0.2	6.1e-05	0.00055	0	0	0.00055	0.00055	0	0.00055	0.00055	0.00055	0.00055	0	0.2	0.2	0.2	0.2	0	1	0.23
121	0.0005	0.027	3e-05	0.12	0	0.024	0.12	0.12	0.02	0.12	0.12	0.12	0.12	0	0.027	0.026	0.026	0.026	0	3	0.15
122	0	0.12	6e-06	0.057	0	0	0.057	0.057	0	0.057	0.057	0.057	0.057	0	0.12	0.12	0.12	0.12	0	1	0.23
123	3.2e-05	0.087	0.00011	0.082	0	0.00041	0.082	0.082	0.00035	0.082	0.082	0.082	0.082	0	0.087	0.084	0.084	0.084	0	1	0.23
124	0.0022	0.00049	0	0.11	0	0.13	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0	0.00049	0.00047	0.00047	0.00047	0	5	0.083
125	0	0.0098	0	0.14	0	0	0.14	0.14	0	0.14	0.14	0.14	0.14	0	0.0098	0.0095	0.0095	0.0095	0	3	0.15
126	7.4e-05	0.018	1.1e-06	0.13	0	0.00082	0.13	0.13	0.0007	0.13	0.13	0.13	0.13	0	0.018	0.017	0.017	0.017	0	3	0.15
127	1.5e-05	0.0013	0	0.14	0	3e-05	0.14	0.14	2.6e-05	0.14	0.14	0.14	0.14	0	0.0013	0.0013	0.0013	0.0013	0	3	0.15
128	7.9e-05	0.07	0.00011	0.093	0	0.0016	0.093	0.093	0.0014	0.093	0.093	0.093	0.093	0	0.07	0.068	0.068	0.068	0	3	0.15
129	0.0025	0.00094	0	0.073	0	0.26	0.073	0.073	0.22	0.073	0.073	0.073	0.073	0	0.00094	0.00091	0.00091	0.00091	0	5	0.083
130	1e-05	0.16	0.0026	0.03	2.2e-05	0.00017	0.03	0.03	0.00015	0.03	0.03	0.03	0.03	0	0.16	0.16	0.16	0.16	0	1	0.23
131	9.9e-06	0.017	0	0.13	0	2.8e-05	0.13	0.13	2.4e-05	0.13	0.13	0.13	0.13	0	0.017	0.017	0.017	0.017	0	3	0.15
132	2.2e-05	0.0096	0	0.14	0	0.00013	0.14	0.14	0.00011	0.14	0.14	0.14	0.14	0	0.0096	0.0093	0.0093	0.0093	0	3	0.15
133	0	0.077	0.00099	0.089	0	0	0.089	0.089	0	0.089	0.089	0.089	0.089	0	0.077	0.074	0.074	0.074	0	3	0.15
134	0.00012	0.0065	0	0.14	0	0.0021	0.14	0.14	0.0018	0.14	0.14	0.14	0.14	0	0.0065	0.0063	0.0063	0.0063	0	3	0.15
135	0.00012	0.019	6.7e-06	0.13	0	0.0025	0.13	0.13	0.0022	0.13	0.13	0.13	0.13	0	0.019	0.019	0.019	0.019	0	3	0.15
136	0	0.084	0.0013	0.084	7.8e-05	0	0.084	0.084	0	0.084	0.084	0.084	0.084	0	0.084	0.081	0.081	0.081	0	3	0.15
137	0.00021	0.034	7.5e-05	0.12	0	0.0085	0.12	0.12	0.0072	0.12	0.12	0.12	0.12	0	0.034	0.033	0.033	0.033	0	3	0.15
138	5e-05	0.061	0.00019	0.1	0	0.0012	0.1	0.1	0.00099	0.1	0.1	0.1	0.1	0	0.061	0.059	0.059	0.059	0	3	0.15
139	0.0001	0.0029	0	0.14	0	0.0013	0.14	0.14	0.0011	0.14	0.14	0.14	0.14	0	0.0029	0.0029	0.0029	0.0029	0	3	0.15
140	0.0019	2.4e-05	0	0.12	0	0.069	0.12	0.12	0.059	0.12	0.12	0.12	0.12	0	2.4e-05	2.3e-05	2.3e-05	2.3e-05	0	3	0.15
141	3.9e-05	0.068	0.00039	0.095	0	0.001	0.095	0.095	0.00088	0.095	0.095	0.095	0.095	0	0.068	0.066	0.066	0.066	0	3	0.15
142	0.0017	0.0013	0	0.098	0	0.16	0.098	0.098	0.14	0.098	0.098	0.098	0.098	0	0.0013	0.0013	0.0013	0.0013	0	5	0.083
143	8.7e-06	0.032	2.4e-06	0.12	0	4e-05	0.12	0.12	3.4e-05	0.12	0.12	0.12	0.12	0	0.032	0.031	0.031	0.031	0	3	0.15
144	6.2e-06	0.092	0.00035	0.078	0	6.6e-05	0.078	0.078	5.6e-05	0.078	0.078	0.078	0.078	0	0.092	0.089	0.089	0.089	0	1	0.23
145	0	0.048	0.0013	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.048	0.047	0.047	0.047	0	3	0.15
146	0.0039	0	0	0.014	0	0.48	0.014	0.014	0.41	0.014	0.014	0.014	0.014	0	0	0	0	0	0	5	0.083
147	0	0.16	0.00027	0.031	0	0	0.031	0.031	0	0.031	0.031	0.031	0.031	0	0.16	0.15	0.15	0.15	0	1	0.23
148	6.9e-06	0.025	0	0.13	0	2.5e-05	0.13	0.13	2.1e-05	0.13	0.13	0.13	0.13	0	0.025	0.025	0.025	0.025	0	3	0.15
149	2.2e-05	0.012	0	0.13	0	0.00014	0.13	0.13	0.00011	0.13	0.13	0.13	0.13	0	0.012	0.012	0.012	0.012	0	3	0.15
150	0	0.082	0.00085	0.085	0	1.1e-05	0.085	0.085	9.2e-06	0.085	0.085	0.085	0.085	0	0.082	0.079	0.079	0.079	0	3	0.15
151	0.0037	2.2e-06	0	0.11	0	0.14	0.11	0.11	0.12	0.11	0.11	0.11	0.11	0	2.2e-06	2.1e-06	2.1e-06	2.1e-06	0	5	0.083
152	6.8e-05	0.013	0	0.13	0	0.00091	0.13	0.13	0.00078	0.13	0.13	0.13	0.13	0	0.013	0.012	0.012	0.012	0	3	0.15
153	0.00031	3.8e-05	0	0.14	0	0.0033	0.14	0.14	0.0028	0.14	0.14	0.14	0.14	0	3.8e-05	3.6e-05	3.6e-05	3.6e-05	0	3	0.15
154	2.3e-06	0.07	1e-05	0.094	0	6.2e-06	0.094	0.094	5.3e-06	0.094	0.094	0.094	0.094	0	0.07	0.068	0.068	0.068	0	3	0.15
155	0.00073	0	0	0.00011	0	0.54	0.00011	0.00011	0.46	0.00011	0.00011	0.00011	0.00011	0	0	0	0	0	0	5	0.083
156	0	0.2	2.3e-06	0.0043	0	0	0.0043	0.0043	0	0.0043	0.0043	0.0043	0.0043	0	0.2	0.19	0.19	0.19	0	1	0.23
157	0	0.15	8e-06	0.037	0	0	0.037	0.037	0	0.037	0.037	0.037	0.037	0	0.15	0.15	0.15	0.15	0	1	0.23
158	0	0.0044	0	0.14	0	0	0.14	0.14	0	0.14	0.14	0.14	0.14	0	0.0044	0.0043	0.0043	0.0043	0	3	0.15
159	0	0.18	3.7e-05	0.016	0	0	0.016	0.016	0	0.016	0.016	0.016	0.016	0	0.18	0.17	0.17	0.17	0	1	0.23
160	0.0028	3.9e-05	0	0.093	0	0.19	0.093	0.093	0.16	0.093	0.093	0.093	0.093	0	3.9e-05	3.7e-05	3.7e-05	3.7e-05	0	5	0.083
161	0.0024	1.8e-05	0	0.12	0	0.099	0.12	0.12	0.084	0.12	0.12	0.12	0.12	0	1.8e-05	1.7e-05	1.7e-05	1.7e-05	0	3	0.15
162	3.2e-06	0.031	0	0.12	0	7.4e-06	0.12	0.12	6.3e-06	0.12	0.12	0.12	0.12	0	0.031	0.03	0.03	0.03	0	3	0.15
163	0	0.016	0	0.13	0	2.2e-06	0.13	0.13	0	0.13	0.13	0.13	0.13	0	0.016	0.015	0.015	0.015	0	3	0.15
164	0.00076	0.00067	0	0.13	0	0.028	0.13	0.13	0.024	0.13	0.13	0.13	0.13	0	0.00067	0.00065	0.00065	0.00065	0	3	0.15
165	0	0.11	5e-05	0.064	0	2.3e-06	0.064	0.064	0	0.064	0.064	0.064	0.064	0	0.11	0.11	0.11	0.11	0	1	0.23
166	0.00011	0.021	8.5e-06	0.13	0	0.0023	0.13	0.13	0.0019	0.13	0.13	0.13	0.13	0	0.021	0.021	0.021	0.021	0	3	0.15
167	0.00066	0	0	0.14	0	0.0028	0.14	0.14	0.0024	0.14	0.14	0.14	0.14	0	0	0	0	0	0	3	0.15
168	0.00016	0.0037	0	0.14	0	0.0027	0.14	0.14	0.0023	0.14	0.14	0.14	0.14	0	0.0037	0.0036	0.0036	0.0036	0	3	0.15
