SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
34	6.5e-06	0	3.6e-05	6.5e-06	2.5e-06	0	0.00079	2.1e-05	0	6.5e-06	1	0	0	8.3e-05	0	0	2.6e-05	0.00033	0	0	10	0.17	0.15
35	1.4e-06	1.7e-06	1.8e-05	1.4e-06	2.2e-06	0	0.00084	1e-05	1.7e-06	1.4e-06	0.99	0	1.4e-06	0.003	0	1.7e-06	6.8e-06	0.0015	0	0	10	0.17	0.15
36	0.0048	1.8e-05	5.4e-06	0.0048	0	0.31	0.014	3e-06	1.8e-05	0.0048	0.087	0.43	0	6.6e-05	0.043	1.8e-05	0.00021	2.1e-05	0.1	0	11	0.094	0.083
37	0.00055	0.00039	2.2e-05	0.00055	6.7e-06	9.2e-05	0.08	1.2e-05	0.00039	0.00055	0.91	0.0028	0	0.0032	1.2e-06	0.00039	0.00019	8.7e-05	0.0026	0	10	0.17	0.15
38	0.0056	2e-06	6.2e-06	0.0056	0	0.36	0.0074	3.5e-06	2e-06	0.0056	0.075	0.46	0	1.3e-05	0.022	2e-06	0.00025	2.4e-05	0.066	0	11	0.094	0.083
39	0.0009	0	0	0.0009	0	0.5	0.00015	0	0	0.0009	8.7e-05	0.33	0	0	0.12	0	8e-06	0	0.05	0	5	0.076	0.083
40	1.4e-05	0	3.6e-05	1.4e-05	4.4e-06	0	0.004	2e-05	0	1.4e-05	1	0	0	1.6e-05	0	0	6e-05	1.9e-05	0	0	10	0.17	0.15
41	0.0002	9.4e-06	3.4e-05	0.0002	4e-06	3.1e-05	0.0091	1.9e-05	9.4e-06	0.0002	0.99	0.00054	0	0.001	0	9.4e-06	0.00011	0.00054	7.1e-05	0	10	0.17	0.15
42	0.00069	6.1e-05	3.5e-05	0.00069	3.3e-06	0.0035	0.011	2e-05	6.1e-05	0.00069	0.96	0.011	0.00034	0.0043	4.2e-05	6.1e-05	0.00015	0.0074	0.0018	0	10	0.17	0.15
43	0.00077	0.00011	3.1e-05	0.00077	4.5e-06	0.0011	0.027	1.7e-05	0.00011	0.00077	0.95	0.0086	1.7e-05	0.0031	1.8e-05	0.00011	0.00018	0.0015	0.003	0	10	0.17	0.15
44	0.0041	0.00036	5e-06	0.0041	1.3e-06	0.11	0.055	2.8e-06	0.00036	0.0041	0.13	0.32	0	0.00043	0.077	0.00036	0.00021	1.6e-05	0.29	0	11	0.094	0.083
45	0.03	0	1.1e-05	0.03	1.1e-06	0.066	0.029	6.1e-06	0	0.03	0.075	0.63	0	0	0.00023	0	0.0016	0	0.1	0	11	0.094	0.083
46	3.5e-06	0.0032	4.1e-06	3.5e-06	1.7e-06	0	0.0076	2.3e-06	0.0032	3.5e-06	0.47	8.1e-06	0.36	0.15	0	0.0032	4e-06	0.0045	1.7e-05	0	10	0.17	0.15
47	2.2e-05	1.6e-06	3e-05	2.2e-05	2.5e-06	0	0.0017	1.7e-05	1.6e-06	2.2e-05	0.99	1.8e-05	1.2e-06	0.0012	0	1.6e-06	3e-05	0.0026	1.2e-06	0	10	0.17	0.15
48	0.00079	0	0	0.00079	0	0.39	2.4e-05	0	0	0.00079	3.9e-06	0.4	0	0	0.13	0	3.4e-06	0	0.08	0	11	0.094	0.083
49	0.00011	0	0	0.00011	0	0.68	0	0	0	0.00011	0	0.21	0	0	0.092	0	0	0	0.0099	0	5	0.076	0.083
50	0.0039	4.3e-05	2.9e-06	0.0039	0	0.2	0.02	1.7e-06	4.3e-05	0.0039	0.055	0.4	0	6.2e-05	0.098	4.3e-05	0.00016	7.1e-06	0.22	0	11	0.094	0.083
51	0.00075	0	0	0.00075	0	0.33	9.3e-06	0	0	0.00075	0	0.49	0	0	0.07	0	1.7e-06	0	0.1	0	11	0.094	0.083
52	4e-05	0	7.7e-05	4e-05	1.5e-06	1.3e-06	0.00023	4.4e-05	0	4e-05	0.99	2.2e-05	0	1.8e-05	0	0	5.9e-05	0.0076	0	0	10	0.17	0.15
53	0.00042	0.0091	1.3e-05	0.00042	5.4e-06	0.00054	0.094	7.6e-06	0.0091	0.00042	0.81	0.0063	0.0033	0.047	0.00013	0.0091	9.6e-05	0.00066	0.011	0	10	0.17	0.15
54	0.00092	2.1e-05	3.9e-05	0.00092	4.7e-06	0.00065	0.021	2.2e-05	2.1e-05	0.00092	0.97	0.0063	0	0.00085	1.6e-06	2.1e-05	0.00026	0.00044	0.0011	0	10	0.17	0.15
55	7.2e-05	0	0	7.2e-05	0	0.81	0	0	0	7.2e-05	0	0.19	0	0	0.0022	0	0	0	0.00098	0	5	0.076	0.083
56	0	0.037	0	0	7.3e-06	0	0.071	0	0.037	0	0.56	0	0	0.26	0	0.037	0	0	0	0	10	0.17	0.15
57	0.004	0.00045	2.1e-05	0.004	3.7e-06	0.057	0.064	1.2e-05	0.00045	0.004	0.57	0.18	2e-05	0.0024	0.013	0.00045	0.00035	0.00048	0.1	0	10	0.17	0.15
58	0.00013	0.0073	0	0.00013	0	0.67	0	0	0.0073	0.00013	0	0.15	0	0.0033	0.15	0.0073	0	0	0.0065	0	5	0.076	0.083
59	0.0012	0.0003	1.4e-05	0.0012	7.4e-06	0.00076	0.12	7.8e-06	0.0003	0.0012	0.86	0.012	0.00012	0.0015	1.3e-05	0.0003	0.00023	4.1e-05	0.0071	0	10	0.17	0.15
60	0.0014	0.0009	0	0.0014	0	0.19	0.00035	0	0.0009	0.0014	1.3e-05	0.49	0	1.3e-05	0.075	0.0009	7.1e-06	0	0.24	0	11	0.094	0.083
61	0.0019	0.00017	0	0.0019	0	0.042	0.011	0	0.00017	0.0019	0.0023	0.26	0	1.4e-05	0.11	0.00017	3.5e-05	0	0.57	0	18	0.11	0.067
62	3e-05	1.3e-05	2.3e-05	3e-05	3.6e-06	0	0.0057	1.3e-05	1.3e-05	3e-05	0.99	2.7e-05	0	0.0024	0	1.3e-05	3.8e-05	0.00057	5e-06	0	10	0.17	0.15
63	0.0078	5.5e-06	7.6e-06	0.0078	0	0.2	0.02	4.3e-06	5.5e-06	0.0078	0.1	0.5	0	1.7e-05	0.019	5.5e-06	0.00038	1.1e-05	0.14	0	11	0.094	0.083
64	0.00013	0	0	0.00013	0	0.25	0	0	0	0.00013	0	0.26	0	0	0.39	0	0	0	0.097	0	14	0.076	0.05
65	0.0032	0.0034	1e-05	0.0032	5.7e-06	0.0038	0.32	6e-06	0.0034	0.0032	0.43	0.066	0	0.0024	0.0011	0.0034	0.00038	6.7e-06	0.16	0	10	0.17	0.15
66	0.002	0	0	0.002	0	0.51	6.2e-05	0	0	0.002	8.9e-05	0.44	0	0	0.015	0	1.9e-05	0	0.027	0	5	0.076	0.083
67	0.0084	1.2e-05	2.7e-06	0.0084	0	0.054	0.054	1.5e-06	1.2e-05	0.0084	0.043	0.42	0	4.8e-06	0.01	1.2e-05	0.00037	0	0.39	0	11	0.094	0.083
68	3.1e-05	0	0	3.1e-05	0	0.18	0	0	0	3.1e-05	0	0.19	0	0	0.56	0	0	0	0.071	0	14	0.076	0.05
69	2.4e-05	7.1e-06	2.1e-05	2.4e-05	5.8e-06	0	0.014	1.2e-05	7.1e-06	2.4e-05	0.99	5.8e-06	0	0.00055	0	7.1e-06	5.4e-05	1.6e-05	2e-06	0	10	0.17	0.15
70	0.0011	0	0	0.0011	0	0.47	5.2e-05	0	0	0.0011	3.1e-05	0.39	0	0	0.085	0	7.6e-06	0	0.052	0	5	0.076	0.083
71	0.002	0	0	0.002	0	0.39	0.00026	0	0	0.002	0.00011	0.49	0	0	0.041	0	1.9e-05	0	0.08	0	11	0.094	0.083
72	1.2e-05	0.0057	7.6e-06	1.2e-05	3.9e-06	0	0.025	4.3e-06	0.0057	1.2e-05	0.8	2.5e-05	0.016	0.14	0	0.0057	1.3e-05	0.0011	5.1e-05	0	10	0.17	0.15
73	0	0	2.3e-05	0	1e-05	0	0.0042	1.3e-05	0	0	1	0	0	0	0	0	2.5e-05	0	0	0	10	0.17	0.15
74	0.0045	0.0003	2.4e-05	0.0045	5.1e-06	0.016	0.11	1.3e-05	0.0003	0.0045	0.64	0.12	0	0.0011	0.0022	0.0003	0.00049	0.00014	0.099	0	10	0.17	0.15
75	0.00031	0.0011	1.2e-05	0.00031	3.1e-06	0.0009	0.033	6.8e-06	0.0011	0.00031	0.91	0.0057	0.016	0.026	0.00013	0.0011	6.6e-05	0.0017	0.005	0	10	0.17	0.15
76	1.9e-05	3.9e-05	1.2e-05	1.9e-05	0	3.1e-06	0.0036	7e-06	3.9e-05	1.9e-05	0.98	5e-05	0.0018	0.014	0	3.9e-05	1.6e-05	0.0042	1.2e-05	0	10	0.17	0.15
77	0.0061	1.6e-06	2.4e-06	0.0061	0	0.21	0.013	0	1.6e-06	0.0061	0.047	0.5	0.029	4.1e-06	0.025	1.6e-06	0.00022	0	0.16	0	11	0.094	0.083
78	0	1.6e-06	5.2e-06	0	0	0	0.00043	2.9e-06	1.6e-06	0	0.99	0	0	0.0078	0	1.6e-06	0	0.00092	0	0	10	0.17	0.15
79	2.6e-06	3e-05	8.8e-06	2.6e-06	0	0	0.0022	5e-06	3e-05	2.6e-06	0.97	2.1e-06	0.0016	0.019	0	3e-05	5.2e-06	0.0057	0	0	10	0.17	0.15
80	2.9e-05	0	2.4e-05	2.9e-05	3.3e-06	0	0.0045	1.4e-05	0	2.9e-05	1	5.5e-06	6.3e-05	3.4e-05	0	0	6.4e-05	1e-05	0	0	10	0.17	0.15
81	0.00065	4.5e-06	3.1e-05	0.00065	0	0.013	0.0031	1.7e-05	4.5e-06	0.00065	0.94	0.016	0.0013	0.0016	0.00012	4.5e-06	0.0001	0.024	0.0011	0	10	0.17	0.15
82	0	0.015	0	0	4.9e-06	0	0.038	0	0.015	0	0.62	0	3.1e-05	0.3	0	0.015	0	0	0	0	10	0.17	0.15
83	8.5e-06	0	1.8e-05	8.5e-06	0	0	0.00051	1e-05	0	8.5e-06	0.98	1.2e-05	0.00021	0.0025	0	0	1.1e-05	0.018	0	0	10	0.17	0.15
84	0.0015	3e-05	2.5e-05	0.0015	2.5e-06	0.022	0.014	1.4e-05	3e-05	0.0015	0.9	0.044	0.0044	0.002	0.00053	3e-05	0.00019	0.0021	0.0068	0	10	0.17	0.15
85	9e-05	0	0	9e-05	0	0.81	0	0	0	9e-05	0	0.17	0	0	0.019	0	0	0	0.0025	0	5	0.076	0.083
86	5e-06	0	5.8e-05	5e-06	2.6e-06	0	0.0004	3.3e-05	0	5e-06	1	0	0	0	0	0	7.4e-05	0	0	0	10	0.17	0.15
87	9.4e-06	0	3.1e-05	9.4e-06	2.7e-06	0	0.001	1.8e-05	0	9.4e-06	1	0	3.3e-06	5.7e-06	0	0	4.7e-05	3.1e-06	0	0	10	0.17	0.15
88	0	0	0	0	0	0.0028	0	0	0	0	0	0.00089	0	0	0.99	0	0	0	0.0017	0	14	0.076	0.05
89	1.1e-06	0	2.3e-05	1.1e-06	1.6e-06	0	0.0003	1.3e-05	0	1.1e-06	0.99	0	1.4e-06	0.0013	0	0	5.7e-06	0.0077	0	0	10	0.17	0.15
90	0.0017	0.00045	0	0.0017	1.3e-06	3.8e-05	0.71	0	0.00045	0.0017	0.023	0.012	0	5.5e-06	1e-05	0.00045	0.0002	0	0.24	0	6	0.17	0.1
91	0	0	6.6e-05	0	0	0	2.2e-05	3.7e-05	0	0	1	0	0	3.5e-06	0	0	9.2e-06	0.0038	0	0	10	0.17	0.15
92	0	0.00021	0	0	3.6e-06	0	0.0096	0	0.00021	0	0.96	0	0.011	0.019	0	0.00021	0	0.0015	0	0	10	0.17	0.15
93	1.2e-05	0.00025	1.3e-05	1.2e-05	2.8e-06	0	0.0064	7.4e-06	0.00025	1.2e-05	0.94	2.1e-05	0.016	0.034	0	0.00025	1.4e-05	0.0055	1.1e-05	0	10	0.17	0.15
94	0	0	0	0	0	0	0	0	0	0	0.01	0	0.86	0.00038	0	0	0	0.13	0	0	12	0.32	0.23
95	0	0	0	0	0	0	0	0	0	0	0.16	0	0.78	0.019	0	0	0	0.044	0	0	12	0.32	0.23
96	0	0	0	0	0	0	0	0	0	0	0.0083	0	0.92	0.0003	0	0	0	0.072	0	0	12	0.32	0.23
97	0	0	0	0	0	0	0	0	0	0	0.89	0	0.11	0.0015	0	0	0	8.8e-06	0	0	10	0.17	0.15
98	0	0	0	0	0	0	0	0	0	0	0.85	0	0.048	0.00049	0	0	0	0.1	0	0	10	0.17	0.15
99	0	0	0	0	0	0	0	0	0	0	0.95	0	0.029	0.0016	0	0	0	0.017	0	0	10	0.17	0.15
100	0	8.3e-06	5.1e-06	0	1.1e-06	0	0.00015	2.9e-06	8.3e-06	0	0.87	0	0.021	0.084	0	8.3e-06	0	0.021	0	0	10	0.17	0.15
101	1.6e-06	9.3e-06	1.4e-05	1.6e-06	1.4e-06	0	0.00068	7.7e-06	9.3e-06	1.6e-06	0.82	1e-06	0.12	0.014	0	9.3e-06	4.1e-06	0.045	0	0	10	0.17	0.15
102	0	8e-05	1.8e-06	0	2.4e-06	0	0.00071	1e-06	8e-05	0	0.83	0	1.5e-05	0.17	0	8e-05	0	5.8e-05	0	0	10	0.17	0.15
103	0	0	0	0	0	0	8.4e-06	0	0	0	0.16	0	0.76	0.0096	0	0	0	0.07	0	0	12	0.32	0.23
104	0.011	1.4e-06	1.6e-05	0.011	0	0.19	0.021	8.8e-06	1.4e-06	0.011	0.19	0.47	0.021	8.9e-06	0.0036	1.4e-06	0.00065	8e-06	0.068	0	11	0.094	0.083
105	0.0043	0.0012	5.1e-06	0.0043	0	0.3	0.0073	0	0.0012	0.0043	0.067	0.42	0.028	0.0078	0.045	0.0012	0.00016	0.00056	0.098	0	11	0.094	0.083
106	0	0	0	0	0	0	0	0	0	0	0.99	0	0.002	0.0073	0	0	0	0.0024	0	0	10	0.17	0.15
107	0.00043	0.00047	0	0.00043	0	0.26	7.2e-05	0	0.00047	0.00043	1.4e-05	0.25	0.004	4.2e-05	0.37	0.00047	0	2.7e-05	0.11	0	14	0.076	0.05
108	0	0	2.2e-05	0	0	0	6.2e-05	1.2e-05	0	0	0.98	0	0.0086	0.0015	0	0	0	0.005	0	0	10	0.17	0.15
109	0.005	0.00026	2.5e-05	0.005	3.2e-06	0.032	0.066	1.4e-05	0.00026	0.005	0.58	0.15	0.086	0.0015	0.0014	0.00026	0.00045	0.0035	0.058	0	10	0.17	0.15
110	1.1e-05	0	0	1.1e-05	0	0.065	0	0	0	1.1e-05	0	0.031	4.8e-05	0	0.89	0	0	0	0.018	0	14	0.076	0.05
111	2.6e-05	0.00081	1.3e-05	2.6e-05	0	0	0.017	7.2e-06	0.00081	2.6e-05	0.95	6.8e-05	0.0035	0.028	0	0.00081	1.9e-05	0.001	7.8e-05	0	10	0.17	0.15
112	0	0	0	0	0	0	0	0	0	0	0.96	0	0.04	0.0008	0	0	0	0.0019	0	0	10	0.17	0.15
113	0	0	0	0	0	0	0	0	0	0	0.9	0	0.099	0.00084	0	0	0	0.0028	0	0	10	0.17	0.15
114	0	0	0	0	0	0	0	0	0	0	0.94	0	0.029	0.017	0	0	0	0.016	0	0	10	0.17	0.15
115	0	0	0	0	0	0	0	0	0	0	0.98	0	0.015	0.0032	0	0	0	0.002	0	0	10	0.17	0.15
116	1.7e-05	0	4.8e-05	1.7e-05	0	0	0.00035	2.7e-05	0	1.7e-05	1	8.7e-06	2.7e-06	8.6e-05	0	0	3.1e-05	0.0025	0	0	10	0.17	0.15
117	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0.00017	0	0	0	0.005	0	0	10	0.17	0.15
118	0	0	0	0	0	0	0	0	0	0	0.95	0	0.054	1.5e-05	0	0	0	0	0	0	10	0.17	0.15
119	0	0	0	0	0	0	0	0	0	0	0.5	0	0.22	0.28	0	0	0	0.0053	0	0	10	0.17	0.15
120	3.3e-05	3.9e-06	2e-05	3.3e-05	8.8e-06	0	0.047	1.1e-05	3.9e-06	3.3e-05	0.95	4.3e-06	0.00098	7.8e-05	0	3.9e-06	9.1e-05	0	4.8e-06	0	10	0.17	0.15
121	0	0	2.9e-05	0	0	0	0	1.6e-05	0	0	1	0	0.0021	0	0	0	0	0.00094	0	0	10	0.17	0.15
122	0	2.6e-05	5.7e-06	0	0	0	0.0016	0	2.6e-05	0	0.98	0	5.2e-06	0.02	0	2.6e-05	0	1.7e-05	0	0	10	0.17	0.15
123	0.033	0.00028	0	0.033	0	0.057	0.0014	0	0.00028	0.033	0.00084	0.78	0.015	0.00014	1.3e-05	0.00028	0.00063	2.9e-05	0.042	0	11	0.094	0.083
124	0.00059	0	0	0.00059	0	0.34	8.6e-05	0	0	0.00059	4.4e-05	0.28	0.0016	0	0.3	0	4.2e-06	0	0.083	0	5	0.076	0.083
125	0.00049	0.00018	1.7e-05	0.00049	2.9e-06	0.0021	0.019	9.7e-06	0.00018	0.00049	0.95	0.0087	0.0051	0.0089	7.5e-05	0.00018	9.6e-05	0.0017	0.003	0	10	0.17	0.15
126	0.0012	0.001	1.3e-05	0.0012	3e-06	0.015	0.047	7.6e-06	0.001	0.0012	0.79	0.048	0.029	0.014	0.0062	0.001	0.00013	0.0013	0.039	0	10	0.17	0.15
127	0.0024	0	0	0.0024	0	0.36	0.0028	0	0	0.0024	0.0081	0.4	0.0097	0	0.1	0	5.5e-05	0	0.11	0	11	0.094	0.083
128	0.00028	0	0	0.00028	0	0.54	0	0	0	0.00028	0	0.42	4.9e-05	0	0.021	0	0	0	0.024	0	5	0.076	0.083
129	0.0068	1.4e-05	8.7e-06	0.0068	0	0.12	0.036	4.9e-06	1.4e-05	0.0068	0.23	0.37	0.05	6.8e-05	0.016	1.4e-05	0.00038	1.5e-05	0.16	0	11	0.094	0.083
130	0.0054	5.2e-06	1.1e-05	0.0054	0	0.26	0.014	6.1e-06	5.2e-06	0.0054	0.25	0.37	0.014	8.2e-05	0.018	5.2e-06	0.0003	8.6e-05	0.065	0	11	0.094	0.083
131	0.0055	0	0	0.0055	0	0.31	0.0039	0	0	0.0055	0.022	0.52	0.01	0	0.022	0	0.00016	0	0.091	0	11	0.094	0.083
132	0.0019	0	0	0.0019	0	0.15	0	0	0	0.0019	0	0.79	0.00026	0	0.00041	0	0	0	0.051	0	11	0.094	0.083
133	0.0047	0	0	0.0047	0	0.4	0.0014	0	0	0.0047	0.0067	0.51	0.0042	0	0.011	0	0.00011	0	0.049	0	11	0.094	0.083
134	5.7e-05	0	0	5.7e-05	0	0.69	0	0	0	5.7e-05	0	0.17	6.2e-06	0	0.13	0	0	0	0.0076	0	5	0.076	0.083
135	0.0037	0	0	0.0037	0	0.29	6.3e-05	0	0	0.0037	1.9e-05	0.64	0.0013	0	0.0031	0	2.3e-05	0	0.048	0	11	0.094	0.083
136	0	0	0	0	0	0	0	0	0	0	0.89	0	0.097	0.014	0	0	0	0.003	0	0	10	0.17	0.15
137	2.4e-06	2.7e-05	2.9e-06	2.4e-06	0	0	0.00058	0	2.7e-05	2.4e-06	0.84	8.1e-06	0.13	0.022	0	2.7e-05	2.1e-06	0.0092	0	0	10	0.17	0.15
138	0	0	0	0	0	0	1.6e-06	0	0	0	0.63	0	0.00092	0.36	0	0	0	0.0083	0	0	10	0.17	0.15
139	0.0045	0	0	0.0045	0	0.39	0.00028	0	0	0.0045	0.0014	0.55	0	0	0.0062	0	6.9e-05	0	0.037	0	11	0.094	0.083
140	0	3.6e-06	3.4e-06	0	0	0	0.00015	0	3.6e-06	0	0.94	0	0.0005	0.058	0	3.6e-06	0	0.002	0	0	10	0.17	0.15
141	4.5e-06	0	0	4.5e-06	0	0.36	0	0	0	4.5e-06	0	0.059	0	0	0.58	0	0	0	0.0043	0	14	0.076	0.05
142	0.00073	0	0	0.00073	0	0.11	0.00073	0	0	0.00073	9e-05	0.25	0.014	0	0.32	0	6.4e-06	0	0.3	0	14	0.076	0.05
143	0.0022	0	0	0.0022	0	0.49	0.00067	0	0	0.0022	0.0031	0.4	0.0027	0	0.049	0	4.1e-05	0	0.047	0	5	0.076	0.083
144	0.0053	4.3e-05	4.3e-06	0.0053	0	0.11	0.045	2.4e-06	4.3e-05	0.0053	0.13	0.36	0.075	9.1e-05	0.03	4.3e-05	0.00026	3.3e-06	0.24	0	11	0.094	0.083
145	0.0056	1.6e-05	1.3e-05	0.0056	0	0.17	0.024	7.3e-06	1.6e-05	0.0056	0.34	0.33	0.023	0.0002	0.014	1.6e-05	0.00035	8.3e-05	0.078	0	10	0.17	0.15
146	0	1.7e-06	0	0	0	0	0.00015	0	1.7e-06	0	0.43	0	0.51	0.057	0	1.7e-06	0	0.0029	0	0	12	0.32	0.23
