SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
33	0.0063	0.073	6.6e-06	0	3.5e-06	0.27	0.0063	0.073	8.5e-05	0.12	0	0	0.24	0.00014	0.00035	0.0063	0.2	5	0.17	0.15
34	7.1e-05	0	0	0	3.7e-06	0.58	7.1e-05	0	4.8e-06	0.00025	0	0	0	0	0	7.1e-05	0.42	5	0.17	0.15
35	1.6e-05	3.3e-06	0	0	1.7e-06	0.58	1.6e-05	3.3e-06	0.00081	0.00026	0	0	0	0	0	1.6e-05	0.42	5	0.17	0.15
36	0.059	3.9e-05	0	0	1.9e-06	0.056	0.059	3.9e-05	3.1e-06	0.0049	0	0	0.08	0.28	0.36	0.059	0.041	14	0.076	0.067
37	0.0063	0.0008	0	0	6.8e-06	0.54	0.0063	0.0008	5.6e-05	0.026	0	0	0.01	7.6e-05	3.9e-05	0.0063	0.4	5	0.17	0.15
38	0.072	4.7e-06	0	0	2.1e-06	0.051	0.072	4.7e-06	0	0.0027	0	0	0.043	0.34	0.31	0.072	0.037	13	0.076	0.083
39	0.008	0	0	0	0	4.1e-05	0.008	0	0	3.7e-05	0	0	0.011	0.33	0.64	0.008	3e-05	14	0.076	0.067
40	0.00015	0	0	0	6.5e-06	0.58	0.00015	0	0	0.0012	0	0	1.6e-06	0	0	0.00015	0.42	5	0.17	0.15
41	0.0022	1.9e-05	0	0	5.6e-06	0.57	0.0022	1.9e-05	0.0001	0.0028	0	0	0.00017	2.5e-05	3e-06	0.0022	0.42	5	0.17	0.15
42	0.0075	0.00012	0.00018	0	4.9e-06	0.56	0.0075	0.00012	0.0059	0.0036	0	0	0.0023	0.0028	0.0012	0.0075	0.41	5	0.17	0.15
43	0.0084	0.00022	8.9e-06	0	5.9e-06	0.55	0.0084	0.00022	0.00086	0.0083	0	0	0.0057	0.0009	0.00046	0.0084	0.4	5	0.17	0.15
44	0.047	0.00075	0	0	2.2e-06	0.078	0.047	0.00075	1e-05	0.018	0	0	0.38	0.091	0.24	0.047	0.057	12	0.13	0.067
45	0.27	0	0	0	5.1e-06	0.036	0.27	0	0	0.0073	0	0	0.067	0.043	0.016	0.27	0.026	0	0.11	0.1
46	4.1e-05	0.0069	0.2	0	0	0.29	4.1e-05	0.0069	0.28	0.0025	0	5.3e-05	0.00015	0	0	4.1e-05	0.21	5	0.17	0.15
47	0.00024	3.2e-06	0	0	3.1e-06	0.58	0.00024	3.2e-06	0.00058	0.00052	0	0	3.8e-06	0	0	0.00024	0.42	5	0.17	0.15
48	0.0077	0	0	0	0	2e-06	0.0077	0	0	6.8e-06	0	0	0.014	0.28	0.69	0.0077	1.5e-06	14	0.076	0.067
49	0.00075	0	0	0	0	0	0.00075	0	0	0	0	0	0.00035	0.33	0.67	0.00075	0	14	0.076	0.067
50	0.048	9.4e-05	0	0	1.3e-06	0.036	0.048	9.4e-05	1.6e-06	0.007	0	0	0.21	0.18	0.4	0.048	0.026	14	0.076	0.067
51	0.0084	0	0	0	0	0	0.0084	0	0	3e-06	0	0	0.018	0.27	0.68	0.0084	0	14	0.076	0.067
52	0.00044	0	0	0	4.8e-06	0.58	0.00044	0	2.5e-05	7.2e-05	0	0	0	1e-06	0	0.00044	0.42	5	0.17	0.15
53	0.0049	0.019	0.0019	0	3.9e-06	0.5	0.0049	0.019	0.0073	0.031	0	0	0.04	0.00046	0.00071	0.0049	0.37	5	0.17	0.15
54	0.01	4.2e-05	0	0	7.6e-06	0.55	0.01	4.2e-05	6.8e-05	0.0065	0	0	0.002	0.00052	0.00013	0.01	0.41	5	0.17	0.15
55	0.00079	0	0	0	0	0	0.00079	0	0	0	0	0	1.6e-05	0.65	0.35	0.00079	0	13	0.076	0.083
56	0	0.1	0	0	0	0.44	0	0.1	1.2e-05	0.031	0	0	0	0	0	0	0.33	5	0.17	0.15
57	0.045	0.00093	1.1e-05	0	5.7e-06	0.34	0.045	0.00093	0.00038	0.02	0	0	0.14	0.047	0.073	0.045	0.25	5	0.17	0.15
58	0.00093	0.0092	0	0	0	0	0.00093	0.0092	2e-06	0	0	0	0.00033	0.34	0.64	0.00093	0	14	0.076	0.067
59	0.013	0.00062	6.5e-05	0	5e-06	0.52	0.013	0.00062	1.3e-05	0.038	0	0	0.018	0.00064	0.00038	0.013	0.38	5	0.17	0.15
60	0.021	0.0024	0	0	0	1e-05	0.021	0.0024	0	0.00015	0	0	0.12	0.2	0.61	0.021	7.4e-06	14	0.076	0.067
61	0.024	0.00041	0	0	0	0.0016	0.024	0.00041	0	0.0043	0	0	0.67	0.04	0.21	0.024	0.0012	12	0.13	0.067
62	0.00033	2.5e-05	0	0	3.5e-06	0.58	0.00033	2.5e-05	0.00025	0.0018	0	0	2.3e-05	0	0	0.00033	0.42	5	0.17	0.15
63	0.1	1.3e-05	0	0	3.3e-06	0.073	0.1	1.3e-05	0	0.0075	0	0	0.13	0.19	0.22	0.1	0.053	14	0.076	0.067
64	0.00098	0	0	0	0	0	0.00098	0	0	0	0	0	0.0085	0.14	0.85	0.00098	0	14	0.076	0.067
65	0.03	0.006	0	0	5e-06	0.22	0.03	0.006	5.7e-06	0.088	0	0	0.43	0.0027	0.0053	0.03	0.16	12	0.13	0.067
66	0.026	0	0	0	0	6.3e-05	0.026	0	0	2.4e-05	0	0	0.0064	0.5	0.42	0.026	4.6e-05	13	0.076	0.083
67	0.097	2.5e-05	0	0	2e-06	0.026	0.097	2.5e-05	0	0.018	0	0	0.52	0.046	0.082	0.097	0.019	12	0.13	0.067
68	0.00021	0	0	0	0	0	0.00021	0	0	0	0	0	0.0026	0.09	0.91	0.00021	0	14	0.076	0.067
69	0.00026	1.4e-05	0	0	5.1e-06	0.57	0.00026	1.4e-05	1.6e-06	0.0044	0	0	1.9e-05	0	0	0.00026	0.42	5	0.17	0.15
70	0.011	0	0	0	0	1.7e-05	0.011	0	0	1.5e-05	0	0	0.01	0.34	0.61	0.011	1.2e-05	14	0.076	0.067
71	0.026	0	0	0	0	7.5e-05	0.026	0	0	9.5e-05	0	0	0.028	0.36	0.54	0.026	5.5e-05	14	0.076	0.067
72	0.00015	0.013	0.0099	0	1.7e-06	0.53	0.00015	0.013	0.037	0.0088	0	0	0.00051	0	0	0.00015	0.39	5	0.17	0.15
73	2.1e-06	0	0	0	9.8e-06	0.58	2.1e-06	0	0	0.0013	0	0	0	0	0	2.1e-06	0.42	5	0.17	0.15
74	0.048	0.00059	0	0	7.5e-06	0.36	0.048	0.00059	4e-05	0.033	0	0	0.17	0.012	0.016	0.048	0.26	5	0.17	0.15
75	0.0035	0.0022	0.0086	0	2.6e-06	0.54	0.0035	0.0022	0.013	0.01	0	0.00064	0.013	0.00074	0.0009	0.0035	0.4	5	0.17	0.15
76	0.00021	7.8e-05	0.00099	0	0	0.57	0.00021	7.8e-05	0.016	0.0011	0	0.00027	4.4e-05	2.5e-06	0	0.00021	0.41	5	0.17	0.15
77	0.083	3.8e-06	0.02	0	0	0.034	0.083	3.8e-06	0.034	0.0051	0	0	0.14	0.21	0.28	0.083	0.025	14	0.076	0.067
78	0	3.1e-06	0	0	0	0.58	0	3.1e-06	0.0019	0.00013	0	1.4e-06	0	0	0	0	0.42	5	0.17	0.15
79	2.9e-05	5.8e-05	0.00084	0	0	0.56	2.9e-05	5.8e-05	0.029	0.00067	0	0.00033	6.5e-06	0	0	2.9e-05	0.41	5	0.17	0.15
80	0.00031	0	3.4e-05	0	4.9e-06	0.58	0.00031	0	0	0.0014	0	0	4.5e-06	0	0	0.00031	0.42	5	0.17	0.15
81	0.0071	8.9e-06	0.00071	0	3.2e-06	0.55	0.0071	8.9e-06	0.012	0.00099	0	0.00014	0.00085	0.011	0.0038	0.0071	0.4	5	0.17	0.15
82	0	0.042	2.4e-05	0	0	0.52	0	0.042	2.3e-05	0.017	0	0	0	0	0	0	0.38	5	0.17	0.15
83	9.3e-05	1.5e-06	0.00011	0	0	0.57	9.3e-05	1.5e-06	0.013	0.00016	0	6.3e-05	0	0	0	9.3e-05	0.42	5	0.17	0.15
84	0.017	5.9e-05	0.0024	0	4.3e-06	0.52	0.017	5.9e-05	0.0035	0.0042	0	1.2e-05	0.0069	0.018	0.01	0.017	0.38	5	0.17	0.15
85	0.00075	0	0	0	0	0	0.00075	0	0	0	0	0	7e-05	0.5	0.5	0.00075	0	14	0.076	0.067
86	5.5e-05	0	0	0	9.1e-06	0.58	5.5e-05	0	0	0.00012	0	0	0	0	0	5.5e-05	0.42	5	0.17	0.15
87	0.0001	0	1.8e-06	0	5.1e-06	0.58	0.0001	0	0	0.00032	0	0	0	0	0	0.0001	0.42	5	0.17	0.15
88	6.4e-06	0	0	0	0	0	6.4e-06	0	0	0	0	0	0.0018	0.019	0.98	6.4e-06	0	14	0.076	0.067
89	1.2e-05	0	0	0	1.5e-06	0.58	1.2e-05	0	0.0018	9.5e-05	0	0	0	0	0	1.2e-05	0.42	5	0.17	0.15
90	0.008	0.00038	0	0	0	0.0056	0.008	0.00038	0	0.095	0	0	0.87	1.3e-05	3.4e-05	0.008	0.0041	12	0.13	0.067
91	8.1e-06	0	0	0	2.6e-06	0.58	8.1e-06	0	2.3e-06	6.9e-06	0	0	0	0	0	8.1e-06	0.42	5	0.17	0.15
92	0	0.00042	0.0063	0	0	0.57	0	0.00042	0.0055	0.0031	0	0	0	0	0	0	0.42	5	0.17	0.15
93	0.00013	0.0005	0.0087	0	1.7e-06	0.55	0.00013	0.0005	0.036	0.002	0	1.2e-06	5.6e-05	0	0	0.00013	0.4	5	0.17	0.15
94	0	0	0.028	0	0	0.00036	0	0	0.052	0	0	0.92	0	0	0	0	0.00026	11	0.46	0.38
95	0	0	0.28	0	0	0.061	0	0	0.62	0	0	0	0	0	0	0	0.044	8	0.24	0.23
96	0	0	0.51	0	0	0.005	0	0	0.48	0	0	0.00019	0	0	0	0	0.0037	2	0.32	0.23
97	0	0	0.061	0	0	0.54	0	0	0.00026	0	0	0.0072	0	0	0	0	0.39	5	0.17	0.15
98	0	0	0.015	0	0	0.28	0	0	0.48	0	0	0.018	0	0	0	0	0.21	8	0.24	0.23
99	0	0	0.014	0	0	0.51	0	0	0.093	0	0	0.0086	0	0	0	0	0.37	5	0.17	0.15
100	0	1.3e-05	0.0091	0	0	0.41	0	1.3e-05	0.29	3.8e-05	0	0	0	0	0	0	0.3	5	0.17	0.15
101	1.7e-05	1.8e-05	0.06	0	0	0.47	1.7e-05	1.8e-05	0.13	0.00021	0	3.5e-05	0	0	0	1.7e-05	0.34	5	0.17	0.15
102	0	0.00019	9.3e-06	0	0	0.58	0	0.00019	0.0025	0.00026	0	0	0	0	0	0	0.42	5	0.17	0.15
103	0	0	0.31	0	0	0.072	0	0	0.56	2e-06	0	0.0031	0	0	0	0	0.053	8	0.24	0.23
104	0.14	3.2e-06	0.012	0	5.7e-06	0.12	0.14	3.2e-06	0.022	0.0073	0	0	0.055	0.17	0.11	0.14	0.091	13	0.076	0.083
105	0.049	0.0025	0.016	0	0	0.041	0.049	0.0025	0.089	0.0024	0	0	0.063	0.26	0.35	0.049	0.03	14	0.076	0.067
106	0	0	0.0011	0	0	0.57	0	0	0.0032	0	0	0.0002	0	0	0	0	0.42	5	0.17	0.15
107	0.0036	0.00073	0.0016	0	0	6.1e-06	0.0036	0.00073	0.086	1.7e-05	0	0	0.025	0.16	0.71	0.0036	0	14	0.076	0.067
108	0	0	0.0046	0	0	0.57	0	0	0.0017	1.9e-05	0	0	0	0	0	0	0.42	5	0.17	0.15
109	0.058	0.00055	0.048	0	5.9e-06	0.36	0.058	0.00055	0.0079	0.022	0	0	0.082	0.027	0.023	0.058	0.26	5	0.17	0.15
110	0.00018	0	3.7e-05	0	0	0	0.00018	0	0.029	0	0	0	0.0039	0.075	0.89	0.00018	0	14	0.076	0.067
111	0.00029	0.0017	0.0019	0	0	0.57	0.00029	0.0017	0.0067	0.0055	0	9.6e-05	0.00048	0	0	0.00029	0.41	5	0.17	0.15
112	0	0	0.02	0	0	0.53	0	0	0.043	0	0	0.01	0	0	0	0	0.39	5	0.17	0.15
113	0	0	0.043	0	0	0.42	0	0	0.2	0	0	0.027	0	0	0	0	0.31	5	0.17	0.15
114	0	0	0.015	0	0	0.53	0	0	0.053	0	0	0.0056	0	0	0	0	0.39	5	0.17	0.15
115	0	0	0.008	0	0	0.57	0	0	0.0024	0	0	0.0021	0	0	0	0	0.42	5	0.17	0.15
116	0.00019	0	1.5e-06	0	3.3e-06	0.58	0.00019	0	7.7e-05	0.00011	0	0	0	0	0	0.00019	0.42	5	0.17	0.15
117	0	0	0	0	0	0.58	0	0	0.00015	0	0	0	0	0	0	0	0.42	5	0.17	0.15
118	0	0	0.029	0	0	0.56	0	0	2.3e-05	0	0	0.0052	0	0	0	0	0.41	5	0.17	0.15
119	0	0	0.097	0	0	0.24	0	0	0.43	0	0	0.045	0	0	0	0	0.18	8	0.24	0.23
120	0.00038	7.9e-06	0.00054	0	7.6e-06	0.57	0.00038	7.9e-06	0	0.015	0	0	7.8e-05	0	0	0.00038	0.42	5	0.17	0.15
121	0	0	0.0011	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0.42	5	0.17	0.15
122	0	5.2e-05	2.8e-06	0	0	0.58	0	5.2e-05	7.9e-05	0.0005	0	0	0	0	0	0	0.42	5	0.17	0.15
123	0.31	0.00047	0.0069	0	0	0.00042	0.31	0.00047	0.0052	0.00037	0	0	0.014	0.039	0.0061	0.31	0.00031	0	0.11	0.1
124	0.0051	0	0.00069	0	0	2e-05	0.0051	0	0.052	2.1e-05	0	0	0.019	0.21	0.7	0.0051	1.5e-05	14	0.076	0.067
125	0.0054	0.00037	0.0028	0	3.2e-06	0.56	0.0054	0.00037	0.0045	0.006	0	9.8e-05	0.0053	0.0017	0.0012	0.0054	0.41	5	0.17	0.15
126	0.013	0.002	0.016	0	3.2e-06	0.47	0.013	0.002	0.0083	0.015	0	0.00028	0.066	0.012	0.023	0.013	0.35	5	0.17	0.15
127	0.025	0	0.005	0	0	0.0045	0.025	0	0.055	0.00084	0	0	0.055	0.28	0.53	0.025	0.0033	14	0.076	0.067
128	0.0026	0	2.2e-05	0	0	0	0.0026	0	0.073	0	0	0	0.0013	0.36	0.56	0.0026	0	14	0.076	0.067
129	0.084	3.1e-05	0.03	0	3.7e-06	0.15	0.084	3.1e-05	0.016	0.013	0	0	0.18	0.11	0.14	0.084	0.11	12	0.13	0.067
130	0.065	1.1e-05	0.0084	0	3.1e-06	0.16	0.065	1.1e-05	0.035	0.0046	0	0	0.048	0.22	0.22	0.065	0.11	13	0.076	0.083
131	0.074	0	0.0069	0	0	0.016	0.074	0	0.048	0.0015	0	0	0.057	0.31	0.33	0.074	0.011	14	0.076	0.067
132	0.074	0	0.0005	0	0	0	0.074	0	0.052	0	0	0	0.017	0.43	0.28	0.074	0	13	0.076	0.083
133	0.064	0	0.0028	0	0	0.0049	0.064	0	0.06	0.00054	0	0	0.023	0.4	0.31	0.064	0.0036	13	0.076	0.083
134	0.0003	0	1.6e-06	0	0	0	0.0003	0	0.072	0	0	0	0.00016	0.27	0.66	0.0003	0	14	0.076	0.067
135	0.072	0	0.0012	0	0	2e-05	0.072	0	0.056	3.5e-05	0	0	0.018	0.42	0.29	0.072	1.5e-05	13	0.076	0.083
136	0	1e-06	0.053	0	0	0.53	0	1e-06	0.033	0	0	0.00077	0	0	0	0	0.39	5	0.17	0.15
137	2.5e-05	5.2e-05	0.065	0	0	0.47	2.5e-05	5.2e-05	0.12	0.00017	0	0.00018	6.3e-06	0	0	2.5e-05	0.34	5	0.17	0.15
138	0	0	0.00033	0	0	0.24	0	0	0.58	0	0	0	0	0	0	0	0.18	8	0.24	0.23
139	0.074	0	0	0	0	0.0012	0.074	0	0	0.00013	0	0	0.014	0.46	0.3	0.074	0.00089	13	0.076	0.083
140	0	7.2e-06	0.00027	0	0	0.56	0	7.2e-06	0.033	4.7e-05	0	0	0	0	0	0	0.41	5	0.17	0.15
141	2.1e-05	0	0	0	0	0	2.1e-05	0	0.047	0	0	0	4.5e-05	0.12	0.83	2.1e-05	0	14	0.076	0.067
142	0.0094	0	0.0086	0	0	6.2e-05	0.0094	0	0.027	0.00027	0	0	0.21	0.11	0.62	0.0094	4.5e-05	14	0.076	0.067
143	0.023	0	0.0014	0	0	0.0017	0.023	0	0.069	0.0002	0	0	0.016	0.38	0.47	0.023	0.0013	14	0.076	0.067
144	0.065	9.7e-05	0.045	0	2.3e-06	0.088	0.065	9.7e-05	0.016	0.016	0	0	0.3	0.095	0.18	0.065	0.064	12	0.13	0.067
145	0.067	3.5e-05	0.013	0	3.9e-06	0.22	0.067	3.5e-05	0.023	0.0082	0	0	0.07	0.15	0.16	0.067	0.16	5	0.17	0.15
146	0	3.5e-06	0.29	0	0	0.27	0	3.5e-06	0.24	4.9e-05	0	0.0008	0	0	0	0	0.2	2	0.32	0.23
147	0.008	0.00039	0	0	3.3e-06	0.53	0.008	0.00039	1.2e-05	0.032	0	0	0.017	0.00031	0.00022	0.008	0.39	5	0.17	0.15
148	0.0015	0	0	0	0	0	0.0015	0	0	3.1e-06	0	0	0.017	0.14	0.84	0.0015	0	14	0.076	0.067
149	0	0	6e-05	0	0	0.57	0	0	0	0	0	0.01	0	0	0	0	0.42	5	0.17	0.15
150	0.0026	1e-05	0	0	2.2e-06	0.57	0.0026	1e-05	0.00015	0.0027	0	0	0.0004	0.00018	4.3e-05	0.0026	0.42	5	0.17	0.15
151	0.024	3.9e-05	0	0	6.6e-06	0.48	0.024	3.9e-05	0	0.063	0	0	0.027	0.00016	6.5e-05	0.024	0.35	5	0.17	0.15
152	0.0065	4e-05	0.00017	0	1.9e-06	0.55	0.0065	4e-05	0.0037	0.0026	0	0	0.002	0.0099	0.0054	0.0065	0.4	5	0.17	0.15
153	0	0	0	0	0	0.58	0	0	0	0.00017	0	0	0	0	0	0	0.42	5	0.17	0.15
154	0.0014	3.8e-06	0.00032	0	5.5e-06	0.57	0.0014	3.8e-06	0	0.0046	0	0	0.00011	0	0	0.0014	0.42	5	0.17	0.15
155	0.00063	4.3e-06	1.1e-05	0	1.4e-06	0.58	0.00063	4.3e-06	0.0015	0.00073	0	0	3e-05	3.8e-05	4.9e-06	0.00063	0.42	5	0.17	0.15
156	0.0095	0.00011	0	0	0	0.0053	0.0095	0.00011	0	0.076	0	0	0.89	7.4e-05	0.00024	0.0095	0.0039	12	0.13	0.067
157	0	0	0.93	0	0	0.041	0	0	0.002	0	0	0	0	0	0	0	0.03	2	0.32	0.23
158	0	1.2e-05	0.073	0	0	0.53	0	1.2e-05	0.017	0.00056	0	0	0	0	0	0	0.38	5	0.17	0.15
159	0	0	0	0	0	0.58	0	0	2.1e-05	2.5e-06	0	0	0	0	0	0	0.42	5	0.17	0.15
160	0.0012	0	3.5e-05	0	0	0	0.0012	0	0.063	0	0	0	0.0017	0.24	0.69	0.0012	0	14	0.076	0.067
161	0.0013	0	7.3e-05	0	4.9e-06	0.57	0.0013	0	2.6e-06	0.0011	0	0	2.8e-05	2.6e-06	0	0.0013	0.42	5	0.17	0.15
162	0.0013	0.00035	0.0037	0	2.1e-06	0.56	0.0013	0.00035	0.019	0.0032	0	0.00064	0.001	0.00014	7.4e-05	0.0013	0.41	5	0.17	0.15
163	0.00067	3.9e-05	0.00067	0	0	0.56	0.00067	3.9e-05	0.019	0.0012	0	0	0.0002	3.4e-05	1.1e-05	0.00067	0.41	5	0.17	0.15
164	0	0	0.037	0	0	0.56	0	0	0.00014	0	0	0	0	0	0	0	0.41	5	0.17	0.15
165	4.8e-05	0	0	0	3.1e-06	0.58	4.8e-05	0	0	0.00015	0	0	0	0	0	4.8e-05	0.42	5	0.17	0.15
166	0.0019	8.2e-05	0.0012	0	1.3e-06	0.56	0.0019	8.2e-05	0.012	0.0011	0	0	0.0008	0.0011	0.00058	0.0019	0.41	5	0.17	0.15
167	0.00026	7.3e-05	0.0079	0	0	0.55	0.00026	7.3e-05	0.043	0.00043	0	0	6.5e-05	3.1e-05	9.7e-06	0.00026	0.4	5	0.17	0.15
168	0.0015	0.0032	0.028	0	0	0.52	0.0015	0.0032	0.043	0.0076	0	2.9e-05	0.0054	0.00021	0.00023	0.0015	0.38	5	0.17	0.15
169	0	0	0.0062	0	0	0.55	0	0	0.021	0	0	0.017	0	0	0	0	0.4	5	0.17	0.15
170	0.001	0	0	0	7.7e-06	0.58	0.001	0	0	0.0012	0	0	6.2e-06	0	0	0.001	0.42	5	0.17	0.15
171	0	0	1	0	0	0	0	0	0.00042	0	0	0	0	0	0	0	0	2	0.32	0.23
172	7e-05	2.2e-06	0	0	0	0.58	7e-05	2.2e-06	0.00051	0.00042	0	0	0	0	0	7e-05	0.42	5	0.17	0.15
173	0.00032	0.0013	0.0018	0	0	0.56	0.00032	0.0013	0.012	0.005	0	0	0.00047	3e-06	0	0.00032	0.41	5	0.17	0.15
174	0	0	0.00019	0	0	0.57	0	0	0.0032	0	0	0.018	0	0	0	0	0.41	5	0.17	0.15
175	0.0042	0	0.011	0	0	0	0.0042	0	0.00089	5.3e-06	0	0	0.92	0.0039	0.052	0.0042	0	12	0.13	0.067
176	0.0049	4.8e-06	0.00083	0	5.6e-06	0.57	0.0049	4.8e-06	1.3e-05	0.0041	0	0	0.00078	6.4e-05	1.2e-05	0.0049	0.41	5	0.17	0.15
177	0.0032	2.8e-05	0.00069	0	3.6e-06	0.57	0.0032	2.8e-05	0.00062	0.003	0	2.2e-06	0.00094	0.00021	6.6e-05	0.0032	0.42	5	0.17	0.15
178	0.0098	0	0.00054	0	0	0	0.0098	0	0.055	3.9e-06	0	0	0.019	0.27	0.63	0.0098	0	14	0.076	0.067
179	0.0039	4.2e-06	0.00041	0	4.5e-06	0.57	0.0039	4.2e-06	8.2e-05	0.0022	0	0	0.00042	0.00014	2.6e-05	0.0039	0.42	5	0.17	0.15
180	1e-05	0	0	0	0	0	1e-05	0	0.1	0	0	0	0	0.38	0.52	1e-05	0	14	0.076	0.067
181	0.041	8.1e-05	0.13	0	2.7e-06	0.075	0.041	8.1e-05	0.00027	0.046	0	0	0.57	0.0021	0.0041	0.041	0.055	12	0.13	0.067
182	6.1e-06	3e-05	0.0017	0	0	0.55	6.1e-06	3e-05	0.048	0.00026	0	0.00064	0	0	0	6.1e-06	0.4	5	0.17	0.15
