SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
41	0.33	0	0	0.6	0.00027	0.003	0	0	0	0.0065	0.0024	0	5e-05	0.00034	0	0	0	0	0.056	0	3	0.31	0.57	0.55
42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0
43	0.35	0	0	0.64	4.1e-05	0	6.8e-06	0	0	0.0078	0.003	0	2.9e-06	0.00031	0	0	0	1.7e-06	0	0	3	0.31	0.57	0.55
44	0.35	0	0	0.65	0.0015	0.00055	0	0	0	0.002	0.00039	0	0.00015	5.2e-05	0	0	0	0	0.00032	0	3	0.31	0.57	0.55
45	0.23	0	0	0.42	0	0	0	0	0	0.24	0.09	0	0	0.021	0	0	0	0	0	0	3	0.31	0.57	0.55
46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0
47	0.35	0	0	0.65	0	0.0014	0	0	0	1.7e-05	7.9e-06	0	0	0	0	0	0	0	1.9e-05	0	3	0.31	0.57	0.55
48	0.28	0	0	0.51	0.00031	0	0	0	0	0.14	0.05	0	7.6e-05	0.028	0	0	0	0	0	0	3	0.31	0.57	0.55
49	0.35	0	0	0.65	0	8.8e-05	0	0	0	0.00035	8.4e-05	0	0	0	0	0	0	0	2.7e-05	0	3	0.31	0.57	0.55
50	0.0026	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	18	0.069	0.57	0.55
51	0.34	0	0	0.63	0.00031	0	0.014	0	0	0.011	0.0035	0	9.2e-05	0.00087	0	0	0	0.0045	0	0	3	0.31	0.57	0.55
52	0.35	0	0	0.65	2.2e-05	0.00038	0	0	0	0.0033	0.00095	0	1.4e-06	7.8e-05	0	0	0	0	0.00088	0	3	0.31	0.57	0.55
53	0.24	0	0	0.45	0.17	0	0.00063	0	0	0.018	0.0069	0	0.1	0.008	0	0	0	8.6e-05	0	0	3	0.31	0.57	0.55
54	0.34	0	0	0.64	0.0044	0	0.00025	0	0	0.0098	0.0042	0	0.00078	0.0009	0	0	0	3.5e-06	0	0	3	0.31	0.57	0.55
55	0.35	0	0	0.65	0	0	0	2.3e-06	0	1e-05	4.1e-06	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
56	0.35	0	0	0.65	0	0	0	0	0	0.0024	0.0028	0	0	3.2e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
57	0.35	0	0	0.65	0	0	0	0	0	0.00091	0.00043	0	0	1.3e-06	0	0	0	0	0	0	3	0.31	0.57	0.55
58	0	0	1	0	0	0	0	0	0	0	0	3.7e-05	0	0	0	0	0	0	0	0	2	0.14	0	0
59	0.14	0	0	0.25	0.24	0	0.0004	0	0	0.055	0.013	0	0.25	0.056	0	0	0	1.3e-05	0	0	3	0.31	0.57	0.55
60	0.29	0	0	0.54	0.021	0	0.016	0	0	0.065	0.015	0	0.023	0.028	0	0	0	0.0034	0	0	3	0.31	0.57	0.55
61	0.35	0	0	0.64	5.6e-05	0	0.0013	0	0	0.0043	0.0014	0	3.8e-06	0.0019	0	0	0	3e-05	0	0	3	0.31	0.57	0.55
62	0.35	0	0	0.64	2e-06	0	0	0	0	0.005	0.002	0	0	0.00017	0	0	0	0	0	0	3	0.31	0.57	0.55
63	0.29	0	0	0.53	0.013	0	0.025	0	0	0.08	0.011	0	0.025	0.029	0	0	0	0.0029	0	0	3	0.31	0.57	0.55
64	0.35	0	0	0.65	0	0	0	2.6e-05	0	0.003	0.00086	0	0	3.1e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
65	0.34	0	0	0.63	0.0062	0	2.8e-05	0	0	0.0099	0.0068	0	0.0051	0.0041	0	0	0	2.7e-06	0	0	3	0.31	0.57	0.55
66	0.35	0	0	0.65	0	0	0	0	0	0.0011	0.00048	0	0	5.9e-06	0	0	0	0	0	0	3	0.31	0.57	0.55
67	0.35	0	0	0.65	5.6e-06	0	0	0	0	0.00092	0.0005	0	0	8.9e-06	0	0	0	0	0	0	3	0.31	0.57	0.55
68	0.34	0	0	0.64	0.00094	0	1e-05	0	0	0.008	0.0057	0	0.0025	0.00048	0	0	0	2.7e-06	0	0	3	0.31	0.57	0.55
69	0.35	0	0	0.65	0	0	0	0	0	5.2e-05	1.4e-05	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
70	0	0.00019	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0.48	0	0	0	8	0	0	0.1
71	0.33	0	0	0.61	0.053	0	0	0	0	0.0011	0.0002	0	0.0093	3.9e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
72	0.34	0	0	0.64	5e-06	0	0	0	0	0.015	0.0047	0	0	0.00074	0	0	0	0	0	0	3	0.31	0.57	0.55
73	0.25	0	0	0.46	2.6e-05	0	0	0	0	0.14	0.12	0	8.6e-06	0.033	0	0	0	0	0	0	3	0.31	0.57	0.55
74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0
75	0.32	0	0	0.59	0	0	0	0	0	0.06	0.025	0	0	0.0026	0	0	0	0	0	0	3	0.31	0.57	0.55
76	0.35	0	0	0.65	0	0	0	0	0	2.7e-05	9.7e-06	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
77	0.35	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
78	0.33	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	3	0.31	0.57	0.55
79	0.23	0	0	0.43	0.00013	0	0	0	0	0.17	0.078	0	7.2e-05	0.09	0	0	0	9.5e-06	0	0	3	0.31	0.57	0.55
80	0.0052	0	0	0.0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	18	0.069	0.57	0.55
81	0.0048	0	0	0.0088	0	0	0	0	0	0.44	0.071	0	0	0.48	0	0	0	0	0	0	13	0.52	0.62	0.55
82	4.5e-06	0	0	8.2e-06	0	0	0	0	0	0.018	0.02	0	5.5e-06	0.96	0	0	0	0	0	0	13	0.52	0.62	0.55
83	0.18	0	0	0.33	2.2e-05	0	0	0	0	0.28	0.12	0	1.3e-05	0.088	0	0	0	0	0	0	3	0.31	0.57	0.55
84	0.35	0	0	0.65	0.0002	0	1.1e-05	0	0	0.00084	0.00063	0	5.9e-06	1.5e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
85	0	0	1	0	0	0	0	9.6e-06	0	0	0	0.00059	0	0	0	0	0	0	0	0	2	0.14	0	0
86	0.33	0	0	0.61	0.03	0	9e-06	0	0	0.014	0.0041	0	0.011	0.0023	0	0	0	4.3e-06	0	0	3	0.31	0.57	0.55
87	0.35	0	0	0.64	5.3e-05	2.7e-05	0	0	0	0.0093	0.0043	0	4.9e-06	0.00038	0	0	0	0	0	0	3	0.31	0.57	0.55
88	0.35	0	0	0.64	0.00012	0.00021	0	0	0	0.01	0.0035	0	2.1e-05	0.00057	0	0	0	0	0.00044	0	3	0.31	0.57	0.55
89	5.1e-05	0	0	9.5e-05	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.069	0.57	0.55
90	0.35	0	0	0.65	0	0	0	0	0	0.00079	1.5e-06	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
91	0.34	0	0	0.62	0	0	0	0	0	0.041	0.00063	0	0	0.0014	0	0	0	0	0	0	3	0.31	0.57	0.55
92	0.35	0	0	0.65	3.8e-05	0	0	0	0	0.0058	0.00022	0	4.1e-06	0.00013	0	0	0	0	1.3e-06	0	3	0.31	0.57	0.55
93	0.34	0	0	0.63	0	0	0	0	0	0.027	0.0054	0	0	0.0012	0	0	0	0	0	0	3	0.31	0.57	0.55
94	0.34	0	0	0.63	0	0	0	0	0	0.026	0.0091	0	0	0.0011	0	0	0	0	0	0	3	0.31	0.57	0.55
95	0.25	0	0	0.47	3.4e-05	0	0	0	0	0.15	0.067	0	8.1e-06	0.067	0	0	0	0	0	0	3	0.31	0.57	0.55
96	0.35	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
97	0.35	0	0	0.64	0.0053	0	0	0	0	0.0076	0.0027	0	0.00035	0.00067	0	0	0	0	0	0	3	0.31	0.57	0.55
98	0.32	0	0	0.59	0.049	0	0	0	0	0.014	0.0037	0	0.015	0.0029	0	0	0	0	0	0	3	0.31	0.57	0.55
99	0.35	0	0	0.65	0	0	0	0	0	0.00026	0.00011	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
100	0.33	0	0	0.62	5.7e-05	0	0	0	0	0.033	0.012	0	5.8e-06	0.0058	0	0	0	0	0	0	3	0.31	0.57	0.55
101	0.29	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	3	0.31	0.57	0.55
102	0.33	0	0	0.62	0	0	0	0	0	0.035	0.012	0	0	0.0017	0	0	0	0	0	0	3	0.31	0.57	0.55
103	0.28	0	0	0.51	0	0	0	0	0	0.18	0.022	0	0	0.014	0	0	0	0	0	0	3	0.31	0.57	0.55
104	0	0	0.71	0	0	0	0	0	0	0.28	0.0026	1.8e-05	0	0.00044	0	0	0	0	0	0	2	0.14	0	0
105	0	0	0.77	0	0	0	0	0	0	0.23	0.00011	0	0	6.1e-05	0	0	0	0	0	0	2	0.14	0	0
106	0.35	0	0	0.65	0	0	0	0	0	0.0019	0.00073	0	0	2.8e-06	0	0	0	0	0	0	3	0.31	0.57	0.55
107	0	0.99	0	0	0	0	4.9e-06	7.7e-06	0.0032	0	2.7e-06	0	0	0	0	0	0.0029	5.1e-06	0	0	1	0	0	0.45
108	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0.00075	0.063	0	6	0.35	1	1
109	0.35	0	0	0.65	0	0	0	0	0	0.001	0.00014	0	0	7.4e-06	0	0	0	0	0	0	3	0.31	0.57	0.55
110	0	1	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0	0.00042	0	0	0	1	0	0	0.45
111	0.35	0	0	0.65	0.00012	0	0	0	0	0.0026	0.00074	0	9.7e-06	6.3e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
112	5.5e-06	0	0	1e-05	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0.0051	0.85	0	18	0.069	0.57	0.55
113	0.32	0	0	0.59	0.0002	0	0	0	0	0.059	0.027	0	1.9e-05	0.011	0	0	0	0	0	0	3	0.31	0.57	0.55
114	0.34	0	0	0.64	0	0	0	0	0	0.018	0.0019	0	0	0.00036	0	0	0	0	0	0	3	0.31	0.57	0.55
115	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0	0	0	0	0	0	0.92	19	0.069	0.57	0
116	0.29	0	0	0.54	0.00018	0	4.9e-06	0	0	0.082	0.06	0	4.6e-05	0.018	0	0	0	3.6e-05	0	0	3	0.31	0.57	0.55
117	0.33	0	0	0.6	0	0	0	0	0	0.048	0.017	0	0	0.0045	0	0	0	0	0	0	3	0.31	0.57	0.55
118	0.35	0	0	0.64	0.00014	0	0	0	0	0.0056	0.004	0	9.2e-06	0.00016	0	0	0	0	0	0	3	0.31	0.57	0.55
119	0.35	0	0	0.65	0	0	0	0	0	0.0011	7.1e-05	0	0	2e-06	0	0	0	0	0	0	3	0.31	0.57	0.55
120	0.34	0	0	0.62	0	0	0	0	0	0.029	0.012	0	0	0.0013	0	0	0	0	0	0	3	0.31	0.57	0.55
121	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0.00071	0.94	0	18	0.069	0.57	0.55
122	0	0	0	0	0.99	0	0	0	0	0	0	0	0.0045	0	0.0019	0	0	0	0	0	4	0.31	0.95	0.55
123	0.34	0	0	0.64	0	0	0	0	0	0.015	0.0027	0	0	0.00014	0	0	0	0	0	0	3	0.31	0.57	0.55
124	0.35	0	0	0.65	0	0	0	0	0	0.0031	0.00086	0	0	4.5e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
125	0.34	0	0	0.63	0.00015	0	0	0	0	0.017	0.01	0	2e-05	0.0018	0	0	0	0	0	0	3	0.31	0.57	0.55
126	0.27	0	0	0.51	0.024	0	1.6e-06	0	0	0.092	0.036	0	0.015	0.055	0	0	0	2.2e-06	0	0	3	0.31	0.57	0.55
127	0.35	0	0	0.64	2.6e-05	0	0	0	0	0.0073	0.0044	0	1.9e-06	0.00032	0	0	0	0	0	0	3	0.31	0.57	0.55
128	0.3	0	0	0.56	0	0	0	0	0	0.081	0.045	0	0	0.011	0	0	0	0	0	0	3	0.31	0.57	0.55
129	0.012	0	0	0.022	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.00075	0.95	0	18	0.069	0.57	0.55
130	0	0	0	0	0.00036	0	0	0	0	0	0	0.00032	1.1e-06	0	1	0	0	0	0	0	14	0	0.19	0
131	0.34	0	0	0.64	0	0	0	0	0	0.0056	0.012	0	0	5e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
132	0.35	0	0	0.65	0	0	0	0	0	0.0005	3.3e-05	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
133	0.29	0	0	0.53	0.02	0.041	0.045	0	0	0.018	0.015	0	0.0091	0.004	0	0	0	0.023	0.0067	0	3	0.31	0.57	0.55
134	0.35	0	0	0.64	2.7e-05	0	0	0	0	0.006	0.00093	0	1.7e-06	7.6e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
135	0	1	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0.00051	0	0	0	1	0	0	0.45
136	0	1	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0.00044	0	0	0	1	0	0	0.45
137	0	1	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	0	0.00019	0	0	0	1	0	0	0.45
138	0	1	0	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0.00024	0	0	0	1	0	0	0.45
139	0.35	0	0	0.64	0	0	0	0	0	0.008	0.00074	0	0	7.4e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
140	0.35	0	0	0.65	0	6.1e-06	0	0	0	0.0045	0.0016	0	0	4.5e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
141	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0
142	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	1	0	0	0	0	2.1e-06	14	0	0.19	0
143	0.34	0	0	0.64	0	2.3e-06	0	0	0	0.014	0.0025	0	0	0.00049	0	0	0	0	6.9e-05	0	3	0.31	0.57	0.55
144	0.29	0	0	0.53	0.00013	0	0	0	0	0.13	0.036	0	5.5e-05	0.019	0	0	0	0	0	0	3	0.31	0.57	0.55
145	0.34	0	0	0.64	0.00029	8.3e-06	0	0	0	0.015	0.0033	0	2.8e-05	0.0013	0	0	0	0	0	0	3	0.31	0.57	0.55
146	0.34	0	0	0.63	2e-05	7.8e-06	0	0	0	0.024	0.0075	0	3.4e-06	0.0014	0	0	0	0	0	0	3	0.31	0.57	0.55
147	0.34	0	0	0.63	1.1e-05	2.4e-05	0	0	0	0.023	0.0057	0	1.8e-06	0.0017	0	0	0	0	0.00019	0	3	0.31	0.57	0.55
148	0.13	0	0	0.25	9.4e-06	0	0.56	0	0	8.2e-05	6.9e-05	0	0	0	0	0	0	0.059	0	0	6	0.35	1	1
149	0.33	0	0	0.61	3.2e-05	0	0.0035	0	0	0.038	0.014	0	9.3e-06	0.0055	0	0	0	0.0041	0	0	3	0.31	0.57	0.55
150	0.34	0	0	0.62	0.016	0	0.00031	0	0	0.012	0.0037	0	0.0052	0.0012	0	0	0	8e-05	0	0	3	0.31	0.57	0.55
151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.45
152	0	0	0	0	0	0	0	0	0	0	0	4.9e-05	0	0	1	0	0	0	0	0	14	0	0.19	0
153	0.094	0	0	0.17	0	0	0	0	0	0.23	0.46	0	0	0.04	0	0	0	0	0	0	10	0.44	0.57	0.6
154	0.33	0	0	0.61	0.00011	0	0.01	0	0	0.024	0.0076	0	0.0001	0.0028	0	0	0	0.0095	0	0	3	0.31	0.57	0.55
155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.45
156	0.31	0	0	0.58	0.00059	0	0.00077	0	0	0.05	0.043	0	0.00034	0.012	0	0	0	0.0016	0	0	3	0.31	0.57	0.55
157	0.35	0	0	0.65	0	0	0	0	0	0.0003	2.9e-05	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
158	0.28	0	0	0.52	0.067	0	6.7e-05	0	0	0.046	0.016	0	0.049	0.019	0	0	0	3.6e-05	0	0	3	0.31	0.57	0.55
159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.45
160	0.34	0	0	0.64	0.0077	0	7.4e-05	0	0	0.0076	0.0029	0	0.0023	0.00071	0	0	0	2.9e-05	0	0	3	0.31	0.57	0.55
161	0.35	0	0	0.65	0	0	0	0	0	0.0023	0.00087	0	0	2.9e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
162	0.34	0	0	0.63	0.003	0	1.4e-06	0	0	0.012	0.0054	0	0.0007	0.001	0	0	0	1.8e-06	0	0	3	0.31	0.57	0.55
163	0.23	0	0	0.42	4.1e-05	0	0	0	0	0.2	0.085	0	2.5e-05	0.071	0	0	0	0	0	0	3	0.31	0.57	0.55
164	0.35	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
165	0.34	0	0	0.63	0.0081	0	2.1e-06	0	0	0.012	0.0034	0	0.0027	0.0013	0	0	0	1.1e-06	0	0	3	0.31	0.57	0.55
166	0.31	0	0	0.57	4.8e-05	0	0	0	0	0.084	0.012	0	1.6e-05	0.018	0	0	0	0	0	0	3	0.31	0.57	0.55
167	0.31	0	0	0.58	0.0031	0	1.3e-06	0	0	0.063	0.021	0	0.0014	0.024	0	0	0	2.3e-06	0	0	3	0.31	0.57	0.55
168	0.35	0	0	0.64	0.0041	0	0	0	0	0.0024	0.0004	0	0.00053	6.1e-05	0	0	0	0	0	0	3	0.31	0.57	0.55
169	0	0	1	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	2	0.14	0	0
170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.45
171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.31	0.048	0.4
172	0.33	0	0	0.62	0	0	0	0	0	0.041	0.0064	0	0	0.00085	0	0	0	0	0	0	3	0.31	0.57	0.55
173	0	0	1	0	0	0	0	0	0	0	0	3.9e-05	0	0	0	0	0	0	0	0	2	0.14	0	0
174	0.35	0	0	0.65	0	0	0	0	0	1.8e-06	0	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
175	0.35	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.069	0.57	0
177	0.27	0	0	0.49	0.093	0	0.0026	0	0	0.0045	0.0019	0	0.14	0.0011	0	0	0	0.00069	0	0	3	0.31	0.57	0.55
178	0.34	0	0	0.62	0.021	0	0.00053	0	0	0.0072	0.0042	0	0.0075	0.00055	0	0	0	0.00022	0	0	3	0.31	0.57	0.55
179	0.098	0	0	0.18	0.38	0	0.026	0	0	0.0015	0.00068	0	0.31	0.00038	0	0	0	0.0043	3.2e-05	0	4	0.31	0.95	0.55
180	0.34	0	0	0.64	0.0057	0	0	0	0	0.007	0.0019	0	0.002	0.00088	0	0	0	0	0.00025	0	3	0.31	0.57	0.55
181	0.16	0	0	0.3	0	0	0	0	0	0.39	0.079	0	0	0.069	0	0	0	0	0	0	9	0.44	0.57	0.55
182	0.35	0	0	0.64	0.00018	0	0	0	0	0.0059	0.0012	0	3.4e-05	0.00041	0	0	0	0	0.00014	0	3	0.31	0.57	0.55
183	0.32	0	0	0.59	0.019	0	0.00034	0	0	0.032	0.012	0	0.014	0.015	0	0	0	0.00023	3.3e-05	0	3	0.31	0.57	0.55
184	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0.48	0	0	0	8	0	0	0.1
185	0.35	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
186	0.35	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.12	18	0.069	0.57	0.55
188	0.22	0	0	0.4	0.12	0	0.0072	0	0	0.00072	0.00032	0	0.25	2e-05	0	0	0	0.00065	0	0	3	0.31	0.57	0.55
189	0.35	0	0	0.64	2.4e-05	0	4.7e-06	0	0	0.0024	0.0041	0	1.3e-06	3.9e-05	0	0	0	2.2e-05	0	0	3	0.31	0.57	0.55
190	0.35	0	0	0.65	0	0	0	0	0	0.00025	4.4e-05	0	0	0	0	0	0	0	0	0	3	0.31	0.57	0.55
191	0.34	0	0	0.63	0.00075	0	0	0	0	0.017	0.0053	0	0.0003	0.0029	0	0	0	0	5e-05	0	3	0.31	0.57	0.55
192	0	0	0.73	0	0	0	0	0	0	0.27	0.00049	0	0	0.00015	0	0	0	0	0	0	2	0.14	0	0
193	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	2	0.14	0	0
