SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
20	0	0	0.24	0	0	0	0	0	9.8e-06	0	0	0	0	0	0.24	0	0	0	0	0.52	19	0.58	0.43	0.49
21	0	0.00017	0.22	0	4e-05	0	0	0	0.37	0	0	0.00096	0	0	0.22	0	0	0	0	0.19	8	0.58	0.43	0.69
22	0	0	0	0	0	0	0	0	0.0015	0	0	1	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
23	0	1.6e-05	0	0	0	0	0	0	2.9e-06	0	0	1	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
24	0.39	0	3.8e-05	0	0	0	0	0.61	0	0	0	0	0	0	3.8e-05	0	0	0	0	2.6e-06	7	0.86	0.43	0.45
25	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0.51	0	0	0	16	0.047	0.048	0.35
26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
27	0.99	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
29	0	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0	0	0.12	0	0	0	9	0.047	0.063	0.46
30	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0.03	0	0	0	0	0	0	10	0.14	0.24	0.05
31	5.5e-06	0.74	0.0031	0	1.9e-06	0	0	3.1e-06	0.013	0	0	0.23	0	0	0.0031	0	0	0	0	0.0061	1	0.58	0.62	0.45
32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.58	0.43	0.69
33	0	0	0	0	0	0	0	0	0.001	0	0	1	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.24	0.05
35	5.6e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.86	0.43	0.45
36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.42	0.048	0
37	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0018	0	0	0	0	0	0	10	0.14	0.24	0.05
38	0.011	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	7	0.86	0.43	0.45
39	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.58	0.43	0.69
40	0	0.00047	0.37	0	0.0097	0	0	4.3e-06	0.011	0	0	0.017	0	0	0.37	0	0	0	0	0.21	2	0.58	0.43	0.45
41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.093	0	0
42	1	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
43	0.91	5.6e-05	0.00016	0	0	0	0	0.088	0	0	0	0	0	0	0.00016	0	0	0	0	9.6e-06	0	1	0.57	0.45
44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.42	0.048	0
45	0	0.045	0.43	0	0	0	0	0.00014	1.2e-05	0	0	0	0	0	0.43	0	0	0	0	0.095	2	0.58	0.43	0.45
46	0.19	6.8e-06	0.00095	0	0	0	0	0.81	0	0	0	0	0	0	0.00095	0	0	0	0	2.3e-05	7	0.86	0.43	0.45
47	0	0	0	0	1.6e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
48	0.97	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
49	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0015	0	0	0	0	0	0	10	0.14	0.24	0.05
50	0	0	0	0	0	0	0	0	1.9e-06	0	0	1	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
51	0	4.2e-05	0.00024	0	0.0072	0	0	0	0.0017	0	0	0.99	0	0	0.00024	0	0	0	0	0.0001	11	0.63	0.55	0.82
52	0	0	0.45	0	0	0	0.011	0	0	0	0	0	0	0	0.45	0	0	0	0	0.084	2	0.58	0.43	0.45
53	0.42	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	7	0.86	0.43	0.45
54	0.93	0	0	0	9.7e-06	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
55	1	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
56	0	0	0	0	2.2e-05	0	0	0	0.95	0	0	0.053	0	0	0	0	0	0	0	1.1e-05	8	0.58	0.43	0.69
57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.86	0.43	0.45
58	1.1e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.86	0.43	0.45
59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.093	0	0
60	0.42	0	1.8e-05	0	0	0	0	0.58	0	0	0	0	0	0	1.8e-05	0	0	0	0	2.2e-06	7	0.86	0.43	0.45
61	0	0	0.29	0	0	0	0	1e-05	0.07	0	0	0	0	0	0.29	0	0	0	0	0.35	19	0.58	0.43	0.49
62	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.24	0.05
63	0.26	1.3e-05	0.0012	0	9.3e-05	0	0	0.73	0	0	0	0	0	0	0.0012	0	0	0	0	0.00033	7	0.86	0.43	0.45
64	0	0	0	0	0	0	0	0	0.1	0	0	0.9	0	0	0	0	0	0	0	0	11	0.63	0.55	0.82
65	1	0	0	0	0	0	0	1.9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.093	0	0
67	0	0	0	0	0	0	4.3e-06	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.42	0.063	0.55
68	9.8e-05	0.23	0.28	0	3.5e-06	0	0	0.0019	0.019	0	0	0.006	0	0	0.28	0	0	0	0	0.18	2	0.58	0.43	0.45
69	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.048	0	0	0	1.8e-05	0	0	10	0.14	0.24	0.05
70	9.5e-05	0	0	0	1	0	0	0	0	0	0	2.4e-05	0	0	0	0	0	0	0	0	4	1	0.49	0.76
71	0	0.00076	0.47	0	0	0	0	1.8e-05	0	0	0	0	0	0	0.47	0	0	0	0	0.064	2	0.58	0.43	0.45
72	0	2.1e-05	0.44	0	0	0	0	0	7.1e-05	0	0	0	0	0	0.44	0	0	0	0	0.13	2	0.58	0.43	0.45
73	0	0	0	0	0	0	0	0	0	0	0.00085	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
74	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	6	0.42	0.19	0.45
75	0	7.3e-06	0.48	0	0	0	0	0.00058	0	0	0	0	0	0	0.48	0	0	0	0	0.036	2	0.58	0.43	0.45
76	0	1.2e-05	0.44	0	0	0	0	0	5.6e-06	0	0	0	0	0	0.44	0	0	0	0	0.12	2	0.58	0.43	0.45
77	0	0	0.42	0	0	0	0	0.003	1.5e-05	0	0	0	0	0	0.42	0	0	0	0	0.16	2	0.58	0.43	0.45
78	0.013	8.9e-05	0.042	0	0	0	0	0.9	0	0	0	0	0	0	0.042	0	0	0	0	0.0035	7	0.86	0.43	0.45
79	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.016	2	0.58	0.43	0.45
80	2e-06	0.042	0.44	0	0	0	0	0.00082	8.4e-06	0	0	0	0	0	0.44	0	0	0	0	0.085	2	0.58	0.43	0.45
81	0	0.0057	0.013	0	4.1e-05	0	0	3.8e-05	0.16	0	0	0.79	0	0	0.013	0	0	0	0	0.017	11	0.63	0.55	0.82
82	0	0.00015	0.41	0	0	0	0	0.0035	0.0009	0	0	0	0	0	0.41	0	0	0	0	0.18	2	0.58	0.43	0.45
83	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	2	0.58	0.43	0.45
84	0	0	0.0011	0	0	0	1	0	0	0	0	0	0	0	0.0011	0	0	0	0	5.1e-05	6	0.42	0.19	0.45
85	0	0.073	0.43	0	0	0	0	3.1e-05	3.1e-05	0	0	0	0	0	0.43	0	0	0	0	0.066	2	0.58	0.43	0.45
86	0	0	0	0	0	0	0	0	0	0	0.00014	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
87	0	0.068	0.29	0	0	0	0	1.5e-05	0.094	0	0	0.0076	0	0	0.29	0	0	0	0	0.26	2	0.58	0.43	0.45
88	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.0032	2	0.58	0.43	0.45
89	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
90	0	3.1e-06	0.45	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.099	2	0.58	0.43	0.45
91	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0.45	0	0	0	5e-05	0	0	10	0.14	0.24	0.05
92	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.013	2	0.58	0.43	0.45
93	0.00011	0.89	0.055	0	0	0	0	0.00019	2.9e-06	0	0	1.4e-06	0	0	0.055	0	0	0	0	0.0048	1	0.58	0.62	0.45
94	0	3.6e-05	0.43	0	0	0	0	1.7e-06	0	0	0	0	0	0	0.43	0	0	0	0	0.14	2	0.58	0.43	0.45
95	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.86	0.43	0.45
96	0.94	5e-05	0.0054	0	0.0066	0	0	0.043	8.6e-05	0	0	2.7e-06	0	0	0.0054	0	0	0	0	0.0024	0	1	0.57	0.45
97	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
98	6.2e-05	0.028	0.44	0	0	0	1.4e-05	0.0015	0.0016	0	0	8.5e-05	0	0	0.44	0	0	0	0	0.079	2	0.58	0.43	0.45
99	5.4e-06	0.0015	0.37	0	8.9e-06	0	0	0.0026	0.064	0	0	0.0022	0	0	0.37	0	0	0	0	0.2	2	0.58	0.43	0.45
100	0	0.081	0.38	0	0	0	0	1.4e-06	8.2e-06	0	0	0	0	0	0.38	0	0	0	0	0.16	2	0.58	0.43	0.45
101	0	0	0.0023	0	0	0	0.99	0	0	0	0	0	0	0	0.0023	0.00021	0	0	0	0.00023	6	0.42	0.19	0.45
102	0	0	0	0	0	0	0	0	0	0	0.0057	0	0.99	0	0	0	0	0	0	0	12	0.047	0.14	0.05
103	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.047	0.063	0.46
104	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0.13	0	0	0	9	0.047	0.063	0.46
105	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.45
106	0	0.019	0.48	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.022	2	0.58	0.43	0.45
107	0	0	0	0	0	0	0	0	0	0	1	0	2.2e-05	0	0	0	0	0	0	0	10	0.14	0.24	0.05
108	0	0	0.35	0	0	0	0	0	0.00056	0	0	9.8e-06	0	0	0.35	0	0	0	0	0.31	2	0.58	0.43	0.45
109	0	0.00012	0.027	0	5.9e-06	0	0	7.8e-06	0.86	0	0	0.031	0	0	0.027	0	0	0	0	0.058	8	0.58	0.43	0.69
110	0	0	2.9e-06	0	0	0	0	0	0	0	0	1	0	0	2.9e-06	0	0	0	0	0	11	0.63	0.55	0.82
111	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.0026	2	0.58	0.43	0.45
112	0	0.0048	0.41	0	0	0	0	5.9e-05	0.0026	0	0	0.024	0	0	0.41	0	0	0	0	0.15	2	0.58	0.43	0.45
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.58	0.096	0.05
114	0	2.5e-06	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.0053	2	0.58	0.43	0.45
115	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	1	0	0	0	16	0.047	0.048	0.35
116	0	0	0.02	0	0	0	0	6.8e-06	0.0004	0	0	0.95	0	0	0.02	0	0	0	0	0.0097	11	0.63	0.55	0.82
117	0	0	0	0	0	0	0	0	0	0	0.00032	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
118	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.58	0.62	0.45
119	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
120	4e-06	0.99	0.0039	0	0	0	0	1.3e-06	0	0	0	0	0	0	0.0039	0	0	0	0	0.0007	1	0.58	0.62	0.45
121	0	0	0.16	0	0	0	0	0	0.25	0	0	0.00034	0	0	0.16	0	0	0	0	0.44	19	0.58	0.43	0.49
122	0	0	0	0	0	0	0	0	0	0	0.27	0	0.73	0	0	0	0	1.5e-06	0	0	12	0.047	0.14	0.05
123	0.00029	0.97	0.013	0	0	0	0	0.00029	0	0	0	0	0	0	0.013	0	0	0	0	0.0016	1	0.58	0.62	0.45
124	0	0.00023	0.5	0	0	0	0.0019	8.7e-06	9.4e-05	0	0	2.2e-06	0	0	0.5	2.3e-06	0	0	0	0.0031	2	0.58	0.43	0.45
125	3.8e-05	0.017	0.45	0	0	0	0	0.0026	1.5e-05	0	0	0	0	0	0.45	0	0	0	0	0.074	2	0.58	0.43	0.45
126	0	5.8e-05	0.47	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0.055	2	0.58	0.43	0.45
127	0	0	0	0	0	0	0	0	0	0	1	0	7.2e-05	0	0	0	0	0	0	0	10	0.14	0.24	0.05
128	0	1.7e-06	0.42	0	0	0	0	0	3.5e-06	0	0	0	0	0	0.42	0	0	0	0	0.16	2	0.58	0.43	0.45
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.58	0.096	0.05
130	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.016	2	0.58	0.43	0.45
131	0	0	0	0	0	0	0	0	0	0	1	0	6e-05	0	0	0	0	0	0	0	10	0.14	0.24	0.05
132	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.0012	2	0.58	0.43	0.45
133	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00095	0	0	0	9	0.047	0.063	0.46
134	0	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.036	2	0.58	0.43	0.45
135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.24	0.05
136	0	1	2.6e-05	0	0	0	0	0	0	0	0	0	0	0	2.6e-05	0	0	0	0	0	1	0.58	0.62	0.45
137	0	0.91	0.042	0	0	0	0	3.1e-05	0	0	0	0	0	0	0.042	0	0	0	0	0.0055	1	0.58	0.62	0.45
138	0	0.84	0.075	0	0	0	0	1.4e-06	0	0	0	0	0	0	0.075	0	0	0	0	0.0063	1	0.58	0.62	0.45
139	0	1	4.8e-06	0	0	0	0	0	0	0	0	0	0	0	4.8e-06	0	0	0	0	0	1	0.58	0.62	0.45
140	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.42	0.048	0
141	0.0001	0.45	0.2	0	0	0	0	0.003	0.0077	0	0	0.00054	0	0	0.2	0	0	0	0	0.13	1	0.58	0.62	0.45
142	0	0.018	0.38	0	0	0	0	0	6.7e-05	0	0	0	0	0	0.38	0	0	0	0	0.22	2	0.58	0.43	0.45
143	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	1	0	0	0	16	0.047	0.048	0.35
144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.58	0.62	0.45
145	0	1	3.5e-06	0	0	0	0	0	0	0	0	0	0	0	3.5e-06	0	0	0	0	0	1	0.58	0.62	0.45
146	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
147	0	0	0.5	0	0	0	0.00012	0	0	0	0	0	0	0.00045	0.5	0	0	0.0003	0	0	2	0.58	0.43	0.45
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.33	0.14	0.15
149	0	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0.057	2	0.58	0.43	0.45
150	0	0	0	0	0	0	0	0	0	0	3e-05	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
151	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.7e-06	8	0.58	0.43	0.69
152	0	5e-05	0.48	0	0	0	0	0	0	0	0	0.0048	0	0	0.48	0	0	0	0	0.043	2	0.58	0.43	0.45
153	0	0	0	0	0	0	0	0	0	0	0.00098	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
154	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0.99	0	0	0	16	0.047	0.048	0.35
155	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0.98	0	0	0	16	0.047	0.048	0.35
156	0	0.0044	0.37	0	0	0	0	0	0.00081	0	0	0	0	0	0.37	0	0	0	0	0.26	2	0.58	0.43	0.45
157	0	0	0	0	0	0	0	0	0	0	0.96	0	0.044	0	0	0	0	0	0	0	10	0.14	0.24	0.05
158	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	2	0.58	0.43	0.45
159	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.0024	2	0.58	0.43	0.45
160	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.017	2	0.58	0.43	0.45
161	0.0001	0.0037	0.45	0	0	0	0	0.016	0.00011	0	0	0	0	0	0.45	0	0	0	0	0.085	2	0.58	0.43	0.45
162	0	0.0004	0.49	0	0	0	0	1.6e-05	0	0	0	0	0	0	0.49	0	0	0	0	0.025	2	0.58	0.43	0.45
163	0	0	0	0	0	0	0	0	0	0	1	0	1.6e-05	0.00057	0	0	0	8.7e-06	0	0	10	0.14	0.24	0.05
164	1e-05	0.12	0.37	0	0	0	0	0.00044	0.0022	0	0	0.00011	0	0	0.37	0	0	0	0	0.14	2	0.58	0.43	0.45
165	0	0	0	0	0	0	0	0	0	0	9.6e-06	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
166	0.013	0.24	0.26	0	6.4e-05	0	0	0.092	0.0034	0	0	0.0016	0	0	0.26	0	0	0	0	0.13	2	0.58	0.43	0.45
167	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.42	0.048	0
168	0	0	0	0	0	0	0	0	0	6.3e-06	0	0	0	0	0	0	0.00054	1	0	0	17	0.33	0.14	0.15
169	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.99	0	0	0	16	0.047	0.048	0.35
170	0	0.2	0.4	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0.0028	2	0.58	0.43	0.45
171	0	6.1e-06	0.4	0	0	0	0	0	2e-05	0	0	0.11	0	0	0.4	0	0	0	0	0.088	2	0.58	0.43	0.45
172	0	0	0	1	0	0.00018	0	0	0	0	1.3e-06	0	0	0	0	0	0	2.1e-05	0.0043	0	3	0.42	0.048	0
173	0	0.98	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.00019	1	0.58	0.62	0.45
174	0.027	0.3	0.24	0	0.0015	0	0	0.0027	0.027	0	0	0.043	0	0	0.24	0	0	0	0	0.11	1	0.58	0.62	0.45
175	0.00092	1.3e-05	0.48	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.047	2	0.58	0.43	0.45
176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.58	0.43	0.49
177	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0021	0	0	0	0	0	0	10	0.14	0.24	0.05
178	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
179	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0036	0	0	0	9	0.047	0.063	0.46
180	0	0	0	0	0	0	0	0	0	0	1	0	0.00028	6.4e-06	0	0	0	0	0	0	10	0.14	0.24	0.05
181	0	0.0024	0.45	0	0	0	0	8.8e-05	2.7e-06	0	0	0	0	0	0.45	0	0	0	0	0.098	2	0.58	0.43	0.45
182	0	0	0.0082	0	0	0	0.98	0	0	0	0	0	0	0	0.0082	0.00011	0	0	0	0.0054	6	0.42	0.19	0.45
183	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9e-06	0	0	0	0	0	1	19	0.58	0.43	0.49
184	0.00015	2.4e-05	0.44	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0.11	2	0.58	0.43	0.45
185	0	0.00033	0.047	0.0012	0	0	0.37	0	0	6e-06	0.52	0	0.00046	0.0039	0.047	7.8e-06	0	0.002	0	0.0032	10	0.14	0.24	0.05
186	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.047	0.063	0.46
187	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1e-05	0	0	0	0	0	1	19	0.58	0.43	0.49
188	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.022	2	0.58	0.43	0.45
189	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0.14	2	0.58	0.43	0.45
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.58	0.43	0.49
191	4.1e-06	0.035	0.38	0	0	0	0	0.0068	0.00083	0	0	0	0	0	0.38	0	0	0	0	0.2	2	0.58	0.43	0.45
192	0.4	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0.0043	0	1	0.57	0.45
193	0.00059	6.1e-05	0.37	0	0	0	0	0	0.00015	0	0	0	0	0	0.37	0	0	0	0	0.25	2	0.58	0.43	0.45
194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.58	0.43	0.49
195	0	0	0	0	0	0	0	0	0.99	0.0016	0	0.00017	0	0	0	0	0.0076	0	0	0.00047	8	0.58	0.43	0.69
196	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.016	2	0.58	0.43	0.45
197	0	1.2e-05	0.49	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.01	2	0.58	0.43	0.45
198	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.42	0.19	0.45
199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.58	0.43	0.49
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.58	0.43	0.49
201	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.005	0	0	0	9	0.047	0.063	0.46
202	0	0.16	0.41	0	0	0	0	1.8e-05	0	0	0	0	0	0	0.41	0	0	0	0	0.022	2	0.58	0.43	0.45
203	0	0.024	0.43	0	0	0	0	1.9e-05	0	0	0	0	0	0	0.43	0	0	0	0	0.12	2	0.58	0.43	0.45
204	7.4e-05	0.13	0.36	0	0	0	0	0.002	0.0013	0	0	1.7e-05	0	0	0.36	0	0	0	0	0.14	2	0.58	0.43	0.45
205	5e-06	0.003	0.39	0	0	0	0	0.003	0.011	0	0	9.6e-05	0	0	0.39	0	0	0	0	0.2	2	0.58	0.43	0.45
206	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.0079	2	0.58	0.43	0.45
207	0	0	0	0	0.00039	0	0	0	0	0	9.3e-06	0	0	0	0	0	0	1	0	0	17	0.33	0.14	0.15
208	0	0	0	0	0	0	0	0	0	0	2.6e-05	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
209	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.047	0.14	0.05
210	0	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0.051	2	0.58	0.43	0.45
211	0	0.00048	0.42	0	0	0	0	0	0.00032	0	0	0	0	0	0.42	0	0	0	0	0.16	2	0.58	0.43	0.45
