method	samples	SNVs	clusters	coverage	seed	ARI	RI	dist	recall	precision	inferred_clusters
DECIFER	4	500	8	200	10	0.840588724935	0.963919839679	0.0140934075	0.895998974096	0.829169880733	12
DECIFER	4	500	8	200	11	0.912291470741	0.981218436874	0.0148959715	0.903934067349	0.94284754869	12
DECIFER	4	500	8	200	12	0.868501320161	0.971406813627	0.0111860833333	0.872619578371	0.89736704218	10
DECIFER	4	500	8	200	13	0.913153374614	0.981258517034	0.0371341644	0.898251393817	0.950905432596	17
DECIFER	4	500	8	200	14	0.855446315711	0.969314629259	0.0119356855263	0.829785890229	0.920608226473	11
DECIFER	4	500	8	200	15	0.826864233923	0.964817635271	0.0162690498913	0.779100443987	0.926821800367	15
DECIFER	4	500	8	200	16	0.929257375639	0.984641282565	0.0136466193421	0.927876615897	0.948390894819	11
DECIFER	4	500	8	200	17	0.952670817522	0.989627254509	0.00806736	0.959889793042	0.957313566362	12
DECIFER	4	500	8	200	18	0.556527174342	0.878973947896	0.0110593035714	0.807858293076	0.508658798718	6
DECIFER	4	500	8	200	19	0.819460966101	0.95526252505	0.0179813955882	0.965630944832	0.751369220901	9
DECIFER	4	500	8	200	2	0.838190314959	0.964513026052	0.0180210845588	0.863805970149	0.853212175129	9
DECIFER	4	500	8	200	20	0.963652185908	0.991927855711	0.01751836175	0.963390170512	0.97321258945	12
DECIFER	4	500	8	200	3	0.842379945339	0.963623246493	0.0154504583824	0.928432516531	0.806600585718	9
DECIFER	4	500	8	200	4	0.879196805731	0.973298597194	0.00745590625	0.906161745828	0.883092512667	8
DECIFER	4	500	8	200	5	0.944307657518	0.987943887776	0.0124929097222	0.94541583328	0.95702436157	10
DECIFER	4	500	8	200	6	0.826316218993	0.962220440882	0.00878775676471	0.848459401847	0.847310024513	9
DECIFER	4	500	8	200	7	0.733103569319	0.937154308617	0.014377625	0.846393155746	0.704787090507	8
DECIFER	4	500	8	200	8	0.921808418143	0.983390781563	0.0146993673684	0.894770408163	0.970799889289	11
DECIFER	4	500	8	200	9	0.752922526548	0.946092184369	0.00990301944444	0.785963101535	0.781476492848	10
DECIFER	4	100	10	200	1	0.757048705996	0.953737373737	0.0128470632143	0.779245283019	0.786666666667	11
DECIFER	4	100	10	200	10	0.70429752925	0.945656565657	0.0283521738095	0.779874213836	0.694029850746	11
DECIFER	4	100	10	200	11	0.800016852837	0.957575757576	0.0202163473684	0.966469428008	0.717423133236	9
DECIFER	4	100	10	200	12	0.803031024208	0.957777777778	0.021508785	0.957692307692	0.72700729927	7
DECIFER	4	100	10	200	13	0.699277593279	0.934343434343	0.0223756294118	0.941422594142	0.602409638554	7
DECIFER	4	100	10	200	14	0.698835420375	0.942222222222	0.0197590736842	0.731203007519	0.731203007519	9
DECIFER	4	100	10	200	15	0.77406174409	0.95898989899	0.0261923771739	0.841437632135	0.756653992395	13
DECIFER	4	100	10	200	16	0.639144657747	0.915353535354	0.0286090894853	0.904572564612	0.550847457627	7
DECIFER	4	100	10	200	17	0.833035753516	0.969292929293	0.0211981975	0.892339544513	0.811676082863	10
DECIFER	4	100	10	200	18	0.757642413064	0.948080808081	0.0192435106579	0.967213114754	0.661991584853	9
DECIFER	4	100	10	200	19	0.832103234384	0.965858585859	0.0216708416667	0.88160291439	0.823129251701	11
DECIFER	4	100	10	200	2	0.717016169603	0.941414141414	0.0187832106375	0.808550185874	0.699356913183	10
DECIFER	4	100	10	200	20	0.840191521831	0.968484848485	0.0148358275	0.965092402464	0.771756978654	10
DECIFER	4	100	10	200	3	0.61433878237	0.920606060606	0.020300409425	0.782608695652	0.567567567568	10
DECIFER	4	100	10	200	4	0.690020250826	0.929494949495	0.0221538941176	0.951120162933	0.589646464646	7
DECIFER	4	100	10	200	5	0.870574018127	0.97595959596	0.0192198595	0.953684210526	0.823636363636	10
DECIFER	4	100	10	200	6	0.68045951315	0.923232323232	0.025151321875	1.0	0.563719862227	6
DECIFER	4	100	10	200	7	0.889565405245	0.979595959596	0.020128328775	0.964285714286	0.845303867403	10
DECIFER	4	100	10	200	8	0.76246612943	0.951515151515	0.0241759921053	0.889328063241	0.709779179811	9
DECIFER	4	100	10	200	9	0.618356453501	0.914747474747	0.0205429679412	0.872384937238	0.535989717224	7
DECIFER	4	500	10	200	1	0.699151668858	0.939847695391	0.0196665238636	0.823623687795	0.659649573198	12
DECIFER	4	500	10	200	10	0.850349873797	0.973082164329	0.00943261630435	0.866763098682	0.86384750921	13
DECIFER	4	500	10	200	11	0.72812971063	0.946356713427	0.011318565	0.846545454545	0.686096011527	10
DECIFER	4	500	10	200	12	0.670261810167	0.940833667335	0.01628575	0.691838834798	0.714753025842	11
DECIFER	4	500	10	200	13	0.842350684986	0.971983967936	0.0148826824074	0.844933920705	0.871242153948	17
DECIFER	4	500	10	200	14	0.776756237426	0.952705410822	0.0155446475	0.935584253929	0.703357117792	10
DECIFER	4	500	10	200	15	0.814975638061	0.965074148297	0.0147066065217	0.867319538777	0.804012006735	13
DECIFER	4	500	10	200	16	0.899392476212	0.982589178357	0.0178155276923	0.860111022998	0.963746223565	16
DECIFER	4	500	10	200	17	0.798417528204	0.96450501002	0.0154654534091	0.804395249253	0.832232717546	12
DECIFER	4	500	10	200	18	0.804292998135	0.96469739479	0.0106235091304	0.820563873845	0.827284406616	13
DECIFER	4	500	10	200	19	0.867635471419	0.977106212425	0.0091991404	0.840849018823	0.923550629014	15
DECIFER	4	500	10	200	2	0.700149017378	0.941835671343	0.0131979706125	0.795978852932	0.678478765533	10
DECIFER	4	500	10	200	20	0.917505559537	0.984889779559	0.0101665355682	0.927413005826	0.924429098328	12
DECIFER	4	500	10	200	3	0.792572734561	0.95949498998	0.0136426028043	0.896779388084	0.747065530887	13
DECIFER	4	500	10	200	4	0.769597404881	0.95770741483	0.0132756456522	0.816171723693	0.771354484442	13
DECIFER	4	500	10	200	5	0.876678633099	0.978661322645	0.0142744342308	0.858461538462	0.920632163946	16
DECIFER	4	500	10	200	6	0.730971526515	0.951695390782	0.0130811875	0.752234280243	0.763443472627	14
DECIFER	4	500	10	200	7	0.888827485321	0.980120240481	0.0163346636136	0.901464282825	0.898266827892	12
DECIFER	4	500	10	200	8	0.716211516498	0.944112224449	0.016368435	0.822379964907	0.68484325186	10
DECIFER	4	500	10	200	9	0.781234941195	0.960617234469	0.0164112285	0.814435503536	0.79209486166	15
DECIFER	4	100	15	200	1	0.473964752047	0.897777777778	0.0292800627273	0.851851851852	0.376021798365	7
DECIFER	4	100	15	200	10	0.546276127358	0.928080808081	0.0205702053846	0.768518518519	0.469811320755	11
DECIFER	4	100	15	200	11	0.393320093154	0.859595959596	0.0264521261364	0.905063291139	0.300736067298	7
DECIFER	4	100	15	200	12	0.584591478874	0.936565656566	0.0186198227	0.808306709265	0.499013806706	10
DECIFER	4	100	15	200	13	0.541492573119	0.915757575758	0.0309122480417	0.813888888889	0.45567651633	9
DECIFER	4	100	15	200	14	0.690446842861	0.942828282828	0.0264302869565	0.960422163588	0.575949367089	8
DECIFER	4	100	15	200	15	0.439128556487	0.879191919192	0.0349887934091	0.914556962025	0.336046511628	7
DECIFER	4	100	15	200	16	0.508946589533	0.911515151515	0.0271642795833	0.794721407625	0.424100156495	9
DECIFER	4	100	15	200	17	0.565104013324	0.92404040404	0.022017464	0.87962962963	0.458199356913	10
DECIFER	4	100	15	200	18	0.438936350237	0.879191919192	0.0250767681818	0.87125748503	0.343971631206	7
DECIFER	4	100	15	200	19	0.59690495648	0.931515151515	0.0234445775	0.850877192982	0.502590673575	9
DECIFER	4	100	15	200	2	0.51287071971	0.917575757576	0.0243807602083	0.762762762763	0.435677530017	9
DECIFER	4	100	15	200	20	0.552147035363	0.920808080808	0.0253231097917	0.845238095238	0.455128205128	9
DECIFER	4	100	15	200	3	0.509693709898	0.923636363636	0.020310217	0.716510903427	0.444874274662	10
DECIFER	4	100	15	200	4	0.557045504506	0.918585858586	0.0285934461042	0.90303030303	0.445440956652	9
DECIFER	4	100	15	200	5	0.512780816904	0.919595959596	0.0173129078	0.743975903614	0.441071428571	10
DECIFER	4	100	15	200	6	0.584254529873	0.932525252525	0.0287683976923	0.826219512195	0.494525547445	11
DECIFER	4	100	15	200	7	0.542474781496	0.92	0.0182322956522	0.904290429043	0.427457098284	8
DECIFER	4	100	15	200	8	0.491596497556	0.904848484848	0.0238310286458	0.84520123839	0.393371757925	9
DECIFER	4	100	15	200	9	0.604091298519	0.943232323232	0.0252113581481	0.783870967742	0.531728665208	12
DECIFER	4	500	15	200	1	0.598115452542	0.938749498998	0.0133825794444	0.789180009704	0.524296881296	12
DECIFER	4	500	15	200	10	0.618697702803	0.94819238477	0.0132657508065	0.712975256488	0.591172938351	16
DECIFER	4	500	15	200	11	0.613730156278	0.941298597194	0.0162894055172	0.798459872458	0.540214913709	14
DECIFER	4	500	15	200	12	0.641528343693	0.951198396794	0.0156351701724	0.741958975604	0.606749379653	14
DECIFER	4	500	15	200	13	0.514294909506	0.922693386774	0.0179171045806	0.726677180638	0.447649652492	16
DECIFER	4	500	15	200	14	0.605414940854	0.943687374749	0.021258665625	0.704414808002	0.579056799924	17
DECIFER	4	500	15	200	15	0.532077233394	0.931599198397	0.0150444979032	0.656658878505	0.501203744984	16
DECIFER	4	500	15	200	16	0.555292202539	0.930917835671	0.0197684726786	0.756376001943	0.485046728972	13
DECIFER	4	500	15	200	17	0.599529070517	0.938573146293	0.011795855	0.80396961529	0.519762376238	13
DECIFER	4	500	15	200	18	0.570632451013	0.930268537074	0.0151635627778	0.805943214629	0.485963003264	12
DECIFER	4	500	15	200	19	0.639908899772	0.944825651303	0.0176243658929	0.833773403745	0.558216151065	13
DECIFER	4	500	15	200	2	0.738840117825	0.966765531062	0.0110153869118	0.77746954529	0.736938378873	19
DECIFER	4	500	15	200	20	0.653709340074	0.94928256513	0.0162007840323	0.802285442209	0.590917061196	16
DECIFER	4	500	15	200	3	0.677915739433	0.957234468938	0.0159598590909	0.758252427184	0.651444062142	18
DECIFER	4	500	15	200	4	0.628772293859	0.945234468938	0.0129288114	0.794381206103	0.560971438344	15
DECIFER	4	500	15	200	5	0.635897731488	0.942805611222	0.0164946761538	0.858456327123	0.543296837914	11
DECIFER	4	500	15	200	6	0.715545336692	0.959991983968	0.0114389724643	0.83251935676	0.660960847361	13
DECIFER	4	500	15	200	7	0.610675434649	0.945074148297	0.0130283167857	0.746503067485	0.559705611776	13
DECIFER	4	500	15	200	8	0.65436225582	0.951214428858	0.0163716034848	0.769084649175	0.610038610039	18
DECIFER	4	500	15	200	9	0.620596520843	0.948216432866	0.0153736884375	0.72276867031	0.587619705795	17
DECIFER	6	100	8	200	1	0.953647258446	0.989898989899	0.015052693125	0.960975609756	0.957860615883	8
DECIFER	6	100	8	200	10	0.789752781432	0.945252525253	0.026551252381	0.952599388379	0.721900347625	6
DECIFER	6	100	8	200	11	0.944725668601	0.988080808081	0.0160383224074	0.944535073409	0.958609271523	10
DECIFER	6	100	8	200	12	0.759945511662	0.936565656566	0.0261234142857	0.987096774194	0.666666666667	6
DECIFER	6	100	8	200	13	0.898966559029	0.978585858586	0.0151541638889	0.852433281005	0.978378378378	10
DECIFER	6	100	8	200	14	0.916497084542	0.980202020202	0.0204388917778	0.975270479134	0.884992987377	7
DECIFER	6	100	8	200	15	0.810080686932	0.959595959596	0.0256704242105	0.818032786885	0.848639455782	11
DECIFER	6	100	8	200	16	0.981762716361	0.99595959596	0.0207648777778	0.980952380952	0.987220447284	10
DECIFER	6	100	8	200	17	0.990942976983	0.99797979798	0.0224995342593	0.984326018809	1.0	10
DECIFER	6	100	8	200	18	0.932040143654	0.984444444444	0.0210976676471	0.926093514329	0.956386292835	9
DECIFER	6	100	8	200	19	0.838245972529	0.959797979798	0.0157819135556	0.902474526929	0.824468085106	7
DECIFER	6	100	8	200	2	0.851390803017	0.965858585859	0.0216063302083	0.953177257525	0.801687763713	8
DECIFER	6	100	8	200	20	0.826258467051	0.959393939394	0.0204989824444	0.894488188976	0.809116809117	7
DECIFER	6	100	8	200	3	0.835797264581	0.964242424242	0.0207242833333	0.859706362153	0.852750809061	8
DECIFER	6	100	8	200	4	0.892394906037	0.974545454545	0.01861659	0.96546310832	0.855354659249	7
DECIFER	6	100	8	200	5	0.990703628289	0.99797979798	0.0264224235088	0.983844911147	1.0	11
DECIFER	6	100	8	200	6	0.90376710807	0.980202020202	0.0174144403704	0.866776315789	0.96875	10
DECIFER	6	100	8	200	7	0.760805369128	0.945454545455	0.019983916	0.856666666667	0.736389684814	7
DECIFER	6	100	8	200	8	0.882346181646	0.974343434343	0.0110587077083	0.89337641357	0.900651465798	8
DECIFER	6	100	8	200	9	0.853139236652	0.969292929293	0.0312500175	0.837704918033	0.906028368794	12
DECIFER	6	500	8	200	1	0.991244680674	0.998084168337	0.00903680519608	0.991354466859	0.993326488706	9
DECIFER	6	500	8	200	10	0.864251857956	0.970300601202	0.00788883541667	0.882099993582	0.88034844991	8
DECIFER	6	500	8	200	11	0.969562339894	0.993418837675	0.00686219156863	0.966561229101	0.98016496465	9
DECIFER	6	500	8	200	12	0.859775703905	0.970404809619	0.0164360006061	0.845469203483	0.910031239153	14
DECIFER	6	500	8	200	13	0.968311526823	0.993074148297	0.0058633375	0.97283062496	0.971707191891	8
DECIFER	6	500	8	200	14	0.957154143043	0.990709418838	0.0204153747101	0.933446455505	0.993312378787	15
DECIFER	6	500	8	200	15	0.923057259022	0.983775551102	0.0144710349167	0.893494161427	0.974527641707	12
DECIFER	6	500	8	200	16	0.90545082998	0.979967935872	0.0111557859649	0.883160189817	0.953145546405	11
DECIFER	6	500	8	200	17	0.839275514436	0.96197995992	0.0162787088235	0.946436618812	0.789866752633	9
DECIFER	6	500	8	200	18	0.891343653225	0.977779559118	0.0126743849206	0.837825667417	0.981092278719	13
DECIFER	6	500	8	200	19	0.970881096814	0.993763527054	0.0245441926812	0.950134598128	1.0	15
DECIFER	6	500	8	200	2	0.889273222658	0.976472945892	0.0235347066667	0.86500063589	0.943669788415	17
DECIFER	6	500	8	200	20	0.928694461506	0.984424849699	0.0180531765152	0.915500909604	0.960763660303	14
DECIFER	6	500	8	200	3	0.923435815745	0.983983967936	0.0260062451389	0.88421120082	0.986347390994	16
DECIFER	6	500	8	200	4	0.871356607774	0.974324649299	0.01331915	0.797632831597	0.995424259453	13
DECIFER	6	500	8	200	5	0.957930052768	0.991086172345	0.0271177083333	0.936318923117	0.991230474102	16
DECIFER	6	500	8	200	6	0.919677597234	0.983350701403	0.0100728665789	0.880175983437	0.983729843083	11
DECIFER	6	500	8	200	7	0.759339819704	0.942637274549	0.0174245133333	0.883026929052	0.718325434439	8
DECIFER	6	500	8	200	8	0.938619380596	0.986653306613	0.0195585578788	0.923479357075	0.970136405774	14
DECIFER	6	500	8	200	9	0.861025361052	0.969779559118	0.0109062470588	0.878050355068	0.878504069242	9
DECIFER	6	100	10	200	1	0.730581842369	0.945050505051	0.0245332333333	0.880081300813	0.670278637771	8
DECIFER	6	100	10	200	10	0.605226668407	0.911111111111	0.024787527451	0.853608247423	0.528735632184	7
DECIFER	6	100	10	200	11	0.855406499942	0.974747474747	0.0199787886667	0.873949579832	0.864864864865	10
DECIFER	6	100	10	200	12	0.813717288971	0.964646464646	0.0267080530303	0.82641509434	0.840690978887	12
DECIFER	6	100	10	200	13	0.748193337191	0.947070707071	0.0233596733333	0.90157480315	0.683582089552	8
DECIFER	6	100	10	200	14	0.604881338917	0.907474747475	0.030668346875	0.905660377358	0.51124260355	6
DECIFER	6	100	10	200	15	0.71877127062	0.937777777778	0.0226256941176	0.936127744511	0.629530201342	7
DECIFER	6	100	10	200	16	0.787067611976	0.953939393939	0.0227717211111	0.974358974359	0.696755994358	8
DECIFER	6	100	10	200	17	0.670221112492	0.929494949495	0.0267987505556	0.86032388664	0.602836879433	8
DECIFER	6	100	10	200	18	0.857319470154	0.972323232323	0.0184793091228	0.923379174853	0.827464788732	9
DECIFER	6	100	10	200	19	0.676549041966	0.928686868687	0.0203342268421	0.915289256198	0.586754966887	9
DECIFER	6	100	10	200	2	0.804028477166	0.965454545455	0.0196150051333	0.837894736842	0.808943089431	10
DECIFER	6	100	10	200	20	0.798631613255	0.965454545455	0.0220082489583	0.743689320388	0.907582938389	14
DECIFER	6	100	10	200	3	0.945933891895	0.990303030303	0.0153716652174	0.945564516129	0.957142857143	13
DECIFER	6	100	10	200	4	0.800768273075	0.96101010101	0.0191574872222	0.908536585366	0.751260504202	8
DECIFER	6	100	10	200	5	0.937035397555	0.987878787879	0.0242362335873	0.976744186047	0.913043478261	11
DECIFER	6	100	10	200	6	0.800055510141	0.959191919192	0.0201969344167	0.923228346457	0.742088607595	10
DECIFER	6	100	10	200	7	0.791811608826	0.95898989899	0.0166790113333	0.959051724138	0.70747217806	10
DECIFER	6	100	10	200	8	0.677797430051	0.932121212121	0.0261083266667	0.911062906725	0.587412587413	7
DECIFER	6	100	10	200	9	0.834735576923	0.968888888889	0.0273171423333	0.946581196581	0.774475524476	10
DECIFER	6	500	10	200	1	0.908999460829	0.983591182365	0.00907934833333	0.926006616638	0.910360145962	10
DECIFER	6	500	10	200	10	0.849194025644	0.973026052104	0.0111922647619	0.857142857143	0.871306471306	11
DECIFER	6	500	10	200	11	0.917212869497	0.985362725451	0.0108920415972	0.907144575415	0.94424505467	14
DECIFER	6	500	10	200	12	0.815260142398	0.964881763527	0.016165605	0.885901744279	0.78933485421	10
DECIFER	6	500	10	200	13	0.869091186786	0.976344689379	0.0168590353968	0.891235991292	0.873419721871	11
DECIFER	6	500	10	200	14	0.829905681269	0.968537074148	0.0145186014493	0.866258741259	0.829414897664	13
DECIFER	6	500	10	200	15	0.879893891562	0.978356713427	0.0105282333333	0.873382987064	0.911247443763	13
DECIFER	6	500	10	200	16	0.83063094505	0.968144288577	0.0163907265333	0.887461090271	0.812614192794	15
DECIFER	6	500	10	200	17	0.722988267212	0.942509018036	0.0182273115	0.892764648754	0.653572698187	10
DECIFER	6	500	10	200	18	0.882763950696	0.979294589178	0.0133495593056	0.87038660821	0.919417312226	14
DECIFER	6	500	10	200	19	0.76674827283	0.955110220441	0.0149735544697	0.845683424668	0.744355120587	12
DECIFER	6	500	10	200	2	0.944717363684	0.990124248497	0.0114967842778	0.940540973111	0.960055546479	11
DECIFER	6	500	10	200	20	0.925516186745	0.986476953908	0.0163072385507	0.928797218271	0.937315575405	13
DECIFER	6	500	10	200	3	0.905297136428	0.983382765531	0.0101163328	0.879473141316	0.952397319127	15
DECIFER	6	500	10	200	4	0.812377351539	0.967350701403	0.0179184460345	0.808250263392	0.853852739726	19
DECIFER	6	500	10	200	5	0.88935862159	0.981154308617	0.0144171332267	0.852007431941	0.953099584312	15
DECIFER	6	500	10	200	6	0.870145600857	0.975575150301	0.00942530287879	0.931777956557	0.840432479501	12
DECIFER	6	500	10	200	7	0.79933631767	0.96574749499	0.0188817320988	0.774760254654	0.866750811396	17
DECIFER	6	500	10	200	8	0.743725832843	0.954581162325	0.0230861529487	0.746889610904	0.792216525174	16
DECIFER	6	500	10	200	9	0.878440853809	0.978973947896	0.016792670641	0.855232417627	0.927809823457	16
DECIFER	6	100	15	200	1	0.579979348087	0.935555555556	0.0261163035128	0.783281733746	0.503984063745	11
DECIFER	6	100	15	200	10	0.541497492544	0.919797979798	0.0269970526087	0.892508143322	0.429467084639	8
DECIFER	6	100	15	200	11	0.612973999245	0.94	0.0243870332	0.805389221557	0.536926147705	10
DECIFER	6	100	15	200	12	0.503555263663	0.914545454545	0.0247256780556	0.761194029851	0.426421404682	9
DECIFER	6	100	15	200	13	0.718919365105	0.958585858586	0.0282362832099	0.877245508982	0.64113785558	12
DECIFER	6	100	15	200	14	0.598057238828	0.934949494949	0.0274381080667	0.873015873016	0.493716337522	10
DECIFER	6	100	15	200	15	0.491146026527	0.90303030303	0.0258666641957	0.840361445783	0.395184135977	8
DECIFER	6	100	15	200	16	0.664539862099	0.948282828283	0.0272772901282	0.861861861862	0.577464788732	11
DECIFER	6	100	15	200	17	0.730666754927	0.956161616162	0.018752027284	0.940509915014	0.628787878788	12
DECIFER	6	100	15	200	18	0.680615063399	0.946060606061	0.0242780082267	0.902777777778	0.583482944345	10
DECIFER	6	100	15	200	19	0.723266590889	0.957373737374	0.0238674883333	0.936363636364	0.619238476954	12
DECIFER	6	100	15	200	2	0.557057614157	0.925454545455	0.0245496207153	0.849056603774	0.456852791878	9
DECIFER	6	100	15	200	20	0.544739069757	0.918787878788	0.0268780980435	0.892405063291	0.433846153846	8
DECIFER	6	100	15	200	3	0.488487215871	0.906666666667	0.0254639474638	0.793413173653	0.40273556231	8
DECIFER	6	100	15	200	4	0.565877694445	0.927272727273	0.0280521821333	0.869009584665	0.460236886633	10
DECIFER	6	100	15	200	5	0.482420735833	0.900404040404	0.0257966905797	0.832335329341	0.388811188811	8
DECIFER	6	100	15	200	6	0.516671249401	0.914343434343	0.0288139978551	0.869706840391	0.410138248848	8
DECIFER	6	100	15	200	7	0.538245844282	0.91797979798	0.0242575727847	0.874213836478	0.431677018634	9
DECIFER	6	100	15	200	8	0.585688657906	0.925858585859	0.0298295347847	0.885964912281	0.480190174326	9
DECIFER	6	100	15	200	9	0.55051445205	0.928080808081	0.0276207618667	0.837209302326	0.450805008945	10
DECIFER	6	500	15	200	1	0.766918776744	0.968633266533	0.0157239073763	0.86113473454	0.719009941165	16
DECIFER	6	500	15	200	10	0.580707877389	0.933667334669	0.0195199045333	0.798043241937	0.500151400454	10
DECIFER	6	500	15	200	11	0.750433351665	0.966941883768	0.0185684509524	0.81869382864	0.723498888065	20
DECIFER	6	500	15	200	12	0.61222618149	0.937723446894	0.014164126092	0.848473881047	0.519193857965	14
DECIFER	6	500	15	200	13	0.763918963835	0.968625250501	0.0178929082828	0.846948699246	0.72406983995	18
DECIFER	6	500	15	200	14	0.659729260228	0.954861723447	0.0195507003475	0.732651834035	0.641263157895	19
DECIFER	6	500	15	200	15	0.663420155941	0.947310621242	0.0087680413642	0.883485796822	0.567014291232	12
DECIFER	6	500	15	200	16	0.636015905995	0.939342685371	0.0201037971795	0.92054027744	0.522480834312	11
DECIFER	6	500	15	200	17	0.719550100854	0.961779559118	0.0150300336559	0.819818731118	0.674286850214	16
DECIFER	6	500	15	200	18	0.673510026035	0.948961923848	0.0158461580247	0.874808801035	0.583686607003	12
DECIFER	6	500	15	200	19	0.745669437667	0.964136272545	0.0205284669524	0.879308259765	0.676560900716	20
DECIFER	6	500	15	200	2	0.682969553192	0.955863727455	0.016218943172	0.805667031497	0.628975600494	16
DECIFER	6	500	15	200	20	0.563370073725	0.929571142285	0.0204699010115	0.770950374532	0.490980918306	14
DECIFER	6	500	15	200	3	0.709029112315	0.957611222445	0.01395206125	0.869565217391	0.631136044881	17
DECIFER	6	500	15	200	4	0.754372671354	0.966476953908	0.0115789991398	0.845109019421	0.711077694236	16
DECIFER	6	500	15	200	5	0.717274276678	0.960833667335	0.0154638943678	0.830759951749	0.66412729026	14
DECIFER	6	500	15	200	6	0.73578093702	0.964553106212	0.0155002825208	0.823330106486	0.696702846611	17
DECIFER	6	500	15	200	7	0.603523125795	0.934188376754	0.0125191621728	0.858572620041	0.506430529201	12
DECIFER	6	500	15	200	8	0.737646573259	0.963703406814	0.0127962182696	0.845195303139	0.685519922255	19
DECIFER	6	500	15	200	9	0.691117709911	0.956056112224	0.0169013595556	0.838019559902	0.622502724301	15
DECIFER	8	100	8	200	1	0.968536600515	0.992929292929	0.0241048947895	0.946646341463	1.0	11
DECIFER	8	100	8	200	10	0.910518032526	0.980202020202	0.0198052720588	0.908805031447	0.935275080906	9
DECIFER	8	100	8	200	11	0.831522389741	0.964848484848	0.0208910111111	0.783018867925	0.932584269663	10
DECIFER	8	100	8	200	12	0.844858488872	0.961212121212	0.017122435	0.9796875	0.777915632754	7
DECIFER	8	100	8	200	13	0.952312304119	0.989898989899	0.011579240625	0.950083194676	0.966159052453	8
DECIFER	8	100	8	200	14	0.799948996471	0.947878787879	0.0215724074107	0.985893416928	0.716400911162	6
DECIFER	8	100	8	200	15	0.713428059571	0.92303030303	0.0277464441667	0.953376205788	0.627513227513	7
DECIFER	8	100	8	200	16	0.956379377196	0.990707070707	0.018268326875	0.958471760797	0.964882943144	8
DECIFER	8	100	8	200	17	0.960415200563	0.991111111111	0.0187654767188	0.965517241379	0.965517241379	8
DECIFER	8	100	8	200	18	0.81199104202	0.956767676768	0.0248085554412	0.859154929577	0.815750371471	9
DECIFER	8	100	8	200	19	0.940977809473	0.987272727273	0.0152737724853	0.949013157895	0.947454844007	9
DECIFER	8	100	8	200	2	0.955529091983	0.990505050505	0.024357316775	0.942903752039	0.979661016949	12
DECIFER	8	100	8	200	20	0.883008432999	0.974949494949	0.0206223478553	0.83487654321	0.969534050179	11
DECIFER	8	100	8	200	3	0.859293407106	0.965656565657	0.0271189885	0.973228346457	0.801556420233	7
DECIFER	8	100	8	200	4	0.982979942693	0.996363636364	0.0214859532812	0.98178807947	0.988333333333	8
DECIFER	8	100	8	200	5	0.891784828889	0.977777777778	0.0170974319444	0.88285229202	0.926916221034	10
DECIFER	8	100	8	200	6	0.904022069453	0.979595959596	0.0191589955882	0.898360655738	0.933560477002	9
DECIFER	8	100	8	200	7	0.914213591722	0.982424242424	0.0148471836765	0.909090909091	0.939716312057	9
DECIFER	8	100	8	200	8	1.0	1.0	0.0205373252031	1.0	1.0	8
