SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
12	0.28	0	7.3e-05	7.3e-05	0	1.5e-05	4.1e-06	0.28	0	0	3.4e-05	0.15	0	0.28	0	0	7	0.58	0.54
13	0.28	0	0	0	0	0	0	0.28	0	0	2.5e-06	0.15	0	0.28	0	0	7	0.58	0.54
14	0.28	7.4e-06	0.00048	0.00048	0	0.00023	0.00011	0.28	0	0	1.6e-06	0.15	0	0.28	0	0	7	0.58	0.54
15	0.26	0	0	0	0.072	0	0	0.26	0	0	0	0.14	0	0.26	3.5e-06	0	7	0.58	0.54
16	0.28	1.3e-05	0.0017	0.0017	0	0.0013	0.00032	0.28	0	0	4.4e-05	0.15	0	0.28	0	2.3e-06	7	0.58	0.54
17	0.26	2.7e-05	0.011	0.011	0	0.02	0.0015	0.26	0	0	0.027	0.14	1.2e-06	0.26	0	6.6e-05	7	0.58	0.54
18	0.28	2.2e-06	0.0011	0.0011	0	0.00018	1.1e-05	0.28	0	0	0.0009	0.15	0	0.28	0	3.8e-06	7	0.58	0.54
19	0.28	3.5e-06	0.00019	0.00019	0	5e-05	2.9e-05	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
20	0.28	6.3e-06	0.0026	0.0026	0	0.0015	0.00012	0.28	0	0	0.0047	0.15	0	0.28	0	1.1e-05	7	0.58	0.54
21	0.28	0	0	0	0.00056	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
22	0.25	2.1e-05	0.011	0.011	0	0.019	0.0011	0.25	0	0.011	0.082	0.13	1.9e-06	0.25	0	8.5e-05	7	0.58	0.54
23	0.28	2.9e-06	0.00031	0.00031	0	0.00014	4.2e-05	0.28	0	0	3.9e-05	0.15	0	0.28	0	0	7	0.58	0.54
24	0.24	2.5e-05	0.014	0.014	0	0.028	0.0015	0.24	0	2.9e-05	0.092	0.13	2.1e-06	0.24	0	0.00012	7	0.58	0.54
25	0.26	5.8e-05	0.018	0.018	0	0.034	0.0034	0.26	0	0	0.0029	0.14	0	0.26	0	6.6e-05	7	0.58	0.54
26	0.28	0	0	0	0.012	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
27	0.28	0	0.00045	0.00045	0	3e-05	1.2e-06	0.28	0	0	0.0057	0.15	2.2e-06	0.28	0	2.5e-06	7	0.58	0.54
28	0.28	1.2e-05	0.0042	0.0042	0	0.0052	0.00046	0.28	0	0	0.01	0.14	0	0.28	0	2e-05	7	0.58	0.54
29	0.28	1.5e-06	0.00033	0.00033	0	0.00011	1.5e-05	0.28	0	0	0.00077	0.15	0	0.28	0	0	7	0.58	0.54
30	0.28	0	1e-06	1e-06	0	0	0	0.28	0	0	6.4e-06	0.15	0	0.28	0	0	7	0.58	0.54
31	0.27	8.4e-05	0.0079	0.0079	0	0.02	0.0067	0.27	0	0	4.5e-05	0.14	0	0.27	0	9.9e-06	7	0.58	0.54
32	0.28	5.7e-05	0.0011	0.0011	0	0.0013	0.0022	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
33	0.14	0.0001	0.048	0.048	0	0.29	0.019	0.14	0	0.083	0.033	0.07	0	0.14	0	0.00035	5	0.63	0.69
34	0.28	9e-06	0.0023	0.0023	0	0.00093	0.00011	0.28	0	0	0.00025	0.15	0	0.28	0	5.2e-06	7	0.58	0.54
35	0.28	4.6e-05	0.0062	0.0062	0	0.01	0.0024	0.28	0	0	0.0001	0.14	0	0.28	0	9.9e-06	7	0.58	0.54
36	0.26	4.7e-05	0.016	0.016	0	0.046	0.0043	0.26	0	0.0001	0.018	0.13	0	0.26	0	8.1e-05	7	0.58	0.54
37	0.24	7.5e-05	0.023	0.023	0	0.09	0.0092	0.24	0	0.00069	0.013	0.12	0	0.24	0	0.00011	7	0.58	0.54
38	0.28	4.7e-05	0.0046	0.0046	0	0.01	0.0033	0.28	0	0	6.8e-05	0.14	0	0.28	0	6.2e-06	7	0.58	0.54
39	0.28	8.9e-06	0.0036	0.0036	0	0.0033	0.00025	0.28	0	0	0.016	0.14	1.1e-06	0.28	0	2e-05	7	0.58	0.54
40	0.28	2.7e-06	0.00079	0.00079	0	0.00038	4e-05	0.28	0	0	0.0043	0.15	0	0.28	0	3.1e-06	7	0.58	0.54
41	0.28	2e-06	0.00027	0.00027	0	0.00012	2.6e-05	0.28	0	0	0.00018	0.15	0	0.28	0	0	7	0.58	0.54
42	0.28	2.6e-05	0.0042	0.0042	0	0.0066	0.0013	0.28	0	0	0.00023	0.15	0	0.28	0	8.1e-06	7	0.58	0.54
43	0.28	1.6e-05	0.0041	0.0041	0	0.0043	0.00051	0.28	0	0	0.0014	0.15	0	0.28	0	1.3e-05	7	0.58	0.54
44	0.28	0	0	0	0.00021	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
45	0.28	1.8e-05	0.0019	0.0019	0	0.0024	0.00073	0.28	0	0	4.4e-05	0.15	0	0.28	0	2.3e-06	7	0.58	0.54
46	0.28	0	9.8e-05	9.8e-05	0	2.1e-05	6.6e-06	0.28	0	0	1.9e-05	0.15	0	0.28	0	0	7	0.58	0.54
47	0.18	0.00023	0.078	0.078	0	0.19	0.017	0.18	0	0	0.00065	0.094	0	0.18	0	0.00025	5	0.63	0.69
48	0.28	3.5e-05	0.0016	0.0016	0	0.0017	0.0012	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
49	0.28	1.6e-05	0.0059	0.0059	0	0.0029	0.00025	0.28	0	0	0.00051	0.15	0	0.28	0	1.7e-05	7	0.58	0.54
50	0.28	1.2e-06	0.00041	0.00041	0	6.7e-05	5.8e-06	0.28	0	0	0.0011	0.15	0	0.28	0	1.3e-06	7	0.58	0.54
51	0.28	1.7e-05	0.0066	0.0066	0	0.0051	0.00039	0.28	0	0	0.0018	0.14	0	0.28	0	2.4e-05	7	0.58	0.54
52	0.00046	0	0	0	0.0023	0	0	0.00046	0	0	0	0.00024	0	0.00046	1	0	14	0.28	0.26
53	0.28	1.6e-05	0.0035	0.0035	2.7e-05	0.0073	0.001	0.28	0	1.4e-06	0.0036	0.14	0	0.28	0	1.2e-05	7	0.58	0.54
54	0.28	0	5.8e-05	5.8e-05	0	1.1e-05	4.7e-06	0.28	0	0	4e-06	0.15	0	0.28	0	0	7	0.58	0.54
55	0.075	0.00026	0.079	0.079	0	0.52	0.054	0.075	0	0	0.00027	0.039	0	0.075	0	0.00024	5	0.63	0.69
56	0.28	0	0	0	4.9e-06	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
57	0.28	6.9e-06	0.0021	0.0021	0	0.0018	0.00019	0.28	0	0	0.0046	0.15	0	0.28	0	8.3e-06	7	0.58	0.54
58	0.049	0.00012	0.075	0.075	0	0.63	0.032	0.049	0	0.0045	0.011	0.025	0	0.049	0	0.00058	5	0.63	0.69
59	0.037	0.00018	0.08	0.08	0	0.66	0.046	0.037	0	1.4e-06	0.001	0.019	0	0.037	0	0.00039	5	0.63	0.69
60	0.25	0.00012	0.02	0.02	0	0.064	0.012	0.25	0	0	0.00021	0.13	0	0.25	0	3.9e-05	7	0.58	0.54
61	0.28	1.6e-06	0.0001	0.0001	0	3.2e-05	1.5e-05	0.28	0	0	6.8e-06	0.15	0	0.28	0	0	7	0.58	0.54
62	0.28	0	4.2e-06	4.2e-06	0	0	0	0.28	0	0	3.5e-05	0.15	0	0.28	0	0	7	0.58	0.54
63	0.27	1.8e-05	0.0081	0.0081	0	0.0091	0.00062	0.27	0	0	0.011	0.14	1.2e-06	0.27	0	4.2e-05	7	0.58	0.54
64	0.27	2.4e-05	0.0089	0.0089	0	0.019	0.0016	0.27	0	4.1e-06	0.019	0.14	1e-06	0.27	0	4.8e-05	7	0.58	0.54
65	0.2	5.9e-05	0.032	0.032	0	0.13	0.0072	0.2	0	0.02	0.087	0.1	1.7e-06	0.2	0	0.00027	7	0.58	0.54
66	0.26	2.6e-05	0.015	0.015	0	0.021	0.0011	0.26	0	0	0.034	0.13	1.9e-06	0.26	0	0.0001	7	0.58	0.54
67	0.22	0.00013	0.038	0.038	0	0.12	0.013	0.22	0	0	0.0014	0.12	0	0.22	0	0.00012	7	0.58	0.54
68	0.28	8.8e-05	0.0024	0.0024	0	0.0037	0.0042	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
69	0.28	1.7e-05	0.0044	0.0044	0	0.0066	0.00079	0.28	0	0	0.004	0.14	0	0.28	0	1.6e-05	7	0.58	0.54
70	0.28	4.7e-05	0.0022	0.0022	0	0.0051	0.0034	0.28	0	0	4.4e-06	0.15	0	0.28	0	1.5e-06	7	0.58	0.54
71	0.28	0	0.00023	0.00023	0	6.1e-05	6.1e-06	0.28	0	0	0.0032	0.15	0	0.28	0	0	7	0.58	0.54
72	0.28	0	2.9e-05	2.9e-05	0	4.9e-06	1.8e-06	0.28	0	0	2.1e-05	0.15	0	0.28	0	0	7	0.58	0.54
73	0.089	3.3e-05	0.035	0.035	0	0.13	0.004	0.089	0	0.13	0.35	0.046	2.6e-06	0.089	0	0.00052	10	0.77	0.54
74	0.28	0	0.00036	0.00036	0	5.8e-05	4.4e-06	0.28	0	0	0.0039	0.15	0	0.28	0	1.5e-06	7	0.58	0.54
75	0.28	7.3e-06	0.0033	0.0033	0	0.0012	8.4e-05	0.28	0	0	0.0021	0.15	0	0.28	0	1.3e-05	7	0.58	0.54
76	0.28	1.4e-05	0.0038	0.0038	0	0.0043	0.00049	0.28	0	0	0.0029	0.15	0	0.28	0	1.3e-05	7	0.58	0.54
77	0.11	0.00013	0.074	0.074	0	0.41	0.023	0.11	0	0.0012	0.025	0.059	0	0.11	0	0.00055	5	0.63	0.69
78	0.28	0	4.9e-06	4.9e-06	0	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
79	0.15	0.00047	0.049	0.049	0	0.29	0.088	0.15	0	0	1.5e-05	0.077	0	0.15	0	5.7e-05	5	0.63	0.69
80	0.27	3.8e-05	0.008	0.008	0	0.02	0.0029	0.27	0	0	0.0024	0.14	0	0.27	0	2.5e-05	7	0.58	0.54
81	0.28	0	6.6e-06	6.6e-06	0	1.5e-06	1.1e-06	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
82	0.075	0.00058	0.047	0.047	0	0.46	0.18	0.075	0	0	3e-06	0.039	0	0.075	0	4.4e-05	5	0.63	0.69
83	0.28	0	0.00015	0.00015	0	3e-05	5.7e-06	0.28	0	0	0.00012	0.15	0	0.28	0	0	7	0.58	0.54
84	0.28	0	0	0	0	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
85	0.27	4.4e-05	0.0088	0.0088	0	0.016	0.0025	0.27	0	0	0.00062	0.14	0	0.27	0	2.2e-05	7	0.58	0.54
86	0.16	0.00061	0.039	0.039	0	0.23	0.11	0.16	0	0	1.5e-06	0.085	0	0.16	0	2.6e-05	5	0.63	0.69
87	0.28	6.8e-06	0.0017	0.0017	0	0.0013	0.00016	0.28	0	0	0.0017	0.15	0	0.28	0	5.4e-06	7	0.58	0.54
88	0.26	2.3e-05	0.013	0.013	0	0.021	0.0012	0.26	0	0	0.043	0.13	1.9e-06	0.26	0	9.2e-05	7	0.58	0.54
89	0.24	0.00025	0.041	0.041	0	0.066	0.013	0.24	0	0	7.2e-06	0.12	0	0.24	0	4.6e-05	7	0.58	0.54
90	0.26	4.5e-05	0.013	0.013	0	0.043	0.0045	0.26	0	0.00025	0.014	0.13	0	0.26	0	6.5e-05	7	0.58	0.54
91	0.26	3.4e-05	0.011	0.011	0	0.027	0.0025	0.26	0	1.1e-05	0.017	0.14	0	0.26	0	5.9e-05	7	0.58	0.54
92	0.045	0.0002	0.061	0.061	0	0.65	0.067	0.045	0	0.00012	0.0007	0.023	0	0.045	0	0.00024	5	0.63	0.69
93	0.14	3e-06	0.003	0.003	0	0.0027	8.3e-05	0.14	0	6.8e-06	0.51	0.071	3.8e-06	0.14	0	4.4e-05	10	0.77	0.54
94	0.21	0.00011	0.031	0.031	0	0.16	0.018	0.21	0	0.0033	0.0089	0.11	0	0.21	0	0.00014	7	0.58	0.54
95	0.28	7.6e-06	0.0011	0.0011	0	0.0011	0.00022	0.28	0	0	0.00033	0.15	0	0.28	0	2.3e-06	7	0.58	0.54
96	0.27	3.2e-05	0.0078	0.0078	0	0.017	0.0022	0.27	0	0	0.0027	0.14	0	0.27	0	2.6e-05	7	0.58	0.54
97	0.28	6e-06	0.00086	0.00086	0	0.0008	0.00017	0.28	0	0	0.00035	0.15	0	0.28	0	1.7e-06	7	0.58	0.54
98	0.26	2.7e-05	0.012	0.012	0	0.023	0.0016	0.26	0	2.3e-06	0.031	0.14	1.3e-06	0.26	0	7.3e-05	7	0.58	0.54
99	0.27	4.7e-06	0.0021	0.0021	0	0.0018	0.00013	0.27	0	0	0.051	0.14	1.5e-06	0.27	0	1.4e-05	7	0.58	0.54
100	0.28	0	1.7e-05	1.7e-05	0	0	0	0.28	0	0	1.5e-05	0.15	0	0.28	0	0	7	0.58	0.54
101	0.28	5.2e-06	0.00047	0.00047	0	0.00033	0.00011	0.28	0	0	3.7e-05	0.15	0	0.28	0	0	7	0.58	0.54
102	0.28	0	0	0	5.6e-05	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
103	0.25	0.00015	0.024	0.024	0	0.047	0.0094	0.25	0	0	4.1e-05	0.13	0	0.25	0	3.5e-05	7	0.58	0.54
104	0.28	5.1e-06	0.00015	0.00015	0	5.3e-05	5.7e-05	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
105	0.28	0	0	0	1.3e-05	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
106	0.28	0	0	0	0.0002	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
107	0.27	4e-05	0.0082	0.0082	0	0.023	0.0035	0.27	0	3.1e-06	0.003	0.14	0	0.27	0	2.7e-05	7	0.58	0.54
108	0.28	2.4e-06	0.00083	0.00083	0	0.00046	4.1e-05	0.28	0	0	0.012	0.15	0	0.28	0	4e-06	7	0.58	0.54
109	0.24	1.8e-05	0.018	0.018	0	0.014	0.00043	0.24	0	0	0.09	0.13	4.4e-06	0.24	0	0.00018	7	0.58	0.54
110	0.28	0	6.3e-05	6.3e-05	0	3.8e-06	0	0.28	0	0	0.0027	0.15	0	0.28	0	0	7	0.58	0.54
111	0.27	1.8e-05	0.0073	0.0073	0	0.013	0.001	0.27	0	3.1e-06	0.028	0.14	1.1e-06	0.27	0	4.3e-05	7	0.58	0.54
112	0.28	0	2.8e-05	2.8e-05	0	2e-06	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
113	0.28	3.6e-06	0.00053	0.00053	0	0.00017	3.6e-05	0.28	0	0	5.5e-05	0.15	0	0.28	0	0	7	0.58	0.54
114	0.28	3.8e-06	0.00029	0.00029	0	0.00013	5.2e-05	0.28	0	0	6.4e-06	0.15	0	0.28	0	0	7	0.58	0.54
115	0.05	0.00019	0.22	0.22	0	0.37	0.01	0.05	0	0	0.00073	0.026	0	0.05	0	0.0013	5	0.63	0.69
116	0.28	8.1e-06	0.0043	0.0043	0	0.0026	0.00015	0.28	0	0	0.011	0.14	1.5e-06	0.28	0	2.4e-05	7	0.58	0.54
117	0.28	2e-05	0.0013	0.0013	0	0.0015	0.00075	0.28	0	0	6.3e-06	0.15	0	0.28	0	1e-06	7	0.58	0.54
118	0.13	0.00015	0.057	0.057	0	0.39	0.032	0.13	0	0.0073	0.01	0.066	0	0.13	0	0.00032	5	0.63	0.69
119	0.28	3.6e-06	0.00019	0.00019	0	6.8e-05	4.1e-05	0.28	0	0	1.1e-06	0.15	0	0.28	0	0	7	0.58	0.54
120	0.28	1.8e-05	0.0052	0.0052	0	0.006	0.00063	0.28	0	0	0.0032	0.14	0	0.28	0	1.9e-05	7	0.58	0.54
121	0.24	4.8e-05	0.02	0.02	0	0.065	0.0048	0.24	0	0.00081	0.038	0.13	1.2e-06	0.24	0	0.00013	7	0.58	0.54
122	0.27	3.7e-05	0.013	0.013	0	0.02	0.0018	0.27	0	0	0.005	0.14	0	0.27	0	5.6e-05	7	0.58	0.54
123	0.28	2.3e-05	0.0032	0.0032	0	0.0028	0.00061	0.28	0	0	0.00011	0.15	0	0.28	0	5.2e-06	7	0.58	0.54
124	0.26	0.0001	0.018	0.018	0	0.032	0.0056	0.26	0	0	8.3e-05	0.14	0	0.26	0	3.1e-05	7	0.58	0.54
125	0.28	3.7e-05	0.0037	0.0037	0	0.0074	0.0023	0.28	0	0	6.9e-05	0.14	0	0.28	0	5e-06	7	0.58	0.54
126	0.28	1e-06	4.6e-05	4.6e-05	0	9.3e-06	6.4e-06	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
127	0.27	2.7e-05	0.0077	0.0077	0	0.014	0.0015	0.27	0	0	0.0035	0.14	0	0.27	0	2.8e-05	7	0.58	0.54
128	0.28	0	3.8e-06	3.8e-06	0	0	0	0.28	0	0	2.4e-06	0.15	0	0.28	0	0	7	0.58	0.54
129	0.28	1.9e-05	0.0016	0.0016	0	0.0022	0.00081	0.28	0	0	4.2e-05	0.15	0	0.28	0	1.8e-06	7	0.58	0.54
130	0.2	4.9e-05	0.026	0.026	0	0.1	0.006	0.2	0	0.056	0.089	0.1	1.6e-06	0.2	0	0.00021	7	0.58	0.54
131	0.19	0.00016	0.08	0.08	0	0.16	0.0094	0.19	0	0	0.0019	0.099	0	0.19	0	0.00035	7	0.58	0.54
132	0.28	9.4e-06	0.00039	0.00039	0	0.00016	0.00012	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
133	0.27	4.6e-05	0.007	0.007	0	0.017	0.0034	0.27	0	0	0.00053	0.14	0	0.27	0	1.5e-05	7	0.58	0.54
134	0.27	4.8e-05	0.0083	0.0083	0	0.023	0.0041	0.27	0	0	0.001	0.14	0	0.27	0	2.1e-05	7	0.58	0.54
135	0.28	3.3e-06	0.00014	0.00014	0	5.4e-05	4e-05	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
136	0.24	0.00017	0.042	0.042	0	0.066	0.0085	0.24	0	0	9.3e-05	0.12	0	0.24	0	8.2e-05	7	0.58	0.54
137	0.21	6.1e-05	0.034	0.034	0	0.11	0.0062	0.21	0	0.00047	0.067	0.11	1.8e-06	0.21	0	0.00027	7	0.58	0.54
138	0.16	0.00025	0.048	0.048	0	0.28	0.046	0.16	0	0	0.00044	0.084	0	0.16	0	0.00012	5	0.63	0.69
139	0.28	1.1e-05	0.0014	0.0014	0	0.0008	0.0002	0.28	0	0	2.5e-05	0.15	0	0.28	0	1.7e-06	7	0.58	0.54
140	0.28	3.1e-05	0.0042	0.0042	0	0.0068	0.0016	0.28	0	0	0.00014	0.14	0	0.28	0	7.1e-06	7	0.58	0.54
141	0.28	1.6e-05	0.0062	0.0062	0	0.0048	0.00039	0.28	0	0	0.0023	0.14	0	0.28	0	2.3e-05	7	0.58	0.54
142	0.28	0	0	0	4.8e-05	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
143	0.28	1.4e-06	8.8e-05	8.8e-05	0	1.4e-05	7.2e-06	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
144	0.27	0.00011	0.0096	0.0096	0	0.019	0.0066	0.27	0	0	6.1e-06	0.14	0	0.27	0	8.4e-06	7	0.58	0.54
145	0.26	5.5e-06	0.0034	0.0034	0	0.0024	0.00012	0.26	0	0	0.08	0.13	2.4e-06	0.26	0	2.8e-05	7	0.58	0.54
146	0.16	0.00014	0.063	0.063	0	0.27	0.019	0.16	0	4.6e-05	0.016	0.084	0	0.16	0	0.00038	5	0.63	0.69
147	0.28	3.7e-05	0.0044	0.0044	0	0.0092	0.0024	0.28	0	0	0.00016	0.14	0	0.28	0	7.3e-06	7	0.58	0.54
148	0.28	0.00011	0.0017	0.0017	0	0.0015	0.0031	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
149	0.28	1.4e-06	0.00013	0.00013	0	4.8e-05	1.7e-05	0.28	0	0	2.8e-05	0.15	0	0.28	0	0	7	0.58	0.54
150	0.27	3.1e-05	0.01	0.01	0	0.024	0.0023	0.27	0	1.8e-05	0.016	0.14	0	0.27	0	5.1e-05	7	0.58	0.54
151	0.24	7.3e-05	0.026	0.026	0	0.081	0.007	0.24	0	4.9e-06	0.011	0.13	0	0.24	0	0.00013	7	0.58	0.54
152	0.28	1.2e-05	0.00086	0.00086	0	0.00069	0.00029	0.28	0	0	6.9e-06	0.15	0	0.28	0	0	7	0.58	0.54
153	0.28	0	1.5e-05	1.5e-05	0	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
154	0.28	2.1e-05	0.0073	0.0073	0	0.0085	0.00077	0.28	0	0	0.0041	0.14	0	0.28	0	2.9e-05	7	0.58	0.54
155	0.26	4.7e-05	0.012	0.012	0	0.039	0.0047	0.26	0	8.3e-05	0.008	0.14	0	0.26	0	5.1e-05	7	0.58	0.54
156	0.093	0.00022	0.076	0.076	0	0.48	0.042	0.093	0	0	0.0016	0.048	0	0.093	0	0.00032	5	0.63	0.69
157	0.28	4.8e-06	0.00068	0.00068	0	0.00029	6.4e-05	0.28	0	0	6.1e-05	0.15	0	0.28	0	0	7	0.58	0.54
158	0.28	6.8e-05	0.007	0.007	0	0.013	0.0039	0.28	0	0	1.7e-05	0.14	0	0.28	0	7.6e-06	7	0.58	0.54
159	0.28	0	7.1e-06	7.1e-06	0	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
160	0.28	0	0.00013	0.00013	0	2.8e-05	5.5e-06	0.28	0	0	0.00018	0.15	0	0.28	0	0	7	0.58	0.54
161	0.28	6.4e-06	0.0017	0.0017	0	0.0013	0.00015	0.28	0	0	0.0025	0.15	0	0.28	0	5.8e-06	7	0.58	0.54
162	0.26	2.8e-05	0.017	0.017	0	0.019	0.001	0.26	0	0	0.017	0.14	1.8e-06	0.26	0	0.0001	7	0.58	0.54
163	0.28	6.8e-06	0.0009	0.0009	0	0.00088	0.00021	0.28	0	0	0.00031	0.15	0	0.28	0	1.7e-06	7	0.58	0.54
164	0.28	1.9e-05	0.0028	0.0028	0	0.0042	0.0009	0.28	0	0	0.00031	0.15	0	0.28	0	5.4e-06	7	0.58	0.54
165	0.22	3e-06	0.0025	0.0025	0	0.0015	5.6e-05	0.22	0	0	0.2	0.12	3.6e-06	0.22	0	2.6e-05	7	0.58	0.54
166	0.28	2.1e-05	0.0077	0.0077	0	0.0037	0.00031	0.28	0	0	0.00051	0.14	0	0.28	0	2.3e-05	7	0.58	0.54
167	0.28	8.1e-06	0.0006	0.0006	0	0.00049	0.0002	0.28	0	0	1.1e-05	0.15	0	0.28	0	0	7	0.58	0.54
168	0.28	2.1e-06	0.00062	0.00062	0	9.7e-05	1e-05	0.28	0	0	0.00022	0.15	0	0.28	0	1.5e-06	7	0.58	0.54
169	0.28	2.8e-05	0.0032	0.0032	0	0.0025	0.00069	0.28	0	0	1.7e-05	0.15	0	0.28	0	3.5e-06	7	0.58	0.54
170	0.28	1.4e-05	0.0038	0.0038	0	0.0052	0.0006	0.28	0	0	0.0065	0.14	0	0.28	0	1.5e-05	7	0.58	0.54
171	0.27	0.00011	0.0084	0.0084	0	0.016	0.0068	0.27	0	0	4.4e-06	0.14	0	0.27	0	6.5e-06	7	0.58	0.54
172	0.25	1.9e-05	0.0098	0.0098	0	0.019	0.0011	0.25	0	8.2e-05	0.083	0.13	1.9e-06	0.25	0	7.7e-05	7	0.58	0.54
173	0.28	0	3.5e-06	3.5e-06	0	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
174	0.15	0.00027	0.079	0.079	0	0.29	0.03	0.15	0	0	0.00029	0.077	0	0.15	0	0.00021	5	0.63	0.69
175	0.28	1.3e-05	0.006	0.006	0	0.0057	0.00039	0.28	0	0	0.011	0.14	1.2e-06	0.28	0	3.1e-05	7	0.58	0.54
176	0.28	9e-06	0.0023	0.0023	0	0.0025	0.00031	0.28	0	0	0.0024	0.15	0	0.28	0	7.5e-06	7	0.58	0.54
177	0.19	0.00013	0.059	0.059	0	0.21	0.015	0.19	0	0	0.0064	0.096	0	0.19	0	0.0003	5	0.63	0.69
178	0.27	5e-05	0.013	0.013	0	0.03	0.0036	0.27	0	0	0.0031	0.14	0	0.27	0	4.6e-05	7	0.58	0.54
179	0.28	0	1.5e-05	1.5e-05	0	2.5e-06	2e-06	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
180	0.28	8.4e-06	0.0014	0.0014	0	0.0013	0.00024	0.28	0	0	0.0005	0.15	0	0.28	0	3e-06	7	0.58	0.54
181	0.24	9e-05	0.027	0.027	0	0.084	0.0087	0.24	0	0	0.0046	0.13	0	0.24	0	0.00011	7	0.58	0.54
182	0.2	0.00015	0.041	0.041	0	0.19	0.022	0.2	0	1.7e-06	0.0024	0.1	0	0.2	0	0.00015	7	0.58	0.54
183	0.28	0	0	0	0.0024	0	0	0.28	0	0	0	0.15	0	0.28	0	0	7	0.58	0.54
184	0.28	3.5e-06	0.0013	0.0013	0	0.00042	3.5e-05	0.28	0	0	0.0017	0.15	0	0.28	0	4.8e-06	7	0.58	0.54
185	0.28	1.3e-05	0.0034	0.0034	0	0.0045	0.00054	0.28	0	0	0.003	0.15	0	0.28	0	1.2e-05	7	0.58	0.54
186	0.27	4.3e-05	0.012	0.012	0	0.031	0.0035	0.27	0	2.6e-06	0.0065	0.14	0	0.27	0	4.8e-05	7	0.58	0.54
