SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
12	0.18	1.2e-06	0	0.00013	0.099	3.1e-05	4.7e-06	0	0.18	2.7e-06	0	0	1.2e-06	0.00013	0	0	0.18	0.18	0.18	0	0.58	0.54
13	0.18	0	0	0	0.099	2.3e-06	0	0	0.18	0	0	0	0	0	0	0	0.18	0.18	0.18	0	0.58	0.54
14	0.18	1.4e-05	7.9e-06	0.00083	0.099	1.5e-06	0.00012	0	0.18	0	0	0	1.4e-05	0.00083	0	0	0.18	0.18	0.18	0	0.58	0.54
15	0.16	0	0	0	0.089	0	0	0	0.16	0	0	0	0	0	0	0.1	0.16	0.16	0.16	0	0.58	0.54
16	0.18	2.5e-05	7.9e-05	0.003	0.098	4.1e-05	0.00036	0	0.18	3.3e-06	0	0	2.5e-05	0.003	1.2e-05	0	0.18	0.18	0.18	0	0.58	0.54
17	0.17	5e-05	0.004	0.019	0.092	0.025	0.0017	0	0.17	4.5e-05	0	0	5e-05	0.019	0.00083	0	0.17	0.17	0.17	0	0.58	0.54
18	0.18	4.1e-06	1.7e-06	0.0019	0.099	0.00082	1.3e-05	0	0.18	3.4e-05	0	0	4.1e-06	0.0019	4.4e-06	0	0.18	0.18	0.18	0	0.58	0.54
19	0.18	6.5e-06	0	0.00032	0.099	0	3.3e-05	0	0.18	0	0	0	6.5e-06	0.00032	0	0	0.18	0.18	0.18	0	0.58	0.54
20	0.18	1.2e-05	8.3e-05	0.0044	0.098	0.0043	0.00013	0	0.18	3.4e-05	0	0	1.2e-05	0.0044	4.7e-05	0	0.18	0.18	0.18	0	0.58	0.54
21	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	0.00084	0.18	0.18	0.18	0	0.58	0.54
22	0.16	3.9e-05	0.0045	0.019	0.087	0.076	0.0013	0	0.16	7e-05	0.0054	0	3.9e-05	0.019	0.0011	0	0.16	0.16	0.16	0	0.58	0.54
23	0.18	5.3e-06	6.7e-06	0.00053	0.099	3.6e-05	4.7e-05	0	0.18	2.7e-06	0	0	5.3e-06	0.00053	1.3e-06	0	0.18	0.18	0.18	0	0.58	0.54
24	0.15	4.7e-05	0.0064	0.025	0.085	0.085	0.0017	0	0.15	7.9e-05	1.1e-05	0	4.7e-05	0.025	0.0016	0	0.15	0.15	0.15	0	0.58	0.54
25	0.17	0.00011	0.0058	0.031	0.092	0.0027	0.0039	0	0.17	2.1e-05	0	0	0.00011	0.031	0.00087	0	0.17	0.17	0.17	0	0.58	0.54
26	0.18	0	0	0	0.097	0	0	0	0.18	0	0	0	0	0	0	0.019	0.18	0.18	0.18	0	0.58	0.54
27	0.18	1.1e-06	0	0.00078	0.098	0.0052	1.4e-06	0	0.18	8.3e-05	0	0	1.1e-06	0.00078	1.1e-06	0	0.18	0.18	0.18	0	0.58	0.54
28	0.18	2.3e-05	0.00071	0.0074	0.096	0.0096	0.00052	0	0.18	3.2e-05	0	0	2.3e-05	0.0074	0.00017	0	0.18	0.18	0.18	0	0.58	0.54
29	0.18	2.8e-06	3.2e-06	0.00058	0.099	0.0007	1.7e-05	0	0.18	1.1e-05	0	0	2.8e-06	0.00058	1.9e-06	0	0.18	0.18	0.18	0	0.58	0.54
30	0.18	0	0	1.8e-06	0.099	5.9e-06	0	0	0.18	2e-06	0	0	0	1.8e-06	0	0	0.18	0.18	0.18	0	0.58	0.54
31	0.17	0.00016	0.0052	0.014	0.095	4.1e-05	0.0076	0	0.17	2.2e-06	0	0	0.00016	0.014	0.00018	0	0.17	0.17	0.17	0	0.58	0.54
32	0.18	0.00011	0.00012	0.0019	0.098	0	0.0025	0	0.18	0	0	0	0.00011	0.0019	1.6e-06	0	0.18	0.18	0.18	0	0.58	0.54
33	0.087	0.00019	0.24	0.085	0.048	0.031	0.022	0	0.087	3.3e-05	0.04	0	0.00019	0.085	0.015	0	0.087	0.087	0.087	2	0.63	0.74
34	0.18	1.7e-05	2.4e-05	0.004	0.098	0.00023	0.00013	0	0.18	1.1e-05	0	0	1.7e-05	0.004	1.5e-05	0	0.18	0.18	0.18	0	0.58	0.54
35	0.18	8.6e-05	0.0016	0.011	0.096	9.6e-05	0.0027	0	0.18	4.1e-06	0	0	8.6e-05	0.011	0.00012	0	0.18	0.18	0.18	0	0.58	0.54
36	0.16	8.8e-05	0.018	0.027	0.09	0.016	0.0049	0	0.16	3.1e-05	4.1e-05	0	8.8e-05	0.027	0.0017	0	0.16	0.16	0.16	0	0.58	0.54
37	0.15	0.00014	0.047	0.04	0.084	0.012	0.011	0	0.15	2.4e-05	0.00029	0	0.00014	0.04	0.003	0	0.15	0.15	0.15	0	0.58	0.54
38	0.18	8.9e-05	0.0025	0.008	0.097	6.2e-05	0.0037	0	0.18	2.5e-06	0	0	8.9e-05	0.008	9.6e-05	0	0.18	0.18	0.18	0	0.58	0.54
39	0.18	1.7e-05	0.0003	0.0063	0.096	0.015	0.00028	0	0.18	4.2e-05	0	0	1.7e-05	0.0063	0.00012	0	0.18	0.18	0.18	0	0.58	0.54
40	0.18	5e-06	1.9e-05	0.0014	0.098	0.004	4.6e-05	0	0.18	2.2e-05	0	0	5e-06	0.0014	1e-05	0	0.18	0.18	0.18	0	0.58	0.54
41	0.18	3.8e-06	5e-06	0.00048	0.099	0.00016	3e-05	0	0.18	4.7e-06	0	0	3.8e-06	0.00048	1.4e-06	0	0.18	0.18	0.18	0	0.58	0.54
42	0.18	4.8e-05	0.0011	0.0072	0.097	0.00021	0.0014	0	0.18	6.1e-06	0	0	4.8e-05	0.0072	8.9e-05	0	0.18	0.18	0.18	0	0.58	0.54
43	0.18	3e-05	0.00042	0.0071	0.097	0.0013	0.00058	0	0.18	1.6e-05	0	0	3e-05	0.0071	9.1e-05	0	0.18	0.18	0.18	0	0.58	0.54
44	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	0.00032	0.18	0.18	0.18	0	0.58	0.54
45	0.18	3.4e-05	0.00031	0.0032	0.098	4.1e-05	0.00083	0	0.18	2.5e-06	0	0	3.4e-05	0.0032	2.1e-05	0	0.18	0.18	0.18	0	0.58	0.54
46	0.18	1.8e-06	0	0.00017	0.099	1.7e-05	7.5e-06	0	0.18	2.1e-06	0	0	1.8e-06	0.00017	0	0	0.18	0.18	0.18	0	0.58	0.54
47	0.12	0.00045	0.028	0.14	0.066	0.00062	0.02	0	0.12	1.4e-05	0	0	0.00045	0.14	0.0043	0	0.12	0.12	0.12	3	0.63	0.64
48	0.18	6.6e-05	0.00014	0.0027	0.098	0	0.0013	0	0.18	0	0	0	6.6e-05	0.0027	5.4e-06	0	0.18	0.18	0.18	0	0.58	0.54
49	0.18	3e-05	8.2e-05	0.01	0.097	0.00046	0.00028	0	0.18	2e-05	0	0	3e-05	0.01	5.7e-05	0	0.18	0.18	0.18	0	0.58	0.54
50	0.18	2.2e-06	0	0.00072	0.099	0.001	6.6e-06	0	0.18	2.3e-05	0	0	2.2e-06	0.00072	1.5e-06	0	0.18	0.18	0.18	0	0.58	0.54
51	0.18	3.1e-05	0.0003	0.011	0.097	0.0016	0.00045	0	0.18	2.8e-05	0	0	3.1e-05	0.011	0.00013	0	0.18	0.18	0.18	0	0.58	0.54
52	0.0012	0	0	0	0.00067	0	0	0.98	0.0012	0	0	0	0	0	0	0.014	0.0012	0.0012	0.0012	7	0.28	0.31
53	0.18	3e-05	0.0021	0.006	0.097	0.0033	0.0012	0	0.18	1.2e-05	0	0	3e-05	0.006	0.00018	4e-05	0.18	0.18	0.18	0	0.58	0.54
54	0.18	1.4e-06	0	0.0001	0.099	3.7e-06	5.3e-06	0	0.18	1.1e-06	0	0	1.4e-06	0.0001	0	0	0.18	0.18	0.18	0	0.58	0.54
55	0.053	0.00055	0.32	0.15	0.029	0.00027	0.068	0	0.053	5.3e-06	0	0	0.00055	0.15	0.012	0	0.053	0.053	0.053	2	0.63	0.74
56	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	7.4e-06	0.18	0.18	0.18	0	0.58	0.54
57	0.18	1.3e-05	0.00018	0.0037	0.098	0.0042	0.00021	0	0.18	2.3e-05	0	0	1.3e-05	0.0037	5e-05	0	0.18	0.18	0.18	0	0.58	0.54
58	0.028	0.00021	0.53	0.12	0.016	0.0094	0.033	0	0.028	1.5e-05	0.0006	0	0.00021	0.12	0.031	0	0.028	0.028	0.028	2	0.63	0.74
59	0.025	0.00035	0.49	0.14	0.014	0.001	0.055	0	0.025	5.8e-06	0	0	0.00035	0.14	0.023	0	0.025	0.025	0.025	2	0.63	0.74
60	0.16	0.00023	0.021	0.035	0.088	0.00019	0.014	0	0.16	5.5e-06	0	0	0.00023	0.035	0.00088	0	0.16	0.16	0.16	0	0.58	0.54
61	0.18	2.9e-06	0	0.00018	0.099	6.2e-06	1.7e-05	0	0.18	1.1e-06	0	0	2.9e-06	0.00018	0	0	0.18	0.18	0.18	0	0.58	0.54
62	0.18	0	0	7.4e-06	0.099	3.3e-05	0	0	0.18	3.5e-06	0	0	0	7.4e-06	0	0	0.18	0.18	0.18	0	0.58	0.54
63	0.17	3.3e-05	0.00099	0.014	0.095	0.0097	0.0007	0	0.17	4.5e-05	0	0	3.3e-05	0.014	0.00033	0	0.17	0.17	0.17	0	0.58	0.54
64	0.17	4.4e-05	0.0052	0.015	0.093	0.018	0.0018	0	0.17	3.8e-05	1e-06	0	4.4e-05	0.015	0.00071	0	0.17	0.17	0.17	0	0.58	0.54
65	0.13	0.00011	0.066	0.057	0.07	0.081	0.0084	0	0.13	6.3e-05	0.012	0	0.00011	0.057	0.0074	0	0.13	0.13	0.13	0	0.58	0.54
66	0.16	4.8e-05	0.0028	0.026	0.09	0.031	0.0013	0	0.16	7.1e-05	0	0	4.8e-05	0.026	0.001	0	0.16	0.16	0.16	0	0.58	0.54
67	0.15	0.00026	0.034	0.068	0.08	0.0013	0.015	0	0.15	1.5e-05	0	0	0.00026	0.068	0.0028	0	0.15	0.15	0.15	0	0.58	0.54
68	0.18	0.00016	0.0004	0.0041	0.098	0	0.0048	0	0.18	0	0	0	0.00016	0.0041	6e-06	0	0.18	0.18	0.18	0	0.58	0.54
69	0.18	3.2e-05	0.0012	0.0077	0.097	0.0037	0.00089	0	0.18	1.9e-05	0	0	3.2e-05	0.0077	0.00017	0	0.18	0.18	0.18	0	0.58	0.54
70	0.18	8.8e-05	0.0014	0.0038	0.098	4.1e-06	0.0039	0	0.18	0	0	0	8.8e-05	0.0038	2.4e-05	0	0.18	0.18	0.18	0	0.58	0.54
71	0.18	1.4e-06	1.8e-06	0.00039	0.099	0.0029	7e-06	0	0.18	2.3e-05	0	0	1.4e-06	0.00039	1.6e-06	0	0.18	0.18	0.18	0	0.58	0.54
72	0.18	0	0	5e-05	0.099	1.9e-05	2.1e-06	0	0.18	1.7e-06	0	0	0	5e-05	0	0	0.18	0.18	0.18	0	0.58	0.54
73	0.062	6.8e-05	0.068	0.066	0.034	0.35	0.0049	0	0.062	0.0001	0.089	0	6.8e-05	0.066	0.015	0	0.062	0.062	0.062	5	0.77	0.54
74	0.18	1.6e-06	0	0.00063	0.099	0.0036	5e-06	0	0.18	3.5e-05	0	0	1.6e-06	0.00063	1.7e-06	0	0.18	0.18	0.18	0	0.58	0.54
75	0.18	1.4e-05	2.9e-05	0.0057	0.098	0.0019	9.5e-05	0	0.18	3.4e-05	0	0	1.4e-05	0.0057	3.3e-05	0	0.18	0.18	0.18	0	0.58	0.54
76	0.18	2.6e-05	0.00051	0.0066	0.097	0.0027	0.00055	0	0.18	1.9e-05	0	0	2.6e-05	0.0066	0.00011	0	0.18	0.18	0.18	0	0.58	0.54
77	0.075	0.00026	0.24	0.13	0.041	0.024	0.027	0	0.075	3.3e-05	0.00028	0	0.00026	0.13	0.022	0	0.075	0.075	0.075	2	0.63	0.74
78	0.18	0	0	8.5e-06	0.099	0	0	0	0.18	0	0	0	0	8.5e-06	0	0	0.18	0.18	0.18	0	0.58	0.54
79	0.1	0.00094	0.15	0.09	0.055	1.4e-05	0.11	0	0.1	1.3e-06	0	0	0.00094	0.09	0.0025	0	0.1	0.1	0.1	2	0.63	0.74
80	0.17	7e-05	0.0062	0.014	0.095	0.0022	0.0033	0	0.17	1.3e-05	0	0	7e-05	0.014	0.00044	0	0.17	0.17	0.17	0	0.58	0.54
81	0.18	0	0	1.2e-05	0.099	0	1.3e-06	0	0.18	0	0	0	0	1.2e-05	0	0	0.18	0.18	0.18	0	0.58	0.54
82	0.047	0.0011	0.37	0.081	0.026	2.8e-06	0.2	0	0.047	0	0	0	0.0011	0.081	0.003	0	0.047	0.047	0.047	2	0.63	0.74
83	0.18	1.7e-06	0	0.00026	0.099	0.00011	6.5e-06	0	0.18	5.6e-06	0	0	1.7e-06	0.00026	0	0	0.18	0.18	0.18	0	0.58	0.54
84	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	0	0.18	0.18	0.18	0	0.58	0.54
85	0.17	8.1e-05	0.003	0.015	0.095	0.00057	0.0029	0	0.17	9.5e-06	0	0	8.1e-05	0.015	0.00028	0	0.17	0.17	0.17	0	0.58	0.54
86	0.11	0.0012	0.11	0.071	0.06	1.4e-06	0.14	0	0.11	0	0	0	0.0012	0.071	0.0011	0	0.11	0.11	0.11	6	0.58	0.69
87	0.18	1.3e-05	0.00011	0.003	0.098	0.0016	0.00019	0	0.18	1.6e-05	0	0	1.3e-05	0.003	2.9e-05	0	0.18	0.18	0.18	0	0.58	0.54
88	0.16	4.3e-05	0.0037	0.023	0.09	0.04	0.0013	0	0.16	7.1e-05	0	0	4.3e-05	0.023	0.001	0	0.16	0.16	0.16	0	0.58	0.54
89	0.15	0.00047	0.0051	0.072	0.083	6.6e-06	0.014	0	0.15	3e-06	0	0	0.00047	0.072	0.00051	0	0.15	0.15	0.15	0	0.58	0.54
90	0.16	8.5e-05	0.019	0.024	0.091	0.013	0.0051	0	0.16	2.6e-05	0.00011	0	8.5e-05	0.024	0.0014	0	0.16	0.16	0.16	0	0.58	0.54
91	0.17	6.3e-05	0.008	0.02	0.092	0.016	0.0028	0	0.17	3.2e-05	3.8e-06	0	6.3e-05	0.02	0.00097	0	0.17	0.17	0.17	0	0.58	0.54
92	0.024	0.00032	0.61	0.089	0.013	0.00054	0.064	0	0.024	3.1e-06	8.3e-06	0	0.00032	0.089	0.015	0	0.024	0.024	0.024	2	0.63	0.74
93	0.091	5.7e-06	0.00031	0.0055	0.05	0.49	9.8e-05	0	0.091	0.00015	4.7e-06	0	5.7e-06	0.0055	0.00029	0	0.091	0.091	0.091	5	0.77	0.54
94	0.13	0.0002	0.12	0.053	0.074	0.0081	0.02	0	0.13	1.9e-05	0.0013	0	0.0002	0.053	0.0051	0	0.13	0.13	0.13	0	0.58	0.54
95	0.18	1.4e-05	0.00011	0.002	0.099	0.0003	0.00025	0	0.18	5.9e-06	0	0	1.4e-05	0.002	1.5e-05	0	0.18	0.18	0.18	0	0.58	0.54
96	0.17	6e-05	0.0044	0.013	0.095	0.0025	0.0025	0	0.17	1.5e-05	0	0	6e-05	0.013	0.00039	0	0.17	0.17	0.17	0	0.58	0.54
97	0.18	1.1e-05	8.9e-05	0.0015	0.099	0.00032	0.00019	0	0.18	5.7e-06	0	0	1.1e-05	0.0015	1.1e-05	0	0.18	0.18	0.18	0	0.58	0.54
98	0.17	5.1e-05	0.0051	0.02	0.091	0.028	0.0019	0	0.17	4.8e-05	0	0	5.1e-05	0.02	0.00098	0	0.17	0.17	0.17	0	0.58	0.54
99	0.17	8.9e-06	0.00021	0.0036	0.094	0.047	0.00015	0	0.17	5.4e-05	0	0	8.9e-06	0.0036	8.6e-05	0	0.17	0.17	0.17	0	0.58	0.54
100	0.18	0	0	2.9e-05	0.099	1.3e-05	0	0	0.18	3e-06	0	0	0	2.9e-05	0	0	0.18	0.18	0.18	0	0.58	0.54
101	0.18	9.6e-06	2.4e-05	0.00082	0.099	3.4e-05	0.00013	0	0.18	2.1e-06	0	0	9.6e-06	0.00082	2.7e-06	0	0.18	0.18	0.18	0	0.58	0.54
102	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	8.4e-05	0.18	0.18	0.18	0	0.58	0.54
103	0.16	0.00029	0.0061	0.042	0.089	3.8e-05	0.011	0	0.16	4e-06	0	0	0.00029	0.042	0.00047	0	0.16	0.16	0.16	0	0.58	0.54
104	0.18	9.6e-06	1.3e-06	0.00026	0.099	0	6.5e-05	0	0.18	0	0	0	9.6e-06	0.00026	0	0	0.18	0.18	0.18	0	0.58	0.54
105	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	2e-05	0.18	0.18	0.18	0	0.58	0.54
106	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	0.0003	0.18	0.18	0.18	0	0.58	0.54
107	0.17	7.6e-05	0.0084	0.014	0.095	0.0027	0.004	0	0.17	1.2e-05	0	0	7.6e-05	0.014	0.00052	0	0.17	0.17	0.17	0	0.58	0.54
108	0.18	4.5e-06	3e-05	0.0014	0.098	0.011	4.7e-05	0	0.18	3.2e-05	0	0	4.5e-06	0.0014	1.6e-05	0	0.18	0.18	0.18	0	0.58	0.54
109	0.15	3.3e-05	0.00074	0.031	0.085	0.082	0.00048	0	0.15	0.00016	0	0	3.3e-05	0.031	0.00093	0	0.15	0.15	0.15	0	0.58	0.54
110	0.18	0	0	0.00011	0.099	0.0024	0	0	0.18	3.5e-05	0	0	0	0.00011	0	0	0.18	0.18	0.18	0	0.58	0.54
111	0.17	3.4e-05	0.0029	0.013	0.094	0.025	0.0012	0	0.17	4.3e-05	1e-06	0	3.4e-05	0.013	0.00053	0	0.17	0.17	0.17	0	0.58	0.54
112	0.18	0	0	4.9e-05	0.099	0	0	0	0.18	0	0	0	0	4.9e-05	0	0	0.18	0.18	0.18	0	0.58	0.54
113	0.18	6.7e-06	4e-06	0.00092	0.099	5.1e-05	4.1e-05	0	0.18	4.3e-06	0	0	6.7e-06	0.00092	1.8e-06	0	0.18	0.18	0.18	0	0.58	0.54
114	0.18	7.1e-06	4.8e-06	0.0005	0.099	5.8e-06	5.9e-05	0	0.18	1.2e-06	0	0	7.1e-06	0.0005	0	0	0.18	0.18	0.18	0	0.58	0.54
115	0.032	0.00037	0.022	0.39	0.018	0.00067	0.012	0	0.032	2.3e-05	0	0	0.00037	0.39	0.015	0	0.032	0.032	0.032	3	0.63	0.64
116	0.18	1.5e-05	0.00013	0.0075	0.097	0.0098	0.00017	0	0.18	5.6e-05	0	0	1.5e-05	0.0075	9.9e-05	0	0.18	0.18	0.18	0	0.58	0.54
117	0.18	3.8e-05	0.00017	0.0022	0.098	5.7e-06	0.00085	0	0.18	0	0	0	3.8e-05	0.0022	8.3e-06	0	0.18	0.18	0.18	0	0.58	0.54
118	0.078	0.00027	0.31	0.096	0.043	0.0092	0.035	0	0.078	1.8e-05	0.002	0	0.00027	0.096	0.015	0	0.078	0.078	0.078	2	0.63	0.74
119	0.18	6.8e-06	1.9e-06	0.00033	0.099	0	4.7e-05	0	0.18	0	0	0	6.8e-06	0.00033	0	0	0.18	0.18	0.18	0	0.58	0.54
120	0.18	3.3e-05	0.00067	0.0089	0.097	0.0029	0.00071	0	0.18	2.1e-05	0	0	3.3e-05	0.0089	0.00015	0	0.18	0.18	0.18	0	0.58	0.54
121	0.15	9e-05	0.027	0.035	0.085	0.035	0.0055	0	0.15	4.5e-05	0.00036	0	9e-05	0.035	0.0029	0	0.15	0.15	0.15	0	0.58	0.54
122	0.17	7e-05	0.0029	0.023	0.093	0.0045	0.002	0	0.17	2.8e-05	0	0	7e-05	0.023	0.0006	0	0.17	0.17	0.17	0	0.58	0.54
123	0.18	4.2e-05	0.00018	0.0056	0.098	9.6e-05	0.00069	0	0.18	4.5e-06	0	0	4.2e-05	0.0056	3.1e-05	0	0.18	0.18	0.18	0	0.58	0.54
124	0.17	0.00019	0.0042	0.031	0.092	7.6e-05	0.0063	0	0.17	5.6e-06	0	0	0.00019	0.031	0.00038	0	0.17	0.17	0.17	0	0.58	0.54
125	0.18	6.9e-05	0.0017	0.0064	0.097	6.3e-05	0.0027	0	0.18	2.6e-06	0	0	6.9e-05	0.0064	7e-05	0	0.18	0.18	0.18	0	0.58	0.54
126	0.18	1.9e-06	0	8e-05	0.099	0	7.3e-06	0	0.18	0	0	0	1.9e-06	8e-05	0	0	0.18	0.18	0.18	0	0.58	0.54
127	0.17	5.1e-05	0.0027	0.013	0.096	0.0032	0.0017	0	0.17	2e-05	0	0	5.1e-05	0.013	0.00035	0	0.17	0.17	0.17	0	0.58	0.54
128	0.18	0	0	6.6e-06	0.099	2.2e-06	0	0	0.18	1.4e-06	0	0	0	6.6e-06	0	0	0.18	0.18	0.18	0	0.58	0.54
129	0.18	3.5e-05	0.00034	0.0027	0.098	3.8e-05	0.00093	0	0.18	1.9e-06	0	0	3.5e-05	0.0027	1.8e-05	0	0.18	0.18	0.18	0	0.58	0.54
130	0.13	9.4e-05	0.057	0.046	0.071	0.083	0.007	0	0.13	6e-05	0.04	0	9.4e-05	0.046	0.0059	0	0.13	0.13	0.13	0	0.58	0.54
131	0.12	0.00029	0.019	0.14	0.067	0.0018	0.011	0	0.12	3e-05	0	0	0.00029	0.14	0.0048	0	0.12	0.12	0.12	3	0.63	0.64
132	0.18	1.7e-05	4.1e-06	0.00067	0.099	0	0.00014	0	0.18	0	0	0	1.7e-05	0.00067	0	0	0.18	0.18	0.18	0	0.58	0.54
133	0.17	8.6e-05	0.0046	0.012	0.096	0.00049	0.0039	0	0.17	6.3e-06	0	0	8.6e-05	0.012	0.00025	0	0.17	0.17	0.17	0	0.58	0.54
134	0.17	9e-05	0.0076	0.014	0.095	0.00094	0.0047	0	0.17	8.2e-06	0	0	9e-05	0.014	0.0004	0	0.17	0.17	0.17	0	0.58	0.54
135	0.18	6.2e-06	1.7e-06	0.00024	0.099	0	4.6e-05	0	0.18	0	0	0	6.2e-06	0.00024	0	0	0.18	0.18	0.18	0	0.58	0.54
136	0.15	0.00032	0.0056	0.073	0.083	8.5e-05	0.0096	0	0.15	7.8e-06	0	0	0.00032	0.073	0.00089	0	0.15	0.15	0.15	0	0.58	0.54
137	0.14	0.00012	0.044	0.061	0.075	0.063	0.0072	0	0.14	6.7e-05	0.00016	0	0.00012	0.061	0.0063	0	0.14	0.14	0.14	0	0.58	0.54
138	0.11	0.00049	0.17	0.087	0.059	0.00042	0.055	0	0.11	5.6e-06	0	0	0.00049	0.087	0.0051	0	0.11	0.11	0.11	2	0.63	0.74
139	0.18	2.1e-05	3.4e-05	0.0024	0.099	2.3e-05	0.00023	0	0.18	3e-06	0	0	2.1e-05	0.0024	6.8e-06	0	0.18	0.18	0.18	0	0.58	0.54
140	0.18	5.8e-05	0.0011	0.0074	0.097	0.00013	0.0018	0	0.18	4.4e-06	0	0	5.8e-05	0.0074	8e-05	0	0.18	0.18	0.18	0	0.58	0.54
141	0.18	3e-05	0.00029	0.011	0.097	0.0021	0.00045	0	0.18	2.7e-05	0	0	3e-05	0.011	0.00013	0	0.18	0.18	0.18	0	0.58	0.54
142	0.18	0	0	0	0.099	0	0	0	0.18	0	0	0	0	0	0	7.2e-05	0.18	0.18	0.18	0	0.58	0.54
143	0.18	2.7e-06	0	0.00015	0.099	0	8.2e-06	0	0.18	0	0	0	2.7e-06	0.00015	0	0	0.18	0.18	0.18	0	0.58	0.54
144	0.17	0.0002	0.0028	0.017	0.095	5.6e-06	0.0075	0	0.17	1.4e-06	0	0	0.0002	0.017	0.00011	0	0.17	0.17	0.17	0	0.58	0.54
145	0.16	1e-05	0.00016	0.0059	0.091	0.073	0.00014	0	0.16	9e-05	0	0	1e-05	0.0059	0.00013	0	0.16	0.16	0.16	0	0.58	0.54
146	0.11	0.00027	0.12	0.11	0.059	0.016	0.022	0	0.11	3.3e-05	9e-06	0	0.00027	0.11	0.012	0	0.11	0.11	0.11	2	0.63	0.74
147	0.18	6.9e-05	0.0021	0.0077	0.097	0.00014	0.0027	0	0.18	3.8e-06	0	0	6.9e-05	0.0077	0.00011	0	0.18	0.18	0.18	0	0.58	0.54
148	0.18	0.00021	6.1e-05	0.0029	0.098	0	0.0035	0	0.18	0	0	0	0.00021	0.0029	1.1e-06	0	0.18	0.18	0.18	0	0.58	0.54
149	0.18	2.7e-06	1.9e-06	0.00022	0.099	2.6e-05	1.9e-05	0	0.18	2e-06	0	0	2.7e-06	0.00022	0	0	0.18	0.18	0.18	0	0.58	0.54
150	0.17	5.8e-05	0.0077	0.018	0.093	0.015	0.0026	0	0.17	3.1e-05	6.5e-06	0	5.8e-05	0.018	0.00086	0	0.17	0.17	0.17	0	0.58	0.54
151	0.15	0.00014	0.028	0.046	0.085	0.011	0.0081	0	0.15	3e-05	0	0	0.00014	0.046	0.0028	0	0.15	0.15	0.15	0	0.58	0.54
152	0.18	2.2e-05	4.9e-05	0.0015	0.099	6.3e-06	0.00033	0	0.18	1.2e-06	0	0	2.2e-05	0.0015	4e-06	0	0.18	0.18	0.18	0	0.58	0.54
153	0.18	0	0	2.7e-05	0.099	0	0	0	0.18	0	0	0	0	2.7e-05	0	0	0.18	0.18	0.18	0	0.58	0.54
