SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
29	0.72	0.00021	0	1e-06	0	0.28	0	0	0	0.51	0.31
30	0.52	0.052	0	0.048	0	0.38	0	0	0	0.51	0.31
31	1	0	0	0	0	0	0	0	0	0.51	0.31
32	0.99	6.3e-05	0	1.7e-05	0	0.013	0	0	0	0.51	0.31
33	0.98	0.0028	0	0.0028	0	0.017	0	0	0	0.51	0.31
34	0.88	0.00035	0	2.3e-05	0	0.12	0	0	0	0.51	0.31
35	1	0	0	0	0	0	0	0	0	0.51	0.31
36	0	0.00044	0	0	0	0.45	0.55	0	6	0.054	0.31
37	0	0	0	0	0	0	1	0	6	0.054	0.31
38	0.82	0.0036	0	0.12	0	0.053	0	0	0	0.51	0.31
39	0	6.4e-05	0	0	0	0.014	0.99	0	6	0.054	0.31
40	0	0.38	0	0	0	0.28	0.35	0	1	0.56	0.52
41	0.76	0.0034	0	0.15	0	0.088	0	0	0	0.51	0.31
42	0	1.5e-05	0	0	0	1	0.0034	0	5	0.62	0.35
43	0.63	0.1	0	0.18	0	0.088	0	0	0	0.51	0.31
44	0	0	0.87	0	0	0	0	0.13	2	0.44	0
45	0	0.0018	0	1	0	0	0.0022	0	3	0.51	0.61
46	0	0.00017	0	0.99	0	0	0.006	0	3	0.51	0.61
47	0	0.0001	0	0.97	0	0	0.031	0	3	0.51	0.61
48	0.025	2.2e-05	0	0	0	0.97	0	0	5	0.62	0.35
49	0	0	1	0	0	0	0	0.00015	2	0.44	0
50	0.52	0.0074	0	0.00086	0	0.47	0	0	0	0.51	0.31
51	0.91	0.0031	0	0.0021	0	0.089	0	0	0	0.51	0.31
52	0	0	1	0	0	0	0	0.0034	2	0.44	0
53	0.62	0.011	0	0.0067	0	0.36	0	0	0	0.51	0.31
54	0	0.0013	0	0.82	0	0	0.18	0	3	0.51	0.61
55	0.92	0.00049	0	0.00023	0	0.082	0	0	0	0.51	0.31
56	0.79	0.018	0	0.041	0	0.15	0	0	0	0.51	0.31
57	0.82	0.001	0	0.00026	0	0.18	0	0	0	0.51	0.31
58	0.87	0.00012	0	6.6e-06	0	0.13	0	0	0	0.51	0.31
59	0.92	2.4e-05	0	0	0	0.085	0	0	0	0.51	0.31
60	0	0	0	0	0	0	0	1	7	0.51	0.034
61	0.46	0.094	0	0.19	0	0.26	0	0	0	0.51	0.31
62	0.32	0.064	0	0.54	0	0.081	0	0	3	0.51	0.61
63	0	0	0	0	0	0	0	1	7	0.51	0.034
64	0	0.01	0	0.94	0	0	0.049	0	3	0.51	0.61
65	0.91	1.6e-06	0	0	0	0.09	0	0	0	0.51	0.31
66	0	0	0	0	0	0	1	0	6	0.054	0.31
67	1	0	0	0	0	1.2e-05	0	0	0	0.51	0.31
68	0.9	0.0003	0	2.2e-05	0	0.1	0	0	0	0.51	0.31
69	0.34	0.063	0	0.082	0	0.52	0	0	5	0.62	0.35
70	0.56	0.023	0	0.0049	0	0.41	0	0	0	0.51	0.31
71	0	0.004	0	0.91	0	0	0.089	0	3	0.51	0.61
72	0	0	0	0	0	0.0057	0	0.99	7	0.51	0.034
73	0	0	0	0	0	0	0	1	7	0.51	0.034
74	0.9	0.0037	0	0.0009	0	0.099	0	0	0	0.51	0.31
75	0.67	0.1	0	0.035	0	0.2	0	0	0	0.51	0.31
76	0.71	3.9e-05	0	0	0	0.29	0	0	0	0.51	0.31
77	0	0	0.98	0	0	0	0	0.016	2	0.44	0
78	0.99	0.0041	0	0.00066	0	0.0087	0	0	0	0.51	0.31
79	0.74	0.045	0	0.13	0	0.084	0	0	0	0.51	0.31
80	0	0	0	0	0.62	0.38	0	0	4	0.054	0.034
81	0.68	0.0092	0	0.0045	0	0.3	0	0	0	0.51	0.31
82	0.9	0.0013	0	0.012	0	0.087	0	0	0	0.51	0.31
83	0.63	0.041	0	0.19	0	0.14	0	0	0	0.51	0.31
84	0	0.0021	0	0.7	0	0	0.3	0	3	0.51	0.61
85	0	0.00081	0	1	0	0	0.0024	0	3	0.51	0.61
86	0.94	0.0011	0	0.00016	0	0.06	0	0	0	0.51	0.31
87	5.8e-06	0	0.86	0	5.1e-06	0.0017	0	0.13	2	0.44	0
88	0.95	0.00095	0	0.00023	0	0.047	0	0	0	0.51	0.31
89	0.54	0.037	0	0.026	0	0.39	0	0	0	0.51	0.31
90	0	0	0	0	0	0	0	1	7	0.51	0.034
91	0	0.31	0	0	0	0	0.69	0	6	0.054	0.31
92	0.66	0.006	0	0.022	0	0.31	0	0	0	0.51	0.31
93	0.29	0.092	0	0	0	0.00041	0.61	0	6	0.054	0.31
94	0	0	0	0	0.0044	1	0	0	5	0.62	0.35
95	0	3.3e-05	0	0	1.2e-05	1	0	1.4e-06	5	0.62	0.35
96	1	0	0	0	0	0	0	0	0	0.51	0.31
97	0.9	0.00024	0	7.6e-06	0	0.1	0	0	0	0.51	0.31
98	1	0	0	0	0	0.0022	0	0	0	0.51	0.31
99	0.49	0.17	0	0.093	0	0.25	0	0	0	0.51	0.31
100	0.46	0.0081	0	0.0017	0	0.53	0	0	5	0.62	0.35
101	0.99	3.1e-05	0	1.3e-05	0	0.0062	0	0	0	0.51	0.31
102	0	0	0	0	0	0	1	0	6	0.054	0.31
103	0.91	3.5e-05	0	1.4e-06	0	0.091	0	0	0	0.51	0.31
104	0.76	0.0063	0	0.0058	0	0.22	0	0	0	0.51	0.31
105	0.97	7.3e-05	0	9.9e-06	0	0.029	0	0	0	0.51	0.31
106	0.76	0.019	0	0.11	0	0.11	0	0	0	0.51	0.31
107	0.86	0.00014	0	0.073	0	0.07	0	0	0	0.51	0.31
108	0.84	0.0073	0	0.14	0	0.0081	0	0	0	0.51	0.31
109	0.9	8.9e-05	0	0.081	0	0.015	0	0	0	0.51	0.31
110	0.00054	0.091	0	0.91	0	5.8e-05	0	0	3	0.51	0.61
111	0	0	0	0	0	0	1	0	6	0.054	0.31
112	0.96	1e-05	0	0	0	0.039	0	0	0	0.51	0.31
113	0	0	0	0	0	0	1	0	6	0.054	0.31
114	0.24	3.8e-06	0	0	0	0.76	0	0	5	0.62	0.35
115	0.83	0.0015	0	0.00071	0	0.17	0	4.5e-06	0	0.51	0.31
116	0	0	0	0	0	0	1	0	6	0.054	0.31
117	0.00087	0.039	0	0.96	0	1e-05	0	0	3	0.51	0.61
118	0	0	0	0	0	0	1	0	6	0.054	0.31
119	1	0	0	0	0	0	0	0	0	0.51	0.31
120	1	0	0	0	0	0	0	0	0	0.51	0.31
121	1	0	0	0	0	0.00069	0	0	0	0.51	0.31
122	0	0	0	0	0.97	0	0.035	0	4	0.054	0.034
123	0.93	0.00025	0	5.7e-05	0	0.065	0	0	0	0.51	0.31
124	0.69	0.013	0	0.0012	0	0.3	0	0	0	0.51	0.31
125	0	0	0.99	0	0	0	0	0.0058	2	0.44	0
126	0.95	1.5e-05	0	0	0	0.051	0	0	0	0.51	0.31
127	1	0	0	0	0	0	0	0	0	0.51	0.31
128	0.97	2.9e-05	0	1.4e-06	0	0.035	0	0	0	0.51	0.31
129	0.29	0.092	0	0.052	0	0.57	0	0	5	0.62	0.35
130	0.44	0.00013	0	2.7e-06	0	0.56	0	0	5	0.62	0.35
131	1	4.3e-06	0	0	0	0.0034	0	0	0	0.51	0.31
132	0.97	1.2e-05	0	0	0	0.026	0	0	0	0.51	0.31
133	1	0	0	0	0	0	0	0	0	0.51	0.31
134	0.89	1.8e-05	0	0	0	0.11	0	0	0	0.51	0.31
135	0.81	0.072	0	0.025	0	0.095	0	0	0	0.51	0.31
136	1	0	0	0	0	0	0	0	0	0.51	0.31
137	0.64	0.015	0	0.0089	0	0.34	0	0	0	0.51	0.31
138	0.94	0	0	0	0	0.059	0	0	0	0.51	0.31
139	1	0	0	0	0	0	0.0014	0	0	0.51	0.31
140	0.92	0	0	4.2e-06	0	0.076	0	0	0	0.51	0.31
141	0.93	0.00082	0	0.00036	0	0.072	0	0	0	0.51	0.31
142	0.91	0.0064	0	0.0066	0	0.077	0	0	0	0.51	0.31
143	0	0	0	0	0	0	0	1	7	0.51	0.034
144	0.88	0.00068	0	0.00027	0	0.11	0	0	0	0.51	0.31
145	0.0039	0.014	0	0.98	0	5.2e-05	0	0	3	0.51	0.61
146	0.99	0	0	0	0	0	0.013	0	0	0.51	0.31
147	0.36	0.098	0	0.4	0	0.15	0	0	3	0.51	0.61
148	0.84	1.7e-05	0	0	0	0.16	0	0	0	0.51	0.31
149	0	0	0	0	0	0	1	0	6	0.054	0.31
150	0.77	0.00097	0	0.00014	0	0.23	0	0	0	0.51	0.31
151	0.91	0	0	0	0	0	0.094	0	0	0.51	0.31
152	0.97	8.6e-05	0	9.6e-06	0	0.028	0	0	0	0.51	0.31
153	0.088	0.014	0	0.9	0	9.3e-06	0	0	3	0.51	0.61
154	0.9	9e-06	0	0	0	0.098	0	1.6e-05	0	0.51	0.31
155	0.66	4.2e-05	0	0	0	0.34	0	0	0	0.51	0.31
156	0.28	0	0.72	0	0	0	0	0.00045	2	0.44	0
157	0.72	0.00045	0	6.8e-06	0	0.28	0	0	0	0.51	0.31
158	0.91	0.0017	0	0.00051	0	0.088	0	0	0	0.51	0.31
159	0.89	2e-05	0	1.2e-05	0	0.11	0	0	0	0.51	0.31
160	0.79	0.00044	0	3.3e-05	0	0.21	0	0	0	0.51	0.31
161	0	0	0	0	0	0	0	1	7	0.51	0.034
162	0	0	0	0	0	0	0	1	7	0.51	0.034
163	0.87	1.5e-05	0	0	0	0.13	0	0	0	0.51	0.31
164	0	0	0	1	0	0	0	0	3	0.51	0.61
165	0.53	0.079	0	0.02	0	0.37	0	0	0	0.51	0.31
166	0.41	0.19	0	0.18	0	0.22	0	0	0	0.51	0.31
167	0	0.019	0	0	0	0	0.98	0	6	0.054	0.31
168	0.99	0	0	0	0	0.0072	0	0	0	0.51	0.31
169	1	0	0	0	0	0	0	0	0	0.51	0.31
170	0.97	0.00036	0	9.2e-05	0	0.032	0	0	0	0.51	0.31
171	1	0	0	0	0	0	0	0	0	0.51	0.31
172	1	0	0	0	0	0	0	0	0	0.51	0.31
173	0.3	0.0036	0	0.00076	0	0.69	0	0	5	0.62	0.35
174	0.58	0.0015	0	0.012	0	0.41	0	0	0	0.51	0.31
175	0.91	0.017	0	0.057	0	0.015	0	0	0	0.51	0.31
176	0.74	3.4e-05	0	0.25	0	0.00011	0.01	0	0	0.51	0.31
177	0.48	0.015	0	0.024	0	0.48	0	0	0	0.51	0.31
178	0.53	0.073	0	0.023	0	0.37	0	0	0	0.51	0.31
179	0.98	1.7e-05	0	0	0	0.018	0	0	0	0.51	0.31
180	0	0.012	0	0	0	0	0.99	0	6	0.054	0.31
181	0.94	0	0	0	0	0.056	0	0	0	0.51	0.31
182	0.99	0	0	0	0	0.0055	0	0	0	0.51	0.31
183	0.99	2.5e-05	0	0	0	0.013	0	0	0	0.51	0.31
184	0.51	0.013	0	0.0095	0	0.47	0	0	0	0.51	0.31
185	0.96	2.6e-05	0	1.6e-06	0	0.038	0	0	0	0.51	0.31
186	0	0	1	0	0	0	0	0.0004	2	0.44	0
187	0	0	0	0	0	0	0	1	7	0.51	0.034
188	0.92	0.0039	0	0.045	0	0.031	0	0	0	0.51	0.31
189	0.95	0.00013	0	0.032	0	0.016	0	0	0	0.51	0.31
190	0.4	0.025	0	0.033	0	0.54	0	0	5	0.62	0.35
191	0	0	0.97	0	0	0	0	0.031	2	0.44	0
192	0	0.15	0	0	0	0.72	0.14	0	5	0.62	0.35
193	1	0	0	0	0	0.00015	0	0	0	0.51	0.31
194	0.99	9.2e-05	0	6.4e-05	0	0.0089	0	0	0	0.51	0.31
195	0	0.0075	0	0	0	0.96	0.037	0	5	0.62	0.35
196	0	0	0	0	1	0	0	7.9e-05	4	0.054	0.034
197	0.3	0.077	0	0.56	0	0.059	0	0	3	0.51	0.61
198	0.8	0.0022	0	0.0019	0	0.19	0	0	0	0.51	0.31
199	0.33	0.0026	0	0.00041	0	0.67	0	0	5	0.62	0.35
200	0.76	0.01	0	0.016	0	0.22	0	0	0	0.51	0.31
201	0.99	0	0	0	0	0.014	0	0	0	0.51	0.31
202	0.93	0	0	0	0	0.069	0	0	0	0.51	0.31
203	0.91	0	0	0	0.0002	0	0.091	0.0012	0	0.51	0.31
204	0	0	0.95	0	0	0	0	0.051	2	0.44	0
205	0.84	0.0021	0	0.1	0	0.054	0	0	0	0.51	0.31
206	0	0.14	0	0	0	0.32	0.54	0	6	0.054	0.31
207	0.38	0.0038	0	0.00066	0	0.62	0	0	5	0.62	0.35
208	1	0	0	0	0	0	3.1e-05	0	0	0.51	0.31
209	0	0.083	0	0	0	0.62	0.29	0	5	0.62	0.35
210	0	0	0	0	1	0	0	0	4	0.054	0.034
211	0.95	0.0026	0	0.047	0	0.0002	0.0022	0	0	0.51	0.31
212	0.97	1.1e-05	0	9.1e-06	0	0.002	0.024	0	0	0.51	0.31
213	0	0.007	0	0	0	0.97	0.019	0	5	0.62	0.35
214	0	0.0074	0	0.99	0	0	0	0	3	0.51	0.61
215	1	0	0	0	0	0	0	0	0	0.51	0.31
216	0	0	0.95	0	0	0	0	0.054	2	0.44	0
217	0.48	0.066	0	0.31	0	0.14	0	0	0	0.51	0.31
218	0.45	0.00066	0	1.6e-06	0	0.55	0	0	5	0.62	0.35
219	0.98	0.00019	0	4.3e-05	0	0.021	0	0	0	0.51	0.31
220	0.75	0.02	0	0.035	0	0.2	0	0	0	0.51	0.31
221	0	0	0	0	0	0	0	1	7	0.51	0.034
222	0.73	0.0081	0	0.0092	0	0.25	0	0	0	0.51	0.31
223	0	0	0	0	0	0	1	0	6	0.054	0.31
224	0.96	0	0	0	0	0.035	0	0	0	0.51	0.31
225	0	0	0	0	0	0	1	0	6	0.054	0.31
226	0.85	0.0021	0	0.00097	0	0.15	0	0	0	0.51	0.31
227	0	0	0	0	1	0	0	0	4	0.054	0.034
228	0.082	0.00053	0	0	0	0.92	0	0	5	0.62	0.35
229	0.39	0.12	0	0.031	0	0.45	0	0	5	0.62	0.35
230	0.4	2.1e-06	0	0	0	0.0097	0	0.59	7	0.51	0.034
231	0	0	0	0	0	0	1	0	6	0.054	0.31
232	0.69	0.043	0	0.065	0	0.21	0	0	0	0.51	0.31
233	0.18	0.3	0	0.02	0	0.5	0	0	5	0.62	0.35
234	0.79	0.064	0	0.055	0	0.093	0	0	0	0.51	0.31
235	0.48	0.00035	0	4.9e-06	0	0.52	0	0	5	0.62	0.35
236	0.71	0.038	0	0.0083	0	0.25	0	0	0	0.51	0.31
237	0.72	0.14	0	0.088	0	0.049	0	0	0	0.51	0.31
238	0.93	0.0075	0	0.0087	0	0.058	0	0	0	0.51	0.31
239	0	0	0.94	0	0	0	0	0.06	2	0.44	0
240	0.98	7.7e-06	0	0	0	0.021	0	0	0	0.51	0.31
241	0	0	0	0	0	0	1	0	6	0.054	0.31
242	0.65	0.041	0	0.055	0	0.25	0	0	0	0.51	0.31
243	0.63	0.00061	0	1.8e-06	0	0.36	0	0	0	0.51	0.31
244	0.25	0.39	0	0.022	0	0.34	0	0	1	0.56	0.52
245	0.96	2.4e-05	0	0	0	0.035	0	0	0	0.51	0.31
246	0.41	0.09	0	0.00057	0	0.5	0	0	5	0.62	0.35
247	0.011	0	0	0	0	9.8e-06	0	0.99	7	0.51	0.034
248	0.89	1.9e-05	0	0	0	0.11	0	0	0	0.51	0.31
249	0	0	0	0	1	0	0.00061	0	4	0.054	0.034
250	0.1	0.69	0	0.091	0	0.12	0	0	1	0.56	0.52
251	0.8	0.014	0	0.0022	0	0.19	0	0	0	0.51	0.31
252	0	0	0	0	0.9	0.1	0	0	4	0.054	0.034
253	0.14	0.13	0	0.1	0	0.63	0	0	5	0.62	0.35
254	0.98	0	0	0	0	0.016	0	0	0	0.51	0.31
255	0.99	0	0	0	0	0.0092	0	0	0	0.51	0.31
256	0.14	5.4e-06	0	0	0	0.86	0	0	5	0.62	0.35
257	0.96	9.2e-05	0	7.3e-06	0	0.04	0	0	0	0.51	0.31
258	0	0	0	0	1	0	0	0	4	0.054	0.034
259	0.96	0.0002	0	2e-06	0	0.036	0	0	0	0.51	0.31
260	0.89	0.005	0	0.00029	0	0.11	0	0	0	0.51	0.31
261	7e-06	0	0.9	0	0.00028	0	0	0.1	2	0.44	0
262	0.83	0.0005	0	0.00013	0	0.17	0	1.6e-06	0	0.51	0.31
263	0.48	0.00071	0	5.1e-05	0	0.52	0	0	5	0.62	0.35
264	0.99	0.00011	0	2.1e-05	0	0.012	0	0	0	0.51	0.31
265	0.94	5.6e-06	0	0	0	0.063	0	0	0	0.51	0.31
266	0	0	0	0	1	0	0	0	4	0.054	0.034
267	0	0	0.99	0	0	0	0	0.0092	2	0.44	0
268	0.98	0	0	0	0	0.02	0	0	0	0.51	0.31
269	0.37	0.00076	0	3.5e-05	0	0.63	0	0	5	0.62	0.35
270	8.9e-06	0.075	0	0.92	0	9.4e-05	0	0	3	0.51	0.61
271	0	0	0	0	0	0	1	0	6	0.054	0.31
272	0.88	0.00039	0	0.096	0	0.024	0	0	0	0.51	0.31
273	0	0.0085	0	0.99	0	0	0.0024	0	3	0.51	0.61
274	0	0.001	0	0	0	0	1	0	6	0.054	0.31
275	1	0	0	0	0	0	0	0	0	0.51	0.31
276	0	0	0	0	0	0	0	1	7	0.51	0.034
277	1	0	0	0	0	0	0	0	0	0.51	0.31
278	0.93	0.0011	0	0.00069	0	0.071	0	0	0	0.51	0.31
279	0	0	0	0	0.52	0.48	0	0	4	0.054	0.034
280	0	0	0	0	0.00052	0.9	0	0.1	5	0.62	0.35
281	0.53	0.003	0	9.5e-05	0	0.47	0	0	0	0.51	0.31
282	0	0	0	0	0	0	0	1	7	0.51	0.034
283	0.92	0.0013	0	0.00025	0	0.08	0	0	0	0.51	0.31
284	0.85	0.0011	0	0.00069	0	0.15	0	0	0	0.51	0.31
285	0.48	0.053	0	0.052	0	0.41	0	0	0	0.51	0.31
286	1	0	0	0	0	0	0	0	0	0.51	0.31
287	0.97	0.00012	0	5.6e-05	0	0.026	2.2e-05	0	0	0.51	0.31
288	0.34	1.6e-06	0	0	0	0.66	0	0	5	0.62	0.35
289	0	0	0	0	0	0	1	0	6	0.054	0.31
290	0.14	0.18	0	0.39	0	0.29	0	0	3	0.51	0.61
291	0.99	3.1e-05	0	9.3e-06	0	0.0095	1.1e-05	0	0	0.51	0.31
292	1	0	0	0	0	0	0	0	0	0.51	0.31
293	0.89	7.4e-05	0	1.3e-06	0	0.11	0	0	0	0.51	0.31
294	0.51	0.02	0	0.0059	0	0.47	0	0	0	0.51	0.31
295	0.67	0.0091	0	0.0066	0	0.32	0	0	0	0.51	0.31
296	0.91	0.00015	0	2.5e-05	0	0.091	0	0	0	0.51	0.31
297	0.00018	0.12	0	0.88	0	0.00064	0	0	3	0.51	0.61
298	0.99	0	0	0	0	0.0062	0	0	0	0.51	0.31
299	0.82	0.014	0	0.029	0	0.13	0	0	0	0.51	0.31
300	0	0	0	0	1	0	0	0	4	0.054	0.034
301	0.61	0.00047	0	2.5e-06	0	0.39	0	0	0	0.51	0.31
302	0.19	0.035	0	0.0075	0	0.77	0	0	5	0.62	0.35
303	0.81	0.0075	0	0.0022	0	0.18	0	0	0	0.51	0.31
304	0.21	0.092	0	0.58	0	0.12	0	0	3	0.51	0.61
305	0.95	6.5e-06	0	0	0	0.054	0	0	0	0.51	0.31
306	0.99	0	0	0	0	0	0.0069	0	0	0.51	0.31
307	1	0	0	0	0	0.0011	0	0	0	0.51	0.31
308	1	0	0	0	0	0.00072	0	0	0	0.51	0.31
309	0.93	0.0012	0	0.0012	0	0.063	0	0	0	0.51	0.31
310	0.41	0.007	0	0.00042	0	0.58	0	0	5	0.62	0.35
311	0	1.2e-06	0	1	0	0	0.0019	0	3	0.51	0.61
312	0.87	0.00074	0	0.12	0	0.0017	0	0	0	0.51	0.31
313	0.98	0	0	0	0	0.017	0	0	0	0.51	0.31
314	1	0	0	0	0	0	0.0041	0	0	0.51	0.31
315	0.73	0.0091	0	0.098	0	0.17	0	0	0	0.51	0.31
316	0.0002	0	0.77	0	4.4e-06	0	0	0.23	2	0.44	0
317	0.49	0.058	0	0.041	0	0.41	0	0	0	0.51	0.31
318	0.7	0.015	0	0.097	0	0.19	0	0	0	0.51	0.31
319	0.92	0.0008	0	0.00037	0	0.077	0	0	0	0.51	0.31
320	0.8	0.038	0	0.096	0	0.067	0	0	0	0.51	0.31
321	0.99	0	0	0	0	0.0067	0	0	0	0.51	0.31
322	1	0.00013	0	1.5e-05	0	0.003	0	0	0	0.51	0.31
323	1	0	0	0	0	0.0014	0	0	0	0.51	0.31
324	0	0	0	0	0	0	0	1	7	0.51	0.034
325	1	0	0	0	0	0.0049	0	0	0	0.51	0.31
326	0.98	1.4e-05	0	0	0	0.02	0	0	0	0.51	0.31
327	0	0	0.87	0	0	0	0	0.13	2	0.44	0
328	0.99	0	0	0	0	0.0055	0	0	0	0.51	0.31
329	0.89	0.0026	0	0.00096	0	0.1	0	0	0	0.51	0.31
330	0.56	0.074	0	0.2	0	0.16	0	0	0	0.51	0.31
331	0.59	0.02	0	0.013	0	0.38	0	0	0	0.51	0.31
332	1	0	0	0	0	0.0024	0	0	0	0.51	0.31
333	0.98	5.9e-06	0	0	0	0.016	0	2.4e-06	0	0.51	0.31
334	0.96	0	0	0	0	0.041	0	0	0	0.51	0.31
335	0.73	7.8e-05	0	1.5e-06	0	0.27	0	0	0	0.51	0.31
336	1	2.1e-06	0	0	0	0.0045	8.1e-06	4.1e-06	0	0.51	0.31
337	0.95	1.1e-06	0	0	0	0.052	0	0	0	0.51	0.31
338	0.76	0.0022	0	0.0012	0	0.24	0	0	0	0.51	0.31
339	0.55	0.0073	0	0.0016	0	0.44	0	0	0	0.51	0.31
340	1	0	0	0	0	0	0	0	0	0.51	0.31
341	0	0	0	0	0	0	1	0	6	0.054	0.31
342	0	0	0	0	1	0	0	0	4	0.054	0.034
343	0.59	0.0057	0	0.078	0	0.32	0	0	0	0.51	0.31
344	0.72	0	0	0	0	0.28	0	0	0	0.51	0.31
345	0.99	0	0	0	0	0.0069	0	0	0	0.51	0.31
346	0	0	0	0	0	0	0	1	7	0.51	0.034
347	0	0	0	0	0	0	0	1	7	0.51	0.034
348	0.56	0.0068	0	0.0014	0	0.43	0	0	0	0.51	0.31
349	0.97	0.0022	0	0.0026	0	0.028	0	0	0	0.51	0.31
350	2e-06	0.0027	0	1	0	0	0	0	3	0.51	0.61
351	3.2e-05	0	0	0	0	0	0	1	7	0.51	0.034
352	9e-06	0.014	0	0.99	0	4.9e-06	0	0	3	0.51	0.61
353	0.47	0.0011	0	2.8e-05	0	0.53	0	0	5	0.62	0.35
354	0.024	0.26	0	0.69	0	0.03	0	0	3	0.51	0.61
355	0.94	7.2e-06	0	0	0	0.056	0	0	0	0.51	0.31
356	0.92	0	0	0	0	0.08	0	0	0	0.51	0.31
357	0	0	0	0	0	0	1	0	6	0.054	0.31
358	0.003	0	0	0	0	1	0	0	5	0.62	0.35
359	0	0	0.84	0	0	0	0	0.16	2	0.44	0
360	0	0	0	0	0	0	1	0	6	0.054	0.31
361	0.77	0.001	0	0.00039	0	0.23	0	0	0	0.51	0.31
362	0.025	5.3e-06	0	0	0	0.98	0	0	5	0.62	0.35
363	0	0	0	0	0.2	0.8	0	0	5	0.62	0.35
364	0	0	0	0	0.0011	1	0	0	5	0.62	0.35
365	0	0	0	0	0	0.28	0	0.72	7	0.51	0.034
366	0.65	0.18	0	0.15	0	0.025	0	0	0	0.51	0.31
367	0.86	0	0.14	0	0	0.00055	0	0.0055	0	0.51	0.31
368	0	0	0	0	0.79	7.8e-05	0	0.21	4	0.054	0.034
369	0	0	0	0	0	0.62	0	0.38	5	0.62	0.35
370	0	0	0	0	0	0.0015	0	1	7	0.51	0.034
371	0	0	0	0	0	0.1	0	0.9	7	0.51	0.034
372	0	0	0	0	0	0.0002	0	1	7	0.51	0.034
373	0.83	0	0.17	0	0	0.00064	0	0.0072	0	0.51	0.31
374	0.79	3e-06	0.16	0	0	0.0079	0	0.039	0	0.51	0.31
375	0	0	0	0	0	0.27	0	0.73	7	0.51	0.034
376	0	0	0	0	0	0.094	0	0.91	7	0.51	0.034
377	0	0	0	0	0	0.086	0	0.91	7	0.51	0.034
378	0.99	0	0	0	0	0.0054	0	0.0048	0	0.51	0.31
379	0.99	0	0.00012	0	0	0.0034	0	0.0041	0	0.51	0.31
380	0	0	0	0	0	0	1	0	6	0.054	0.31
381	0	0	0	0	0	0.00024	0	1	7	0.51	0.034
382	0	5.2e-06	0	0	0	0.16	0	0.84	7	0.51	0.034
383	0	0	0	0	0	0.24	0	0.76	7	0.51	0.034
384	0.93	0	0.071	0	0	0.00022	0	0.0018	0	0.51	0.31
385	0.55	0.021	0	0.083	0	0.34	0	0	0	0.51	0.31
386	0	0	0	0	0	0.22	0	0.78	7	0.51	0.034
387	0	0	0	0	0	0.013	0	0.99	7	0.51	0.034
388	0	1.2e-06	0	0	0	0.45	0	0.55	7	0.51	0.034
389	0.76	0.024	0	0.11	0	0.1	0	0	0	0.51	0.31
390	0.63	0.12	0	0.12	0	0.13	0	0	0	0.51	0.31
391	0.78	0	0.21	0	0	6.9e-05	0	0.0028	0	0.51	0.31
392	0.14	0.00023	0	0.014	0	0.85	0	0	5	0.62	0.35
393	0	0	0	0	0	0.93	0	0.071	5	0.62	0.35
394	0.57	0.0078	0	0.022	0	0.4	0	0	0	0.51	0.31
395	0	1.6e-05	0	0	0	0.54	0	0.46	5	0.62	0.35
396	0	0	0	0	0	0.011	0	0.99	7	0.51	0.034
397	0	0	0	0	0	0	1	0	6	0.054	0.31
