SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
63	0	0	0	0	0	0	0.21	0	0.79	0	0	0	0	0	8	0.51	0.034
64	0	0	0	0	0	0	0	0	0	0.012	0.59	0	0.014	0.38	10	0	0.31
65	0.31	0.068	0	0.31	0	0.31	0	0	0	0	0	0	0	0	5	0.51	0.31
66	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0.054	0.31
67	0.33	8.6e-06	0	0.33	0	0.33	0	0	0	0	0	0.011	0	0	5	0.51	0.31
68	0.31	0.077	0	0.31	0	0.31	0	0	0	0	0	0	1.3e-05	0	5	0.51	0.31
69	0.12	0.41	0	0.12	0	0.12	0.11	0	0	0	0	0	0.13	0	1	0.62	0.35
70	0.22	0.35	0	0.22	0	0.22	1.3e-05	0	0	0	0	0	0.0053	0	1	0.62	0.35
71	0	0	0	0	0	0	0	0	0	0.023	0.84	0	0.02	0.12	10	0	0.31
72	0	0.0011	0.0012	0	0	0	0.77	1.2e-05	0.22	0	0	0	0	0	6	0.95	0.35
73	0	0	0	0	0	0	0.63	0	0.37	0	0	0	0	0	6	0.95	0.35
74	0.31	0.076	0	0.31	0	0.31	0	0	0	0	0	0	0.00039	0	5	0.51	0.31
75	0.27	0.17	0	0.27	0	0.27	0	0	0	0	0	0	0.019	0	5	0.51	0.31
76	0.25	0.24	0	0.25	0	0.25	1e-05	0	0	0	0	0	0	0	5	0.51	0.31
77	0	0	0	0	0.98	0	0.008	0	0.013	0	0	0	0	0	4	0.44	0
78	0.33	0.0065	0	0.33	0	0.33	0	0	0	0	0	0	5.8e-05	0	5	0.51	0.31
79	0.29	0.073	0	0.29	0	0.29	0	0	0	0	0	1.3e-06	0.052	0	5	0.51	0.31
80	0	0.21	0.79	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.034
81	0.25	0.24	0	0.25	0	0.25	0.00097	0	0	0	0	0	0.0044	0	5	0.51	0.31
82	0.31	0.066	0	0.31	0	0.31	0	0	0	0	0	0	0.0039	0	5	0.51	0.31
83	0.23	0.12	0	0.23	0	0.23	0.021	0	0	0	0	0.0065	0.15	0	5	0.51	0.31
84	0	0	0	0	0	0	0	0	0	0.076	0.86	0	0.049	0.017	10	0	0.31
85	0	0	0	0	0	0	0	0	0	0.00056	0.5	0	0.00081	0.5	13	0	0.21
86	0.32	0.045	0	0.32	0	0.32	0	0	0	0	0	0	6.2e-05	0	5	0.51	0.31
87	1.8e-06	0.0011	0.00076	1.8e-06	0.81	1.8e-06	0.083	0.00059	0.11	0	0	0	0	0	4	0.44	0
88	0.32	0.035	0	0.32	0	0.32	0	0	0	0	0	0	7.6e-05	0	5	0.51	0.31
89	0.19	0.31	0	0.19	0	0.19	5.1e-05	0	0	0	0	9.9e-05	0.12	0	1	0.62	0.35
90	0	0	0	0	0	0	0.24	2.3e-05	0.76	0	0	0	0	0	8	0.51	0.034
91	0	0	0	0	0	0	0	0	0	0.39	0	0	0.61	0	12	0.56	0.61
92	0.24	0.24	0	0.24	0	0.24	0.0041	0	0	0	0	0.0011	0.033	0	1	0.62	0.35
93	0.12	0.00037	2.6e-05	0.12	0	0.12	9.9e-06	0.00039	0	0.33	0	0.00093	0.31	0	9	0.054	0.31
94	0	0.58	0.42	0	0	0	0	0	0	0	0	0	0	0	1	0.62	0.35
95	0	0.94	0.061	0	0	0	0.0014	0.00058	1.5e-06	0	0	0	0	0	1	0.62	0.35
96	0.33	0	0	0.33	0	0.33	0	0	0	0	0	0.00012	0	0	5	0.51	0.31
97	0.31	0.076	0	0.31	0	0.31	0	0	0	0	0	0	4.4e-06	0	5	0.51	0.31
98	0.33	0.0016	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
99	0.22	0.25	0	0.22	0	0.22	0	0	0	0	0	0	0.074	0	1	0.62	0.35
100	0.18	0.45	0	0.18	0	0.18	0.014	0	0	0	0	0	0.0028	0	1	0.62	0.35
101	0.33	0.0045	0	0.33	0	0.33	0	0	0	0	0	0.018	2.2e-06	0	5	0.51	0.31
102	0	0	0	0	0	0	0	0	0	0.0025	0.97	0	0	0.029	10	0	0.31
103	0.31	0.069	0	0.31	0	0.31	7.7e-06	1e-06	0	0	0	0.00063	1e-06	0	5	0.51	0.31
104	0.27	0.18	0	0.27	0	0.27	0.0049	2.4e-05	0	0	0	0.0074	0.0049	0	5	0.51	0.31
105	0.33	0.021	0	0.33	0	0.33	0.0033	0	0	0	0	0	0.00011	0	5	0.51	0.31
106	0.28	0.088	0	0.28	0	0.28	0.00055	0	0	0	0	0.00024	0.07	0	5	0.51	0.31
107	0.3	0.055	0	0.3	0	0.3	0	0	0	0	0	0	0.03	0	5	0.51	0.31
108	0.32	0.0067	0	0.32	0	0.32	0	0	0	0	0	0	0.045	0	5	0.51	0.31
109	0.32	0.012	0	0.32	0	0.32	0	0	0	0	0	0	0.015	0	5	0.51	0.31
110	0.00086	0.00021	0	0.00086	0	0.00086	0	0	0	0	0	0.58	0.42	0	11	0.49	0.44
111	0	0	0	0	0	0	0	0	0	6.6e-05	0.12	0	0	0.88	13	0	0.21
112	0.033	0.0029	0	0.033	0	0.033	0.9	0	0	0	0	0	0	0	6	0.95	0.35
113	0	0	0	0	0	0	0	0	0	0.0022	1	0	0	8e-05	10	0	0.31
114	4.9e-06	3.4e-05	0	4.9e-06	0	4.9e-06	1	0	0	0	0	0	0	0	6	0.95	0.35
115	0.28	0.13	0	0.28	0	0.28	0.016	0.00025	4e-06	0	0	0.0016	0.00081	0	5	0.51	0.31
116	0	0	0	0	0	0	0	0	0	0.075	0.91	0	0	0.02	10	0	0.31
117	0.00033	8.6e-06	0	0.00033	0	0.00033	0	0	0	0	0	0.00027	1	0	12	0.56	0.61
118	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0.054	0.31
119	0.33	0	0	0.33	0	0.33	0	3.9e-06	0	0	0	0.00026	0	0	5	0.51	0.31
120	0.33	0	0	0.33	0	0.33	0	0	0	0	0	3.9e-06	0	0	5	0.51	0.31
121	0.33	0.00051	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
122	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	1	13	0	0.21
123	0.32	0.049	0	0.32	0	0.32	9.3e-06	0	0	0	0	0	2.9e-05	0	5	0.51	0.31
124	0.25	0.24	0	0.25	0	0.25	0	0	0	0	0	0	0.00087	0	5	0.51	0.31
125	0	0	0	0	1	0	0	0	0.005	0	0	0	0	0	4	0.44	0
126	0.32	0.038	0	0.32	0	0.32	3.3e-06	0	0	0	0	0	0	0	5	0.51	0.31
127	0.29	0	0	0.29	0	0.29	0	0	0	0	0	0.13	0	0	5	0.51	0.31
128	0.32	0.026	0	0.32	0	0.32	0	0	0	0	0	0	0	0	5	0.51	0.31
129	0.12	0.53	0	0.12	0	0.12	0.02	0	0	0	0	0	0.085	0	1	0.62	0.35
130	0.12	0.33	0	0.12	0	0.12	0.31	0	0	0	0	0	5.4e-06	0	1	0.62	0.35
131	0.33	0.0025	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
132	0.33	0.02	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
133	0.26	0	0	0.26	0	0.26	0	0	0	0	0	0.21	0	0	5	0.51	0.31
134	0.31	0.08	0	0.31	0	0.31	0.00032	0	0	0	0	0	0	0	5	0.51	0.31
135	0.3	0.08	0	0.3	0	0.3	0	0	0	0	0	0	0.0068	0	5	0.51	0.31
136	0.33	0	0	0.33	0	0.33	0	0	0	0	0	0.0015	0	0	5	0.51	0.31
137	0.22	0.26	0	0.22	0	0.22	0.079	0	0	0	0	0	0.0075	0	1	0.62	0.35
138	0.32	0.044	0	0.32	0	0.32	0	0	0	0	0	0	0	0	5	0.51	0.31
139	0.18	0	0	0.18	0	0.18	0	0	0	0.00033	0.43	0	0	0.014	10	0	0.31
140	0.31	0.057	0	0.31	0	0.31	0	0	0	0	0	0	4.4e-06	0	5	0.51	0.31
141	0.32	0.054	0	0.32	0	0.32	2.9e-05	0	0	0	0	0	0.00017	0	5	0.51	0.31
142	0.31	0.059	0	0.31	0	0.31	3.8e-06	0	0	0	0	0	0.0026	0	5	0.51	0.31
143	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.51	0.034
144	0.3	0.087	0	0.3	0	0.3	0.0045	0	0	0	0	0	0.0002	0	5	0.51	0.31
145	0.0019	5.4e-05	0	0.0019	0	0.0019	0	0	0	0	0	0	0.99	0	12	0.56	0.61
146	0.18	0	0	0.18	0	0.18	0	0	0	0.0032	0.43	0	0	0.015	10	0	0.31
147	0.15	0.13	0	0.15	0	0.15	0.11	0	0	0	0	0	0.31	0	12	0.56	0.61
148	0.24	0.1	0	0.24	0	0.24	0.18	0	0	0	0	0	0	0	5	0.51	0.31
149	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0.054	0.31
150	0.27	0.18	0	0.27	0	0.27	0.0011	0	0	0	0	0	0.00013	0	5	0.51	0.31
151	0.17	0	0	0.17	0	0.17	0	0	0	0.024	0.41	0	0	0.05	10	0	0.31
152	0.33	0.021	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
153	0.11	3.3e-05	0	0.11	0	0.11	0	0	0	0	0	4.3e-05	0.67	0	12	0.56	0.61
154	0.3	0.073	0	0.3	0	0.3	0.012	0	1.4e-05	0	0	0	0	0	5	0.51	0.31
155	0.24	0.27	0	0.24	0	0.24	0.00023	0	0	0	0	0	0	0	1	0.62	0.35
156	0.091	0	0	0.091	0.73	0.091	0	0	0.00039	0	0	0	0	0	4	0.44	0
157	0.24	0.21	0	0.24	0	0.24	0.075	0	0	0	0	0	5.3e-06	0	5	0.51	0.31
158	0.31	0.066	0	0.31	0	0.31	0	0	0	0	0	0	0.00024	0	5	0.51	0.31
159	0.3	0.086	0	0.3	0	0.3	7e-05	0	0	0	0	0	9.9e-06	0	5	0.51	0.31
160	0.28	0.17	0	0.28	0	0.28	0.0016	0	0	0	0	0	3.2e-05	0	5	0.51	0.31
161	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.51	0.034
162	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.51	0.034
163	0.28	0.091	0	0.28	0	0.28	0.082	0	0	0	0	0	0	0	5	0.51	0.31
164	0	0	0	0	0	0	0	0	0	0	1	0	0	0.00063	10	0	0.31
165	0.22	0.34	0	0.22	0	0.22	0	0	0	0	0	0	0.018	0	1	0.62	0.35
166	0.2	0.24	0	0.2	0	0.2	0	0	0	0	0	0	0.15	0	1	0.62	0.35
167	0	0	0	0	0	0	0	0	0	0.46	0	0	0.54	0	12	0.56	0.61
168	0.33	0.0053	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
169	0.33	0	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
170	0.33	0.023	0	0.33	0	0.33	0	0	0	0	0	0	2.9e-05	0	5	0.51	0.31
171	0.33	0	0	0.33	0	0.33	0	0	0	0	0	1.2e-05	0	0	5	0.51	0.31
172	0.33	0	0	0.33	0	0.33	0	0	0	0	0	0.0011	0	0	5	0.51	0.31
173	0.012	0.061	0	0.012	0	0.012	0.9	0	0	0	0	0	0.00023	0	6	0.95	0.35
174	0.22	0.34	0	0.22	0	0.22	0	0	0	0	0	0	0.011	0	1	0.62	0.35
175	0.32	0.012	0	0.32	0	0.32	0	0	0	0	0	0	0.02	0	5	0.51	0.31
176	0.18	6.3e-05	0	0.18	0	0.18	0	0	0	0.0033	0.44	0	0.0033	0.0019	10	0	0.31
177	0.18	0.4	0	0.18	0	0.18	0.01	0	0	0	0	0	0.035	0	1	0.62	0.35
178	0.22	0.33	0	0.22	0	0.22	0	0	0	0	0	0	0.02	0	1	0.62	0.35
179	0.33	0.014	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
180	0	0	0	0	0	0	0	0	0	0.52	0	0	0.48	0	9	0.054	0.31
181	0.32	0.042	0	0.32	0	0.32	2.8e-06	0	0	0	0	0	0	0	5	0.51	0.31
182	0.33	0.004	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
183	0.33	0.0093	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
184	0.16	0.33	0	0.16	0	0.16	0.17	0	0	0	0	0	0.012	0	1	0.62	0.35
185	0.32	0.028	0	0.32	0	0.32	0	0	0	0	0	0	0	0	5	0.51	0.31
186	0	0	0	0	1	0	0	0	0.00035	0	0	0	0	0	4	0.44	0
187	0	0	0	0	0	0	0.14	0.00066	0.86	0	0	0	0	0	8	0.51	0.034
188	0.32	0.024	0	0.32	0	0.32	0	0	0	0	0	0	0.015	0	5	0.51	0.31
189	0.33	0.012	0	0.33	0	0.33	0	0	0	0	0	0	0.0063	0	5	0.51	0.31
190	0.078	0.23	0	0.078	0	0.078	0.5	0	0	0	0	0	0.029	0	6	0.95	0.35
191	0	0	0	0	0.97	0	0	4.5e-06	0.027	0	0	0	0	0	4	0.44	0
192	0	0.5	0	0	0	0	0.00011	0	0	0.056	0	2.3e-06	0.44	0	1	0.62	0.35
193	0.33	0.00011	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
194	0.33	0.0065	0	0.33	0	0.33	0.0079	5.1e-06	0	0	0	0.0012	1.5e-05	0	5	0.51	0.31
195	0	0.87	0	0	0	0	0	0	0	0.02	0	0	0.11	0	1	0.62	0.35
196	0	0	1	0	0	0	0	0	2.4e-05	0	0	0	0	0	2	0.11	0.034
197	0.13	0.055	0	0.13	0	0.13	0.0023	0	0	0	0	0	0.57	0	12	0.56	0.61
198	0.28	0.15	0	0.28	0	0.28	0.023	0	0	0	0	3.8e-05	0.0017	0	5	0.51	0.31
199	0.049	0.22	0	0.049	0	0.049	0.63	0	0	0	0	0	0.00045	0	6	0.95	0.35
200	0.27	0.17	0	0.27	0	0.27	0.01	0	0	0	0	0	0.013	0	5	0.51	0.31
201	0.33	0.01	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
202	0.0043	0.00071	0	0.0043	0	0.0043	0.99	0	0	0	0	0	0	0	6	0.95	0.35
203	0.1	0	1e-05	0.1	0	0.1	0	0	0.00036	0.014	0.24	0	0	0.44	13	0	0.21
204	0	0	0	0	0.96	0	0	3.6e-05	0.044	0	0	0	0	0	4	0.44	0
205	0.3	0.043	0	0.3	0	0.3	0	0	0	0	0	0	0.054	0	5	0.51	0.31
206	0	0.24	0	0	0	0	0	0	0	0.24	0	0	0.53	0	12	0.56	0.61
207	0.056	0.2	0	0.056	0	0.056	0.63	0	0	0	0	0	0.00069	0	6	0.95	0.35
208	0.046	0	0	0.046	0	0.046	0	0	0	0	0.031	0	0	0.83	13	0	0.21
209	0	0.57	0	0	0	0	4.7e-05	0	0	0.16	0	0	0.27	0	1	0.62	0.35
210	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.034
211	0.29	0.00013	0	0.29	0	0.29	0	0	0	0.00089	0.13	0	0.00066	0	5	0.51	0.31
212	0.25	0.0011	0	0.25	0	0.25	0	0	0	0.0081	0.17	0	0	0.059	5	0.51	0.31
213	0	0.97	0	0	0	0	0	0	0	0.011	0	0	0.016	0	1	0.62	0.35
214	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0.56	0.61
215	0.33	0	0	0.33	0	0.33	0	0	0	0	0	8.7e-05	0	0	5	0.51	0.31
216	0	0	5.8e-06	0	0.95	0	0	8.7e-05	0.046	0	0	0	0	0	4	0.44	0
217	0.19	0.13	0	0.19	0	0.19	0.011	0	0	0	0	0	0.29	0	12	0.56	0.61
218	0.17	0.47	0	0.17	0	0.17	0	0	0	0	0	0.0051	3.1e-06	0	1	0.62	0.35
219	0.33	0.016	0	0.33	0	0.33	0.00067	0	0	0	0	0	0.00046	0	5	0.51	0.31
220	0.27	0.16	0	0.27	0	0.27	0.0021	0	0	0	0	4.3e-06	0.028	0	5	0.51	0.31
221	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.51	0.034
222	0.26	0.2	0	0.26	0	0.26	0.015	0	0	0	0	0	0.0089	0	5	0.51	0.31
223	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0.054	0.31
224	0.32	0.026	0	0.32	0	0.32	0.0076	0	0	0	0	0	0	0	5	0.51	0.31
225	0	0	0	0	0	0	0	0	0	0.0086	0.92	0	0	0.075	10	0	0.31
226	0.29	0.12	0	0.29	0	0.29	0.00043	0	0	0	0	0	0.00075	0	5	0.51	0.31
227	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.034
228	0.036	0.89	0	0.036	0	0.036	0.0011	0	0	0	0	0.00061	5.9e-06	0	1	0.62	0.35
229	0.17	0.44	0	0.17	0	0.17	2.5e-06	0	0	0	0	0	0.036	0	1	0.62	0.35
230	0.12	0.0064	0.00014	0.12	0	0.12	6.9e-05	0.18	0.46	0	0	3e-05	0	0	8	0.51	0.034
231	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0.054	0.31
232	0.24	0.16	0	0.24	0	0.24	0.061	0	0	0	0	0	0.053	0	5	0.51	0.31
233	0.076	0.46	0	0.076	0	0.076	2.9e-05	0	0	0	0	0	0.31	0	1	0.62	0.35
234	0.29	0.077	0	0.29	0	0.29	0	0	0	0	0	0	0.044	0	5	0.51	0.31
235	0.19	0.44	0	0.19	0	0.19	0.007	0	0	0	0	0.0008	1.3e-05	0	1	0.62	0.35
236	0.26	0.2	0	0.26	0	0.26	0	0	0	0	0	0	0.005	0	5	0.51	0.31
237	0.23	0.034	0	0.23	0	0.23	0.0081	0	0	0	0	0	0.28	0	12	0.56	0.61
238	0.32	0.043	0	0.32	0	0.32	0	0	0	0	0	0	0.011	0	5	0.51	0.31
239	0	0	0.00017	0	0.95	0	0	8.2e-05	0.051	0	0	0	0	0	4	0.44	0
240	0.33	0.016	0	0.33	0	0.33	0	0	0	0	0	0	0	0	5	0.51	0.31
241	0	0	0	0	0	0	0	0	0	0.044	0.66	0	0	0.29	10	0	0.31
242	0.25	0.21	0	0.25	0	0.25	0.00056	0	0	0	0	0	0.043	0	5	0.51	0.31
243	0.23	0.29	0	0.23	0	0.23	0	0	0	0	0	0.0088	2.1e-06	0	1	0.62	0.35
244	0.068	0.2	0	0.068	0	0.068	0	0	0	0	0	0.58	0.011	0	11	0.49	0.44
245	0.32	0.026	0	0.32	0	0.32	0	0	0	0	0	0.0035	0	0	5	0.51	0.31
246	0.098	0.26	0	0.098	0	0.098	0	0	0	0	0	0.45	0.00027	0	11	0.49	0.44
247	8e-06	0	0	8e-06	0	8e-06	0	1	0.0019	0	0	0	0	0	7	0.49	0.1
248	0.31	0.083	0	0.31	0	0.31	3.2e-05	0	0	0	0	0.00034	0	0	5	0.51	0.31
249	0	0	0.001	0	0	0	0	0	0	1.4e-05	0.001	0	0	1	13	0	0.21
250	0.027	0.067	0	0.027	0	0.027	0	0	0	0	0	0.82	0.032	0	11	0.49	0.44
251	0.28	0.15	0	0.28	0	0.28	0	0	0	0	0	0	0.0012	0	5	0.51	0.31
252	0	0.35	0.65	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.034
253	0.034	0.34	0	0.034	0	0.034	0.41	0	0	0	0	0	0.15	0	6	0.95	0.35
254	0.33	0.012	0	0.33	0	0.33	0	0	0	0	0	1.5e-05	0	0	5	0.51	0.31
255	0.33	0.0068	0	0.33	0	0.33	0	0	0	0	0	0.00062	0	0	5	0.51	0.31
256	0.062	0.81	0	0.062	0	0.062	0	0	0	0	0	0.0005	0	0	1	0.62	0.35
257	0.32	0.03	0	0.32	0	0.32	0	0	0	0	0	0.003	2.7e-06	0	5	0.51	0.31
258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.034
259	0.31	0.025	0	0.31	0	0.31	0	0	0	0	0	0.049	0	0	5	0.51	0.31
260	0.27	0.071	0	0.27	0	0.27	0	0	0	0	0	0.12	7.2e-05	0	5	0.51	0.31
261	2.3e-06	0	0.01	2.3e-06	0.9	2.3e-06	0	0.0003	0.089	0	0	0	0	0	4	0.44	0
262	0.29	0.13	0	0.29	0	0.29	0.0065	0.00024	1.4e-06	0	0	0.0015	0.00012	0	5	0.51	0.31
263	0.15	0.37	0	0.15	0	0.15	0.18	0	0	0	0	0	8.8e-05	0	1	0.62	0.35
264	0.33	0.009	0	0.33	0	0.33	0	0	0	0	0	0.0094	3.3e-06	0	5	0.51	0.31
265	0.32	0.047	0	0.32	0	0.32	0	0	0	0	0	0.0016	0	0	5	0.51	0.31
266	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.034
267	0	0	0	0	0.99	0	0	0	0.0079	0	0	0	0	0	4	0.44	0
268	0.33	0.015	0	0.33	0	0.33	0	0	0	0	0	0.00035	0	0	5	0.51	0.31
269	0.14	0.52	0	0.14	0	0.14	0.07	0	0	0	0	0.00095	8.7e-05	0	1	0.62	0.35
270	3.1e-06	7.2e-05	0	3.1e-06	0	3.1e-06	0	0	0	0	0	0.00078	1	0	12	0.56	0.61
271	0	0	0	0	0	0	0	0	0	0.019	0.63	0	0	0.35	10	0	0.31
