SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
170	0	0.49	7.1e-06	0	0.49	0.022	0	0	0	0	1	0.51	0.31
171	0	0.5	0	0	0.5	0	0	0	0	0	1	0.51	0.31
172	0	0.5	0	0	0.5	0	0.00017	0	0	0	1	0.51	0.31
173	0	0.016	0.00048	0	0.016	0.051	0	0	0.92	0	8	0.95	0.31
174	0	0.34	0.0043	0	0.34	0.32	0	0	0	0	1	0.51	0.31
175	0	0.49	0.0053	0	0.49	0.011	0	0	0	0	1	0.51	0.31
176	0	0.34	7.2e-05	0	0.34	7.2e-05	0	0.31	0	0.0049	1	0.51	0.31
177	0	0.28	0.041	0	0.28	0.38	0	0	0.007	0	5	0.62	0.35
178	0	0.34	0.0091	0	0.34	0.32	0	0	0	0	1	0.51	0.31
179	0	0.49	0	0	0.49	0.013	0	0	0	0	1	0.51	0.31
180	0	0	0.0055	0	0	0	0	0	0	0.99	9	0.054	0.31
181	0	0.48	0	0	0.48	0.039	0	0	1e-05	0	1	0.51	0.31
182	0	0.5	0	0	0.5	0.0037	0	0	0	0	1	0.51	0.31
183	0	0.5	0	0	0.5	0.0086	0	0	0	0	1	0.51	0.31
184	0	0.26	0.017	0	0.26	0.32	0	0	0.15	0	5	0.62	0.35
185	0	0.49	0	0	0.49	0.026	0	0	1.5e-06	0	1	0.51	0.31
186	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
187	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
188	0	0.49	0.0044	0	0.49	0.023	0	0	0	0	1	0.51	0.31
189	0	0.49	0.00075	0	0.49	0.011	0	0	0	0	1	0.51	0.31
190	0	0.14	0.051	0	0.14	0.25	0	0	0.42	0	8	0.95	0.31
191	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
192	0	0	0.37	0	0	0.55	2.9e-06	0	7.6e-05	0.079	5	0.62	0.35
193	0	0.5	0	0	0.5	0.00011	0	0	0	0	1	0.51	0.31
194	0	0.49	3.2e-06	0	0.49	0.006	0.00046	0	0.011	0	1	0.51	0.31
195	0	0	0.6	0	0	0.39	0	0	0	0.011	2	0.62	0.61
196	1	0	0	3.8e-05	0	0	0	0	0	0	0	0.11	0.034
197	0	0.22	0.51	0	0.22	0.058	0	0	0.00084	0	2	0.62	0.61
198	0	0.42	0.0015	0	0.42	0.14	4e-05	0	0.032	0	1	0.51	0.31
199	0	0.07	0.0009	0	0.07	0.2	0	0	0.66	0	8	0.95	0.31
200	0	0.41	0.011	0	0.41	0.16	5.6e-06	0	0.01	0	1	0.51	0.31
201	0	0.5	0	0	0.5	0.0094	0	0	0	0	1	0.51	0.31
202	0	0.017	0	0	0.017	0.0017	0	0	0.97	0	8	0.95	0.31
203	1.2e-05	0.17	0	0.00064	0.17	0	0	0.64	0	0.018	7	0	0.28
204	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
205	0	0.47	0.016	0	0.47	0.042	0	0	0	0	1	0.51	0.31
206	0	0	0.36	0	0	0.28	0	0	0	0.36	9	0.054	0.31
207	0	0.09	0.0015	0	0.09	0.2	0	0	0.62	0	8	0.95	0.31
208	0	0.13	0	0	0.13	0	0	0.74	0	4.2e-06	7	0	0.28
209	0	0	0.19	0	0	0.6	0	0	6.6e-05	0.21	5	0.62	0.35
210	1	0	0	0	0	0	0	0	0	0	0	0.11	0.034
211	0	0.49	1.1e-05	0	0.49	0.00014	0	0.018	0	0.0012	1	0.51	0.31
212	0	0.36	0	0	0.36	0.00098	0	0.28	0	0.0089	1	0.51	0.31
213	0	0	0.091	0	0	0.9	0	0	0	0.013	5	0.62	0.35
214	0	0	1	0	0	0	0	0	0	0	2	0.62	0.61
215	0	0.5	0	0	0.5	0	6.9e-06	0	0	0	1	0.51	0.31
216	8e-05	0	0	1	0	0	0	0	0	0	3	0.51	0.034
217	0	0.31	0.25	0	0.31	0.13	0	0	0.0057	0	1	0.51	0.31
218	0	0.27	2.5e-06	0	0.27	0.45	0.0011	0	0	0	5	0.62	0.35
219	0	0.49	0.003	0	0.49	0.015	1.1e-06	0	2.1e-05	0	1	0.51	0.31
220	0	0.41	0.024	0	0.41	0.15	1.8e-05	0	0.0015	0	1	0.51	0.31
221	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
222	0	0.4	0.0081	0	0.4	0.19	0	0	0.013	0	1	0.51	0.31
223	0	0	0	0	0	0	0	0	0	1	9	0.054	0.31
224	0	0.49	1.4e-06	0	0.49	0.024	0	0	0.00033	0	1	0.51	0.31
225	0	0	0	0	0	0	0	0.99	0	0.008	7	0	0.28
226	0	0.45	0.00078	0	0.45	0.11	0	0	0.00025	0	1	0.51	0.31
227	1	0	0	0	0	0	0	0	0	0	0	0.11	0.034
228	0	0.058	1.6e-05	0	0.058	0.88	0.00016	0	0.00032	0	5	0.62	0.35
229	0	0.27	0.023	0	0.27	0.43	0	0	0	0	5	0.62	0.35
230	0.00013	0.16	0	0.67	0.16	0.0054	5.6e-06	0	0.00024	0	3	0.51	0.034
231	0	0	0	0	0	0	0	0	0	1	9	0.054	0.31
232	0	0.38	0.036	0	0.38	0.16	0	0	0.047	0	1	0.51	0.31
233	0	0.057	0.67	0	0.057	0.22	0	0	6.3e-05	0	2	0.62	0.61
234	0	0.45	0.02	0	0.45	0.073	0	0	0	0	1	0.51	0.31
235	0	0.29	2.1e-05	0	0.29	0.42	0.00023	0	0.0055	0	5	0.62	0.35
236	0	0.4	0.0019	0	0.4	0.19	0	0	0	0	1	0.51	0.31
237	0	0.24	0.5	0	0.24	0.022	0	0	0.0005	0	2	0.62	0.61
238	0	0.47	0.03	0	0.47	0.04	0	0	0	0	1	0.51	0.31
239	0.0021	0	0	1	0	0	0	0	0	0	3	0.51	0.034
240	0	0.49	0	0	0.49	0.014	0	0	0	0	1	0.51	0.31
241	0	0	0	0	0	0	0	0.96	0	0.04	7	0	0.28
242	0	0.39	0.028	0	0.39	0.2	0	0	0.00028	0	1	0.51	0.31
243	0	0.36	1.1e-06	0	0.36	0.28	0.0018	0	0	0	1	0.51	0.31
244	0	0.12	0.0038	0	0.12	0.21	0.56	0	0	0	6	0.49	0.48
245	0	0.49	0	0	0.49	0.024	0.00047	0	0	0	1	0.51	0.31
246	0	0.2	8.7e-05	0	0.2	0.33	0.27	0	0	0	5	0.62	0.35
247	0	0.0041	0	0.99	0.0041	4.9e-06	0	0	0	0	3	0.51	0.034
248	0	0.46	0	0	0.46	0.078	5.6e-05	0	4.4e-05	0	1	0.51	0.31
249	0.042	0	0	0	0	0	0	0.96	0	0.00066	7	0	0.28
250	0	0.036	0.0069	0	0.036	0.056	0.86	0	0	0	6	0.49	0.48
251	0	0.43	0.00041	0	0.43	0.14	0	0	0	0	1	0.51	0.31
252	0.67	0	0	0	0	0.33	0	0	0	0	0	0.11	0.034
253	0	0.062	0.32	0	0.062	0.38	0	0	0.17	0	5	0.62	0.35
254	0	0.49	0	0	0.49	0.011	0	0	0	0	1	0.51	0.31
255	0	0.5	0	0	0.5	0.0063	3e-05	0	0	0	1	0.51	0.31
256	0	0.099	0	0	0.099	0.8	2.6e-05	0	0	0	5	0.62	0.35
257	0	0.49	0	0	0.49	0.028	0.00074	0	0	0	1	0.51	0.31
258	1	0	0	0	0	0	0	0	0	0	0	0.11	0.034
259	0	0.48	0	0	0.48	0.024	0.009	0	0	0	1	0.51	0.31
260	0	0.44	1.3e-05	0	0.44	0.072	0.048	0	0	0	1	0.51	0.31
261	0.068	2.3e-05	0	0.93	2.3e-05	0	0	0	0	0	3	0.51	0.034
262	0	0.44	9.5e-05	2.3e-06	0.44	0.12	0.00062	0	0.01	0	1	0.51	0.31
263	0	0.23	0.00014	0	0.23	0.34	0	0	0.21	0	5	0.62	0.35
264	0	0.49	0	0	0.49	0.0084	0.0026	0	0	0	1	0.51	0.31
265	0	0.48	0	0	0.48	0.044	0.00013	0	0	0	1	0.51	0.31
266	1	0	0	0	0	0	0	0	0	0	0	0.11	0.034
267	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
268	0	0.49	0	0	0.49	0.014	3.5e-05	0	0	0	1	0.51	0.31
269	0	0.21	0.00016	0	0.21	0.5	0.00035	0	0.074	0	5	0.62	0.35
270	0	7.5e-06	0.99	0	7.5e-06	0.00011	0.0088	0	0	0	2	0.62	0.61
271	0	0	0	0	0	0	0	0.98	0	0.017	7	0	0.28
272	0	0.49	0.005	0	0.49	0.018	0.00068	0	0	0	1	0.51	0.31
273	0	0	0	0	0	0	0	1	0	0.0002	7	0	0.28
274	0	0	0.0027	0	0	0	0	0	0	1	9	0.054	0.31
275	0	0.5	0	0	0.5	0	3.2e-05	0	0	0	1	0.51	0.31
276	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
277	0	0.5	0	0	0.5	0	0.00028	0	0	0	1	0.51	0.31
278	0	0.47	0.00014	0	0.47	0.05	4.2e-05	0	6.2e-06	0	1	0.51	0.31
279	0.47	0	0	0	0	0.53	0	0	0	0	5	0.62	0.35
280	0.29	0	0	0.13	0	0.58	0	0	0	0	5	0.62	0.35
281	0	0.31	0.00012	0	0.31	0.38	0	0	0	0	5	0.62	0.35
282	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
283	0	0.47	3.3e-05	0	0.47	0.056	0	0	0	0	1	0.51	0.31
284	0	0.42	0.00052	0	0.42	0.1	0.0038	0	0.06	0	1	0.51	0.31
285	0	0.29	0.059	0	0.29	0.34	0	0	0.029	0	5	0.62	0.35
286	0	0.5	0	0	0.5	0	5e-05	0	0	0	1	0.51	0.31
287	0	0.48	1.2e-05	0	0.48	0.018	0.018	0	5.8e-05	1.1e-05	1	0.51	0.31
288	0	0.22	0	0	0.22	0.57	0	0	0.0013	0	5	0.62	0.35
289	0	0	0	0	0	0	0	0.99	0	0.0093	7	0	0.28
290	0	0.06	0.7	0	0.06	0.17	0	0	0.01	0	2	0.62	0.61
291	0	0.49	0	0	0.49	0.0064	0.0089	0	0	5.7e-06	1	0.51	0.31
292	0	0.5	0	0	0.5	0	8.5e-06	0	0	0	1	0.51	0.31
293	0	0.46	0	0	0.46	0.08	0	0	0	0	1	0.51	0.31
294	0	0.3	0.0069	0	0.3	0.38	0	0	0.021	0	5	0.62	0.35
295	0	0.37	0.0069	0	0.37	0.24	0	0	0.0081	0	1	0.51	0.31
296	0	0.43	9.6e-06	0	0.43	0.06	0	0	0.074	0	1	0.51	0.31
297	0	0.00015	1	0	0.00015	0.00074	0	0	0	0	2	0.62	0.61
298	0	0.5	0	0	0.5	0.0043	0.00051	0	0	0	1	0.51	0.31
299	0	0.44	0.018	0	0.44	0.098	0.0015	0	0.0012	0	1	0.51	0.31
300	1	0	0	0	0	0	0	0	0	0	0	0.11	0.034
301	0	0.35	1.9e-06	0	0.35	0.3	0	0	0	0	1	0.51	0.31
302	0	0.13	0.041	0	0.13	0.7	0	0	0.0013	0	5	0.62	0.35
303	0	0.41	0.00061	0	0.41	0.12	0	0	0.062	0	1	0.51	0.31
304	0	0.17	0.51	0	0.17	0.13	0	0	0.035	0	2	0.62	0.61
305	0	0.48	0	0	0.48	0.037	0	0	0.00025	0	1	0.51	0.31
306	0	0.41	0	0	0.41	0	0	0.17	0	0.0029	1	0.51	0.31
307	0	0.5	0	0	0.5	0.00072	0	0	0	0	1	0.51	0.31
308	0	0.5	0	0	0.5	0.0005	0	0	0	0	1	0.51	0.31
309	0	0.48	0.00023	0	0.48	0.044	0.00027	0	3.4e-05	0	1	0.51	0.31
310	0	0.25	0.00083	0	0.25	0.49	0	0	0.00016	0	5	0.62	0.35
311	0	0	0	0	0	0	0	1	0	0.00077	7	0	0.28
312	0	0.5	0.001	0	0.5	0.0013	0	0	0	0	1	0.51	0.31
313	0	0.49	0	0	0.49	0.012	0	0	0	0	1	0.51	0.31
314	0	0.39	0	0	0.39	0	0	0.22	0	0.0017	1	0.51	0.31
315	0	0.41	0.059	0	0.41	0.13	0	0	7.7e-05	0	1	0.51	0.31
316	0.0014	0.00032	0	1	0.00032	0	0	0	0	0	3	0.51	0.034
317	0	0.31	0.019	0	0.31	0.35	0	0	1.1e-06	0	5	0.62	0.35
318	0	0.4	0.063	0	0.4	0.14	0	0	0.0022	0	1	0.51	0.31
319	0	0.47	0.00015	0	0.47	0.054	1.2e-06	0	0.00041	0	1	0.51	0.31
320	0	0.46	0.022	0	0.46	0.053	0.0019	0	4.1e-05	0	1	0.51	0.31
321	0	0.5	0	0	0.5	0.0046	0	0	0	0	1	0.51	0.31
322	0	0.5	0.007	0	0.5	0.002	0	0	0	0	1	0.51	0.31
323	0	0.5	0	0	0.5	0.00095	1.1e-05	0	0	0	1	0.51	0.31
324	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
325	0	0.5	0	0	0.5	0.0034	0	0	0	0	1	0.51	0.31
326	0	0.49	0	0	0.49	0.014	0.00051	0	0	0	1	0.51	0.31
327	0	0	0	1	0	0	0	0	0	0	3	0.51	0.034
328	0	0.5	0	0	0.5	0.0038	2.2e-05	0	0	0	1	0.51	0.31
329	0	0.46	0.00036	0	0.46	0.074	0	0	1.2e-06	0	1	0.51	0.31
330	0	0.29	0.28	0	0.29	0.11	0.015	0	0.0053	0	1	0.51	0.31
331	0	0.33	0.025	0	0.33	0.29	0.0067	0	0.02	0	1	0.51	0.31
332	0	0.5	0	0	0.5	0.0017	0	0	0	0	1	0.51	0.31
333	0	0.49	0	3.3e-06	0.49	0.011	3.3e-05	0	1e-05	0	1	0.51	0.31
334	0	0.49	0	0	0.49	0.028	0	0	0	0	1	0.51	0.31
335	0	0.39	3.8e-06	0	0.39	0.2	7.7e-05	0	0.0083	0	1	0.51	0.31
336	0	0.5	0	5.6e-06	0.5	0.0031	3e-05	0	0	4.2e-06	1	0.51	0.31
337	0	0.48	0	0	0.48	0.036	0	0	0	0	1	0.51	0.31
338	0	0.4	0.0013	0	0.4	0.17	0	0	0.022	0	1	0.51	0.31
