SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
87	1.3e-06	1	0	1	0.22	0.47	0.2
88	0.00084	1	0	1	0.22	0.47	0.2
89	1	0	0	0	0.14	0.24	0.11
90	0.00012	1	0	1	0.22	0.47	0.2
91	0	0	1	2	0.062	0	0.049
92	0	1	0	1	0.22	0.47	0.2
93	1	0	0	0	0.14	0.24	0.11
94	1	5.2e-06	0	0	0.14	0.24	0.11
95	0.96	0.037	0	0	0.14	0.24	0.11
96	0.99	0.0063	0	0	0.14	0.24	0.11
97	0	1	0	1	0.22	0.47	0.2
98	0.26	0.74	0	1	0.22	0.47	0.2
99	1	0	0	0	0.14	0.24	0.11
100	0.001	1	0	1	0.22	0.47	0.2
101	1	0.0013	0	0	0.14	0.24	0.11
102	0.00036	1	0	1	0.22	0.47	0.2
103	0.98	0.017	0	0	0.14	0.24	0.11
104	1	0	0	0	0.14	0.24	0.11
105	0.01	0.99	0	1	0.22	0.47	0.2
106	0.94	0.064	0	0	0.14	0.24	0.11
107	1	0.00017	0	0	0.14	0.24	0.11
108	0.99	0.0057	0	0	0.14	0.24	0.11
109	0.91	0.092	0	0	0.14	0.24	0.11
110	0.32	0.68	0	1	0.22	0.47	0.2
111	4.7e-05	1	0	1	0.22	0.47	0.2
112	0.88	0.12	0	0	0.14	0.24	0.11
113	1	0.00059	0	0	0.14	0.24	0.11
114	0.38	0.62	0	1	0.22	0.47	0.2
115	1	0.00017	0	0	0.14	0.24	0.11
116	1	0	0	0	0.14	0.24	0.11
117	2.9e-05	1	0	1	0.22	0.47	0.2
118	1	0	0	0	0.14	0.24	0.11
119	0.054	0.95	0	1	0.22	0.47	0.2
120	1	0	0	0	0.14	0.24	0.11
121	0	1	0	1	0.22	0.47	0.2
122	1	0.00019	0	0	0.14	0.24	0.11
123	1	0	0	0	0.14	0.24	0.11
124	1	0	0	0	0.14	0.24	0.11
125	1	0.002	0	0	0.14	0.24	0.11
126	0.16	0.84	0	1	0.22	0.47	0.2
127	1	3e-06	0	0	0.14	0.24	0.11
128	1	0	0	0	0.14	0.24	0.11
129	0.0037	1	0	1	0.22	0.47	0.2
130	0.94	0.061	0	0	0.14	0.24	0.11
131	1	0	0	0	0.14	0.24	0.11
132	0.76	0.24	0	0	0.14	0.24	0.11
133	1	0	0	0	0.14	0.24	0.11
134	0.042	0.96	0	1	0.22	0.47	0.2
135	1	6.1e-06	0	0	0.14	0.24	0.11
136	1	0	0	0	0.14	0.24	0.11
137	1	0.0013	0	0	0.14	0.24	0.11
138	1	0	0	0	0.14	0.24	0.11
139	0	0	1	2	0.062	0	0.049
140	0.99	0.0061	0	0	0.14	0.24	0.11
141	0.00011	1	0	1	0.22	0.47	0.2
142	0.38	0.62	0	1	0.22	0.47	0.2
143	1	1.2e-05	0	0	0.14	0.24	0.11
144	0.084	0.92	0	1	0.22	0.47	0.2
145	0	0	1	2	0.062	0	0.049
146	1	0.0022	0	0	0.14	0.24	0.11
147	1	0	0.0016	0	0.14	0.24	0.11
148	1	0	0	0	0.14	0.24	0.11
149	0	1	0	1	0.22	0.47	0.2
150	0	1	0	1	0.22	0.47	0.2
151	0.25	0.75	0	1	0.22	0.47	0.2
152	1	0.0025	0	0	0.14	0.24	0.11
153	0.75	0.25	0	0	0.14	0.24	0.11
154	0.76	0.24	0	0	0.14	0.24	0.11
155	1	6.1e-05	0	0	0.14	0.24	0.11
156	1	1.1e-06	0	0	0.14	0.24	0.11
157	1	0	0	0	0.14	0.24	0.11
158	1	0	0	0	0.14	0.24	0.11
159	0.62	0.38	0	0	0.14	0.24	0.11
160	1	0	0	0	0.14	0.24	0.11
161	1	0	0	0	0.14	0.24	0.11
162	1	0	0	0	0.14	0.24	0.11
163	0	1	0	1	0.22	0.47	0.2
164	0	1	0	1	0.22	0.47	0.2
165	1	3.2e-05	0	0	0.14	0.24	0.11
166	1	0	0	0	0.14	0.24	0.11
167	1	1.6e-05	0	0	0.14	0.24	0.11
168	1	0.0012	0	0	0.14	0.24	0.11
169	0.99	0.0063	0	0	0.14	0.24	0.11
170	1	0	0	0	0.14	0.24	0.11
171	1	0	0	0	0.14	0.24	0.11
172	1	0.00059	0	0	0.14	0.24	0.11
173	1	0	0	0	0.14	0.24	0.11
174	0.78	0.22	0	0	0.14	0.24	0.11
175	0.99	0.006	0	0	0.14	0.24	0.11
176	0	0	1	2	0.062	0	0.049
177	1	1.9e-06	0	0	0.14	0.24	0.11
178	1	0	0	0	0.14	0.24	0.11
179	0.0026	1	0	1	0.22	0.47	0.2
180	1	0	0	0	0.14	0.24	0.11
181	1	0.00032	0	0	0.14	0.24	0.11
182	1	0	0	0	0.14	0.24	0.11
183	1	0.00046	0	0	0.14	0.24	0.11
184	1	0	0	0	0.14	0.24	0.11
185	0.21	0.79	0	1	0.22	0.47	0.2
186	1	0.00039	0	0	0.14	0.24	0.11
187	0	0	1	2	0.062	0	0.049
188	0.7	0.3	0	0	0.14	0.24	0.11
189	0.73	0.27	0	0	0.14	0.24	0.11
190	1	0	0	0	0.14	0.24	0.11
191	0.68	0.32	0	0	0.14	0.24	0.11
192	0.25	0.75	0	1	0.22	0.47	0.2
193	0	0	1	2	0.062	0	0.049
194	0	0	1	2	0.062	0	0.049
195	0.78	0.22	0	0	0.14	0.24	0.11
196	0.63	0.37	0	0	0.14	0.24	0.11
197	1	8.2e-06	0	0	0.14	0.24	0.11
198	0.3	0.7	0	1	0.22	0.47	0.2
199	0	0	1	2	0.062	0	0.049
200	0.3	0.7	0	1	0.22	0.47	0.2
201	0.55	0.45	0	0	0.14	0.24	0.11
202	0.96	0.038	0	0	0.14	0.24	0.11
203	0.81	0.19	0	0	0.14	0.24	0.11
204	0.68	0.32	0	0	0.14	0.24	0.11
205	0.8	0.2	0	0	0.14	0.24	0.11
206	0.26	0.74	0	1	0.22	0.47	0.2
207	0.73	0.27	0	0	0.14	0.24	0.11
208	0.4	0.6	0	1	0.22	0.47	0.2
209	0.93	0.073	0	0	0.14	0.24	0.11
210	1	0.00012	0	0	0.14	0.24	0.11
211	0.79	0.21	0	0	0.14	0.24	0.11
212	0.39	0.61	0	1	0.22	0.47	0.2
213	0.79	0.21	0	0	0.14	0.24	0.11
214	0.63	0.37	0	0	0.14	0.24	0.11
215	0.89	0.11	0	0	0.14	0.24	0.11
216	0.84	0.16	0	0	0.14	0.24	0.11
217	0.82	0.18	0	0	0.14	0.24	0.11
218	0.78	0.22	0	0	0.14	0.24	0.11
219	0.95	0.048	0	0	0.14	0.24	0.11
220	0.83	0.17	0	0	0.14	0.24	0.11
221	0.75	0.25	0	0	0.14	0.24	0.11
222	0.74	0.26	0	0	0.14	0.24	0.11
223	0.94	0.06	0	0	0.14	0.24	0.11
224	1	0	0	0	0.14	0.24	0.11
225	0.83	0.17	0	0	0.14	0.24	0.11
226	0.91	0.091	0	0	0.14	0.24	0.11
227	1	0	0	0	0.14	0.24	0.11
228	0.35	0.65	0	1	0.22	0.47	0.2
229	0.75	0.25	0	0	0.14	0.24	0.11
230	1	0	0	0	0.14	0.24	0.11
231	0.067	0.93	0	1	0.22	0.47	0.2
232	0.35	0.65	0	1	0.22	0.47	0.2
233	0.34	0.66	0	1	0.22	0.47	0.2
234	0.73	0.27	0	0	0.14	0.24	0.11
235	0.9	0.1	0	0	0.14	0.24	0.11
236	0.92	0.076	0	0	0.14	0.24	0.11
237	0.086	0.91	0	1	0.22	0.47	0.2
238	0.8	0.2	0	0	0.14	0.24	0.11
239	1	0.0021	0	0	0.14	0.24	0.11
240	0.28	0.72	0	1	0.22	0.47	0.2
241	0.61	0.39	0	0	0.14	0.24	0.11
242	0.66	0.34	0	0	0.14	0.24	0.11
243	0.72	0.28	0	0	0.14	0.24	0.11
244	0.93	0.069	0	0	0.14	0.24	0.11
245	1	0.00066	0	0	0.14	0.24	0.11
246	1	0	0	0	0.14	0.24	0.11
247	2.3e-06	1	0	1	0.22	0.47	0.2
248	1	0	0	0	0.14	0.24	0.11
249	0	0	1	2	0.062	0	0.049
250	1	1.2e-05	0	0	0.14	0.24	0.11
251	0.98	0.017	0	0	0.14	0.24	0.11
252	1	0	0	0	0.14	0.24	0.11
253	1	0.002	0	0	0.14	0.24	0.11
254	1	0	0	0	0.14	0.24	0.11
255	1	0.00044	0	0	0.14	0.24	0.11
256	1	0	0	0	0.14	0.24	0.11
257	1	0.00057	0	0	0.14	0.24	0.11
258	1	0	0	0	0.14	0.24	0.11
259	1	0	0	0	0.14	0.24	0.11
260	0	0	1	2	0.062	0	0.049
261	0.61	0	0.39	0	0.14	0.24	0.11
262	1	0	0	0	0.14	0.24	0.11
263	1	0	0	0	0.14	0.24	0.11
264	1	0	0	0	0.14	0.24	0.11
265	1	9.2e-05	0	0	0.14	0.24	0.11
266	0.016	0.98	0	1	0.22	0.47	0.2
267	0.73	0.27	0	0	0.14	0.24	0.11
268	7.3e-06	1	0	1	0.22	0.47	0.2
269	1	0.00023	0	0	0.14	0.24	0.11
270	1	0	0	0	0.14	0.24	0.11
271	1	0.0018	0	0	0.14	0.24	0.11
272	0	0	1	2	0.062	0	0.049
273	1	0	0	0	0.14	0.24	0.11
274	0.99	0.0065	0	0	0.14	0.24	0.11
275	1	0	0	0	0.14	0.24	0.11
276	0	0	1	2	0.062	0	0.049
277	1	5.9e-06	0	0	0.14	0.24	0.11
278	0.96	0.043	0	0	0.14	0.24	0.11
279	0.96	0.04	0	0	0.14	0.24	0.11
280	0.12	0.88	0	1	0.22	0.47	0.2
281	1	0.00086	0	0	0.14	0.24	0.11
282	1	0	0	0	0.14	0.24	0.11
283	1	5e-06	0	0	0.14	0.24	0.11
284	0.14	0.86	0	1	0.22	0.47	0.2
285	0	1	0	1	0.22	0.47	0.2
286	1	0.001	0	0	0.14	0.24	0.11
287	0.033	0.97	0	1	0.22	0.47	0.2
288	1	0.00031	0	0	0.14	0.24	0.11
289	1	0	0	0	0.14	0.24	0.11
290	1	4.1e-05	0	0	0.14	0.24	0.11
291	0	1	0	1	0.22	0.47	0.2
292	0.0071	0.99	0	1	0.22	0.47	0.2
293	0.12	0.88	0	1	0.22	0.47	0.2
294	1	0	0	0	0.14	0.24	0.11
295	0.00041	1	0	1	0.22	0.47	0.2
296	0.97	0.027	0	0	0.14	0.24	0.11
297	0.57	0.43	0	0	0.14	0.24	0.11
298	1	7.4e-06	0	0	0.14	0.24	0.11
299	1	6.6e-05	0	0	0.14	0.24	0.11
300	0.98	0.025	0	0	0.14	0.24	0.11
301	0.62	0.38	0	0	0.14	0.24	0.11
302	1	0	0	0	0.14	0.24	0.11
303	0.46	0.54	0	1	0.22	0.47	0.2
304	0.21	0.79	0	1	0.22	0.47	0.2
305	1	0	0	0	0.14	0.24	0.11
306	0.77	0.23	0	0	0.14	0.24	0.11
307	0.92	0.079	0	0	0.14	0.24	0.11
308	1	0.0013	0	0	0.14	0.24	0.11
309	0.89	0.11	0	0	0.14	0.24	0.11
310	0.91	0.086	0	0	0.14	0.24	0.11
311	1	0	0	0	0.14	0.24	0.11
312	1	0	0	0	0.14	0.24	0.11
313	1	0.00049	0	0	0.14	0.24	0.11
314	0.99	0.0064	0	0	0.14	0.24	0.11
315	0.99	0.0062	0	0	0.14	0.24	0.11
316	1	0	0	0	0.14	0.24	0.11
317	0.75	0.25	0	0	0.14	0.24	0.11
318	1	0.0041	0	0	0.14	0.24	0.11
319	0.99	0.0075	0	0	0.14	0.24	0.11
320	0.0033	1	0	1	0.22	0.47	0.2
321	0.067	0	0.93	2	0.062	0	0.049
322	0.13	0.87	0	1	0.22	0.47	0.2
323	0.22	0.78	0	1	0.22	0.47	0.2
324	0.2	0.8	0	1	0.22	0.47	0.2
325	1	0	0	0	0.14	0.24	0.11
326	0	0	1	2	0.062	0	0.049
