SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
174	0.42	0.27	0.03	0.28	0	0	0	0	0.22	0.41	0.2
175	1.5e-06	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
176	0	0	0	0	1	0	0	4	0.016	0.027	0.073
177	2.6e-05	0.31	0.38	0.31	0	0	0	2	0.38	0.7	0.28
178	0	0.16	0.68	0.16	0	0	0	2	0.38	0.7	0.28
179	0	0	0	0	0	1	0	5	0	0.19	0
180	1.9e-05	0.34	0.31	0.35	0	0	0	3	0.14	0.24	0.11
181	0.0015	0.37	0.26	0.37	0	0	0	3	0.14	0.24	0.11
182	0	0.44	0.11	0.45	0	0	0	3	0.14	0.24	0.11
183	0.0067	0.47	0.047	0.48	0	0	0	3	0.14	0.24	0.11
184	0	0.047	0.9	0.048	0	0	0	2	0.38	0.7	0.28
185	0.62	0.19	0	0.19	0	0	0	0	0.22	0.41	0.2
186	0.0013	0.34	0.32	0.34	0	0	0	3	0.14	0.24	0.11
187	0	0	0	0	0	0	1	6	0.12	0	0
188	0.064	0.39	0.15	0.39	0	0	0	3	0.14	0.24	0.11
189	0.21	0.39	0.00067	0.4	0	0	0	3	0.14	0.24	0.11
190	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
191	0.24	0.24	0.28	0.24	0	0	0	2	0.38	0.7	0.28
192	0.51	0.034	0.42	0.035	0	0	0	0	0.22	0.41	0.2
193	0	0	0	0	1	0	0	4	0.016	0.027	0.073
194	0	0	0	0	0	0	1	6	0.12	0	0
195	0.22	0.29	0.19	0.29	0	0	0	3	0.14	0.24	0.11
196	0.37	0.31	2e-06	0.32	0	0	0	0	0.22	0.41	0.2
197	0.00021	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
198	0.48	0.26	0	0.26	0	0	0	0	0.22	0.41	0.2
199	0	0	0	0	0	0	1	6	0.12	0	0
200	0.33	0.14	0.4	0.14	0	0	0	2	0.38	0.7	0.28
201	0.091	0.11	0.69	0.11	0	0	0	2	0.38	0.7	0.28
202	0.079	0.44	0.03	0.45	0	0	0	3	0.14	0.24	0.11
203	0.084	0.44	0.023	0.45	0	0	0	3	0.14	0.24	0.11
204	0.069	0.46	0	0.47	0	0	0	3	0.14	0.24	0.11
205	0.55	0.22	0	0.22	0	0	0	0	0.22	0.41	0.2
206	0.93	0.035	0	0.035	0	0	0	0	0.22	0.41	0.2
207	0.12	0.44	0.00073	0.44	0	0	0	3	0.14	0.24	0.11
208	0.17	0.12	0.59	0.12	0	0	0	2	0.38	0.7	0.28
209	0.069	0.46	0.0081	0.46	0	0	0	3	0.14	0.24	0.11
210	0.00054	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
211	0.35	0.2	0.26	0.2	0	0	0	0	0.22	0.41	0.2
212	0.11	0.18	0.52	0.19	0	0	0	2	0.38	0.7	0.28
213	0.22	0.39	0.0033	0.39	0	0	0	3	0.14	0.24	0.11
214	0.18	0.41	0	0.41	0	0	0	3	0.14	0.24	0.11
215	0.18	0.39	0.036	0.4	0	0	0	3	0.14	0.24	0.11
216	0.087	0.45	0.00021	0.46	0	0	0	3	0.14	0.24	0.11
217	0.043	0.47	0.014	0.47	0	0	0	3	0.14	0.24	0.11
218	0.19	0.4	0	0.41	0	0	0	3	0.14	0.24	0.11
219	0.044	0.46	0.021	0.47	0	0	0	3	0.14	0.24	0.11
220	0.24	0.31	0.14	0.31	0	0	0	3	0.14	0.24	0.11
221	0.042	0.24	0.48	0.24	0	0	0	2	0.38	0.7	0.28
222	0.22	0.26	0.27	0.26	0	0	0	2	0.38	0.7	0.28
223	0.35	0.32	0	0.33	0	0	0	0	0.22	0.41	0.2
224	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
225	0.22	0.37	0.029	0.38	0	0	0	3	0.14	0.24	0.11
226	0.15	0.33	0.18	0.33	0	0	0	3	0.14	0.24	0.11
227	0	0	0	0	0	1	0	5	0	0.19	0
228	0.33	0.069	0.53	0.07	0	0	0	2	0.38	0.7	0.28
229	0.39	0.3	0.00059	0.31	0	0	0	0	0.22	0.41	0.2
230	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
231	0.55	0.02	0.41	0.02	0	0	0	0	0.22	0.41	0.2
232	0.75	0.12	0	0.13	0	0	0	0	0.22	0.41	0.2
233	0.57	0.21	0	0.22	0	0	0	0	0.22	0.41	0.2
234	0.42	0.29	0	0.29	0	0	0	0	0.22	0.41	0.2
235	0.045	0.47	0	0.48	0	0	0	3	0.14	0.24	0.11
236	0.082	0.43	0.055	0.43	0	0	0	3	0.14	0.24	0.11
237	0.3	0.0078	0.69	0.0079	0	0	0	2	0.38	0.7	0.28
238	0.18	0.41	0	0.42	0	0	0	3	0.14	0.24	0.11
239	0.0041	0.49	0	0.5	0	0	0	3	0.14	0.24	0.11
240	0.62	0.19	9e-05	0.19	0	0	0	0	0.22	0.41	0.2
241	0.47	0.26	0	0.27	0	0	0	0	0.22	0.41	0.2
242	0.82	0.088	0	0.089	0	0	0	0	0.22	0.41	0.2
243	0.13	0.3	0.25	0.31	0	0	0	3	0.14	0.24	0.11
244	0.99	0.0036	0	0.0037	5.6e-05	0	0	0	0.22	0.41	0.2
245	0.001	0.21	0.58	0.21	0	0	0	2	0.38	0.7	0.28
246	4.7e-06	0.28	0.44	0.28	0	0	0	2	0.38	0.7	0.28
247	0.19	9e-06	0.81	9.1e-06	0	0	0	2	0.38	0.7	0.28
248	0	0.45	0.093	0.46	0	0	0	3	0.14	0.24	0.11
249	0	0	0	0	0	0	1	6	0.12	0	0
250	2.3e-05	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
251	0.026	0.34	0.3	0.34	0	0	0	3	0.14	0.24	0.11
252	1.5e-06	0.44	0.11	0.45	0	0	0	3	0.14	0.24	0.11
253	0.0046	0.32	0.36	0.32	0	0	0	2	0.38	0.7	0.28
254	0	0.35	0.29	0.36	0	0	0	3	0.14	0.24	0.11
255	0.0017	0.12	0.76	0.12	0	0	0	2	0.38	0.7	0.28
256	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
257	0	0.001	1	0.001	0	0	0	2	0.38	0.7	0.28
258	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
259	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
260	0	0	0	0	1	0	0	4	0.016	0.027	0.073
261	0	0.0083	0	0.0084	0.98	0	0	4	0.016	0.027	0.073
262	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
263	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
264	0	0.024	0	0.024	0	0.95	0	5	0	0.19	0
265	0.00061	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
266	0.11	1.4e-05	0.89	1.4e-05	0	0	0	2	0.38	0.7	0.28
267	8.6e-06	5.4e-05	1	5.5e-05	0	0	0	2	0.38	0.7	0.28
268	0	0	1	0	0	0	0	2	0.38	0.7	0.28
269	0.00095	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
270	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
271	0.017	0.49	0	0.49	0	0	0	3	0.14	0.24	0.11
272	0	0	0	0	1	0	0	4	0.016	0.027	0.073
273	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
274	0.013	0.25	0.49	0.25	0	0	0	2	0.38	0.7	0.28
275	0	0	0	0	0	1	0	5	0	0.19	0
276	0	0	0	0	1	0	0	4	0.016	0.027	0.073
277	1.4e-05	0.15	0.69	0.15	0	0	0	2	0.38	0.7	0.28
278	0.08	0.37	0.17	0.38	0	0	0	3	0.14	0.24	0.11
279	0.044	0.32	0.31	0.32	0	0	0	3	0.14	0.24	0.11
280	0.012	0.0043	0.98	0.0043	0	0	0	2	0.38	0.7	0.28
281	0	0.0047	0.99	0.0048	0	0	0	2	0.38	0.7	0.28
282	4.1e-06	0.44	0.11	0.45	0	0	0	3	0.14	0.24	0.11
283	1.1e-05	0.16	0.68	0.16	0	0	0	2	0.38	0.7	0.28
284	0.94	0.03	0.00044	0.03	0	0	0	0	0.22	0.41	0.2
285	0.36	0	0.64	0	0	0	0	2	0.38	0.7	0.28
286	0.0064	0.43	0.12	0.44	0	0	0	3	0.14	0.24	0.11
287	0.63	0.0072	0.36	0.0073	0	0	0	0	0.22	0.41	0.2
288	0.0022	0.43	0.14	0.43	0	0	0	3	0.14	0.24	0.11
289	0	0.12	0.76	0.12	0	0	0	2	0.38	0.7	0.28
290	0.00045	0.41	0.18	0.41	0	0	0	3	0.14	0.24	0.11
291	0.16	0	0.84	0	0	0	0	2	0.38	0.7	0.28
292	0.00035	0.00019	1	0.00019	0	0	0	2	0.38	0.7	0.28
293	0.97	0.017	0	0.017	0	0	0	0	0.22	0.41	0.2
294	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
295	1	0.00016	1.1e-05	0.00016	0	0	0	0	0.22	0.41	0.2
296	0.02	0.15	0.67	0.15	0	0	0	2	0.38	0.7	0.28
297	0.93	0.035	0	0.035	0	0	0	0	0.22	0.41	0.2
298	0.00027	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
299	9e-05	0.0041	0.99	0.0042	0	0	0	2	0.38	0.7	0.28
300	0.028	0.48	0	0.49	0	0	0	3	0.14	0.24	0.11
301	0.99	0.0026	0	0.0027	0	0	0	0	0.22	0.41	0.2
302	0	0.23	0	0.23	0	0.53	0	5	0	0.19	0
303	0.12	0.22	0.44	0.22	0	0	0	2	0.38	0.7	0.28
304	0.54	0.23	0	0.23	0	0	0	0	0.22	0.41	0.2
305	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
306	0.0052	0.18	0.64	0.18	0	0	0	2	0.38	0.7	0.28
307	0.027	0.34	0.29	0.34	0	0	0	3	0.14	0.24	0.11
308	6.9e-06	0.099	0.8	0.1	0	0	0	2	0.38	0.7	0.28
309	0.45	0.27	0	0.28	0	0	0	0	0.22	0.41	0.2
310	0.17	0.41	2.5e-05	0.42	0	0	0	3	0.14	0.24	0.11
311	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
312	0	0.5	0	0.5	0	0	0	3	0.14	0.24	0.11
313	0.18	0.41	0	0.41	0	0	0	3	0.14	0.24	0.11
314	0.012	0.31	0.37	0.31	0	0	0	2	0.38	0.7	0.28
315	0.15	0.42	0	0.43	0	0	0	3	0.14	0.24	0.11
316	0	0.4	0	0.4	0	0.2	0	3	0.14	0.24	0.11
317	0.34	0.33	0	0.33	0	0	0	0	0.22	0.41	0.2
318	0.049	0.47	0	0.48	0	0	0	3	0.14	0.24	0.11
319	0.09	0.17	0.57	0.17	0	0	0	2	0.38	0.7	0.28
320	1	0.00064	0	0.00065	0	0	0	0	0.22	0.41	0.2
321	0	1.8e-05	0	1.9e-05	0	0	1	6	0.12	0	0
322	0.96	0.019	0	0.019	0	0	0	0	0.22	0.41	0.2
323	0.32	0.019	0.64	0.019	0	0	0	2	0.38	0.7	0.28
324	0.95	0.0053	0.042	0.0053	0	0	0	0	0.22	0.41	0.2
325	0	0	0	0	1	0	0	4	0.016	0.027	0.073
326	0	0	0	0	1	0	0	4	0.016	0.027	0.073
