SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3
141	1	0	0	0	0.15	0.35	0.35	0.16
142	1	0	0	0	0.15	0.35	0.35	0.16
143	0	0	1	2	0.083	0	0	0.089
144	1	0	0	0	0.15	0.35	0.35	0.16
145	1	0	0	0	0.15	0.35	0.35	0.16
146	1	0	0	0	0.15	0.35	0.35	0.16
147	0	1	0	1	0	0.16	0.16	0
148	1	0	0	0	0.15	0.35	0.35	0.16
149	0	1	0	1	0	0.16	0.16	0
150	0	1	0	1	0	0.16	0.16	0
151	0	1	0	1	0	0.16	0.16	0
152	1	0	0	0	0.15	0.35	0.35	0.16
153	1	0	0	0	0.15	0.35	0.35	0.16
154	1	0	0	0	0.15	0.35	0.35	0.16
155	1	0	0	0	0.15	0.35	0.35	0.16
156	1	0	0	0	0.15	0.35	0.35	0.16
157	1	0	0	0	0.15	0.35	0.35	0.16
158	1	0	0	0	0.15	0.35	0.35	0.16
159	1	0	0	0	0.15	0.35	0.35	0.16
160	1	0	0	0	0.15	0.35	0.35	0.16
161	1	0	0	0	0.15	0.35	0.35	0.16
162	1	0	0	0	0.15	0.35	0.35	0.16
163	1	0	0	0	0.15	0.35	0.35	0.16
164	1	0	0	0	0.15	0.35	0.35	0.16
165	1	0	0	0	0.15	0.35	0.35	0.16
166	1	0	0	0	0.15	0.35	0.35	0.16
167	0	1	0	1	0	0.16	0.16	0
168	1	0	0	0	0.15	0.35	0.35	0.16
169	0	1	0	1	0	0.16	0.16	0
170	0	1	0	1	0	0.16	0.16	0
171	1	0	0	0	0.15	0.35	0.35	0.16
172	1	0	0	0	0.15	0.35	0.35	0.16
173	1	0	0	0	0.15	0.35	0.35	0.16
174	1	0	0	0	0.15	0.35	0.35	0.16
175	1	0	0	0	0.15	0.35	0.35	0.16
176	1	0	0	0	0.15	0.35	0.35	0.16
177	1	0	0	0	0.15	0.35	0.35	0.16
178	0	1	0	1	0	0.16	0.16	0
179	1	0	0	0	0.15	0.35	0.35	0.16
180	0	1	0	1	0	0.16	0.16	0
181	1	0	0	0	0.15	0.35	0.35	0.16
182	1	0	0	0	0.15	0.35	0.35	0.16
183	0	0	1	2	0.083	0	0	0.089
184	1	0	0	0	0.15	0.35	0.35	0.16
185	1	0	0	0	0.15	0.35	0.35	0.16
186	1	0	0	0	0.15	0.35	0.35	0.16
187	1	0	0	0	0.15	0.35	0.35	0.16
188	0	1	0	1	0	0.16	0.16	0
189	1	0	0	0	0.15	0.35	0.35	0.16
190	1	0	0	0	0.15	0.35	0.35	0.16
191	1	0	0	0	0.15	0.35	0.35	0.16
192	1	0	0	0	0.15	0.35	0.35	0.16
193	1	0	0	0	0.15	0.35	0.35	0.16
194	1	0	0	0	0.15	0.35	0.35	0.16
195	0	0	1	2	0.083	0	0	0.089
196	1	0	0	0	0.15	0.35	0.35	0.16
197	0	0	1	2	0.083	0	0	0.089
198	1	0	0	0	0.15	0.35	0.35	0.16
199	1	0	0	0	0.15	0.35	0.35	0.16
200	1	0	0	0	0.15	0.35	0.35	0.16
201	1	0	0	0	0.15	0.35	0.35	0.16
202	0	0	1	2	0.083	0	0	0.089
203	1	0	0	0	0.15	0.35	0.35	0.16
204	1	0	0	0	0.15	0.35	0.35	0.16
205	1	0	0	0	0.15	0.35	0.35	0.16
206	1	0	0	0	0.15	0.35	0.35	0.16
207	1	0	0	0	0.15	0.35	0.35	0.16
208	1	0	0	0	0.15	0.35	0.35	0.16
209	0.88	0.12	0	0	0.15	0.35	0.35	0.16
210	1	0	0	0	0.15	0.35	0.35	0.16
211	0	0	1	2	0.083	0	0	0.089
212	1	0	0	0	0.15	0.35	0.35	0.16
213	1	0	0	0	0.15	0.35	0.35	0.16
214	1	0	0	0	0.15	0.35	0.35	0.16
215	1	0	0	0	0.15	0.35	0.35	0.16
216	1	0	0	0	0.15	0.35	0.35	0.16
217	1	0	0	0	0.15	0.35	0.35	0.16
218	1	0	0	0	0.15	0.35	0.35	0.16
219	1	0	0	0	0.15	0.35	0.35	0.16
220	1	0	0	0	0.15	0.35	0.35	0.16
221	1	0	0	0	0.15	0.35	0.35	0.16
222	1	0	0	0	0.15	0.35	0.35	0.16
223	1	0	0	0	0.15	0.35	0.35	0.16
224	1	0	0	0	0.15	0.35	0.35	0.16
225	1	0	0	0	0.15	0.35	0.35	0.16
226	1	0	0	0	0.15	0.35	0.35	0.16
227	1	0	0	0	0.15	0.35	0.35	0.16
228	1	0	0	0	0.15	0.35	0.35	0.16
229	1	0	0	0	0.15	0.35	0.35	0.16
230	1	0	0	0	0.15	0.35	0.35	0.16
231	0	1	0	1	0	0.16	0.16	0
232	0.00017	1	0	1	0	0.16	0.16	0
233	1	0	0	0	0.15	0.35	0.35	0.16
234	1	0	0	0	0.15	0.35	0.35	0.16
235	0	1	0	1	0	0.16	0.16	0
236	1	0	0	0	0.15	0.35	0.35	0.16
237	0	1	0	1	0	0.16	0.16	0
238	1	0	0	0	0.15	0.35	0.35	0.16
