SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
22	0	0	0	0	0.067	0	0	0	0	0.93	0	0	0	0	0.00046	0	9	0.15	0.35	0.35	0.16
23	9e-05	0.0015	0.0035	0.0079	0.0063	0	0	0	0	0.46	0.15	0	0	0	0.37	0	9	0.15	0.35	0.35	0.16
24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0.12	0	0
25	0	0.023	0.013	0	0.099	0	0	0	0	0.73	0.0067	0	0	0	0.13	0	9	0.15	0.35	0.35	0.16
26	0	0.0025	0.006	0	0.0072	0	0	0	0	0.8	0.015	0	0	0	0.17	0	9	0.15	0.35	0.35	0.16
27	0.19	9.5e-06	0.002	0	0.11	0	0	0	0	0.69	0.005	0	0	0	0.013	0	9	0.15	0.35	0.35	0.16
28	0.97	0	0	0	0.017	0	0	0	0	0.012	0	0	0	0	7.8e-06	0	0	0.15	0.29	0.65	0.24
29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.1	0.35	0.35	0.018
30	0.00018	0	2.2e-05	5.2e-06	0.81	0	0	0	0	0.17	0.00024	0	0	0	0.018	0	4	0.083	0.35	0.35	0.16
31	0	0	0	1	0	0	0	0	0	0.00037	0	0	0.00011	0	0	0	3	0.1	0.35	0.35	0.018
32	0.052	0.18	0.69	0	0.002	0	0	0	0	0.071	0.0004	0	0	0	0.012	0	2	0.23	0.45	0.52	0.31
33	0	0	0	0	0.84	0	0	0	0	0.16	0	0	0	0	0.00023	0	4	0.083	0.35	0.35	0.16
34	0	0	0	1	0.0015	0	0	0	0	0.00013	0	0	0	0	1.3e-05	0	3	0.1	0.35	0.35	0.018
35	3e-05	0.24	0.027	0	0.00014	0	0	0	0	0.17	0.0067	0	0	0	0.55	0	14	0.15	0.45	0.35	0.16
36	0	0	0	0	0.24	0	0	0	0	0.65	0.00063	0	0	0	0.11	0	9	0.15	0.35	0.35	0.16
37	0	0	0	0	0	0	0.13	0	0	0	0	0.86	0.0041	0	0	0	11	0.017	0.039	0.078	0.018
38	0	0.46	0.00046	0	1.6e-05	0	0	0	0	0.28	0.0011	0	0	0	0.25	0	1	0.23	0.65	0.65	0.31
39	0	0.044	0.08	0	0	0	0	0	0	0.36	0.02	0	0	0	0.5	0	14	0.15	0.45	0.35	0.16
40	0.00013	1.1e-05	0	0.94	0.017	0	0	0	0	0.038	0.0013	0	0	0	0.0037	0	3	0.1	0.35	0.35	0.018
41	0	0	0	0	0.41	0	0	0	0	9.9e-05	0.58	0	1.9e-05	0	0	0	10	0.23	0.35	0.35	0.16
42	0	0	0	0	0.24	0	0	0	0	0.37	0.0095	0	0	0	0.38	0	14	0.15	0.45	0.35	0.16
43	4.1e-06	0	0	0.0033	0.26	0	0	0	0	0.49	0.0015	0	0	0	0.24	0	9	0.15	0.35	0.35	0.16
44	0	0	0	0	0.074	0	0	0	0	0.71	0	0	0.21	0	0	0	9	0.15	0.35	0.35	0.16
45	0	0	0	0	0.034	0	0	0	0	0.97	0	0	0	0	0	0	9	0.15	0.35	0.35	0.16
46	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.017	0.039	0.078	0.018
47	0	0	0	8.9e-06	0.9	0	0	0	0	0.08	0	1.3e-05	0.024	0	0	0	4	0.083	0.35	0.35	0.16
48	0	0.59	0.29	0	0.00023	0	0	0	0	0.1	0.0014	0	0	0	0.022	0	1	0.23	0.65	0.65	0.31
49	0	0	0	0	0	1	0	0.00015	0	0	0	0	0	0	0	0	5	0	0.12	0	0
50	0.00028	3.3e-06	0.00025	0	0.3	0	0	0	0	0.55	0.0021	0	0	0	0.14	0	9	0.15	0.35	0.35	0.16
51	0	0	3.1e-06	0	0.46	0	0	0	0	0.31	2.5e-05	0	0	0	0.22	0	4	0.083	0.35	0.35	0.16
52	0	0.031	3.3e-05	0	0	0	0	0	0	0.87	0.013	0	0	0	0.088	0	9	0.15	0.35	0.35	0.16
53	0.027	0	8.4e-05	0	0.14	0	0	0	0	0.83	0.0016	0	0	0	0.00052	0	9	0.15	0.35	0.35	0.16
54	0.00012	0	0	0	0.073	0	0	0	0	0.93	0.00045	0	0	0	0.0011	0	9	0.15	0.35	0.35	0.16
55	0	0.00061	0.0019	0	0.0017	0	0	0	0	0.12	0.0027	0	0	0	0.87	0	14	0.15	0.45	0.35	0.16
56	0	0.15	0.45	0	0	0	0	0	0	0.29	0.025	0	0	0	0.084	0	2	0.23	0.45	0.52	0.31
57	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.017	0.039	0.078	0.018
58	3.5e-06	0	0	0	0.34	0	0	0	0	0.46	0.00067	0	0	0	0.19	0	9	0.15	0.35	0.35	0.16
59	0	0	0	0	0.061	0	0	0	0	0.61	0.0031	0	0	0	0.32	0	9	0.15	0.35	0.35	0.16
60	0	0	0	0	0.0057	0	0	0	0	0.91	0.0002	0	0	0	0.083	0	9	0.15	0.35	0.35	0.16
61	2e-06	0	0	0	0.98	0	0	0	0	0.022	3.2e-06	0	0	0	9.6e-06	0	4	0.083	0.35	0.35	0.16
62	0	0	0	0	0	0	0	0	1	0	0	0.00093	0.00011	0	0	0	8	0	0	0.35	0
63	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.31	0	0
64	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.15	0	0	0.12
65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0.12	0	0
66	0	1	0.00016	0	0	0	0	0	0	1.4e-06	0	0	0	0	0	0	1	0.23	0.65	0.65	0.31
67	1.2e-06	1.7e-05	0	0.0026	0.25	0	0	0	0	0.63	0.0026	0	0	0	0.11	0	9	0.15	0.35	0.35	0.16
68	0.00018	0	4.1e-05	0.0036	0.18	0	0	0	0	0.69	0.011	0	0	0	0.11	0	9	0.15	0.35	0.35	0.16
69	0	0	0	0	1	0	0	0	0	0.00026	0	0	0	0	0	0	4	0.083	0.35	0.35	0.16
70	0	0.79	3.9e-05	0	1.2e-06	0	0	0	0	0.17	0.042	0	0	0	0.00022	0	1	0.23	0.65	0.65	0.31
71	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.15	0	0.35	0.16
72	0	0	0	0	0	3.5e-05	0	1	0	0	0	0	0	0	5e-06	0	7	0	0.31	0	0
73	0	5.3e-06	0.00065	0	2.9e-06	0	0	0	0	0	0	0	1	0	0	0	12	0.15	0	0.35	0.16
74	0	0	0	0	0.18	0	0	0	0	0.82	0.00028	0	0	0	0.0028	0	9	0.15	0.35	0.35	0.16
75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.31	0	0
76	0.018	0.0043	0.026	0	0.072	0	0	0	0	0.54	0.0084	0	0	0	0.33	0	9	0.15	0.35	0.35	0.16
77	0	0	0	0	0.019	0	0	0	0	0.92	0.00098	0	0	0	0.056	0	9	0.15	0.35	0.35	0.16
78	0	0	0	0	0.93	0	0	0	0	0.067	0	0	0	0	0.0017	0	4	0.083	0.35	0.35	0.16
79	0.00065	8.1e-06	8e-05	0.0012	0.39	0	0	0	0	0.46	0.0044	0	0	0	0.14	0	9	0.15	0.35	0.35	0.16
80	0	0	0	0	0.2	0	0	0	0	0.8	0.00013	0	0	0	0.00027	0	9	0.15	0.35	0.35	0.16
81	0	0	0	0	0	0	0	0	0.99	0	0	0.01	0	0	0	0	8	0	0	0.35	0
82	0.0032	0	0.012	0.0001	0.0033	0	0	0	0	0.81	0.061	0	0	0	0.11	0	9	0.15	0.35	0.35	0.16
83	0	0	0	0	0.37	0	0	0	0	0.51	0.00057	0	0	0	0.11	0	9	0.15	0.35	0.35	0.16
84	2.5e-06	0	0	0	0.024	0	0	0	0	0.92	0.032	0	0	0	0.02	0	9	0.15	0.35	0.35	0.16
85	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.31	0	0
86	0.0097	0	3.9e-06	4e-06	0.14	0	0	0	0	0.82	0.0039	0	0	0	0.024	0	9	0.15	0.35	0.35	0.16
87	0	0	0	0	0.27	0	0	0	0	0.63	0.00012	0	0	0	0.1	0	9	0.15	0.35	0.35	0.16
88	0	0	0	0.34	0.65	0	0	0	0	0.015	0	0	0	0	1.6e-05	0	4	0.083	0.35	0.35	0.16
89	0	0	0	0	0.0019	0	0	0	0	0.99	3.5e-05	0	0	0	0.013	0	9	0.15	0.35	0.35	0.16
90	0.0027	0.021	0.16	0	0.0084	0	0	0	0	0.44	0.073	0	0	0	0.29	0	9	0.15	0.35	0.35	0.16
91	0	0	0	2.3e-05	0.015	0	0	0	0	0.97	0.0079	0	0	0	0.011	0	9	0.15	0.35	0.35	0.16
92	1.2e-05	0	0	0	0.038	0	0	0	0	0.96	0.0046	0	0	0	0.00045	0	9	0.15	0.35	0.35	0.16
93	0	0.0094	0.00064	0	0	0	0	0	0	0.86	0.032	0	0	0	0.095	0	9	0.15	0.35	0.35	0.16
94	0	0	0	0.1	0.52	0	0	0	0	0.23	0.00033	0	0	0	0.15	0	4	0.083	0.35	0.35	0.16
95	0	0	0.00015	0	0	0	0	0	0	1	0.00047	0	0	0	0.0014	0	9	0.15	0.35	0.35	0.16
96	2.2e-06	0	0	0.0014	0.018	0	0	0	0	0.93	0.025	0	0	0	0.026	0	9	0.15	0.35	0.35	0.16
97	0	0	0	0	0.0094	0	0	0	0	0.99	0.00079	0	0	0	1.8e-05	0	9	0.15	0.35	0.35	0.16
98	0	0	0	0	7.8e-05	0	0	0	0	0.99	0.0077	0	0	0	0.0013	0	9	0.15	0.35	0.35	0.16
99	0	0.88	0.011	0	0	0	0	0	0	0.11	0.00033	0	0	0	0.0023	0	1	0.23	0.65	0.65	0.31
100	0.00023	0	0	0.00013	0.83	0	0	0	0	0.17	0.00013	0	0	0	0.0046	0	4	0.083	0.35	0.35	0.16
101	0	0	0	0	0.91	0	0	0	0	0.088	3.4e-06	0	0	0	0.0028	0	4	0.083	0.35	0.35	0.16
102	0.077	4.7e-06	0.00018	0	0.69	0	0	0	0	0.24	5.6e-06	0	0	0	0.00064	0	4	0.083	0.35	0.35	0.16
103	0	0	0	0	0	0.98	0	0.024	0	0	0	0	0	0	0	0	5	0	0.12	0	0
104	0	0.0003	0.012	0	0	0	0	0	0	0.76	0.0048	0	0	0	0.22	0	9	0.15	0.35	0.35	0.16
105	0.0038	0	5.7e-05	0	0.0071	0	0	0	0	0.95	0.029	0	0	0	0.0086	0	9	0.15	0.35	0.35	0.16
106	0	0	0	0	0.028	0	0	0	0	0.97	3.1e-05	0	0	0	0.00096	0	9	0.15	0.35	0.35	0.16
107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.15	0	0	0.12
108	0.93	0	0	0	0.014	0	0	0	0	0.054	0	0	0	0	0	0	0	0.15	0.29	0.65	0.24
109	0.0011	0.049	0.0057	1.6e-05	0.3	0	0	0	0	0.48	0.0019	0	0	0	0.16	0	9	0.15	0.35	0.35	0.16
110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.15	0.35	0.35	0.16
111	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.15	0	0	0.12
112	0	0.014	0	0	0.92	0	0	0	0	0.062	0	0	0	0	0.0017	0	4	0.083	0.35	0.35	0.16
113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.35	0
114	0	0	0	0	0.033	0	0	0	0	0.88	0.0053	0	0	0	0.081	0	9	0.15	0.35	0.35	0.16
115	0	0.074	0	0	0	0	0	0	0	0.91	0.004	0	0	0	0.016	0	9	0.15	0.35	0.35	0.16
116	0	0.00012	0.00021	0	0	0	0	0	0	0.057	8.4e-05	0	0	0	0.94	0	14	0.15	0.45	0.35	0.16
117	0	6.8e-05	0	0	0.12	0	0	0	0	0.62	0.00029	0	0	0	0.26	0	9	0.15	0.35	0.35	0.16
118	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.31	0	0
119	5.8e-06	8.7e-05	0.00023	0	0.009	0	0	0	0	0.35	0.0061	0	0	0	0.64	0	14	0.15	0.45	0.35	0.16
120	0	0	0.00087	0	0	0	0	0	0	0.81	0.00099	0	0	0	0.19	0	9	0.15	0.35	0.35	0.16
121	0	0.53	0.0002	0	0	0	0	0	0	0.41	0.00054	0	0	0	0.056	0	1	0.23	0.65	0.65	0.31
122	1.8e-05	0.028	0	0	0.073	0	0	0	0	0.88	0.0092	0	0	0	0.0069	0	9	0.15	0.35	0.35	0.16
123	0	0.83	0	0	0	0	0	0	0	0.17	8.6e-06	0	0	0	0.004	0	1	0.23	0.65	0.65	0.31
124	1.2e-05	0.00034	7.8e-05	0	0.0045	0	0	0	0	0.92	0.05	0	0	0	0.021	0	9	0.15	0.35	0.35	0.16
125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.29	0.65	0.24
126	0	0.12	0.0045	0	0.0061	0	0	0	0	0.76	0.062	0	0	0	0.042	0	9	0.15	0.35	0.35	0.16
127	0.00023	0.01	0.0039	6.9e-06	0.023	0	0	0	0	0.38	0.027	0	0	0	0.56	0	14	0.15	0.45	0.35	0.16
128	3.7e-06	0.071	0.0077	0	0.13	0	0	0	0	0.77	0.012	0	0	0	0.011	0	9	0.15	0.35	0.35	0.16
129	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.23	0.35	0.35	0.16
130	0	0	2.9e-05	0	1	0	0	0	0	0.00038	0	0	0	0	0	0	4	0.083	0.35	0.35	0.16
131	0	0.0002	3.3e-06	0	0	0	0	0	0	0.042	6.4e-05	0	0	0	0.96	0	14	0.15	0.45	0.35	0.16
132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.29	0.65	0.24
133	0	0	0	0	1	0	0	0	0	0.00017	0	0	0	0	0	0	4	0.083	0.35	0.35	0.16
134	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.35	0
135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.31	0	0
136	0	0	0	0	0.86	0	0	0	0	0.13	1.4e-05	0	0	0	0.0025	0	4	0.083	0.35	0.35	0.16
137	0.97	0	1.5e-05	0	9.8e-06	0	0	0	0	0.025	0.0016	0	0	0	2.7e-05	0	0	0.15	0.29	0.65	0.24
138	0.00088	3.3e-06	0.003	0	0.013	0	0	0	0	0.79	0.037	0	0	0	0.16	0	9	0.15	0.35	0.35	0.16
139	5.4e-05	0	0	0	0	0	0	0	0	0.98	0.016	0	0	0	0.0029	0	9	0.15	0.35	0.35	0.16
140	0.03	0	0.0015	0	0.054	0	0	0	0	0.85	0.014	0	0	0	0.052	0	9	0.15	0.35	0.35	0.16
141	0	0	0	0	0.012	0	0	0	0	0.97	0.00062	0	0	0	0.019	0	9	0.15	0.35	0.35	0.16
142	0	0	0	0.00024	0.65	0	0	0	0	0.35	1.7e-05	0	0	0	0.00098	0	4	0.083	0.35	0.35	0.16
143	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.083	0	0	0
144	0.0021	0.00058	0.37	0	0	0	0	0	0	0.35	0.017	0	0	0	0.26	0	2	0.23	0.45	0.52	0.31
145	0.014	0	2.5e-05	0	0.091	0	0	0	0	0.88	0.0045	0	0	0	0.015	0	9	0.15	0.35	0.35	0.16
146	0	0.059	0.0004	0	0	0	0	0	0	0.71	0.01	0	0	0	0.22	0	9	0.15	0.35	0.35	0.16
147	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.35	0
148	0	0	3.6e-06	0	0.2	0	0	0	0	0.74	0.00081	0	0	0	0.06	0	9	0.15	0.35	0.35	0.16
149	0	0	0	0	0	0.18	0	0.82	0	0	0	1.1e-06	0	0	0	0	7	0	0.31	0	0
150	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.35	0
151	0	0	0	0	0	0.23	0	0.77	0	0	0	0	0	0	0	0	7	0	0.31	0	0
152	0	0	0.00017	0	0.012	0	0	0	0	0.61	0.021	0	0	0	0.36	0	9	0.15	0.35	0.35	0.16
153	0	0.44	0.00025	0	0	0	0	0	0	0.52	0.0016	0	0	0	0.041	0	9	0.15	0.35	0.35	0.16
154	7.7e-06	0.17	0.0066	0	0	0	0	0	0	0.68	0.014	0	0	0	0.13	0	9	0.15	0.35	0.35	0.16
155	0	0	0	0	1	0	0	0	0	0.004	0	0	0	0	6.2e-06	0	4	0.083	0.35	0.35	0.16
156	0	0	0	0	9.9e-05	0	0	0	0	0.037	0.0011	0	0	0	0.96	0	14	0.15	0.45	0.35	0.16
157	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.15	0	0.35	0.16
158	1.3e-05	0	0	0	0.7	0	0	0	0	0.3	4.6e-05	0	0	0	0.00031	0	4	0.083	0.35	0.35	0.16
159	0	0.68	0	0	0	0	0	0	0	0.31	3.2e-05	0	0	0	0.0063	0	1	0.23	0.65	0.65	0.31
160	5.8e-06	0	0	0.00048	0.58	0	0	0	0	0.41	0.00032	0	0	0	0.0035	0	4	0.083	0.35	0.35	0.16
161	0	0.12	0	0	0	0	0	0	0	0.73	0.0044	0	0	0	0.15	0	9	0.15	0.35	0.35	0.16
162	0.37	0	0.00025	0	0.065	0	0	0	0	0.56	0.0015	0	0	0	0.0094	0	9	0.15	0.35	0.35	0.16
163	0	0.99	0.01	0	2.9e-06	0	0	0	0	0.00016	3.6e-06	0	0	0	4.9e-06	0	1	0.23	0.65	0.65	0.31
164	0.0016	5.3e-05	0.014	0	0.31	0	0	0	0	0.54	0.0046	0	0	0	0.12	0	9	0.15	0.35	0.35	0.16
165	7.6e-05	0.00061	1.1e-05	1.1e-05	0.0084	0	0	0	0	0.91	0.055	0	0	0	0.025	0	9	0.15	0.35	0.35	0.16
166	0	1	0.0027	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	1	0.23	0.65	0.65	0.31
167	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0.99	0	14	0.15	0.45	0.35	0.16
168	9.7e-05	0.00062	0.72	0	0	0	0	0	0	0.15	0.00037	0	0	0	0.14	0	2	0.23	0.45	0.52	0.31
169	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.017	0.039	0.078	0.018
170	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.35	0
171	0.00069	0.0024	0.0045	3.8e-05	0.053	0	0	0	0	0.69	0.015	0	0	0	0.23	0	9	0.15	0.35	0.35	0.16
172	0	0.83	0.15	0	0	0	0	0	0	0.011	0.0021	0	0	0	0.0046	0	1	0.23	0.65	0.65	0.31
173	0.0014	0	0.00034	0	0.00025	0	0	0	0	0.82	0.17	0	0	0	0.0046	0	9	0.15	0.35	0.35	0.16
174	0	0.047	0.026	0	0	0	0	0	0	0.66	0.058	0	0	0	0.21	0	9	0.15	0.35	0.35	0.16
175	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.15	0	0.35	0.16
176	3.3e-05	0.013	0.012	0	0	0	0	0	0	0.47	0.0016	0	0	0	0.51	0	14	0.15	0.45	0.35	0.16
177	0	0	0	0	0.17	0	0	0	0	0.67	0.0013	0	0.15	0	4.7e-05	0	9	0.15	0.35	0.35	0.16
178	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.35	0
179	0	7.1e-05	0	0	0.0004	0	0	0	0	0.99	0.0098	0	0	0	0.00035	0	9	0.15	0.35	0.35	0.16
180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.31	0	0
181	0	0.17	0.0011	0	0	0	0	0	0	0.6	0.0013	0	0	0	0.22	0	9	0.15	0.35	0.35	0.16
182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.017	0.039	0.078	0.018
183	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.15	0	0	0.12
184	0.00014	0.0057	0.008	0	0.0028	0	0	0	0	0.65	0.044	0	0	0	0.29	0	9	0.15	0.35	0.35	0.16
185	0	0.04	6.1e-06	0	0	0	0	0	0	0.47	0.026	0	0	0	0.47	0	9	0.15	0.35	0.35	0.16
186	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.083	0.35	0.35	0.16
187	0	0	0	0	0.0057	0	0	0	0	0.99	0.0014	0	0	0	0.0071	0	9	0.15	0.35	0.35	0.16
188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.31	0	0
189	0	0	0	0	0.092	0	0	0	0	0.23	2.8e-05	0	0	0	0.68	0	14	0.15	0.45	0.35	0.16
190	0	0	0	0	0.0008	0	0	0	0	0.92	0.076	0	0	0	0.0063	0	9	0.15	0.35	0.35	0.16
191	0	5.7e-05	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.15	0.35	0.35	0.16
192	0	0	0	0	0.012	0	0	0	0	0.79	0.0072	0	0	0	0.19	0	9	0.15	0.35	0.35	0.16
193	0	1	2.2e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.23	0.65	0.65	0.31
194	0	0	0	0	0	0	0	0	0	0.97	0.00011	0	0	0	0.032	0	9	0.15	0.35	0.35	0.16
195	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.15	0	0	0.12
196	0.013	0.059	0.26	0	0.043	0	0	0	0	0.4	0.0079	0	0	0	0.22	0	9	0.15	0.35	0.35	0.16
197	0	0	0	0	0	0	1.8e-05	0	0	0	0.46	0	0	0.54	0	0	13	0.083	0	0	0
198	0	0	7.1e-05	0	0.0097	0	0	0	0	0.67	0.019	0	0	0	0.3	0	9	0.15	0.35	0.35	0.16
199	0.0011	5.3e-06	0.00088	0	0.034	0	0	0	0	0.86	0.018	0	0	0	0.09	0	9	0.15	0.35	0.35	0.16
200	0	0	0	0	0.16	0	0	0	0	0.84	0.00015	0	0	0	0.0012	0	9	0.15	0.35	0.35	0.16
201	0	0	0	0	0.11	0	0	0	0	0.88	5.5e-05	0	0	0	0.012	0	9	0.15	0.35	0.35	0.16
202	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0.71	0	0	13	0.083	0	0	0
203	6e-05	1.4e-05	0.00014	1.7e-05	0.49	0	0	0	0	0.4	0.0019	0	0	0	0.1	0	4	0.083	0.35	0.35	0.16
204	4e-05	0	8.8e-06	0.00044	0.54	0	0	0	0	0.32	0.0014	0	0	0	0.14	0	4	0.083	0.35	0.35	0.16
205	0	0	0	9.3e-06	0.23	0	0	0	0	0.76	0.0018	0	0	0	0.0087	0	9	0.15	0.35	0.35	0.16
206	0	0	0	0	0.86	0	0	0	0	0.13	0	0	0	0	0.0045	0	4	0.083	0.35	0.35	0.16
207	0	0	0	0	0.85	0	0	0	0	0.15	0	0	0	0	1.5e-06	0	4	0.083	0.35	0.35	0.16
208	0	0	0	0	0.99	0	0	0	0	0.0048	0	0	0	0	0.00023	0	4	0.083	0.35	0.35	0.16
209	0	0	0	0.0026	0.00027	0	0	0	1	0.00011	0	6.4e-06	2.6e-05	0	0	0	8	0	0	0.35	0
210	0	0	0	0	0.13	0	0	0	0	0.44	2.3e-05	0	0	0	0.43	0	9	0.15	0.35	0.35	0.16
211	0	0	0	0	0	0	0.72	0	0	0	0	0	0.28	0	0	0	6	0.15	0	0	0.12
212	0	0.59	0.0007	0	0.3	0	0	0	0	0.1	4.4e-05	0	0	0	0.00035	0	1	0.23	0.65	0.65	0.31
213	0	0	0	0	0.00025	0	0	0	0	0.031	1.1e-06	0	0	0	0.97	0	14	0.15	0.45	0.35	0.16
214	0	7.6e-06	5.1e-05	1.2e-05	0.085	0	0	0	0	0.74	0.0094	0	0	0	0.17	0	9	0.15	0.35	0.35	0.16
215	4e-05	0.0018	0.0042	2.6e-06	0.13	0	0	0	0	0.73	0.012	0	0	0	0.12	0	9	0.15	0.35	0.35	0.16
216	0	0.081	0.23	0	0	0	0	0	0	3.9e-05	0.69	0	0	0	8e-06	0	10	0.23	0.35	0.35	0.16
217	8.8e-05	0	3.9e-05	0	0.42	0	0	0	0	0.57	0.0025	0	0	0	0.013	0	9	0.15	0.35	0.35	0.16
218	0	0	0	0	0.53	0	0	0	0	0.43	5.2e-06	0	0	0	0.038	0	4	0.083	0.35	0.35	0.16
219	0	0	0	0	0.59	0	0	0	0	0.4	1.2e-05	0	0	0	0.0086	0	4	0.083	0.35	0.35	0.16
220	1.3e-05	0	0.00028	0	0.042	0	0	0	0	0.36	0.00018	0	0	0	0.59	0	14	0.15	0.45	0.35	0.16
221	0	0.012	0.99	0	0	0	0	0	0	0.00015	0	0	0	0	0.00019	0	2	0.23	0.45	0.52	0.31
222	0	0.048	0.00044	0	0	0	0	0	0	0.78	0.00028	0	0	0	0.17	0	9	0.15	0.35	0.35	0.16
