SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
54	0	0.035	0	0.78	0.06	0.13	0	3	0.14	0
55	0	0	0.54	0	0	0.46	0	2	0.22	0.24
56	0	0	0	0	0	0	1	6	0.016	0.16
57	0	0.00063	0	0.032	0.96	0.0052	1e-06	4	0.078	0
58	0.48	0	0	0	0	0.27	0.25	0	0	0.11
59	0	0	0.00053	0	0	1	9.7e-05	5	0.14	0.16
60	0	0	0	0	0	0	1	6	0.016	0.16
61	0	0.012	0	0.26	0.69	0.043	4.4e-06	4	0.078	0
62	0.21	0	4.8e-06	0	0	0.25	0.54	6	0.016	0.16
63	0	0	0.0006	0	0	1	0	5	0.14	0.16
64	0	0	0	0	0	0	1	6	0.016	0.16
65	0	0	0.00015	0	0	1	0.00045	5	0.14	0.16
66	0	0.015	0	0.56	0.33	0.093	0	3	0.14	0
67	0.38	0	0	0	0	0.52	0.1	5	0.14	0.16
68	0	0.0078	0	0.67	0.21	0.11	0	3	0.14	0
69	0	0.069	0	0.33	0.6	0	0	4	0.078	0
70	0	1	0	0	0	1.5e-05	0	1	0.14	0.018
71	0.029	0	0	0	0	0.96	0.0084	5	0.14	0.16
72	0	0.0082	0	0.086	0.89	0.014	0.0013	4	0.078	0
73	0	0.11	0	0.77	0.0063	0.11	0	3	0.14	0
74	0	0	0	0	0	0	1	6	0.016	0.16
75	1	4.1e-05	0	0	0	0.0031	0.00037	0	0	0.11
76	1	0.00046	0	0	0	0.0014	0.00028	0	0	0.11
77	0	0	0.0005	0	0	1	0.0012	5	0.14	0.16
78	0	0.002	0	0.29	0.66	0.048	0	4	0.078	0
79	0	0	0.00036	0	0	0.48	0.52	6	0.016	0.16
80	0	0	0	0	0	0	1	6	0.016	0.16
81	0	0	0.85	0	0	0.15	0	2	0.22	0.24
82	0.78	0	0	0	0	0.11	0.11	0	0	0.11
83	0	0.088	0	0.61	0.2	0.1	0	3	0.14	0
84	0	0	0	0	0	0	1	6	0.016	0.16
85	0	0	0.0017	0	0	1	0	5	0.14	0.16
86	0	0	0	0	0	0	1	6	0.016	0.16
87	0	0	0.00033	0	0	1	0.00021	5	0.14	0.16
88	0.53	0	0	0	0	0.43	0.039	0	0	0.11
89	0	0	0	0	0	0.00011	1	6	0.016	0.16
90	1	0.00099	0	0	0	0.00087	0.00016	0	0	0.11
91	0	0	0	0	0	0	1	6	0.016	0.16
92	0.73	0	0	0	0	0.25	0.017	0	0	0.11
93	0	0	0.032	0	0	0.97	0	5	0.14	0.16
94	0	0	0.062	0	0	0.94	0	5	0.14	0.16
95	0	0	0.073	0	0	0.93	0.00033	5	0.14	0.16
96	0	0	0	0.00051	1	8.4e-05	2.7e-06	4	0.078	0
97	0	0	0.1	0	0	0.9	0	5	0.14	0.16
98	0	0.00027	0.12	0	0	0.88	0	5	0.14	0.16
99	0.051	0	0	0	0	0.45	0.5	6	0.016	0.16
100	0	0.0091	0	0.4	0.53	0.066	0	4	0.078	0
101	0	0.046	0	0.81	0.0087	0.13	0	3	0.14	0
102	0.78	0	0	0	0	0.2	0.024	0	0	0.11
103	0	0	0.067	0	0	0.93	0	5	0.14	0.16
104	0.99	3.2e-05	0	0	0	0.0072	0.0025	0	0	0.11
105	0.96	0	0	0	0	0.032	0.0036	0	0	0.11
106	0.46	0	2.6e-05	0	0	0.18	0.35	0	0	0.11
107	0	0.054	0	0.52	0.34	0.086	4.4e-06	3	0.14	0
108	0	0.032	0	0.68	0.18	0.11	0	3	0.14	0
109	0	0	0.0052	0	0	0.99	0.0038	5	0.14	0.16
110	1	2.9e-06	0	0	0	0.0039	0.00086	0	0	0.11
111	1	0	0	0	0	0.00052	3e-05	0	0	0.11
112	0.93	0	0	0	0	0.057	0.012	0	0	0.11
113	0	0.033	0	0.83	0.00046	0.14	0	3	0.14	0
114	0	0.0076	0	0.17	0.8	0.027	3.2e-06	4	0.078	0
115	0	0.053	0	0.83	0.00016	0.12	0	3	0.14	0
116	0	0.025	0	0.23	0.7	0.039	4e-05	4	0.078	0
117	0	0.00064	0	0.015	0.98	0.0025	0.0031	4	0.078	0
118	0.84	0	0	0	0	0.11	0.048	0	0	0.11
119	0	0	0.58	0	0	0.42	0	2	0.22	0.24
120	0	1	0	0	0	2.4e-05	0	1	0.14	0.018
121	0	0.17	0	0.57	0.26	5.3e-05	0	3	0.14	0
122	0	0.18	0	0.81	0.0089	6.8e-06	0	3	0.14	0
123	0	9.9e-06	0.45	0	0	0.55	0	5	0.14	0.16
124	0	0.01	0	0.099	0.89	0	0	4	0.078	0
125	0.055	0	3.2e-05	0	0	0.15	0.79	6	0.016	0.16
126	0	0	0.15	0	0	0.85	0	5	0.14	0.16
127	0	0	0.0093	0	0	0.92	0.072	5	0.14	0.16
128	0	0.0088	0	0.27	0.68	0.044	0	4	0.078	0
129	0	0	0.0071	0	0	0.99	0	5	0.14	0.16
130	0.0016	0	0	0	0	0.21	0.79	6	0.016	0.16
131	0	0.059	0	0.85	5.3e-05	0.094	0	3	0.14	0
132	0.95	0	0	0	0	0.04	0.01	0	0	0.11
133	0	0	0.00015	0	0	1	0	5	0.14	0.16
134	0	0.01	0	0.12	0.85	0.019	0.00033	4	0.078	0
135	0	0	0	0	0	0	1	6	0.016	0.16
136	0	0.084	0	0.78	0.012	0.13	0	3	0.14	0
137	0	1	0	0	0	0	0	1	0.14	0.018
138	0.35	0	0	0	0	0.49	0.16	5	0.14	0.16
139	0	0	8.7e-06	0	0	0.0095	0.99	6	0.016	0.16
140	0	1	0	0	0	0	0	1	0.14	0.018
141	0	0	0	0	0	0.99	0.01	5	0.14	0.16
142	0	1	0	0	0	0	0	1	0.14	0.018
143	0	0	0.019	0	0	0.98	0	5	0.14	0.16
144	0.32	0	0	0	0	0.45	0.23	5	0.14	0.16
145	0	0	0.49	0	0	0.51	0	5	0.14	0.16
146	0	0.028	0	0.37	0.54	0.062	0	4	0.078	0
147	0.098	0	0.0061	0	0	0.21	0.69	6	0.016	0.16
148	0.93	0	0	0	0	0.045	0.023	0	0	0.11
149	0	0	0.13	0	0	0.87	0	5	0.14	0.16
150	0	0.0029	0	0.054	0.93	0.0089	0.00029	4	0.078	0
151	0	0	0	0	0	0	1	6	0.016	0.16
152	0	0	0.00034	0	0	0.96	0.042	5	0.14	0.16
153	0.15	0	0	0	0	0	0.85	6	0.016	0.16
154	0	0	0.2	0	0	0.8	0	5	0.14	0.16
155	0	0	0.00012	0	0	1	0	5	0.14	0.16
156	0	1	0	0	0	0	0	1	0.14	0.018
157	0	0	0.36	0	0	0.64	0	5	0.14	0.16
158	0	0	8e-05	0	0	1	0	5	0.14	0.16
159	0	0.0019	0	0.13	0.87	0	0	4	0.078	0
160	0.98	0.015	0	0	0	0.00032	3.4e-05	0	0	0.11
161	0.94	0	0	0	0	0.053	0.0032	0	0	0.11
162	0	1	0	0	0	0	0	1	0.14	0.018
163	0	0.045	0	0.27	0.69	0	0	4	0.078	0
164	0	0.069	0	0.76	0.043	0.13	0	3	0.14	0
165	0	0.2	1.1e-05	0.72	0.008	0.075	0	3	0.14	0
166	0	0.0073	0	0.85	0.00054	0.14	0	3	0.14	0
167	0	0.068	0	0.59	0.25	0.097	0	3	0.14	0
168	0	0.00056	0	0.023	0.97	0.0038	1.1e-05	4	0.078	0
169	0	0.052	0	0.67	0.16	0.11	0	3	0.14	0
170	0	3.1e-05	0.00015	0	0	1	0	5	0.14	0.16
171	0	0	0	0	0	0	1	6	0.016	0.16
172	0	5.7e-05	0	0.051	0.94	0.0084	0	4	0.078	0
173	0	0.068	0	0.8	0.004	0.12	0	3	0.14	0
174	0	0	0	0.00039	1	6.4e-05	0	4	0.078	0
175	0.93	0	0	0	0	0	0.072	0	0	0.11
176	0	1	0	0	0	0.00012	0	1	0.14	0.018
177	0.99	0.0037	0	0	0	0.0063	0.0037	0	0	0.11
178	0	0	0	0	0	0	1	6	0.016	0.16
179	0	0	0	0	0	0	1	6	0.016	0.16
180	0.98	0	0	0	0	0.016	0.0046	0	0	0.11
181	0	0.19	0	0.79	0.022	1.5e-05	0	3	0.14	0
182	0.95	0	0	0	0	0	0.054	0	0	0.11
183	0	0	0	0	0	0	1	6	0.016	0.16
184	0	0.05	0	0.44	0.44	0.072	6.9e-05	4	0.078	0
185	0	1	0	0	0	2.3e-05	0	1	0.14	0.018
186	0.78	0	0	0	0	0.18	0.042	0	0	0.11
187	0	1	0	0	0	6.7e-06	0	1	0.14	0.018
188	0.1	0	0	0	0	0.38	0.52	6	0.016	0.16
189	0	0	0	0	0	0	1	6	0.016	0.16
190	0	0	0.039	0	0	0.95	0.01	5	0.14	0.16
191	0	0.028	0	0.35	0.57	0.057	1.8e-05	4	0.078	0
192	0	4.3e-05	0.033	0	0	0.97	2.7e-06	5	0.14	0.16
193	0.25	0	0.00016	0	0	0.0054	0.74	6	0.016	0.16
194	0	0	0.15	0	0	0.85	0.00048	5	0.14	0.16
195	0.96	0	0	0	0	0.043	0.00024	0	0	0.11
196	0.39	0	0	0	0	0.43	0.18	5	0.14	0.16
197	0	0	0	0	0	0.0023	1	6	0.016	0.16
198	0	0	0.98	0	0	0.025	0	2	0.22	0.24
199	0	0.021	0	0.9	0	0.082	0	3	0.14	0
200	0	0	0	0	0	0	1	6	0.016	0.16
201	0	0	0.94	0	0	0.057	0	2	0.22	0.24
202	0	0.13	0	0.82	0.044	0	0	3	0.14	0
203	0.014	0	0	0	0	0	0.99	6	0.016	0.16
204	1	0	0	0	0	0	0	0	0	0.11
205	1	0	0	0	0	0	0.0014	0	0	0.11
206	0	0.072	0	0.92	0.0066	0	0	3	0.14	0
207	0.59	0	6.9e-06	0	0	0.0015	0.41	0	0	0.11
208	1	0	0	0	0	0	0.0033	0	0	0.11
209	0	0	0.97	0	0	0.035	0	2	0.22	0.24
210	0.87	0	0	0	0	0	0.13	0	0	0.11
211	0.94	0	0	0	0	0	0.058	0	0	0.11
212	0	0.029	0	0.51	0.46	0	0	3	0.14	0
213	0	0	0.31	0	0	0.69	0	5	0.14	0.16
214	0	0	0.64	0	0	0.36	0	2	0.22	0.24
215	0.99	0	0	0	0	0	0.011	0	0	0.11
216	0	0.031	0	0.6	0.37	0	0	3	0.14	0
217	0.65	0	0	0	0	0	0.35	0	0	0.11
218	0	0.048	0	0.94	0.016	0	0	3	0.14	0
219	1	0	0	0	0	0	0	0	0	0.11
220	0	0	1	0	0	0.0025	0	2	0.22	0.24
221	0.74	0	0	0	0	0	0.26	0	0	0.11
222	0	0	0.23	0	0	0.77	0	5	0.14	0.16
223	0	0.2	0	0.69	0.12	6.8e-05	0	3	0.14	0
224	1	0	0	0	0	0	0.0011	0	0	0.11
225	0	0	0.99	0	0	0.0077	0	2	0.22	0.24
226	0	0	0	0	0	0	1	6	0.016	0.16
227	0.88	0	0	0	0	5.3e-06	0.12	0	0	0.11
228	0	1	0	0	0	0	0	1	0.14	0.018
229	0	1	0	0	0	0	0	1	0.14	0.018
230	0	0	0.02	0	0	0.98	0	5	0.14	0.16
231	0.98	0	0	0	0	0	0.018	0	0	0.11
232	0	0	0.063	0	0	0.94	0	5	0.14	0.16
233	0	0	0.47	0	0	0.53	0.00064	5	0.14	0.16
234	0	0	0.45	0	0	0.55	0	5	0.14	0.16
235	0	0	0	0	0	0	1	6	0.016	0.16
236	0	0	0	0	0	0	1	6	0.016	0.16
237	0	0.0076	0	0.75	0.25	0	0	3	0.14	0
238	0	0	0	0	0	0	1	6	0.016	0.16
239	0.93	0	0	0	0	0	0.075	0	0	0.11
240	0	1	0	0	0	0	0	1	0.14	0.018
241	0	1	0	0	0	0	0	1	0.14	0.018
242	0	0	0.82	0	0	0.18	0	2	0.22	0.24
243	0	0.2	0	0.8	0.0011	2.3e-05	0	3	0.14	0
244	0.82	0	0	0	0	3.8e-05	0.18	0	0	0.11
245	0	0.09	0	0.49	0.42	0	0	3	0.14	0
246	0	0	0.91	0	0	0.093	0	2	0.22	0.24
247	0	1	0	0	0	0	0	1	0.14	0.018
248	0	0.16	0	0.83	0.0075	0	0	3	0.14	0
249	0	0	0.72	0	0	0.28	0	2	0.22	0.24
250	0	0.97	0.00011	0	0	0.031	0	1	0.14	0.018
251	0.096	0	0	0	0	0	0.9	6	0.016	0.16
252	0	0.003	0	0.051	0.95	0	0	4	0.078	0
253	0.0037	0	0	0	0	0	1	6	0.016	0.16
254	0.092	0	0	0	0	0	0.91	6	0.016	0.16
255	0	0.12	0	0.87	0.0094	0	0	3	0.14	0
256	0	0	0.58	0	0	0.42	0	2	0.22	0.24
257	1	0	0	0	0	0	9.6e-05	0	0	0.11
258	0	3.6e-05	0.0049	0	0	0.99	0.0056	5	0.14	0.16
259	0	0	0.0001	0	0	1	0	5	0.14	0.16
260	0.84	0	0	0	0	0	0.16	0	0	0.11
261	0	0	0	3.2e-05	1	0	0	4	0.078	0
262	0	0	0.48	0	0	0.52	7.3e-05	5	0.14	0.16
263	0	1	0	0	0	0	0	1	0.14	0.018
264	0	1	0	0	0	9.5e-05	0	1	0.14	0.018
265	0.026	0	0	0	0	0	0.97	6	0.016	0.16
266	0	0.11	0	0.49	0.4	3.6e-06	0	3	0.14	0
267	0	0.11	0	0.82	0.074	0	0	3	0.14	0
268	0.3	0	4.6e-05	0	0	0.0026	0.69	6	0.016	0.16
269	1	0	0	0	0	0	0.0014	0	0	0.11
270	0	0	0	5.6e-05	1	0	0	4	0.078	0
271	0	2.9e-05	0	0.0016	1	0	0	4	0.078	0
272	0	0	0	0	0	0	1	6	0.016	0.16
273	0	0.026	0	0.19	0.79	0	0	4	0.078	0
274	0	0	0.12	0	0	0.88	0	5	0.14	0.16
275	0	0.1	0	0.48	0.42	0	0	3	0.14	0
276	0	0.067	0	0.61	0.33	0	0	3	0.14	0
277	0	0	0.56	0	0	0.44	1.1e-05	2	0.22	0.24
278	0	0.2	0	0.69	0.11	8e-05	0	3	0.14	0
279	0	0.018	0	0.51	0.47	0	0	3	0.14	0
280	0	5.2e-05	0.0033	0	0	1	0	5	0.14	0.16
281	0.95	0	0	0	0	0	0.048	0	0	0.11
282	0	0.15	0	0.85	0.00067	0	0	3	0.14	0
283	0.26	0	0	0	0	0	0.74	6	0.016	0.16
284	0	0	0.014	0	0	0.99	0	5	0.14	0.16
285	0.92	0	0	0	0	0	0.081	0	0	0.11
286	0	0	0.54	0	0	0.46	0	2	0.22	0.24
287	0.93	0	0	0	0	0	0.075	0	0	0.11
288	1	0	0	0	0	0	0.0017	0	0	0.11
289	0	0	0	0	0	0	1	6	0.016	0.16
290	0	0.032	0	0.52	0.45	0	0	3	0.14	0
291	0	1	2.1e-05	0	0	0.0023	0	1	0.14	0.018
292	0	1	0	0	0	0	0	1	0.14	0.018
293	0	0.26	1.2e-05	0.69	0.045	0.0008	0	3	0.14	0
294	0	5.3e-05	0.63	0	0	0.37	0	2	0.22	0.24
295	0	0	0.95	0	0	0.049	0	2	0.22	0.24
296	0	0	0	0	0	0	1	6	0.016	0.16
297	0	0	0	0	0	0	1	6	0.016	0.16
298	0	1	0	0	0	0	0	1	0.14	0.018
299	0.98	0	0	0	0	0	0.02	0	0	0.11
300	0	0.00013	0	0.01	0.99	0	0	4	0.078	0
301	0	0.071	0	0.93	4e-06	0	0	3	0.14	0
302	0	0	0.29	0	0	0.71	0	5	0.14	0.16
303	0	0	0.00048	0	0	1	0	5	0.14	0.16
304	0.96	0	0	0	0	0	0.039	0	0	0.11
305	0	0	0.97	0	0	0.033	0	2	0.22	0.24
306	0.54	0	0.00034	0	0	0.013	0.45	0	0	0.11
307	0.79	0	0	0	0	0	0.21	0	0	0.11
308	0	0	0.31	0	0	0.65	0.04	5	0.14	0.16
309	0.0011	0	2.5e-06	0	0	2.6e-05	1	6	0.016	0.16
310	0	1.1e-05	0.08	0	0	0.92	8.7e-06	5	0.14	0.16
311	1	0	0	0	0	0	0.00081	0	0	0.11
312	0	0.048	0	0.93	0.022	0	0	3	0.14	0
313	0.66	0	0	0	0	0	0.34	0	0	0.11
314	0	0	1	0	0	0.0037	0	2	0.22	0.24
315	0	0.16	0	0.68	0.16	1.1e-05	0	3	0.14	0
316	0	6.1e-06	0.0089	0	0	0.99	0	5	0.14	0.16
317	0	0.15	0	0.78	0.067	0	0	3	0.14	0
318	0	0.042	0	0.61	0.35	0	0	3	0.14	0
319	0	0	0.99	0	0	0.0057	0	2	0.22	0.24
320	0	1	0	0	0	0	0	1	0.14	0.018
321	0	1	0	0	0	0	0	1	0.14	0.018
322	0	1	0	0	0	0	0	1	0.14	0.018
323	0	1	0	0	0	0	0	1	0.14	0.018
324	0	0	0.99	0	0	0.0085	0	2	0.22	0.24
325	0.9	0	0	0	0	0	0.1	0	0	0.11
326	0	0	0.59	0	0	0.41	0	2	0.22	0.24
327	0	0.022	0	0.18	0.8	0	0	4	0.078	0
328	0	1	0	0	0	0	0	1	0.14	0.018
329	0	1	0	0	0	0	0	1	0.14	0.018
330	0	0.17	0	0.7	0.13	1.2e-05	0	3	0.14	0
331	0	0.17	0	0.57	0.26	9.6e-05	0	3	0.14	0
332	0	0	0	0	0	0	1	6	0.016	0.16
333	0	0	0	0	0	0.0011	1	6	0.016	0.16
334	0	0	0.37	0	0	0.63	0	5	0.14	0.16
335	0	0.018	0	0.23	0.75	0	0	4	0.078	0
336	0	0	0	0	0	9.8e-05	1	6	0.016	0.16
337	0	5.5e-06	0.042	0	0	0.96	0	5	0.14	0.16
338	0	0.037	0.16	0	0	0.8	0	5	0.14	0.16
339	0	0	0.99	0	0	0.0085	0	2	0.22	0.24
340	0	8.6e-05	0	0.0044	1	0	0	4	0.078	0
341	0	1	0	0	0	0	0	1	0.14	0.018
342	0	0	0.7	0	0	0.3	0	2	0.22	0.24
343	0	0	0.5	0	0	0.5	0	2	0.22	0.24
344	0	0.0021	0.014	0	0	0.98	2.3e-05	5	0.14	0.16
345	0	0.14	0	0.75	0.12	0	0	3	0.14	0
346	0.99	0	0	0	0	0	0.0087	0	0	0.11
347	0	0.021	0	0.98	9.8e-06	0	0	3	0.14	0
348	0.56	0	0	0	0	0	0.44	0	0	0.11
349	0	0.014	0	0.092	0.89	0	0	4	0.078	0
350	0	0	0.33	0	0	0.67	0	5	0.14	0.16
351	0	0.12	0	0.85	0.034	0	0	3	0.14	0
352	0.62	0	0	0	0	0	0.38	0	0	0.11
353	0	0	0	0	0	0	1	6	0.016	0.16
354	0	0.02	0	0.98	1.9e-05	0	0	3	0.14	0
355	0	0	0	0	0	1.2e-05	1	6	0.016	0.16
356	0.74	0	0	0	0	0	0.26	0	0	0.11
357	0.027	0	1.8e-05	0	0	0.00037	0.97	6	0.016	0.16
358	0	0.12	0	0.88	0.0012	0	0	3	0.14	0
359	0	0.045	0	0.88	0.077	0	0	3	0.14	0
360	1	0	0	0	0	0	4.4e-06	0	0	0.11
361	0	1	0	0	0	0	0	1	0.14	0.018
362	0	1	0	0	0	0	0	1	0.14	0.018
363	0	0	0	0	0	0	1	6	0.016	0.16
364	0	0	0	0	0	0	1	6	0.016	0.16
365	0	0	0.13	0	0	0.87	0	5	0.14	0.16
366	0.0021	0	0.0003	0	0	0.00056	1	6	0.016	0.16
367	0	0.00075	0	0.015	0.98	0	0	4	0.078	0
368	0	0.086	0	0.91	2.2e-05	0	0	3	0.14	0
369	0	0	0.64	0	0	0.36	0	2	0.22	0.24
370	0.77	0	0	0	0	0.00019	0.23	0	0	0.11
371	0	0	1	0	0	0.0047	0	2	0.22	0.24
372	0	0	0.13	0	0	0.87	0	5	0.14	0.16
373	0	0.004	0.1	0	0	0.89	0	5	0.14	0.16
374	0.99	0	0	0	0	0	0.014	0	0	0.11
375	0	0.023	0.56	0	0	0.42	0	2	0.22	0.24
376	0.99	0	0	0	0	0	0.012	0	0	0.11
377	0	0.003	0	1	0	0	0	3	0.14	0
378	0	0	0.66	0	0	0.34	0	2	0.22	0.24
379	0.94	0	0	0	0	0	0.055	0	0	0.11
380	0	1	0	0	0	0	0	1	0.14	0.018
381	1	0	0	0	0	0	0.0012	0	0	0.11
382	0	0	0.84	0	0	0.16	0	2	0.22	0.24
383	0.99	0	0	0	0	0	0.012	0	0	0.11
384	0	0	0.67	0	0	0.33	0	2	0.22	0.24
385	0	0.00023	0.094	0	0	0.91	0	5	0.14	0.16
386	0	0.29	0.00013	0.7	0.015	0.0019	0	3	0.14	0
387	0	0	0	0	0	0	1	6	0.016	0.16
388	0	0	0.52	0	0	0.48	0	2	0.22	0.24
389	0.16	0	0	0	0	4.6e-05	0.84	6	0.016	0.16
390	0	0	0.22	0	0	0.78	0	5	0.14	0.16
391	0	0	0.34	0	0	0.66	0	5	0.14	0.16
392	0	1	0	0	0	0	0	1	0.14	0.018
393	0	1	0	0	0	0	0	1	0.14	0.018
394	0	0	0.42	0	0	0.58	0	5	0.14	0.16
395	0.97	0	0	0	0	0	0.032	0	0	0.11
396	0.19	0	0	0	0	6.8e-06	0.81	6	0.016	0.16
397	0	0.066	0	0.72	0.21	0	0	3	0.14	0
398	0.84	0	0	0	0	0	0.16	0	0	0.11
399	0	1	0	0	0	0	0	1	0.14	0.018
400	0	0	0.88	0	0	0.12	0	2	0.22	0.24
401	0	0	0.57	0	0	0.43	0	2	0.22	0.24
402	0	0.064	0	0.94	0.00011	0	0	3	0.14	0
403	0.97	0	0	0	0	0	0.034	0	0	0.11
404	0	0	0.15	0	0	0.85	0	5	0.14	0.16
405	0	0.97	2.8e-06	0	0	0.025	9.5e-06	1	0.14	0.018
406	0	0.13	0	0.85	0.025	0	0	3	0.14	0
407	0	1	0	0	0	0	0	1	0.14	0.018
408	0	0.017	0	0.98	0.00042	0	0	3	0.14	0
409	0	0.14	0	0.85	0.0042	0	0	3	0.14	0
410	0	7.4e-06	0	0.00056	1	0	0	4	0.078	0
411	0	0	0.3	0	0	0.7	0	5	0.14	0.16
412	1	0	0	0	0	0	0.00028	0	0	0.11
413	0	0.13	0	0.87	0.00024	0	0	3	0.14	0
414	0	0	0.69	0	0	0.31	0	2	0.22	0.24
415	0	0.0082	0	0.11	0.88	0	0	4	0.078	0
416	0	0	0.074	0	0	0.93	0	5	0.14	0.16
417	0.95	0	0	0	0	0	0.054	0	0	0.11
418	0	0.018	0	0.98	9.8e-05	0	0	3	0.14	0
419	0	0.00023	0	0.042	0.96	0	0	4	0.078	0
420	0.8	0	0	0	0	0.00022	0.2	0	0	0.11
421	0	0.12	0	0.65	0.23	0	0	3	0.14	0
422	0	0.0061	0	0.095	0.9	0	0	4	0.078	0
423	0	8.7e-06	0.49	0	0	0.51	0	5	0.14	0.16
424	0	0	0.31	0	0	0.69	0	5	0.14	0.16
425	0	0.056	0	0.94	0.0031	0	0	3	0.14	0
426	0.99	0	0	0	0	0	0.0072	0	0	0.11
427	0	0	0	0	0	0	1	6	0.016	0.16
428	0	0	0	0	0	0	1	6	0.016	0.16
429	0	0.26	3.8e-05	0.65	0.079	0.0015	0	3	0.14	0
430	0	0	0.035	0	0	0.97	0	5	0.14	0.16
431	0.99	0	0	0	0	0	0.0059	0	0	0.11
432	1	0	0	0	0	0	0.0028	0	0	0.11
433	0	1	0	0	0	9e-06	0	1	0.14	0.018
434	0	0	0.27	0	0	0.73	0	5	0.14	0.16
435	0	0	0.85	0	0	0.15	0	2	0.22	0.24
436	0	0	0.0096	0	0	0.99	0	5	0.14	0.16
437	1	0	0	0	0	0	0.001	0	0	0.11
438	0	0.24	3.1e-06	0.72	0.037	0.00026	0	3	0.14	0
439	0	1	0	0	0	1.8e-05	0	1	0.14	0.018
440	0.96	0	0	0	0	0	0.036	0	0	0.11
441	0.99	0	0	0	0	0	0.013	0	0	0.11
442	0.99	0	0	0	0	0	0.0055	0	0	0.11
443	0.98	0	0	0	0	0	0.023	0	0	0.11
444	0.76	0	0	0	0	6e-06	0.24	0	0	0.11
445	0.99	0	0	0	0	0	0.011	0	0	0.11
446	0.54	0	0	0	0	0.00058	0.46	0	0	0.11
447	0	2.4e-05	0	0.0019	1	0	0	4	0.078	0
448	0	0.13	0	0.49	0.37	2.6e-05	0	3	0.14	0
449	0	0	0.09	0	0	0.91	0	5	0.14	0.16
450	0	0	0.98	0	0	0.025	0	2	0.22	0.24
451	0	4.4e-05	0	0.0044	1	0	0	4	0.078	0
452	0	0.07	0	0.93	0.00086	0	0	3	0.14	0
453	1	0	0	0	0	0	0.0031	0	0	0.11
454	0	1	0	0	0	0	0	1	0.14	0.018
