SNV	cluster0	cluster1	cluster	dcf0	dcf1
103	1	0	0	0.14	0.16
104	0.25	0.75	1	0.016	0.11
105	0.83	0.17	0	0.14	0.16
106	0.78	0.22	0	0.14	0.16
107	1	0	0	0.14	0.16
108	1	0	0	0.14	0.16
109	1	0	0	0.14	0.16
110	0.22	0.78	1	0.016	0.11
111	0.12	0.88	1	0.016	0.11
112	0.82	0.18	0	0.14	0.16
113	1	0	0	0.14	0.16
114	1	0	0	0.14	0.16
115	1	0	0	0.14	0.16
116	1	0	0	0.14	0.16
117	1	0	0	0.14	0.16
118	0.83	0.17	0	0.14	0.16
119	1	0	0	0.14	0.16
120	0.14	0.86	1	0.016	0.11
121	1	0.00091	0	0.14	0.16
122	1	0	0	0.14	0.16
123	1	0	0	0.14	0.16
124	0.56	0.44	0	0.14	0.16
125	0.97	0.034	0	0.14	0.16
126	1	0	0	0.14	0.16
127	1	0.0018	0	0.14	0.16
128	1	0	0	0.14	0.16
129	1	0	0	0.14	0.16
130	1	0.00024	0	0.14	0.16
131	1	0	0	0.14	0.16
132	0.72	0.28	0	0.14	0.16
133	1	0	0	0.14	0.16
134	1	0	0	0.14	0.16
135	0	1	1	0.016	0.11
136	1	0	0	0.14	0.16
137	1	0	0	0.14	0.16
138	0.99	0.015	0	0.14	0.16
139	0.082	0.92	1	0.016	0.11
140	1	0	0	0.14	0.16
141	1	0	0	0.14	0.16
142	1	0.0016	0	0.14	0.16
143	1	0	0	0.14	0.16
144	0.98	0.022	0	0.14	0.16
145	1	0	0	0.14	0.16
146	1	0	0	0.14	0.16
147	0.94	0.064	0	0.14	0.16
148	0.6	0.4	0	0.14	0.16
149	1	0	0	0.14	0.16
150	1	0	0	0.14	0.16
151	0	1	1	0.016	0.11
152	1	4.6e-05	0	0.14	0.16
153	1.3e-05	1	1	0.016	0.11
154	1	0	0	0.14	0.16
155	1	0	0	0.14	0.16
156	1	0.00016	0	0.14	0.16
157	1	0	0	0.14	0.16
158	1	0	0	0.14	0.16
159	0.95	0.053	0	0.14	0.16
160	0.046	0.95	1	0.016	0.11
161	0.94	0.063	0	0.14	0.16
162	2.8e-05	1	1	0.016	0.11
163	0.96	0.038	0	0.14	0.16
164	1	0	0	0.14	0.16
165	1	0	0	0.14	0.16
166	1	0	0	0.14	0.16
167	1	0	0	0.14	0.16
168	1	0	0	0.14	0.16
169	1	0	0	0.14	0.16
170	1	0	0	0.14	0.16
171	0.00013	1	1	0.016	0.11
172	1	0	0	0.14	0.16
173	1	0	0	0.14	0.16
174	1	0	0	0.14	0.16
175	1.3e-05	1	1	0.016	0.11
176	1	0	0	0.14	0.16
177	0.15	0.85	1	0.016	0.11
178	0	1	1	0.016	0.11
179	0	1	1	0.016	0.11
180	0.48	0.52	1	0.016	0.11
181	1	0	0	0.14	0.16
182	0	1	1	0.016	0.11
183	7.5e-05	1	1	0.016	0.11
184	1	0	0	0.14	0.16
185	1	0	0	0.14	0.16
186	0.94	0.058	0	0.14	0.16
187	1	0	0	0.14	0.16
188	0.98	0.017	0	0.14	0.16
189	0	1	1	0.016	0.11
190	1	0.00032	0	0.14	0.16
191	1	0	0	0.14	0.16
192	1	0	0	0.14	0.16
193	0.088	0.91	1	0.016	0.11
194	1	6.3e-05	0	0.14	0.16
195	0.99	0.0078	0	0.14	0.16
196	0.98	0.023	0	0.14	0.16
197	0.97	0.026	0	0.14	0.16
198	1	0	0	0.14	0.16
199	1	0	0	0.14	0.16
200	1.6e-05	1	1	0.016	0.11
201	1	0	0	0.14	0.16
202	1	0	0	0.14	0.16
203	0.00013	1	1	0.016	0.11
204	0	1	1	0.016	0.11
205	0	1	1	0.016	0.11
206	1	0	0	0.14	0.16
207	0.012	0.99	1	0.016	0.11
208	0	1	1	0.016	0.11
209	1	0	0	0.14	0.16
210	2.7e-05	1	1	0.016	0.11
211	0	1	1	0.016	0.11
212	1	0.00085	0	0.14	0.16
213	1	0	0	0.14	0.16
214	1	0	0	0.14	0.16
215	0	1	1	0.016	0.11
216	1	0	0	0.14	0.16
217	8.9e-06	1	1	0.016	0.11
218	1	0	0	0.14	0.16
219	0	1	1	0.016	0.11
220	1	0	0	0.14	0.16
221	0	1	1	0.016	0.11
222	1	0	0	0.14	0.16
223	1	9.3e-05	0	0.14	0.16
224	0	1	1	0.016	0.11
225	1	0	0	0.14	0.16
226	0	1	1	0.016	0.11
227	5.1e-05	1	1	0.016	0.11
228	1	0	0	0.14	0.16
229	1	0.0001	0	0.14	0.16
230	1	0	0	0.14	0.16
231	0	1	1	0.016	0.11
232	1	0	0	0.14	0.16
233	1	3e-05	0	0.14	0.16
234	1	0	0	0.14	0.16
235	0	1	1	0.016	0.11
236	0	1	1	0.016	0.11
237	1	0	0	0.14	0.16
238	0	1	1	0.016	0.11
239	7.8e-06	1	1	0.016	0.11
240	1	0	0	0.14	0.16
241	1	0	0	0.14	0.16
242	1	0	0	0.14	0.16
243	1	0	0	0.14	0.16
244	0.00032	1	1	0.016	0.11
245	1	0.00042	0	0.14	0.16
246	1	0	0	0.14	0.16
247	1	0	0	0.14	0.16
248	1	0	0	0.14	0.16
249	1	0	0	0.14	0.16
250	1	7.2e-05	0	0.14	0.16
251	3.4e-06	1	1	0.016	0.11
252	0.13	0.87	1	0.016	0.11
253	9.4e-05	1	1	0.016	0.11
254	0	1	1	0.016	0.11
255	1	0	0	0.14	0.16
256	1	0	0	0.14	0.16
257	0	1	1	0.016	0.11
258	1	0.0033	0	0.14	0.16
259	1	0	0	0.14	0.16
260	0	1	1	0.016	0.11
261	0	1	1	0.016	0.11
262	1	5.5e-06	0	0.14	0.16
263	0.86	0.14	0	0.14	0.16
264	1	0	0	0.14	0.16
265	0	1	1	0.016	0.11
266	1	0.0049	0	0.14	0.16
267	1	0	0	0.14	0.16
268	0.04	0.96	1	0.016	0.11
269	0	1	1	0.016	0.11
270	0	1	1	0.016	0.11
271	5e-05	1	1	0.016	0.11
272	0	1	1	0.016	0.11
273	0.66	0.34	0	0.14	0.16
274	1	0	0	0.14	0.16
275	1	0.0003	0	0.14	0.16
276	1	0.00039	0	0.14	0.16
277	1	0	0	0.14	0.16
278	1	7.4e-05	0	0.14	0.16
279	1	3e-06	0	0.14	0.16
280	1	0	0	0.14	0.16
281	3.7e-06	1	1	0.016	0.11
282	1	0	0	0.14	0.16
283	0	1	1	0.016	0.11
284	1	0	0	0.14	0.16
285	0	1	1	0.016	0.11
286	1	0	0	0.14	0.16
287	1.7e-05	1	1	0.016	0.11
288	0	1	1	0.016	0.11
289	0	1	1	0.016	0.11
290	1	0.00021	0	0.14	0.16
291	1	0	0	0.14	0.16
292	1	0	0	0.14	0.16
293	1	0	0	0.14	0.16
294	1	0	0	0.14	0.16
295	1	0	0	0.14	0.16
296	0	1	1	0.016	0.11
297	0	1	1	0.016	0.11
298	0.56	0.44	0	0.14	0.16
299	0	1	1	0.016	0.11
300	0.61	0.39	0	0.14	0.16
301	1	0	0	0.14	0.16
302	1	0	0	0.14	0.16
303	1	0	0	0.14	0.16
304	0	1	1	0.016	0.11
305	1	0	0	0.14	0.16
306	0.086	0.91	1	0.016	0.11
307	0	1	1	0.016	0.11
308	1	0.00066	0	0.14	0.16
309	0.17	0.83	1	0.016	0.11
310	1	3.7e-06	0	0.14	0.16
311	0	1	1	0.016	0.11
312	1	0	0	0.14	0.16
313	0	1	1	0.016	0.11
314	1	0	0	0.14	0.16
315	1	1.5e-05	0	0.14	0.16
316	1	0	0	0.14	0.16
317	1	0	0	0.14	0.16
318	1	6.6e-05	0	0.14	0.16
319	1	0	0	0.14	0.16
320	1	0	0	0.14	0.16
321	1	0	0	0.14	0.16
322	1	0	0	0.14	0.16
323	0	1	1	0.016	0.11
324	1	0	0	0.14	0.16
325	0	1	1	0.016	0.11
326	1	0	0	0.14	0.16
327	0.76	0.24	0	0.14	0.16
328	1	0	0	0.14	0.16
329	1	0	0	0.14	0.16
330	1	2.7e-05	0	0.14	0.16
331	1	0.00053	0	0.14	0.16
332	8.5e-06	1	1	0.016	0.11
333	0.0029	1	1	0.016	0.11
334	1	0	0	0.14	0.16
335	1	0.0041	0	0.14	0.16
336	0.002	1	1	0.016	0.11
337	1	0	0	0.14	0.16
338	1	0	0	0.14	0.16
339	1	0	0	0.14	0.16
340	0.00025	1	1	0.016	0.11
341	1	0	0	0.14	0.16
342	1	0	0	0.14	0.16
343	1	0	0	0.14	0.16
344	1	2.7e-05	0	0.14	0.16
345	1	1.4e-05	0	0.14	0.16
346	0	1	1	0.016	0.11
347	1	0	0	0.14	0.16
348	0	1	1	0.016	0.11
349	0.16	0.84	1	0.016	0.11
350	1	0	0	0.14	0.16
351	1	0	0	0.14	0.16
352	0	1	1	0.016	0.11
353	0	1	1	0.016	0.11
354	1	0	0	0.14	0.16
355	1.7e-05	1	1	0.016	0.11
356	9.9e-06	1	1	0.016	0.11
357	0.082	0.92	1	0.016	0.11
358	1	0	0	0.14	0.16
359	1	0	0	0.14	0.16
360	0	1	1	0.016	0.11
361	1	0	0	0.14	0.16
362	1	0	0	0.14	0.16
363	0	1	1	0.016	0.11
364	6.5e-05	1	1	0.016	0.11
365	1	0	0	0.14	0.16
366	0.62	0.38	0	0.14	0.16
367	0.00012	1	1	0.016	0.11
368	1	0	0	0.14	0.16
369	1	0	0	0.14	0.16
370	0.0014	1	1	0.016	0.11
371	1	0	0	0.14	0.16
372	1	0	0	0.14	0.16
373	1	0	0	0.14	0.16
374	0	1	1	0.016	0.11
375	1	0	0	0.14	0.16
376	0	1	1	0.016	0.11
377	1	0	0	0.14	0.16
378	1	0	0	0.14	0.16
379	2e-05	1	1	0.016	0.11
380	1	0	0	0.14	0.16
381	0	1	1	0.016	0.11
382	1	0	0	0.14	0.16
383	0	1	1	0.016	0.11
384	1	0	0	0.14	0.16
385	1	0	0	0.14	0.16
386	1	0	0	0.14	0.16
387	0	1	1	0.016	0.11
388	1	0	0	0.14	0.16
389	0.0024	1	1	0.016	0.11
390	1	0	0	0.14	0.16
391	1	0	0	0.14	0.16
392	1	0	0	0.14	0.16
393	1	0	0	0.14	0.16
394	1	0	0	0.14	0.16
395	0	1	1	0.016	0.11
396	0.00036	1	1	0.016	0.11
397	1	2.1e-05	0	0.14	0.16
398	4.2e-06	1	1	0.016	0.11
399	1	0	0	0.14	0.16
400	1	0	0	0.14	0.16
401	1	0	0	0.14	0.16
402	1	0	0	0.14	0.16
403	0	1	1	0.016	0.11
404	1	0	0	0.14	0.16
405	0.99	0.0051	0	0.14	0.16
406	1	0	0	0.14	0.16
407	1	0	0	0.14	0.16
408	1	0	0	0.14	0.16
409	1	0	0	0.14	0.16
410	0	1	1	0.016	0.11
411	1	0	0	0.14	0.16
412	0	1	1	0.016	0.11
413	1	0	0	0.14	0.16
414	1	0	0	0.14	0.16
415	0.93	0.074	0	0.14	0.16
416	1	0	0	0.14	0.16
417	2.3e-05	1	1	0.016	0.11
418	1	0	0	0.14	0.16
419	1	0.0011	0	0.14	0.16
420	0.0015	1	1	0.016	0.11
421	1	2.9e-05	0	0.14	0.16
422	0.43	0.57	1	0.016	0.11
423	1	0	0	0.14	0.16
424	1	0	0	0.14	0.16
425	1	0	0	0.14	0.16
426	0	1	1	0.016	0.11
427	0	1	1	0.016	0.11
428	0	1	1	0.016	0.11
429	1	4.7e-05	0	0.14	0.16
430	1	0	0	0.14	0.16
431	0	1	1	0.016	0.11
432	0	1	1	0.016	0.11
433	1	0	0	0.14	0.16
434	1	0	0	0.14	0.16
435	1	0	0	0.14	0.16
436	1	0	0	0.14	0.16
437	0	1	1	0.016	0.11
438	1	0	0	0.14	0.16
439	0.12	0.88	1	0.016	0.11
440	0	1	1	0.016	0.11
441	0	1	1	0.016	0.11
442	0	1	1	0.016	0.11
443	0	1	1	0.016	0.11
444	7.1e-05	1	1	0.016	0.11
445	0	1	1	0.016	0.11
446	0.0061	0.99	1	0.016	0.11
447	1.2e-05	1	1	0.016	0.11
448	1	0.00077	0	0.14	0.16
449	1	0	0	0.14	0.16
450	1	0	0	0.14	0.16
451	0.0054	0.99	1	0.016	0.11
452	1	0	0	0.14	0.16
453	0	1	1	0.016	0.11
454	1	0	0	0.14	0.16
455	1	0	0	0.14	0.16
456	1	0	0	0.14	0.16
457	1	0	0	0.14	0.16
458	0	1	1	0.016	0.11
459	0.002	1	1	0.016	0.11
460	0	1	1	0.016	0.11
461	1	0	0	0.14	0.16
462	1	0	0	0.14	0.16
463	1	0	0	0.14	0.16
464	1	0	0	0.14	0.16
465	1	0	0	0.14	0.16
466	0	1	1	0.016	0.11
467	1	0	0	0.14	0.16
468	1	0	0	0.14	0.16
469	0	1	1	0.016	0.11
470	0	1	1	0.016	0.11
471	0	1	1	0.016	0.11
472	1	0	0	0.14	0.16
473	5.1e-06	1	1	0.016	0.11
474	0	1	1	0.016	0.11
475	0.98	0.018	0	0.14	0.16
476	0.051	0.95	1	0.016	0.11
477	1	0	0	0.14	0.16
478	1	0	0	0.14	0.16
479	0.00031	1	1	0.016	0.11
480	0	1	1	0.016	0.11
481	0	1	1	0.016	0.11
482	2.6e-05	1	1	0.016	0.11
483	1	0	0	0.14	0.16
484	1	0.00043	0	0.14	0.16
485	0.18	0.82	1	0.016	0.11
486	0	1	1	0.016	0.11
487	0.008	0.99	1	0.016	0.11
488	0.034	0.97	1	0.016	0.11
489	0	1	1	0.016	0.11
490	0	1	1	0.016	0.11
491	1	0	0	0.14	0.16
492	0	1	1	0.016	0.11
493	1	0	0	0.14	0.16
494	1	0	0	0.14	0.16
495	1	0	0	0.14	0.16
496	0.71	0.29	0	0.14	0.16
497	0.0073	0.99	1	0.016	0.11
498	1	0	0	0.14	0.16
499	2e-05	1	1	0.016	0.11
500	0	1	1	0.016	0.11
501	1	5.9e-05	0	0.14	0.16
502	0	1	1	0.016	0.11
503	1	0	0	0.14	0.16
504	1	0	0	0.14	0.16
505	0.0008	1	1	0.016	0.11
506	1	0	0	0.14	0.16
507	0	1	1	0.016	0.11
508	1	0.00074	0	0.14	0.16
509	0.15	0.85	1	0.016	0.11
510	0	1	1	0.016	0.11
511	0	1	1	0.016	0.11
512	1	4.1e-05	0	0.14	0.16
513	1	0	0	0.14	0.16
514	1	0	0	0.14	0.16
515	0	1	1	0.016	0.11
516	1	0	0	0.14	0.16
517	1	0	0	0.14	0.16
518	0	1	1	0.016	0.11
519	1	0.0037	0	0.14	0.16
520	0	1	1	0.016	0.11
521	0.21	0.79	1	0.016	0.11
522	1	0	0	0.14	0.16
523	2.1e-06	1	1	0.016	0.11
524	1	0	0	0.14	0.16
525	1	0	0	0.14	0.16
526	1	0	0	0.14	0.16
527	0	1	1	0.016	0.11
528	1	0	0	0.14	0.16
529	1	8.3e-06	0	0.14	0.16
530	1	0	0	0.14	0.16
531	5e-05	1	1	0.016	0.11
532	0.78	0.22	0	0.14	0.16
533	1	0.0013	0	0.14	0.16
534	0.98	0.023	0	0.14	0.16
535	1	1.4e-05	0	0.14	0.16
536	0.44	0.56	1	0.016	0.11
537	1	0	0	0.14	0.16
538	0	1	1	0.016	0.11
539	0.00018	1	1	0.016	0.11
540	0	1	1	0.016	0.11
541	1	0	0	0.14	0.16
542	1	0	0	0.14	0.16
543	0	1	1	0.016	0.11
544	1	0	0	0.14	0.16
545	1	0	0	0.14	0.16
546	0	1	1	0.016	0.11
547	1	0	0	0.14	0.16
548	1	0	0	0.14	0.16
549	1	0	0	0.14	0.16
550	1	0	0	0.14	0.16
551	1	0	0	0.14	0.16
552	1	0	0	0.14	0.16
553	1	0	0	0.14	0.16
554	0	1	1	0.016	0.11
555	0	1	1	0.016	0.11
556	1	0	0	0.14	0.16
557	1	0	0	0.14	0.16
558	1	0	0	0.14	0.16
559	1	0	0	0.14	0.16
560	0	1	1	0.016	0.11
561	1	0	0	0.14	0.16
562	1	0	0	0.14	0.16
563	1	0	0	0.14	0.16
564	1	0	0	0.14	0.16
565	1	0	0	0.14	0.16
566	1	0	0	0.14	0.16
567	1	0	0	0.14	0.16
568	0.0033	1	1	0.016	0.11
569	1	0	0	0.14	0.16
570	1	0	0	0.14	0.16
571	1	0	0	0.14	0.16
572	0.99	0.013	0	0.14	0.16
573	1	0	0	0.14	0.16
574	1	0	0	0.14	0.16
575	1	0	0	0.14	0.16
576	0.00018	1	1	0.016	0.11
577	1	0	0	0.14	0.16
578	1	0	0	0.14	0.16
579	0	1	1	0.016	0.11
580	0	1	1	0.016	0.11
581	1	0	0	0.14	0.16
582	0	1	1	0.016	0.11
583	1	0	0	0.14	0.16
584	1	0	0	0.14	0.16
585	1	0	0	0.14	0.16
586	1	0	0	0.14	0.16
587	1	5.6e-05	0	0.14	0.16
588	0	1	1	0.016	0.11
589	0	1	1	0.016	0.11
590	0	1	1	0.016	0.11
591	0.94	0.058	0	0.14	0.16
592	1	0.00011	0	0.14	0.16
593	1	0	0	0.14	0.16
594	1	0.003	0	0.14	0.16
595	1	0	0	0.14	0.16
596	1	0	0	0.14	0.16
597	1	0	0	0.14	0.16
598	1	0	0	0.14	0.16
599	1	0	0	0.14	0.16
600	0	1	1	0.016	0.11
601	0	1	1	0.016	0.11
602	0.93	0.074	0	0.14	0.16
603	0	1	1	0.016	0.11
604	0.97	0.032	0	0.14	0.16
605	1	0.00088	0	0.14	0.16
606	0	1	1	0.016	0.11
607	0.95	0.054	0	0.14	0.16
608	1	0	0	0.14	0.16
609	0.00014	1	1	0.016	0.11
610	1	0	0	0.14	0.16
611	1	0	0	0.14	0.16
612	1	0	0	0.14	0.16
613	1	7.6e-05	0	0.14	0.16
614	0	1	1	0.016	0.11
615	0	1	1	0.016	0.11
616	1	0	0	0.14	0.16
617	0.0098	0.99	1	0.016	0.11
618	1	0	0	0.14	0.16
619	1	0.0049	0	0.14	0.16
620	0.095	0.9	1	0.016	0.11
621	0.33	0.67	1	0.016	0.11
622	0	1	1	0.016	0.11
623	0	1	1	0.016	0.11
624	1	0	0	0.14	0.16
625	0.99	0.013	0	0.14	0.16
626	1	5.5e-06	0	0.14	0.16
627	1	0	0	0.14	0.16
628	0	1	1	0.016	0.11
629	1	0	0	0.14	0.16
630	0.5	0.5	1	0.016	0.11
631	0	1	1	0.016	0.11
632	0	1	1	0.016	0.11
633	1	0	0	0.14	0.16
634	1	0	0	0.14	0.16
635	0.92	0.083	0	0.14	0.16
636	0.0021	1	1	0.016	0.11
637	1	0	0	0.14	0.16
638	1	0.0016	0	0.14	0.16
639	1	0	0	0.14	0.16
640	1	0	0	0.14	0.16
641	0	1	1	0.016	0.11
642	0	1	1	0.016	0.11
643	1	1.8e-05	0	0.14	0.16
644	1	0	0	0.14	0.16
645	0.86	0.14	0	0.14	0.16
646	0	1	1	0.016	0.11
647	1	0	0	0.14	0.16
648	0	1	1	0.016	0.11
649	1	0	0	0.14	0.16
650	0.99	0.006	0	0.14	0.16
651	1	0.0013	0	0.14	0.16
652	1	0.0039	0	0.14	0.16
653	0.73	0.27	0	0.14	0.16
654	0.88	0.12	0	0.14	0.16
655	4.1e-05	1	1	0.016	0.11
656	0.47	0.53	1	0.016	0.11
657	1	1.1e-05	0	0.14	0.16
658	0.48	0.52	1	0.016	0.11
659	0.076	0.92	1	0.016	0.11
660	0.046	0.95	1	0.016	0.11
661	0.46	0.54	1	0.016	0.11
662	1	6.8e-06	0	0.14	0.16
663	0	1	1	0.016	0.11
664	0	1	1	0.016	0.11
665	1	0	0	0.14	0.16
666	1	0	0	0.14	0.16
667	1	4.1e-06	0	0.14	0.16
668	1	0	0	0.14	0.16
669	1	0	0	0.14	0.16
670	3.8e-06	1	1	0.016	0.11
671	1	0	0	0.14	0.16
672	0	1	1	0.016	0.11
673	6.5e-05	1	1	0.016	0.11
674	0.99	0.012	0	0.14	0.16
675	0	1	1	0.016	0.11
676	1	0	0	0.14	0.16
677	5e-06	1	1	0.016	0.11
678	1	0	0	0.14	0.16
679	0.079	0.92	1	0.016	0.11
680	1	0	0	0.14	0.16
681	1	0	0	0.14	0.16
682	1	0	0	0.14	0.16
683	1	0	0	0.14	0.16
684	0	1	1	0.016	0.11
685	1	0	0	0.14	0.16
686	2.1e-06	1	1	0.016	0.11
687	0	1	1	0.016	0.11
688	1	0	0	0.14	0.16
689	1	0	0	0.14	0.16
690	1	0	0	0.14	0.16
691	0	1	1	0.016	0.11
692	0	1	1	0.016	0.11
693	1	0	0	0.14	0.16
694	1	0	0	0.14	0.16
695	1	0	0	0.14	0.16
696	2.4e-06	1	1	0.016	0.11
697	1	0	0	0.14	0.16
698	0	1	1	0.016	0.11
699	1	2.5e-06	0	0.14	0.16
700	0.0004	1	1	0.016	0.11
701	1	0	0	0.14	0.16
702	0	1	1	0.016	0.11
703	1	0	0	0.14	0.16
704	0.00053	1	1	0.016	0.11
705	1	0	0	0.14	0.16
706	1	0	0	0.14	0.16
707	0	1	1	0.016	0.11
708	0	1	1	0.016	0.11
709	0	1	1	0.016	0.11
710	0	1	1	0.016	0.11
711	1.1e-05	1	1	0.016	0.11
712	1	0	0	0.14	0.16
713	0	1	1	0.016	0.11
714	0	1	1	0.016	0.11
715	1	0	0	0.14	0.16
716	0	1	1	0.016	0.11
717	1	0	0	0.14	0.16
718	1	0.00055	0	0.14	0.16
719	1	0	0	0.14	0.16
720	0	1	1	0.016	0.11
721	0.71	0.29	0	0.14	0.16
722	1	0	0	0.14	0.16
723	0.68	0.32	0	0.14	0.16
724	0.012	0.99	1	0.016	0.11
725	1	0	0	0.14	0.16
726	1	0	0	0.14	0.16
727	1	0	0	0.14	0.16
728	1	0	0	0.14	0.16
729	0.95	0.045	0	0.14	0.16
730	1	0	0	0.14	0.16
731	0.48	0.52	1	0.016	0.11
732	0	1	1	0.016	0.11
733	1	0	0	0.14	0.16
734	1	0	0	0.14	0.16
735	2.4e-06	1	1	0.016	0.11
736	1	0	0	0.14	0.16
737	0	1	1	0.016	0.11
738	0.00011	1	1	0.016	0.11
739	1	0	0	0.14	0.16
740	1	0	0	0.14	0.16
741	1	0	0	0.14	0.16
742	1	0	0	0.14	0.16
743	1	0	0	0.14	0.16
744	0	1	1	0.016	0.11
745	1	0	0	0.14	0.16
746	1	0	0	0.14	0.16
747	0.9	0.099	0	0.14	0.16
748	0	1	1	0.016	0.11
749	0.23	0.77	1	0.016	0.11
750	1	0	0	0.14	0.16
751	2.2e-05	1	1	0.016	0.11
752	1	0	0	0.14	0.16
753	1	0.00013	0	0.14	0.16
754	0	1	1	0.016	0.11
755	1	0	0	0.14	0.16
756	0	1	1	0.016	0.11
757	1	0	0	0.14	0.16
758	0	1	1	0.016	0.11
759	1	0	0	0.14	0.16
760	1	0	0	0.14	0.16
761	1	0	0	0.14	0.16
762	0.0006	1	1	0.016	0.11
763	1	0	0	0.14	0.16
764	1	0	0	0.14	0.16
765	1	0	0	0.14	0.16
766	1	0	0	0.14	0.16
767	1	0	0	0.14	0.16
768	0	1	1	0.016	0.11
769	1	0	0	0.14	0.16
770	1	0	0	0.14	0.16
771	1	0	0	0.14	0.16
772	1	0	0	0.14	0.16
773	1	0	0	0.14	0.16
774	1	0	0	0.14	0.16
775	1	0	0	0.14	0.16
776	3.6e-05	1	1	0.016	0.11
777	1	0	0	0.14	0.16
778	1	0	0	0.14	0.16
779	1	0.00013	0	0.14	0.16
780	0	1	1	0.016	0.11
781	1	0	0	0.14	0.16
782	0	1	1	0.016	0.11
783	0	1	1	0.016	0.11
784	1	0	0	0.14	0.16
785	1	8.9e-05	0	0.14	0.16
786	1	0	0	0.14	0.16
787	1	0	0	0.14	0.16
788	1	0	0	0.14	0.16
789	0	1	1	0.016	0.11
790	1	0	0	0.14	0.16
791	0	1	1	0.016	0.11
792	6.7e-06	1	1	0.016	0.11
793	1	0	0	0.14	0.16
794	1	0	0	0.14	0.16
795	1	0	0	0.14	0.16
796	1	0	0	0.14	0.16
797	0	1	1	0.016	0.11
798	1	0	0	0.14	0.16
799	0.6	0.4	0	0.14	0.16
800	1.2e-05	1	1	0.016	0.11
801	1	0	0	0.14	0.16
802	1	0	0	0.14	0.16
803	1	0	0	0.14	0.16
804	0	1	1	0.016	0.11
805	1	0	0	0.14	0.16
806	0	1	1	0.016	0.11
