SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
114	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	9	0.55	0.039
115	0	0	1	0	0	0	0	0	0	0	0	0	0	2.8e-06	0	0	0	0	0	2	0.05	0.23
116	0	0	0.0019	0	0	0	0	0	0	0	2.6e-05	0.5	0	0	0	0	0	0.5	0	11	0	0.23
117	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5e-06	0	0	1	0.15	0
118	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0.00071	0	0	1	18	0.49	0
119	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0.05	0.52
120	0	0.00015	0	0	0	0	0	0	0	0.0083	0	0	0	0	0	0.0083	4.4e-06	0	0.98	18	0.49	0
121	0	0	0	0	0	0	0	0	0	0.068	0	0	0	0	0	0.068	0	0	0.86	18	0.49	0
122	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.23
123	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	9	0.55	0.039
124	0	0	0	0.63	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	3	0.45	0.27
125	0	4e-05	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0.014	0	0	0.97	18	0.49	0
126	0	0	1.7e-05	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0.73	0	17	0	0.27
127	0	0	0	0	0	0	4.2e-06	0	0	0.00075	0	0	0	0	0	0.00075	0	0	1	18	0.49	0
128	0	2.1e-06	0	8.5e-06	0	0	0	1.7e-06	0	0.08	0	0	0	0	0	0.08	0	0	0.84	18	0.49	0
129	0.14	0	0	0.011	0.064	0.078	3.9e-05	0.7	0	0	0	0	0	0	0.0026	0	0	0	0	7	0.55	0.35
130	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0.012	0	0	0.98	18	0.49	0
131	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.23
132	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.23
133	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.23
134	0.019	0	0	0.35	0.026	0.031	0	0.58	0	0	0	0	0	0	8.3e-05	0	0	0	0	7	0.55	0.35
135	0.013	0	0	0.21	0.058	0.07	3e-05	0.65	0	0	0	0	0	0	0.00023	0	0	0	0	7	0.55	0.35
136	0.2	0	0	0.00047	0.031	0.037	0	0.73	0	0	0	0	0	0	0.0005	0	0	0	0	7	0.55	0.35
137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0.42
138	0.0044	0	0	0.2	0.09	0.11	0.00069	0.59	0	0	0	0	0	0	0.00024	0	0	0	0	7	0.55	0.35
139	0	0	0	0	0	0	0	0	0	1.8e-06	0	0	0	0	0	1.8e-06	0	0	1	18	0.49	0
140	0.47	0	0	0.0034	0.022	0.026	0	0.47	0	0	0	0	0	0	0.0022	0	0	0	0	0	0.55	0.42
141	0.28	0	0	0.00078	0.082	0.099	0.00049	0.52	0	0	0	0	0	0	0.016	0	0	0	0	7	0.55	0.35
142	0.021	0	0	0.0001	0.1	0.12	0	0.75	0	0	0	0	0	0	0.00041	0	0	0	0	7	0.55	0.35
143	0	0	0.035	0	0	0	0	0	0	0	0.18	0.15	0	0.0017	0	0	0	0.64	0	17	0	0.27
144	0	0	0.0036	0	0	0	0	0	0	0	1.8e-06	0.65	0	0	0	0	0	0.35	0	11	0	0.23
145	3.1e-05	0	0	0.87	0.0035	0.0043	0	0.12	0	0	0	0	0	0	0	0	0	0	0	3	0.45	0.27
146	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	9	0.55	0.039
147	0	0	0	0	0	0	0	0	0	2.2e-06	0	0	0	0	0	2.2e-06	0	0	1	18	0.49	0
148	0	0	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0.0074	0	0	0.99	18	0.49	0
149	0.0032	0	0	0.69	0.011	0.013	0	0.28	0	0	0	0	0	0	1e-05	0	0	0	0	3	0.45	0.27
150	2.5e-06	0.021	0	0.00059	1e-05	1.2e-05	0	9.9e-05	0	0.061	0	0	0	0	0	0.061	0.0047	0	0.85	18	0.49	0
151	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.23
152	0	0	0	1.3e-05	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	9	0.55	0.039
153	0.027	0	0	0.022	0.15	0.19	0.007	0.6	0	0	0	0	0	0	0.0041	0	0	0	0	7	0.55	0.35
154	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.23
155	0	0	0.043	0	0	0	0	0	0	0	0.36	0.12	0	0.025	0	0	0	0.46	0	17	0	0.27
156	0.014	0	0	0.00014	0.26	0.31	0.058	0.35	0	0	0	0	0	0	0.013	0	0	0	0	7	0.55	0.35
