SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
55	0	0	0	0	0	0.26	0	0.21	0	0	0.17	0.098	0.26	0	0.00024	0	0	0	0	5	0.1	0.093	0.11	0.083
56	0	0	0	0	0	0.012	0	0.86	0	0	0.11	0.00051	0.023	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
57	0	0.00013	0	0	0.14	0	0.00098	0	0	0	0	0	0	0.86	0	0	0	0	0	13	0.078	0	0	0
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.011	0.12	0.11	0.15
59	0	0	0	0	0	0.018	0	0.78	0	0	0.0063	0.013	0.18	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
60	0	0	0	0	0	0.012	0	0.18	0	0	0.015	0.049	0.75	0	0.0001	0	0	0	0	12	0.067	0.12	0.11	0.15
61	0	0	0	0	0	0.014	0	0.14	0	0	0.00066	0.18	0.66	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
62	0	0	0	0	0	0.0024	0	0.94	0	0	0.023	0.00029	0.033	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
63	0	0	0	0	0	0.032	0	0.66	0	0	0.033	0.018	0.25	0	0.00021	0	0	0	0	7	0.1	0.12	0.11	0.15
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	16	0	0	0.073	0
65	0	0	0.0002	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0.067	0	0
66	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0.067	0	0
67	0	0	0	0	0	0.23	0	0.47	0	0	0.2	0.021	0.069	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
68	0	0	0	0	0	0.14	0	0.34	0	0	0.42	0.017	0.079	0	1.2e-05	0	0	0	0	10	0.1	0.08	0.098	0.15
69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0.067	0	0
70	0	0	0	0	0	0.0025	0	0.83	0	0	0.0004	0.016	0.15	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
71	0	0	0	0	0	0.045	0	0.89	0	0	0.0024	0.012	0.051	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
72	0	0	0	0	0	0.00097	0	0.94	0	0	0.0008	0.0018	0.052	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.067	0	0.012	0.15
74	0	0	0	0	0	0.26	0	0.53	0	0	0.089	0.025	0.1	0	2.6e-06	0	0	0	0	7	0.1	0.12	0.11	0.15
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	16	0	0	0.073	0
76	0	2.2e-05	0	0	0.48	0	0.00018	0	0	0	0	0	0	0.52	0	0	0	0	0	13	0.078	0	0	0
77	0	0	0	0	0	0.088	0	0.81	0	0	0.046	0.0088	0.043	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
78	0	0	0	0	0	0.0044	0	0.91	0	0	0.0065	0.0033	0.08	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	16	0	0	0.073	0
80	0	0	0	0	0	0.043	0	0.12	0	0	0.074	0.091	0.67	0	0.00063	0	0	0	0	12	0.067	0.12	0.11	0.15
81	0	0	0	0	0	0.73	0	0.13	0	0	0.099	0.017	0.023	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
82	0	0.99	0	0	0	2e-05	0	0.00052	0	0	0.0013	2.5e-05	0.0011	0	0.01	0	0	0	0	1	0.067	0	0.012	0.15
83	0	0	0	0	0	0.24	0	0.41	0	0	0.1	0.08	0.17	0	0.0019	0	0	0	0	7	0.1	0.12	0.11	0.15
84	0	0	0	0	0	0.0052	0	0.34	0	0	0.015	0.033	0.61	0	2.8e-05	0	0	0	0	12	0.067	0.12	0.11	0.15
85	0	0	0	0	0	0.037	0	0.82	0	0	0.00034	0.052	0.088	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
86	0	0	0	0	0	0.0098	0	0.92	0	0	0.0011	0.016	0.054	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
87	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
88	0	0	0	0	0	0	0	0.00043	0	0	1.5e-05	0.00023	0.0071	0	0.99	0	0	0	0	14	0.011	0.12	0.11	0.15
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.011	0.12	0.11	0.15
90	0	0	0	0	0	0.14	0	0.78	0	0	0.055	0.0048	0.021	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
91	0	0	0	0	0	0.00066	0	0.29	0	0	0.00017	0.053	0.66	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
92	0	0	0	0	0	0.19	0	0.47	0	0	0.037	0.067	0.23	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
93	0	0.00063	0	0	0.41	0	0.0094	0	0	0	0	0	0	0.58	0	0	0	0	0	13	0.078	0	0	0
94	0	0	0	0	0	0.53	0	0.0035	0	0	0.45	0.0094	0.0053	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
95	0	0	0	0	0.074	0	0.0001	0	0	0	0	0	0	0.93	0	0	0	0	0	13	0.078	0	0	0
96	0	0	0	0	0	0.23	0	0.098	0	0	0.062	0.2	0.4	0	0.0014	0	0	0	0	12	0.067	0.12	0.11	0.15
97	0	0	0	0	0.34	0	0.00054	0	0	0	0	0	0	0.66	0	0	0	0	0	13	0.078	0	0	0
98	0	0	0	0	0	0.2	0	0.77	0	0	0.0044	0.0074	0.017	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
99	0	0	0	0	0	0.017	0	0.2	0	0	0.13	0.043	0.61	0	1.5e-05	0	0	0	0	12	0.067	0.12	0.11	0.15
100	0	0	0	0	0	0.00017	0	0.00048	0	0	3.5e-05	0.0016	0.0057	0	0.99	0	0	0	0	14	0.011	0.12	0.11	0.15
101	0	0	0	0	0	0.38	0	0.11	0	0	0.19	0.1	0.17	0	0.036	0	0	0	0	5	0.1	0.093	0.11	0.083
102	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.04	0	0.067
103	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.1
104	0	0	0	0	0	0.052	0	0.62	0	0	0.21	0.0086	0.11	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
105	0	0	0	0	0	0.00039	0	0.48	0	0	0.042	0.0028	0.47	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
106	0	0	0	0	0	0.028	0	0.23	0	0	0.73	0.00045	0.011	0	0	0	0	0	0	10	0.1	0.08	0.098	0.15
107	0	0	0	0	0	0.22	0	0.072	0	0	0.62	0.018	0.065	0	0	0	0	0	0	10	0.1	0.08	0.098	0.15
108	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0.89	0.094
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	16	0	0	0.073	0
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	16	0	0	0.073	0
112	0	0	0	0	0	0.0097	0	0.38	0	0	0.019	0.03	0.54	0	0.02	0	0	0	0	12	0.067	0.12	0.11	0.15
113	0	0	0	0	0.16	0	2.9e-05	0	0	0	0	0	0	0.84	0	0	0	0	0	13	0.078	0	0	0
114	0	0	0	0	0	0.27	0	0.64	0	0	0.0018	0.035	0.056	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
115	0	0	0	0	0	0.0061	0	0.74	0	0	0.0014	0.033	0.22	0	0.00067	0	0	0	0	7	0.1	0.12	0.11	0.15
116	0	0	0	0	0	3.8e-06	0	1	0	0	0	9.4e-05	0.0012	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
117	0	0	0	0	0	0.057	0	0.03	0	0	0.89	0.0028	0.024	0	0	0	0	0	0	10	0.1	0.08	0.098	0.15
118	0	0	0	0	0	0.00011	0	0.002	0	0	4.6e-05	0.0014	0.011	0	0.99	0	0	0	0	14	0.011	0.12	0.11	0.15
119	0	0	0	0	0	0	0	0	0	0	0	2.5e-06	3.2e-05	0	1	0	0	0	0	14	0.011	0.12	0.11	0.15
120	0	0	0	0	0	0.1	0	0.52	0	0	0.02	0.09	0.27	0	0.00019	0	0	0	0	7	0.1	0.12	0.11	0.15
121	0	0	0	0	0	0.0052	0	0.13	0	0	0.028	0.019	0.82	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.011	0.12	0.11	0.15
123	0	0	0	0	0	0.45	0	0.23	0	0	0.22	0.023	0.069	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
124	0	0	0	0	0	0.0026	0	0.99	0	0	0.00054	0.00055	0.0058	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0.067	0	0
126	0	2.1e-06	0	0	0.13	0	0.0007	0	0	0	0	0	0	0.87	0	0	0	0	0	13	0.078	0	0	0
127	0	0	0	0	0	0.002	0	0.19	0	0	0.015	0.016	0.77	0	0.00086	0	0	0	0	12	0.067	0.12	0.11	0.15
128	0	0	0	0	0	0.76	0	0.14	0	0	0.072	0.012	0.02	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
129	0	0	0	0	0	0.32	0	0.043	0	0	0.62	0.0021	0.013	0	0	0	0	0	0	10	0.1	0.08	0.098	0.15
130	0	0	0	0	0.23	0	0.00076	0	0	0	0	0	0	0.76	0	0	0	0	0	13	0.078	0	0	0
131	0	0.00078	0	0	0.55	0	0.023	0	0	0	0	0	0	0.43	0	0	0	0	0	4	0.1	0	0	0
132	0	0	0	0	0	0.063	0	0.21	0	0	0.39	0.021	0.31	0	2.2e-05	0	0	0	0	10	0.1	0.08	0.098	0.15
133	0	0	0	0	0.1	0	0.00014	0.66	0	0	0	0	0.076	0.16	0	0	0	0	0	7	0.1	0.12	0.11	0.15
134	0	0	0	0	0	0.35	0	0.27	0	0	0.015	0.1	0.26	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
135	0	0	0	0	0	0.18	0	0.19	0	0	0.38	0.025	0.23	0	0.0034	0	0	0	0	10	0.1	0.08	0.098	0.15
136	0	0	0	0	0	0.04	0	0.13	0	0	0.0016	0.17	0.66	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
137	0	0	0	0	0	0	0	0.99	0	0	0	0	0.0055	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
138	0	0	0	0	0	0.092	0	0.86	0	0	0.04	0.0011	0.011	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
139	0	0	0	0	0.23	0	0.00062	0.00014	0	0	0	0.00031	6e-05	0.77	0	0	0	0	0	13	0.078	0	0	0
140	0	0	0	0	0	0.044	0	0.77	0	0	0.0087	0.035	0.14	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
141	0	0	0	0	0	0.45	0	0.25	0	0	0.035	0.14	0.12	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
142	0	0	0	0	0	0.6	0	0.1	0	0	0.2	0.039	0.061	0	9.1e-06	0	0	0	0	5	0.1	0.093	0.11	0.083
143	0	0	0	0	0	0.61	0	0.22	0	0	0.13	0.019	0.023	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
144	0	0	0	0	0	0.0025	0	0.036	0	0	0.00095	0.18	0.77	0	0.013	0	0	0	0	12	0.067	0.12	0.11	0.15
145	0	0	0	0	0	0.11	0	0.37	0	0	0.24	0.046	0.24	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
146	0	0	0	0	0	0.25	0	0.11	0	0	0.085	0.22	0.34	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
147	0	0	0	0	0	0.031	0	0.8	0	0	0.0069	0.026	0.14	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
148	0	0	0	0	0	0.00041	0	0.024	0	0	0.0018	0.021	0.65	0	0.3	0	0	0	0	12	0.067	0.12	0.11	0.15
149	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
150	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.067	0	0.012	0.15
151	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	13	0.078	0	0	0
152	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.1	0.013	0	0
153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.067	0	0.012	0.15
154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
155	0	0	0	0	0	0	0	1	0	0	0	0	1.3e-05	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
156	0	0	0	0	0	0.32	0	0.24	0	0	0.24	0.027	0.17	0	0.0035	0	0	0	0	5	0.1	0.093	0.11	0.083
157	0	0	0	0	0	0.054	0	0.75	0	0	0.011	0.035	0.16	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
158	0	0	0	0	0	0.12	0	0.52	0	0	0.29	0.0076	0.059	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
159	0	0.0043	0.017	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.1
160	0	0	0	0	0.99	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	4	0.1	0	0	0
161	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
163	0	0	0	0	0	0.0032	0	0.74	0	0	0.0041	0.0068	0.25	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
164	0	0	0	0	0	0	0	4e-05	0	0	0	0	0.00043	0	0.063	0	0.47	0	0.47	16	0	0	0.073	0
165	0	0	0	0	0	0	0	1	0	0	0	0	1.3e-05	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
166	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0.067	0	0
167	0	0	0	0	0	0.0083	0	0.51	0	0	0.27	0.0048	0.21	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
168	0	0	0	0	0.18	0	2.6e-06	0	0	0	0	0	0	0.82	0	0	0	0	0	13	0.078	0	0	0
169	0	0	0	0	0	0.0048	0	0.66	0	0	0.18	0.0026	0.16	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
170	0	0	0	0	0	0.0008	0	0.59	0	0	0.0044	0.0075	0.4	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
171	0	0	0	0	0	0.028	0	0.95	0	0	0.011	0.00062	0.0092	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
172	0	0	0	0	0	0.84	0	0.063	0	0	0.081	0.011	0.0058	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
173	0	0	0	0	0	0.48	0	0.5	0	0	0.017	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
174	0	0	0	0	0	0.078	0	0.92	0	0	0.005	5e-06	1.6e-05	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.011	0.12	0.11	0.15
176	0	0	0	0	0	6.3e-05	0	0.89	0	0	0.0041	3e-05	0.00011	0	0.11	0	0	0	0	7	0.1	0.12	0.11	0.15
177	0	0	0	0	0	0.052	0	0.87	0	0	0.027	0.0094	0.043	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
178	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.04	0	0.067
179	0	0	0	0	0	0.23	0	0.47	0	0	0.31	0.00034	0.0008	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
180	0	0	0	0	0.26	0	0.00016	4.2e-06	0	0	0	0	0	0.74	0	0	0	0	0	13	0.078	0	0	0
181	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0.016	0	0	0	0	7	0.1	0.12	0.11	0.15
182	0	1.2e-05	4.5e-05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.1
183	0	0	0	0	0	0	0	0.49	0	0	0	0	0.51	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
184	0	0	0	0	0	0.036	0	0.66	0	0	0.019	0.0036	0.028	0	0.26	0	0	0	0	7	0.1	0.12	0.11	0.15
185	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
186	0	0	0	0	0	0.0032	0	0.4	0	0	0.00024	0.045	0.55	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
187	0	0	0	0	0	0.063	0	0.21	0	0	0.67	0.0051	0.06	0	0	0	0	0	0	10	0.1	0.08	0.098	0.15
188	0	0	0	0	0	0.85	0	0.018	0	0	0.12	0.0046	0.0028	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
189	0	0	0	0	0	0.5	0	0.36	0	0	0.022	0.062	0.053	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
190	0	0	0	0	0	0.29	0	0.55	0	0	0.0053	0.077	0.083	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
191	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
192	0	0	0	0	0	0.5	0	0.06	0	0	0.29	0.041	0.11	0	0	0	0	0	0	5	0.1	0.093	0.11	0.083
193	0	0	0	0	0	0.17	0	0.24	0	0	0.038	0.12	0.43	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
194	0	0	0	0	0.49	0	0.00053	0	0	0	0	0	0	0.51	0	0	0	0	0	13	0.078	0	0	0
195	0	0	0	0	0	0.089	0	0.32	0	0	0.49	0.01	0.092	0	4.1e-05	0	0	0	0	10	0.1	0.08	0.098	0.15
196	0	0	0	0	0	0.034	0	0.39	0	0	0.008	0.12	0.45	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	16	0	0	0.073	0
198	0	0	0	0	0	0.17	0	0.55	0	0	0.054	0.048	0.18	0	3.5e-06	0	0	0	0	7	0.1	0.12	0.11	0.15
199	0	0	0	0	0	9.4e-05	0	0.99	0	0	0.00041	0.00012	0.013	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
200	0	0	0	0	0	0.19	0	0.67	0	0	0.021	0.04	0.075	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
201	0	0	0.00079	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0.067	0	0
202	0	0	0	0	0	0.0015	0	0.036	0	0	7.1e-05	0.26	0.55	0	0.16	0	0	0	0	12	0.067	0.12	0.11	0.15
203	0	0	0	0	0	0.028	0	0.81	0	0	0.0021	0.044	0.11	0	0	0	0	0	0	7	0.1	0.12	0.11	0.15
204	0	0	0	0	0	0.29	0	0.46	0	0	0.059	0.05	0.15	0	2.6e-06	0	0	0	0	7	0.1	0.12	0.11	0.15
205	0	0	0	0	0	0.052	0	0.44	0	0	0.005	0.17	0.33	0	7.3e-05	0	0	0	0	7	0.1	0.12	0.11	0.15
206	0	0	0	0	0	0.093	0	0.24	0	0	0.009	0.21	0.44	0	0	0	0	0	0	12	0.067	0.12	0.11	0.15
