SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
59	0.00022	0	0	0.00083	0.00052	0	0	0	0	0	0	0	0	1	0.00014	13	0.28	0.016
60	0.00019	0	0	3.1e-05	1	0	0	0	0	0	0.00016	0	0	0	0.00012	4	0.28	0.14
61	0.02	0	0	6.7e-05	0.93	0	0	0	0	0.035	0.0013	0	0	0	0.013	4	0.28	0.14
62	0.0018	0.00025	6.3e-05	0.0006	0.97	0	0	0	0	0.0064	0.021	0	0	0	0.0011	4	0.28	0.14
63	0.22	0	0	0.079	0.56	0	0	0	0	3e-05	0.00016	0	0	0	0.14	4	0.28	0.14
64	0.0055	0.00085	2.6e-05	0.004	0.97	0	0	0	0	0.0018	0.014	0	0	9.6e-06	0.0034	4	0.28	0.14
65	0.023	0.00088	0.001	0.0051	0.91	0	2.7e-05	0	0	0.019	0.0095	0	0	0.012	0.015	4	0.28	0.14
66	0.0043	0	0	0.00075	0.99	0	0	0	0	0.00068	0.0015	0	0	0	0.0027	4	0.28	0.14
67	0.038	9.5e-05	6.6e-05	0.0045	0.91	0	0	0	0	0.017	0.0056	0	0	0.00014	0.024	4	0.28	0.14
68	0.011	0	0	4.5e-05	0.86	0	0	0	0	0.12	0.0016	0	0	0	0.0069	4	0.28	0.14
69	0.02	0	0	3.2e-05	0.92	0	0	0	0	0.043	0.00067	0	0	0	0.012	4	0.28	0.14
70	0.093	0	0	0.011	0.84	0	0	0	0	0.0012	0.00094	0	0	0	0.058	4	0.28	0.14
71	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0.033	0	7	0.28	0
72	0.031	2.3e-05	0.00048	0.0014	0.89	0	6.7e-06	0	0	0.05	0.0038	0	0	1e-05	0.02	4	0.28	0.14
73	0.0044	0	0	0.00049	0.99	0	0	0	0	8.1e-05	0.00051	0	0	0	0.0027	4	0.28	0.14
74	0.014	3.4e-05	0.00061	0.00055	0.87	0	1.4e-06	0	0	0.1	0.008	0	0	0	0.0084	4	0.28	0.14
75	0.15	0	8e-06	0.00081	0.64	0	0	0	0	0.11	0.0012	0.00031	0	0	0.095	4	0.28	0.14
76	0	0	0	5.3e-06	1.4e-05	0	0	0.96	0	0	0	0	0	0.045	0	7	0.28	0
77	0.051	0	0	2.2e-05	0.88	0	0	0	0	0.037	0.00024	0	0	0	0.032	4	0.28	0.14
78	0.57	0	0	0.00093	0.074	0	0	0	0	0	0	0	0	0	0.35	0	0.22	0.14
79	0.00028	0	0	0	1	0	0	0	0	0.00013	5e-05	0	0	0	0.00017	4	0.28	0.14
80	0	0	0	2.3e-06	0.86	0	0	0	0	2.7e-06	0.14	0	0	0	0	4	0.28	0.14
81	0.0012	4.2e-06	0	0.055	0.94	0	0	0	0	0	0.0041	0	0	0	0.00077	4	0.28	0.14
82	0.058	0	0	8.6e-05	0.85	0	0	0	0	0.052	0.00085	0	0	0	0.036	4	0.28	0.14
83	0.092	0	0	0.022	0.83	0	0	0	0	0.00017	0.00055	0	0	0	0.057	4	0.28	0.14
84	0.048	7e-06	0.00026	0.00063	0.78	0	0	0	0	0.13	0.0038	0	0	0	0.03	4	0.28	0.14
85	1.4e-05	0	0	3.3e-06	1	0	0	0	0	2.1e-06	0.0013	0	0	0	8.6e-06	4	0.28	0.14
86	0.033	0	0	8.4e-05	0.93	0	0	0	0	0.012	0.00049	0	0	0	0.021	4	0.28	0.14
87	0.0056	0.00032	0	0.024	0.69	0	0	0	0	0.00018	0.0056	0	0	0.27	0.0035	4	0.28	0.14
88	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0.016
89	0	0	0	0	0	0	0	0	3.7e-06	0	0	0.02	0.98	0	0	12	0	0.14
90	0.053	0	0	0.0012	0.91	0	0	0	0	0.00095	0.00028	0	0	0	0.033	4	0.28	0.14
91	0	0	0.0081	0	0.91	0	0.0057	0	0	0.073	0.0065	0	0	0	0	4	0.28	0.14
92	0.011	0.0001	0.00019	0.0011	0.95	0	0	0	0	0.023	0.01	0	0	0	0.0069	4	0.28	0.14
93	0.0086	0	0	0.00014	0.98	0	0	0	0	0.003	0.0011	0	0	0	0.0053	4	0.28	0.14
94	0.0073	5.5e-06	0	0.0015	0.98	0	0	0	0	0.0037	0.0061	0	0	0	0.0045	4	0.28	0.14
95	0	0	0	0	0	0	0	0	0	0	0	0.0079	0.99	0	0	12	0	0.14
96	1.8e-05	0	0	0	0.98	0	0	0	0	0.016	0.0062	0	0	0	1.1e-05	4	0.28	0.14
97	0.032	0	3.9e-06	0.00012	0.72	0	0	0	0	0.22	0.0021	0	0	0	0.02	4	0.28	0.14
98	0	0	0	0	0	0	0	0	0	0	0	0.00049	1	0	0	12	0	0.14
99	0	0	0	0	0	0	0	0.95	0.02	0	0	0	0	0.03	0	7	0.28	0
100	0.046	3.4e-06	1.5e-05	0.0012	0.85	0	0	0	0	0.068	0.0032	0	0	0	0.029	4	0.28	0.14
101	0.031	0.00016	0.0034	0.0013	0.86	0	0.00011	0	0	0.082	0.0075	0	0	2.6e-06	0.019	4	0.28	0.14
102	0.016	2e-06	0	0.23	0.73	0	0	0	0	2.5e-06	0.0011	0	0	0.017	0.0098	4	0.28	0.14
103	0.0091	0	0	0.00057	0.98	0	0	0	0	0.0027	0.0029	0	0	0	0.0056	4	0.28	0.14
104	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0.016
105	0	0	0	2.3e-06	4.5e-06	0	0	0.96	0	0	0	0	0	0.038	0	7	0.28	0
106	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0.017	0	7	0.28	0
107	0.067	1.3e-06	0	0.0042	0.88	0	0	0	0	0.0066	0.0014	0	0	0	0.042	4	0.28	0.14
108	0.00017	0	6.1e-06	9.5e-06	0.93	0	0	0	0	0.051	0.014	0	0	0	0.00011	4	0.28	0.14
109	0.0055	1.2e-06	0	0.00031	0.97	0	0	0	0	0.012	0.0045	0	0	0	0.0034	4	0.28	0.14
110	0.005	0.00014	0.00026	0.00099	0.97	0	0	0	0	0.009	0.0094	0	0	0	0.0031	4	0.28	0.14
111	0	0	0	0	0.72	0	0	0	0	0.26	0.026	0	0	0	0	4	0.28	0.14
112	0	0	0.016	0	0.74	0	0.0033	0	0	0.24	0.0085	0	0	0	0	4	0.28	0.14
113	0	0	0.2	0	0.6	0	0.016	0	0	0.16	0.016	0	0	0	0	4	0.28	0.14
114	0.29	0	0	1.5e-05	0.52	0	0	0	0	0.00083	4e-06	0	0	0	0.18	4	0.28	0.14
115	0	0	0	0	0.96	0	0	0	0	0.0046	0.033	0	0	0	0	4	0.28	0.14
116	0.14	0	0	0.018	0.76	0	0	0	0	0.00032	0.00035	0	0	0	0.086	4	0.28	0.14
117	0	0	0.00014	0	0.99	0	0.00063	0	0	0.0074	0.0018	0	0	0	0	4	0.28	0.14
118	0.00024	0	2.3e-06	0	0.83	0	0	0	0	0.16	0.0082	0	0	0	0.00015	4	0.28	0.14
119	0	0	6.1e-05	0	0.95	0	0.007	0	0	0.016	0.028	0	0	0	0	4	0.28	0.14
120	0.00051	0.00088	5.2e-05	0.00092	0.97	0	0	0	0	0.0011	0.023	0	0	0	0.00032	4	0.28	0.14
121	0	0	0.00018	0	0.57	0	0	0	0	0.031	0.4	0	0	0	0	4	0.28	0.14
122	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0.016	0	7	0.28	0
123	0.037	0	0	0.00025	0.91	0	0	0	0	0.029	0.00086	0	0	0	0.023	4	0.28	0.14
124	0	0	0.066	0	0.93	0	0.0029	0	0	0.0045	0.00054	0	0	0	0	4	0.28	0.14
125	0.0011	0.0096	0.05	0.0008	0.9	0	0.004	0	0	0.01	0.028	0	0	0.00047	0.00067	4	0.28	0.14
126	0.039	1.1e-06	0	0.012	0.92	0	0	0	0	0.00066	0.0013	0	0	1.5e-05	0.024	4	0.28	0.14
127	2.3e-05	0	0	0	1	0	0	0	0	0.00015	0.0006	0	0	0	1.4e-05	4	0.28	0.14
128	0.015	0	1e-05	0.00018	0.89	0	0	0	0	0.086	0.0027	0	0	0	0.0092	4	0.28	0.14
129	0	0	0.029	0	0	0	0.97	0	0	0	0	0	0	0	0	6	0.57	0.22
130	0.0035	0	0	0.00089	0.99	0	0	0	0	0.0018	0.0026	0	0	0	0.0022	4	0.28	0.14
131	0	0	0.0097	0	0.87	0	0.0027	0	0	0.12	0.0041	0	0	0	0	4	0.28	0.14
132	0.12	0	0.79	0.0031	0.0015	0	4.1e-06	0	0	0	0	0	0	0	0.077	2	0.48	0.22
133	0.094	6.2e-06	0.025	0.0023	0.79	0	0.0017	0	0	0.031	0.0014	0.00031	0	3.1e-06	0.058	4	0.28	0.14
134	0	0	0	0	1	0	0	0	0.0001	0	0	0	0	0	0	4	0.28	0.14
135	0.00036	4e-05	2.3e-06	0.0003	0.98	0	0.0027	0	0	0.00082	0.014	0	0	0	0.00023	4	0.28	0.14
136	0	0	2.3e-05	0	0.95	0	0.00026	0	0	0.043	0.0051	0	0	0	0	4	0.28	0.14
137	0	0	0.018	0	0.88	0	0.007	0	0	0.083	0.0092	0	0	0	0	4	0.28	0.14
138	0	0	0.092	0	0.89	0	0.012	0	0	0.0043	0.0017	0	0	0	0	4	0.28	0.14
139	0	0	0	0	0	0	0	0	0	0.0011	0	0.0011	1	0	0	12	0	0.14
140	0	0	0.0026	0	0.27	0	2.2e-05	0	0	0.73	0.0039	0	0	0	0	9	0.28	0.22
141	0.064	0	0.0011	0.00054	0.85	0	0.00019	0	0	0.04	0.0012	0	0	0	0.04	4	0.28	0.14
142	0	0	0	0	0.99	0	0	0	0.0072	1.1e-05	1.4e-05	0	0	0	0	4	0.28	0.14
143	0	0	0	0	0.96	0	0.00042	0	0	0.00054	0.044	0	0	0	0	4	0.28	0.14
144	0	0	5.4e-05	0	0.85	0	0.00017	0	0	0.15	0.0052	0	0	0	0	4	0.28	0.14
145	0	0	0.0011	0	0.86	0	0.0009	0	0	0.13	0.0053	0	0	0	0	4	0.28	0.14
146	0	0	9.7e-06	0	0.77	0	3.1e-05	0	0	0.23	0.0014	0	0	0	0	4	0.28	0.14
147	0.1	0	0.048	0.0062	0.77	0	0.0034	0	0	0.0034	0.00063	0	0	0	0.063	4	0.28	0.14
148	0	0	0.0064	0	0.78	0	0.0016	0	0	0.2	0.005	0	0	0	0	4	0.28	0.14
149	0.43	0	0.017	0.0019	0.29	0	3.5e-05	0	0	0.00014	1.1e-05	0	0	0	0.27	0	0.22	0.14
150	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.33	0.14
151	0.033	0	1.4e-06	2.8e-05	0.89	0	1.3e-06	0	0	0.052	0.00024	0	0	0	0.021	4	0.28	0.14
152	0	0	0	0	0.99	0	0	0	0	0.00014	0.0066	0	0	0	0	4	0.28	0.14
153	0	0	0	0	0	0	0	0	0	0.086	0	4.9e-06	0.91	0	0	12	0	0.14
154	0	0	0.072	0	0.73	0	0.0027	0	0	0.18	0.013	0	0	0	0	4	0.28	0.14
155	0	0	0	0	0.59	0	0	0	0	0.41	0.00018	0	0	0	0	4	0.28	0.14
156	0.12	0	0.016	0.0051	0.78	0	0.0011	0	0	0.00072	0.00023	0	0	0	0.077	4	0.28	0.14
157	0	0	0	0	0	0	0	1	0	0	0	0	0	0.003	0	7	0.28	0
158	0.42	0	0.0035	0.00063	0.31	0	8.7e-06	0	0	0.0016	1.2e-05	0	0	0	0.26	0	0.22	0.14
159	0.022	0	0.00065	0.0017	0.96	0	0.00055	0	0	0.00029	0.00066	0	0	0	0.014	4	0.28	0.14
160	0.057	0	0.00026	0.0053	0.9	0	0.00018	0	0	2.1e-06	2e-05	0	0	0	0.035	4	0.28	0.14
161	0	0	1.7e-06	0	0	0	0	0.99	0	0	0	0	0	0.0094	0	7	0.28	0
162	0.00013	0	0	1.1e-05	1	0	3.9e-06	0	0	4.3e-05	0.00065	0	0	0	8e-05	4	0.28	0.14
163	1.5e-05	1.8e-05	0.051	0	0.84	0	0.016	0	0	0.078	0.011	0	0	0	9.5e-06	4	0.28	0.14
164	0.1	0	0.24	0.028	0.56	0	0.013	0	0	7.3e-05	0.00017	0	0	0	0.062	4	0.28	0.14
165	0.17	0	0.053	0.0062	0.66	0	0.0014	0	0	0.0012	0.00024	0	0	0	0.1	4	0.28	0.14
166	0.0064	2.5e-06	7.8e-05	0.00045	0.97	0	0.00074	0	0	0.0099	0.0038	0	0	0	0.004	4	0.28	0.14
167	0	0	0.13	0	0.84	0	0.0006	0	0	0.027	0.00027	0	0	0	0	4	0.28	0.14
168	0	0	3.8e-06	0	0.97	0	0.0023	0	0	0.0039	0.027	0	0	0	0	4	0.28	0.14
169	0	0	0.52	0	0.28	0	0.19	0	0	0	0.00012	0	0	0	0	2	0.48	0.22
170	0	0	0.0003	0	0.92	0	0.00028	0	0	0.076	0.0021	0	0	0	0	4	0.28	0.14
171	0	0	0.00019	0	0.93	0	0.0014	0	0	0.059	0.012	0	0	0	0	4	0.28	0.14
172	0.11	0	0.0042	0.002	0.81	0	0.00033	0	0	0.0021	0.00028	0	0	0	0.07	4	0.28	0.14
173	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0.01	0	7	0.28	0
174	0.0008	0	0.00022	0	0.69	0	0.015	0	0	0.29	0.002	0	0	0	0.0005	4	0.28	0.14
175	0	0	0	0	0.99	0	0	0	0.006	4e-06	1.7e-06	0	0	0	0	4	0.28	0.14
176	0	6.7e-06	0.81	0	0.18	0	0.0029	0	0	0.0045	0.00098	0	0	0	0	2	0.48	0.22
177	0.014	0	0	0	0.39	0	0	0	0	0.58	0.00012	0	0	0	0.0088	9	0.28	0.22
178	0	0	0.016	0	0.91	0	0.014	0	0	0.047	0.013	0	0	0	0	4	0.28	0.14
179	0	0	0.00014	0	0.79	0	0.00026	0	0	0.21	0.0049	0	0	0	0	4	0.28	0.14
180	0	0	0.77	0	0.0045	0	0.049	0	0	0.17	0	0	0	0	0	2	0.48	0.22
181	0.00068	0	0	2.3e-05	1	0	1e-05	0	0	0.00061	0.0013	0	0	0	0.00042	4	0.28	0.14
182	0.018	0	0.00012	0.0012	0.97	0	0.00034	0	0	0.00043	0.0004	0	0	0	0.011	4	0.28	0.14
183	0	0	0	0	0	0	0	0	0	0.013	0	0.0004	0.99	0	0	12	0	0.14
184	0	0	0	0	0.98	0	0	0	0	0.013	0.0018	0	0	0	0	4	0.28	0.14
185	0	0	0.015	0	0.87	0	3.1e-05	0	0	0.087	0.025	0	0	0	0	4	0.28	0.14
186	0	0	0	0	0.99	0	0	0	0.014	0.00036	4.4e-05	0	1.8e-05	0	0	4	0.28	0.14
187	0.057	0	3.5e-06	0.00012	0.91	0	1.9e-06	0	0	0.00042	5.4e-05	0	0	0	0.035	4	0.28	0.14
188	0	0	0	0	1	0	0	0	0.0018	0	0	0	0	0	0	4	0.28	0.14
189	0.019	0	0.058	0.067	0.75	0	0.091	0	0	2.6e-06	0.00035	0	0	0	0.012	4	0.28	0.14
190	0	0	0	0	0.98	0	0	0	0.018	0.0012	0.00052	3.8e-06	0.00014	0	0	4	0.28	0.14
191	0.001	0.0079	0.032	0.00052	0.92	0	0.0087	0	0	0.0087	0.025	0	0	0	0.00062	4	0.28	0.14
192	8.5e-05	0	0	0	0.99	0	0	0	0	0.011	0.0024	0	0	0	5.3e-05	4	0.28	0.14
193	0	0	0.95	0	0.053	0	1.3e-05	0	0	0.00053	0	0	0	0	0	2	0.48	0.22
194	0	0	0	0	1	0	0	0	0.00013	0	0	0	0	0	0	4	0.28	0.14
195	0.083	1.9e-06	0.12	0.012	0.72	0	0.01	0	0	0.00096	0.00078	0	0	2e-05	0.052	4	0.28	0.14
196	0	0	0.00087	0	0.92	0	0.0023	0	0	0.072	0.0097	0	0	0	0	4	0.28	0.14
197	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0036	0	7	0.28	0
198	0.22	0	0.031	0.0051	0.6	0	0.00053	0	0	0.00076	8.5e-05	0	0	0	0.14	4	0.28	0.14
199	0	0	0.012	0	0.97	0	0.0067	0	0	0.01	0.0038	0	0	0	0	4	0.28	0.14
200	0	0	0.0057	0	0.86	0	0.11	0	0	0.0014	0.022	0	0	0	0	4	0.28	0.14
201	0.051	1.3e-05	0.23	0.017	0.61	0	0.029	0	0	0.00083	0.00096	0	0	0.034	0.032	4	0.28	0.14
202	0.00037	3.8e-06	0	8.8e-05	0.99	0	0	0	0	0.0038	0.01	0	0	0	0.00023	4	0.28	0.14
203	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00061	0	7	0.28	0
204	0	0	7.4e-06	0	0.99	0	0.0001	0	0	0.0046	0.002	0	0	0	0	4	0.28	0.14
205	0.0011	0	0	6e-05	0.99	0	9.2e-05	0	0	0.0019	0.006	0	0	0	0.00066	4	0.28	0.14
206	0.00018	0	3e-05	0	0.00054	0	0	0	0	0.025	0	0.069	0.91	0	0.00011	12	0	0.14
207	0	0	0	0	0	0	0	0	0	1	0	0	1.8e-05	0	0	9	0.28	0.22
208	0.1	2.4e-05	0	0.011	0.81	0	0	0	0	0.0012	0.0013	1.1e-05	0	0.0047	0.065	4	0.28	0.14
209	0.01	0	0	3.9e-06	0.83	0	0	0	0	0.15	0.0015	0	0	0	0.0062	4	0.28	0.14
210	0.011	0	0	0	0.94	0	0	0	0	0.04	0.0013	0	0	0	0.0066	4	0.28	0.14
211	0	0.0001	0.0035	0	0.99	0	0.0035	0	0	0	0	0	0	0	0	4	0.28	0.14
212	0.049	0	0	0	0.81	0	0	0	0	0.11	0.00039	0	0	0	0.031	4	0.28	0.14
213	0	0	0.00013	0	0.96	0	0.028	0	0	0.0099	0.0013	0	0	0	0	4	0.28	0.14
214	0	0.00038	0.13	0	0.8	0	0.067	0	0	0.0004	0.00062	0	0	0	0	4	0.28	0.14
215	0	0	0.014	0	0.73	0	4.5e-05	0	0	0.25	0.012	0	0	0	0	4	0.28	0.14
216	0	0	0.96	0	0.042	0	0.0012	0	0	5.4e-05	4.5e-05	0	0	0	0	2	0.48	0.22
217	0	0	0	0	0	0	0	0	0	7e-05	0	0	1	0	0	12	0	0.14
218	0	0	0.015	0	0.96	0	0.0073	0	0	0.016	0.0036	0	0	0	0	4	0.28	0.14
219	0	0	0.1	0	0.87	0	0.007	0	0	0.022	0.0022	0	0	0	0	4	0.28	0.14
220	0	0	0.17	0	0.76	0	0.065	0	0	1.1e-05	0.00055	0	0	0	0	4	0.28	0.14
221	0.035	0	0	0	0.93	0	0	0	0	0.013	1.3e-05	0	0	0	0.022	4	0.28	0.14
222	0	0	0	0	0	0	0	0	0	1.3e-05	0	0	1	0	0	12	0	0.14
223	0	0	0	0	0	0	0	0	0	0.0002	0	1.3e-05	1	0	0	12	0	0.14
224	0	0	0	0	0	0	0	0	0	0	0	2.1e-05	1	0	0	12	0	0.14
225	0.00023	0	0	0	0.75	0	0	0.25	0	0	0	0	0	0.00022	0.00014	4	0.28	0.14
226	0.066	0	0	3e-05	0.89	0	0	0	0	0.00051	1.6e-05	0	0	0	0.041	4	0.28	0.14
227	0	0	0	4.6e-06	0.97	0	0.00011	0	0	6.1e-06	0.029	0	0	0	0	4	0.28	0.14
228	0.011	0	5.7e-06	0.00021	0.98	0	4e-05	0	0	0.00093	0.00046	0	0	0	0.0066	4	0.28	0.14
229	0	0	0	0	0	0	0	0	0.0073	0	0	2.1e-05	0.99	0	0	12	0	0.14
230	0	0	0	0	0	0	0	0	0	0	0	2.8e-06	1	0	0	12	0	0.14
231	0	0	0.041	0	0.88	0	0.016	0	0	0.056	0.0055	0	0	0	0	4	0.28	0.14
232	0.0009	0.0022	0.075	9.5e-05	0.86	0	0.027	0	0	0.026	0.011	0	0	4.9e-05	0.00056	4	0.28	0.14
233	0	0	0	0	0	0	0	0	0.0041	0	0	3.4e-06	1	0	0	12	0	0.14
234	0.038	0	0	0	0.79	0	0	0	0	0.15	0.00047	0	0	0	0.023	4	0.28	0.14
235	0	0	0	0	0	0	0	0	0	0	0	1.4e-05	1	0	0	12	0	0.14
236	0.0025	0	0	0	0.75	0	0	0.25	0	0	0	0	0	0.00044	0.0016	4	0.28	0.14
237	4.5e-06	0	0	6.5e-05	6.9e-05	0	0	0	0	0	0	0	0	1	2.8e-06	13	0.28	0.016
238	0.012	0	0	0	0.95	0	0	0	0	0.031	0.0014	0	0	0	0.0073	4	0.28	0.14
239	0.034	0	3.1e-05	0	0.9	0	0	0	0	0.047	0.0017	0	0	0	0.021	4	0.28	0.14
240	0.002	0	2.1e-05	0	0.94	0	0	0	0	0.05	0.0048	0	0	0	0.0012	4	0.28	0.14
241	0.0093	0.0012	0.0052	0.001	0.95	0	0.00027	0	0	0.015	0.0087	0	0	0.00064	0.0058	4	0.28	0.14
242	0	0	0.58	0	0.4	0	0.0032	0	0	0.0057	0.016	0	0	0	0	2	0.48	0.22
243	0.016	0	7.6e-05	0	0.92	0	0	0	0	0.047	0.0026	0	0	0	0.01	4	0.28	0.14
