SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
39	0.11	0.094	0.0041	0.055	0.00014	0	0.055	0.0027	3.2e-05	0.62	0.0067	0	0	0.055	9	0.15	0.29
40	0.019	0.23	5.3e-05	0.0058	0	0	0.004	0.033	5.7e-05	0.7	0.0033	0	0	0.004	9	0.15	0.29
41	0	1.7e-06	0	0	0	0	0	0	0	0.00052	0	0	1	0	12	0.15	0.032
42	0.41	0.017	0.063	0.00015	0.017	0	0.032	0	1.1e-05	0.43	0	0	0	0.032	9	0.15	0.29
43	0.11	0.038	0.00066	0.086	0.00041	0	0.048	0.0013	3.7e-06	0.66	0.0067	0	0	0.048	9	0.15	0.29
44	0.42	0.02	0.0066	0.0003	0.0016	0	0.0036	0	1.1e-05	0.54	0	0	0	0.0036	9	0.15	0.29
45	0.44	0.02	0.011	0.0025	0.0046	0	0.0073	5.1e-06	1e-05	0.5	0	0	0	0.0073	9	0.15	0.29
46	0.37	0.021	0.001	0.018	0.00024	0	0.0006	2e-05	9.5e-06	0.59	0	0	0	0.0006	9	0.15	0.29
47	0.26	0.043	0.012	0.0012	0.0011	0	0.023	1e-05	2e-05	0.64	5.9e-06	0	0	0.023	9	0.15	0.29
48	0.14	0.051	7.6e-05	0.0026	1.5e-06	0	0.00014	2.2e-05	2e-05	0.8	0	0	0	0.00014	9	0.15	0.29
49	0.61	0.0055	0.00023	0.0064	0.00023	0	0.00016	0	3e-06	0.37	0	0	0	0.00016	0	0.31	0.52
50	0	0.023	0	2.5e-06	0	0	0.0011	0	0	0.98	0	0	0	0.0011	9	0.15	0.29
51	0.012	0.022	2e-06	0.32	0	0	0.00019	0.19	5e-06	0.14	0.31	0	0	0.00019	3	0.23	0.52
52	0.67	0.0053	0.0052	0.0017	0.0083	0	0.00081	0	3.3e-06	0.31	0	0	0	0.00081	0	0.31	0.52
53	0.12	0.09	0.0011	0.091	6e-05	0	0.015	0.026	2.7e-05	0.62	0.024	0	0	0.015	9	0.15	0.29
54	0.18	0.066	0.0072	0.054	0.00065	0	0.053	0.0012	2.5e-05	0.58	0.0046	0	0	0.053	9	0.15	0.29
55	0.0028	0.00096	0	0.65	0	0	0.00058	0.0065	0	0.015	0.32	0	0	0.00058	3	0.23	0.52
56	0.086	0.11	0.004	0.04	7.5e-05	0	0.063	0.0026	3.6e-05	0.63	0.0038	0	0	0.063	9	0.15	0.29
57	0.038	0.11	0.00067	0.22	5.9e-06	0	0.043	0.026	3.1e-05	0.37	0.15	0	0	0.043	9	0.15	0.29
58	0.088	0.068	6.6e-06	0.078	0	0	3.3e-05	0.0027	1.9e-05	0.76	1.8e-06	0	0	3.3e-05	9	0.15	0.29
59	0.13	0.054	0.015	0.1	0.00055	0	0.16	0.00013	2.2e-05	0.38	0.0023	0	0	0.16	9	0.15	0.29
60	0.48	0.014	0.0088	0.027	0.011	0	0.038	5.6e-05	6.7e-06	0.38	3e-05	0	0	0.038	0	0.31	0.52
61	0.14	0.012	0.22	0.0011	0.022	0	0.2	0	8.2e-06	0.21	0	0	0	0.2	2	0.38	0.57
62	0.09	0.076	3e-05	0.007	0	0	0.00013	0.00027	2.5e-05	0.83	0	0	0	0.00013	9	0.15	0.29
63	0.15	0.0015	0	0.68	0	0	0.033	1.4e-05	0	0.11	1.2e-05	0	0	0.033	3	0.23	0.52
64	2.2e-05	0.065	0	0.0011	0	0	0.0097	0	0	0.91	0.00018	0	0	0.0097	9	0.15	0.29
65	0.2	0.032	0.073	0.00046	0.0037	0	0.1	0	1.9e-05	0.49	0	0	0	0.1	9	0.15	0.29
66	0.43	0.023	0.0082	0.0089	0.0043	0	0.0086	3.1e-05	1.1e-05	0.5	9e-06	0	0	0.0086	9	0.15	0.29
67	0.4	0.028	0.021	0.068	0.0083	0.00011	0.061	0.00089	1.7e-05	0.35	0.0023	0	0	0.061	0	0.31	0.52
68	0.27	0.043	0.0021	0.046	0.00045	0	0.0069	0.00096	1.6e-05	0.62	0.00021	0	0	0.0069	9	0.15	0.29
69	0.35	0.0051	9.6e-05	0.22	0.00017	0	0.098	3.6e-05	2.1e-06	0.23	7.8e-05	0	0	0.098	0	0.31	0.52
70	0.18	0.041	3.1e-05	0.068	1.9e-06	0	8e-05	0.00049	1.4e-05	0.71	0	0	0	8e-05	9	0.15	0.29
71	0.32	0.026	0.04	0.00019	0.005	0	0.034	0	1.5e-05	0.54	0	0	0	0.034	9	0.15	0.29
72	0.038	0.063	4.6e-05	0.13	2.6e-05	0	0.042	0.0013	1.2e-06	0.65	0.034	0	0	0.042	9	0.15	0.29
73	0.7	0.00055	0.001	0.24	0.00071	0	0.025	0.00013	9.2e-06	0.013	0.00077	0	0	0.025	0	0.31	0.52
74	0.33	0.025	0.027	0.00063	0.0099	0	0.00025	0	8.1e-06	0.61	0	0	0	0.00025	9	0.15	0.29
75	0.26	0.042	0.0041	0.15	0.0013	2.6e-05	0.047	0.0093	1.7e-05	0.41	0.024	0	0	0.047	9	0.15	0.29
76	0.32	0.042	0.024	0.0026	0.0036	0	0.0011	5.1e-05	2.1e-05	0.61	5.6e-05	0	0	0.0011	9	0.15	0.29
77	0.68	0.00061	0.0011	0.17	0.0012	0	0.06	0.024	2e-05	0.0015	0.00035	0	0	0.06	0	0.31	0.52
78	0.0025	0.061	0.0022	0.0027	0.00035	0	0.031	0	0	0.87	9.1e-05	0	0	0.031	9	0.15	0.29
79	0.086	0.05	2.7e-05	0.44	1.4e-05	0	0.07	0.031	0	0.16	0.095	0	0	0.07	3	0.23	0.52
80	0.051	0.067	0.0012	0.08	0.00011	0	0.025	0.0031	0	0.71	0.033	0	0	0.025	9	0.15	0.29
81	0.97	0.00019	0.0042	0.021	0.00077	0	9.6e-05	7.1e-05	3.7e-05	0.0041	0	0	0	9.6e-05	0	0.31	0.52
82	0.99	1.2e-05	0.0022	0.0021	0.0057	0	0.00028	0	0	0.0015	0	0	0	0.00028	0	0.31	0.52
83	0.055	0.032	4.6e-06	0.27	1.1e-05	0	0.25	3.9e-05	0	0.15	0.0038	0	0	0.25	3	0.23	0.52
84	0	0	0	0	0	0	0	0	0	0.82	0	0.0039	0.18	0	9	0.15	0.29
85	1	0	0.00086	0.0017	0.00021	0	0	0	1.1e-05	3.3e-05	0	0	0	0	0	0.31	0.52
86	0.43	0.0018	9.9e-05	0.48	1.6e-05	0	0.023	0.0014	1.8e-05	0.039	0.0021	0	0	0.023	3	0.23	0.52
87	0.67	0.0068	0.016	0.14	0.0054	8.5e-06	0.045	0.012	5e-05	0.057	0.0041	0	0	0.045	0	0.31	0.52
88	0.75	0.00052	0.0029	0.23	0.00028	0	0.0011	0.011	8e-05	0.006	0.00035	0	0	0.0011	0	0.31	0.52
89	0	0	0	0	0	0	0	0	0	7.7e-05	0	0	1	0	12	0.15	0.032
90	0.77	0.011	0.019	0.011	0.0048	0	0.00035	0.00011	3.5e-05	0.18	8.6e-06	0	0	0.00035	0	0.31	0.52
91	0.43	0	5.9e-05	0.56	1.4e-05	0	0.0029	0.00078	1.2e-05	6.1e-06	0.00024	0	0	0.0029	3	0.23	0.52
92	0	0.22	0	0	0	0	7.2e-06	0	0	0.78	0	0	0	7.2e-06	9	0.15	0.29
93	0.12	0.01	2.8e-05	0.64	6.9e-06	0	0.021	0.008	5.5e-06	0.15	0.038	0	0	0.021	3	0.23	0.52
94	0.00041	0.063	0	0.0036	0	0	0.0091	0	0	0.91	0.0012	0	0	0.0091	9	0.15	0.29
95	0	0.039	0	0	0	0	6e-05	0	0	0.96	0	0	0	6e-05	9	0.15	0.29
96	0	0.011	0	0	0	0	3.8e-05	0	0	0.99	0	0	0	3.8e-05	9	0.15	0.29
97	0.0081	4.7e-06	0	0.86	0	0	0.063	0	0	0.0013	6.1e-06	0	0	0.063	3	0.23	0.52
98	0.053	0.0054	0.22	0.0079	0.0062	0	0.33	0	7e-06	0.056	0	0	0	0.33	6	0.23	0.38
99	0.63	0.011	0.018	0.00079	0.0061	0	0.0034	0	1.2e-05	0.33	0	0	0	0.0034	0	0.31	0.52
100	0.35	0.036	0.0005	0.0072	2.9e-05	0	0.00044	5.9e-05	2.9e-05	0.6	0	0	0	0.00044	9	0.15	0.29
101	0.0055	0.09	4.2e-06	0.047	0	0	0.012	0.0011	0	0.76	0.073	0.00014	0	0.012	9	0.15	0.29
102	0.17	0.072	0.0011	7.9e-05	6.6e-06	0	0.0021	3e-06	6.2e-05	0.75	0	0	0	0.0021	9	0.15	0.29
103	0	0.039	0	0	0	0	2.6e-05	0	0	0.96	0	0	0	2.6e-05	9	0.15	0.29
104	0.49	0.0092	7.2e-05	0.18	3.6e-05	0	0.0044	9.3e-05	7.3e-06	0.32	3.7e-06	0	0	0.0044	0	0.31	0.52
105	0.0042	0.1	0	0.069	0	0	0.082	2.1e-05	0	0.65	0.0073	0	0	0.082	9	0.15	0.29
106	0.025	0.11	3.5e-05	0.0067	0.00064	0	0.07	0	0	0.72	0.00024	0	0	0.07	9	0.15	0.29
107	0.39	0.012	0.0046	0.12	0.0011	0	0.0012	3.4e-05	6.7e-06	0.44	0.025	0	0	0.0012	9	0.15	0.29
108	0.18	0.18	5.2e-05	0.015	0.0007	0	0.058	0	0	0.5	0.0022	0	0	0.058	9	0.15	0.29
109	0.16	0.051	0.00042	0.18	5.2e-05	0	0.0047	0.011	1.6e-05	0.56	0.032	0	0	0.0047	9	0.15	0.29
110	0.47	0.007	2.7e-05	0.012	9.1e-06	0	1.2e-05	0	3.5e-06	0.48	0.03	0	0	1.2e-05	9	0.15	0.29
111	0.79	0.00075	6.6e-06	0.04	3.4e-05	0	0.0014	0	0	0.15	0.013	0	0	0.0014	0	0.31	0.52
112	0.31	0.031	0.0084	0.15	0.0021	0	0.031	0.0039	1.8e-05	0.41	0.02	0	0	0.031	9	0.15	0.29
113	0.014	0.027	0	0.57	0	0	0.038	0.002	0	0.051	0.26	0	0	0.038	3	0.23	0.52
114	0	0.09	0	4.4e-05	0	0	0.0012	0	0	0.91	4e-05	0	0	0.0012	9	0.15	0.29
115	0.57	0.013	0.00031	0.059	0.00051	0	0.0093	2.8e-06	2.6e-06	0.32	0.021	0	0	0.0093	0	0.31	0.52
116	0.00059	0.00016	0	0.29	0	0	0.00028	0.0041	0	0.0018	0.7	0	0	0.00028	10	0.15	0.57
117	0.0012	0	0	2.3e-05	0	0	0.5	0	0	0	0	0	0	0.5	6	0.23	0.38
118	0	2.1e-05	0	0.0016	0	0	0	4.7e-05	0	0	1	0	0	0	10	0.15	0.57
119	0.38	0.028	0.0035	0.15	0.0011	0	0.024	0.0039	2e-05	0.38	0.0034	0	0	0.024	9	0.15	0.29
120	0	0.13	0	0.00034	0	0	0.0065	0	0	0.86	0.00011	0	0	0.0065	9	0.15	0.29
121	0	0	0	0	0	0	0	0	0	7.7e-06	0	0	1	0	12	0.15	0.032
122	8.1e-05	1.5e-05	0	0.13	0	0	1.7e-05	0.00065	0	0.00028	0.87	0	0	1.7e-05	10	0.15	0.57
123	0.67	0.00022	0.0066	0.0016	0.16	0	0.065	0	0	0.034	0	0	0	0.065	0	0.31	0.52
124	0.0077	0.093	3.7e-06	0.00096	9.1e-05	0	0.019	0	0	0.86	7e-05	0	0	0.019	9	0.15	0.29
125	0.32	0.05	0.002	0.12	0.0044	0	0.084	1.2e-05	1.5e-06	0.32	0.0091	0	0	0.084	9	0.15	0.29
126	0.35	0.079	0.0002	0.062	0.00064	0	0.057	1.5e-06	1e-06	0.39	0.0097	0	0	0.057	9	0.15	0.29
127	0.46	0.0092	0.015	0.27	0.0053	0	0.035	0.0019	1.6e-05	0.16	0.0083	0	0	0.035	0	0.31	0.52
128	0.42	0.094	0.00028	0.048	0.0015	0	0.057	0	0	0.31	0.0083	0	0	0.057	0	0.31	0.52
129	0.0015	0.00013	0	0.97	0	0	0.0014	0.00032	0	0.0046	0.019	0	0	0.0014	3	0.23	0.52
130	0.35	0.027	0.0012	0.2	0.00032	0	0.013	0.0039	1.9e-05	0.39	0.0021	0	0	0.013	9	0.15	0.29
131	0.88	0.00035	7.7e-06	0.0081	6.5e-05	0	0.00025	0	0	0.1	0.0097	0	0	0.00025	0	0.31	0.52
132	0.51	0.0065	0.00013	0.11	0.00015	0	0.0054	4.1e-06	2.6e-06	0.34	0.022	0	0	0.0054	0	0.31	0.52
133	0.76	0.0026	0.012	0.0077	0.039	0	0.016	0	3.1e-06	0.14	0	0	0	0.016	0	0.31	0.52
134	0	0	0	0	0	0	0	0	0	0.00072	0	0	1	0	12	0.15	0.032
135	0.0014	0.11	0	0.047	0	0	0.018	0.0001	0	0.75	0.053	0	0	0.018	9	0.15	0.29
136	0.19	0.053	0.0033	0.00074	0.00013	0	0.0073	1.2e-05	2.4e-05	0.74	0	0	0	0.0073	9	0.15	0.29
137	0.011	0.27	1e-05	0.0033	0	0	0.0013	0.047	6.1e-05	0.66	0.0014	0	0	0.0013	9	0.15	0.29
138	0.34	0.021	0.00014	0.018	2.6e-05	0	0.00011	1.4e-05	8.9e-06	0.62	0	0	0	0.00011	9	0.15	0.29
139	0.19	0.06	0.0005	0.064	4.8e-05	0	0.0027	0.0032	2e-05	0.68	0.00027	0	0	0.0027	9	0.15	0.29
140	0.072	0.12	0.00035	0.059	6.8e-06	0	0.0073	0.042	3.4e-05	0.68	0.0074	0	0	0.0073	9	0.15	0.29
141	0.28	0.036	0.0076	0.083	0.0025	1.7e-05	0.039	0.0021	1.4e-05	0.5	0.0041	0	0	0.039	9	0.15	0.29
142	0	0	0	0	0	0	0.5	0	0	0	0	0	0.0086	0.5	6	0.23	0.38
143	0.011	0.025	0	0.62	0	0	1.2e-05	0.14	5.1e-06	0.18	0.019	0	0	1.2e-05	3	0.23	0.52
144	0.048	0.13	4.2e-05	0.05	0	0	0.0009	0.035	3.4e-05	0.73	0.00051	0	0	0.0009	9	0.15	0.29
145	0.29	0.035	0.011	0.0005	0.0011	0	0.013	2.7e-06	1.8e-05	0.64	0	0	0	0.013	9	0.15	0.29
146	0.37	0.01	9.8e-05	0.19	8.8e-05	0	0.027	0.0001	4.2e-06	0.37	3.1e-05	0	0	0.027	0	0.31	0.52
147	0.15	0.071	0.0053	0.00071	0.00013	0	0.023	1.2e-05	3.1e-05	0.73	1.1e-05	0	0	0.023	9	0.15	0.29
148	0.4	0.016	0.0001	0.065	4.4e-05	0	0.0012	4.1e-05	6.5e-06	0.52	0	0	0	0.0012	9	0.15	0.29
149	0.25	0.032	9.7e-05	0.0027	6.4e-06	0	8.8e-05	5.7e-06	1.3e-05	0.72	0	0	0	8.8e-05	9	0.15	0.29
150	0.13	0.087	0.0014	0.061	7.8e-05	0	0.015	0.012	2.8e-05	0.67	0.0059	0	0	0.015	9	0.15	0.29
151	0.22	0.044	0.00076	0.0024	4.2e-05	0	0.0012	2e-05	1.9e-05	0.73	0	0	0	0.0012	9	0.15	0.29
152	0.17	0.036	0.052	0.009	0.0038	0	0.15	3.4e-06	1.8e-05	0.44	3e-05	0	0	0.15	9	0.15	0.29
153	0.25	0.045	0.0042	0.09	0.0011	0	0.024	0.0036	1.6e-05	0.55	0.0047	0	0	0.024	9	0.15	0.29
154	0.28	0.04	0.0009	0.046	0.00019	0	0.0031	0.00066	1.5e-05	0.63	6.6e-05	0	0	0.0031	9	0.15	0.29
155	0.093	0.091	0.0055	0.00053	4.7e-05	0	0.036	8.4e-06	3.9e-05	0.74	6.2e-06	0	0	0.036	9	0.15	0.29
156	0.094	0.062	7.9e-06	0.066	0	0	2.9e-05	0.0015	1.9e-05	0.78	1.1e-06	0	0	2.9e-05	9	0.15	0.29
157	0.62	0.0064	0.012	0.00013	0.0096	0	0.0013	0	4.4e-06	0.35	0	0	0	0.0013	0	0.31	0.52
158	0	0.027	0	4.2e-06	0	0	0.025	0	0	0.92	0	0	0	0.025	9	0.15	0.29
159	0.21	0.058	0.0015	0.019	0.00015	0	0.0059	0.00073	2.1e-05	0.7	0.00014	0	0	0.0059	9	0.15	0.29
160	0.42	0.0098	0.001	0.11	0.0014	0	0.062	6.9e-05	4.2e-06	0.33	0.00014	0	0	0.062	0	0.31	0.52
161	0.44	0.02	0.0042	0.034	0.0031	0	0.014	0.00011	8.8e-06	0.47	2.6e-05	0	0	0.014	9	0.15	0.29
162	0.31	0.016	4.1e-05	0.18	1.4e-05	0	0.0019	0.00015	6.2e-06	0.5	9.4e-06	0	0	0.0019	9	0.15	0.29
163	0.14	0.082	0.002	0.076	0.00015	0	0.022	0.012	2.7e-05	0.62	0.017	0	0	0.022	9	0.15	0.29
164	0.16	0.043	0.00044	0.24	7.7e-05	0	0.0097	0.013	1.4e-05	0.49	0.021	0	0	0.0097	9	0.15	0.29
165	0.057	0.099	0.0094	0.0093	6e-05	0	0.12	4.2e-05	4e-05	0.58	0.00012	0	0	0.12	9	0.15	0.29
166	0.13	0.005	8.6e-06	0.62	5.9e-06	0	0.042	0.00033	1.6e-06	0.16	0.0042	0	0	0.042	3	0.23	0.52
167	0.12	0.089	0.00079	0.007	2e-05	0	0.0058	0.00084	3.1e-05	0.77	0.0001	0	0	0.0058	9	0.15	0.29
168	0.62	0.004	0.044	0	0.016	0	0.0015	0	3.8e-06	0.31	0	0	0	0.0015	0	0.31	0.52
169	0.54	0.013	0.0082	0.0053	0.0079	0	0.0047	4.5e-06	6.8e-06	0.41	0	0	0	0.0047	0	0.31	0.52
170	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.017	0.29
171	0.11	0.093	0.0043	0.056	0.00015	0	0.058	0.0021	3.2e-05	0.61	0.0067	0	0	0.058	9	0.15	0.29
172	0.74	0.0023	0.00048	0.00049	0.00079	0	2.1e-05	0	1.6e-06	0.26	0	0	0	2.1e-05	0	0.31	0.52
173	0.099	0.081	0.0001	0.021	1.7e-06	0	0.00057	0.0014	2.6e-05	0.8	4e-06	0	0	0.00057	9	0.15	0.29
174	0.0087	0.31	3.2e-05	0.00099	0	0	0.0046	0.011	7.5e-05	0.66	0.00076	0	0	0.0046	9	0.15	0.29
175	0.014	0.1	0.0036	0.087	2.9e-06	0	0.27	0.00011	3.4e-05	0.25	0.0013	0	0	0.27	6	0.23	0.38
176	0.036	0.13	2.6e-05	0.001	0	0	0.00028	0.00021	3.9e-05	0.84	0	0	0	0.00028	9	0.15	0.29
177	0.34	0.029	0.031	0.046	0.0093	3.3e-05	0.089	0.00015	1.4e-05	0.37	0.0007	0	0	0.089	9	0.15	0.29
178	0.028	0.022	0	0.64	0	0	3.6e-06	0.008	5.4e-06	0.3	0.0017	0	0	3.6e-06	3	0.23	0.52
179	0.062	0.043	0.0011	0.45	4.8e-06	0	0.17	0.00033	1.3e-05	0.08	0.019	0	0	0.17	3	0.23	0.52
180	0.032	0.012	0	0.74	0	0	4.9e-05	0.0048	3.2e-06	0.21	0.0027	0	0	4.9e-05	3	0.23	0.52
181	0.017	0.11	0.00046	0.073	1.5e-06	0	0.033	0.017	3.1e-05	0.67	0.041	0	0	0.033	9	0.15	0.29
182	0.4	0.01	6.8e-05	0.13	3.5e-05	0	0.0018	2.2e-05	4.4e-06	0.45	2.7e-06	0	0	0.0018	9	0.15	0.29
183	0.14	0.045	0.0028	0.066	0.00034	0	0.014	0.015	2.1e-05	0.7	0.0065	0	0	0.014	9	0.15	0.29
184	1.1e-05	0.0042	0	0.0011	0	0	0	0.51	0	0.48	0.00037	0	0	0	7	0.23	0.71
185	6.4e-05	0.028	0	0.0013	0	0	0	0.22	0	0.75	0.00012	0	0	0	9	0.15	0.29
186	0.8	1.6e-05	0.00029	0.15	0	0	0	0.045	0.00051	0.0046	0	0	0	0	0	0.31	0.52
187	0.012	0.12	5.2e-05	0.013	0	0	0.0045	0.047	2.6e-05	0.77	0.028	0	0	0.0045	9	0.15	0.29
188	0.16	0.061	0.00036	0.12	3.5e-05	0	0.0032	0.01	1.9e-05	0.64	0.0021	0	0	0.0032	9	0.15	0.29
189	0.018	0.18	4.7e-05	0.011	0	0	0.0036	0.055	4.3e-05	0.72	0.012	0	0	0.0036	9	0.15	0.29
190	0.035	0.15	6e-05	0.031	0	0	0.0018	0.043	4e-05	0.71	0.027	0	0	0.0018	9	0.15	0.29
191	0.13	0.052	0.0015	0.1	0.00029	0	0.019	0.011	1.2e-05	0.64	0.023	0	0	0.019	9	0.15	0.29
192	0.3	0.088	0	0.068	2.7e-05	0	0.26	0	0	0.037	0.0016	0	0	0.26	0	0.31	0.52
193	0.44	0.0074	0.0056	0.23	0.0052	0	0.018	3.9e-05	3.4e-06	0.26	0.016	0	0	0.018	0	0.31	0.52
194	0.25	0.043	0.0054	0.1	0.00089	0	0.019	0.0037	1.9e-05	0.53	0.026	0	0	0.019	9	0.15	0.29
195	0.032	0.049	4.8e-05	0.22	1.5e-06	0	0.0014	0.17	1.2e-05	0.28	0.24	0	0	0.0014	9	0.15	0.29
196	0.52	0.013	0.023	0.0018	0.017	0	0.0082	1.3e-06	7.1e-06	0.41	0	0	0	0.0082	0	0.31	0.52
197	0.21	0.022	0.097	0.0074	0.015	0	0.15	1.4e-06	1.2e-05	0.34	1.2e-05	0	0	0.15	9	0.15	0.29
198	0.15	0.00068	0	0.57	2.8e-06	0	0.1	3.1e-06	0	0.07	5.9e-05	0	0	0.1	3	0.23	0.52
199	0.047	0.16	0.00073	0.033	5.3e-06	0	0.027	0.014	4.7e-05	0.67	0.014	0	0	0.027	9	0.15	0.29
200	0	1	0	0	0	0	0	0	0	0	1.3e-06	0	0	0	1	0.15	0.34
201	0.44	0.011	0.00066	0.00028	0.0001	0	7.3e-05	0	6.5e-06	0.55	0	0	0	7.3e-05	9	0.15	0.29
202	0.044	0.07	0.0004	0.009	4.7e-06	0	0.0067	0.0027	2.2e-05	0.86	0.004	0	0	0.0067	9	0.15	0.29
203	2e-05	0.058	0	0.00025	0	0	0.013	0	0	0.92	7.2e-06	0	0	0.013	9	0.15	0.29
204	0.23	0.051	0.0021	0.023	0.00024	0	0.0062	0.00058	1.9e-05	0.68	4.9e-05	0	0	0.0062	9	0.15	0.29
205	0.3	0.021	0.00013	0.068	2e-05	0	0.00015	5.9e-05	8.7e-06	0.61	2e-06	0	0	0.00015	9	0.15	0.29
