SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
42	0.53	0.065	0.15	0.0028	0.26	0	0	0	0	0.15	0.29
43	0.74	0.015	0.072	0.17	0.0025	0	0	0	0	0.15	0.29
44	0.74	0.077	0.15	0.00059	0.03	0	0	0	0	0.15	0.29
45	0.66	0.067	0.22	0.005	0.047	0	0	0	0	0.15	0.29
46	0.78	0.067	0.13	0.019	0.0045	0	0	0	0	0.15	0.29
47	0.81	0.074	0.056	0.0067	0.051	0	0	0	0	0.15	0.29
48	0.93	0.062	0.0097	0.00054	0.00029	0	0	0	0	0.15	0.29
49	0.51	0.053	0.42	0.013	0.001	0	0	0	0	0.15	0.29
50	1	0	0	5.8e-05	0	0	0	0	0	0.15	0.29
51	0.59	0.026	0.0048	0.38	2.9e-05	0	0	0	0	0.15	0.29
52	0.37	0.044	0.57	0.0043	0.02	0	0	0	2	0.31	0.48
53	0.81	0.051	0.026	0.11	0.0046	0	0	0	0	0.15	0.29
54	0.71	0.056	0.058	0.14	0.029	0	0	0	0	0.15	0.29
55	0.049	0.0021	0.0014	0.95	0	0	0	0	3	0.23	0.48
56	0.77	0.051	0.017	0.15	0.016	0	0	0	0	0.15	0.29
57	0.5	0.03	0.012	0.45	0.0031	0	0	0	0	0.15	0.29
58	0.93	0.048	0.0063	0.017	2.6e-05	0	0	0	0	0.15	0.29
59	0.46	0.041	0.074	0.37	0.059	0	0	0	0	0.15	0.29
60	0.42	0.041	0.43	0.076	0.033	0	0	0	2	0.31	0.48
61	0.21	0.028	0.027	0.018	0.71	0	0	0	4	0.38	0.57
62	0.94	0.054	0.0044	0.0011	0.00011	0	0	0	0	0.15	0.29
63	0.076	0.0054	0.061	0.86	0	0	0	0	3	0.23	0.48
64	0.99	0	4.5e-05	0.0071	0	0	0	0	0	0.15	0.29
65	0.6	0.066	0.027	0.011	0.3	0	0	0	0	0.15	0.29
66	0.63	0.06	0.26	0.018	0.034	0	0	0	0	0.15	0.29
67	0.43	0.062	0.27	0.16	0.083	0	0	0	0	0.15	0.29
68	0.77	0.059	0.1	0.056	0.0088	0	0	0	0	0.15	0.29
69	0.22	0.019	0.26	0.5	0.0003	0	0	0	3	0.23	0.48
70	0.88	0.055	0.028	0.032	0.00013	0	0	0	0	0.15	0.29
71	0.68	0.075	0.076	0.0034	0.17	0	0	0	0	0.15	0.29
72	0.74	0.005	0.023	0.23	0.00017	0	0	0	0	0.15	0.29
73	0.017	0.079	0.44	0.46	0.0043	0	0	0	3	0.23	0.48
74	0.71	0.046	0.14	0.00085	0.1	0	0	0	0	0.15	0.29
75	0.52	0.053	0.15	0.26	0.017	0	0	0	0	0.15	0.29
76	0.74	0.074	0.091	0.0028	0.096	0	0	0	0	0.15	0.29
77	0.0017	0.057	0.53	0.41	0.0039	0	0	0	2	0.31	0.48
78	0.97	0.00025	0.0036	0.017	0.0083	0	0	0	0	0.15	0.29
79	0.19	0.012	0.048	0.75	0.00011	0	0	0	3	0.23	0.48
80	0.83	0.011	0.025	0.13	0.0048	0	0	0	0	0.15	0.29
81	0.01	0.37	0.55	0.036	0.034	0	0	0	2	0.31	0.48
82	0.0017	0.044	0.94	0.0061	0.0082	0	0	0	2	0.31	0.48
83	0.15	0.0029	0.053	0.79	1.6e-05	0	0	0	3	0.23	0.48
84	0.0056	0	0	0	0	0.99	0	0	5	0	0.13
85	0.0001	0.33	0.66	0.0034	0.0089	0	0	0	2	0.31	0.48
86	0.075	0.14	0.18	0.61	0.00063	0	0	0	3	0.23	0.48
87	0.081	0.16	0.42	0.26	0.077	0	0	0	2	0.31	0.48
88	0.013	0.39	0.3	0.28	0.02	0	0	0	1	0.31	0.57
89	0	0	0	0	0	1	0	0	5	0	0.13
90	0.3	0.19	0.39	0.017	0.1	0	0	0	2	0.31	0.48
91	9.8e-06	0.095	0.18	0.72	0.00032	0	0	0	3	0.23	0.48
92	1	0	0	0	0	0	0	0	0	0.15	0.29
93	0.18	0.022	0.045	0.75	0.00011	0	0	0	3	0.23	0.48
94	0.99	2.5e-05	0.00047	0.012	0	0	0	0	0	0.15	0.29
95	1	0	0	0	0	0	0	0	0	0.15	0.29
96	1	0	0	0	0	0	0	0	0	0.15	0.29
97	0.00046	6.2e-05	0.003	1	0	0	0	0	3	0.23	0.48
98	0.059	0.015	0.072	0.092	0.76	0	0	0	4	0.38	0.57
99	0.5	0.11	0.3	0.0014	0.09	0	0	0	0	0.15	0.29
100	0.82	0.12	0.057	0.0036	0.0022	0	0	0	0	0.15	0.29
101	0.91	0.00091	0.0031	0.082	1.7e-05	0	0	0.00041	0	0.15	0.29
102	0.86	0.13	0.0062	0.00011	0.0042	0	0	0	0	0.15	0.29
103	1	0	0	0	0	0	0	0	0	0.15	0.29
104	0.41	0.063	0.25	0.28	0.00031	0	0	0	0	0.15	0.29
105	0.76	0.00028	0.0046	0.23	0	0	0	0	0	0.15	0.29
106	0.86	0.00051	0.075	0.062	0.00014	0	0	0	0	0.15	0.29
107	0.64	0.068	0.14	0.13	0.022	0	0	0	0	0.15	0.29
108	0.51	0.0035	0.39	0.095	0.00017	0	0	0	0	0.15	0.29
109	0.73	0.048	0.048	0.17	0.0018	0	0	0	0	0.15	0.29
110	0.74	0.066	0.18	0.014	0.00014	0	0	0	0	0.15	0.29
111	0.15	0.017	0.72	0.11	2.1e-05	0	0	0	2	0.31	0.48
112	0.54	0.066	0.14	0.22	0.036	0	0	0	0	0.15	0.29
113	0.066	0.0021	0.0075	0.92	0	0	0	0	3	0.23	0.48
114	1	0	0	0.0005	0	0	0	0	0	0.15	0.29
115	0.36	0.035	0.46	0.14	0.0012	0	0	0	2	0.31	0.48
116	0.013	0.0011	0.00065	0.99	0	0	0	0	3	0.23	0.48
117	9.9e-06	5.4e-06	0.94	0.056	0	0	0	0	2	0.31	0.48
118	0.0022	3e-05	1.2e-05	1	0	0	0	0	3	0.23	0.48
119	0.49	0.073	0.19	0.23	0.015	0	0	0	0	0.15	0.29
120	1	0	2.1e-06	0.0039	0	0	0	0	0	0.15	0.29
121	2.6e-05	0	0	0	0	0	1	0	6	0.1	0.032
122	0.0069	0.00052	0.00021	0.99	0	0	0	0	3	0.23	0.48
123	0.015	0.0049	0.96	0.0072	0.01	0	0	0	2	0.31	0.48
124	0.96	0.00013	0.026	0.0099	1.4e-05	0	0	0	0	0.15	0.29
125	0.33	0.017	0.3	0.34	0.0067	0	0	0	3	0.23	0.48
126	0.4	0.015	0.38	0.21	0.00067	0	0	0	0	0.15	0.29
127	0.21	0.078	0.23	0.42	0.062	0	0	0	3	0.23	0.48
128	0.29	0.012	0.52	0.18	0.00086	0	0	0	2	0.31	0.48
129	0.0069	0.0003	0.00051	0.99	0	0	0	0	3	0.23	0.48
130	0.5	0.073	0.16	0.26	0.0052	0	0	0	0	0.15	0.29
131	0.092	0.013	0.87	0.024	2.3e-05	0	0	0	2	0.31	0.48
132	0.4	0.037	0.34	0.22	0.00051	0	0	0	0	0.15	0.29
133	0.13	0.031	0.78	0.024	0.036	0	0	0	2	0.31	0.48
134	0.0001	0	0	0	0	1	0	0	5	0	0.13
135	0.89	0.00015	0.0011	0.11	0	0	0	0	0	0.15	0.29
136	0.89	0.073	0.023	0.0011	0.013	0	0	0	0	0.15	0.29
137	0.96	0.038	0.00016	0.0025	4.8e-05	0	0	0	0	0.15	0.29
138	0.82	0.065	0.1	0.016	0.00061	0	0	0	0	0.15	0.29
139	0.85	0.057	0.044	0.048	0.0021	0	0	0	0	0.15	0.29
140	0.9	0.05	0.0079	0.039	0.0016	0	0	0	0	0.15	0.29
141	0.6	0.047	0.16	0.16	0.03	0	0	0	0	0.15	0.29
142	0	0	0	0	0	0	1	0	6	0.1	0.032
143	0.65	0.024	0.0019	0.33	0	0	0	0	0	0.15	0.29
144	0.94	0.046	0.0026	0.0093	0.00018	0	0	0	0	0.15	0.29
145	0.81	0.077	0.063	0.0019	0.045	0	0	0	0	0.15	0.29
146	0.39	0.031	0.23	0.35	0.00034	0	0	0	0	0.15	0.29
147	0.88	0.072	0.015	0.0072	0.021	0	0	0	0	0.15	0.29
148	0.67	0.053	0.19	0.093	0.00043	0	0	0	0	0.15	0.29
149	0.89	0.068	0.036	0.0012	0.0004	0	0	0	0	0.15	0.29
150	0.85	0.055	0.026	0.067	0.0059	0	0	0	0	0.15	0.29
151	0.89	0.07	0.031	0.0012	0.0031	0	0	0	0	0.15	0.29
152	0.58	0.057	0.054	0.083	0.23	0	0	0	0	0.15	0.29
153	0.67	0.052	0.12	0.14	0.017	0	0	0	0	0.15	0.29
154	0.78	0.059	0.1	0.052	0.0037	0	0	0	0	0.15	0.29
155	0.89	0.07	0.0049	0.0086	0.022	0	0	0	0	0.15	0.29
156	0.93	0.049	0.0063	0.014	3.2e-05	0	0	0	0	0.15	0.29
157	0.48	0.063	0.39	0.00027	0.057	0	0	0	0	0.15	0.29
158	1	0	0	0.00033	0	0	0	0	0	0.15	0.29
159	0.86	0.063	0.05	0.017	0.0062	0	0	0	0	0.15	0.29
160	0.35	0.031	0.34	0.27	0.0037	0	0	0	0	0.15	0.29
161	0.56	0.051	0.3	0.072	0.017	0	0	0	0	0.15	0.29
162	0.62	0.045	0.12	0.21	0.00017	0	0	0	0	0.15	0.29
163	0.79	0.053	0.036	0.12	0.0082	0	0	0	0	0.15	0.29
164	0.63	0.041	0.058	0.27	0.0019	0	0	0	0	0.15	0.29
165	0.79	0.059	0.0055	0.1	0.043	0	0	0	0	0.15	0.29
166	0.14	0.0097	0.054	0.8	2.5e-05	0	0	0	3	0.23	0.48
167	0.92	0.061	0.012	0.0057	0.0031	0	0	0	0	0.15	0.29
168	0.47	0.077	0.23	3e-06	0.22	0	0	0	0	0.15	0.29
169	0.5	0.052	0.4	0.012	0.033	0	0	0	0	0.15	0.29
170	0	0	0	0	0	1	0	0	5	0	0.13
171	0.74	0.052	0.024	0.17	0.017	0	0	0	0	0.15	0.29
172	0.36	0.045	0.6	0.0012	0.0022	0	0	0	2	0.31	0.48
173	0.93	0.055	0.0071	0.0048	0.0004	0	0	0	0	0.15	0.29
174	0.95	0.04	8.2e-05	0.007	0.00015	0	0	0	0	0.15	0.29
175	0.33	0.02	0.014	0.62	0.016	0	0	0	3	0.23	0.48
176	0.95	0.049	0.00058	6.7e-05	9.9e-05	0	0	0	0	0.15	0.29
177	0.44	0.052	0.24	0.15	0.12	0	0	0	0	0.15	0.29
178	0.74	0.032	0.0034	0.23	1.4e-06	0	0	0	0	0.15	0.29
179	0.065	0.0064	0.039	0.89	0.0029	0	0	0	3	0.23	0.48
180	0.5	0.023	0.0067	0.47	1.5e-06	0	0	0	0	0.15	0.29
181	0.79	0.02	0.0053	0.18	0.0018	0	0	3.1e-06	0	0.15	0.29
182	0.57	0.046	0.19	0.19	0.00029	0	0	0	0	0.15	0.29
183	0.83	0.042	0.043	0.074	0.011	0	0	0	0	0.15	0.29
184	1	9.8e-05	0	4.5e-05	0	0	0	0	0	0.15	0.29
185	1	0.00023	0	6.5e-05	0	0	0	0	0	0.15	0.29
186	0.007	0.93	0.042	0.023	0.0015	0	0	0	1	0.31	0.57
187	0.96	0.018	0.00042	0.025	0.00021	0	0	0	0	0.15	0.29
188	0.81	0.05	0.039	0.095	0.0015	0	0	0	0	0.15	0.29
189	0.95	0.033	0.00058	0.014	0.00021	0	0	0	0	0.15	0.29
190	0.95	0.045	0.0015	0.0062	0.00027	0	0	0	0	0.15	0.29
191	0.77	0.031	0.05	0.14	0.0061	0	0	0	0	0.15	0.29
192	0.02	0.0011	0.58	0.4	0	0	0	0	2	0.31	0.48
193	0.28	0.034	0.25	0.41	0.02	0	0	0	3	0.23	0.48
194	0.7	0.065	0.089	0.12	0.023	0	0	0	0	0.15	0.29
195	0.75	0.038	0.0094	0.2	0.00042	0	0	0	0	0.15	0.29
196	0.5	0.057	0.34	0.0043	0.094	0	0	0	0	0.15	0.29
197	0.4	0.044	0.1	0.063	0.38	0	0	0	0	0.15	0.29
198	0.039	0.0032	0.077	0.88	1.7e-06	0	0	0	3	0.23	0.48
199	0.85	0.047	0.0035	0.1	0.003	0	0	0	0	0.15	0.29
200	0	0	0	0	0	1	0	0	5	0	0.13
201	0.81	0.084	0.1	0.0002	0.0032	0	0	0	0	0.15	0.29
202	0.95	0.028	0.0028	0.016	0.0015	0	0	0	0	0.15	0.29
203	1	0	7.8e-05	0.003	0	0	0	0	0	0.15	0.29
204	0.85	0.064	0.058	0.021	0.0088	0	0	0	0	0.15	0.29
205	0.81	0.06	0.076	0.053	0.00057	0	0	0	0	0.15	0.29
206	0.75	0.067	0.17	0.0096	0.0031	0	0	0	0	0.15	0.29
207	0.81	0.059	0.077	0.05	0.0014	0	0	0	0	0.15	0.29
208	0.11	0.0018	0.026	0.86	0.0015	0	0	0	3	0.23	0.48
209	0.4	0.048	0.026	0.012	0.51	0	0	0	4	0.38	0.57
210	0.64	0.05	0.052	0.23	0.025	0	0	0	0	0.15	0.29
211	0.38	0.013	0.011	0.6	0.00011	0	0	0.00028	3	0.23	0.48
212	0.93	0.061	0.0022	0.00046	0.0014	0	0	0	0	0.15	0.29
213	0.69	0.057	0.046	0.15	0.059	0	0	0	0	0.15	0.29
214	0.83	0.064	0.072	0.023	0.0085	0	0	0	0	0.15	0.29
215	0.88	0.062	0.013	0.029	0.011	0	0	0	0	0.15	0.29
216	0.055	0.0064	0.72	0.22	0.00041	0	0	0	2	0.31	0.48
217	0.84	0.067	0.055	0.016	0.019	0	0	0	0	0.15	0.29
218	0.64	0.064	0.057	0.04	0.2	0	0	0	0	0.15	0.29
219	0.63	0.056	0.11	0.18	0.024	0	0	0	0	0.15	0.29
220	0.85	0.047	0.018	0.089	0.00029	0	0	0	0	0.15	0.29
221	0.82	0.069	0.031	0.036	0.047	0	0	0	0	0.15	0.29
222	0.64	0.056	0.24	0.06	0.012	0	0	0	0	0.15	0.29
223	0.44	0.038	0.29	0.23	0.0041	0	0	0	0	0.15	0.29
224	0.93	0.06	0.0093	0.00096	0.00047	0	0	0	0	0.15	0.29
225	0.56	0.045	0.2	0.19	0.012	0	0	0	0	0.15	0.29
226	0.73	0.047	0.055	0.17	8.1e-06	0	0	0	0	0.15	0.29
227	0.27	0.029	0.63	0.069	5.3e-05	0	0	0	2	0.31	0.48
228	1	0	0	0	0	0	0	0	0	0.15	0.29
229	0.7	0.046	0.056	0.19	0.0032	0	0	0	0	0.15	0.29
230	0.76	0.056	0.06	0.11	0.015	0	0	0	0	0.15	0.29
231	0.84	0.061	0.054	0.033	0.009	0	0	0	0	0.15	0.29
232	0.89	0.049	0.011	0.046	0.00014	0	0	0	0	0.15	0.29
233	0.31	0.021	0.082	0.59	2.3e-05	0	0	0	3	0.23	0.48
234	0.57	0.067	0.32	0.00065	0.047	0	0	0	0	0.15	0.29
235	0.87	0.045	0.011	0.076	0.00019	0	0	0	0	0.15	0.29
236	0.83	0.055	0.046	0.067	0.0031	0	0	0	0	0.15	0.29
237	0.8	0.066	0.11	0.016	0.016	0	0	0	0	0.15	0.29
238	0.033	0.0024	0.035	0.93	1.4e-06	0	0	0	3	0.23	0.48
239	0.66	0.052	0.22	0.072	8e-06	0	0	0	0	0.15	0.29
240	0.57	0.041	0.11	0.27	9e-05	0	0	0	0	0.15	0.29
241	0.71	0.056	0.15	0.086	0.0014	0	0	0	0	0.15	0.29
242	0.42	0.062	0.25	0.2	0.077	0	0	0	0	0.15	0.29
243	0.81	0.06	0.077	0.046	0.0057	0	0	0	0	0.15	0.29
244	0.93	0.058	0.0061	0.00049	0.00027	0	0	0	0	0.15	0.29
245	0.49	0.022	0.13	0.36	0.0018	0	0	0	0	0.15	0.29
246	0.052	0.007	0.89	0.05	0.00076	0	0	0	2	0.31	0.48
247	0.82	0.059	0.069	0.051	0.0048	0	0	0	0	0.15	0.29
248	0.89	0.0037	0.035	0.068	0.00081	0	2.1e-06	0	0	0.15	0.29
249	0.83	0.047	0.019	0.1	5.7e-05	0	0	0	0	0.15	0.29
250	0.63	0.035	0.0022	0.33	0.0042	0	0	0	0	0.15	0.29
251	0.75	0.051	0.039	0.15	0.0077	0	0	0	0	0.15	0.29
252	1	0	0	0	0	0	0	0	0	0.15	0.29
253	0.89	0.11	0.00021	4.2e-05	0.0016	0	0	0	0	0.15	0.29
254	0.52	0.026	0.0094	0.45	0.00012	0	0	0	0	0.15	0.29
255	0.99	2e-05	0.00031	0.014	0	0	0	2e-06	0	0.15	0.29
256	0.1	0.0075	0.00089	0.89	0	0	0	0	3	0.23	0.48
257	1	0	0	0	0	0	0	0	0	0.15	0.29
258	0.44	0.079	0.37	0.1	0.0029	0	0	0	0	0.15	0.29
259	0.51	0.039	0.026	0.43	0.0024	0	0	0	0	0.15	0.29
260	0.73	0.049	0.05	0.16	0.0068	0	0	0	0	0.15	0.29
261	0.95	0.042	4.4e-05	0.0091	0.00024	0	0	0	0	0.15	0.29
262	0.77	0.075	0.0032	0.0064	0.15	0	0	0	0	0.15	0.29
263	0.85	0.055	0.039	0.058	4.3e-05	0	0	0	0	0.15	0.29
264	1	0	0	0	0	0	0	0	0	0.15	0.29
265	1	0	0	0	0	0	0	0	0	0.15	0.29
266	0.093	0.0051	0.011	0.89	5.5e-06	0	0	0	3	0.23	0.48
267	0.78	0.064	0.12	0.026	0.013	0	0	0	0	0.15	0.29
268	0.69	0.064	0.24	0.012	0.00054	0	0	0	0	0.15	0.29
269	0.63	0.049	0.15	0.17	0.0096	0	0	0	0	0.15	0.29
270	0.56	0.067	0.32	0.00067	0.057	0	0	0	0	0.15	0.29
271	0.034	0.0026	0.059	0.9	0	0	0	0	3	0.23	0.48
272	0.41	0.038	0.4	0.15	0.0017	0	0	0	0	0.15	0.29
273	0.88	0.081	0.033	5.5e-05	0.0033	0	0	0	0	0.15	0.29
274	0.47	0.03	0.049	0.45	6.1e-05	0	0	0	0	0.15	0.29
275	0.64	0.048	0.13	0.18	0.0013	0	0	0	0	0.15	0.29
276	0.84	0.058	0.047	0.048	0.0054	0	0	0	0	0.15	0.29
277	0.83	0.12	0.042	0.005	0.0024	0	0	0	0	0.15	0.29
278	0.97	6.3e-05	0.0014	0.024	0	0	0	0	0	0.15	0.29
279	0.89	0.072	0.039	0.00069	0.0014	0	0	0	0	0.15	0.29
280	0.58	0.038	0.068	0.31	0.00014	0	0	0	0	0.15	0.29
281	0.16	0.015	0.41	0.42	0.00015	0	0	0	3	0.23	0.48
282	0.74	0.05	0.048	0.15	0.0075	0	0	0	0	0.15	0.29
283	0.14	0.0052	0.11	0.75	3.9e-05	0	0	0	3	0.23	0.48
284	0.81	0.082	0.013	0.001	0.09	0	0	0	0	0.15	0.29
285	0.36	0.033	0.38	0.23	0.0032	0	0	0	2	0.31	0.48
286	0.47	0.063	0.42	0.00023	0.043	0	0	0	0	0.15	0.29
287	0.52	0.048	0.31	0.079	0.042	0	0	0	0	0.15	0.29
288	0.46	0.033	0.12	0.39	0.00029	0	0	0	0	0.15	0.29
289	0.54	0.042	0.2	0.22	3.4e-05	0	0	0	0	0.15	0.29
290	0.41	0.03	0.12	0.44	7.8e-05	0	0	0	3	0.23	0.48
291	0	0	0	0	0	1	0	0.002	5	0	0.13
292	0.22	0.015	0.069	0.69	1.1e-06	0	0	0	3	0.23	0.48
293	0.00012	0	0.0037	1	0	0	0	0	3	0.23	0.48
294	0.63	0.044	0.083	0.24	0.0038	0	0	0	0	0.15	0.29
295	0.37	0.03	0.22	0.38	0.00053	0	0	0	3	0.23	0.48
296	0.042	0.0043	0.35	0.6	1.2e-05	0	0	0	3	0.23	0.48
297	0	0	0	0	0	0	1	0	6	0.1	0.032
298	0.47	0.039	0.3	0.18	0.0092	0	0	0	0	0.15	0.29
299	0.67	0.057	0.19	0.065	0.014	0	0	0	0	0.15	0.29
300	0.39	0.066	0.44	3.2e-06	0.11	0	0	0	2	0.31	0.48
301	0.75	0.053	0.067	0.12	0.009	0	0	0	0	0.15	0.29
302	0.65	0.059	0.26	0.034	0.00054	0	0	0	0	0.15	0.29
303	0.47	0.044	0.39	0.094	0.0003	0	0	0	0	0.15	0.29
304	0.88	0.072	0.041	0.00085	0.0023	0	0	0	0	0.15	0.29
305	0.69	0.047	0.085	0.18	2.4e-05	0	0	0	0	0.15	0.29
306	0.68	0.052	0.15	0.12	0.0011	0	0	0	0	0.15	0.29
307	0.68	0.074	0.081	0.0057	0.16	0	0	0	0	0.15	0.29
308	0.91	0.057	0.015	0.012	0.0016	0	0	0	0	0.15	0.29
309	0.56	0.045	0.23	0.15	0.019	0	0	0	0	0.15	0.29
310	0.63	0.057	0.18	0.078	0.062	0	0	0	0	0.15	0.29
311	0.99	2.1e-06	0.00081	0.0048	0	0	0	0	0	0.15	0.29
312	0.49	0.1	0.11	0.013	0.28	0	0	0	0	0.15	0.29
313	0.2	0.036	0.45	0.31	0.00059	0	0	0	2	0.31	0.48
314	0.94	0.0005	0.0038	0.057	1.2e-05	0	0	2.4e-06	0	0.15	0.29
315	1	0	0	0.0006	0	0	0	2.1e-05	0	0.15	0.29
316	0.84	0.12	0.036	0.0035	0.0015	0	0	0	0	0.15	0.29
317	1	0	0	0	0	0	0	0	0	0.15	0.29
318	0.043	7.6e-05	0.01	0.95	0	0	0	0	3	0.23	0.48
319	0.97	3e-06	0.00019	0.027	0	0	0	0	0	0.15	0.29
320	0.28	0.035	0.053	0.63	0.00041	0	0	0	3	0.23	0.48
321	0.59	0.053	0.3	0.059	0.0025	0	0	0	0	0.15	0.29
322	0.7	0.041	0.081	0.16	0.017	0	0	0	0	0.15	0.29
323	0.46	0.017	0.0016	0.52	0	0	0	0	3	0.23	0.48
324	0.018	0	0	0	0	0	0.98	0	6	0.1	0.032
325	0.99	0.011	0	0.0004	0	0	0	0	0	0.15	0.29
326	0.7	0.037	0.014	0.25	0.00046	0	0	0	0	0.15	0.29
327	0.75	0.054	0.081	0.11	0.0097	0	0	0	0	0.15	0.29
328	0.48	0.053	0.28	0.015	0.17	0	0	0	0	0.15	0.29
329	0.82	0.048	0.021	0.11	0.00031	0	0	0	0	0.15	0.29
330	0.65	0.00022	0.0073	0.34	0	0	0	0	0	0.15	0.29
331	0.62	0.061	0.28	0.013	0.021	0	0	0	0	0.15	0.29
332	0.28	0.069	0.26	0.35	0.047	0	0	0	3	0.23	0.48
333	0.17	0.11	0.3	0.38	0.049	0	0	0	3	0.23	0.48
334	0.8	0.11	0.088	0	2.9e-05	0	0	0	0	0.15	0.29
335	0.87	0.063	0.016	0.034	0.018	0	0	0	0	0.15	0.29
336	0.38	0.025	0.056	0.53	0.00024	0	0	0	3	0.23	0.48
337	0.072	0.0021	0.0001	0.93	0	0	0	0	3	0.23	0.48
338	0.71	0.045	0.046	0.2	0.00035	0	0	0	0	0.15	0.29
339	0.68	0.044	0.06	0.22	2.2e-05	0	0	0	0	0.15	0.29
340	0.81	0.059	0.078	0.051	0.00037	0	0	0	0	0.15	0.29
341	0.7	0.063	0.21	0.018	0.00071	0	0	0	0	0.15	0.29
342	0.67	0.075	0.095	0.0024	0.16	0	0	0	0	0.15	0.29
343	0.25	0.018	0.089	0.64	8.8e-05	0	0	0	3	0.23	0.48
344	0.65	0.059	0.22	0.036	0.032	0	0	0	0	0.15	0.29
345	0.27	0.026	0.41	0.29	0.00027	0	0	0	2	0.31	0.48
346	0.73	0.058	0.066	0.11	0.031	0	0	0	0	0.15	0.29
347	0.76	0.061	0.13	0.04	0.0028	0	0	0	0	0.15	0.29
348	0.8	0.072	0.12	0.0035	0.0041	0	0	0	0	0.15	0.29
349	0.88	0.07	0.04	0.0023	0.0064	0	0	0	0	0.15	0.29
350	0.89	0.077	0.033	0.00022	0.0038	0	0	0	0	0.15	0.29
351	0.4	0.037	0.38	0.18	0.0024	0	0	0	0	0.15	0.29
352	0.8	0.061	0.045	0.074	0.022	0	0	0	0	0.15	0.29
353	0.84	0.069	0.035	0.017	0.037	0	0	0	0	0.15	0.29
354	0.88	0.071	0.025	0.004	0.019	0	0	0	0	0.15	0.29
355	0.84	0.068	0.085	0.0081	3.2e-05	0	0	0	0	0.15	0.29
356	0.2	0.088	0.26	0.42	0.036	0	0	0	3	0.23	0.48
357	0.96	0.04	3.6e-05	0.00051	3.8e-05	0	0	0	0	0.15	0.29
358	0.51	0.041	0.24	0.21	0.007	0	0	0	0	0.15	0.29
359	0.64	0.058	0.19	0.046	0.064	0	0	0	0	0.15	0.29
