SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
15	0	0.00017	0	0	0	0	0.00037	0	0	0	0.092	6.1e-06	0	0	0.0001	3.2e-05	0	0.91	0	17	0.19	0.22	0.18	0.17
16	0	0	0.0026	0	0.68	0	0	0	0.00013	0.16	0	0	0	0.16	0	0	0	0	0	4	0.18	0.34	0	0
17	0.0047	0	0	0	0	0.00075	0	0	0	0	0.019	0	0	0	0	2.9e-05	0	0.98	0	17	0.19	0.22	0.18	0.17
18	0.0057	0.0051	0	0	0	0.071	0	0	0	0	0.069	8.1e-05	0	0	0.071	0.046	0	0.73	0	17	0.19	0.22	0.18	0.17
19	0.013	0.041	0	0	0	0.03	0	0	0	0	0.1	0.00017	0	0	0.017	0.023	0	0.77	0	17	0.19	0.22	0.18	0.17
20	0.0059	0.014	0	0	0	0.016	0	0	0	0	0.1	7.3e-05	0	0	0.00032	0.0015	0	0.86	0	17	0.19	0.22	0.18	0.17
21	0	0.0018	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0.54	0	17	0.19	0.22	0.18	0.17
22	0	0	0.04	0	0.024	0	0	0	0.0043	0.47	0	0	0	0.47	0	0	0	0	0	9	0.19	0.22	0	0
23	0.005	0.4	0	0	0	0.00015	0	0	0	0	0.00095	1.8e-05	0	0	0.034	0.067	0	0.5	0	17	0.19	0.22	0.18	0.17
24	0.19	0.0084	0	0	0	0.11	0	0	0	0	0.6	0.00011	0	0	0	4.8e-06	0	0.092	0	10	0.26	0.22	0.25	0.17
25	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
26	0	0	0	1	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.18	0.17
27	0	0	0	0	0	0	1.3e-06	0	0	0	0.098	0	0	0	0	0	0	0.9	0	17	0.19	0.22	0.18	0.17
28	0	0	0	0	0	0	0.022	0	0	0	0.036	0	0	0	0	0	0	0.94	2.6e-05	17	0.19	0.22	0.18	0.17
29	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
30	0.15	0.019	0	0	0	0.043	0	0	0	0	0.027	3.5e-05	0	0	2.9e-05	0.0011	0	0.76	0	17	0.19	0.22	0.18	0.17
31	0	0	0	0	0	0	6.8e-05	0	0	0	0.032	0	0	0	0	0	0	0.97	0	17	0.19	0.22	0.18	0.17
32	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0.99	0	17	0.19	0.22	0.18	0.17
33	0.00064	0.0081	0	0	0	0.00078	0.00044	0	0	0	0.061	3.6e-05	0	0	0.79	0.061	0	0.077	0	14	0.4	0.41	0.18	0.17
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00051	0	3.8e-05	0	14	0.4	0.41	0.18	0.17
35	0.00039	0.88	0	0	0	6.1e-05	0	0	0	0	0.001	0.00014	0	0	1.6e-05	0.0036	0	0.12	2.9e-06	1	0.26	0.28	0.25	0.32
36	0	0	0.0096	0	1.1e-05	0	0	0	0.64	0.18	0	0	0	0.18	0	0	0	0	0	8	0.15	0.17	0	0
37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.26	0.28	0.25	0.32
38	0	1	0	0	0	0	0	0	0	0	0.00022	0.00072	0	0	0	0	0	4e-05	0	1	0.26	0.28	0.25	0.32
39	2.1e-06	0.076	0	0	0	0	3.5e-06	0	0	0	0.019	4.5e-05	0	0	0.0023	0.0037	0	0.9	8.1e-06	17	0.19	0.22	0.18	0.17
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.4	0.41	0.18	0.17
41	0	0.0073	0	0	0	0	0	0	0	0	0.0028	1.2e-05	0	0	0	0	0	0.99	0	17	0.19	0.22	0.18	0.17
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7e-05	0	0	0	14	0.4	0.41	0.18	0.17
43	3.2e-05	7.1e-06	0	0	0	0.00022	0	0	0	0	0.00041	0	0	0	0.96	0.024	0	0.011	0	14	0.4	0.41	0.18	0.17
44	4.4e-06	0	0	0	0	7.7e-06	0	0	0	0	3.8e-05	0	0	0	0.98	0.014	0	0.0067	0	14	0.4	0.41	0.18	0.17
45	0	0.23	0	0	0	3.8e-06	0	0	0	0	0.33	0.0012	0	0	0.00023	0.0037	0	0.43	0	17	0.19	0.22	0.18	0.17
46	0	0	0	0	0	0	6.9e-05	0	0	0	0.0067	0	0	0	0	0	0	0.99	4.3e-05	17	0.19	0.22	0.18	0.17
47	0	0.01	0	0	0	0	0	0	0	0	0.0019	0.00014	0	0	0	0	0	0.99	0	17	0.19	0.22	0.18	0.17
48	0	0.011	0	0	0	0	0	0	0	0	0.067	0.00025	0	0	0.66	0.26	0	0.0052	0	14	0.4	0.41	0.18	0.17
49	0.0023	0.00063	0	0	0	0.0014	0	0	0	0	0.0025	1.3e-06	0	0	0.48	0.15	0	0.37	0	14	0.4	0.41	0.18	0.17
50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.19	0.22	0.02	0
51	7.6e-06	0.031	0	0	0	4.4e-05	0	0	0	0	0.08	0.00024	0	0	0.0015	0.007	0	0.88	0	17	0.19	0.22	0.18	0.17
52	0.011	0.82	0	0	0	0.0046	0	0	0	0	0.0068	0.00034	0	0	3.6e-05	0.014	0	0.15	0	1	0.26	0.28	0.25	0.32
53	0	0.00065	0	0	0	0	0	0	0	0	0.11	0.00026	0	0	2.8e-05	0.00022	0	0.89	0	17	0.19	0.22	0.18	0.17
54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0.04	0.076
55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0.024	0.16	0.13
56	0.0024	0.9	0	0	0	0.00075	0	0	0	0	0.0019	0.00019	0	0	1.9e-06	0.0027	0	0.091	0	1	0.26	0.28	0.25	0.32
57	0	1	0	0	0	0	0	0	0	0	0	7.8e-06	0	0	0	0	0	0	0	1	0.26	0.28	0.25	0.32
58	0	0.008	0	0	0	0	0	0	0	0	0.095	0.00016	0	0	4e-05	0.00057	0	0.9	0	17	0.19	0.22	0.18	0.17
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0.015	0	0.00082	0	14	0.4	0.41	0.18	0.17
60	0	2.6e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.32	0	0.00071	0	14	0.4	0.41	0.18	0.17
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.1e-06	0	0	0	14	0.4	0.41	0.18	0.17
62	0	0.0081	0	0	0	0	0	0	0	0	4.4e-05	1.1e-05	0	0	0	0	0	0.99	0	17	0.19	0.22	0.18	0.17
63	0	3.2e-05	0	0	0	0	2.1e-06	0	0	0	0.0014	0	0	0	1	0.0012	0	0.0013	0	14	0.4	0.41	0.18	0.17
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.4	0.41	0.18	0.17
65	0.00088	0.44	0	0	0	0.00015	0	0	0	0	0.0036	0.00024	0	0	6.1e-05	0.02	0	0.54	0	17	0.19	0.22	0.18	0.17
66	0.0027	0.00018	0	0	0	0.00015	0	0	0	0	0.026	0	0	0	0.039	0.0022	0	0.93	0	17	0.19	0.22	0.18	0.17
67	0.00025	0	0	0	0	0.00014	0	0	0	0	0.0025	0	0	0	0	0.0048	0	0.99	0	17	0.19	0.22	0.18	0.17
68	0.00011	0.003	0	0	0	0.00031	5.5e-06	0	0	0	0.0078	3.6e-05	0	0	3.1e-05	0.0018	0	0.99	1.2e-05	17	0.19	0.22	0.18	0.17
69	3.3e-05	0.072	0	0	0	4.8e-06	0	0	0	0	0.0014	7.1e-05	0	0	0	0.00044	0	0.93	0	17	0.19	0.22	0.18	0.17
70	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0.04	0.076
71	0.026	0.00059	0	0	0	0.013	0	0	0	0	0.0078	3.6e-06	0	0	1.1e-06	0.0089	0	0.94	0	17	0.19	0.22	0.18	0.17
72	0.0098	4.8e-06	0	0	0	0.052	0	0	0	0	0.31	0	0	0	1.4e-05	8.9e-05	0	0.63	0	17	0.19	0.22	0.18	0.17
73	0.018	0.00026	0	0	0	0.023	0	0	0	0	0.09	0	0	0	0.00029	0.0016	0	0.87	0	17	0.19	0.22	0.18	0.17
74	4e-05	1	0	0	0	0	0	0	0	0	4.1e-06	6.1e-05	0	0	0	0.00023	0	0.0024	0	1	0.26	0.28	0.25	0.32
75	0.0012	0.00026	0	0	0	0.055	0	0	0	0	0.043	9.7e-06	0	0	0.00087	0.0019	0	0.9	0	17	0.19	0.22	0.18	0.17
76	0	0.025	0	0	0	0	0	0	0	0	0.00022	8e-06	0	0	0	0	0	0.97	0	17	0.19	0.22	0.18	0.17
77	0.0055	3.3e-06	0	0	0	0.017	0	0	0	0	0.034	0	0	0	6.8e-06	0.01	0	0.93	0	17	0.19	0.22	0.18	0.17
78	0	0	0	0.97	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.18	0.17
79	0.024	0.0034	0	0	0	0.17	0	0	0	0	0.71	0.00025	0	0	0.002	0.0082	0	0.08	0	10	0.26	0.22	0.25	0.17
80	0.26	0.0035	0	0	0	0.31	0	0	0	0	0.0035	6.7e-05	0	0	5e-05	0.26	0	0.16	0	5	0.4	0.47	0.46	0.32
81	0.092	4.9e-06	0	0	0	0.13	0	0	0	0	0.096	0	0	0	0	0	0	0.69	0	17	0.19	0.22	0.18	0.17
82	0	3.7e-05	0	0	0	0	0.004	0	0	0	0.037	0	0	0	8e-05	0	0	0.96	5e-06	17	0.19	0.22	0.18	0.17
83	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
84	0.0032	0.0033	0	0	0	0.04	0	0	0	0	0.013	0.00038	0	0	0.024	0.43	0	0.49	0	17	0.19	0.22	0.18	0.17
85	0.00029	0.0033	0	0	0	0.00012	2.6e-06	0	0	0	0.0028	3.7e-06	0	0	0.91	0.024	0	0.065	0	14	0.4	0.41	0.18	0.17
86	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
87	0.035	0.025	0	0	0	0.014	0	0	0	0	0.4	5.6e-05	0	0	0.098	0.0018	0	0.43	0	17	0.19	0.22	0.18	0.17
88	0.0062	0.003	0	0	0	0.0017	0	0	0	0	0.0073	3.6e-06	0	0	0.11	0.03	0	0.84	0	17	0.19	0.22	0.18	0.17
89	0	0.00017	0	0	0	0	0	0	0	0	6.5e-05	5.4e-06	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
90	0	0	0	0	0	0	0	0	0	0	5.5e-05	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
91	0.047	0.012	0	0	0	0.12	0	0	0	0	0.12	0.00016	0	0	0.043	0.22	0	0.44	0	17	0.19	0.22	0.18	0.17
92	0	2.8e-05	0	0	0	0	0.029	0	0	0	0.021	0	0	0	0.00069	0	0	0.95	0.0016	17	0.19	0.22	0.18	0.17
93	0.037	0.01	0	0	0	0.006	0	0	0	0	0.082	4.9e-06	0	0	0.019	0.013	0	0.83	0	17	0.19	0.22	0.18	0.17
94	0.012	0.00062	0	0	0	0.12	0	0	0	0	0.097	1.6e-05	0	0	0.062	0.066	0	0.64	0	17	0.19	0.22	0.18	0.17
95	0	0	0.013	0	0.028	0	0	0	0.01	0.47	0	0	0	0.47	0	0	0	0	0	9	0.19	0.22	0	0
96	0	0.0016	0	0	0	0	1.2e-05	0	0	0	0.01	0	0	0	0.00083	0	0	0.99	0	17	0.19	0.22	0.18	0.17
97	0	0.0056	0	0	0	0	0.00014	0	0	0	0.053	1.2e-05	0	0	0.035	0.0011	0	0.9	0	17	0.19	0.22	0.18	0.17
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
99	0	0	0.05	0	0.012	0	0	0	0.083	0.43	0	0	0	0.43	0	0	0	0	0	9	0.19	0.22	0	0
100	3.4e-06	0.036	0	0	0	2.4e-06	0.00055	0	0	0	0.12	6.9e-05	0	0	0.0032	0.002	0	0.84	5.6e-05	17	0.19	0.22	0.18	0.17
101	0.079	0.011	0	0	0	0.012	0	0	0	0	0.88	0.00025	0	0	0	1.2e-05	0	0.022	0	10	0.26	0.22	0.25	0.17
102	0.0029	0.063	0	0	0	0.0016	7.4e-06	0	0	0	0.12	8.6e-05	0	0	0.26	0.039	0	0.5	0	17	0.19	0.22	0.18	0.17
103	0	1	0	0	0	0	0	0	0	0	3.7e-05	2.1e-05	0	0	0	0	0	2.7e-05	0	1	0.26	0.28	0.25	0.32
104	0	0	0.00039	0	0.0043	0	0	0	0.0011	0.5	0	0	0	0.5	0	0	0	0	0	9	0.19	0.22	0	0
105	0	0	0	0.99	0	0	0	0.0074	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.18	0.17
106	0.0093	8.4e-06	0	0	0	0.013	0	0	0	0	0.016	0	0	0	0	0.0042	0	0.96	0	17	0.19	0.22	0.18	0.17
107	0.0029	1.2e-06	0	0	0	0.0054	0	0	0	0	0.87	0	0	0	0.0037	1.2e-06	0	0.12	0	10	0.26	0.22	0.25	0.17
108	0.0027	0.0011	0	0	0	0.0019	0	0	0	0	0.049	5.3e-06	0	0	5.2e-05	1.1e-05	0	0.95	0	17	0.19	0.22	0.18	0.17
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
110	0.015	0.0056	0	0	0	0.3	0	0	0	0	0.56	0.00047	0	0	2.9e-06	0.00058	0	0.12	0	10	0.26	0.22	0.25	0.17
111	0	0	0.00073	0	0	0	0	0	0.53	0.044	0	0	0	0.044	0.39	0	0	0	0	8	0.15	0.17	0	0
112	0.0099	4.4e-05	0	0	0	0.62	0	0	0	0	0.054	1.5e-05	0	0	4.2e-06	0.0027	0	0.31	0	5	0.4	0.47	0.46	0.32
113	0	0	0.0018	0	1e-05	0	0	0	0.63	0.16	0	0	0	0.16	0.053	0	0	0	0	8	0.15	0.17	0	0
114	0.015	0.0002	0	0	0	0.055	0	0	0	0	0.029	2.7e-06	0	0	8.6e-06	0.032	0	0.87	0	17	0.19	0.22	0.18	0.17
115	0.028	0.00023	0	0	0	0.00036	0	0	0	0	0.92	0	0	0	5.7e-06	0	0	0.056	0	10	0.26	0.22	0.25	0.17
116	6.1e-05	1.1e-05	0	0	0	9.6e-06	0	0	0	0	0.00041	0	0	0	0	0.067	0	0.93	0	17	0.19	0.22	0.18	0.17
117	3.4e-06	0.0012	0	0	0	0.0024	0	0	0	0	0.64	1.3e-05	0	0	0	0.00031	0	0.35	0	10	0.26	0.22	0.25	0.17
118	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0.00018	0.0007	0	1	0	17	0.19	0.22	0.18	0.17
119	0	0	0	0	0	0	0	0	0	0	8.8e-06	0	0	0	0.48	0.089	0	0.44	0	14	0.4	0.41	0.18	0.17
120	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0.04	0.076
121	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0.0033	0	1	0	17	0.19	0.22	0.18	0.17
122	0	0	0.0093	0	5.8e-05	0	0	0	0.16	0.42	0	0	0	0.42	0	0	0	0	0	9	0.19	0.22	0	0
123	0	0.00043	0	0	0	1.7e-06	0	0	0	0	0.022	0	0	0	0.00082	0.00018	0	0.98	0	17	0.19	0.22	0.18	0.17
124	0.013	0.059	0	0	0	0.11	0	0	0	0	0.29	0.001	0	0	0.0075	0.13	0	0.39	0	17	0.19	0.22	0.18	0.17
125	0	0.011	0	0	0	6.6e-06	0.0014	0	0	0	0.25	9.5e-05	0	0	0.018	0.011	0	0.71	9.8e-06	17	0.19	0.22	0.18	0.17
126	0	0	0.0002	0	0.00077	0	0	0	0.00016	0.5	0	0	0	0.5	0	0	0	0	0	9	0.19	0.22	0	0
127	5.4e-05	0.21	0	0	0	5.2e-06	0	0	0	0	0.082	0.00011	0	0	0.00054	0.001	0	0.71	0	17	0.19	0.22	0.18	0.17
128	0.53	2.5e-05	0	0	0	0.22	0	0	0	0	0.0024	0	0	0	0.2	0.0088	0	0.027	0	0	0.4	0.47	0.39	0.39
129	1.7e-05	0.0018	0	0	0	4.5e-05	0	0	0	0	0.013	1.7e-05	0	0	0	0.00017	0	0.98	0	17	0.19	0.22	0.18	0.17
130	0	0	2.9e-05	0	0	0	0	0	0.99	0.0053	0	0	0	0.0053	0	0	0	0	0	8	0.15	0.17	0	0
131	0.00037	0.033	0	0	0	0.00045	0	0	0	0	0.034	0.00052	0	0	0	0.015	0	0.92	0	17	0.19	0.22	0.18	0.17
132	0	0	0	1	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.18	0.17
133	0	0	0	1	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.18	0.17
134	0.19	0.00082	0	0	0	0.37	0	0	0	0	0.0094	1.7e-05	0	0	0	0.1	0	0.32	0	5	0.4	0.47	0.46	0.32
135	0.012	0.02	0	0	0	0.046	0	0	0	0	0.063	1.8e-05	0	0	1.3e-06	0.016	0	0.84	0	17	0.19	0.22	0.18	0.17
136	1.3e-05	0.00037	0	0	0	7.8e-05	0	0	0	0	0.046	0	0	0	0.00093	0.0028	0	0.95	0	17	0.19	0.22	0.18	0.17
137	0.0022	0.04	0	0	0	0.015	0	0	0	0	0.12	8.1e-05	0	0	0.0017	0.012	0	0.81	0	17	0.19	0.22	0.18	0.17
138	0	0	0.0088	0	0.12	0	0	0	0.00066	0.44	0	0	0	0.44	0	0	0	0	0	9	0.19	0.22	0	0
139	0.11	0	0	0	0	0.58	0	0	0	0	0.00091	0	0	0	0	0.00071	0	0.31	0	5	0.4	0.47	0.46	0.32
140	0.00023	0.022	0	0	0	0.00021	0	0	0	0	0.00055	0.00044	0	0	0.0002	0.98	0	6.2e-05	0	15	0.33	0.41	0.32	0.24
141	0.014	0.0027	0	0	0	0.0057	0	0	0	0	0.0058	0	0	0	0	1.9e-05	0	0.97	0	17	0.19	0.22	0.18	0.17
142	0.00012	0	0	0	0	0	0	0	0	0	1e-05	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
143	0.0054	0.00067	0	0	0	0.15	0	0	0	0	0.038	0	0	0	0.0074	0.00033	0	0.8	0	17	0.19	0.22	0.18	0.17
144	0.04	0.0079	0	0	0	0.0019	0	0	0	0	0.012	0	0	0	0.0033	0.0013	0	0.93	0	17	0.19	0.22	0.18	0.17
145	0	0	0.0021	0	3e-05	0	0	0	0.34	0.33	0	0	0	0.33	0	0	0	0	0	8	0.15	0.17	0	0
146	0.0021	0.018	0	0	0	0.015	0	0	0	0	0.24	0.00049	0	0	0.004	0.02	0	0.7	0	17	0.19	0.22	0.18	0.17
147	0	0	0.41	0.00011	0	0	0	0.00014	0	0	0	0	0.59	0	0	0	0	0.00029	0	12	0	0	0.04	0.076
148	0	2.4e-05	0	0	0	0	0.0017	0	0	0	0.0092	0	0	0	2.4e-05	0	0	0.99	0.00072	17	0.19	0.22	0.18	0.17
149	0.0075	0.0004	0	0	0	0.002	0	0	0	0	0.027	1.4e-06	0	0	1.4e-06	0.016	0	0.95	0	17	0.19	0.22	0.18	0.17
150	0.021	9.4e-05	0	0	0	0.22	0	0	0	0	0.19	1.1e-05	0	0	0	0.00018	0	0.56	0	17	0.19	0.22	0.18	0.17
151	4.9e-05	0.007	0	0	0	1.8e-06	1.9e-05	0	0	0	9.8e-06	2.2e-05	0	0	0	0.029	0	0.33	0.63	18	0.13	0.12	0.14	0.17
152	0.0033	1e-05	0	0	0	0.0027	0	0	0	0	0.086	0	0	0	0.86	2e-05	0	0.053	0	14	0.4	0.41	0.18	0.17
153	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0.04	0.076
154	0.024	0.00015	0	0	0	0.3	0	0	0	0	0.1	1.3e-05	0	0	0	0.00067	0	0.58	0	17	0.19	0.22	0.18	0.17
155	0.01	4.9e-05	0	0	0	0.0065	0	0	0	0	0.12	0	0	0	0	0.00051	0	0.86	0	17	0.19	0.22	0.18	0.17
156	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0.04	0.076
157	0.00026	0.0009	0	0	0	0.012	0	0	0	0	0.034	0	0	0	0	1.2e-05	0	0.95	0	17	0.19	0.22	0.18	0.17
158	0	0.018	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0.97	0	17	0.19	0.22	0.18	0.17
159	0.51	0	0	0	0	0.19	0	0	0	0	0.00013	0	0	0	0	0.0045	0	0.29	0	0	0.4	0.47	0.39	0.39
160	1.1e-05	0.013	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0.98	0	17	0.19	0.22	0.18	0.17
161	0	0.0015	0	0	0	0	0	0	0	0	0.51	2.9e-05	0	0	0.012	0.00085	0	0.47	0	10	0.26	0.22	0.25	0.17
162	0	0	2.1e-05	0	0.0028	0	0	0	0.022	0.039	0	0	0	0.039	0.9	0	0	0	0	14	0.4	0.41	0.18	0.17
163	0.11	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0.88	0	17	0.19	0.22	0.18	0.17
164	0	9e-05	0	0	0	0	0	0	0	0	0.054	0	0	0	3.7e-06	2.6e-06	0	0.95	0	17	0.19	0.22	0.18	0.17
165	0	0	0.00053	0	2.6e-05	0	0	0	0.00087	0.5	0	0	0	0.5	0	0	0	0	0	9	0.19	0.22	0	0
166	0	0.045	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0.95	0	3.3e-06	0	15	0.33	0.41	0.32	0.24
167	0.07	0.0059	0	0	0	0.017	0	0	0	0	0.16	9.3e-06	0	0	8.8e-05	0.00048	0	0.75	0	17	0.19	0.22	0.18	0.17
168	0.0072	0.00016	0	0	0	0.011	0	0	0	0	0.03	9.1e-06	0	0	0	0.028	0	0.92	0	17	0.19	0.22	0.18	0.17
169	0	0	0.0047	0	0.0093	0	0	0	0.052	0.47	0	0	0	0.47	0	0	0	0	0	9	0.19	0.22	0	0
170	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0	1	0	17	0.19	0.22	0.18	0.17
171	0	3.4e-06	0	0	0	0	0	0	0	0	3.8e-05	0	0	0	0.021	0.00018	0	0.98	0	17	0.19	0.22	0.18	0.17
172	0.00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7e-06	0	1	0	17	0.19	0.22	0.18	0.17
173	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0.99	0.00027	17	0.19	0.22	0.18	0.17
174	0	0.00011	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0	1	2.4e-06	17	0.19	0.22	0.18	0.17
175	0	0	0.031	0	0.00053	0	0	0	0.058	0.46	0	0	0	0.46	0	0	0	0	0	9	0.19	0.22	0	0
176	0	0	0	0	0	0	0	0	0	0	8.7e-06	0	0	0	0	0	0	1	9.7e-06	17	0.19	0.22	0.18	0.17
177	0.033	0.00035	0	0	0	0.0081	0	0	0	0	0.033	0	0	0	1.8e-06	0.0037	0	0.92	0	17	0.19	0.22	0.18	0.17
178	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0.024	0.16	0.13
179	0.094	0.0036	0	0	0	0.057	0	0	0	0	0.54	0.00012	0	0	0.15	0.018	0	0.13	0	10	0.26	0.22	0.25	0.17
180	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.19	0.22	0.02	0
181	0.0078	0.00041	0	0	0	0.031	0	0	0	0	0.065	7.9e-06	0	0	0.0012	0.093	0	0.8	0	17	0.19	0.22	0.18	0.17
182	0.0019	1.1e-05	0	0	0	0.0011	0	0	0	0	0.016	0	0	0	0.076	0.00031	0	0.91	0	17	0.19	0.22	0.18	0.17
183	0.19	7.8e-05	0	0	0	0.14	0	0	0	0	0.0027	3.3e-05	0	0	0	0.0068	0	0.66	0	17	0.19	0.22	0.18	0.17
184	0.012	8.5e-05	0	0	0	0.1	0	0	0	0	0.054	3.3e-06	0	0	0.00014	0.018	0	0.81	0	17	0.19	0.22	0.18	0.17
185	0.012	0.0028	0	0	0	0.0085	0	0	0	0	0.052	6.6e-06	0	0	0.00022	0.027	0	0.9	0	17	0.19	0.22	0.18	0.17
186	0.0023	0.00013	0	0	0	0.017	0	0	0	0	0.004	0	0	0	0	0.0019	0	0.97	0	17	0.19	0.22	0.18	0.17
187	0.088	0.017	0	0	0	0.0041	0	0	0	0	0.0072	7.2e-06	0	0	0	0.00022	0	0.88	0	17	0.19	0.22	0.18	0.17
188	0.0029	0.061	0	0	0	0.0063	1.4e-05	0	0	0	0.072	0.00036	0	0	0.06	0.18	0	0.62	0	17	0.19	0.22	0.18	0.17
