SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
52	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.4e-05	0	0	5	0	0	0.22	0.038	0
53	0	0	0	0	0	0.37	0	0	0.003	0	0	1.4e-05	0	0	0.013	0	0	0.62	1.5e-06	0	17	0	0	0.44	0.038	0
54	0	0	0	0	0	0.00028	0	0	0.11	0	0	0	0	0	0.26	0	0	0.63	0	0	17	0	0	0.44	0.038	0
55	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0.11	0.15	0
56	0.4	0.024	0	0	0	0	0	0	0	0.21	0.35	0	0	0.018	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
57	0.99	0.0052	0	0	0	0	0	0	0	0.0015	0	0	0	0.0021	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
58	0.0019	0	0	0	0	0	0	0	0	3.9e-06	1	0	0	0	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
59	0.96	0.03	0	0	0	0	0	0	0	0.00062	0	0	0	0.0096	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
60	0.31	0.22	0	0	0	0	0	0	0	0.072	0	0	0	0.4	0	0	0	0	0	0	13	0.59	0.68	0.5	0.45	0.56
61	0.94	0.047	0	0	0	0	0	0	0	0.00014	0	0	0	0.011	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
62	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
63	0.95	0.034	0	0	0	0	0	0	0	0.0056	1.8e-06	0	0	0.013	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
64	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
65	0.97	0.024	0	0	0	0	0	0	0	2.1e-05	0	0	0	0.0017	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
66	0.88	0.08	0	0	0	0	0	0	0	0.0016	0	0	0	0.035	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
67	0.73	0.18	0	0	0	0	0	5.1e-05	0	0.0084	0.00021	0	0	0.085	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
68	0	0	0	0	0	0.0023	0	0	0.041	0	0	0	0	0	0.061	0	0	0.9	0	0	17	0	0	0.44	0.038	0
69	0	0	0	0	0	0	0	0	4.1e-06	0	0	0	0	0	0.97	0	0	0.028	0	0	14	0	0	0.49	0.076	0
70	0.99	0	0	0	0	0	0	0	2.4e-05	0	0	0	0	0	5.9e-05	0	0	0.0072	0	0	0	0.59	0.68	0.49	0.34	0.51
71	0	0	0	0.17	0.83	0	0	0	0	0	0	0.0076	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
72	0.53	0.00069	0	0	0	0	0	0	0	0.47	0	0	0	0.00074	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0.49	0.34	1
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
76	0.61	0.33	0	0	0	0	0	0	0	0.00023	0	0	0	0.06	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
77	0.7	0.014	0	0	0	0	0	0	0	0.24	0	0	0	0.044	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
78	0.92	0.057	0	0	0	0	0	0	0	0.0035	5.2e-06	0	0	0.021	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
79	0.64	0.018	0	0	0	0	0	0	0	0.082	0.26	0	0	0.0063	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
80	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
82	0.077	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0	0.00035	0	0	0	12	0.41	0.32	0.054	0.34	0.44
83	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.046	0.036	0.16	0.11	0.054
85	1	2.4e-05	0	0	0	0	0	0	0	2.4e-06	0	0	0	3.6e-06	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
86	0.91	0.041	0	0	0	0	0	0.00025	0	0.016	1e-05	0	0	0.028	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
87	0	0	0	0.02	0.98	0	0	0	0	0	0	2.8e-06	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
89	0.94	0.043	0	0	0	0	0	0	0	0.0025	2.3e-06	0	0	0.012	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
90	0.98	0.0091	0	0	0	0	0	0	0	0.0061	1.8e-06	0	0	0.0027	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
91	0.97	0.0032	0	0	0	0	0	0	0	0.027	4.6e-06	0	0	0.0015	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
92	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
93	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
94	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.046	0	0	0	0.11
95	0.77	0.097	0	0	0	0	0	0	0	0.0035	0	0	0	0.13	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
96	0.98	0.015	0	0	0	0	0	0	0	0.00031	0	0	0	0.0026	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
97	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.046	0	0	0	0.11
98	0	0	0	0.0077	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
100	0.001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.046	0.036	0.16	0.11	0.054
102	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.046	0	0	0	0.11
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.52	0.6	0.054	0.076	0.4
105	0	0	0	0	0	0	0	0	0	0	0	0	8.9e-06	0	0	0.98	0.024	0	0	0	15	0.52	0.6	0.054	0.076	0.4
106	0.94	0.043	0	0	0	0	0	0	0	0.0062	0.00092	0	0	0.01	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.046	0.14	0	0	0
108	0.68	0.054	0	0	0	0	0	0	0	0.16	2.8e-05	0	0	0.1	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
109	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.046	0.14	0	0	0
110	0.84	0.097	0	0	0	0	0	1.1e-06	0	0.0078	1.3e-05	0	0	0.052	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
111	0.8	0.12	0	0	0	0	0	0	0	0.0067	4.2e-06	0	0	0.076	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
112	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0.36	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
113	1	0.00011	0	0	0	0	0	0	0	4.2e-05	0	0	0	2.4e-05	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
114	0	0	0	0.05	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
115	0.054	0.002	0	0	0	0	0	0	0	0.92	3.9e-06	0	0	0.02	0	0	0	0	0	0	9	0.59	0.68	0.6	0.34	0.62
116	0	0	0	0.025	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
117	0.98	0.021	0	0	0	0	0	0	0	0	0	0	0	3.2e-05	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
118	0.88	0.12	0	0	0	0	0	0	0	0	0	0	0	7.1e-05	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
119	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.046	0	0	0	0.11
120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
121	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.59	0.68	0.6	0.34	0.62
122	0	0	0	0	0	0	0	4.7e-06	0	0	0	0	3.4e-06	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
123	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.046	0.14	0	0	0
124	0.93	0.034	0	0	0	0	0	5.1e-06	0	0.0082	0	0	0	0.024	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
125	0.42	0.14	0	0	0	0	0	0	0	0.2	0.0063	0	0	0.23	0	0	0	0	0	3.7e-06	0	0.59	0.68	0.49	0.34	0.51
126	0.96	0.0061	0	0	0	0	0	0	0	0.034	0	0	0	0.0031	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
127	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.046	0	0	0.11	0
128	0.83	0.12	0	0	0	0	0	0	0	0.013	3.5e-06	0	0	0.034	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
129	6.1e-06	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
130	0	0	0	0.076	0.92	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
131	0.68	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.12	0	0	0	0	0.59	0.68	0.49	0.34	0.51
132	0.53	0.22	0	0	0	0	0	0	0	0.013	0	0	0	0.24	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.046	0.14	0	0	0
134	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0.49	0.038	0.054
135	0.51	0.14	0	0	0	0	0	0	0	0.045	0	0	0	0.3	0	0	0	0	0	1.3e-05	0	0.59	0.68	0.49	0.34	0.51
136	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.046	0	0	0	0.11
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.52	0.6	0.054	0.076	0.4
138	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0.06	0	0	0.94	0	0	17	0	0	0.44	0.038	0
139	0.98	0.0052	0	0	0	0	0	0	0	0.01	0	0	0	0.0061	0	0	0	0	0	1e-06	0	0.59	0.68	0.49	0.34	0.51
140	0	0	0	0	0	0	0	0	0	1.7e-05	1	0	0	0	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
141	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
142	0	0	0	0.19	0.81	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
143	0.87	0.11	0	0	0	0	0	0	0	0.0015	0	0	0	0.016	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
144	0	0	0	0	0	0.26	0	0	0.023	0	0	0.00022	0	0	0.036	0	0	0.68	0.00012	0	17	0	0	0.44	0.038	0
145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
146	1.5e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0.49	0.34	1
147	1	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
148	0.94	0.019	0	0	0	0	0	0	0	0.023	0	0	0	0.014	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.52	0.6	0.054	0.076	0.4
150	0.54	0.34	0	0	0	0	0	0	0	0.0069	0.0069	0	0	0.11	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
151	0.22	0.04	0	0	0	0	0	0	0	0.13	0.56	0	0	0.044	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
152	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
153	0.93	0.014	0	0	0	0	0	0	0	0.047	0.0023	0	0	0.0066	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
154	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
155	1	4.7e-05	0	0	0	0	0	0	0	0	0	0	0	2e-06	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
156	0.96	0.0016	0	0	0	0	0	0	0	0.039	0.0001	0	0	0.00082	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
157	0	0	0	0	0	0	0	0	0	0	0	0	4.5e-06	0	0	1	0	0	0	0	15	0.52	0.6	0.054	0.076	0.4
158	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.046	0.14	0	0	0
159	0.86	0.0068	0	0	0	0	0	0	0	0.12	0.00076	0	0	0.0094	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
160	1	0.0025	0	0	0	0	0	0	0	0.00013	0	0	0	0.00048	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
161	0.95	0.029	0	0	0	0	0	0	0	0.00078	0	0	0	0.016	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0079	0	0	0.99	0	0	17	0	0	0.44	0.038	0
163	0.02	9.9e-05	0	0	0	0	0	0	0	0.079	0.9	0	0	9.3e-05	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
164	0.00014	9.3e-06	0	0	0	0	0	0	0	0.00029	1	0	0	2.8e-06	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.52	0.6	0.054	0.076	0.4
166	0.77	0.056	0	0	0	0	0	0	0	0.1	1.3e-05	0	0	0.069	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
167	0.11	0.8	0	0	0	0	0	0	0	0	0	0	0	0.088	0	0	0	0	0	0	1	0.59	0.68	0.49	0.45	0.51
168	0	0	0.003	1	0	0	6.9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.046	0	0	0.11	0
169	0.87	0.053	0	0	0	0	0	0	0	0.039	0	0	0	0.037	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
170	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.046	0	0	0	0.11
171	0	0	0	0	0.002	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.046	0.14	0	0	0
172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
173	0	0	0	0	0	2.8e-05	0	0	3.9e-05	0	0	0	0	0	0.047	0	0	0.95	0	0	17	0	0	0.44	0.038	0
174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.52	0.6	0.054	0.076	0.4
175	0	0	0	0.0012	0.0053	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	14	0	0	0.49	0.076	0
176	0	0	0	0	0	1	0	0	0	0	0	2e-05	0	0	0	0	0	0	0	0	5	0	0	0.22	0.038	0
177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
179	1	8.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
180	1	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
181	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0.11	0.15	0
183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
184	0.92	0.019	0	0	0	0	0	0.02	0	0.027	0.00022	0	0	0.012	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
185	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
186	1	2.2e-06	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
187	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0.49	0.038	0.054
188	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.59	0.72	0.89	0.45	0.56
189	0.96	0.00089	0	0	0	0	0	0.039	0	0	0	0	0	0.00012	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0.95	0	0	0	16	0.41	0.32	0	0.038	0.27
191	0	0	0	0.0098	0.88	0	0	0	0	0	0	1e-06	0	0	0.11	0	0	0	0	0	4	0	0.036	0	0.11	0
192	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.046	0.14	0	0	0
193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.046	0.036	0.16	0.11	0.054
194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0	0.038	0.27
195	0.98	0.023	0	0	0	0	0	0	0	2.2e-06	0	0	0	0.0016	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
196	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0.35	0	0	0	12	0.41	0.32	0.054	0.34	0.44
197	0.84	0.065	0	0	0	0	0	0	0	0.048	0.0026	0	0	0.048	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
198	0.98	0.00028	0	0	0	0	0	0	0	0.015	2.2e-06	0	0	8.2e-05	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.046	0	0	0.11	0
