SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
100	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
101	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
102	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
103	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
104	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
105	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
106	0.94	0	0	0	0.056	0	0	0.0046	0	0.59	0.68	0.49	0.34	0.51
107	0	0	0	0	0	0	1	0	6	0	0.036	0	0.076	0
108	0.96	0	0	0	0.039	0	0	0.00075	0	0.59	0.68	0.49	0.34	0.51
109	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
110	0.99	0	0	0	0.012	0	0	0.00011	0	0.59	0.68	0.49	0.34	0.51
111	0.99	0	0	0	0.0075	0	0	4.5e-05	0	0.59	0.68	0.49	0.34	0.51
112	0	0	0	1	0	5.4e-06	0	0	3	0.091	0.11	0.16	0.038	0.054
113	1	0	0	0	0.001	0	0	0	0	0.59	0.68	0.49	0.34	0.51
114	0	1	0	0	0	0	0.00023	0	1	0.046	0	0	0.15	0
115	0.86	0	0	0	0.13	0	0	0.0016	0	0.59	0.68	0.49	0.34	0.51
116	0	0.00099	0	0	0	0	1	0	6	0	0.036	0	0.076	0
117	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
118	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
119	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
120	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
121	0	0	0	0	1	0	0	0	4	0.59	0.68	0.6	0.34	0.51
122	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
123	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
124	0.99	0	0	0	0.0051	0	0	4.5e-06	0	0.59	0.68	0.49	0.34	0.51
125	0.85	0	0	0	0.092	0	0	0.055	0	0.59	0.68	0.49	0.34	0.51
126	0.86	0	0	0	0.14	0	0	0	0	0.59	0.68	0.49	0.34	0.51
127	0	1	0	0	0	0	0	0	1	0.046	0	0	0.15	0
128	0.85	0	0	0	0.15	0	0	0.00011	0	0.59	0.68	0.49	0.34	0.51
129	8.7e-06	0	0	0	2e-06	0	0	1	7	0.59	0.68	0.83	0.45	0.56
130	0	0.54	0	0	0	0.18	0.28	0	1	0.046	0	0	0.15	0
131	3.9e-06	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
132	0.99	0	0	0	0.0086	0	0	3.4e-05	0	0.59	0.68	0.49	0.34	0.51
133	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
134	0	0	0	0	0	0	0	1	7	0.59	0.68	0.83	0.45	0.56
135	0.99	0	0	0	0.0093	0	0	8.6e-06	0	0.59	0.68	0.49	0.34	0.51
136	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
137	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
138	0	0	1	0	0	0	0	0	2	0	0	0.49	0.038	0
139	0.99	0	0	0	0.0056	0	0	0	0	0.59	0.68	0.49	0.34	0.51
140	0	0	0	0	2e-05	0	0	1	7	0.59	0.68	0.83	0.45	0.56
141	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
142	0	0.94	0	0	0	0	0.06	0	1	0.046	0	0	0.15	0
143	0.91	0	0	0	0.094	0	0	3.2e-06	0	0.59	0.68	0.49	0.34	0.51
144	0	0	1	9.6e-05	0	0	0	0	2	0	0	0.49	0.038	0
145	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
146	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
147	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
148	0.95	0	0	0	0.048	0	0	0	0	0.59	0.68	0.49	0.34	0.51
149	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
150	0.92	0	0	0	0.051	0	0	0.029	0	0.59	0.68	0.49	0.34	0.51
151	0.21	0	0	0	0.046	0	0	0.74	7	0.59	0.68	0.83	0.45	0.56
152	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
153	0.87	0	0	0	0.12	0	0	0.0062	0	0.59	0.68	0.49	0.34	0.51
154	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
155	1	0	0	0	0.00018	0	0	0	0	0.59	0.68	0.49	0.34	0.51
156	0.93	0	0	0	0.073	0	0	0.00055	0	0.59	0.68	0.49	0.34	0.51
157	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
158	0	0	0	0	0	0	1	0	6	0	0.036	0	0.076	0
159	0.96	0	0	0	0.034	0	0	0.0031	0	0.59	0.68	0.49	0.34	0.51
160	1	0	0	0	0.0013	0	0	0	0	0.59	0.68	0.49	0.34	0.51
161	1	0	0	0	0.00076	0	0	0	0	0.59	0.68	0.49	0.34	0.51
162	0	0	1	0	0	0	0	0	2	0	0	0.49	0.038	0
163	0.013	0	0	0	0.072	0	0	0.91	7	0.59	0.68	0.83	0.45	0.56
164	9.7e-05	0	0	0	0.0029	0	0	1	7	0.59	0.68	0.83	0.45	0.56
165	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
166	0.94	0	0	0	0.056	0	0	0.00042	0	0.59	0.68	0.49	0.34	0.51
167	1	0	0	0	8.6e-06	0	0	0	0	0.59	0.68	0.49	0.34	0.51
168	0	1	0	0	0	0	0	0	1	0.046	0	0	0.15	0
169	0.93	0	0	0	0.068	0	0	8.1e-05	0	0.59	0.68	0.49	0.34	0.51
170	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
171	0	0	0	0.0011	0	0	1	0	6	0	0.036	0	0.076	0
172	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
173	0	0	1	0	0	0	0	0	2	0	0	0.49	0.038	0
174	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
175	0	0.0027	0.93	0	0	0	0.067	0	2	0	0	0.49	0.038	0
176	0	0	0.97	0.03	0.00017	0	0	0	2	0	0	0.49	0.038	0
177	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
178	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
179	0.86	0	0	0	0.14	0	0	0	0	0.59	0.68	0.49	0.34	0.51
180	1	0	3.1e-06	0	0.0039	0	0	0	0	0.59	0.68	0.49	0.34	0.51
181	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
182	0	0	0	0	1	0	0	0	4	0.59	0.68	0.6	0.34	0.51
183	3.2e-05	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
184	0.98	0	0	0	0.023	0	0	0.00078	0	0.59	0.68	0.49	0.34	0.51
185	0	0	0	0	1.1e-05	0	0	1	7	0.59	0.68	0.83	0.45	0.56
186	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
187	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
188	0	0	0	0	0	0	0	1	7	0.59	0.68	0.83	0.45	0.56
189	1	0	0	0	2.3e-06	0	0	0	0	0.59	0.68	0.49	0.34	0.51
190	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
191	0	1	0	0	0	0	0.0019	0	1	0.046	0	0	0.15	0
192	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
193	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
194	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
195	1	0	0	0	0.0009	0	0	0	0	0.59	0.68	0.49	0.34	0.51
196	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
197	0.93	0	0	0	0.059	0	0	0.01	0	0.59	0.68	0.49	0.34	0.51
198	0.87	0	0	0	0.13	0	0	0	0	0.59	0.68	0.49	0.34	0.51
199	0	1	0	0	0	0	0	0	1	0.046	0	0	0.15	0
200	1	0	0	0	0.0013	0	0	0	0	0.59	0.68	0.49	0.34	0.51
201	0	0.21	0	0	0	0	0.79	0	6	0	0.036	0	0.076	0
202	0	1	0	0	0	0	0	0	1	0.046	0	0	0.15	0
203	1	0	0	0	2.2e-05	0	0	0	0	0.59	0.68	0.49	0.34	0.51
204	0	0	0	0	0	1	0	0	5	0.59	0.68	0.054	0.076	0.51
205	0.87	0	0	0	0.053	0	0	0.079	0	0.59	0.68	0.49	0.34	0.51
206	0	0	1	0	0	0	0	0	2	0	0	0.49	0.038	0
207	0	0	0	1	0	0	0	0	3	0.091	0.11	0.16	0.038	0.054
208	0.96	0	0	0	0.037	0	0	0.00082	0	0.59	0.68	0.49	0.34	0.51
209	1	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
210	0	0	1	0	0	0	0	0	2	0	0	0.49	0.038	0
