SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
81	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
82	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
83	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
84	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
85	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
86	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
87	0	1	0	0	1	0	0	0.22	0.076	0
88	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
89	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
90	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
91	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
92	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
93	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
94	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
95	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
96	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
97	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
98	0	1	0	0	1	0	0	0.22	0.076	0
99	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
100	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
101	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
102	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
103	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
104	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
105	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
106	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
107	0	0	1	0	2	0.046	0.11	0	0	0
108	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
109	0	0	1	0	2	0.046	0.11	0	0	0
110	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
111	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
112	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
113	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
114	0	1	0	0	1	0	0	0.22	0.076	0
115	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
116	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
117	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
118	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
119	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
120	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
121	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
122	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
123	0	0	1	0	2	0.046	0.11	0	0	0
124	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
125	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
126	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
127	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
128	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
129	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
130	0	1	0	0	1	0	0	0.22	0.076	0
131	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
132	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
133	0	0	1	0	2	0.046	0.11	0	0	0
134	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
135	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
136	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
137	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
138	0	1	0	0	1	0	0	0.22	0.076	0
139	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
140	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
141	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
142	0	1	0	0	1	0	0	0.22	0.076	0
143	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
144	0	1	0	0.00011	1	0	0	0.22	0.076	0
145	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
146	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
147	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
148	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
149	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
150	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
151	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
152	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
153	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
154	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
155	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
156	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
157	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
158	0	0	1	0	2	0.046	0.11	0	0	0
159	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
160	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
161	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
162	0	1	0	0	1	0	0	0.22	0.076	0
163	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
164	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
165	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
166	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
167	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
168	0	0	1	0	2	0.046	0.11	0	0	0
169	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
170	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
171	0	0	1	0	2	0.046	0.11	0	0	0
172	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
173	0	1	0	0	1	0	0	0.22	0.076	0
174	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
175	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
176	0	1	0	0	1	0	0	0.22	0.076	0
177	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
178	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
179	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
180	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
181	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
182	0	1	0	0	1	0	0	0.22	0.076	0
183	1	0	0	9.5e-05	0	0.59	0.68	0.49	0.34	0.51
184	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
185	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
186	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
187	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
188	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
189	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
190	1	0	0	5e-06	0	0.59	0.68	0.49	0.34	0.51
191	0	1	0	0	1	0	0	0.22	0.076	0
192	0	0	1	0	2	0.046	0.11	0	0	0
193	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
194	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
195	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
196	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
197	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
198	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
199	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
200	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
201	0	1	0	0	1	0	0	0.22	0.076	0
202	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
203	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
204	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
205	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
206	0	1	0	0	1	0	0	0.22	0.076	0
207	0	0	0	1	3	0.091	0.071	0.16	0.076	0.054
208	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
209	1	0	0	0	0	0.59	0.68	0.49	0.34	0.51
210	0	1	0	0	1	0	0	0.22	0.076	0
