SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
69	0	0.22	0	0.00046	0	0	0	8.5e-06	0	0	0.12	0	0.22	0.22	0	0	0	0	7.8e-06	0.22	1	0.61	0.13
70	0	3.6e-05	0	0.0019	1e-05	0	0	1e-05	1.8e-05	0	1.9e-05	0	3.6e-05	3.6e-05	0	0	1	0	0	3.6e-05	16	0.39	0.087
71	0	0.21	0	0.049	0	0	0	0.00036	0	0	0.11	0	0.21	0.21	0	0	1.7e-05	0	0.00017	0.21	1	0.61	0.13
72	0.00018	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
73	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
74	0	0.22	0	0.02	0	0	0	7.4e-05	0	0	0.11	0	0.22	0.22	0	0	0.00026	0	3.1e-05	0.22	1	0.61	0.13
75	0	0.21	0	0.017	0.00026	0	0	0.00071	1.3e-05	0	0.11	0	0.21	0.21	0	0	0.015	0	7.9e-05	0.21	1	0.61	0.13
76	3.3e-05	0.22	0	0	0	0	0	0	0	0	0.12	9.2e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
77	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
78	4.3e-06	0.21	0	0.037	4.9e-06	0	0	0.00036	0	0	0.11	0.00014	0.21	0.21	0	0	0.01	0	6.5e-05	0.21	1	0.61	0.13
79	0.004	0.22	0	0	0	0	0	0	0	0	0.12	0.00082	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
80	0	0.0015	0	0.00044	0.42	0	0	0.00086	0.046	0	0.00079	0	0.0015	0.0015	0	0	0.52	0	9.3e-06	0.0015	16	0.39	0.087
81	7.3e-05	0.22	0	0	0	0	0	0	0	0	0.12	1.2e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
82	0	0.22	0	5e-05	0	0	0	1.6e-06	0	0	0.12	0	0.22	0.22	0	0	0	0	2.4e-06	0.22	1	0.61	0.13
83	0.0022	0.22	0	0	0	0	0	0	0	0	0.12	0.00034	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
84	0	0.22	0	0.00084	0	0	0	7e-06	0	0	0.12	4.5e-06	0.22	0.22	0	0	0	0	7e-06	0.22	1	0.61	0.13
85	0.013	0.22	0	0	0	0	0	0	0	0	0.12	0.00017	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
86	0.0016	0.22	0	0.00044	0.0008	0	0	0.00051	7.2e-06	0	0.12	0	0.22	0.22	0	0	0.00021	0	2.6e-05	0.22	1	0.61	0.13
87	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
88	0	0.22	0	0.0076	0	0	0	2e-05	0	0	0.12	0	0.22	0.22	0	0	7.2e-06	0	1.4e-05	0.22	1	0.61	0.13
89	0	0.15	0	0.02	0	0	0	0	0	0	0.079	0.15	0.15	0.15	0	0	0.16	0	0	0.15	16	0.39	0.087
90	1.4e-06	0.22	0	0.00062	0	0	0	7.2e-06	0	0	0.12	7.1e-06	0.22	0.22	0	0	0	0	6.4e-06	0.22	1	0.61	0.13
91	0	0.22	0	4.5e-06	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
92	1.2e-06	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
93	0.23	0.17	0	0	0	0	0	0	0	0	0.09	0.0021	0.17	0.17	0	0	0	0	0	0.17	0	0.83	0.13
94	0.024	0.21	0	0	0	0	0	0	0	0	0.11	0.0037	0.21	0.21	0	0	0	0	0	0.21	1	0.61	0.13
95	0	0.22	0	5.8e-06	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
96	0.0026	0.22	0	1.2e-06	0	0	0	6e-06	0	0	0.12	0	0.22	0.22	0	0	0	0	1.3e-06	0.22	1	0.61	0.13
97	0.00058	0.21	0	0.0057	0.01	0	0	0.00097	0.00044	0	0.11	3.3e-05	0.21	0.21	0	0	0.04	0	5.4e-05	0.21	1	0.61	0.13
98	0	0.21	0	0.013	0.00074	0	0	0.0012	3e-05	0	0.11	0	0.21	0.21	0	0	0.016	0	0.0001	0.21	1	0.61	0.13
99	0.00022	0.22	0	0.0016	0.0015	0	0	0.0009	2.7e-05	0	0.12	0	0.22	0.22	0	0	0.0018	0	4.8e-05	0.22	1	0.61	0.13
100	0	0.22	0	3.7e-05	0	0	0	0.00025	0	0	0.12	0	0.22	0.22	0	0	0	0	2.8e-05	0.22	1	0.61	0.13
101	0.01	0.21	0	0	0	0	0	0	0	0	0.11	0.016	0.21	0.21	0	0	0	0	0	0.21	1	0.61	0.13
102	0.00064	0.22	0	0.0071	6.1e-06	0	0	8.7e-05	0	0	0.11	0.0093	0.22	0.22	0	0	0.0012	0	1.8e-05	0.22	1	0.61	0.13
103	0.0026	0.22	0	0	0	0	0	0	0	0	0.12	0.005	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
104	0.02	0.22	0	0	0	0	0	0	0	0	0.11	0.003	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
105	5.1e-06	0.21	0	0.023	4.2e-05	0	0	0.00066	3e-06	0	0.11	2.1e-05	0.21	0.21	0	0	0.014	0	7.9e-05	0.21	1	0.61	0.13
106	3.8e-06	0.22	0	9.4e-05	0	0	0	6.4e-06	0	0	0.12	4.9e-06	0.22	0.22	0	0	0	0	3.8e-06	0.22	1	0.61	0.13
107	2.4e-06	0.22	0	0	5.3e-06	0	0	0.0013	0	0	0.12	0	0.22	0.22	0	0	0	0	2.6e-05	0.22	1	0.61	0.13
108	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
109	0.0024	0.22	0	9.4e-06	0	0	0	1.9e-05	0	0	0.12	2.3e-06	0.22	0.22	0	0	0	0	2.7e-06	0.22	1	0.61	0.13
110	0	2.3e-05	0	1.5e-05	0.39	0	0	0.00027	0.058	0	1.2e-05	0	2.3e-05	2.3e-05	0	0	0.55	0	0	2.3e-05	16	0.39	0.087
111	2.4e-06	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
112	0.025	0.21	0	0	0	0	0	0	0	0	0.11	0.0057	0.21	0.21	0	0	0	0	0	0.21	1	0.61	0.13
113	3.1e-05	0.22	0	0	0	0	0	0	0	0	0.12	0.0016	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
114	0.00016	0.22	0	0	0	0	0	0	0	0	0.12	0.00029	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
115	0	0.22	0	0.008	0	0	0	0.0087	0	0	0.11	0	0.22	0.22	0	0	8e-06	0	0.00086	0.22	1	0.61	0.13
116	0.0094	0.22	0	0	0	0	0	0	0	0	0.11	0.015	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
117	0	0.15	0	0.31	0	0	0	0.00058	0	0	0.078	0	0.15	0.15	0	0	0.024	0	0.00019	0.15	3	0.47	0.13
118	0.00019	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
119	9.6e-06	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
120	0	0	0	8.6e-06	7.9e-05	0	0	1.7e-06	0.00024	0	0	0	0	0	0	0	1	0	0	0	16	0.39	0.087
121	0	0	0	2.6e-05	2.8e-06	0	0	4e-06	1.4e-05	0	0	0	0	0	0	0	1	0	0	0	16	0.39	0.087
122	0	0.22	0	5e-05	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	1.3e-06	0.22	1	0.61	0.13
123	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.087	0.014
124	0	0.22	0	0.00059	0	0	0	0.0021	0	0	0.12	0	0.22	0.22	0	0	0	0	0.00015	0.22	1	0.61	0.13
125	0.00058	0.044	0	0	0	0	0	0	0	0	0.023	0.8	0.044	0.044	0	0	0	0	0	0.044	11	0.61	0.21
126	0	0.22	0	0.00053	0	0	0	2.1e-06	0	0	0.12	0	0.22	0.22	0	0	0	0	5.3e-06	0.22	1	0.61	0.13
127	0	0.15	0	0.085	0.00067	0	0	0.014	6.7e-05	0	0.081	0	0.15	0.15	0	0	0.2	0	0.0007	0.15	16	0.39	0.087
128	7.2e-05	0.16	0	0	0	0	0	0	0	0	0.084	0.28	0.16	0.16	0	0	0	0	0	0.16	11	0.61	0.21
129	5.9e-06	0.22	0	0	0	0	0	0	0	0	0.12	1.6e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
130	1.2e-05	0.18	0	0.00016	0	0	0	0	0	0	0.096	0.18	0.18	0.18	0	0	0	0	0	0.18	1	0.61	0.13
131	0.0032	0.22	0	0	0	0	0	0	0	0	0.12	0.0021	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
132	0.0042	0.22	0	0	0	0	0	0	0	0	0.12	0.00067	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
133	4.7e-05	0.22	0	0	0	0	0	0	0	0	0.12	9e-05	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
134	0.00065	0.22	0	0	0	0	0	0	0	0	0.12	0.00012	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
135	0.0013	0.22	0	3.5e-05	0	0	0	1.8e-05	0	0	0.12	3.9e-06	0.22	0.22	0	0	0	0	3.6e-06	0.22	1	0.61	0.13
136	1.1e-05	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
137	3.2e-06	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
138	0.019	0.22	0	0	0	0	0	0	0	0	0.11	0.00025	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
139	5.3e-05	0.15	0	0.00065	0	0	0	1.4e-06	0	0	0.081	0.31	0.15	0.15	0	0	0	0	1.7e-06	0.15	11	0.61	0.21
140	0.00082	0.22	0	0	0	0	0	0	0	0	0.12	3.3e-05	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
141	8e-05	0.22	0	0	0	0	0	0	0	0	0.12	0.002	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
142	5.9e-05	0.22	0	1.6e-06	0	0	0	0	0	0	0.12	9.5e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
143	3.6e-05	0.22	0	0.012	6e-05	0	0	0.00035	3.2e-06	0	0.11	0.00024	0.22	0.22	0	0	0.0053	0	4.5e-05	0.22	1	0.61	0.13
144	0	1.6e-06	0	0	0.98	0	0	6.6e-05	0.021	0	0	0	1.6e-06	1.6e-06	0	0	0.0011	0	0	1.6e-06	4	0.54	0.058
145	0	0.19	0	0.087	2.5e-05	0	0	0.00062	3e-06	0	0.1	0	0.19	0.19	0	0	0.059	0	0.00011	0.19	1	0.61	0.13
146	6.9e-05	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
147	0	0.089	0	0.014	0.13	0	0	0.0024	0.0089	0	0.047	0	0.089	0.089	0	0	0.45	0	9.9e-05	0.089	16	0.39	0.087
148	0	0.22	0	0.0019	0	0	0	0.021	0	0	0.11	0	0.22	0.22	0	0	0	0	0.0011	0.22	1	0.61	0.13
149	0.00033	0.22	0	0	0	0	0	0	0	0	0.12	1.3e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
150	0.00031	0.22	0	0	0	0	0	0	0	0	0.11	0.025	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
151	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
152	8.2e-06	0.22	0	0	0	0	0	0	0	0	0.12	1.7e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
153	1.4e-06	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
154	4.2e-05	0.22	0	0	0	0	0	0	0	0	0.12	8.8e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
155	0	0.22	0	0.0028	0	0	0	0.00012	0	0	0.12	0	0.22	0.22	0	0	1e-05	0	2.9e-05	0.22	1	0.61	0.13
156	0.016	0.22	0	0	0	0	0	0	0	0	0.12	5.3e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
157	0.00089	0.22	0	0	0	0	0	0	0	0	0.12	0.00045	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
158	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
159	0.00017	0.22	0	0	0	0	0	0	0	0	0.12	5.3e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
160	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
161	0	0.22	0	0	0	0	0	0	0	0	0.12	0.00017	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
162	3.5e-06	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
163	0	0	0	0	0	0	0	0	0	2.9e-05	0	0	0	0	0	0	0	1	0	0	17	0.087	0
164	0.0078	0.22	0	0	0	0	0	0	0	0	0.12	0.0021	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
165	0.00039	0.22	0	0	0	0	0	0	0	0	0.12	0.0038	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
166	0.086	0.2	0	1.5e-05	0	0	0	0	0	0	0.11	6.4e-05	0.2	0.2	0	0	0	0	0	0.2	1	0.61	0.13
167	0.00046	0.22	0	8.3e-05	0	0	0	0	0	0	0.12	2.9e-06	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
168	0.69	0.067	0	0	0	0	0	0	0	0	0.036	9.8e-06	0.067	0.067	0	0	0	0	0	0.067	0	0.83	0.13
169	0.018	0.22	0	1.8e-05	0	0	0	0	0	0	0.11	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
170	0.041	0.21	0	8.1e-05	0	0	0	0	0	0	0.11	0.016	0.21	0.21	0	0	0	0	0	0.21	1	0.61	0.13
171	0.0025	0.22	0	0	0	0	0	0	0	0	0.12	0.00032	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
172	0.28	0.16	0	5.7e-06	0	0	0	0	0	0	0.084	6.6e-05	0.16	0.16	0	0	0	0	0	0.16	0	0.83	0.13
173	0	0.011	0	0.036	0	0	0	0	0	0	0.0058	0	0.011	0.011	0	0	0.91	0	0	0.011	16	0.39	0.087
174	0	0.22	0	0.00032	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
175	0.055	0.21	0	0	0	0	0	0	0	0	0.11	0	0.21	0.21	0	0	0	0	0	0.21	1	0.61	0.13
176	0.026	0.12	0	0	0	0	0	0	0	0	0.063	0.44	0.12	0.12	0	0	0	0	0	0.12	11	0.61	0.21
177	0	0.21	0	0.046	0	0	0	4e-06	0	0	0.11	0	0.21	0.21	0	0	0	0	2.2e-05	0.21	1	0.61	0.13
178	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
179	0	0.22	0	0	0	0	0	0	0	0	0.12	0	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
180	0	0.22	0	3.4e-05	0	0	0	5.1e-05	0	0	0.12	0	0.22	0.22	0	0	0	0	1.5e-05	0.22	1	0.61	0.13
181	0.87	0.028	0	0	0	0	0	0	0	0	0.015	0	0.028	0.028	0	0	0	0	0	0.028	0	0.83	0.13
182	0.00023	0.22	0	0.00023	0	0	0	3.7e-05	0	0	0.12	3.5e-06	0.22	0.22	0	0	0	0	8e-06	0.22	1	0.61	0.13
183	6e-06	0.22	0	0.0075	2.6e-06	0	0	0.00042	0	0	0.12	1.3e-06	0.22	0.22	0	0	0.00081	0	5.7e-05	0.22	1	0.61	0.13
184	0.0079	0.22	0	0	0	0	0	0	0	0	0.11	0.013	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
185	0.009	0.22	0	0	0	0	0	0	0	0	0.12	0.0026	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
186	0	0.22	0	0.0081	0	0	0	0.0012	0	0	0.12	0	0.22	0.22	0	0	4.5e-05	0	0.00018	0.22	1	0.61	0.13
187	0.0056	0.22	0	0	0	0	0	0	0	0	0.12	1.6e-05	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
188	0.00027	0.22	0	0	0	0	0	0	0	0	0.12	0.00036	0.22	0.22	0	0	0	0	0	0.22	1	0.61	0.13
189	0	0.22	0	0.0016	1.2e-06	0	0	0.00095	0	0	0.12	0	0.22	0.22	0	0	2e-05	0	9.3e-05	0.22	1	0.61	0.13
