SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3
114	1	0	0.57	0.44	0.3	0.41
115	1	0	0.57	0.44	0.3	0.41
116	1	0	0.57	0.44	0.3	0.41
117	1	0	0.57	0.44	0.3	0.41
118	1	0	0.57	0.44	0.3	0.41
119	1	0	0.57	0.44	0.3	0.41
120	1	0	0.57	0.44	0.3	0.41
121	1	0	0.57	0.44	0.3	0.41
122	1	0	0.57	0.44	0.3	0.41
123	1	0	0.57	0.44	0.3	0.41
124	1	0	0.57	0.44	0.3	0.41
125	1	0	0.57	0.44	0.3	0.41
126	1	0	0.57	0.44	0.3	0.41
127	1	0	0.57	0.44	0.3	0.41
128	1	0	0.57	0.44	0.3	0.41
129	1	0	0.57	0.44	0.3	0.41
130	1	0	0.57	0.44	0.3	0.41
131	1	0	0.57	0.44	0.3	0.41
132	1	0	0.57	0.44	0.3	0.41
133	1	0	0.57	0.44	0.3	0.41
134	1	0	0.57	0.44	0.3	0.41
135	1	0	0.57	0.44	0.3	0.41
136	1	0	0.57	0.44	0.3	0.41
137	1	0	0.57	0.44	0.3	0.41
138	1	0	0.57	0.44	0.3	0.41
139	1	0	0.57	0.44	0.3	0.41
140	1	0	0.57	0.44	0.3	0.41
141	1	0	0.57	0.44	0.3	0.41
142	1	0	0.57	0.44	0.3	0.41
143	1	0	0.57	0.44	0.3	0.41
144	1	0	0.57	0.44	0.3	0.41
145	1	0	0.57	0.44	0.3	0.41
146	1	0	0.57	0.44	0.3	0.41
147	1	0	0.57	0.44	0.3	0.41
148	1	0	0.57	0.44	0.3	0.41
149	1	0	0.57	0.44	0.3	0.41
150	1	0	0.57	0.44	0.3	0.41
151	1	0	0.57	0.44	0.3	0.41
152	1	0	0.57	0.44	0.3	0.41
153	1	0	0.57	0.44	0.3	0.41
154	1	0	0.57	0.44	0.3	0.41
155	1	0	0.57	0.44	0.3	0.41
156	1	0	0.57	0.44	0.3	0.41
157	1	0	0.57	0.44	0.3	0.41
158	1	0	0.57	0.44	0.3	0.41
159	1	0	0.57	0.44	0.3	0.41
160	1	0	0.57	0.44	0.3	0.41
161	1	0	0.57	0.44	0.3	0.41
162	1	0	0.57	0.44	0.3	0.41
163	1	0	0.57	0.44	0.3	0.41
164	1	0	0.57	0.44	0.3	0.41
165	1	0	0.57	0.44	0.3	0.41
166	1	0	0.57	0.44	0.3	0.41
167	1	0	0.57	0.44	0.3	0.41
168	1	0	0.57	0.44	0.3	0.41
169	1	0	0.57	0.44	0.3	0.41
170	1	0	0.57	0.44	0.3	0.41
171	1	0	0.57	0.44	0.3	0.41
172	1	0	0.57	0.44	0.3	0.41
173	1	0	0.57	0.44	0.3	0.41
174	1	0	0.57	0.44	0.3	0.41
175	1	0	0.57	0.44	0.3	0.41
176	1	0	0.57	0.44	0.3	0.41
177	1	0	0.57	0.44	0.3	0.41
178	1	0	0.57	0.44	0.3	0.41
179	1	0	0.57	0.44	0.3	0.41
180	1	0	0.57	0.44	0.3	0.41
181	1	0	0.57	0.44	0.3	0.41
182	1	0	0.57	0.44	0.3	0.41
183	1	0	0.57	0.44	0.3	0.41
184	1	0	0.57	0.44	0.3	0.41
185	1	0	0.57	0.44	0.3	0.41
186	1	0	0.57	0.44	0.3	0.41
187	1	0	0.57	0.44	0.3	0.41
188	1	0	0.57	0.44	0.3	0.41
189	1	0	0.57	0.44	0.3	0.41
190	1	0	0.57	0.44	0.3	0.41
191	1	0	0.57	0.44	0.3	0.41
192	1	0	0.57	0.44	0.3	0.41
193	1	0	0.57	0.44	0.3	0.41
194	1	0	0.57	0.44	0.3	0.41
195	1	0	0.57	0.44	0.3	0.41
196	1	0	0.57	0.44	0.3	0.41
197	1	0	0.57	0.44	0.3	0.41
198	1	0	0.57	0.44	0.3	0.41
199	1	0	0.57	0.44	0.3	0.41
200	1	0	0.57	0.44	0.3	0.41
201	1	0	0.57	0.44	0.3	0.41
202	1	0	0.57	0.44	0.3	0.41
203	1	0	0.57	0.44	0.3	0.41
204	1	0	0.57	0.44	0.3	0.41
205	1	0	0.57	0.44	0.3	0.41
206	1	0	0.57	0.44	0.3	0.41
207	1	0	0.57	0.44	0.3	0.41
208	1	0	0.57	0.44	0.3	0.41
209	1	0	0.57	0.44	0.3	0.41
210	1	0	0.57	0.44	0.3	0.41
211	1	0	0.57	0.44	0.3	0.41
212	1	0	0.57	0.44	0.3	0.41
213	1	0	0.57	0.44	0.3	0.41
214	1	0	0.57	0.44	0.3	0.41
215	1	0	0.57	0.44	0.3	0.41
216	1	0	0.57	0.44	0.3	0.41
217	1	0	0.57	0.44	0.3	0.41
218	1	0	0.57	0.44	0.3	0.41
219	1	0	0.57	0.44	0.3	0.41
220	1	0	0.57	0.44	0.3	0.41
221	1	0	0.57	0.44	0.3	0.41
222	1	0	0.57	0.44	0.3	0.41
223	1	0	0.57	0.44	0.3	0.41
224	1	0	0.57	0.44	0.3	0.41
225	1	0	0.57	0.44	0.3	0.41
226	1	0	0.57	0.44	0.3	0.41
227	1	0	0.57	0.44	0.3	0.41
228	1	0	0.57	0.44	0.3	0.41
229	1	0	0.57	0.44	0.3	0.41
230	1	0	0.57	0.44	0.3	0.41
231	1	0	0.57	0.44	0.3	0.41
232	1	0	0.57	0.44	0.3	0.41
233	1	0	0.57	0.44	0.3	0.41
234	1	0	0.57	0.44	0.3	0.41
235	1	0	0.57	0.44	0.3	0.41
236	1	0	0.57	0.44	0.3	0.41
237	1	0	0.57	0.44	0.3	0.41
238	1	0	0.57	0.44	0.3	0.41
239	1	0	0.57	0.44	0.3	0.41
240	1	0	0.57	0.44	0.3	0.41
241	1	0	0.57	0.44	0.3	0.41
242	1	0	0.57	0.44	0.3	0.41
243	1	0	0.57	0.44	0.3	0.41
244	1	0	0.57	0.44	0.3	0.41
245	1	0	0.57	0.44	0.3	0.41
246	1	0	0.57	0.44	0.3	0.41
247	1	0	0.57	0.44	0.3	0.41
248	1	0	0.57	0.44	0.3	0.41
249	1	0	0.57	0.44	0.3	0.41
250	1	0	0.57	0.44	0.3	0.41
251	1	0	0.57	0.44	0.3	0.41
252	1	0	0.57	0.44	0.3	0.41
253	1	0	0.57	0.44	0.3	0.41
254	1	0	0.57	0.44	0.3	0.41
255	1	0	0.57	0.44	0.3	0.41
256	1	0	0.57	0.44	0.3	0.41
257	1	0	0.57	0.44	0.3	0.41
258	1	0	0.57	0.44	0.3	0.41
259	1	0	0.57	0.44	0.3	0.41
260	1	0	0.57	0.44	0.3	0.41
261	1	0	0.57	0.44	0.3	0.41
262	1	0	0.57	0.44	0.3	0.41
263	1	0	0.57	0.44	0.3	0.41
264	1	0	0.57	0.44	0.3	0.41
265	1	0	0.57	0.44	0.3	0.41
266	1	0	0.57	0.44	0.3	0.41
267	1	0	0.57	0.44	0.3	0.41
268	1	0	0.57	0.44	0.3	0.41
269	1	0	0.57	0.44	0.3	0.41
270	1	0	0.57	0.44	0.3	0.41
271	1	0	0.57	0.44	0.3	0.41
272	1	0	0.57	0.44	0.3	0.41
273	1	0	0.57	0.44	0.3	0.41
274	1	0	0.57	0.44	0.3	0.41
275	1	0	0.57	0.44	0.3	0.41
276	1	0	0.57	0.44	0.3	0.41
277	1	0	0.57	0.44	0.3	0.41
278	1	0	0.57	0.44	0.3	0.41
279	1	0	0.57	0.44	0.3	0.41
280	1	0	0.57	0.44	0.3	0.41
281	1	0	0.57	0.44	0.3	0.41
282	1	0	0.57	0.44	0.3	0.41
283	1	0	0.57	0.44	0.3	0.41
284	1	0	0.57	0.44	0.3	0.41
285	1	0	0.57	0.44	0.3	0.41
286	1	0	0.57	0.44	0.3	0.41
287	1	0	0.57	0.44	0.3	0.41
288	1	0	0.57	0.44	0.3	0.41
289	1	0	0.57	0.44	0.3	0.41
290	1	0	0.57	0.44	0.3	0.41
291	1	0	0.57	0.44	0.3	0.41
292	1	0	0.57	0.44	0.3	0.41
293	1	0	0.57	0.44	0.3	0.41
294	1	0	0.57	0.44	0.3	0.41
295	1	0	0.57	0.44	0.3	0.41
296	1	0	0.57	0.44	0.3	0.41
297	1	0	0.57	0.44	0.3	0.41
298	1	0	0.57	0.44	0.3	0.41
299	1	0	0.57	0.44	0.3	0.41
300	1	0	0.57	0.44	0.3	0.41
301	1	0	0.57	0.44	0.3	0.41
302	1	0	0.57	0.44	0.3	0.41
303	1	0	0.57	0.44	0.3	0.41
304	1	0	0.57	0.44	0.3	0.41
305	1	0	0.57	0.44	0.3	0.41
306	1	0	0.57	0.44	0.3	0.41
307	1	0	0.57	0.44	0.3	0.41
308	1	0	0.57	0.44	0.3	0.41
309	1	0	0.57	0.44	0.3	0.41
310	1	0	0.57	0.44	0.3	0.41
311	1	0	0.57	0.44	0.3	0.41
312	1	0	0.57	0.44	0.3	0.41
313	1	0	0.57	0.44	0.3	0.41
314	1	0	0.57	0.44	0.3	0.41
315	1	0	0.57	0.44	0.3	0.41
316	1	0	0.57	0.44	0.3	0.41
317	1	0	0.57	0.44	0.3	0.41
318	1	0	0.57	0.44	0.3	0.41
319	1	0	0.57	0.44	0.3	0.41
320	1	0	0.57	0.44	0.3	0.41
321	1	0	0.57	0.44	0.3	0.41
322	1	0	0.57	0.44	0.3	0.41
323	1	0	0.57	0.44	0.3	0.41
324	1	0	0.57	0.44	0.3	0.41
325	1	0	0.57	0.44	0.3	0.41
326	1	0	0.57	0.44	0.3	0.41
327	1	0	0.57	0.44	0.3	0.41
328	1	0	0.57	0.44	0.3	0.41
329	1	0	0.57	0.44	0.3	0.41
330	1	0	0.57	0.44	0.3	0.41
331	1	0	0.57	0.44	0.3	0.41
332	1	0	0.57	0.44	0.3	0.41
333	1	0	0.57	0.44	0.3	0.41
334	1	0	0.57	0.44	0.3	0.41
335	1	0	0.57	0.44	0.3	0.41
336	1	0	0.57	0.44	0.3	0.41
337	1	0	0.57	0.44	0.3	0.41
338	1	0	0.57	0.44	0.3	0.41
339	1	0	0.57	0.44	0.3	0.41
340	1	0	0.57	0.44	0.3	0.41
341	1	0	0.57	0.44	0.3	0.41
342	1	0	0.57	0.44	0.3	0.41
343	1	0	0.57	0.44	0.3	0.41
344	1	0	0.57	0.44	0.3	0.41
345	1	0	0.57	0.44	0.3	0.41
346	1	0	0.57	0.44	0.3	0.41
347	1	0	0.57	0.44	0.3	0.41
348	1	0	0.57	0.44	0.3	0.41
349	1	0	0.57	0.44	0.3	0.41
350	1	0	0.57	0.44	0.3	0.41
351	1	0	0.57	0.44	0.3	0.41
352	1	0	0.57	0.44	0.3	0.41
353	1	0	0.57	0.44	0.3	0.41
354	1	0	0.57	0.44	0.3	0.41
355	1	0	0.57	0.44	0.3	0.41
356	1	0	0.57	0.44	0.3	0.41
357	1	0	0.57	0.44	0.3	0.41
358	1	0	0.57	0.44	0.3	0.41
359	1	0	0.57	0.44	0.3	0.41
360	1	0	0.57	0.44	0.3	0.41
361	1	0	0.57	0.44	0.3	0.41
362	1	0	0.57	0.44	0.3	0.41
363	1	0	0.57	0.44	0.3	0.41
364	1	0	0.57	0.44	0.3	0.41
365	1	0	0.57	0.44	0.3	0.41
366	1	0	0.57	0.44	0.3	0.41
367	1	0	0.57	0.44	0.3	0.41
368	1	0	0.57	0.44	0.3	0.41
369	1	0	0.57	0.44	0.3	0.41
370	1	0	0.57	0.44	0.3	0.41
371	1	0	0.57	0.44	0.3	0.41
372	1	0	0.57	0.44	0.3	0.41
373	1	0	0.57	0.44	0.3	0.41
374	1	0	0.57	0.44	0.3	0.41
375	1	0	0.57	0.44	0.3	0.41
376	1	0	0.57	0.44	0.3	0.41
377	1	0	0.57	0.44	0.3	0.41
378	1	0	0.57	0.44	0.3	0.41
379	1	0	0.57	0.44	0.3	0.41
380	1	0	0.57	0.44	0.3	0.41
381	1	0	0.57	0.44	0.3	0.41
382	1	0	0.57	0.44	0.3	0.41
383	1	0	0.57	0.44	0.3	0.41
384	1	0	0.57	0.44	0.3	0.41
385	1	0	0.57	0.44	0.3	0.41
386	1	0	0.57	0.44	0.3	0.41
387	1	0	0.57	0.44	0.3	0.41
388	1	0	0.57	0.44	0.3	0.41
389	1	0	0.57	0.44	0.3	0.41
390	1	0	0.57	0.44	0.3	0.41
391	1	0	0.57	0.44	0.3	0.41
392	1	0	0.57	0.44	0.3	0.41
393	1	0	0.57	0.44	0.3	0.41
394	1	0	0.57	0.44	0.3	0.41
395	1	0	0.57	0.44	0.3	0.41
396	1	0	0.57	0.44	0.3	0.41
397	1	0	0.57	0.44	0.3	0.41
398	1	0	0.57	0.44	0.3	0.41
399	1	0	0.57	0.44	0.3	0.41
400	1	0	0.57	0.44	0.3	0.41
401	1	0	0.57	0.44	0.3	0.41
402	1	0	0.57	0.44	0.3	0.41
403	1	0	0.57	0.44	0.3	0.41
404	1	0	0.57	0.44	0.3	0.41
405	1	0	0.57	0.44	0.3	0.41
406	1	0	0.57	0.44	0.3	0.41
407	1	0	0.57	0.44	0.3	0.41
408	1	0	0.57	0.44	0.3	0.41
409	1	0	0.57	0.44	0.3	0.41
410	1	0	0.57	0.44	0.3	0.41
411	1	0	0.57	0.44	0.3	0.41
412	1	0	0.57	0.44	0.3	0.41
413	1	0	0.57	0.44	0.3	0.41
414	1	0	0.57	0.44	0.3	0.41
415	1	0	0.57	0.44	0.3	0.41
416	1	0	0.57	0.44	0.3	0.41
417	1	0	0.57	0.44	0.3	0.41
418	1	0	0.57	0.44	0.3	0.41
419	1	0	0.57	0.44	0.3	0.41
420	1	0	0.57	0.44	0.3	0.41
421	1	0	0.57	0.44	0.3	0.41
422	1	0	0.57	0.44	0.3	0.41
423	1	0	0.57	0.44	0.3	0.41
424	1	0	0.57	0.44	0.3	0.41
425	1	0	0.57	0.44	0.3	0.41
426	1	0	0.57	0.44	0.3	0.41
427	1	0	0.57	0.44	0.3	0.41
428	1	0	0.57	0.44	0.3	0.41
429	1	0	0.57	0.44	0.3	0.41
430	1	0	0.57	0.44	0.3	0.41
431	1	0	0.57	0.44	0.3	0.41
432	1	0	0.57	0.44	0.3	0.41
433	1	0	0.57	0.44	0.3	0.41
434	1	0	0.57	0.44	0.3	0.41
435	1	0	0.57	0.44	0.3	0.41
436	1	0	0.57	0.44	0.3	0.41
437	1	0	0.57	0.44	0.3	0.41
438	1	0	0.57	0.44	0.3	0.41
439	1	0	0.57	0.44	0.3	0.41
440	1	0	0.57	0.44	0.3	0.41
441	1	0	0.57	0.44	0.3	0.41
442	1	0	0.57	0.44	0.3	0.41
443	1	0	0.57	0.44	0.3	0.41
444	1	0	0.57	0.44	0.3	0.41
445	1	0	0.57	0.44	0.3	0.41
446	1	0	0.57	0.44	0.3	0.41
447	1	0	0.57	0.44	0.3	0.41
448	1	0	0.57	0.44	0.3	0.41
449	1	0	0.57	0.44	0.3	0.41
450	1	0	0.57	0.44	0.3	0.41
451	1	0	0.57	0.44	0.3	0.41
452	1	0	0.57	0.44	0.3	0.41
453	1	0	0.57	0.44	0.3	0.41
454	1	0	0.57	0.44	0.3	0.41
455	1	0	0.57	0.44	0.3	0.41
456	1	0	0.57	0.44	0.3	0.41
457	1	0	0.57	0.44	0.3	0.41
458	1	0	0.57	0.44	0.3	0.41
459	1	0	0.57	0.44	0.3	0.41
460	1	0	0.57	0.44	0.3	0.41
461	1	0	0.57	0.44	0.3	0.41
462	1	0	0.57	0.44	0.3	0.41
463	1	0	0.57	0.44	0.3	0.41
464	1	0	0.57	0.44	0.3	0.41
465	1	0	0.57	0.44	0.3	0.41
466	1	0	0.57	0.44	0.3	0.41
467	1	0	0.57	0.44	0.3	0.41
468	1	0	0.57	0.44	0.3	0.41
469	1	0	0.57	0.44	0.3	0.41
470	1	0	0.57	0.44	0.3	0.41
471	1	0	0.57	0.44	0.3	0.41
472	1	0	0.57	0.44	0.3	0.41
473	1	0	0.57	0.44	0.3	0.41
474	1	0	0.57	0.44	0.3	0.41
475	1	0	0.57	0.44	0.3	0.41
476	1	0	0.57	0.44	0.3	0.41
477	1	0	0.57	0.44	0.3	0.41
478	1	0	0.57	0.44	0.3	0.41
479	1	0	0.57	0.44	0.3	0.41
480	1	0	0.57	0.44	0.3	0.41
481	1	0	0.57	0.44	0.3	0.41
482	1	0	0.57	0.44	0.3	0.41
483	1	0	0.57	0.44	0.3	0.41
484	1	0	0.57	0.44	0.3	0.41
485	1	0	0.57	0.44	0.3	0.41
486	1	0	0.57	0.44	0.3	0.41
487	1	0	0.57	0.44	0.3	0.41
488	1	0	0.57	0.44	0.3	0.41
489	1	0	0.57	0.44	0.3	0.41
490	1	0	0.57	0.44	0.3	0.41
491	1	0	0.57	0.44	0.3	0.41
492	1	0	0.57	0.44	0.3	0.41
493	1	0	0.57	0.44	0.3	0.41
494	1	0	0.57	0.44	0.3	0.41
495	1	0	0.57	0.44	0.3	0.41
496	1	0	0.57	0.44	0.3	0.41
497	1	0	0.57	0.44	0.3	0.41
498	1	0	0.57	0.44	0.3	0.41
499	1	0	0.57	0.44	0.3	0.41
500	1	0	0.57	0.44	0.3	0.41
501	1	0	0.57	0.44	0.3	0.41
502	1	0	0.57	0.44	0.3	0.41
503	1	0	0.57	0.44	0.3	0.41
504	1	0	0.57	0.44	0.3	0.41
505	1	0	0.57	0.44	0.3	0.41
506	1	0	0.57	0.44	0.3	0.41
507	1	0	0.57	0.44	0.3	0.41
508	1	0	0.57	0.44	0.3	0.41
509	1	0	0.57	0.44	0.3	0.41
510	1	0	0.57	0.44	0.3	0.41
511	1	0	0.57	0.44	0.3	0.41
512	1	0	0.57	0.44	0.3	0.41
513	1	0	0.57	0.44	0.3	0.41
514	1	0	0.57	0.44	0.3	0.41
515	1	0	0.57	0.44	0.3	0.41
516	1	0	0.57	0.44	0.3	0.41
517	1	0	0.57	0.44	0.3	0.41
518	1	0	0.57	0.44	0.3	0.41
519	1	0	0.57	0.44	0.3	0.41
520	1	0	0.57	0.44	0.3	0.41
521	1	0	0.57	0.44	0.3	0.41
522	1	0	0.57	0.44	0.3	0.41
523	1	0	0.57	0.44	0.3	0.41
524	1	0	0.57	0.44	0.3	0.41
525	1	0	0.57	0.44	0.3	0.41
526	1	0	0.57	0.44	0.3	0.41
527	1	0	0.57	0.44	0.3	0.41
528	1	0	0.57	0.44	0.3	0.41
529	1	0	0.57	0.44	0.3	0.41
530	1	0	0.57	0.44	0.3	0.41
531	1	0	0.57	0.44	0.3	0.41
532	1	0	0.57	0.44	0.3	0.41
533	1	0	0.57	0.44	0.3	0.41
534	1	0	0.57	0.44	0.3	0.41
535	1	0	0.57	0.44	0.3	0.41
536	1	0	0.57	0.44	0.3	0.41
537	1	0	0.57	0.44	0.3	0.41
538	1	0	0.57	0.44	0.3	0.41
539	1	0	0.57	0.44	0.3	0.41
540	1	0	0.57	0.44	0.3	0.41
541	1	0	0.57	0.44	0.3	0.41
542	1	0	0.57	0.44	0.3	0.41
543	1	0	0.57	0.44	0.3	0.41
544	1	0	0.57	0.44	0.3	0.41
545	1	0	0.57	0.44	0.3	0.41
546	1	0	0.57	0.44	0.3	0.41
547	1	0	0.57	0.44	0.3	0.41
548	1	0	0.57	0.44	0.3	0.41
549	1	0	0.57	0.44	0.3	0.41
550	1	0	0.57	0.44	0.3	0.41
551	1	0	0.57	0.44	0.3	0.41
552	1	0	0.57	0.44	0.3	0.41
553	1	0	0.57	0.44	0.3	0.41
554	1	0	0.57	0.44	0.3	0.41
555	1	0	0.57	0.44	0.3	0.41
556	1	0	0.57	0.44	0.3	0.41
557	1	0	0.57	0.44	0.3	0.41
558	1	0	0.57	0.44	0.3	0.41
559	1	0	0.57	0.44	0.3	0.41
560	1	0	0.57	0.44	0.3	0.41
561	1	0	0.57	0.44	0.3	0.41
562	1	0	0.57	0.44	0.3	0.41
563	1	0	0.57	0.44	0.3	0.41
564	1	0	0.57	0.44	0.3	0.41
565	1	0	0.57	0.44	0.3	0.41
566	1	0	0.57	0.44	0.3	0.41
567	1	0	0.57	0.44	0.3	0.41
568	1	0	0.57	0.44	0.3	0.41
569	1	0	0.57	0.44	0.3	0.41
570	1	0	0.57	0.44	0.3	0.41
571	1	0	0.57	0.44	0.3	0.41
572	1	0	0.57	0.44	0.3	0.41
573	1	0	0.57	0.44	0.3	0.41
574	1	0	0.57	0.44	0.3	0.41
575	1	0	0.57	0.44	0.3	0.41
576	1	0	0.57	0.44	0.3	0.41
577	1	0	0.57	0.44	0.3	0.41
578	1	0	0.57	0.44	0.3	0.41
579	1	0	0.57	0.44	0.3	0.41
580	1	0	0.57	0.44	0.3	0.41
581	1	0	0.57	0.44	0.3	0.41
582	1	0	0.57	0.44	0.3	0.41
583	1	0	0.57	0.44	0.3	0.41
584	1	0	0.57	0.44	0.3	0.41
585	1	0	0.57	0.44	0.3	0.41
586	1	0	0.57	0.44	0.3	0.41
587	1	0	0.57	0.44	0.3	0.41
588	1	0	0.57	0.44	0.3	0.41
589	1	0	0.57	0.44	0.3	0.41
590	1	0	0.57	0.44	0.3	0.41
591	1	0	0.57	0.44	0.3	0.41
592	1	0	0.57	0.44	0.3	0.41
593	1	0	0.57	0.44	0.3	0.41
594	1	0	0.57	0.44	0.3	0.41
595	1	0	0.57	0.44	0.3	0.41
596	1	0	0.57	0.44	0.3	0.41
597	1	0	0.57	0.44	0.3	0.41
598	1	0	0.57	0.44	0.3	0.41
599	1	0	0.57	0.44	0.3	0.41
600	1	0	0.57	0.44	0.3	0.41
601	1	0	0.57	0.44	0.3	0.41
602	1	0	0.57	0.44	0.3	0.41
603	1	0	0.57	0.44	0.3	0.41
604	1	0	0.57	0.44	0.3	0.41
605	1	0	0.57	0.44	0.3	0.41
606	1	0	0.57	0.44	0.3	0.41
607	1	0	0.57	0.44	0.3	0.41
608	1	0	0.57	0.44	0.3	0.41
609	1	0	0.57	0.44	0.3	0.41
610	1	0	0.57	0.44	0.3	0.41
611	1	0	0.57	0.44	0.3	0.41
612	1	0	0.57	0.44	0.3	0.41
613	1	0	0.57	0.44	0.3	0.41
614	1	0	0.57	0.44	0.3	0.41
615	1	0	0.57	0.44	0.3	0.41
616	1	0	0.57	0.44	0.3	0.41
617	1	0	0.57	0.44	0.3	0.41
618	1	0	0.57	0.44	0.3	0.41
619	1	0	0.57	0.44	0.3	0.41
620	1	0	0.57	0.44	0.3	0.41
621	1	0	0.57	0.44	0.3	0.41
622	1	0	0.57	0.44	0.3	0.41
623	1	0	0.57	0.44	0.3	0.41
624	1	0	0.57	0.44	0.3	0.41
625	1	0	0.57	0.44	0.3	0.41
626	1	0	0.57	0.44	0.3	0.41
627	1	0	0.57	0.44	0.3	0.41
628	1	0	0.57	0.44	0.3	0.41
629	1	0	0.57	0.44	0.3	0.41
630	1	0	0.57	0.44	0.3	0.41
631	1	0	0.57	0.44	0.3	0.41
632	1	0	0.57	0.44	0.3	0.41
