SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
25	0.32	0	0	0	0	0	0	0.32	0	0	0.00031	0.021	0.019	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
26	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00043	0.0013	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
27	0.33	0	0	0	0	0	0	0.33	0	0	0	8.4e-05	0.0069	0.33	0.00041	0	0	0	0	7	0.57	0.44	0.3	0.41
28	0.32	0	0	0	0	0	0	0.32	0	0	0	0.026	0.0025	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
29	0.3	0	0	0	0	0	0	0.3	0	0	0.00099	0.071	0.032	0.3	0	1.4e-06	0	0	0	7	0.57	0.44	0.3	0.41
30	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0016	0.0012	0.33	0.00066	0	0	0	0	7	0.57	0.44	0.3	0.41
31	0.29	0	0	0	0	0	0	0.29	0	0	0	5.3e-06	2.5e-05	0.29	0.14	0	0	0	0	7	0.57	0.44	0.3	0.41
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
33	0.32	0	0	0	0	0	0	0.32	0	0	0	0.013	0.013	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
34	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0041	0.0067	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
35	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0058	4.2e-06	0.33	0.00023	0	0	0	0	7	0.57	0.44	0.3	0.41
36	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0059	0.00021	0.33	7.5e-06	0	0	0	0	7	0.57	0.44	0.3	0.41
37	0.32	0	0	0	0	0	0	0.32	0	0	0	0.0067	0.038	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
38	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0.012	0	7	0.57	0.44	0.3	0.41
39	0.33	0	0	0	0	0	0	0.33	0	0	0	7.3e-05	0.0013	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
40	0.16	0	0	0	0	0	0	0.16	0	0	0	8.7e-05	5.1e-05	0.16	0.52	0	0	0	0	14	0.43	0.29	0.3	0.41
41	0.33	0	0	0	0	0	0	0.33	0	0	1.2e-05	0.0039	0.0076	0.33	0.0066	0	0	0	0	7	0.57	0.44	0.3	0.41
42	0.042	0	0	0	0	0	0	0.042	0	0	0	1.8e-06	2e-05	0.042	0.87	0	0	0	0	14	0.43	0.29	0.3	0.41
43	0.29	0	0	0	0	0	0	0.29	0	0	0	2.3e-05	0.0011	0.29	0.13	0	0	0	0	7	0.57	0.44	0.3	0.41
44	0.33	0	0	0	0	0	0	0.33	0	0	1.4e-06	0.0049	0.0039	0.33	0.0038	0	0	0	0	7	0.57	0.44	0.3	0.41
45	0.33	0	0	0	0	0	0	0.33	0	0	0	0.005	0.00079	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
46	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0057	2.8e-06	0.33	5.9e-06	0	0	0	0	7	0.57	0.44	0.3	0.41
47	0.31	0	0	0	0	0	0	0.31	0	0	0	0.0054	0.0012	0.31	0.063	0	0	0	0	7	0.57	0.44	0.3	0.41
48	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0026	0.0041	0.33	0.0035	0	0	0	0	7	0.57	0.44	0.3	0.41
49	0.32	0	0	0	0	0	0	0.32	0	0	0.00022	0.033	0.011	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
50	0.31	0	0	0	0	0	0	0.31	0	0	2.5e-06	0.071	0.007	0.31	0	0	0	0	0	7	0.57	0.44	0.3	0.41
51	0.3	0	0	0	0	0	0	0.3	0	0	0.00034	0.098	0.0085	0.3	0	3.2e-06	0	0	0	7	0.57	0.44	0.3	0.41
52	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0015	0.0015	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
53	0.32	0	0	0	0	0	0	0.32	0	0	0	0.031	0.00072	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
54	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0023	0.00011	0.33	8.7e-05	0	0	0	0	7	0.57	0.44	0.3	0.41
55	0.31	0	0	0	0	0	0	0.31	0	0	0.0013	0.0012	0.077	0.31	0	0	0	0	0	7	0.57	0.44	0.3	0.41
56	4.6e-05	0	0	0	0	0	0	4.6e-05	0	0	0	0	0	4.6e-05	0	0	0	1	0.00037	17	0	0	0	0.32
57	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00033	0.0031	0.33	0.00022	0	0	0	0	7	0.57	0.44	0.3	0.41
58	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
59	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
60	0.33	0	0	0	0	0	0	0.33	0	0	0	0.013	0.0026	0.33	0.0021	0	0	0	0	7	0.57	0.44	0.3	0.41
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
62	0.23	0	0	0	0	0	0	0.23	0	0	0.24	0.003	0.077	0.23	0	1.5e-05	0	0	0	10	0.86	0.44	0.39	0.59
63	0.33	0	0	0	0	0	0	0.33	0	0	0	0.011	0.0019	0.33	0.00013	0	0	0	0	7	0.57	0.44	0.3	0.41
64	0.26	0	0	0	0	0	0	0.26	0	0	0	0.19	0.022	0.26	0	0	0	0	0	7	0.57	0.44	0.3	0.41
65	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00029	0.0019	0.33	6.7e-06	0	0	0	0	7	0.57	0.44	0.3	0.41
66	0.33	0	0	0	0	0	0	0.33	0	0	1.9e-05	0.0041	0.011	0.33	0.00022	0	0	0	0	7	0.57	0.44	0.3	0.41
67	0.32	0	0	0	0	0	0	0.32	0	9e-05	0.00016	0.033	0.0078	0.32	0	1e-06	0	0	0	7	0.57	0.44	0.3	0.41
68	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0068	0.0061	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
69	0.32	0	0	0	0	0	0	0.32	0	0	0	0.0011	0.024	0.32	2.1e-06	0	0	0	0	7	0.57	0.44	0.3	0.41
70	0.3	0	0	0.004	0.00065	0	0	0.3	0	0	0	0	0	0.3	0	0	0	0.082	0	7	0.57	0.44	0.3	0.41
71	0.33	0	0	0	0	0	0	0.33	0	0	1e-05	0.0037	0.0037	0.33	3.6e-05	0	0	0	0	7	0.57	0.44	0.3	0.41
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
73	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0046	0.00072	0.33	0.0065	0	0	0	0	7	0.57	0.44	0.3	0.41
74	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0018	0.00068	0.33	0.0012	0	0	0	0	7	0.57	0.44	0.3	0.41
75	0.32	0	0	0	0	0	0	0.32	0	0	0	0.05	0.0016	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
76	0.33	0	0	0	0	0	0	0.33	0	0	0	2.5e-06	1.3e-05	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
77	0.32	0	0	0	0	0	0	0.32	0	0	0.00034	0.011	0.034	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	1	18	0	0	0.2	0.046
79	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0015	0.00067	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
80	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	3.9e-05	0	0	0	0	7	0.57	0.44	0.3	0.41
81	0.32	0	0	0	0	0	0	0.32	0	0	0.00038	0.039	0.015	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
82	0.32	0	0	0	0	0	0	0.32	0	0	0	0	0	0.32	0.048	0	0	0	0	7	0.57	0.44	0.3	0.41
83	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	2.8e-05	0	0	0	0	7	0.57	0.44	0.3	0.41
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0.2	0.046
85	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
86	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
87	0	1	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0
88	0.32	0	0	0	0	0	0	0.32	0	0	5.2e-05	0.01	0.016	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
89	0	0	0	0.015	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	17	0	0	0	0.32
90	0	0.99	0	0	0	0	0	0	0.0098	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0
91	0.31	0	0	0	0	0	0	0.31	0	0.0077	0.027	0.016	0.022	0.31	0	0.00017	0	0	0	7	0.57	0.44	0.3	0.41
92	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0046	0.0076	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
94	0.31	0	0	0	0	0	0	0.31	0	0.00072	0.00026	0.043	0.016	0.31	0	9.6e-05	0	0	0	7	0.57	0.44	0.3	0.41
95	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.048	0	0	0.36
96	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0011	0.008	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
97	0.33	0	0	0	0	0	0	0.33	0	0	1.3e-05	0.0047	0.0061	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
98	0.31	0	0	0	0	0	0	0.31	0	0.00071	2e-05	0.054	0.011	0.31	0	1.2e-05	0	0	0	7	0.57	0.44	0.3	0.41
99	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0051	0.00087	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
100	0	0	0	0.0062	0.0086	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	17	0	0	0	0.32
101	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0.0039	0	0	0	0	7	0.57	0.44	0.3	0.41
102	0.3	0	0	0	0	0	0	0.3	0	0	0.043	0.0067	0.047	0.3	0	0	0	0	0	7	0.57	0.44	0.3	0.41
103	0.3	0	0	0	0	0	5.6e-06	0.3	0	0	0	0.097	0.00069	0.3	8.1e-06	0	0	0	0	7	0.57	0.44	0.3	0.41
104	0.13	0	0	0	0	0	0	0.13	0	0	0.32	0.26	0.031	0.13	0	1.6e-05	0	0	0	10	0.86	0.44	0.39	0.59
105	0.32	0	0	0	0	0	0	0.32	0	0.0021	0.00017	0.024	0.016	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
106	0.32	0	0	0	0	0	0	0.32	0	0	0.02	0.003	0.025	0.32	0.0031	0	0	0	0	7	0.57	0.44	0.3	0.41
107	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0048	0.0072	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
108	0.32	0	0	0	0	0	0	0.32	0	0	7.8e-05	0.013	0.027	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
109	0.32	0	0	0	0	0	0	0.32	0	0	0	0.03	0.0062	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
110	0.3	0	0	0	0	0	0	0.3	0	0	0.0024	0.063	0.021	0.3	0	0	0	0	0	7	0.57	0.44	0.3	0.41
111	0.32	0	0	0	0	0	0	0.32	0	0	0	0.028	0.002	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
112	0.33	0	0	0	0	0	0	0.33	0	0	0	1.6e-05	0.012	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
113	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0018	0.00042	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
114	0.31	0	0	0	0	0	0	0.31	0	0	0	0.042	0.032	0.31	0	0	0	0	0	7	0.57	0.44	0.3	0.41
115	0.33	0	0	0	0	0	0	0.33	0	0	1.6e-06	5.4e-05	0.0084	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
116	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0.00059	0	0	0	0	7	0.57	0.44	0.3	0.41
117	0.31	0	0	0	0	0	0	0.31	0	0	0.00085	0.0037	0.052	0.31	0	0	0	0	0	7	0.57	0.44	0.3	0.41
118	0.33	0	0	0	0	0	0.00021	0.33	0	1e-05	0	0	0	0.33	0.0049	0	0	0	0	7	0.57	0.44	0.3	0.41
119	0.0058	0	0	0	0	0	0	0.0058	0	0	0	0.98	0	0.0058	0	0	0	0	0	11	0.57	0.56	0.3	0.41
120	0.29	0	0	0	0	0	0	0.29	0	0	0.049	0.014	0.079	0.29	0	0	0	0	0	7	0.57	0.44	0.3	0.41
121	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
122	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
123	0.33	0	0	0	0	0	0	0.33	0	0.00015	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
124	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
125	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0012	3.4e-05	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
126	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00077	8.4e-05	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
127	0	0	0	0.00036	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0.32
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
129	0.33	0	0	0	0	0	0.0015	0.33	0	0	0	0.017	0.0016	0.33	0.0041	0	0	0	0	7	0.57	0.44	0.3	0.41
130	0.32	0	0	0	0	0	0	0.32	0	0	0	0.044	0.0027	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
131	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0054	0.00032	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
132	0	0	0	0.00022	1e-05	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0.32
133	0.33	0	0	0	0	0	0	0.33	0	0	0	4.2e-05	0.0026	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
134	0	0	0	0.015	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	17	0	0	0	0.32
135	0.3	0	0	0	0	0	0.04	0.3	0	1.1e-06	0	0	0	0.3	0.072	0.0018	0	0	0	7	0.57	0.44	0.3	0.41
136	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0.00024	0.33	0.0024	0	0	0	0	7	0.57	0.44	0.3	0.41
137	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00038	3.7e-05	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
138	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.57	0.44	0	0
139	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0014	0.0077	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
140	0.33	0	0	0	0	0	0.0045	0.33	0	3.6e-05	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
141	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0081	0.0031	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
142	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0034	9.1e-06	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
144	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0001	0.00083	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
145	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0053	0.0014	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
146	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0034	0.00052	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
147	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0013	0.0011	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
148	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00011	0.0066	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
149	0.31	0	0	0	0	0	0	0.31	0	0	3.6e-06	0.0014	0.065	0.31	0	0	0	0	0	7	0.57	0.44	0.3	0.41
150	0.32	0	0	0	0	0	0	0.32	0	0	0.00035	0.018	0.02	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
152	0.33	0	0	0	0	0	0	0.33	0	0	0	2.9e-06	0.014	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
153	0.32	0	0	0	0	0	0	0.32	0	0.0014	0	0.037	0.00011	0.32	0	0	0	0	0	7	0.57	0.44	0.3	0.41
154	0.32	0	0	0	0	0	0	0.32	0	0	0	0.00022	9e-06	0.32	0.045	0	0	0	0	7	0.57	0.44	0.3	0.41
155	0.29	0	0	0	0	0	0	0.29	0	0	0	0.087	0.032	0.29	0	0	0	0	0	7	0.57	0.44	0.3	0.41
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0.2	0.046
157	0.33	0	0	0	0	0	0	0.33	0	0	0	0.017	0.00088	0.33	0.0035	0	0	0	0	7	0.57	0.44	0.3	0.41
158	0.33	0	0	0	0	0	3.6e-06	0.33	0	0	0	0.00092	0.0055	0.33	0.00044	0	0	0	0	7	0.57	0.44	0.3	0.41
159	0.33	0	0	0	0	0	0.00014	0.33	0	0	0	0.0012	0.00049	0.33	0.00013	0	0	0	0	7	0.57	0.44	0.3	0.41
160	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0015	0.00024	0.33	0.001	0	0	0	0	7	0.57	0.44	0.3	0.41
161	0.33	0	0	0	0	0	4.5e-05	0.33	0	0	0	0.0025	0.0025	0.33	0.00011	0	0	0	0	7	0.57	0.44	0.3	0.41
162	0.32	0	0	0	0	0	0.011	0.32	0	0	0	0.0018	0.0019	0.32	0.013	0	0	0	0	7	0.57	0.44	0.3	0.41
163	0.33	0	0	0	0	0	0	0.33	0	0	0	3.5e-05	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
164	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0013	1.1e-05	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
165	0.33	0	0	0	0	0	0	0.33	0	0	0	0	6.3e-06	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
166	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0041	0.0034	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
167	0.33	0	0	0	0	0	0	0.33	0	0	0	0.015	0.0029	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
168	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0052	0.016	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
169	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0.00019	0	0	0	0	7	0.57	0.44	0.3	0.41
170	0.31	0	0	0	0	0	0	0.31	0	0	0	0.076	0.0034	0.31	0	0	0	0	0	7	0.57	0.44	0.3	0.41
171	0.32	0	0	0	0	0	0	0.32	0	0	0	0	0	0.32	0.039	0	0	0	0	7	0.57	0.44	0.3	0.41
172	0.33	0	0	0	0	0	0	0.33	0	0	0	7.5e-05	0.004	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
173	0.092	0	0	0	0	0	0.00047	0.092	0	0	0	0	0	0.092	0.72	0	0	0	0	14	0.43	0.29	0.3	0.41
174	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0047	0.0013	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
175	0.32	0	0	0	0	0	0	0.32	0	0	3.8e-05	0.00012	0.04	0.32	0	0.00045	0	0	0	7	0.57	0.44	0.3	0.41
176	0.31	0	0	0	0	0	0	0.31	0	0	0	0.058	0.0016	0.31	0	0	0	0	0	7	0.57	0.44	0.3	0.41
177	0.27	0	0	0	0	0	0	0.27	0	0.00061	6e-05	0.18	0.021	0.27	0	8.7e-05	0	0	0	7	0.57	0.44	0.3	0.41
178	0.33	0	0	0	0	0	0	0.33	0	0	0.0004	0.014	0.00094	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.57	0.56	0.3	0.41
180	0.3	0	0	0	0	0	0	0.3	0	3.3e-05	0.0043	0.082	0.025	0.3	0	0.0013	0	0	0	7	0.57	0.44	0.3	0.41
181	0.33	0	0	0	0	0	0	0.33	0	0	0.0005	0.0014	0.00079	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
182	0.33	0	0	0	0	0	0	0.33	0	3e-05	0.0019	0	0.0058	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
183	0.33	0	0	0	0	0	0	0.33	0	0	4.9e-06	0.0003	0.00037	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.048	0.098	0.033	0
185	0.29	0	0	0	0	0	0	0.29	0	0	0	0.11	0.0065	0.29	0	0	0	0	0	7	0.57	0.44	0.3	0.41
186	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0012	0.00014	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
187	0.33	0	0	0	0	0	0	0.33	0	0	0	0.022	0.0012	0.33	1.2e-05	0	0	0	0	7	0.57	0.44	0.3	0.41
188	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00024	0.0036	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
189	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00065	9.7e-05	0.33	1.6e-06	0	0	0	0	7	0.57	0.44	0.3	0.41
190	0.33	0	0	0	0	0	0	0.33	0	0	0	0.00016	0.016	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
191	0.33	0	0	0	0	0	0	0.33	0	0	0	3.6e-05	0.00021	0.33	0	0.00012	0	0	0	7	0.57	0.44	0.3	0.41
192	0.33	0	0	0	0	0	0	0.33	0	0	0	0	2e-06	0.33	0.00087	0	0	0	0	7	0.57	0.44	0.3	0.41
193	0.33	0	0	0	0	0	0	0.33	0	0	0	0.006	0.0071	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
194	0.00011	0	0	0	0	0	0	0.00011	0	0	0	0	0	0.00011	1	0	0	0	0	14	0.43	0.29	0.3	0.41
195	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
196	0.33	0	0	0	0	0	0	0.33	0	0	0	0.01	0.0012	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
197	0.33	0	0	0	0	0	0	0.33	0	0	0	0.0077	0.00023	0.33	0	0	0	0	0	7	0.57	0.44	0.3	0.41
