SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3
138	1	0	0.34	0.19	0.32	0.25
139	1	0	0.34	0.19	0.32	0.25
140	1	0	0.34	0.19	0.32	0.25
141	1	0	0.34	0.19	0.32	0.25
142	1	0	0.34	0.19	0.32	0.25
143	1	0	0.34	0.19	0.32	0.25
144	1	0	0.34	0.19	0.32	0.25
145	1	0	0.34	0.19	0.32	0.25
146	1	0	0.34	0.19	0.32	0.25
147	1	0	0.34	0.19	0.32	0.25
148	1	0	0.34	0.19	0.32	0.25
149	1	0	0.34	0.19	0.32	0.25
150	1	0	0.34	0.19	0.32	0.25
151	1	0	0.34	0.19	0.32	0.25
152	1	0	0.34	0.19	0.32	0.25
153	1	0	0.34	0.19	0.32	0.25
154	1	0	0.34	0.19	0.32	0.25
155	1	0	0.34	0.19	0.32	0.25
156	1	0	0.34	0.19	0.32	0.25
157	1	0	0.34	0.19	0.32	0.25
158	1	0	0.34	0.19	0.32	0.25
159	1	0	0.34	0.19	0.32	0.25
160	1	0	0.34	0.19	0.32	0.25
161	1	0	0.34	0.19	0.32	0.25
162	1	0	0.34	0.19	0.32	0.25
163	1	0	0.34	0.19	0.32	0.25
164	1	0	0.34	0.19	0.32	0.25
165	1	0	0.34	0.19	0.32	0.25
166	1	0	0.34	0.19	0.32	0.25
167	1	0	0.34	0.19	0.32	0.25
168	1	0	0.34	0.19	0.32	0.25
169	1	0	0.34	0.19	0.32	0.25
170	1	0	0.34	0.19	0.32	0.25
171	1	0	0.34	0.19	0.32	0.25
172	1	0	0.34	0.19	0.32	0.25
173	1	0	0.34	0.19	0.32	0.25
174	1	0	0.34	0.19	0.32	0.25
175	1	0	0.34	0.19	0.32	0.25
176	1	0	0.34	0.19	0.32	0.25
177	1	0	0.34	0.19	0.32	0.25
178	1	0	0.34	0.19	0.32	0.25
179	1	0	0.34	0.19	0.32	0.25
180	1	0	0.34	0.19	0.32	0.25
181	1	0	0.34	0.19	0.32	0.25
182	1	0	0.34	0.19	0.32	0.25
183	1	0	0.34	0.19	0.32	0.25
184	1	0	0.34	0.19	0.32	0.25
185	1	0	0.34	0.19	0.32	0.25
186	1	0	0.34	0.19	0.32	0.25
187	1	0	0.34	0.19	0.32	0.25
188	1	0	0.34	0.19	0.32	0.25
189	1	0	0.34	0.19	0.32	0.25
190	1	0	0.34	0.19	0.32	0.25
191	1	0	0.34	0.19	0.32	0.25
192	1	0	0.34	0.19	0.32	0.25
193	1	0	0.34	0.19	0.32	0.25
194	1	0	0.34	0.19	0.32	0.25
195	1	0	0.34	0.19	0.32	0.25
196	1	0	0.34	0.19	0.32	0.25
197	1	0	0.34	0.19	0.32	0.25
198	1	0	0.34	0.19	0.32	0.25
199	1	0	0.34	0.19	0.32	0.25
200	1	0	0.34	0.19	0.32	0.25
201	1	0	0.34	0.19	0.32	0.25
202	1	0	0.34	0.19	0.32	0.25
203	1	0	0.34	0.19	0.32	0.25
204	1	0	0.34	0.19	0.32	0.25
205	1	0	0.34	0.19	0.32	0.25
206	1	0	0.34	0.19	0.32	0.25
207	1	0	0.34	0.19	0.32	0.25
208	1	0	0.34	0.19	0.32	0.25
209	1	0	0.34	0.19	0.32	0.25
210	1	0	0.34	0.19	0.32	0.25
211	1	0	0.34	0.19	0.32	0.25
212	1	0	0.34	0.19	0.32	0.25
213	1	0	0.34	0.19	0.32	0.25
214	1	0	0.34	0.19	0.32	0.25
215	1	0	0.34	0.19	0.32	0.25
216	1	0	0.34	0.19	0.32	0.25
217	1	0	0.34	0.19	0.32	0.25
218	1	0	0.34	0.19	0.32	0.25
219	1	0	0.34	0.19	0.32	0.25
220	1	0	0.34	0.19	0.32	0.25
221	1	0	0.34	0.19	0.32	0.25
222	1	0	0.34	0.19	0.32	0.25
223	1	0	0.34	0.19	0.32	0.25
224	1	0	0.34	0.19	0.32	0.25
225	1	0	0.34	0.19	0.32	0.25
226	1	0	0.34	0.19	0.32	0.25
227	1	0	0.34	0.19	0.32	0.25
228	1	0	0.34	0.19	0.32	0.25
229	1	0	0.34	0.19	0.32	0.25
230	1	0	0.34	0.19	0.32	0.25
231	1	0	0.34	0.19	0.32	0.25
232	1	0	0.34	0.19	0.32	0.25
233	1	0	0.34	0.19	0.32	0.25
234	1	0	0.34	0.19	0.32	0.25
235	1	0	0.34	0.19	0.32	0.25
236	1	0	0.34	0.19	0.32	0.25
237	1	0	0.34	0.19	0.32	0.25
238	1	0	0.34	0.19	0.32	0.25
239	1	0	0.34	0.19	0.32	0.25
240	1	0	0.34	0.19	0.32	0.25
241	1	0	0.34	0.19	0.32	0.25
242	1	0	0.34	0.19	0.32	0.25
243	1	0	0.34	0.19	0.32	0.25
244	1	0	0.34	0.19	0.32	0.25
245	1	0	0.34	0.19	0.32	0.25
246	1	0	0.34	0.19	0.32	0.25
247	1	0	0.34	0.19	0.32	0.25
248	1	0	0.34	0.19	0.32	0.25
249	1	0	0.34	0.19	0.32	0.25
250	1	0	0.34	0.19	0.32	0.25
251	1	0	0.34	0.19	0.32	0.25
252	1	0	0.34	0.19	0.32	0.25
253	1	0	0.34	0.19	0.32	0.25
254	1	0	0.34	0.19	0.32	0.25
255	1	0	0.34	0.19	0.32	0.25
256	1	0	0.34	0.19	0.32	0.25
257	1	0	0.34	0.19	0.32	0.25
258	1	0	0.34	0.19	0.32	0.25
259	1	0	0.34	0.19	0.32	0.25
260	1	0	0.34	0.19	0.32	0.25
261	1	0	0.34	0.19	0.32	0.25
262	1	0	0.34	0.19	0.32	0.25
263	1	0	0.34	0.19	0.32	0.25
264	1	0	0.34	0.19	0.32	0.25
265	1	0	0.34	0.19	0.32	0.25
266	1	0	0.34	0.19	0.32	0.25
267	1	0	0.34	0.19	0.32	0.25
268	1	0	0.34	0.19	0.32	0.25
269	1	0	0.34	0.19	0.32	0.25
270	1	0	0.34	0.19	0.32	0.25
271	1	0	0.34	0.19	0.32	0.25
272	1	0	0.34	0.19	0.32	0.25
273	1	0	0.34	0.19	0.32	0.25
274	1	0	0.34	0.19	0.32	0.25
275	1	0	0.34	0.19	0.32	0.25
276	1	0	0.34	0.19	0.32	0.25
277	1	0	0.34	0.19	0.32	0.25
278	1	0	0.34	0.19	0.32	0.25
279	1	0	0.34	0.19	0.32	0.25
280	1	0	0.34	0.19	0.32	0.25
281	1	0	0.34	0.19	0.32	0.25
282	1	0	0.34	0.19	0.32	0.25
283	1	0	0.34	0.19	0.32	0.25
284	1	0	0.34	0.19	0.32	0.25
285	1	0	0.34	0.19	0.32	0.25
286	1	0	0.34	0.19	0.32	0.25
287	1	0	0.34	0.19	0.32	0.25
288	1	0	0.34	0.19	0.32	0.25
289	1	0	0.34	0.19	0.32	0.25
290	1	0	0.34	0.19	0.32	0.25
291	1	0	0.34	0.19	0.32	0.25
292	1	0	0.34	0.19	0.32	0.25
293	1	0	0.34	0.19	0.32	0.25
294	1	0	0.34	0.19	0.32	0.25
295	1	0	0.34	0.19	0.32	0.25
296	1	0	0.34	0.19	0.32	0.25
297	1	0	0.34	0.19	0.32	0.25
298	1	0	0.34	0.19	0.32	0.25
299	1	0	0.34	0.19	0.32	0.25
300	1	0	0.34	0.19	0.32	0.25
301	1	0	0.34	0.19	0.32	0.25
302	1	0	0.34	0.19	0.32	0.25
303	1	0	0.34	0.19	0.32	0.25
304	1	0	0.34	0.19	0.32	0.25
305	1	0	0.34	0.19	0.32	0.25
306	1	0	0.34	0.19	0.32	0.25
307	1	0	0.34	0.19	0.32	0.25
308	1	0	0.34	0.19	0.32	0.25
309	1	0	0.34	0.19	0.32	0.25
310	1	0	0.34	0.19	0.32	0.25
311	1	0	0.34	0.19	0.32	0.25
312	1	0	0.34	0.19	0.32	0.25
313	1	0	0.34	0.19	0.32	0.25
314	1	0	0.34	0.19	0.32	0.25
315	1	0	0.34	0.19	0.32	0.25
316	1	0	0.34	0.19	0.32	0.25
317	1	0	0.34	0.19	0.32	0.25
318	1	0	0.34	0.19	0.32	0.25
319	1	0	0.34	0.19	0.32	0.25
320	1	0	0.34	0.19	0.32	0.25
321	1	0	0.34	0.19	0.32	0.25
322	1	0	0.34	0.19	0.32	0.25
323	1	0	0.34	0.19	0.32	0.25
324	1	0	0.34	0.19	0.32	0.25
325	1	0	0.34	0.19	0.32	0.25
326	1	0	0.34	0.19	0.32	0.25
327	1	0	0.34	0.19	0.32	0.25
328	1	0	0.34	0.19	0.32	0.25
329	1	0	0.34	0.19	0.32	0.25
330	1	0	0.34	0.19	0.32	0.25
331	1	0	0.34	0.19	0.32	0.25
332	1	0	0.34	0.19	0.32	0.25
333	1	0	0.34	0.19	0.32	0.25
334	1	0	0.34	0.19	0.32	0.25
335	1	0	0.34	0.19	0.32	0.25
336	1	0	0.34	0.19	0.32	0.25
337	1	0	0.34	0.19	0.32	0.25
338	1	0	0.34	0.19	0.32	0.25
339	1	0	0.34	0.19	0.32	0.25
340	1	0	0.34	0.19	0.32	0.25
341	1	0	0.34	0.19	0.32	0.25
342	1	0	0.34	0.19	0.32	0.25
343	1	0	0.34	0.19	0.32	0.25
344	1	0	0.34	0.19	0.32	0.25
345	1	0	0.34	0.19	0.32	0.25
346	1	0	0.34	0.19	0.32	0.25
347	1	0	0.34	0.19	0.32	0.25
348	1	0	0.34	0.19	0.32	0.25
349	1	0	0.34	0.19	0.32	0.25
350	1	0	0.34	0.19	0.32	0.25
351	1	0	0.34	0.19	0.32	0.25
352	1	0	0.34	0.19	0.32	0.25
353	1	0	0.34	0.19	0.32	0.25
354	1	0	0.34	0.19	0.32	0.25
355	1	0	0.34	0.19	0.32	0.25
356	1	0	0.34	0.19	0.32	0.25
357	1	0	0.34	0.19	0.32	0.25
358	1	0	0.34	0.19	0.32	0.25
359	1	0	0.34	0.19	0.32	0.25
360	1	0	0.34	0.19	0.32	0.25
361	1	0	0.34	0.19	0.32	0.25
362	1	0	0.34	0.19	0.32	0.25
363	1	0	0.34	0.19	0.32	0.25
364	1	0	0.34	0.19	0.32	0.25
365	1	0	0.34	0.19	0.32	0.25
366	1	0	0.34	0.19	0.32	0.25
367	1	0	0.34	0.19	0.32	0.25
368	1	0	0.34	0.19	0.32	0.25
369	1	0	0.34	0.19	0.32	0.25
370	1	0	0.34	0.19	0.32	0.25
371	1	0	0.34	0.19	0.32	0.25
372	1	0	0.34	0.19	0.32	0.25
373	1	0	0.34	0.19	0.32	0.25
374	1	0	0.34	0.19	0.32	0.25
375	1	0	0.34	0.19	0.32	0.25
376	1	0	0.34	0.19	0.32	0.25
377	1	0	0.34	0.19	0.32	0.25
378	1	0	0.34	0.19	0.32	0.25
379	1	0	0.34	0.19	0.32	0.25
380	1	0	0.34	0.19	0.32	0.25
381	1	0	0.34	0.19	0.32	0.25
382	1	0	0.34	0.19	0.32	0.25
383	1	0	0.34	0.19	0.32	0.25
384	1	0	0.34	0.19	0.32	0.25
385	1	0	0.34	0.19	0.32	0.25
386	1	0	0.34	0.19	0.32	0.25
387	1	0	0.34	0.19	0.32	0.25
388	1	0	0.34	0.19	0.32	0.25
389	1	0	0.34	0.19	0.32	0.25
390	1	0	0.34	0.19	0.32	0.25
391	1	0	0.34	0.19	0.32	0.25
392	1	0	0.34	0.19	0.32	0.25
393	1	0	0.34	0.19	0.32	0.25
394	1	0	0.34	0.19	0.32	0.25
395	1	0	0.34	0.19	0.32	0.25
396	1	0	0.34	0.19	0.32	0.25
397	1	0	0.34	0.19	0.32	0.25
398	1	0	0.34	0.19	0.32	0.25
399	1	0	0.34	0.19	0.32	0.25
400	1	0	0.34	0.19	0.32	0.25
401	1	0	0.34	0.19	0.32	0.25
402	1	0	0.34	0.19	0.32	0.25
403	1	0	0.34	0.19	0.32	0.25
404	1	0	0.34	0.19	0.32	0.25
405	1	0	0.34	0.19	0.32	0.25
406	1	0	0.34	0.19	0.32	0.25
407	1	0	0.34	0.19	0.32	0.25
408	1	0	0.34	0.19	0.32	0.25
409	1	0	0.34	0.19	0.32	0.25
410	1	0	0.34	0.19	0.32	0.25
411	1	0	0.34	0.19	0.32	0.25
412	1	0	0.34	0.19	0.32	0.25
413	1	0	0.34	0.19	0.32	0.25
414	1	0	0.34	0.19	0.32	0.25
415	1	0	0.34	0.19	0.32	0.25
416	1	0	0.34	0.19	0.32	0.25
417	1	0	0.34	0.19	0.32	0.25
418	1	0	0.34	0.19	0.32	0.25
419	1	0	0.34	0.19	0.32	0.25
420	1	0	0.34	0.19	0.32	0.25
421	1	0	0.34	0.19	0.32	0.25
422	1	0	0.34	0.19	0.32	0.25
423	1	0	0.34	0.19	0.32	0.25
424	1	0	0.34	0.19	0.32	0.25
425	1	0	0.34	0.19	0.32	0.25
426	1	0	0.34	0.19	0.32	0.25
427	1	0	0.34	0.19	0.32	0.25
428	1	0	0.34	0.19	0.32	0.25
429	1	0	0.34	0.19	0.32	0.25
430	1	0	0.34	0.19	0.32	0.25
431	1	0	0.34	0.19	0.32	0.25
432	1	0	0.34	0.19	0.32	0.25
433	1	0	0.34	0.19	0.32	0.25
434	1	0	0.34	0.19	0.32	0.25
435	1	0	0.34	0.19	0.32	0.25
436	1	0	0.34	0.19	0.32	0.25
437	1	0	0.34	0.19	0.32	0.25
438	1	0	0.34	0.19	0.32	0.25
439	1	0	0.34	0.19	0.32	0.25
440	1	0	0.34	0.19	0.32	0.25
441	1	0	0.34	0.19	0.32	0.25
442	1	0	0.34	0.19	0.32	0.25
443	1	0	0.34	0.19	0.32	0.25
444	1	0	0.34	0.19	0.32	0.25
445	1	0	0.34	0.19	0.32	0.25
446	1	0	0.34	0.19	0.32	0.25
447	1	0	0.34	0.19	0.32	0.25
448	1	0	0.34	0.19	0.32	0.25
449	1	0	0.34	0.19	0.32	0.25
450	1	0	0.34	0.19	0.32	0.25
451	1	0	0.34	0.19	0.32	0.25
452	1	0	0.34	0.19	0.32	0.25
453	1	0	0.34	0.19	0.32	0.25
454	1	0	0.34	0.19	0.32	0.25
455	1	0	0.34	0.19	0.32	0.25
456	1	0	0.34	0.19	0.32	0.25
457	1	0	0.34	0.19	0.32	0.25
458	1	0	0.34	0.19	0.32	0.25
459	1	0	0.34	0.19	0.32	0.25
460	1	0	0.34	0.19	0.32	0.25
461	1	0	0.34	0.19	0.32	0.25
462	1	0	0.34	0.19	0.32	0.25
463	1	0	0.34	0.19	0.32	0.25
464	1	0	0.34	0.19	0.32	0.25
465	1	0	0.34	0.19	0.32	0.25
466	1	0	0.34	0.19	0.32	0.25
467	1	0	0.34	0.19	0.32	0.25
468	1	0	0.34	0.19	0.32	0.25
469	1	0	0.34	0.19	0.32	0.25
470	1	0	0.34	0.19	0.32	0.25
471	1	0	0.34	0.19	0.32	0.25
472	1	0	0.34	0.19	0.32	0.25
473	1	0	0.34	0.19	0.32	0.25
474	1	0	0.34	0.19	0.32	0.25
475	1	0	0.34	0.19	0.32	0.25
476	1	0	0.34	0.19	0.32	0.25
477	1	0	0.34	0.19	0.32	0.25
478	1	0	0.34	0.19	0.32	0.25
479	1	0	0.34	0.19	0.32	0.25
480	1	0	0.34	0.19	0.32	0.25
481	1	0	0.34	0.19	0.32	0.25
482	1	0	0.34	0.19	0.32	0.25
483	1	0	0.34	0.19	0.32	0.25
484	1	0	0.34	0.19	0.32	0.25
485	1	0	0.34	0.19	0.32	0.25
486	1	0	0.34	0.19	0.32	0.25
487	1	0	0.34	0.19	0.32	0.25
488	1	0	0.34	0.19	0.32	0.25
489	1	0	0.34	0.19	0.32	0.25
490	1	0	0.34	0.19	0.32	0.25
491	1	0	0.34	0.19	0.32	0.25
492	1	0	0.34	0.19	0.32	0.25
493	1	0	0.34	0.19	0.32	0.25
494	1	0	0.34	0.19	0.32	0.25
495	1	0	0.34	0.19	0.32	0.25
496	1	0	0.34	0.19	0.32	0.25
497	1	0	0.34	0.19	0.32	0.25
498	1	0	0.34	0.19	0.32	0.25
499	1	0	0.34	0.19	0.32	0.25
500	1	0	0.34	0.19	0.32	0.25
501	1	0	0.34	0.19	0.32	0.25
502	1	0	0.34	0.19	0.32	0.25
503	1	0	0.34	0.19	0.32	0.25
504	1	0	0.34	0.19	0.32	0.25
505	1	0	0.34	0.19	0.32	0.25
506	1	0	0.34	0.19	0.32	0.25
507	1	0	0.34	0.19	0.32	0.25
508	1	0	0.34	0.19	0.32	0.25
509	1	0	0.34	0.19	0.32	0.25
510	1	0	0.34	0.19	0.32	0.25
511	1	0	0.34	0.19	0.32	0.25
512	1	0	0.34	0.19	0.32	0.25
513	1	0	0.34	0.19	0.32	0.25
514	1	0	0.34	0.19	0.32	0.25
515	1	0	0.34	0.19	0.32	0.25
516	1	0	0.34	0.19	0.32	0.25
517	1	0	0.34	0.19	0.32	0.25
518	1	0	0.34	0.19	0.32	0.25
519	1	0	0.34	0.19	0.32	0.25
520	1	0	0.34	0.19	0.32	0.25
521	1	0	0.34	0.19	0.32	0.25
522	1	0	0.34	0.19	0.32	0.25
523	1	0	0.34	0.19	0.32	0.25
524	1	0	0.34	0.19	0.32	0.25
525	1	0	0.34	0.19	0.32	0.25
526	1	0	0.34	0.19	0.32	0.25
527	1	0	0.34	0.19	0.32	0.25
528	1	0	0.34	0.19	0.32	0.25
529	1	0	0.34	0.19	0.32	0.25
530	1	0	0.34	0.19	0.32	0.25
531	1	0	0.34	0.19	0.32	0.25
532	1	0	0.34	0.19	0.32	0.25
533	1	0	0.34	0.19	0.32	0.25
534	1	0	0.34	0.19	0.32	0.25
535	1	0	0.34	0.19	0.32	0.25
536	1	0	0.34	0.19	0.32	0.25
537	1	0	0.34	0.19	0.32	0.25
538	1	0	0.34	0.19	0.32	0.25
539	1	0	0.34	0.19	0.32	0.25
540	1	0	0.34	0.19	0.32	0.25
541	1	0	0.34	0.19	0.32	0.25
542	1	0	0.34	0.19	0.32	0.25
543	1	0	0.34	0.19	0.32	0.25
544	1	0	0.34	0.19	0.32	0.25
545	1	0	0.34	0.19	0.32	0.25
