SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
53	0	0	0	0	0.13	0.0012	0	0.87	7	0.66	0.26	0.36	0.42
54	0.19	0	0	0	0	0.056	0	0.75	7	0.66	0.26	0.36	0.42
55	0.013	0	0	0.74	0	0.24	0	0.0054	3	0.34	0.26	0.23	0.31
56	0.011	0	0	0.00013	0.00034	0.44	0	0.55	7	0.66	0.26	0.36	0.42
57	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
58	0	0.0076	0.99	0	0	0	0	0	2	0	0.19	0.25	0.11
59	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
60	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
61	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
62	1.5e-05	0	0	0.98	0	0.017	0	0.0002	3	0.34	0.26	0.23	0.31
63	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
64	0	0	0	0.00048	0.00044	0.092	0	0.91	7	0.66	0.26	0.36	0.42
65	0	0	0	7.2e-06	0.27	0.66	0	0.066	5	0.38	0.26	0.32	0.25
66	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
67	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
68	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
69	0.00088	0	0	0.15	4.7e-05	0.82	0	0.029	5	0.38	0.26	0.32	0.25
70	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
71	2.3e-06	0	0	0.61	0	0.39	0	0.00094	3	0.34	0.26	0.23	0.31
72	0.94	0	0	0.032	0	0.031	0	0.00014	0	0.34	0.13	0.21	0.25
73	0.00033	0	0	0.79	0	0.2	0	0.0098	3	0.34	0.26	0.23	0.31
74	0	0	0	0.76	0	0.15	0	0.082	3	0.34	0.26	0.23	0.31
75	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
76	0.73	0	0	0.17	0	0.094	0	0.0026	0	0.34	0.13	0.21	0.25
77	1	0	0	0	0	0	0	0	0	0.34	0.13	0.21	0.25
78	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
79	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
80	6.1e-05	0	0	1	0	0.00017	0	0.00012	3	0.34	0.26	0.23	0.31
81	0	0	0	0.0037	0.5	0.0071	0	0.49	4	0.59	0.33	0.56	0.53
82	0	0	0	1	0	0.00081	0	0	3	0.34	0.26	0.23	0.31
83	0	0	0	0.0053	0.00023	0.98	0	0.014	5	0.38	0.26	0.32	0.25
84	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
85	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
86	1e-05	0	0	0.98	0	0.012	0	0.0046	3	0.34	0.26	0.23	0.31
87	0	0	0	1	0	0	0	0	3	0.34	0.26	0.23	0.31
88	0	0	0	0.99	0	0.0053	0	0.00011	3	0.34	0.26	0.23	0.31
89	0	0	0	0	0.81	0.19	0	0.00051	4	0.59	0.33	0.56	0.53
90	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
91	0	0	0	0	0.96	0.0032	0	0.036	4	0.59	0.33	0.56	0.53
92	0.38	0	0	0.00034	3.4e-06	0.6	0	0.025	5	0.38	0.26	0.32	0.25
93	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
94	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
95	0	0	0	0	0	7.4e-06	0	1	7	0.66	0.26	0.36	0.42
96	3.3e-06	0	0	1.7e-05	0	0.63	0	0.37	5	0.38	0.26	0.32	0.25
97	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
98	0	0	0	0.75	0	0.25	0	0.00026	3	0.34	0.26	0.23	0.31
99	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
100	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
101	0	0	0	0.79	0	0.049	0	0.16	3	0.34	0.26	0.23	0.31
102	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
103	5.3e-06	0	0	0.051	0	0.9	0	0.05	5	0.38	0.26	0.32	0.25
104	0.21	0	0	0.35	0	0.44	0	0.0022	5	0.38	0.26	0.32	0.25
105	0.95	0	0	0.049	0	0.00059	0	0	0	0.34	0.13	0.21	0.25
106	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
107	0.00014	0	0	0.00052	0	0.069	0	0.93	7	0.66	0.26	0.36	0.42
108	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
109	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
110	0	0	0	1	0	0.00081	0	2.5e-06	3	0.34	0.26	0.23	0.31
111	0	0	0	0.0017	0	1.2e-05	0	1	7	0.66	0.26	0.36	0.42
112	1.1e-05	0	0	0.68	0	0.31	0	0.0077	3	0.34	0.26	0.23	0.31
113	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
114	8.3e-06	0	0	0.59	2.7e-05	0.39	0	0.017	3	0.34	0.26	0.23	0.31
115	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
116	0	0	0	1	0	0.00033	0	0.0025	3	0.34	0.26	0.23	0.31
117	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
118	1	0	0	0	0	0	0	0	0	0.34	0.13	0.21	0.25
119	0	0	0	0.36	0	0.63	0	0.0084	5	0.38	0.26	0.32	0.25
120	0	0	0	1	0	0.0029	0	0	3	0.34	0.26	0.23	0.31
121	0	0	0	1	0	0.0017	0	0	3	0.34	0.26	0.23	0.31
122	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
123	0	0	0	0.88	0	0.12	0	7.1e-05	3	0.34	0.26	0.23	0.31
124	1	0	0	0.00021	0	0.00017	0	0	0	0.34	0.13	0.21	0.25
125	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
126	0.0015	0	0	0.85	0	0.15	0	0.0036	3	0.34	0.26	0.23	0.31
127	2.8e-06	0	0	1	0	0	0	1.4e-05	3	0.34	0.26	0.23	0.31
128	0	0	0	0.73	0	0.17	0	0.1	3	0.34	0.26	0.23	0.31
129	1	0	0	3.9e-06	0	0	0	0	0	0.34	0.13	0.21	0.25
130	0	0	0	0.89	0	0.11	0	0	3	0.34	0.26	0.23	0.31
131	1	0	0	0.00083	0	0.00011	0	0	0	0.34	0.13	0.21	0.25
132	0	0	0	0	0	0	0	1	7	0.66	0.26	0.36	0.42
133	0	0	0	0.0056	4.5e-05	0.0058	0	0.99	7	0.66	0.26	0.36	0.42
134	0	1	2.1e-06	0	0	0	0	0	1	0	0.063	0.071	0.028
135	0.87	0	0	0.13	0	0.00014	0	0	0	0.34	0.13	0.21	0.25
136	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
137	0.19	0	0	0.81	0	5.4e-06	0	0	3	0.34	0.26	0.23	0.31
138	3.2e-05	0	0	0.98	0	0.017	0	1.6e-05	3	0.34	0.26	0.23	0.31
139	1	0	0	0.00014	0	0.0001	0	0	0	0.34	0.13	0.21	0.25
140	0	0	0	0.8	0	0.2	0	1.1e-05	3	0.34	0.26	0.23	0.31
141	1	0	0	0.00059	0	0	0	0	0	0.34	0.13	0.21	0.25
142	0	0	0	0.0095	0	0.11	0	0.88	7	0.66	0.26	0.36	0.42
143	0	0	0	0.86	0	0.13	0	0.007	3	0.34	0.26	0.23	0.31
144	0	0	0	0.73	0	0.26	0	0.0048	3	0.34	0.26	0.23	0.31
145	0	0	0	0.94	0	0.056	0	0.0035	3	0.34	0.26	0.23	0.31
146	0	0	0	0	0	5.1e-06	0	1	7	0.66	0.26	0.36	0.42
147	0	0	0	0	0	0	0	1	7	0.66	0.26	0.36	0.42
148	0	0	0	1	0	6.7e-05	0	0	3	0.34	0.26	0.23	0.31
149	0.0099	0	0	0.99	0	0	0	0	3	0.34	0.26	0.23	0.31
150	0	0	0	0.83	0	0.13	0	0.037	3	0.34	0.26	0.23	0.31
151	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
152	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
153	3.7e-05	0	0	0	0	0	1	0	6	0.34	0	0	0.17
154	0	0	0	0.2	0	0.79	0	0.0019	5	0.38	0.26	0.32	0.25
155	2.3e-06	0	0	0.22	6.4e-06	0.036	0	0.75	7	0.66	0.26	0.36	0.42
156	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
157	0	0	0	0	0.091	0.75	0	0.16	5	0.38	0.26	0.32	0.25
158	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
159	0	0	0	0	8.1e-06	1	0	0	5	0.38	0.26	0.32	0.25
160	0	0	0	0	0.00025	1	0	0	5	0.38	0.26	0.32	0.25
161	0.0011	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
162	0.0036	0	0	0	1	0	0	0	4	0.59	0.33	0.56	0.53
163	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
164	0	0	0	0	0	0	1	0.00047	6	0.34	0	0	0.17
165	0	0	0	0	9.6e-05	1	0	0.00016	5	0.38	0.26	0.32	0.25
166	0	0	0	0	0	0.77	0.23	0.0021	5	0.38	0.26	0.32	0.25
167	0	0	0	0.00014	0.21	0.035	0	0.75	7	0.66	0.26	0.36	0.42
168	0	0	0	0	0.38	0.58	0	0.04	5	0.38	0.26	0.32	0.25
169	0.38	0	0.62	0	0	1.6e-06	0	0	2	0	0.19	0.25	0.11
170	0.00031	0	1	2.9e-06	0	0	0	0	2	0	0.19	0.25	0.11
171	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
172	0	0	0	0	0.082	0.92	0	0	5	0.38	0.26	0.32	0.25
173	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
174	0.92	0	0	0.068	0.011	0	0	0	0	0.34	0.13	0.21	0.25
175	1.4e-05	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
176	0	0	0	0	3.1e-05	1	0	0	5	0.38	0.26	0.32	0.25
177	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
178	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
179	2.8e-05	0.015	0.98	0	0	0	0	0	2	0	0.19	0.25	0.11
180	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
181	6.5e-06	0	0	0.00026	0.61	0.053	0	0.33	4	0.59	0.33	0.56	0.53
182	0	0	0	0	0.91	0.094	0	0	4	0.59	0.33	0.56	0.53
183	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
184	0.27	0	0	0.0022	0.57	0.16	0	0.003	4	0.59	0.33	0.56	0.53
185	0	0	0	0	0.12	0.35	0	0.53	7	0.66	0.26	0.36	0.42
186	0	0	0	0	0.00099	1	0	1.1e-05	5	0.38	0.26	0.32	0.25
187	0.00059	0.018	0.98	0	0	0	0	0	2	0	0.19	0.25	0.11
188	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
189	0	0	0	0	0.00027	1	0	0	5	0.38	0.26	0.32	0.25
190	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
191	0	0.99	0.0056	0	0	0	0	0	1	0	0.063	0.071	0.028
192	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
193	0	0	0	0	0.076	0.0088	0	0.92	7	0.66	0.26	0.36	0.42
194	1	0	0	2e-05	0	1.2e-05	0	9e-05	0	0.34	0.13	0.21	0.25
195	0.31	3.5e-06	0.69	0	0	0	0	0	2	0	0.19	0.25	0.11
196	0	0	0	0.0022	0.0019	0.65	0	0.34	5	0.38	0.26	0.32	0.25
197	0.0031	0	0.97	0.02	0	0.0026	0	0	2	0	0.19	0.25	0.11
198	0	0	0	0	1	0	0	0.0038	4	0.59	0.33	0.56	0.53
199	0	0	0	0.0025	0	1	0	0.00072	5	0.38	0.26	0.32	0.25
200	0	0	0	0	1	0	0	0.00043	4	0.59	0.33	0.56	0.53
201	0	0	0	9.1e-05	0	1	0	2.6e-05	5	0.38	0.26	0.32	0.25
202	0.00016	0	0	0	1	0	0	0.00057	4	0.59	0.33	0.56	0.53
203	0	0	0	0.064	2.8e-05	0.94	0	0.00078	5	0.38	0.26	0.32	0.25
204	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
205	0.063	0	0	0.004	0.92	0.0087	0	0.0016	4	0.59	0.33	0.56	0.53
206	0	0	0	0	0	0.99	0.005	0	5	0.38	0.26	0.32	0.25
207	0.83	0	0	0	0	0	0	0.17	0	0.34	0.13	0.21	0.25
208	0	0	0	0.075	1.2e-05	0.93	0	0.00017	5	0.38	0.26	0.32	0.25
209	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
210	0	0.53	0.47	4.3e-05	0	0	0	0	1	0	0.063	0.071	0.028
211	0	0	0	0.00011	1.1e-05	0.83	0	0.17	5	0.38	0.26	0.32	0.25
212	0	0	0	0	0	0	0	1	7	0.66	0.26	0.36	0.42
213	0	0	0	9.8e-05	0	0.99	0	0.005	5	0.38	0.26	0.32	0.25
214	0	0	0	1	0	0.00026	0	0	3	0.34	0.26	0.23	0.31
215	1	0	0	0	0.00019	0	0	0	0	0.34	0.13	0.21	0.25
216	1	0	0	0	0.0017	0	0	0	0	0.34	0.13	0.21	0.25
217	1.6e-06	0	0	0.02	1.5e-05	0.89	0	0.085	5	0.38	0.26	0.32	0.25
218	0.011	0	0	0.0029	0.004	0.98	0	9.6e-06	5	0.38	0.26	0.32	0.25
219	0	0	0	0.0035	0	0.0051	0	0.99	7	0.66	0.26	0.36	0.42
220	0	0	0	0	0	0	0	1	7	0.66	0.26	0.36	0.42
221	0.0006	0	0.99	0.00074	0	0.0071	0	0	2	0	0.19	0.25	0.11
222	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
223	0	0	0	0	0	0	1	0.00032	6	0.34	0	0	0.17
224	0	0	0	0.013	0.094	0.049	0	0.84	7	0.66	0.26	0.36	0.42
225	0	0	0	0	0.0045	1	0	0	5	0.38	0.26	0.32	0.25
226	0	0	0	0	0	0	0	1	7	0.66	0.26	0.36	0.42
227	0	0.92	0.082	0	0	0	0	0	1	0	0.063	0.071	0.028
228	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
229	0.72	0	0	0.18	0.09	0.0091	0	0	0	0.34	0.13	0.21	0.25
230	1.4e-06	0	0	0	1.2e-05	0	0	1	7	0.66	0.26	0.36	0.42
231	0	0	0	0.055	0.00085	0.9	0	0.044	5	0.38	0.26	0.32	0.25
232	0	0.098	0	0.9	0	0	0	0	3	0.34	0.26	0.23	0.31
233	0.99	0	0	1.5e-05	0.015	0	0	0	0	0.34	0.13	0.21	0.25
234	0	0	0	0	1	0	0	0.00068	4	0.59	0.33	0.56	0.53
235	0	0	0	0	0	0	1	9.2e-05	6	0.34	0	0	0.17
236	0	0	0	0	0.0002	1	0	6.8e-05	5	0.38	0.26	0.32	0.25
237	0.97	0	0	0.014	0.0021	3.1e-06	0	0.011	0	0.34	0.13	0.21	0.25
238	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
239	0	0	0	0	0	1	0.00059	0	5	0.38	0.26	0.32	0.25
240	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
241	1	0	0	0	3.8e-06	0	0	0	0	0.34	0.13	0.21	0.25
242	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
243	1	0	0	0	4.5e-05	0	0	0	0	0.34	0.13	0.21	0.25
244	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
245	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
246	0.72	0	0	0.14	0	0.13	0	0	0	0.34	0.13	0.21	0.25
247	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
248	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
249	0	3.2e-06	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
250	0	0	0	0.00024	0.0011	0.76	0	0.24	5	0.38	0.26	0.32	0.25
251	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
252	2.6e-05	0	0.00025	1	0	0	0	0	3	0.34	0.26	0.23	0.31
253	0.023	0	0	0.0082	0.024	0.015	0	0.93	7	0.66	0.26	0.36	0.42
254	0	0	0	0	2.5e-06	0	0	1	7	0.66	0.26	0.36	0.42
255	0	0	0	1e-06	1.8e-05	0.58	0	0.42	5	0.38	0.26	0.32	0.25
256	0.13	0	0	0	0	0	0	0.87	7	0.66	0.26	0.36	0.42
257	0	0.18	9.5e-06	0.82	0	0	0	0	3	0.34	0.26	0.23	0.31
258	0	0	0	0	0	0.97	0.032	0.00024	5	0.38	0.26	0.32	0.25
259	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
260	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
261	0	0	0	0	0	0	1	7.9e-06	6	0.34	0	0	0.17
262	0	0	0	0	7.1e-06	0.00034	0	1	7	0.66	0.26	0.36	0.42
263	0	0	0.95	0	0	0.054	0	0	2	0	0.19	0.25	0.11
264	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
265	0	0	0	0	0	1	0	0.00072	5	0.38	0.26	0.32	0.25
266	0	0	0	0	1	0.0047	0	0	4	0.59	0.33	0.56	0.53
267	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
268	0	0	0	0	0.00042	0.98	0	0.019	5	0.38	0.26	0.32	0.25
269	0	0	0	0	0.068	0.93	0	0.00043	5	0.38	0.26	0.32	0.25
270	0	0	0	0.00017	0.39	0.073	0	0.54	7	0.66	0.26	0.36	0.42
271	0	0	0	3.6e-06	0.0002	0.99	0	0.014	5	0.38	0.26	0.32	0.25
272	0.094	0	0	0.00014	0	0.91	0	0	5	0.38	0.26	0.32	0.25
273	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
274	0	0	0	0.82	0	0.18	0	0	3	0.34	0.26	0.23	0.31
275	0	0.2	0.8	0	0	0	0	0	2	0	0.19	0.25	0.11
276	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
277	0.22	0	0	0.13	0	0.66	0	0	5	0.38	0.26	0.32	0.25
278	0.14	0	0	0.21	0	0.66	0	0	5	0.38	0.26	0.32	0.25
279	1	0	0	0.00051	0	0.0013	0	0	0	0.34	0.13	0.21	0.25
280	2.8e-06	0	0	0.0014	0	1	0	1.2e-06	5	0.38	0.26	0.32	0.25
281	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
282	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
283	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
284	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
285	7.5e-05	0	0	0.0039	0.13	0.3	0	0.57	7	0.66	0.26	0.36	0.42
286	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
287	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
288	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
289	0	0	0	0	0.73	0.00013	0	0.27	4	0.59	0.33	0.56	0.53
290	0	0	0	0	0.073	0.93	0	8e-06	5	0.38	0.26	0.32	0.25
291	0.44	0	0	1e-05	0.55	5.3e-06	0	0.0057	4	0.59	0.33	0.56	0.53
292	0.007	0	0.99	0	0	0	0	0	2	0	0.19	0.25	0.11
293	2.5e-05	0	1	4.3e-05	0	0.0013	0	0	2	0	0.19	0.25	0.11
294	0	0	0	0	0.0015	0.029	0	0.97	7	0.66	0.26	0.36	0.42
295	0	0	0	0	0.024	0.98	0	6.2e-05	5	0.38	0.26	0.32	0.25
296	1.2e-05	0	0	0.0044	0.095	0.043	0	0.86	7	0.66	0.26	0.36	0.42
297	0	0	0	0.0014	0.00093	1	0	1.4e-05	5	0.38	0.26	0.32	0.25
298	0.00032	0	0	0	1	0.00011	0	0.0036	4	0.59	0.33	0.56	0.53
299	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
300	0.12	0	0	0.75	0.069	0.057	0	0	3	0.34	0.26	0.23	0.31
301	0.0073	0	0.78	0.21	0	0	0	0	2	0	0.19	0.25	0.11
302	0	0	0	0	5.5e-05	1	0	0.00032	5	0.38	0.26	0.32	0.25
303	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
304	0	0	0	0	0	1	0	0	5	0.38	0.26	0.32	0.25
305	0.24	0	0	0	0.76	0	0	2.7e-05	4	0.59	0.33	0.56	0.53
306	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
307	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
308	0	0	0	0	0	0	0	1	7	0.66	0.26	0.36	0.42
309	1.7e-06	0	0	0.00053	0.2	0.0024	0	0.8	7	0.66	0.26	0.36	0.42
310	0	0	0	3e-06	0.0076	0.94	0	0.049	5	0.38	0.26	0.32	0.25
311	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
312	0	0	0	0	0	0	0	1	7	0.66	0.26	0.36	0.42
313	0	0	0	0.44	0.0013	0.55	0	0.0062	5	0.38	0.26	0.32	0.25
314	0	0	0	0	0	0	1	0	6	0.34	0	0	0.17
315	0	0	0	0	0.037	0.96	0	0.0015	5	0.38	0.26	0.32	0.25
316	0.00065	0	1	0.002	0	0	0	0	2	0	0.19	0.25	0.11
317	0	0	0	0.0062	0.0066	0.89	0	0.099	5	0.38	0.26	0.32	0.25
318	0	0	0	0	0.51	0.0032	0	0.48	4	0.59	0.33	0.56	0.53
319	0	0	0	0	1	0.00018	0	1.7e-05	4	0.59	0.33	0.56	0.53
320	0	0	0	0.00011	0.0025	0.76	0	0.24	5	0.38	0.26	0.32	0.25
321	0	1	0	0	0	0	0	0	1	0	0.063	0.071	0.028
322	0.68	0	0	0.00012	0.32	0	0	0	0	0.34	0.13	0.21	0.25
323	0.098	0	0	0.87	0.0051	0.025	0	0	3	0.34	0.26	0.23	0.31
324	0	0	0	0	0.017	0.98	0	1.9e-05	5	0.38	0.26	0.32	0.25
325	0	0	0	0	1	0.0031	0	0.00023	4	0.59	0.33	0.56	0.53
326	0.05	0	0	0.87	0	0.084	0	2.9e-06	3	0.34	0.26	0.23	0.31
327	0.45	0	0	0.17	0.0002	0.31	0	0.075	0	0.34	0.13	0.21	0.25
328	0.89	0	0	0.054	0	0.06	0	0.00052	0	0.34	0.13	0.21	0.25
329	0.45	0	0	0.48	0	0.07	0	8.7e-05	3	0.34	0.26	0.23	0.31
330	0.0016	0	0	0.33	0.0027	0.062	0	0.61	7	0.66	0.26	0.36	0.42
331	0.86	0	0	0.13	0	0.0028	0	0	0	0.34	0.13	0.21	0.25
332	0.00076	0	0	0.015	3.3e-05	0.23	0	0.75	7	0.66	0.26	0.36	0.42
333	1	0	0	0	0	0	0	0	0	0.34	0.13	0.21	0.25
334	0.1	0	0	0.32	0	0.58	0	0	5	0.38	0.26	0.32	0.25
335	0.98	0	0	0.0039	0	0.016	0	0	0	0.34	0.13	0.21	0.25
336	0	0	1	0	0	0	0	0	2	0	0.19	0.25	0.11
337	0.73	0	0	0.038	0	0.23	0	0	0	0.34	0.13	0.21	0.25
338	0.00011	0	0	0.58	0	0.42	0	3.1e-06	3	0.34	0.26	0.23	0.31
339	1	0	0	0	0	0	0	0	0	0.34	0.13	0.21	0.25
340	0.78	0	0	0.2	0	0.018	0	0.00074	0	0.34	0.13	0.21	0.25
