SNV	cluster0	cluster	dcf0	dcf1	dcf2
188	1	0	0.21	0.48	0.47
189	1	0	0.21	0.48	0.47
190	1	0	0.21	0.48	0.47
191	1	0	0.21	0.48	0.47
192	1	0	0.21	0.48	0.47
193	1	0	0.21	0.48	0.47
194	1	0	0.21	0.48	0.47
195	1	0	0.21	0.48	0.47
196	1	0	0.21	0.48	0.47
197	1	0	0.21	0.48	0.47
198	1	0	0.21	0.48	0.47
199	1	0	0.21	0.48	0.47
200	1	0	0.21	0.48	0.47
201	1	0	0.21	0.48	0.47
202	1	0	0.21	0.48	0.47
203	1	0	0.21	0.48	0.47
204	1	0	0.21	0.48	0.47
205	1	0	0.21	0.48	0.47
206	1	0	0.21	0.48	0.47
207	1	0	0.21	0.48	0.47
208	1	0	0.21	0.48	0.47
209	1	0	0.21	0.48	0.47
210	1	0	0.21	0.48	0.47
211	1	0	0.21	0.48	0.47
212	1	0	0.21	0.48	0.47
213	1	0	0.21	0.48	0.47
214	1	0	0.21	0.48	0.47
215	1	0	0.21	0.48	0.47
216	1	0	0.21	0.48	0.47
217	1	0	0.21	0.48	0.47
218	1	0	0.21	0.48	0.47
219	1	0	0.21	0.48	0.47
220	1	0	0.21	0.48	0.47
221	1	0	0.21	0.48	0.47
222	1	0	0.21	0.48	0.47
223	1	0	0.21	0.48	0.47
224	1	0	0.21	0.48	0.47
225	1	0	0.21	0.48	0.47
226	1	0	0.21	0.48	0.47
227	1	0	0.21	0.48	0.47
228	1	0	0.21	0.48	0.47
229	1	0	0.21	0.48	0.47
230	1	0	0.21	0.48	0.47
231	1	0	0.21	0.48	0.47
232	1	0	0.21	0.48	0.47
233	1	0	0.21	0.48	0.47
234	1	0	0.21	0.48	0.47
235	1	0	0.21	0.48	0.47
236	1	0	0.21	0.48	0.47
237	1	0	0.21	0.48	0.47
238	1	0	0.21	0.48	0.47
239	1	0	0.21	0.48	0.47
240	1	0	0.21	0.48	0.47
241	1	0	0.21	0.48	0.47
242	1	0	0.21	0.48	0.47
243	1	0	0.21	0.48	0.47
244	1	0	0.21	0.48	0.47
245	1	0	0.21	0.48	0.47
246	1	0	0.21	0.48	0.47
247	1	0	0.21	0.48	0.47
248	1	0	0.21	0.48	0.47
249	1	0	0.21	0.48	0.47
250	1	0	0.21	0.48	0.47
251	1	0	0.21	0.48	0.47
252	1	0	0.21	0.48	0.47
253	1	0	0.21	0.48	0.47
254	1	0	0.21	0.48	0.47
255	1	0	0.21	0.48	0.47
256	1	0	0.21	0.48	0.47
257	1	0	0.21	0.48	0.47
258	1	0	0.21	0.48	0.47
259	1	0	0.21	0.48	0.47
260	1	0	0.21	0.48	0.47
261	1	0	0.21	0.48	0.47
262	1	0	0.21	0.48	0.47
263	1	0	0.21	0.48	0.47
264	1	0	0.21	0.48	0.47
265	1	0	0.21	0.48	0.47
266	1	0	0.21	0.48	0.47
267	1	0	0.21	0.48	0.47
268	1	0	0.21	0.48	0.47
269	1	0	0.21	0.48	0.47
270	1	0	0.21	0.48	0.47
271	1	0	0.21	0.48	0.47
272	1	0	0.21	0.48	0.47
273	1	0	0.21	0.48	0.47
274	1	0	0.21	0.48	0.47
275	1	0	0.21	0.48	0.47
276	1	0	0.21	0.48	0.47
277	1	0	0.21	0.48	0.47
278	1	0	0.21	0.48	0.47
279	1	0	0.21	0.48	0.47
280	1	0	0.21	0.48	0.47
281	1	0	0.21	0.48	0.47
282	1	0	0.21	0.48	0.47
283	1	0	0.21	0.48	0.47
284	1	0	0.21	0.48	0.47
285	1	0	0.21	0.48	0.47
286	1	0	0.21	0.48	0.47
287	1	0	0.21	0.48	0.47
288	1	0	0.21	0.48	0.47
289	1	0	0.21	0.48	0.47
290	1	0	0.21	0.48	0.47
291	1	0	0.21	0.48	0.47
292	1	0	0.21	0.48	0.47
293	1	0	0.21	0.48	0.47
294	1	0	0.21	0.48	0.47
295	1	0	0.21	0.48	0.47
296	1	0	0.21	0.48	0.47
297	1	0	0.21	0.48	0.47
298	1	0	0.21	0.48	0.47
299	1	0	0.21	0.48	0.47
300	1	0	0.21	0.48	0.47
301	1	0	0.21	0.48	0.47
302	1	0	0.21	0.48	0.47
303	1	0	0.21	0.48	0.47
304	1	0	0.21	0.48	0.47
305	1	0	0.21	0.48	0.47
306	1	0	0.21	0.48	0.47
307	1	0	0.21	0.48	0.47
308	1	0	0.21	0.48	0.47
309	1	0	0.21	0.48	0.47
310	1	0	0.21	0.48	0.47
311	1	0	0.21	0.48	0.47
312	1	0	0.21	0.48	0.47
313	1	0	0.21	0.48	0.47
314	1	0	0.21	0.48	0.47
315	1	0	0.21	0.48	0.47
316	1	0	0.21	0.48	0.47
317	1	0	0.21	0.48	0.47
318	1	0	0.21	0.48	0.47
319	1	0	0.21	0.48	0.47
320	1	0	0.21	0.48	0.47
321	1	0	0.21	0.48	0.47
322	1	0	0.21	0.48	0.47
323	1	0	0.21	0.48	0.47
324	1	0	0.21	0.48	0.47
325	1	0	0.21	0.48	0.47
326	1	0	0.21	0.48	0.47
327	1	0	0.21	0.48	0.47
328	1	0	0.21	0.48	0.47
329	1	0	0.21	0.48	0.47
330	1	0	0.21	0.48	0.47
331	1	0	0.21	0.48	0.47
332	1	0	0.21	0.48	0.47
333	1	0	0.21	0.48	0.47
334	1	0	0.21	0.48	0.47
335	1	0	0.21	0.48	0.47
336	1	0	0.21	0.48	0.47
337	1	0	0.21	0.48	0.47
338	1	0	0.21	0.48	0.47
339	1	0	0.21	0.48	0.47
340	1	0	0.21	0.48	0.47
341	1	0	0.21	0.48	0.47
342	1	0	0.21	0.48	0.47
343	1	0	0.21	0.48	0.47
344	1	0	0.21	0.48	0.47
345	1	0	0.21	0.48	0.47
346	1	0	0.21	0.48	0.47
347	1	0	0.21	0.48	0.47
348	1	0	0.21	0.48	0.47
349	1	0	0.21	0.48	0.47
350	1	0	0.21	0.48	0.47
351	1	0	0.21	0.48	0.47
352	1	0	0.21	0.48	0.47
353	1	0	0.21	0.48	0.47
354	1	0	0.21	0.48	0.47
355	1	0	0.21	0.48	0.47
356	1	0	0.21	0.48	0.47
357	1	0	0.21	0.48	0.47
358	1	0	0.21	0.48	0.47
359	1	0	0.21	0.48	0.47
360	1	0	0.21	0.48	0.47
361	1	0	0.21	0.48	0.47
362	1	0	0.21	0.48	0.47
363	1	0	0.21	0.48	0.47
364	1	0	0.21	0.48	0.47
365	1	0	0.21	0.48	0.47
366	1	0	0.21	0.48	0.47
367	1	0	0.21	0.48	0.47
368	1	0	0.21	0.48	0.47
369	1	0	0.21	0.48	0.47
370	1	0	0.21	0.48	0.47
371	1	0	0.21	0.48	0.47
372	1	0	0.21	0.48	0.47
373	1	0	0.21	0.48	0.47
374	1	0	0.21	0.48	0.47
375	1	0	0.21	0.48	0.47
376	1	0	0.21	0.48	0.47
377	1	0	0.21	0.48	0.47
378	1	0	0.21	0.48	0.47
379	1	0	0.21	0.48	0.47
380	1	0	0.21	0.48	0.47
381	1	0	0.21	0.48	0.47
382	1	0	0.21	0.48	0.47
383	1	0	0.21	0.48	0.47
384	1	0	0.21	0.48	0.47
385	1	0	0.21	0.48	0.47
386	1	0	0.21	0.48	0.47
387	1	0	0.21	0.48	0.47
388	1	0	0.21	0.48	0.47
389	1	0	0.21	0.48	0.47
390	1	0	0.21	0.48	0.47
391	1	0	0.21	0.48	0.47
392	1	0	0.21	0.48	0.47
393	1	0	0.21	0.48	0.47
394	1	0	0.21	0.48	0.47
395	1	0	0.21	0.48	0.47
396	1	0	0.21	0.48	0.47
397	1	0	0.21	0.48	0.47
398	1	0	0.21	0.48	0.47
399	1	0	0.21	0.48	0.47
400	1	0	0.21	0.48	0.47
401	1	0	0.21	0.48	0.47
402	1	0	0.21	0.48	0.47
403	1	0	0.21	0.48	0.47
404	1	0	0.21	0.48	0.47
405	1	0	0.21	0.48	0.47
406	1	0	0.21	0.48	0.47
407	1	0	0.21	0.48	0.47
408	1	0	0.21	0.48	0.47
409	1	0	0.21	0.48	0.47
410	1	0	0.21	0.48	0.47
411	1	0	0.21	0.48	0.47
412	1	0	0.21	0.48	0.47
413	1	0	0.21	0.48	0.47
414	1	0	0.21	0.48	0.47
415	1	0	0.21	0.48	0.47
416	1	0	0.21	0.48	0.47
417	1	0	0.21	0.48	0.47
418	1	0	0.21	0.48	0.47
419	1	0	0.21	0.48	0.47
420	1	0	0.21	0.48	0.47
421	1	0	0.21	0.48	0.47
422	1	0	0.21	0.48	0.47
423	1	0	0.21	0.48	0.47
424	1	0	0.21	0.48	0.47
425	1	0	0.21	0.48	0.47
426	1	0	0.21	0.48	0.47
427	1	0	0.21	0.48	0.47
428	1	0	0.21	0.48	0.47
429	1	0	0.21	0.48	0.47
430	1	0	0.21	0.48	0.47
431	1	0	0.21	0.48	0.47
432	1	0	0.21	0.48	0.47
433	1	0	0.21	0.48	0.47
434	1	0	0.21	0.48	0.47
435	1	0	0.21	0.48	0.47
436	1	0	0.21	0.48	0.47
437	1	0	0.21	0.48	0.47
438	1	0	0.21	0.48	0.47
439	1	0	0.21	0.48	0.47
440	1	0	0.21	0.48	0.47
441	1	0	0.21	0.48	0.47
442	1	0	0.21	0.48	0.47
443	1	0	0.21	0.48	0.47
444	1	0	0.21	0.48	0.47
445	1	0	0.21	0.48	0.47
446	1	0	0.21	0.48	0.47
447	1	0	0.21	0.48	0.47
448	1	0	0.21	0.48	0.47
449	1	0	0.21	0.48	0.47
450	1	0	0.21	0.48	0.47
451	1	0	0.21	0.48	0.47
452	1	0	0.21	0.48	0.47
453	1	0	0.21	0.48	0.47
454	1	0	0.21	0.48	0.47
455	1	0	0.21	0.48	0.47
456	1	0	0.21	0.48	0.47
457	1	0	0.21	0.48	0.47
458	1	0	0.21	0.48	0.47
459	1	0	0.21	0.48	0.47
460	1	0	0.21	0.48	0.47
461	1	0	0.21	0.48	0.47
462	1	0	0.21	0.48	0.47
463	1	0	0.21	0.48	0.47
464	1	0	0.21	0.48	0.47
465	1	0	0.21	0.48	0.47
