SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
62	1	0	0	0	6.2e-05	0	0.21	0.48	0.47
63	1	0	0	0	0	0	0.21	0.48	0.47
64	1	0	0	0	6.9e-05	0	0.21	0.48	0.47
65	0.91	0	0	0	0.094	0	0.21	0.48	0.47
66	0.00017	0	0	1	0	3	0.093	0	0
67	1	0	0	0	0.0013	0	0.21	0.48	0.47
68	1	0	0	0	0.0028	0	0.21	0.48	0.47
69	1	0	0	0	0	0	0.21	0.48	0.47
70	0	1	0	0	0	1	0.12	0.053	0.052
71	0.68	0	0	0	0.32	0	0.21	0.48	0.47
72	0	0	1	0	0	2	0.047	0.32	0.31
73	1	0	0	0	0	0	0.21	0.48	0.47
74	1	0	0	0	0.0027	0	0.21	0.48	0.47
75	0	0	1	0	0	2	0.047	0.32	0.31
76	0.96	0	0	0	0.045	0	0.21	0.48	0.47
77	1	0	0	0	0.00034	0	0.21	0.48	0.47
78	0	1	0	0	0	1	0.12	0.053	0.052
79	1	0	0	0	0	0	0.21	0.48	0.47
80	1	0	0	0	0.00014	0	0.21	0.48	0.47
81	1	0	0	0	0	0	0.21	0.48	0.47
82	0.97	0	0	0	0.031	0	0.21	0.48	0.47
83	0	0	1	0	0	2	0.047	0.32	0.31
84	1	0	0	0	2.4e-05	0	0.21	0.48	0.47
85	0.98	0	0	0	0.02	0	0.21	0.48	0.47
86	0.99	0	0	0	0.01	0	0.21	0.48	0.47
87	0.58	0	0	0	0.42	0	0.21	0.48	0.47
88	0	0	0	0	1	4	0.21	0.54	0.59
89	0	0	0	0	1	4	0.21	0.54	0.59
90	1	0	0	0	0	0	0.21	0.48	0.47
91	0	1	0	0	0	1	0.12	0.053	0.052
92	0	0	0.15	0	0.85	4	0.21	0.54	0.59
93	0	0	0	0	1	4	0.21	0.54	0.59
94	1	0	0	0	0	0	0.21	0.48	0.47
95	0.96	0	0	0	0.041	0	0.21	0.48	0.47
96	1	0	0	0	0.00053	0	0.21	0.48	0.47
97	1	0	0	0	3.1e-06	0	0.21	0.48	0.47
98	1	0	0	0	0.00012	0	0.21	0.48	0.47
99	1	0	0	0	0.00025	0	0.21	0.48	0.47
100	1	0	0	0	0	0	0.21	0.48	0.47
101	1	0	0	0	0	0	0.21	0.48	0.47
102	0.99	0	0	0	0.014	0	0.21	0.48	0.47
103	0	0	1	0	0	2	0.047	0.32	0.31
104	0	0	1	0	0	2	0.047	0.32	0.31
105	0.8	0	0	0	0.2	0	0.21	0.48	0.47
106	1	0	0	0	0	0	0.21	0.48	0.47
107	0.54	0	0	0	0.46	0	0.21	0.48	0.47
108	0.99	0	0	0	0.012	0	0.21	0.48	0.47
109	1	0	0	0	0.00013	0	0.21	0.48	0.47
110	1	0	0	0	0	0	0.21	0.48	0.47
111	1	0	0	0	1.2e-05	0	0.21	0.48	0.47
112	0	0	0	1	0	3	0.093	0	0
113	1	0	0	0	2e-06	0	0.21	0.48	0.47
114	1	0	0	0	0.0044	0	0.21	0.48	0.47
115	1	0	0	0	0	0	0.21	0.48	0.47
116	1	0	0	0	5.9e-05	0	0.21	0.48	0.47
117	0.032	0	0.97	0	0	2	0.047	0.32	0.31
118	0.98	0	0	0	0.023	0	0.21	0.48	0.47
119	0	0	1	0	0	2	0.047	0.32	0.31
120	1	0	0	0	0	0	0.21	0.48	0.47
121	0.99	0	0	0	0.014	0	0.21	0.48	0.47
122	1	0	0	0	8.9e-06	0	0.21	0.48	0.47
123	1	0	0	0	0	0	0.21	0.48	0.47
124	1	0	0	0	0.00074	0	0.21	0.48	0.47
125	0.0014	0	0	0	1	4	0.21	0.54	0.59
126	0.52	0	0	0	0.48	0	0.21	0.48	0.47
127	0.95	0	0	0	0.053	0	0.21	0.48	0.47
128	0.84	0	0	0	0.16	0	0.21	0.48	0.47
129	0.78	0	0	0	0.22	0	0.21	0.48	0.47
130	0	0	1	0	0	2	0.047	0.32	0.31
131	1	0	0	0	6e-05	0	0.21	0.48	0.47
132	1	0	0	0	1.4e-05	0	0.21	0.48	0.47
133	1	0	0	0	2.4e-06	0	0.21	0.48	0.47
134	1	0	0	0	0	0	0.21	0.48	0.47
135	0.99	0	0	0	0.0065	0	0.21	0.48	0.47
136	0.99	0	0	0	0.0073	0	0.21	0.48	0.47
137	1	0	0	0	0.00023	0	0.21	0.48	0.47
138	1	0	0	0	0.0041	0	0.21	0.48	0.47
139	1	0	0	0	0	0	0.21	0.48	0.47
140	0.99	0	0	0	0.0052	0	0.21	0.48	0.47
141	1	0	0	0	3.6e-05	0	0.21	0.48	0.47
142	0.98	0	0	0	0.021	0	0.21	0.48	0.47
143	1	0	0	0	0.0049	0	0.21	0.48	0.47
144	1	0	0	0	9e-06	0	0.21	0.48	0.47
145	0.9	0	0	0	0.096	0	0.21	0.48	0.47
146	1	0	0	0	8.2e-05	0	0.21	0.48	0.47
147	1	0	0	0	4e-05	0	0.21	0.48	0.47
148	0.79	0	0	0	0.21	0	0.21	0.48	0.47
149	0.96	0	0	0	0.04	0	0.21	0.48	0.47
150	0.98	0	0	0	0.02	0	0.21	0.48	0.47
151	0.98	0	0	0	0.024	0	0.21	0.48	0.47
152	0	1	0	0	0	1	0.12	0.053	0.052
153	1	0	0	0	0	0	0.21	0.48	0.47
154	0.98	0	0	0	0.017	0	0.21	0.48	0.47
155	1	0	0	0	4.3e-05	0	0.21	0.48	0.47
156	1	0	0	0	1.1e-05	0	0.21	0.48	0.47
157	1	0	0	0	0	0	0.21	0.48	0.47
158	0	0	0	1	0	3	0.093	0	0
159	0.99	0	0	0	0.0073	0	0.21	0.48	0.47
160	1	0	0	0	0.0039	0	0.21	0.48	0.47
161	1	0	0	0	0.00068	0	0.21	0.48	0.47
162	1	0	0	0	0	0	0.21	0.48	0.47
163	1	0	0	0	0	0	0.21	0.48	0.47
164	0	1	0	0	0	1	0.12	0.053	0.052
165	0.99	0	0	0	0.0078	0	0.21	0.48	0.47
166	0.41	0	0.59	0	0	2	0.047	0.32	0.31
167	1	0	0	0	0.0045	0	0.21	0.48	0.47
168	0.95	0	0	0	0.046	0	0.21	0.48	0.47
169	0	0	1	0	0	2	0.047	0.32	0.31
170	0.93	0	0	0	0.066	0	0.21	0.48	0.47
171	1	0	0	0	0.0007	0	0.21	0.48	0.47
172	1	0	0	0	0.0044	0	0.21	0.48	0.47
173	1	0	0	0	0.0032	0	0.21	0.48	0.47
174	0.24	0	0	0	0.76	4	0.21	0.54	0.59
175	0.99	0	0	0	0.0055	0	0.21	0.48	0.47
176	0.98	0	0	0	0.02	0	0.21	0.48	0.47
177	1	0	0	0	3.9e-06	0	0.21	0.48	0.47
178	1	0	0	0	0.00066	0	0.21	0.48	0.47
179	0	0	1	0	0	2	0.047	0.32	0.31
180	1	0	0	0	0	0	0.21	0.48	0.47
181	0	0	1	0	0	2	0.047	0.32	0.31
182	1	0	0	0	0.00017	0	0.21	0.48	0.47
183	0	0	1	0	0	2	0.047	0.32	0.31
184	0.00015	0	1	0	0	2	0.047	0.32	0.31
185	0	0	0	0	1	4	0.21	0.54	0.59
186	0.54	0	0	0	0.46	0	0.21	0.48	0.47
187	0.034	0	0	0	0.97	4	0.21	0.54	0.59
188	0.98	0	0	0	0.025	0	0.21	0.48	0.47
189	1	0	0	0	0.0035	0	0.21	0.48	0.47
190	1	0	0	0	2.8e-05	0	0.21	0.48	0.47
191	0.92	0	0	0	0.078	0	0.21	0.48	0.47
192	1	0	0	0	0	0	0.21	0.48	0.47
193	0.99	0	0	0	0.0056	0	0.21	0.48	0.47
194	1	0	0	0	0	0	0.21	0.48	0.47
195	0.099	0	0	0	0.9	4	0.21	0.54	0.59
196	1	0	0	0	4.8e-05	0	0.21	0.48	0.47
197	0	0	0	0	1	4	0.21	0.54	0.59
198	0.98	0	0	0	0.024	0	0.21	0.48	0.47
199	0	0	1	0	0	2	0.047	0.32	0.31
200	0.82	0	0	0	0.18	0	0.21	0.48	0.47
201	0.98	0	0	0	0.017	0	0.21	0.48	0.47
202	0.42	0	0	0	0.58	4	0.21	0.54	0.59
203	1	0	0	0	1.5e-06	0	0.21	0.48	0.47
204	1	0	6.8e-05	0	0	0	0.21	0.48	0.47
205	0.94	0	0	0	0.065	0	0.21	0.48	0.47
206	0.92	0	0	0	0.083	0	0.21	0.48	0.47
207	0.92	0	0	0	0.082	0	0.21	0.48	0.47
208	0	1	0	0	0	1	0.12	0.053	0.052
209	1	0	0	0	0.0009	0	0.21	0.48	0.47
210	0	0	0	0	1	4	0.21	0.54	0.59
211	6e-05	0	0	0	1	4	0.21	0.54	0.59
212	0.056	0	0	0	0.94	4	0.21	0.54	0.59
213	1	0	0	0	2e-06	0	0.21	0.48	0.47
214	1	0	0	0	1.5e-05	0	0.21	0.48	0.47
215	1	0	0	0	0	0	0.21	0.48	0.47
216	1	0	0	0	0.00042	0	0.21	0.48	0.47
217	0.54	0	0	0	0.46	0	0.21	0.48	0.47
218	5.7e-05	0	0	0	1	4	0.21	0.54	0.59
219	1	0	0	0	6.6e-05	0	0.21	0.48	0.47
220	0	1	0	0	0	1	0.12	0.053	0.052
221	1	0	0	0	0	0	0.21	0.48	0.47
222	0.91	0	0	0	0.087	0	0.21	0.48	0.47
223	0.28	0	0	0	0.72	4	0.21	0.54	0.59
224	1	0	0	0	1.5e-05	0	0.21	0.48	0.47
225	0.98	0	0	0	0.017	0	0.21	0.48	0.47
226	0.00039	0	0	0	1	4	0.21	0.54	0.59
227	0.91	0	0	0	0.085	0	0.21	0.48	0.47
228	6.8e-06	0	1	0	0	2	0.047	0.32	0.31
229	0.21	0	0	0	0.79	4	0.21	0.54	0.59
230	4.6e-06	0	0	0	1	4	0.21	0.54	0.59
231	1	0	0	0	0	0	0.21	0.48	0.47
232	0.047	0	0	0	0.95	4	0.21	0.54	0.59
233	1	0	0	0	0	0	0.21	0.48	0.47
234	0.99	0	0	0	0.014	0	0.21	0.48	0.47
235	0	0	1	0	0	2	0.047	0.32	0.31
236	1	0	0	0	0.00013	0	0.21	0.48	0.47
237	1	0	0	0	0	0	0.21	0.48	0.47
238	1	0	0	0	0	0	0.21	0.48	0.47
239	0	0	1	0	0	2	0.047	0.32	0.31
240	0.67	0	0	0	0.33	0	0.21	0.48	0.47
241	0.97	0	0	0	0.026	0	0.21	0.48	0.47
242	0.66	0	0	0	0.34	0	0.21	0.48	0.47
243	1	0	0	0	7e-06	0	0.21	0.48	0.47
244	0.96	0	0	0	0.039	0	0.21	0.48	0.47
245	0.95	0	0	0	0.045	0	0.21	0.48	0.47
246	0	0	1	0	0	2	0.047	0.32	0.31
247	0.49	0	0	0	0.51	4	0.21	0.54	0.59
248	0.99	0	0	0	0.0065	0	0.21	0.48	0.47
249	1	0	0	0	0.00041	0	0.21	0.48	0.47
250	0.88	0	0	0	0.12	0	0.21	0.48	0.47
251	0	4.2e-06	0	0	1	4	0.21	0.54	0.59
252	0.98	0	0	0	0.021	0	0.21	0.48	0.47
253	0	1	0	0	0	1	0.12	0.053	0.052
254	0.99	0	0	0	0.0084	0	0.21	0.48	0.47
255	1	0	0	0	0	0	0.21	0.48	0.47
256	1	0	0	0	0	0	0.21	0.48	0.47
257	1	0	0	0	0.0021	0	0.21	0.48	0.47
258	1	0	0	0	0	0	0.21	0.48	0.47
259	0	0	1	0	0	2	0.047	0.32	0.31
260	0.88	0	0	0	0.12	0	0.21	0.48	0.47
261	0.99	0	0	0	0.014	0	0.21	0.48	0.47
262	1	0	0	0	0.00046	0	0.21	0.48	0.47
263	0.014	0	0	0	0.99	4	0.21	0.54	0.59
264	0.95	0	0	0	0.053	0	0.21	0.48	0.47
265	0	0	1	0	0	2	0.047	0.32	0.31
266	1	0	0	0	0.0043	0	0.21	0.48	0.47
267	0.88	0	0	0	0.12	0	0.21	0.48	0.47
268	1	0	0	0	0.00073	0	0.21	0.48	0.47
269	0.98	0	0	0	0.024	0	0.21	0.48	0.47
270	0.98	0	0	0	0.021	0	0.21	0.48	0.47
271	0	1	0	0	0	1	0.12	0.053	0.052
272	0.95	0	0	0	0.054	0	0.21	0.48	0.47
273	0.76	0	0	0	0.24	0	0.21	0.48	0.47
274	1	0	0	0	0.0042	0	0.21	0.48	0.47
275	0.47	0	0	0	0.53	4	0.21	0.54	0.59
276	0	1	0	0	0	1	0.12	0.053	0.052
277	0.99	0	0	0	0.0058	0	0.21	0.48	0.47
278	0.93	0	0	0	0.067	0	0.21	0.48	0.47
279	1	0	0	0	0	0	0.21	0.48	0.47
280	1	0	0	0	5.5e-05	0	0.21	0.48	0.47
281	1	0	0	0	4.8e-06	0	0.21	0.48	0.47
282	0	1	0	0	0	1	0.12	0.053	0.052
283	0	0	1	0	0	2	0.047	0.32	0.31
284	0.99	0	0	0	0.0072	0	0.21	0.48	0.47
285	0.96	0	0	0	0.041	0	0.21	0.48	0.47
286	0.99	0	0	0	0.0061	0	0.21	0.48	0.47
287	0.74	0	0	0	0.26	0	0.21	0.48	0.47
288	1	0	0	0	0	0	0.21	0.48	0.47
289	0.98	0	0	0	0.015	0	0.21	0.48	0.47
290	0.39	0	0	0	0.61	4	0.21	0.54	0.59
291	0.98	0	0	0	0.02	0	0.21	0.48	0.47
292	1	0	0	0	0	0	0.21	0.48	0.47
293	1	0	0	0	7.8e-05	0	0.21	0.48	0.47
294	0.99	0	0	0.014	0	0	0.21	0.48	0.47
295	0	1	0	0	0	1	0.12	0.053	0.052
296	0.083	0	0	0	0.92	4	0.21	0.54	0.59
297	1	0	0	0	0	0	0.21	0.48	0.47
298	0	0	0	0	1	4	0.21	0.54	0.59
299	1	0	0	0	2.6e-05	0	0.21	0.48	0.47
300	0.98	0	0	0	0.023	0	0.21	0.48	0.47
301	1	0	0	0	0	0	0.21	0.48	0.47
302	0	0	0	1	0	3	0.093	0	0
303	0.99	0	0	0	0.0052	0	0.21	0.48	0.47
304	0.76	0	0	0	0.24	0	0.21	0.48	0.47
305	0	0	1	0	0	2	0.047	0.32	0.31
306	0.12	0	0	0	0.88	4	0.21	0.54	0.59
307	0	0	1	0	0	2	0.047	0.32	0.31
308	0.94	0	0	0	0.057	0	0.21	0.48	0.47
309	1	0	0	0	0	0	0.21	0.48	0.47
310	0.93	0	0	0	0.065	0	0.21	0.48	0.47
311	0.22	0	0	0	0.78	4	0.21	0.54	0.59
312	0.14	0	0	0	0.86	4	0.21	0.54	0.59
313	0.97	0	0	0	0.03	0	0.21	0.48	0.47
314	0.0014	0	1	0	0	2	0.047	0.32	0.31
315	0	0	1	0	0	2	0.047	0.32	0.31
316	0	1	0	0	0	1	0.12	0.053	0.052
317	1	0	0	0	0.0034	0	0.21	0.48	0.47
318	0.97	0	0	0	0.028	0	0.21	0.48	0.47
319	1	0	0	0	0.00035	0	0.21	0.48	0.47
320	0	0	0	1	0	3	0.093	0	0
321	0.97	0	0	0	0.032	0	0.21	0.48	0.47
322	0.61	0	0	0	0.39	0	0.21	0.48	0.47
323	0	0	0	1	0	3	0.093	0	0
324	0.99	0	0	0	0.0055	0	0.21	0.48	0.47
325	0.77	0	0	0	0.23	0	0.21	0.48	0.47
326	1	0	0	0	0.005	0	0.21	0.48	0.47
327	0.98	0	0	0	0.022	0	0.21	0.48	0.47
328	8.4e-05	0	1	0	0	2	0.047	0.32	0.31
329	0.93	0	0	0	0.071	0	0.21	0.48	0.47
330	1	0	0	0	8.8e-05	0	0.21	0.48	0.47
331	0.92	0	0	0	0.076	0	0.21	0.48	0.47
332	0.96	0	0	0	0.045	0	0.21	0.48	0.47
333	0.99	0	0	0	0.011	0	0.21	0.48	0.47
334	0	0	1	0	0	2	0.047	0.32	0.31
335	0.97	0	0	0	0.029	0	0.21	0.48	0.47
336	0.95	0	0	0	0.048	0	0.21	0.48	0.47
337	0	0	0	1	0	3	0.093	0	0
338	1	0	0	0	4.4e-05	0	0.21	0.48	0.47
339	1	0	0	0	0.0034	0	0.21	0.48	0.47
340	1	0	0	0	0	0	0.21	0.48	0.47
341	0.91	0	0	0	0.089	0	0.21	0.48	0.47
342	0.93	0	0	0	0.068	0	0.21	0.48	0.47
343	1	0	0	0	2.1e-06	0	0.21	0.48	0.47
344	0.84	0	0	0	0.16	0	0.21	0.48	0.47
345	0.97	0	0	0	0.032	0	0.21	0.48	0.47
346	1	0	0	0	0	0	0.21	0.48	0.47
347	0.92	0	0	0	0.083	0	0.21	0.48	0.47
348	0	1	0	0	0	1	0.12	0.053	0.052
349	1	0	0	0	0	0	0.21	0.48	0.47
350	0.37	0	0	0	0.63	4	0.21	0.54	0.59
351	0.2	0	0	0	0.8	4	0.21	0.54	0.59
352	1	0	0	0	0.0046	0	0.21	0.48	0.47
353	0.83	0	0	0	0.17	0	0.21	0.48	0.47
354	1	0	0	0	0	0	0.21	0.48	0.47
355	0	0	1	0	0	2	0.047	0.32	0.31
356	0.98	0	0	0	0.022	0	0.21	0.48	0.47
357	0.99	0	0	0	0.014	0	0.21	0.48	0.47
358	0.29	0	0	0	0.71	4	0.21	0.54	0.59
359	1	0	0	0	0	0	0.21	0.48	0.47
360	0.99	0	0	0	0.0062	0	0.21	0.48	0.47
361	0.98	0	0	0	0.017	0	0.21	0.48	0.47
362	0.63	0	0	0.37	0	0	0.21	0.48	0.47
363	0	1	0	0	0	1	0.12	0.053	0.052
364	1	0	0	0	0	0	0.21	0.48	0.47
365	0	1	0	0	0	1	0.12	0.053	0.052
366	0	0	0	1	0	3	0.093	0	0
367	0	0	1	0	0	2	0.047	0.32	0.31
368	1	0	0	0	3.1e-05	0	0.21	0.48	0.47
369	0.87	0	0	0	0.13	0	0.21	0.48	0.47
370	1	0	0	0	3.2e-05	0	0.21	0.48	0.47
371	1	0	0	0	0.00011	0	0.21	0.48	0.47
372	1	0	0	0	0	0	0.21	0.48	0.47
373	1	0	0	0	0.00067	0	0.21	0.48	0.47
374	1	0	0	0	6.3e-06	0	0.21	0.48	0.47
375	0.98	0	0	0	0.018	0	0.21	0.48	0.47
376	0	0	1	0	0	2	0.047	0.32	0.31
377	5.9e-05	0	1	0	0	2	0.047	0.32	0.31
378	0.85	0	0	0	0.15	0	0.21	0.48	0.47
379	0	0	1	0	0	2	0.047	0.32	0.31
380	1	0	0	0	0	0	0.21	0.48	0.47
381	0.57	0	0	0	0.43	0	0.21	0.48	0.47
382	0	0	1	0	0	2	0.047	0.32	0.31
383	0.97	0	0	0	0.033	0	0.21	0.48	0.47
384	0.92	0	0	0	0.082	0	0.21	0.48	0.47
385	0	0	1	0	0	2	0.047	0.32	0.31
386	0	1	0	0	0	1	0.12	0.053	0.052
387	0.061	0	0	0	0.94	4	0.21	0.54	0.59
388	0	0	1	0	0	2	0.047	0.32	0.31
389	0.83	0	0	0	0.17	0	0.21	0.48	0.47
390	0.55	0	0	0	0.45	0	0.21	0.48	0.47
391	1	0	0	0	0	0	0.21	0.48	0.47
392	1	0	0	0	1.1e-05	0	0.21	0.48	0.47
393	0	0	1	0	0	2	0.047	0.32	0.31
394	0.99	0	0	0	0.0064	0	0.21	0.48	0.47
395	1	0	0	0	2.2e-05	0	0.21	0.48	0.47
396	0.94	0	0	0	0.059	0	0.21	0.48	0.47
397	0.18	0	0	0	0.82	4	0.21	0.54	0.59
398	0	0	1	0	0	2	0.047	0.32	0.31
399	1	0	0	0	0	0	0.21	0.48	0.47
400	0.94	0	0	0	0.059	0	0.21	0.48	0.47
401	0.98	0	0	0	0.02	0	0.21	0.48	0.47
402	0.92	0	0	0	0.077	0	0.21	0.48	0.47
403	1	0	0	0	0.0038	0	0.21	0.48	0.47
404	1	0	0	0	4.2e-06	0	0.21	0.48	0.47
405	1	0	0	0	4.3e-05	0	0.21	0.48	0.47
406	0	1	0	0	0	1	0.12	0.053	0.052
407	0.92	0	0	0	0.08	0	0.21	0.48	0.47
408	0.13	0	0.87	0	0	2	0.047	0.32	0.31
409	1	0	0	0	0.0011	0	0.21	0.48	0.47
410	0	1	0	0	0	1	0.12	0.053	0.052
411	0	0	1	0	0	2	0.047	0.32	0.31
412	0	1	0	0	0	1	0.12	0.053	0.052
413	0.99	0	0	0	0.0073	0	0.21	0.48	0.47
414	0.87	0	0	0	0.13	0	0.21	0.48	0.47
415	0.41	0	0	0	0.59	4	0.21	0.54	0.59
416	0.99	0	0	0	0.013	0	0.21	0.48	0.47
417	0	0	1	0	0	2	0.047	0.32	0.31
418	1	0	0	0	0.00057	0	0.21	0.48	0.47
419	0	1	0	0	0	1	0.12	0.053	0.052
420	1	0	0	0	0	0	0.21	0.48	0.47
421	1	0	0	0	0.0002	0	0.21	0.48	0.47
422	0.48	0	0	0	0.52	4	0.21	0.54	0.59
423	0	0	0	0	1	4	0.21	0.54	0.59
424	1	0	0	0	0	0	0.21	0.48	0.47
425	0.99	0	0	0	0.012	0	0.21	0.48	0.47
426	1	0	0	0	0.0035	0	0.21	0.48	0.47
427	0.99	0	0	0	0.014	0	0.21	0.48	0.47
428	1	0	0	0	0.0001	0	0.21	0.48	0.47
429	0.99	0	0	0	0.0055	0	0.21	0.48	0.47
430	1	0	0	0	0.00092	0	0.21	0.48	0.47
431	0.61	0	0	0	0.39	0	0.21	0.48	0.47
432	0.91	0	0	0	0.085	0	0.21	0.48	0.47
433	1	0	0	0	0.0001	0	0.21	0.48	0.47
434	0.97	0	0	0	0.032	0	0.21	0.48	0.47
435	0	1	0	0	0	1	0.12	0.053	0.052
436	1	0	0	0	0	0	0.21	0.48	0.47
437	1	0	0	0	5.2e-05	0	0.21	0.48	0.47
438	1	0	0	0	8.2e-06	0	0.21	0.48	0.47
439	0.92	0	0	0	0.079	0	0.21	0.48	0.47
440	0.72	0	0	0	0.28	0	0.21	0.48	0.47
441	1	0	0	0	0.00031	0	0.21	0.48	0.47
442	1	0	0	0	1.4e-06	0	0.21	0.48	0.47
443	1	0	0	0	0.00017	0	0.21	0.48	0.47
444	0.8	0	0	0	0.2	0	0.21	0.48	0.47
445	4.9e-05	0	1	0	0	2	0.047	0.32	0.31
446	0.66	0	0	0	0.34	0	0.21	0.48	0.47
447	0.00036	0	1	0	0	2	0.047	0.32	0.31
448	0.85	0	0	0	0.15	0	0.21	0.48	0.47
449	1	0	0	0	7.9e-05	0	0.21	0.48	0.47
450	1	0	0	0	0.0043	0	0.21	0.48	0.47
451	1	0	0	0	0	0	0.21	0.48	0.47
452	1	0	0	0	1.4e-05	0	0.21	0.48	0.47
453	1	0	0	0	3.5e-05	0	0.21	0.48	0.47
454	0.94	0	0	0	0.062	0	0.21	0.48	0.47
455	0.98	0	0	0	0.017	0	0.21	0.48	0.47
456	1	0	0	0	1.3e-05	0	0.21	0.48	0.47
457	0.99	0	0	0	0.0099	0	0.21	0.48	0.47
458	2.1e-06	0	0	0	1	4	0.21	0.54	0.59
459	1	0	0	0	0.0036	0	0.21	0.48	0.47
460	1	0	0	0	2.6e-06	0	0.21	0.48	0.47
461	1	0	0	0	0	0	0.21	0.48	0.47
462	0.87	0	0	0	0.13	0	0.21	0.48	0.47
463	0.98	0	0	0	0.019	0	0.21	0.48	0.47
464	0.68	0	0	0	0.32	0	0.21	0.48	0.47
465	1	0	0	0	0.0022	0	0.21	0.48	0.47
