SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
39	0.31	0.0066	0.068	0.59	0.0058	0.0078	0	0	3.8e-06	0	0.013	0	0	0	0	0.00011	0	0.00072	0	3	0.12	0.21	0.17	0.36
40	4.4e-06	0	0.39	0.61	0	0	0	0	0	0	3e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
41	0.01	0	0.036	0.036	0.9	8.1e-05	0	0	0	0	0.014	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
42	0.14	0.0052	0.03	0.16	0.016	0.024	0	0	0.44	1.2e-06	0.11	0	0.001	0	0.0021	0.01	0	0.053	9.1e-05	8	0.098	0.4	0.32	0.64
43	0.076	0.00054	0.023	0.76	0.14	0.00042	0	0	0	0	0.0039	0	0	0	0	0	0	7.6e-06	0	3	0.12	0.21	0.17	0.36
44	0.031	0.0016	0.28	0.61	0.00019	2.3e-05	0	0	0	0	0.071	0	0	0	0	0.0071	0	0.00014	0	3	0.12	0.21	0.17	0.36
45	0.82	0	0.035	0.1	0.00026	0.038	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
46	0.87	0	0.0042	0.12	6e-05	0.0031	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
47	0.043	0	0.053	0.7	0.05	0.0011	0	0	0.036	0	0.0069	0	0.00065	0	0.00081	0	0	1.9e-05	0.11	3	0.12	0.21	0.17	0.36
48	0.0096	0.00077	0.5	0.49	0.00045	0	0	0	0	0	0.0027	0	0	0	0	0.00077	0	0	0	2	0.12	0.27	0.17	0.36
49	0.084	0	0.069	0.68	0.15	0.0016	0	0	0.00039	0	0.0084	0	2.9e-05	0	7.2e-06	0	0	0	0.0051	3	0.12	0.21	0.17	0.36
50	0.087	0	0.0073	0.7	0.21	5.5e-05	0	0	0	0	5.6e-06	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
51	0.036	0.00082	0.021	0.93	0.0065	0.00011	0	0	0	2.5e-06	0.0005	0	0	0	0	0.00026	0	1.1e-06	0	3	0.12	0.21	0.17	0.36
52	0.015	0.00076	0.006	0.97	0.004	2.1e-06	0	0	0	0.0004	0.0002	0	0	0	0	5.4e-05	0	0	0	3	0.12	0.21	0.17	0.36
53	0.015	2e-05	3.7e-06	0.02	0.01	0.95	0	0	0	0	0	0	0	0	0	0	0	6.1e-05	0	5	0.12	0.21	0.17	0.58
54	0.013	0	0.15	0.84	0.00074	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
55	0.022	0	0.00068	0.2	0.77	1.4e-06	0	0	0	0	1.9e-06	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
56	0.073	0	0.04	0.89	0.00072	3.7e-05	0	0	1.7e-06	0	0.00036	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
57	2.5e-05	3.8e-06	0.00031	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
58	0.45	0	0.021	0.43	0.055	0.016	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
59	0.043	7.1e-05	0.0044	0.38	0.57	2.1e-05	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
60	0.14	0.0096	0.0097	0.31	7.3e-05	0.0053	0	0	0	0	0.0028	0	0	0	0	0.52	0	0.00061	0	15	0.013	0.21	0.17	0.36
61	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0.12	0	0
62	0.0038	0.00033	0.75	0.24	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	2	0.12	0.27	0.17	0.36
63	0.084	0.013	0.00066	0.9	0	4.6e-06	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	3	0.12	0.21	0.17	0.36
64	0.058	0	0.005	0.94	0.00026	2.8e-06	0	0	0	0	3.9e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
65	0.0013	0	0.02	0.96	0.023	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
66	0.00067	9.8e-05	0.00014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
67	4e-05	0	0.0018	0.014	0.0047	0	0	0	0.12	0	0.0098	0	0.85	0	2e-05	0	0	0	0.0038	12	0.098	0.66	0.32	0.64
68	0.62	0.0042	0.028	0.11	0.046	0.17	0	0	7.9e-05	0	0.014	0	0	0	0	0	0	0.0059	0	0	0.12	0.21	0.17	0.45
69	0.06	0.0013	0.28	0.54	0.11	0.00048	0	0	6.4e-06	0	0.015	0	0	0	0	6.2e-06	0	9.8e-05	0	3	0.12	0.21	0.17	0.36
70	0.1	7e-06	0.02	0.51	0.36	0.001	0	0	0	0.004	0.0019	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
71	0.32	0	0.47	0.19	0.016	2.9e-06	0	0	0	0	9.3e-06	0	0	0	0	0	0	0	0	2	0.12	0.27	0.17	0.36
72	0	3.8e-06	1.2e-05	0.45	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	15	0.013	0.21	0.17	0.36
73	0.017	0.00052	0.016	0.97	2.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
74	0.067	0	0.00079	0.17	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
75	0.0077	0	0.011	0.49	0.49	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
76	0.00034	4e-05	0.11	0.89	0	0	0	0	0	0	4.4e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
77	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00026	0	0	0	9	0.12	0.023	0.17	0.36
78	0.62	0.083	0.014	0.14	1.6e-05	0.013	0	0	6.5e-06	0	0.066	0	0	0	0	0.0024	0	0.065	0	0	0.12	0.21	0.17	0.45
79	0.15	0.006	0.024	0.81	0.011	0.00077	0	0	0	4.6e-06	0.00035	0	0	0	0	5.2e-05	0	4.4e-06	0	3	0.12	0.21	0.17	0.36
80	0.065	0.0047	0.14	0.79	7.6e-05	4.7e-06	0	0	0	0	0.0093	0	0	0	0	0	0	4.9e-06	0	3	0.12	0.21	0.17	0.36
81	0.27	0.002	0.014	0.36	0.24	0.0083	0	0	0.013	0	0.085	0	0	0	0	0	0	0.002	0.0013	3	0.12	0.21	0.17	0.36
82	0.079	0.0007	0.0056	0.38	0.13	0.4	0	0	0	0	2.5e-06	0	0	0	0	0	0	4.6e-05	0	5	0.12	0.21	0.17	0.58
83	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0.11	0
84	0.47	0.034	0.096	0.3	0.0012	0.019	0	0	0.00019	0	0.028	0	0	0	0	0.042	0	0.012	0	0	0.12	0.21	0.17	0.45
85	0.34	0.0068	0.023	0.14	0.063	0.26	0	0	0.12	0	0.015	0	0.00044	0	0.00014	1.3e-05	0	0.023	0.0036	0	0.12	0.21	0.17	0.45
86	0.00056	5e-05	0.054	0.95	5.1e-05	0	0	0	0	0	2.3e-06	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
87	0.86	0	0.0013	0.13	0.00024	0.0051	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
88	0.4	0.0032	0.0049	0.41	0.16	0.016	0	0	3e-06	0	0.00038	0	0	0	0	0	0	1.6e-05	0	3	0.12	0.21	0.17	0.36
89	0.076	0.00088	0.026	0.72	0.16	0.0007	0	0	0	0.012	0.0062	0	0	0	0	8.1e-05	0	1.9e-05	0	3	0.12	0.21	0.17	0.36
90	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0.11	0
91	0.11	0.019	0.012	0.86	9.1e-06	3.5e-06	0	0	0	0	3.2e-05	0	0	0	0	0.00012	0	0	0	3	0.12	0.21	0.17	0.36
92	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0.12	0	0
93	0.075	0.032	0.025	0.87	0	0	0	0	0	0	8.5e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
94	0.0073	0.00027	0.21	0.78	0.0032	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
95	0.00062	0	1.3e-05	0.0028	1	0	0	0	0	0	7.3e-06	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
96	0.03	0.015	0.0036	0.029	0	5.1e-05	0	0	0	0	8.9e-06	0	0	0	0	0.92	0	0	0	15	0.013	0.21	0.17	0.36
97	0.034	2e-05	0.00021	0.27	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
98	0.32	0.01	0.046	0.31	0.024	0.093	0	0	0.079	0	0.06	0	2.4e-05	0	2.5e-06	0.00026	0	0.061	1.6e-06	0	0.12	0.21	0.17	0.45
99	0.92	0.012	0.014	0.054	0.00018	0.0056	0	0	0	0	3.7e-06	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
100	0.13	0.0035	0.06	0.57	0.12	0.017	0	0	0.063	0	0.024	0	0.00011	0	1.5e-05	0.0007	0	0.0057	7.4e-05	3	0.12	0.21	0.17	0.36
101	0.17	0.0026	0.0098	0.73	0.082	0.0099	0	0	0.0001	0	0.00069	0	0	0	0	0	0	0.00013	0	3	0.12	0.21	0.17	0.36
102	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5.5e-05	0	0	13	0	0	0.11	0
103	0.012	0	0.0071	0.7	4.2e-05	0.28	0	0	0	0	2.8e-06	0	0	0	0	0	0	0.00012	0	3	0.12	0.21	0.17	0.36
104	0.00071	8.3e-05	0.42	0.58	0	0	0	0	0	0	0.00029	0	0	0	0	1.1e-06	0	0	0	3	0.12	0.21	0.17	0.36
105	0.19	0.0027	0.15	0.47	0.056	0.0058	0	0	0.0014	0	0.12	0	1.1e-06	0	0	0.00012	0	0.0033	0	3	0.12	0.21	0.17	0.36
106	0.7	0	0.016	0.24	0.00022	0.045	0	0	2.2e-06	0	0.0023	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
107	0.062	0.0058	0.0011	0.93	2.4e-05	6.3e-06	0	0	0	0	5.2e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.013	0.21	0.17	0.36
109	0.26	0.011	0.047	0.65	0.0092	0.0054	0	0	0	0	0.0097	0	0	0	0	0.00018	0	0.0006	0	3	0.12	0.21	0.17	0.36
110	0.12	0.002	0.084	0.5	0.25	0.013	0	0	0.013	0	0.015	0	0.00014	0	4.1e-06	1.8e-06	0	0.002	2.9e-05	3	0.12	0.21	0.17	0.36
111	0.003	0.0061	0.0016	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
112	2e-05	1.2e-05	0.0048	0.89	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	3	0.12	0.21	0.17	0.36
113	0.053	0.0068	8.6e-05	0.94	0	0	0	0	0	0	3.6e-06	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
114	0.32	0.014	0.049	0.47	0.016	0.11	0	0	0.00065	0	0.0017	0	0	0	0	0.005	0	0.0022	0	3	0.12	0.21	0.17	0.36
115	0.6	0.04	0.06	0.26	0.00062	0.014	0	0	4.1e-06	0	0.017	0	0	0	0	0.00064	0	0.0056	0	0	0.12	0.21	0.17	0.45
116	0.2	0.0054	0.078	0.58	0.11	0.019	0	0	0.0018	0	0.0049	0	1.1e-05	0	0	0.00074	0	0.0007	2.1e-06	3	0.12	0.21	0.17	0.36
117	0.24	0	0.0047	0.74	0.00061	0.00039	0	0	0	0	0.01	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
118	0.003	4.9e-06	0.0023	0.018	0.98	2.9e-05	0	0	7.8e-05	0	0.0016	0	0	0	0	0	0	1.2e-06	8e-05	4	0.2	0.21	0.17	0.36
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.04	0.21	0.17	0
120	0.0054	1.3e-05	0.0035	0.21	0.77	0.011	0	0	1.6e-05	0	8.2e-05	0	0	0	0	0	0	0.00014	0	4	0.2	0.21	0.17	0.36
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.013	0.21	0.17	0.36
122	0.011	2.6e-06	0.00016	0.012	0.98	4.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
123	0.55	0.018	0.0093	0.41	0.00037	0.0024	0	0	0	0	0.0074	0	0	0	0	0	0	0.00025	0	0	0.12	0.21	0.17	0.45
124	0.013	4e-06	0.00021	0.013	0.97	8.5e-05	0	0	0	0	1.5e-05	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
125	0.084	0.00027	0.097	0.71	0.084	0.018	0	0	0.0026	0	0.007	0	1.2e-05	0	0	0	0	0.00093	0	3	0.12	0.21	0.17	0.36
126	0.035	0.0073	0.11	0.85	5e-06	0	0	0	0	0	5.7e-06	0	0	0	0	0.00024	0	0	0	3	0.12	0.21	0.17	0.36
127	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0.11	0
128	0.00042	0	0.26	0.74	0.00011	0	0	0	0.00019	0	0.00012	0	0.00016	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
129	0.026	0	0.0077	0.27	1.6e-05	4.1e-05	0	0	0.4	0	8.7e-05	0	0.29	0	0	0	0	0.00012	0	8	0.098	0.4	0.32	0.64
130	0.54	0	0.082	0.31	0.011	0.052	0	0	4.5e-05	0	0.0048	0	3.8e-05	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
131	0.028	0	0.015	0.63	0.33	5.1e-05	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
132	0.12	0	0.099	0.47	0.0069	0.0042	0	0	0.16	0	0.12	0	0.015	0	0.00069	0	0	0	0	3	0.12	0.21	0.17	0.36
133	0.037	0	0.0097	0.8	0.0018	3.3e-06	0	0	0	0	0.15	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
134	0.41	0	0.032	0.16	0.0037	0.3	0	0	0.0063	0	0.034	0	0.00083	0	0.052	0	0	0	0.0062	0	0.12	0.21	0.17	0.45
135	0.14	0	0.32	0.48	0.039	0.0002	0	0	0	0	0.01	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
136	0.0011	0	0.0011	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
137	0.11	0	0.091	0.69	0.095	0.0012	0	0	0.00014	0	0.013	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
138	0.11	0	0.085	0.8	0.0047	1.2e-05	0	0	0	0	3.6e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
139	0.13	0	0.46	0.41	0.0008	0.0001	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	2	0.12	0.27	0.17	0.36
140	0.18	0	0.11	0.58	0.0081	0.005	0	0	0.0036	0	0.11	0	0.0044	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
141	0.44	0	0.13	0.41	0.00051	0.0059	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
142	6.4e-05	0	0.00014	1	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
143	0.037	0	0.068	0.54	0.36	6.1e-06	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
144	1e-05	0	0.0014	0.0018	0	0	0	0	0.95	0	0.00014	0	0.048	0	0	0	0	0	0	8	0.098	0.4	0.32	0.64
145	0.088	0	0.23	0.66	0.00031	0.00017	0	0	0	0	0.01	0	0.0061	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
146	5.2e-05	0	0.00022	0.00059	0	0	0	0	0.8	0	4e-06	0	0.2	0	0	0	0	0	0	8	0.098	0.4	0.32	0.64
147	0	0	0	1.1e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0.12	0.023	0.17	0.36
148	0.031	0	0.0043	0.96	0.0068	0	0	0	0	0	3.4e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
149	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7.4e-06	0	0	13	0	0	0.11	0
150	0.17	0	0.23	0.57	8.5e-05	0.00065	0	0	0	0	0.018	0	0.005	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
151	0.17	0	0.077	0.44	0.25	0.0052	0	0	0	0	0.058	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
152	0.4	0	0.22	0.38	9.4e-05	0.0057	0	0	2.3e-05	0	0.00047	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
153	0.25	0	0.092	0.48	0.094	0.032	0	0	0.0029	0	0.043	0	0.0002	0	0.0002	0	0	5.5e-06	5.3e-05	3	0.12	0.21	0.17	0.36
154	0.73	0	0.024	0.24	0.00012	0.0032	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.013	0.21	0.17	0.36
156	0.15	0	0.11	0.72	0.0014	0.0012	0	0	0.0016	0	0.0052	0	0.0023	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0.12	0.023	0.17	0.36
158	0.01	0	0.028	0.66	0.3	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
159	0.11	0	0.019	0.85	0.017	8.5e-05	0	0	0	0	3.5e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
160	0.037	0	0.071	0.89	0.00068	1.1e-05	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
161	0.47	0	0.047	0.47	0.0017	0.0053	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0.12	0.21	0.17	0.45
162	0.022	0	0.13	0.63	0.2	8.3e-05	0	0	0.0019	0	0.011	0	2.1e-05	0	0	0	0	5.2e-05	0	3	0.12	0.21	0.17	0.36
163	0.38	0	0.025	0.49	0.046	0.03	0	0	9.1e-05	0	0.026	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
164	0.17	0	0.11	0.49	0.055	0.011	0	0	0.011	0	0.15	0	0.0003	0	0.00026	0	0	1.4e-06	9.6e-06	3	0.12	0.21	0.17	0.36
165	0.017	0	0.13	0.82	0.0016	4.9e-06	0	0	0.022	0	0.0023	0	3.8e-06	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
166	0.43	0	0.052	0.51	2.7e-05	0.00051	0	0	9e-05	0	0.0011	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
167	0.068	0	0.24	0.41	0.0044	0.00037	0	0	0.0016	0	0.28	0	0.00017	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
168	0.32	0	0.11	0.33	0.048	0.074	0	0	0.00041	0	0.11	0	4.5e-05	0	0.0015	0	0	0	0.0007	3	0.12	0.21	0.17	0.36
169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.04	0.21	0.17	0
170	0.0052	0	0.0057	0.98	0.0094	0	0	0	0	0	2.9e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
171	0.00077	0	2.4e-05	0.011	0.99	0	0	0	0	0	2.7e-06	0	0	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
172	0.0067	0	0.00048	0.99	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
173	0.41	0	0.0014	0.59	0	7.5e-05	0	0	1.9e-06	0	9.6e-05	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
174	0.022	0	0.016	0.93	0.00011	1.9e-06	0	0	0.033	0	0.0004	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.04	0.21	0.17	0
176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.04	0.21	0.17	0
177	0.0076	0	0.7	0.23	0.0089	2.9e-06	0	0	0	0	0.053	0	0	0	0	0	0	0	0	2	0.12	0.27	0.17	0.36
178	0.00018	0	6e-05	0.0037	0	0.00013	0	0	0.97	0	0.00029	0	0	0	0	0	0	0.029	0	8	0.098	0.4	0.32	0.64
179	0.14	0	0.015	0.83	6.9e-06	5.8e-05	0	0	0.0099	0	0.0023	0	0	0	0	0	0	0	0	3	0.12	0.21	0.17	0.36
