SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3
102	1	0	0.12	0.21	0.17	0.36
103	1	0	0.12	0.21	0.17	0.36
104	1	0	0.12	0.21	0.17	0.36
105	1	0	0.12	0.21	0.17	0.36
106	1	0	0.12	0.21	0.17	0.36
107	1	0	0.12	0.21	0.17	0.36
108	1	0	0.12	0.21	0.17	0.36
109	1	0	0.12	0.21	0.17	0.36
110	1	0	0.12	0.21	0.17	0.36
111	1	0	0.12	0.21	0.17	0.36
112	1	0	0.12	0.21	0.17	0.36
113	1	0	0.12	0.21	0.17	0.36
114	1	0	0.12	0.21	0.17	0.36
115	1	0	0.12	0.21	0.17	0.36
116	1	0	0.12	0.21	0.17	0.36
117	1	0	0.12	0.21	0.17	0.36
118	1	0	0.12	0.21	0.17	0.36
119	1	0	0.12	0.21	0.17	0.36
120	1	0	0.12	0.21	0.17	0.36
121	1	0	0.12	0.21	0.17	0.36
122	1	0	0.12	0.21	0.17	0.36
123	1	0	0.12	0.21	0.17	0.36
124	1	0	0.12	0.21	0.17	0.36
125	1	0	0.12	0.21	0.17	0.36
126	1	0	0.12	0.21	0.17	0.36
127	1	0	0.12	0.21	0.17	0.36
128	1	0	0.12	0.21	0.17	0.36
129	1	0	0.12	0.21	0.17	0.36
130	1	0	0.12	0.21	0.17	0.36
131	1	0	0.12	0.21	0.17	0.36
132	1	0	0.12	0.21	0.17	0.36
133	1	0	0.12	0.21	0.17	0.36
134	1	0	0.12	0.21	0.17	0.36
135	1	0	0.12	0.21	0.17	0.36
136	1	0	0.12	0.21	0.17	0.36
137	1	0	0.12	0.21	0.17	0.36
138	1	0	0.12	0.21	0.17	0.36
139	1	0	0.12	0.21	0.17	0.36
140	1	0	0.12	0.21	0.17	0.36
141	1	0	0.12	0.21	0.17	0.36
142	1	0	0.12	0.21	0.17	0.36
143	1	0	0.12	0.21	0.17	0.36
144	1	0	0.12	0.21	0.17	0.36
145	1	0	0.12	0.21	0.17	0.36
146	1	0	0.12	0.21	0.17	0.36
147	1	0	0.12	0.21	0.17	0.36
148	1	0	0.12	0.21	0.17	0.36
149	1	0	0.12	0.21	0.17	0.36
150	1	0	0.12	0.21	0.17	0.36
151	1	0	0.12	0.21	0.17	0.36
152	1	0	0.12	0.21	0.17	0.36
153	1	0	0.12	0.21	0.17	0.36
154	1	0	0.12	0.21	0.17	0.36
155	1	0	0.12	0.21	0.17	0.36
156	1	0	0.12	0.21	0.17	0.36
157	1	0	0.12	0.21	0.17	0.36
158	1	0	0.12	0.21	0.17	0.36
159	1	0	0.12	0.21	0.17	0.36
160	1	0	0.12	0.21	0.17	0.36
161	1	0	0.12	0.21	0.17	0.36
162	1	0	0.12	0.21	0.17	0.36
163	1	0	0.12	0.21	0.17	0.36
164	1	0	0.12	0.21	0.17	0.36
165	1	0	0.12	0.21	0.17	0.36
166	1	0	0.12	0.21	0.17	0.36
167	1	0	0.12	0.21	0.17	0.36
168	1	0	0.12	0.21	0.17	0.36
169	1	0	0.12	0.21	0.17	0.36
170	1	0	0.12	0.21	0.17	0.36
171	1	0	0.12	0.21	0.17	0.36
172	1	0	0.12	0.21	0.17	0.36
173	1	0	0.12	0.21	0.17	0.36
174	1	0	0.12	0.21	0.17	0.36
175	1	0	0.12	0.21	0.17	0.36
176	1	0	0.12	0.21	0.17	0.36
177	1	0	0.12	0.21	0.17	0.36
178	1	0	0.12	0.21	0.17	0.36
179	1	0	0.12	0.21	0.17	0.36
180	1	0	0.12	0.21	0.17	0.36
181	1	0	0.12	0.21	0.17	0.36
182	1	0	0.12	0.21	0.17	0.36
183	1	0	0.12	0.21	0.17	0.36
184	1	0	0.12	0.21	0.17	0.36
185	1	0	0.12	0.21	0.17	0.36
186	1	0	0.12	0.21	0.17	0.36
187	1	0	0.12	0.21	0.17	0.36
188	1	0	0.12	0.21	0.17	0.36
189	1	0	0.12	0.21	0.17	0.36
190	1	0	0.12	0.21	0.17	0.36
191	1	0	0.12	0.21	0.17	0.36
192	1	0	0.12	0.21	0.17	0.36
193	1	0	0.12	0.21	0.17	0.36
194	1	0	0.12	0.21	0.17	0.36
195	1	0	0.12	0.21	0.17	0.36
196	1	0	0.12	0.21	0.17	0.36
197	1	0	0.12	0.21	0.17	0.36
198	1	0	0.12	0.21	0.17	0.36
199	1	0	0.12	0.21	0.17	0.36
200	1	0	0.12	0.21	0.17	0.36
201	1	0	0.12	0.21	0.17	0.36
202	1	0	0.12	0.21	0.17	0.36
203	1	0	0.12	0.21	0.17	0.36
204	1	0	0.12	0.21	0.17	0.36
205	1	0	0.12	0.21	0.17	0.36
206	1	0	0.12	0.21	0.17	0.36
207	1	0	0.12	0.21	0.17	0.36
208	1	0	0.12	0.21	0.17	0.36
209	1	0	0.12	0.21	0.17	0.36
210	1	0	0.12	0.21	0.17	0.36
211	1	0	0.12	0.21	0.17	0.36
212	1	0	0.12	0.21	0.17	0.36
213	1	0	0.12	0.21	0.17	0.36
214	1	0	0.12	0.21	0.17	0.36
215	1	0	0.12	0.21	0.17	0.36
216	1	0	0.12	0.21	0.17	0.36
217	1	0	0.12	0.21	0.17	0.36
218	1	0	0.12	0.21	0.17	0.36
219	1	0	0.12	0.21	0.17	0.36
220	1	0	0.12	0.21	0.17	0.36
221	1	0	0.12	0.21	0.17	0.36
222	1	0	0.12	0.21	0.17	0.36
223	1	0	0.12	0.21	0.17	0.36
224	1	0	0.12	0.21	0.17	0.36
225	1	0	0.12	0.21	0.17	0.36
226	1	0	0.12	0.21	0.17	0.36
227	1	0	0.12	0.21	0.17	0.36
228	1	0	0.12	0.21	0.17	0.36
229	1	0	0.12	0.21	0.17	0.36
230	1	0	0.12	0.21	0.17	0.36
231	1	0	0.12	0.21	0.17	0.36
232	1	0	0.12	0.21	0.17	0.36
233	1	0	0.12	0.21	0.17	0.36
234	1	0	0.12	0.21	0.17	0.36
235	1	0	0.12	0.21	0.17	0.36
236	1	0	0.12	0.21	0.17	0.36
237	1	0	0.12	0.21	0.17	0.36
238	1	0	0.12	0.21	0.17	0.36
239	1	0	0.12	0.21	0.17	0.36
240	1	0	0.12	0.21	0.17	0.36
241	1	0	0.12	0.21	0.17	0.36
242	1	0	0.12	0.21	0.17	0.36
243	1	0	0.12	0.21	0.17	0.36
244	1	0	0.12	0.21	0.17	0.36
245	1	0	0.12	0.21	0.17	0.36
246	1	0	0.12	0.21	0.17	0.36
247	1	0	0.12	0.21	0.17	0.36
248	1	0	0.12	0.21	0.17	0.36
249	1	0	0.12	0.21	0.17	0.36
250	1	0	0.12	0.21	0.17	0.36
251	1	0	0.12	0.21	0.17	0.36
252	1	0	0.12	0.21	0.17	0.36
253	1	0	0.12	0.21	0.17	0.36
254	1	0	0.12	0.21	0.17	0.36
255	1	0	0.12	0.21	0.17	0.36
256	1	0	0.12	0.21	0.17	0.36
257	1	0	0.12	0.21	0.17	0.36
258	1	0	0.12	0.21	0.17	0.36
259	1	0	0.12	0.21	0.17	0.36
260	1	0	0.12	0.21	0.17	0.36
261	1	0	0.12	0.21	0.17	0.36
262	1	0	0.12	0.21	0.17	0.36
263	1	0	0.12	0.21	0.17	0.36
264	1	0	0.12	0.21	0.17	0.36
265	1	0	0.12	0.21	0.17	0.36
266	1	0	0.12	0.21	0.17	0.36
267	1	0	0.12	0.21	0.17	0.36
268	1	0	0.12	0.21	0.17	0.36
269	1	0	0.12	0.21	0.17	0.36
270	1	0	0.12	0.21	0.17	0.36
271	1	0	0.12	0.21	0.17	0.36
272	1	0	0.12	0.21	0.17	0.36
273	1	0	0.12	0.21	0.17	0.36
274	1	0	0.12	0.21	0.17	0.36
275	1	0	0.12	0.21	0.17	0.36
276	1	0	0.12	0.21	0.17	0.36
277	1	0	0.12	0.21	0.17	0.36
278	1	0	0.12	0.21	0.17	0.36
279	1	0	0.12	0.21	0.17	0.36
280	1	0	0.12	0.21	0.17	0.36
281	1	0	0.12	0.21	0.17	0.36
282	1	0	0.12	0.21	0.17	0.36
283	1	0	0.12	0.21	0.17	0.36
284	1	0	0.12	0.21	0.17	0.36
285	1	0	0.12	0.21	0.17	0.36
286	1	0	0.12	0.21	0.17	0.36
287	1	0	0.12	0.21	0.17	0.36
288	1	0	0.12	0.21	0.17	0.36
289	1	0	0.12	0.21	0.17	0.36
290	1	0	0.12	0.21	0.17	0.36
291	1	0	0.12	0.21	0.17	0.36
292	1	0	0.12	0.21	0.17	0.36
293	1	0	0.12	0.21	0.17	0.36
294	1	0	0.12	0.21	0.17	0.36
295	1	0	0.12	0.21	0.17	0.36
296	1	0	0.12	0.21	0.17	0.36
297	1	0	0.12	0.21	0.17	0.36
298	1	0	0.12	0.21	0.17	0.36
299	1	0	0.12	0.21	0.17	0.36
300	1	0	0.12	0.21	0.17	0.36
301	1	0	0.12	0.21	0.17	0.36
302	1	0	0.12	0.21	0.17	0.36
303	1	0	0.12	0.21	0.17	0.36
304	1	0	0.12	0.21	0.17	0.36
305	1	0	0.12	0.21	0.17	0.36
306	1	0	0.12	0.21	0.17	0.36
307	1	0	0.12	0.21	0.17	0.36
308	1	0	0.12	0.21	0.17	0.36
309	1	0	0.12	0.21	0.17	0.36
310	1	0	0.12	0.21	0.17	0.36
311	1	0	0.12	0.21	0.17	0.36
312	1	0	0.12	0.21	0.17	0.36
313	1	0	0.12	0.21	0.17	0.36
314	1	0	0.12	0.21	0.17	0.36
315	1	0	0.12	0.21	0.17	0.36
316	1	0	0.12	0.21	0.17	0.36
317	1	0	0.12	0.21	0.17	0.36
318	1	0	0.12	0.21	0.17	0.36
319	1	0	0.12	0.21	0.17	0.36
320	1	0	0.12	0.21	0.17	0.36
321	1	0	0.12	0.21	0.17	0.36
322	1	0	0.12	0.21	0.17	0.36
323	1	0	0.12	0.21	0.17	0.36
324	1	0	0.12	0.21	0.17	0.36
325	1	0	0.12	0.21	0.17	0.36
326	1	0	0.12	0.21	0.17	0.36
327	1	0	0.12	0.21	0.17	0.36
328	1	0	0.12	0.21	0.17	0.36
329	1	0	0.12	0.21	0.17	0.36
330	1	0	0.12	0.21	0.17	0.36
331	1	0	0.12	0.21	0.17	0.36
332	1	0	0.12	0.21	0.17	0.36
333	1	0	0.12	0.21	0.17	0.36
334	1	0	0.12	0.21	0.17	0.36
335	1	0	0.12	0.21	0.17	0.36
336	1	0	0.12	0.21	0.17	0.36
337	1	0	0.12	0.21	0.17	0.36
338	1	0	0.12	0.21	0.17	0.36
339	1	0	0.12	0.21	0.17	0.36
340	1	0	0.12	0.21	0.17	0.36
341	1	0	0.12	0.21	0.17	0.36
342	1	0	0.12	0.21	0.17	0.36
343	1	0	0.12	0.21	0.17	0.36
344	1	0	0.12	0.21	0.17	0.36
345	1	0	0.12	0.21	0.17	0.36
346	1	0	0.12	0.21	0.17	0.36
347	1	0	0.12	0.21	0.17	0.36
348	1	0	0.12	0.21	0.17	0.36
349	1	0	0.12	0.21	0.17	0.36
350	1	0	0.12	0.21	0.17	0.36
351	1	0	0.12	0.21	0.17	0.36
352	1	0	0.12	0.21	0.17	0.36
353	1	0	0.12	0.21	0.17	0.36
354	1	0	0.12	0.21	0.17	0.36
355	1	0	0.12	0.21	0.17	0.36
356	1	0	0.12	0.21	0.17	0.36
357	1	0	0.12	0.21	0.17	0.36
358	1	0	0.12	0.21	0.17	0.36
359	1	0	0.12	0.21	0.17	0.36
360	1	0	0.12	0.21	0.17	0.36
361	1	0	0.12	0.21	0.17	0.36
362	1	0	0.12	0.21	0.17	0.36
363	1	0	0.12	0.21	0.17	0.36
364	1	0	0.12	0.21	0.17	0.36
365	1	0	0.12	0.21	0.17	0.36
366	1	0	0.12	0.21	0.17	0.36
367	1	0	0.12	0.21	0.17	0.36
368	1	0	0.12	0.21	0.17	0.36
369	1	0	0.12	0.21	0.17	0.36
370	1	0	0.12	0.21	0.17	0.36
371	1	0	0.12	0.21	0.17	0.36
372	1	0	0.12	0.21	0.17	0.36
373	1	0	0.12	0.21	0.17	0.36
374	1	0	0.12	0.21	0.17	0.36
375	1	0	0.12	0.21	0.17	0.36
376	1	0	0.12	0.21	0.17	0.36
377	1	0	0.12	0.21	0.17	0.36
378	1	0	0.12	0.21	0.17	0.36
379	1	0	0.12	0.21	0.17	0.36
380	1	0	0.12	0.21	0.17	0.36
381	1	0	0.12	0.21	0.17	0.36
382	1	0	0.12	0.21	0.17	0.36
383	1	0	0.12	0.21	0.17	0.36
384	1	0	0.12	0.21	0.17	0.36
385	1	0	0.12	0.21	0.17	0.36
386	1	0	0.12	0.21	0.17	0.36
387	1	0	0.12	0.21	0.17	0.36
388	1	0	0.12	0.21	0.17	0.36
389	1	0	0.12	0.21	0.17	0.36
390	1	0	0.12	0.21	0.17	0.36
391	1	0	0.12	0.21	0.17	0.36
392	1	0	0.12	0.21	0.17	0.36
393	1	0	0.12	0.21	0.17	0.36
394	1	0	0.12	0.21	0.17	0.36
395	1	0	0.12	0.21	0.17	0.36
396	1	0	0.12	0.21	0.17	0.36
397	1	0	0.12	0.21	0.17	0.36
398	1	0	0.12	0.21	0.17	0.36
399	1	0	0.12	0.21	0.17	0.36
400	1	0	0.12	0.21	0.17	0.36
401	1	0	0.12	0.21	0.17	0.36
402	1	0	0.12	0.21	0.17	0.36
403	1	0	0.12	0.21	0.17	0.36
404	1	0	0.12	0.21	0.17	0.36
405	1	0	0.12	0.21	0.17	0.36
406	1	0	0.12	0.21	0.17	0.36
407	1	0	0.12	0.21	0.17	0.36
408	1	0	0.12	0.21	0.17	0.36
409	1	0	0.12	0.21	0.17	0.36
410	1	0	0.12	0.21	0.17	0.36
411	1	0	0.12	0.21	0.17	0.36
412	1	0	0.12	0.21	0.17	0.36
413	1	0	0.12	0.21	0.17	0.36
414	1	0	0.12	0.21	0.17	0.36
415	1	0	0.12	0.21	0.17	0.36
416	1	0	0.12	0.21	0.17	0.36
417	1	0	0.12	0.21	0.17	0.36
418	1	0	0.12	0.21	0.17	0.36
419	1	0	0.12	0.21	0.17	0.36
420	1	0	0.12	0.21	0.17	0.36
421	1	0	0.12	0.21	0.17	0.36
422	1	0	0.12	0.21	0.17	0.36
423	1	0	0.12	0.21	0.17	0.36
424	1	0	0.12	0.21	0.17	0.36
425	1	0	0.12	0.21	0.17	0.36
426	1	0	0.12	0.21	0.17	0.36
427	1	0	0.12	0.21	0.17	0.36
428	1	0	0.12	0.21	0.17	0.36
429	1	0	0.12	0.21	0.17	0.36
430	1	0	0.12	0.21	0.17	0.36
431	1	0	0.12	0.21	0.17	0.36
432	1	0	0.12	0.21	0.17	0.36
433	1	0	0.12	0.21	0.17	0.36
434	1	0	0.12	0.21	0.17	0.36
435	1	0	0.12	0.21	0.17	0.36
436	1	0	0.12	0.21	0.17	0.36
437	1	0	0.12	0.21	0.17	0.36
438	1	0	0.12	0.21	0.17	0.36
439	1	0	0.12	0.21	0.17	0.36
440	1	0	0.12	0.21	0.17	0.36
441	1	0	0.12	0.21	0.17	0.36
442	1	0	0.12	0.21	0.17	0.36
443	1	0	0.12	0.21	0.17	0.36
444	1	0	0.12	0.21	0.17	0.36
445	1	0	0.12	0.21	0.17	0.36
446	1	0	0.12	0.21	0.17	0.36
447	1	0	0.12	0.21	0.17	0.36
448	1	0	0.12	0.21	0.17	0.36
449	1	0	0.12	0.21	0.17	0.36
450	1	0	0.12	0.21	0.17	0.36
451	1	0	0.12	0.21	0.17	0.36
452	1	0	0.12	0.21	0.17	0.36
453	1	0	0.12	0.21	0.17	0.36
454	1	0	0.12	0.21	0.17	0.36
455	1	0	0.12	0.21	0.17	0.36
456	1	0	0.12	0.21	0.17	0.36
457	1	0	0.12	0.21	0.17	0.36
458	1	0	0.12	0.21	0.17	0.36
459	1	0	0.12	0.21	0.17	0.36
460	1	0	0.12	0.21	0.17	0.36
461	1	0	0.12	0.21	0.17	0.36
462	1	0	0.12	0.21	0.17	0.36
463	1	0	0.12	0.21	0.17	0.36
464	1	0	0.12	0.21	0.17	0.36
465	1	0	0.12	0.21	0.17	0.36
466	1	0	0.12	0.21	0.17	0.36
467	1	0	0.12	0.21	0.17	0.36
468	1	0	0.12	0.21	0.17	0.36
469	1	0	0.12	0.21	0.17	0.36
470	1	0	0.12	0.21	0.17	0.36
471	1	0	0.12	0.21	0.17	0.36
472	1	0	0.12	0.21	0.17	0.36
473	1	0	0.12	0.21	0.17	0.36
474	1	0	0.12	0.21	0.17	0.36
475	1	0	0.12	0.21	0.17	0.36
476	1	0	0.12	0.21	0.17	0.36
477	1	0	0.12	0.21	0.17	0.36
478	1	0	0.12	0.21	0.17	0.36
479	1	0	0.12	0.21	0.17	0.36
480	1	0	0.12	0.21	0.17	0.36
481	1	0	0.12	0.21	0.17	0.36
482	1	0	0.12	0.21	0.17	0.36
483	1	0	0.12	0.21	0.17	0.36
484	1	0	0.12	0.21	0.17	0.36
485	1	0	0.12	0.21	0.17	0.36
486	1	0	0.12	0.21	0.17	0.36
487	1	0	0.12	0.21	0.17	0.36
488	1	0	0.12	0.21	0.17	0.36
489	1	0	0.12	0.21	0.17	0.36
490	1	0	0.12	0.21	0.17	0.36
491	1	0	0.12	0.21	0.17	0.36
492	1	0	0.12	0.21	0.17	0.36
493	1	0	0.12	0.21	0.17	0.36
494	1	0	0.12	0.21	0.17	0.36
495	1	0	0.12	0.21	0.17	0.36
496	1	0	0.12	0.21	0.17	0.36
497	1	0	0.12	0.21	0.17	0.36
498	1	0	0.12	0.21	0.17	0.36
499	1	0	0.12	0.21	0.17	0.36
500	1	0	0.12	0.21	0.17	0.36
501	1	0	0.12	0.21	0.17	0.36
502	1	0	0.12	0.21	0.17	0.36
503	1	0	0.12	0.21	0.17	0.36
504	1	0	0.12	0.21	0.17	0.36
505	1	0	0.12	0.21	0.17	0.36
506	1	0	0.12	0.21	0.17	0.36
507	1	0	0.12	0.21	0.17	0.36
508	1	0	0.12	0.21	0.17	0.36
509	1	0	0.12	0.21	0.17	0.36
510	1	0	0.12	0.21	0.17	0.36
511	1	0	0.12	0.21	0.17	0.36
512	1	0	0.12	0.21	0.17	0.36
513	1	0	0.12	0.21	0.17	0.36
514	1	0	0.12	0.21	0.17	0.36
515	1	0	0.12	0.21	0.17	0.36
516	1	0	0.12	0.21	0.17	0.36
517	1	0	0.12	0.21	0.17	0.36
518	1	0	0.12	0.21	0.17	0.36
519	1	0	0.12	0.21	0.17	0.36
520	1	0	0.12	0.21	0.17	0.36
521	1	0	0.12	0.21	0.17	0.36
522	1	0	0.12	0.21	0.17	0.36
523	1	0	0.12	0.21	0.17	0.36
524	1	0	0.12	0.21	0.17	0.36
525	1	0	0.12	0.21	0.17	0.36
526	1	0	0.12	0.21	0.17	0.36
527	1	0	0.12	0.21	0.17	0.36
528	1	0	0.12	0.21	0.17	0.36
529	1	0	0.12	0.21	0.17	0.36
530	1	0	0.12	0.21	0.17	0.36
531	1	0	0.12	0.21	0.17	0.36
532	1	0	0.12	0.21	0.17	0.36
533	1	0	0.12	0.21	0.17	0.36
534	1	0	0.12	0.21	0.17	0.36
535	1	0	0.12	0.21	0.17	0.36
536	1	0	0.12	0.21	0.17	0.36
537	1	0	0.12	0.21	0.17	0.36
538	1	0	0.12	0.21	0.17	0.36
539	1	0	0.12	0.21	0.17	0.36
540	1	0	0.12	0.21	0.17	0.36
541	1	0	0.12	0.21	0.17	0.36
542	1	0	0.12	0.21	0.17	0.36
543	1	0	0.12	0.21	0.17	0.36
544	1	0	0.12	0.21	0.17	0.36
545	1	0	0.12	0.21	0.17	0.36
546	1	0	0.12	0.21	0.17	0.36
547	1	0	0.12	0.21	0.17	0.36
548	1	0	0.12	0.21	0.17	0.36
549	1	0	0.12	0.21	0.17	0.36
550	1	0	0.12	0.21	0.17	0.36
551	1	0	0.12	0.21	0.17	0.36
552	1	0	0.12	0.21	0.17	0.36
553	1	0	0.12	0.21	0.17	0.36
554	1	0	0.12	0.21	0.17	0.36
555	1	0	0.12	0.21	0.17	0.36
556	1	0	0.12	0.21	0.17	0.36
557	1	0	0.12	0.21	0.17	0.36
558	1	0	0.12	0.21	0.17	0.36
559	1	0	0.12	0.21	0.17	0.36
560	1	0	0.12	0.21	0.17	0.36
561	1	0	0.12	0.21	0.17	0.36
562	1	0	0.12	0.21	0.17	0.36
563	1	0	0.12	0.21	0.17	0.36
564	1	0	0.12	0.21	0.17	0.36
565	1	0	0.12	0.21	0.17	0.36
566	1	0	0.12	0.21	0.17	0.36
567	1	0	0.12	0.21	0.17	0.36
568	1	0	0.12	0.21	0.17	0.36
569	1	0	0.12	0.21	0.17	0.36
570	1	0	0.12	0.21	0.17	0.36
571	1	0	0.12	0.21	0.17	0.36
572	1	0	0.12	0.21	0.17	0.36
573	1	0	0.12	0.21	0.17	0.36
574	1	0	0.12	0.21	0.17	0.36
575	1	0	0.12	0.21	0.17	0.36
576	1	0	0.12	0.21	0.17	0.36
577	1	0	0.12	0.21	0.17	0.36
578	1	0	0.12	0.21	0.17	0.36
579	1	0	0.12	0.21	0.17	0.36
580	1	0	0.12	0.21	0.17	0.36
581	1	0	0.12	0.21	0.17	0.36
582	1	0	0.12	0.21	0.17	0.36
583	1	0	0.12	0.21	0.17	0.36
584	1	0	0.12	0.21	0.17	0.36
585	1	0	0.12	0.21	0.17	0.36
586	1	0	0.12	0.21	0.17	0.36
587	1	0	0.12	0.21	0.17	0.36
588	1	0	0.12	0.21	0.17	0.36
589	1	0	0.12	0.21	0.17	0.36
590	1	0	0.12	0.21	0.17	0.36
591	1	0	0.12	0.21	0.17	0.36
592	1	0	0.12	0.21	0.17	0.36
593	1	0	0.12	0.21	0.17	0.36
594	1	0	0.12	0.21	0.17	0.36
595	1	0	0.12	0.21	0.17	0.36
596	1	0	0.12	0.21	0.17	0.36
597	1	0	0.12	0.21	0.17	0.36
598	1	0	0.12	0.21	0.17	0.36
599	1	0	0.12	0.21	0.17	0.36
600	1	0	0.12	0.21	0.17	0.36
601	1	0	0.12	0.21	0.17	0.36
602	1	0	0.12	0.21	0.17	0.36
603	1	0	0.12	0.21	0.17	0.36
604	1	0	0.12	0.21	0.17	0.36
605	1	0	0.12	0.21	0.17	0.36
606	1	0	0.12	0.21	0.17	0.36
607	1	0	0.12	0.21	0.17	0.36
608	1	0	0.12	0.21	0.17	0.36
609	1	0	0.12	0.21	0.17	0.36
610	1	0	0.12	0.21	0.17	0.36
611	1	0	0.12	0.21	0.17	0.36
612	1	0	0.12	0.21	0.17	0.36
613	1	0	0.12	0.21	0.17	0.36
614	1	0	0.12	0.21	0.17	0.36
615	1	0	0.12	0.21	0.17	0.36
616	1	0	0.12	0.21	0.17	0.36
617	1	0	0.12	0.21	0.17	0.36
618	1	0	0.12	0.21	0.17	0.36
619	1	0	0.12	0.21	0.17	0.36
620	1	0	0.12	0.21	0.17	0.36
621	1	0	0.12	0.21	0.17	0.36
622	1	0	0.12	0.21	0.17	0.36
623	1	0	0.12	0.21	0.17	0.36
624	1	0	0.12	0.21	0.17	0.36
625	1	0	0.12	0.21	0.17	0.36
626	1	0	0.12	0.21	0.17	0.36
627	1	0	0.12	0.21	0.17	0.36
628	1	0	0.12	0.21	0.17	0.36
629	1	0	0.12	0.21	0.17	0.36
630	1	0	0.12	0.21	0.17	0.36
631	1	0	0.12	0.21	0.17	0.36
632	1	0	0.12	0.21	0.17	0.36
