SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
44	0	0	0.97	0.015	0.00018	0	0.00011	2.4e-06	0	0.013	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
45	0	0	0.12	0	0.00018	0	0.00052	0	0.00045	0.88	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
46	0	0	0.18	0	5.3e-05	0	0	0	0	0.82	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
47	0.28	0	0.65	0	0.028	0	0.0006	0.00015	0.026	0.014	0.0035	0	0.00073	0	0	8.2e-05	2	0.12	0.21	0.17	0.36
48	0	0	0.98	0.014	0.00054	0	0.00019	0	0	0.0033	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
49	0.0053	0	0.83	0	0.11	0	0.0053	0	0.0008	0.046	4.1e-05	0	0.00095	0	0	2.9e-05	2	0.12	0.21	0.17	0.36
50	0	0	0.83	0	0.15	0	3.4e-05	0	0	0.029	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
51	0	0.00044	0.98	0.0047	0.0041	0	9.7e-06	0	0	0.012	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
52	0	0.03	0.96	0.007	0.0024	0	0	0	0	0.0024	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
53	0	0	0.0089	0	0.0027	0	0.002	0	0.93	0.059	0	0	0	0	0	0	8	0.12	0.34	0.17	0.64
54	0	0	1	0	0.00053	0	2e-06	0	0	0.0014	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
55	0	0	0.3	0	0.69	0	1.1e-05	0	0	0.0064	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
56	1.5e-05	0	0.95	0	0.00046	0	1.7e-06	0	0.031	0.019	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
57	0	1.6e-05	1	0.00032	0	0	0	0	0	0	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
58	1.9e-06	0	0.56	0	0.042	0	0.0011	0	2.2e-05	0.39	0	0	0.0001	0	0	2.1e-06	2	0.12	0.21	0.17	0.36
59	1.2e-05	0	0.51	0.00051	0.46	0	0.00012	0	0.0072	0.015	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
60	0	0.0012	0.73	0.058	0.0001	0	2.4e-06	7.4e-05	1.4e-05	0.21	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.12	0	0.08
62	0	0	0.98	0.014	2.2e-06	0	4.3e-06	0	0	0.0017	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
63	0	4.9e-05	0.9	0.082	0	0	0	0	0	0.015	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
64	0	0	0.99	0	0.00017	0	0	0	0	0.011	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
65	0	0	0.99	0	0.014	0	0	0	0	6.8e-05	0	0	5.6e-05	0	0	1e-06	2	0.12	0.21	0.17	0.36
66	0	0	1	0.0036	0	0	0	0	0	1.9e-05	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
67	0.98	0	0.012	0	0.0026	0	1.4e-05	0	2.6e-05	4.1e-06	0.0012	0	3.3e-06	0	0	1.5e-06	0	0.12	0.4	0.32	0.64
68	0.00034	0	0.12	0.0061	0.03	0	0.072	0.00012	0.019	0.75	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
69	1.2e-05	0	0.79	0.0083	0.096	0	0.069	7.1e-06	5.3e-05	0.035	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
70	0	1.7e-05	0.66	3.4e-05	0.28	0	0.0028	0	1.6e-06	0.057	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
71	0	0	0.68	0	0.035	0	0.065	0	0	0.22	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
72	0	3.2e-06	1	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
73	0	0	0.99	0.0078	1.6e-05	0	0	0	0	0.0012	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
74	0	0	0.26	3.2e-06	0.72	0	1.4e-05	0	0	0.017	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
75	0	0	0.63	0	0.37	0	3.9e-05	0	0	0.0011	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
76	0	0	1	0.0024	0	0	0	0	0	6.9e-06	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
77	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00067	0	13	0	0.12	0	0.08
78	0	1.4e-05	0.19	0.2	1.3e-05	0	3.7e-06	0.0018	1.2e-05	0.61	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
79	0	0.00026	0.9	0.027	0.0071	0	3e-05	0	0	0.065	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
80	0	0	0.95	0.039	5.5e-05	0	0	0	0	0.014	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
81	0.067	0	0.49	0.0069	0.2	0	0.0032	0.00061	0.0021	0.23	8.7e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
82	0	0	0.54	0.0019	0.11	0	0.0026	0	0.13	0.22	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0.11	0
84	0.0001	2.5e-06	0.43	0.1	0.001	0	0.0016	0.00067	0.00076	0.47	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
85	0.18	0	0.15	0.011	0.041	0	0.045	0.016	0.11	0.44	0.004	0	7.9e-05	0	0	4.8e-06	9	0.12	0.21	0.17	0.48
86	0	0	1	0.0017	3.2e-05	0	0	0	0	2.5e-05	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
87	0	0	0.19	0	0.0002	0	0	0	0	0.81	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
88	1.3e-05	0	0.52	0.0094	0.12	0	0.00022	0	0.0079	0.34	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
89	0	0.0096	0.84	0.0043	0.11	0	0.00098	1.6e-05	0	0.036	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
90	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0.11	0
91	0	0	0.85	0.13	5.4e-06	0	0	0	0	0.018	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
92	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.12	0	0.08
93	0	0	0.73	0.27	0	0	0	0	0	0.0055	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
94	0	0	0.99	0.0039	0.0024	0	3.8e-05	0	0	0.0012	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
95	0	0	0.0047	0	1	0	2.8e-05	0	2.7e-06	0.00021	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
96	0	0	0.33	0.53	0	0	0	0	0	0.14	0	0	0	0	0	0	3	0.098	0.21	0.17	0.42
97	0	0	0.39	0.00019	0.6	0	0	0	0.0053	0.0075	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
98	0.088	3.5e-05	0.4	0.024	0.018	0	0.015	0.028	0.018	0.41	0.0012	0	0	0	0	0	9	0.12	0.21	0.17	0.48
99	0	0	0.076	0.024	0.00015	0	7.4e-05	0	0	0.9	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
100	0.078	0	0.7	0.014	0.086	0	0.0081	0.0043	0.014	0.096	0.0018	0	0	0	0	0	2	0.12	0.21	0.17	0.36
101	0.00021	0	0.82	0.011	0.055	0	5.4e-05	9.1e-06	0.036	0.076	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
102	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.9e-06	0	5	0	0	0.11	0
103	0	0	0.039	0	1.4e-06	0	0	0	0.96	0.00015	0	0	0	0	0	0	8	0.12	0.34	0.17	0.64
104	0	0	1	0.0045	0	0	0	0	0	4.2e-05	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
105	0.0042	8.5e-05	0.72	0.012	0.051	0	0.044	0.0013	0.00057	0.16	3.9e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
106	1.2e-05	0	0.29	0	0.00016	0	1.6e-05	0	0.0015	0.71	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
107	0	0.0016	0.95	0.041	1.5e-05	0	0	0	0	0.012	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
108	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.12	0	0.08
109	0	0.00016	0.78	0.041	0.0066	0	0.00023	3.7e-05	1.1e-05	0.17	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
110	0.026	0	0.61	0.0074	0.19	0	0.068	0.00078	0.011	0.091	0.00032	0	0	0	0	0	2	0.12	0.21	0.17	0.36
111	0	0	0.82	0.18	0	0	0	0	0	5.6e-05	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
112	0	0	1	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
113	0	0.00021	0.93	0.065	0	0	0	0	0	0.0057	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
114	0.00051	4.3e-06	0.57	0.032	0.012	0	0.0036	0.00018	0.02	0.36	4e-06	0	0	0	0	0	2	0.12	0.21	0.17	0.36
115	2.2e-06	1.3e-06	0.35	0.11	0.0005	0	0.00049	7.6e-05	0.00011	0.54	0	0	0	0	0	0	9	0.12	0.21	0.17	0.48
116	0.0022	0	0.71	0.019	0.083	0	0.016	0.00012	0.0095	0.16	2.1e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
117	2e-05	0	0.89	0	0.00044	0	0	0	5.8e-05	0.1	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
118	0.0021	0	0.027	2.9e-05	0.9	0	0.064	0	0.00016	0.002	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.047	0.038	0.04
120	0.00026	0	0.29	0.00012	0.65	0	0.0059	3.1e-06	0.055	0.0056	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
121	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.12	0	0.08
122	0	0	0.02	1.2e-05	0.97	0	0.0014	0	2.5e-05	0.0084	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
123	0	4.3e-06	0.57	0.066	0.00031	0	0	0	0	0.37	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
124	0	0	0.021	1.8e-05	0.97	0	0.0016	0	1.5e-05	0.011	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
125	0.0096	0	0.8	0.0004	0.057	0	0.044	0.00016	0.019	0.066	2.4e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
126	0	0	0.92	0.07	3.2e-06	0	0	0	0	0.0052	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0.11	0
128	0.013	0	0.99	0	8.4e-05	0	0	0	0	2.2e-05	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
129	0.61	0	0.24	0	8.5e-06	0	0	0.0027	0	0.0061	0.0048	0	0.13	0	0	0.0018	0	0.12	0.4	0.32	0.64
130	0.00026	0	0.4	0	0.0085	0	0.012	0	0.0056	0.58	1.2e-06	0	0.00028	0	0	0	9	0.12	0.21	0.17	0.48
131	0.0001	0	0.76	0	0.23	0	0.00022	0	0	0.0096	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
132	0.2	0	0.55	0	0.0048	0	0.0018	0.00014	0.00059	0.074	0.17	0	0	0	0	0	2	0.12	0.21	0.17	0.36
133	0.00017	0	0.99	0	0.0013	0	0	0	0	0.0084	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
134	0.71	0	0.055	0	0.00077	0	0.0014	0	0.057	0.17	0.00057	0	0	0	0	0	0	0.12	0.4	0.32	0.64
135	2.7e-05	0	0.8	0	0.038	0	0.074	0	5.6e-06	0.083	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
136	4.1e-06	0	1	0	0	0	0	0	0	3.1e-05	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
137	0.0018	0	0.86	0	0.071	0	0.0055	0	2.1e-05	0.057	1.8e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
138	0	0	0.97	0	0.0034	0	3.5e-05	0	0	0.03	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
139	4.5e-06	0	0.9	0	0.0011	0	0.0032	0	3e-06	0.091	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
140	0.015	0	0.83	0	0.007	0	0.0032	0	0.0006	0.14	0.0038	0	0	0	0	0	2	0.12	0.21	0.17	0.36
141	8.4e-05	0	0.62	0	0.00045	0	0.00026	0	8.2e-05	0.38	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
142	0	0	1	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
143	0	0	0.71	0	0.28	0	0.004	0	0	0.01	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
144	0.69	0	0.0011	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0.12	0.4	0.32	0.64
145	0	0	0.96	0	0.00026	0	0.0001	0	3.1e-06	0.041	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
146	0.94	0	0.0014	0	0	0	0	0	0	3.2e-05	0.054	0	0	0	0	0	0	0.12	0.4	0.32	0.64
147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.047	0.038	0.04
148	0	0	0.99	0	0.0042	0	0	0	0	0.0048	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
149	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0.11	0
150	0	0	0.89	0	8e-05	0	5.3e-05	0	1.6e-05	0.11	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
151	0.00025	0	0.61	0	0.21	0	0.045	0	0.00022	0.14	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
152	0.0011	0	0.62	0	9.2e-05	0	0.00029	0	0.00051	0.38	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
153	0.053	0	0.6	0	0.07	0	0.036	3.8e-05	0.0087	0.23	0.00067	0	0	0	0	0	2	0.12	0.21	0.17	0.36
154	0	0	0.36	0	0.00011	0	1.5e-05	0	0	0.64	0	0	2e-06	0	0	0	9	0.12	0.21	0.17	0.48
155	0	0	0.41	0.59	0	0	0	0	0	0.0039	0	0	0	0	0	0	3	0.098	0.21	0.17	0.42
156	0.0089	0	0.91	0	0.0011	0	0.00044	0	4.7e-05	0.082	6.8e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.047	0.038	0.04
158	0	0	0.77	0	0.21	0	0.01	0	0	0.0013	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
159	1.4e-05	0	0.95	0	0.012	0	1.1e-05	0	0	0.035	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
160	7.7e-06	0	0.99	0	0.00045	0	7.7e-05	0	0	0.0088	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
161	1.4e-05	0	0.64	0	0.0014	0	0.0023	0	0.00017	0.36	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
162	0.014	0	0.67	2.9e-06	0.13	0	0.17	5.4e-05	1.9e-06	0.007	0.00011	0	0	0	0	0	2	0.12	0.21	0.17	0.36
163	0.00082	0	0.62	0	0.034	0	0.00099	0	0.00016	0.34	6.5e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
164	0.091	0	0.68	0	0.045	0	0.02	9.4e-05	0.0025	0.15	0.012	0	0	0	0	0	2	0.12	0.21	0.17	0.36
165	0.2	0	0.79	0	0.00091	0	1.5e-05	5.7e-06	0	0.0032	0.00092	0	0	0	0	0	2	0.12	0.21	0.17	0.36
166	0.0029	0	0.75	0	2.4e-05	0	1e-06	0	0	0.25	2.5e-06	0	0	0	0	0	2	0.12	0.21	0.17	0.36
167	0.016	0	0.91	0	0.0058	0	0.0068	0	7.3e-05	0.059	0.0042	0	0	0	0	0	2	0.12	0.21	0.17	0.36
168	0.42	0	0.26	0	0.022	0	0.04	0	0.037	0.22	0.00013	0	0	0	0	0	0	0.12	0.4	0.32	0.64
169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.047	0.038	0.04
170	0	0	0.99	0	0.0057	0	0	0	0	0.00038	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
171	0	0	0.019	0	0.98	0	2.5e-06	0	0	0.00022	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
172	0	0	1	0	0.00058	0	0	0	0	0.00038	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
173	0.00049	0	0.83	0	0	0	0	0	0	0.16	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
174	0.33	0	0.67	0	4.8e-05	0	0	1.9e-05	0	0.0025	0.002	0	0	0	0	0	2	0.12	0.21	0.17	0.36
175	0	6.8e-05	2.7e-06	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.047	0.038	0.04
176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.047	0.038	0.04
177	1.4e-05	0	0.86	0	0.02	0	0.11	0	2.5e-06	0.006	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
178	0.84	0	0.003	0	0	0	0	0.14	0	9.1e-05	0.023	0	0	0	0	0	0	0.12	0.4	0.32	0.64
179	0.16	0	0.81	0	4e-06	0	0	0	0	0.037	0.0026	0	0	0	0	0	2	0.12	0.21	0.17	0.36
180	0.23	0	0.71	0	0.0021	0	5.4e-05	0.00046	3.9e-06	0.061	0.0055	0	0	0	0	0	2	0.12	0.21	0.17	0.36
181	0.02	0	0.63	0	0.012	0	0.0012	3.6e-05	0.00083	0.33	0.002	0	0	0	0	0	2	0.12	0.21	0.17	0.36
182	0.017	0	0.97	0	7e-05	0	0	0	0	0.0094	3.8e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
183	0.4	0	0.46	0.00032	0.022	0	0.0095	0.012	0.00033	0.049	0.046	0	0	0	0	0	2	0.12	0.21	0.17	0.36
184	0.00043	0	0.93	0	0.00082	0	0.0031	0	2.3e-05	0.064	1.9e-06	0	0	0	0	0	2	0.12	0.21	0.17	0.36
185	0.031	0	0.77	0	0.032	0	0.09	0	0.001	0.076	0.00046	0	0	0	0	0	2	0.12	0.21	0.17	0.36
186	2.6e-05	0	0.83	0	0.13	0	0.0031	0	0	0.034	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
187	0.28	0	0.012	0	0	0	0	0	0	8.8e-05	0.71	0	0	0	0	0	10	0.098	0.4	0.39	0.64
188	0.072	0	0.19	0	0.17	0	0.4	0	0.0087	0.15	0	0	0	0	0	0	6	0.2	0.34	0.17	0.42
189	1	0	0.00041	0	0	0	0	0	0	0	6.8e-06	0	0	0	0	0	0	0.12	0.4	0.32	0.64
190	0	0	0.48	0	0.5	0	0.02	0	0	0.0011	0	0	0	0	0	0	4	0.2	0.21	0.17	0.36
191	0.011	0	0.98	0	0.0023	0	0	5.1e-05	0	0.0076	4.4e-06	0	0	0	0	0	2	0.12	0.21	0.17	0.36
192	1	0	1.6e-05	0	0	0	0	0	0	0	1.2e-05	0	0	0	0	0	0	0.12	0.4	0.32	0.64
193	0.0022	0	0.82	0	0.12	0	0.0046	3.7e-06	1.5e-05	0.058	4.9e-06	0	0	0	0	0	2	0.12	0.21	0.17	0.36
194	0.23	0	0.63	0	1.4e-05	0	0	0.00069	0	0.13	0.012	0	0	0	0	0	2	0.12	0.21	0.17	0.36
195	0.0029	0	1	0	0	0	0	0	0	0.00031	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
196	0	0	0.89	0	0.11	0	0	0	0	0.00013	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
197	0.23	0	0.77	0	0.00034	0	0	0.00014	0	0.00013	1.6e-05	0	0	0	0	0	2	0.12	0.21	0.17	0.36
198	0.67	0	0.13	0.0025	0.0016	0	0.027	0.029	1.8e-06	0.13	0.008	0	0	0	0	0	0	0.12	0.4	0.32	0.64
199	0.035	0	0.91	0	0.0078	0	0.051	0	0	1.9e-05	0	0	0	0	0	0	2	0.12	0.21	0.17	0.36
200	0.00044	0	0.66	0	0.027	0	0.0048	0	0.00044	0.31	2.8e-06	0	0	0	0	0	2	0.12	0.21	0.17	0.36
201	0.56	0	0.38	0	0.0015	0	0.00074	0.00013	4.5e-05	0.02	0.037	0	0	0	0	0	0	0.12	0.4	0.32	0.64
202	0.27	0	0.73	0	0	0	0	0	0	0.00053	0.00014	0	0	0	0	0	2	0.12	0.21	0.17	0.36
203	0.049	0	0.86	0	0.011	0	0.0018	1e-05	3.1e-05	0.081	0.00044	0	0	0	0	0	2	0.12	0.21	0.17	0.36
204	0.0019	0	0.86	0	0.035	0	0.0056	0	3.4e-05	0.092	6.8e-06	0	0	0	0	0	2	0.12	0.21	0.17	0.36
