SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
39	0.76	0	0.24	0	0	0.43	0.36	0.72	0.4	0.35
40	0.96	0	0.035	0	0	0.43	0.36	0.72	0.4	0.35
41	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
42	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
43	0.91	0	0.093	0	0	0.43	0.36	0.72	0.4	0.35
44	0.038	0	0.96	0	2	0.43	0.44	1	0.37	0.35
45	0.25	0	0.75	0	2	0.43	0.44	1	0.37	0.35
46	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
47	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
48	0	0	1	0	2	0.43	0.44	1	0.37	0.35
49	1	0	2.4e-05	0	0	0.43	0.36	0.72	0.4	0.35
50	0	0	0	1	3	0	0.036	0.16	0	0
51	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
52	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
53	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
54	0.015	0	0.99	0	2	0.43	0.44	1	0.37	0.35
55	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
56	0.00072	0	1	0	2	0.43	0.44	1	0.37	0.35
57	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
58	0	0	0	1	3	0	0.036	0.16	0	0
59	0.91	0	0.093	0	0	0.43	0.36	0.72	0.4	0.35
60	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
61	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
62	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
63	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
64	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
65	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
66	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
67	0.023	0	0.98	0	2	0.43	0.44	1	0.37	0.35
68	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
69	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
70	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
71	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
72	1	0	0.0037	0	0	0.43	0.36	0.72	0.4	0.35
73	0.84	0	0.16	0	0	0.43	0.36	0.72	0.4	0.35
74	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
75	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
76	0.97	0	0.026	0	0	0.43	0.36	0.72	0.4	0.35
77	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
78	0.91	0	0.092	0	0	0.43	0.36	0.72	0.4	0.35
79	0.19	0	0.81	0	2	0.43	0.44	1	0.37	0.35
80	0	4.5e-06	1	0	2	0.43	0.44	1	0.37	0.35
81	0.54	0	0.46	0	0	0.43	0.36	0.72	0.4	0.35
82	0	0	1	0	2	0.43	0.44	1	0.37	0.35
83	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
84	0	0.98	0.017	0	1	0.14	0.071	0.16	0.082	0.069
85	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
86	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
87	0.76	0	0.24	0	0	0.43	0.36	0.72	0.4	0.35
88	0.0022	0	1	0	2	0.43	0.44	1	0.37	0.35
89	0.22	0	0.78	0	2	0.43	0.44	1	0.37	0.35
90	0.087	0	0.91	0	2	0.43	0.44	1	0.37	0.35
91	0.32	0	0.68	0	2	0.43	0.44	1	0.37	0.35
92	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
93	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
94	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
95	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
96	1	0	3e-05	0	0	0.43	0.36	0.72	0.4	0.35
97	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
98	0	0	1	0	2	0.43	0.44	1	0.37	0.35
99	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
100	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
101	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
102	1	4e-05	0	0	0	0.43	0.36	0.72	0.4	0.35
103	0	0	1	0	2	0.43	0.44	1	0.37	0.35
104	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
105	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
106	0	0	1	0	2	0.43	0.44	1	0.37	0.35
107	0	0	0	1	3	0	0.036	0.16	0	0
108	0	0	1	0	2	0.43	0.44	1	0.37	0.35
109	0	0	1	0	2	0.43	0.44	1	0.37	0.35
110	0	0	0	1	3	0	0.036	0.16	0	0
111	0	0	1	0	2	0.43	0.44	1	0.37	0.35
112	0	0	1	0	2	0.43	0.44	1	0.37	0.35
113	0	0	1	0	2	0.43	0.44	1	0.37	0.35
114	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
115	0.99	0.0053	0.0016	4.2e-05	0	0.43	0.36	0.72	0.4	0.35
116	0	0	1	0	2	0.43	0.44	1	0.37	0.35
117	0	0	1	0	2	0.43	0.44	1	0.37	0.35
118	0	0	0	1	3	0	0.036	0.16	0	0
119	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
120	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
121	1	0	0.00011	0	0	0.43	0.36	0.72	0.4	0.35
122	1	0	0.0012	0	0	0.43	0.36	0.72	0.4	0.35
123	0	0	1	0	2	0.43	0.44	1	0.37	0.35
124	0.74	0	0.26	0	0	0.43	0.36	0.72	0.4	0.35
125	0.53	0	0.47	0	0	0.43	0.36	0.72	0.4	0.35
126	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
127	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
128	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
129	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
130	1	0	2.4e-06	0	0	0.43	0.36	0.72	0.4	0.35
131	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
132	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
133	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
134	0	0	0	1	3	0	0.036	0.16	0	0
135	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
136	0.91	0	0.091	0	0	0.43	0.36	0.72	0.4	0.35
137	0.72	0	0.28	0	0	0.43	0.36	0.72	0.4	0.35
138	1	0	6.6e-06	0	0	0.43	0.36	0.72	0.4	0.35
139	0.98	0	0.02	0	0	0.43	0.36	0.72	0.4	0.35
140	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
141	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
142	0.19	0	0.81	0	2	0.43	0.44	1	0.37	0.35
143	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
144	0.055	0	0.95	0	2	0.43	0.44	1	0.37	0.35
145	0.88	0	0.12	0	0	0.43	0.36	0.72	0.4	0.35
146	0.16	0	0.84	0	2	0.43	0.44	1	0.37	0.35
147	0	0	0	1	3	0	0.036	0.16	0	0
148	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
149	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
150	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
151	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
152	0.66	0	0.34	0	0	0.43	0.36	0.72	0.4	0.35
153	0	0	1	0	2	0.43	0.44	1	0.37	0.35
154	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
155	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
156	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
157	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
158	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
159	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
160	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
161	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
162	7.6e-05	1	0	0	1	0.14	0.071	0.16	0.082	0.069
163	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
164	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
165	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
166	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
167	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
168	1.5e-05	0	1	0	2	0.43	0.44	1	0.37	0.35
169	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
170	0	0	0	1	3	0	0.036	0.16	0	0
171	1	0.0046	0	0	0	0.43	0.36	0.72	0.4	0.35
172	5.3e-05	0	1	0	2	0.43	0.44	1	0.37	0.35
173	0.42	0	0.58	0	2	0.43	0.44	1	0.37	0.35
174	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
175	0	0	0	1	3	0	0.036	0.16	0	0
176	1	0	6.2e-05	0	0	0.43	0.36	0.72	0.4	0.35
177	1	0	0.00014	0	0	0.43	0.36	0.72	0.4	0.35
178	0.99	0	0.0052	0	0	0.43	0.36	0.72	0.4	0.35
179	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
180	0	0	0	1	3	0	0.036	0.16	0	0
181	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
182	0.032	0	0.97	0	2	0.43	0.44	1	0.37	0.35
183	0.89	0	0.11	0	0	0.43	0.36	0.72	0.4	0.35
184	1	0	5.1e-05	0	0	0.43	0.36	0.72	0.4	0.35
185	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
186	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
187	0.12	0.88	0	0	1	0.14	0.071	0.16	0.082	0.069
188	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
189	0	0	0	1	3	0	0.036	0.16	0	0
190	0.88	0	0.12	0	0	0.43	0.36	0.72	0.4	0.35
191	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
192	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
193	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
194	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
195	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
196	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
197	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
198	0.97	0	0.035	0	0	0.43	0.36	0.72	0.4	0.35
199	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
200	1	0	0.0011	0	0	0.43	0.36	0.72	0.4	0.35
201	0.99	0	0.0055	0	0	0.43	0.36	0.72	0.4	0.35
202	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
203	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
204	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
205	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
206	0	0	0	1	3	0	0.036	0.16	0	0
207	0	1	0.00043	0	1	0.14	0.071	0.16	0.082	0.069
208	0	0	1	0	2	0.43	0.44	1	0.37	0.35
209	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
210	0	0	1	0	2	0.43	0.44	1	0.37	0.35
211	0	0	0	1	3	0	0.036	0.16	0	0
212	0.17	0	0.83	0	2	0.43	0.44	1	0.37	0.35
213	0.97	0	0.032	0	0	0.43	0.36	0.72	0.4	0.35
214	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
215	0	0	1	0	2	0.43	0.44	1	0.37	0.35
216	0	0	0	1	3	0	0.036	0.16	0	0
217	0	0	1	0	2	0.43	0.44	1	0.37	0.35
218	1	0	1.8e-05	0	0	0.43	0.36	0.72	0.4	0.35
219	0	0	0	1	3	0	0.036	0.16	0	0
220	0	0	1	0	2	0.43	0.44	1	0.37	0.35
221	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
222	0	0	1	0	2	0.43	0.44	1	0.37	0.35
223	0.13	0	0.87	0	2	0.43	0.44	1	0.37	0.35
224	0.92	0	0.079	0	0	0.43	0.36	0.72	0.4	0.35
225	1	0	0.001	0	0	0.43	0.36	0.72	0.4	0.35
226	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
227	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
228	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
229	1	0	0.00099	0	0	0.43	0.36	0.72	0.4	0.35
230	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
231	0	0	1	0	2	0.43	0.44	1	0.37	0.35
232	0.0071	0.99	0	0	1	0.14	0.071	0.16	0.082	0.069
233	0.93	0	0.067	0	0	0.43	0.36	0.72	0.4	0.35
234	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
235	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
236	0	0	1	0	2	0.43	0.44	1	0.37	0.35
237	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
238	1	0	0.0016	0	0	0.43	0.36	0.72	0.4	0.35
239	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
240	0	0	0	1	3	0	0.036	0.16	0	0
241	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
242	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
243	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
244	1	0	0.0024	0	0	0.43	0.36	0.72	0.4	0.35
245	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
246	1	0	8.1e-06	0	0	0.43	0.36	0.72	0.4	0.35
247	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
248	1	0	2.7e-06	0	0	0.43	0.36	0.72	0.4	0.35
249	0	0	1	0	2	0.43	0.44	1	0.37	0.35
250	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
251	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
252	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
253	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
254	0	0	1	0	2	0.43	0.44	1	0.37	0.35
255	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
256	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
257	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
258	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
259	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
260	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
261	0.97	0	0.028	0	0	0.43	0.36	0.72	0.4	0.35
262	0.84	0	0.16	0	0	0.43	0.36	0.72	0.4	0.35
263	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
264	1	0	2.9e-05	0	0	0.43	0.36	0.72	0.4	0.35
265	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
266	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
267	0.99	0	0.008	0	0	0.43	0.36	0.72	0.4	0.35
268	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
269	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
270	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
271	1	0	0	0.002	0	0.43	0.36	0.72	0.4	0.35
272	0.15	0	0.85	0	2	0.43	0.44	1	0.37	0.35
273	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
274	0	0	1	0	2	0.43	0.44	1	0.37	0.35
275	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
276	0	0	1	0	2	0.43	0.44	1	0.37	0.35
277	1	0	1.4e-05	0	0	0.43	0.36	0.72	0.4	0.35
278	0.99	0	0.0093	0	0	0.43	0.36	0.72	0.4	0.35
279	0	0	0	1	3	0	0.036	0.16	0	0
280	1	0	6.6e-06	0	0	0.43	0.36	0.72	0.4	0.35
281	1	0	0.0004	0	0	0.43	0.36	0.72	0.4	0.35
282	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
283	0.82	0	0.18	0	0	0.43	0.36	0.72	0.4	0.35
284	0.24	0	0.76	0	2	0.43	0.44	1	0.37	0.35
285	0	0	1	0	2	0.43	0.44	1	0.37	0.35
286	1	0	0.00073	0	0	0.43	0.36	0.72	0.4	0.35
287	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
288	0.0019	1	0	0	1	0.14	0.071	0.16	0.082	0.069
289	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
290	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
291	0.016	0.98	0	0	1	0.14	0.071	0.16	0.082	0.069
292	0	0.28	0.72	0	2	0.43	0.44	1	0.37	0.35
293	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
294	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
295	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
296	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
297	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
298	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
299	0.035	0	0.97	0	2	0.43	0.44	1	0.37	0.35
300	1	0	1.1e-05	0	0	0.43	0.36	0.72	0.4	0.35
301	1	0	5.9e-05	0	0	0.43	0.36	0.72	0.4	0.35
302	0	0	0	1	3	0	0.036	0.16	0	0
303	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
304	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
305	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
306	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
307	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
308	0.91	0	0.088	0	0	0.43	0.36	0.72	0.4	0.35
309	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
310	0.0041	0	1	0	2	0.43	0.44	1	0.37	0.35
311	1	0	3.9e-06	0	0	0.43	0.36	0.72	0.4	0.35
312	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
313	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
314	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
315	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
316	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
317	0.99	0	0.0064	0	0	0.43	0.36	0.72	0.4	0.35
318	0.98	0	0.016	0	0	0.43	0.36	0.72	0.4	0.35
319	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
320	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
321	1	0	0.0004	0	0	0.43	0.36	0.72	0.4	0.35
322	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
323	0	0	0	1	3	0	0.036	0.16	0	0
324	1	0	0.00016	0	0	0.43	0.36	0.72	0.4	0.35
325	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
326	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
327	1	0	7.4e-06	0	0	0.43	0.36	0.72	0.4	0.35
328	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
329	1	0	4.5e-05	0	0	0.43	0.36	0.72	0.4	0.35
330	0.99	0	0.0086	0	0	0.43	0.36	0.72	0.4	0.35
331	0.97	0	0.026	0	0	0.43	0.36	0.72	0.4	0.35
332	1	0	1.1e-06	0	0	0.43	0.36	0.72	0.4	0.35
333	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
334	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
335	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
336	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
337	1	0	1.4e-06	0	0	0.43	0.36	0.72	0.4	0.35
338	0.11	0	0.89	0	2	0.43	0.44	1	0.37	0.35
339	0.98	0	0.017	0	0	0.43	0.36	0.72	0.4	0.35
340	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
341	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
342	0.97	0	0.028	0	0	0.43	0.36	0.72	0.4	0.35
343	0.96	0	0.043	0	0	0.43	0.36	0.72	0.4	0.35
344	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
345	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
346	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
347	1	0	3.4e-05	0	0	0.43	0.36	0.72	0.4	0.35
348	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
349	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
350	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
351	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
352	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
353	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
354	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
355	0.99	0	0.013	0	0	0.43	0.36	0.72	0.4	0.35
356	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
357	0.005	0	1	0	2	0.43	0.44	1	0.37	0.35
358	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
359	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
360	0	0	0	1	3	0	0.036	0.16	0	0
361	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
362	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
363	1	0	7.4e-06	0	0	0.43	0.36	0.72	0.4	0.35
364	1	0	3.3e-06	0	0	0.43	0.36	0.72	0.4	0.35
365	1	0	0.00026	0	0	0.43	0.36	0.72	0.4	0.35
366	0	0	0	1	3	0	0.036	0.16	0	0
367	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
368	0	0	0	1	3	0	0.036	0.16	0	0
369	0.81	0	0.19	0	0	0.43	0.36	0.72	0.4	0.35
370	0.26	0	0.74	0	2	0.43	0.44	1	0.37	0.35
371	1	0	2e-05	0	0	0.43	0.36	0.72	0.4	0.35
372	0.099	0	0.9	0	2	0.43	0.44	1	0.37	0.35
373	0.99	0	0.0086	0	0	0.43	0.36	0.72	0.4	0.35
374	0	0	0	1	3	0	0.036	0.16	0	0
375	0.88	0	0.12	0	0	0.43	0.36	0.72	0.4	0.35
376	0.95	0	0.049	0	0	0.43	0.36	0.72	0.4	0.35
377	0	0	0	1	3	0	0.036	0.16	0	0
378	0	0	0	1	3	0	0.036	0.16	0	0
379	0.78	0	0.22	0	0	0.43	0.36	0.72	0.4	0.35
380	1	0	5.9e-05	0	0	0.43	0.36	0.72	0.4	0.35
381	1	0	0.00029	0	0	0.43	0.36	0.72	0.4	0.35
382	0.97	0	0.03	0	0	0.43	0.36	0.72	0.4	0.35
383	0.78	0	0.22	0	0	0.43	0.36	0.72	0.4	0.35
384	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
385	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
386	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
387	3.8e-06	0	1	0	2	0.43	0.44	1	0.37	0.35
388	1	0	5.7e-06	0	0	0.43	0.36	0.72	0.4	0.35
389	0	0	1	0	2	0.43	0.44	1	0.37	0.35
390	0.26	0	0.74	0	2	0.43	0.44	1	0.37	0.35
391	1	0	2.2e-05	0	0	0.43	0.36	0.72	0.4	0.35
392	0	0	1	0	2	0.43	0.44	1	0.37	0.35
393	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
394	0.93	0	0.072	0	0	0.43	0.36	0.72	0.4	0.35
395	1	0	0.005	0	0	0.43	0.36	0.72	0.4	0.35
396	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
397	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
398	1	0	0.0039	0	0	0.43	0.36	0.72	0.4	0.35
399	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
400	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
401	4.4e-06	0	1	0	2	0.43	0.44	1	0.37	0.35
402	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
403	0.93	0	0.066	0	0	0.43	0.36	0.72	0.4	0.35
404	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
405	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
406	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
407	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
408	0	0	0	1	3	0	0.036	0.16	0	0
409	1	0	3.8e-05	0	0	0.43	0.36	0.72	0.4	0.35
410	1	0.0001	0	0	0	0.43	0.36	0.72	0.4	0.35
411	0.72	0	0.28	0	0	0.43	0.36	0.72	0.4	0.35
412	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
413	0	0	1	0	2	0.43	0.44	1	0.37	0.35
414	0	0	0	1	3	0	0.036	0.16	0	0
415	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
416	0	0	1	0	2	0.43	0.44	1	0.37	0.35
417	0	0	1	0	2	0.43	0.44	1	0.37	0.35
418	0	0	0	1	3	0	0.036	0.16	0	0
419	1	0	0.0028	0	0	0.43	0.36	0.72	0.4	0.35
420	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
421	1	0	0.002	0	0	0.43	0.36	0.72	0.4	0.35
422	0.89	0	0.11	0	0	0.43	0.36	0.72	0.4	0.35
423	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
424	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
