SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
32	0	0	0.04	0	2.1e-05	0.65	0.17	0.13	5	0.61	0.36	0.75	0.4	0.35
33	0	0	3.1e-06	0	0	0.72	8.6e-05	0.28	5	0.61	0.36	0.75	0.4	0.35
34	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
35	0	1	0	0	0	0	0.00015	0	1	0.046	0.036	0.093	0.16	0.31
36	1	0	0	0	0	0	0.0025	0	0	0.046	0.11	0.28	0	0.034
37	0	0	0.033	0	0	0	0.97	0	6	0.41	0.32	0.72	0.37	0.31
38	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
39	0	0	1.2e-05	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
40	0	0	0.00093	0	1e-05	0.69	0.077	0.23	5	0.61	0.36	0.75	0.4	0.35
41	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
42	0	0	0	0	0	0.00063	0.43	0.57	7	0.57	0.32	0.72	0.37	0.31
43	0	0	0.19	0	0.063	0.05	0.68	0.02	6	0.41	0.32	0.72	0.37	0.31
44	0	0	0.00041	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
45	0	0	0.062	0	0.87	0.001	0.064	0.00012	4	0.41	0.52	1	0.37	0.44
46	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
47	0	0	0	0	0	0.34	7.5e-05	0.66	7	0.57	0.32	0.72	0.37	0.31
48	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
49	0	0	0.017	0	0	0.52	0.19	0.27	5	0.61	0.36	0.75	0.4	0.35
50	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
51	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
52	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
53	0	0	3.9e-05	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
54	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
55	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
56	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
57	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
58	1	0	0	3.4e-06	0	0	0	0	0	0.046	0.11	0.28	0	0.034
59	0	0	7.3e-05	0	1	0	1.7e-05	0	4	0.41	0.52	1	0.37	0.44
60	0	0	0.14	0	1.6e-05	0	0.86	0	6	0.41	0.32	0.72	0.37	0.31
61	0	0	0.058	0	5.5e-06	0	0.94	0	6	0.41	0.32	0.72	0.37	0.31
62	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
63	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
64	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
65	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
66	0.38	0.62	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
67	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
68	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
69	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
70	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
71	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
72	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
73	0	0	0.16	0	0.52	0.0048	0.31	0.0015	4	0.41	0.52	1	0.37	0.44
74	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
75	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
76	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
77	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
78	0	0	0.0031	0	1	1.5e-05	0.00088	0	4	0.41	0.52	1	0.37	0.44
79	0	0	6.2e-06	0	1	0	5.1e-06	0	4	0.41	0.52	1	0.37	0.44
80	0	0	0.97	0	0.0058	0.025	0	0	2	0.41	0.4	0.81	0.4	0.31
81	0	0	6.9e-06	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
82	0	0	1	0	0	1.2e-05	0	0	2	0.41	0.4	0.81	0.4	0.31
83	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
84	0	0	1	0	9.8e-06	0	0	0	2	0.41	0.4	0.81	0.4	0.31
85	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
86	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
87	0	0	0.0003	0	1	2e-05	0.00054	0	4	0.41	0.52	1	0.37	0.44
88	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
89	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
90	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
91	0	0	0.0014	0	1	2.9e-06	0.00053	0	4	0.41	0.52	1	0.37	0.44
92	0	0	6.4e-06	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
93	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
94	0	0	2e-06	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
95	0	0	0.0018	0	0	0.00068	0.99	0.0075	6	0.41	0.32	0.72	0.37	0.31
96	0	0	0.0071	0	0	0.34	0.28	0.38	7	0.57	0.32	0.72	0.37	0.31
97	0	0	0.05	0	0	0.077	0.58	0.29	6	0.41	0.32	0.72	0.37	0.31
98	0	0	1	0	0	3.5e-06	0	0	2	0.41	0.4	0.81	0.4	0.31
99	0	0	1	0	0	0	0.00013	0	2	0.41	0.4	0.81	0.4	0.31
100	0	0	0.00043	0	0	0	1	0.00022	6	0.41	0.32	0.72	0.37	0.31
101	0	0	0.94	0	0	0	0.061	0	2	0.41	0.4	0.81	0.4	0.31
102	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
103	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
104	0	0	0.0073	0	0	0.062	0.93	0.0018	6	0.41	0.32	0.72	0.37	0.31
105	0	0	0.024	0	0	0.023	0.91	0.039	6	0.41	0.32	0.72	0.37	0.31
106	0	0	1	0	0.00017	0	0	0	2	0.41	0.4	0.81	0.4	0.31
107	2.1e-05	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
108	0	0	1	0	0	0.0016	0	0	2	0.41	0.4	0.81	0.4	0.31
109	0	0	0.97	0	0	0.026	0	0	2	0.41	0.4	0.81	0.4	0.31
110	0.99	0	0	0.0079	0	0	0	0	0	0.046	0.11	0.28	0	0.034
111	0	0	1	0	0	0.00016	0	0	2	0.41	0.4	0.81	0.4	0.31
112	0	0.0022	1	0	0.00021	2.4e-05	0	0	2	0.41	0.4	0.81	0.4	0.31
113	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
114	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
115	0.26	0	0	0	0	0	0.74	0	6	0.41	0.32	0.72	0.37	0.31
116	0	0	1	0	3.7e-05	0	0	0	2	0.41	0.4	0.81	0.4	0.31
117	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
118	1	0	0	6.6e-06	0	0	0	0	0	0.046	0.11	0.28	0	0.034
119	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
120	0	0	3.6e-05	0	0	0.5	0.5	0.00018	5	0.61	0.36	0.75	0.4	0.35
121	0	0	0.062	0	0.00023	0.016	0.91	0.012	6	0.41	0.32	0.72	0.37	0.31
122	0	0	0.37	0	0.0015	0.07	0.55	0.014	6	0.41	0.32	0.72	0.37	0.31
123	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
124	0	0	0.99	0	0.00036	0.00011	0.0093	4e-05	2	0.41	0.4	0.81	0.4	0.31
125	0	0	0.73	0	0.093	0.019	0.16	0.0042	2	0.41	0.4	0.81	0.4	0.31
126	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
127	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
128	0	0	0.00043	0	7.9e-06	0	1	4.8e-05	6	0.41	0.32	0.72	0.37	0.31
129	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
130	0	0	0.019	0	0	2.4e-05	0.98	0.00036	6	0.41	0.32	0.72	0.37	0.31
131	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
132	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
133	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
134	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
135	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
136	0	0	0.18	0	6.4e-06	0.00019	0.82	0.00012	6	0.41	0.32	0.72	0.37	0.31
137	0	0	0.24	0	1.9e-05	0.0021	0.76	0.0019	6	0.41	0.32	0.72	0.37	0.31
138	0	0	0.015	0	0	8.1e-06	0.98	0.0018	6	0.41	0.32	0.72	0.37	0.31
139	0	0	0.4	0	0.00018	0.035	0.54	0.019	6	0.41	0.32	0.72	0.37	0.31
140	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
141	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
142	0	0	0.58	0	0.037	0.0057	0.38	0.00019	2	0.41	0.4	0.81	0.4	0.31
143	0	0	0.99	0	0	0.0098	0	0	2	0.41	0.4	0.81	0.4	0.31
144	0	0	0.42	0	0.44	0.0045	0.14	0.0015	4	0.41	0.52	1	0.37	0.44
145	0	0	1	0	0	0	0.0033	0	2	0.41	0.4	0.81	0.4	0.31
146	0	0	0.81	0	0.022	0.14	0.0066	0.023	2	0.41	0.4	0.81	0.4	0.31
147	0.00035	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
148	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
149	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
150	0	0.00043	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
151	0	0	0	0	0	0	0.027	0.97	7	0.57	0.32	0.72	0.37	0.31
152	0	0	0.91	0	0.06	0	0.032	0	2	0.41	0.4	0.81	0.4	0.31
153	0	0	0.29	0	0.71	0	0.00016	0	4	0.41	0.52	1	0.37	0.44
154	0	0	0	0	0	0	0	1	7	0.57	0.32	0.72	0.37	0.31
155	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
156	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
157	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
158	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
159	0	0	0	0	0	0.00013	3.3e-05	1	7	0.57	0.32	0.72	0.37	0.31
160	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
161	0	0	1	0	0	0.00044	0	0	2	0.41	0.4	0.81	0.4	0.31
162	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
163	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
164	0	0	1	0	0	4e-05	0	0	2	0.41	0.4	0.81	0.4	0.31
165	0	0	0.77	0	0	0.23	0	0	2	0.41	0.4	0.81	0.4	0.31
166	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
167	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
168	0	0	0.053	0	0.95	0	2.4e-05	0	4	0.41	0.52	1	0.37	0.44
169	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
170	0.0047	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
171	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
172	0	0	0.0031	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
173	0	0	0.98	0	0.0077	0.00031	0.012	5.8e-05	2	0.41	0.4	0.81	0.4	0.31
174	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
175	0.43	0	0	0.57	0	0	0	0	3	0.23	0.071	0.062	0	0
176	0	0	0.36	0	0	0.00018	0.64	0.00041	6	0.41	0.32	0.72	0.37	0.31
177	0	0	0.55	0	0	3.8e-05	0.45	0	2	0.41	0.4	0.81	0.4	0.31
178	0	0	0.97	0	0.00028	4.1e-05	0.034	9.3e-06	2	0.41	0.4	0.81	0.4	0.31
179	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
180	0.0027	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
181	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
182	0	0	0	0	0.99	0.0099	0	0	4	0.41	0.52	1	0.37	0.44
183	0	0	0.22	0	0.00061	0.014	0.74	0.02	6	0.41	0.32	0.72	0.37	0.31
184	0	0	0.014	0	0	0.11	0.42	0.46	7	0.57	0.32	0.72	0.37	0.31
185	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
186	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
187	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
188	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
189	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
190	0	0	0.19	0	0.00042	0.017	0.72	0.073	6	0.41	0.32	0.72	0.37	0.31
191	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
192	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
193	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
194	0	0	0.00036	0	0	5.7e-05	1	0.00058	6	0.41	0.32	0.72	0.37	0.31
195	0	0	0	0	0	1	1.3e-06	0	5	0.61	0.36	0.75	0.4	0.35
196	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
197	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
198	0	0	0.28	0	0.011	0.0038	0.7	0.0034	6	0.41	0.32	0.72	0.37	0.31
199	0	0.00069	0.0023	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
200	0	0	0.46	0	0	0	0.54	0	6	0.41	0.32	0.72	0.37	0.31
201	0	0	0.29	0	0.004	0.044	0.65	0.017	6	0.41	0.32	0.72	0.37	0.31
202	0	0	0	0	0	0	1	1.2e-05	6	0.41	0.32	0.72	0.37	0.31
203	0	0.98	0	0	0	0.019	0	0	1	0.046	0.036	0.093	0.16	0.31
204	0	0	0.0029	0	0	0.00011	0.99	0.0042	6	0.41	0.32	0.72	0.37	0.31
205	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
206	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
207	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
208	0	0	0.98	0	0.02	0	0	0	2	0.41	0.4	0.81	0.4	0.31
209	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
210	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
211	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
212	0	0	0.31	0	0.55	0.033	0.1	0.0055	4	0.41	0.52	1	0.37	0.44
213	0	0	0.95	0	0.015	0.00061	0.032	5.8e-05	2	0.41	0.4	0.81	0.4	0.31
214	0	0	0.00032	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
215	0	0	1	0	6.6e-06	0	0	0	2	0.41	0.4	0.81	0.4	0.31
216	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
217	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
218	0	0	0.35	0	0	0.026	0.61	0.018	6	0.41	0.32	0.72	0.37	0.31
219	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
220	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
221	0	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
222	0.77	0	0	0	0.23	0	0	0	0	0.046	0.11	0.28	0	0.034
223	0	0	0.62	0	0.22	0.011	0.14	0.0046	2	0.41	0.4	0.81	0.4	0.31
224	0	0	0.37	0	0.0086	0.12	0.45	0.051	6	0.41	0.32	0.72	0.37	0.31
225	0	0	0.24	0	1.5e-06	0.0029	0.75	0.0063	6	0.41	0.32	0.72	0.37	0.31
226	0	0	0.96	0	0	0	0.04	2.8e-06	2	0.41	0.4	0.81	0.4	0.31
227	0	0	0.00015	0	0	0	1	4.3e-05	6	0.41	0.32	0.72	0.37	0.31
228	0	0	0.013	0	0	0.92	0.04	0.029	5	0.61	0.36	0.75	0.4	0.35
229	0	0	0.22	0	0.00052	0.18	0.54	0.058	6	0.41	0.32	0.72	0.37	0.31
230	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
231	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
232	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
233	0	0	0.041	0	0.014	0.81	0.097	0.043	5	0.61	0.36	0.75	0.4	0.35
234	0	0	0.0011	0	0	0.006	0.95	0.04	6	0.41	0.32	0.72	0.37	0.31
235	0	0.04	0	0	0	0	0.96	0	6	0.41	0.32	0.72	0.37	0.31
236	0.094	0	0	0	0.91	0	0	0	4	0.41	0.52	1	0.37	0.44
237	0	0	8.4e-05	0	0	0	1	0.00017	6	0.41	0.32	0.72	0.37	0.31
238	0	0	0.069	0	1.4e-05	0.051	0.81	0.07	6	0.41	0.32	0.72	0.37	0.31
239	0	0	0	0	0	0	0	1	7	0.57	0.32	0.72	0.37	0.31
240	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
241	0	0	1.9e-05	0	0	0	1	2e-06	6	0.41	0.32	0.72	0.37	0.31
242	0	0	3.7e-05	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
243	0	0	0.0021	0	0	0	1	3.3e-06	6	0.41	0.32	0.72	0.37	0.31
244	0	0	0.72	0	0	0.031	0.21	0.045	2	0.41	0.4	0.81	0.4	0.31
245	0	0	2.2e-06	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
246	0	0	0.011	0	0	0.0017	0.98	0.0069	6	0.41	0.32	0.72	0.37	0.31
247	0	0	0.00011	0	0	3e-05	1	0.0017	6	0.41	0.32	0.72	0.37	0.31
248	0	0	0.12	0	0	0.37	0.37	0.13	5	0.61	0.36	0.75	0.4	0.35
249	0	0	0.16	0	0.84	0	0	0	4	0.41	0.52	1	0.37	0.44
250	0	0	0.0026	0	0	0.0012	0.99	0.008	6	0.41	0.32	0.72	0.37	0.31
251	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
252	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
253	0	0	0	1	0	0	6e-06	0	3	0.23	0.071	0.062	0	0
254	0	0	0	0	1	0	0	0	4	0.41	0.52	1	0.37	0.44
255	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
256	0	0	3.7e-05	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
257	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
258	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
259	0	0	0	0	0	0.00052	1	3.7e-05	6	0.41	0.32	0.72	0.37	0.31
260	0	0	0.00031	0	0	3.4e-06	1	0.00077	6	0.41	0.32	0.72	0.37	0.31
261	0	0	0.82	0	9.9e-06	0	0.18	1.4e-06	2	0.41	0.4	0.81	0.4	0.31
262	0	0	0.26	0	0.015	0.009	0.71	0.011	6	0.41	0.32	0.72	0.37	0.31
263	0	0	0.94	0	1.2e-06	9.9e-06	0.058	0	2	0.41	0.4	0.81	0.4	0.31
264	0	0	0.11	0	0	1.7e-06	0.89	1.4e-05	6	0.41	0.32	0.72	0.37	0.31
265	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
266	0	0	0.00043	0	0	9.4e-06	1	0.00085	6	0.41	0.32	0.72	0.37	0.31
267	0	0	0.81	0	0.0016	0.0061	0.18	0.0015	2	0.41	0.4	0.81	0.4	0.31
268	0	0	0	0	0	1	0	0	5	0.61	0.36	0.75	0.4	0.35
269	0	0	0	0	0	0	0	1	7	0.57	0.32	0.72	0.37	0.31
270	0	0	0.0065	0	0	0.0013	0.98	0.0083	6	0.41	0.32	0.72	0.37	0.31
271	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
272	0	0	0.98	0	0.0049	0.00016	0.019	6.8e-05	2	0.41	0.4	0.81	0.4	0.31
273	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
274	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
275	0	0	0.0063	0	0	0.00051	0.98	0.011	6	0.41	0.32	0.72	0.37	0.31
276	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
277	0	0	0.019	0	0	0.0024	0.97	0.01	6	0.41	0.32	0.72	0.37	0.31
278	0	0	0.46	0	0.00014	0.062	0.44	0.043	2	0.41	0.4	0.81	0.4	0.31
279	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
280	0	0	0.78	0	0	0.0018	0.22	0.0006	2	0.41	0.4	0.81	0.4	0.31
281	0	0	0.63	0	0	0.19	0.14	0.042	2	0.41	0.4	0.81	0.4	0.31
282	0	0	0	0	0	0	0	1	7	0.57	0.32	0.72	0.37	0.31
283	0	0	0.92	0	0.052	0.0082	0.024	0.00055	2	0.41	0.4	0.81	0.4	0.31
284	0	0	0.53	0	0.024	0.036	0.39	0.02	2	0.41	0.4	0.81	0.4	0.31
285	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
286	0	0	1	0	0	0	0.00027	0	2	0.41	0.4	0.81	0.4	0.31
287	0	0	0	0.0025	0	0.00023	0	1	7	0.57	0.32	0.72	0.37	0.31
288	0	0	0	0.023	0	0.011	0	0.97	7	0.57	0.32	0.72	0.37	0.31
289	0	0	0.072	0	0	2.3e-05	0.93	8.9e-05	6	0.41	0.32	0.72	0.37	0.31
290	0	0	0.019	0	0	2.5e-05	0.98	0.00097	6	0.41	0.32	0.72	0.37	0.31
291	0	0.00016	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
292	0.0015	0	0	1	0	0	0	0	3	0.23	0.071	0.062	0	0
293	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
294	0	0	1	0	0	0	0	0	2	0.41	0.4	0.81	0.4	0.31
295	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
296	0	0	0.75	0	0	6.1e-06	0.25	2.3e-05	2	0.41	0.4	0.81	0.4	0.31
297	0	0	0.036	0	0	7.8e-06	0.96	8.4e-05	6	0.41	0.32	0.72	0.37	0.31
298	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
299	0	0	0.49	0	0.12	1e-05	0.39	4.6e-05	2	0.41	0.4	0.81	0.4	0.31
300	0	0	0.0058	0	0	0.00013	0.98	0.013	6	0.41	0.32	0.72	0.37	0.31
301	0	0	0.0027	0	0	0.046	0.74	0.22	6	0.41	0.32	0.72	0.37	0.31
302	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
303	0	0	0	0	0	0	1	1.2e-05	6	0.41	0.32	0.72	0.37	0.31
304	0	0	7.2e-06	0	0	0.0062	0.99	3.8e-06	6	0.41	0.32	0.72	0.37	0.31
305	0	0	0.00011	0	0	0	1	0.00027	6	0.41	0.32	0.72	0.37	0.31
306	0	0	0	0	0	0	1	0	6	0.41	0.32	0.72	0.37	0.31
307	0	1	0	0	0	0	0	0	1	0.046	0.036	0.093	0.16	0.31
308	0	0	0.21	0	0.00017	0.04	0.73	0.024	6	0.41	0.32	0.72	0.37	0.31
309	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
310	0	0	0.99	0	0.00026	8.5e-06	0.011	7e-06	2	0.41	0.4	0.81	0.4	0.31
311	0	0	0.0073	0	0	8e-05	0.99	0.0019	6	0.41	0.32	0.72	0.37	0.31
312	0	0	0.00035	0	0	5.3e-05	1	0.0015	6	0.41	0.32	0.72	0.37	0.31
313	1	0	0	0	0	0	0	0	0	0.046	0.11	0.28	0	0.034
