SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
40	0	0.98	0.021	1	0.45	0.36	0.81	0.37	0.31
41	1	0	0	0	0.091	0.071	0.19	0.041	0.034
42	0	0.24	0.76	2	0.41	0.36	0.72	0.43	0.35
43	0	0.46	0.54	2	0.41	0.36	0.72	0.43	0.35
44	0	0.015	0.98	2	0.41	0.36	0.72	0.43	0.35
45	0	0.39	0.61	2	0.41	0.36	0.72	0.43	0.35
46	0	0	1	2	0.41	0.36	0.72	0.43	0.35
47	0	0.97	0.034	1	0.45	0.36	0.81	0.37	0.31
48	0	0.66	0.34	1	0.45	0.36	0.81	0.37	0.31
49	0	0.45	0.55	2	0.41	0.36	0.72	0.43	0.35
50	1	0	0	0	0.091	0.071	0.19	0.041	0.034
51	1	0	0	0	0.091	0.071	0.19	0.041	0.034
52	0	0	1	2	0.41	0.36	0.72	0.43	0.35
53	0	0	1	2	0.41	0.36	0.72	0.43	0.35
54	0	0	1	2	0.41	0.36	0.72	0.43	0.35
55	0	0	1	2	0.41	0.36	0.72	0.43	0.35
56	0	3e-06	1	2	0.41	0.36	0.72	0.43	0.35
57	0	0	1	2	0.41	0.36	0.72	0.43	0.35
58	1	0	0	0	0.091	0.071	0.19	0.041	0.034
59	0	0.0011	1	2	0.41	0.36	0.72	0.43	0.35
60	0	3.8e-06	1	2	0.41	0.36	0.72	0.43	0.35
61	0	4.2e-06	1	2	0.41	0.36	0.72	0.43	0.35
62	0	4.9e-05	1	2	0.41	0.36	0.72	0.43	0.35
63	1	0	0	0	0.091	0.071	0.19	0.041	0.034
64	1	0	0	0	0.091	0.071	0.19	0.041	0.034
65	0	0	1	2	0.41	0.36	0.72	0.43	0.35
66	1	0	0	0	0.091	0.071	0.19	0.041	0.034
67	0	0.0053	0.99	2	0.41	0.36	0.72	0.43	0.35
68	1	0	0	0	0.091	0.071	0.19	0.041	0.034
69	1	0	0	0	0.091	0.071	0.19	0.041	0.034
70	0	0	1	2	0.41	0.36	0.72	0.43	0.35
71	1	0	0	0	0.091	0.071	0.19	0.041	0.034
72	0	0	1	2	0.41	0.36	0.72	0.43	0.35
73	0	0.18	0.82	2	0.41	0.36	0.72	0.43	0.35
74	1	0	0	0	0.091	0.071	0.19	0.041	0.034
75	1	0	0	0	0.091	0.071	0.19	0.041	0.034
76	0	0	1	2	0.41	0.36	0.72	0.43	0.35
77	0	0	1	2	0.41	0.36	0.72	0.43	0.35
78	0	0.0033	1	2	0.41	0.36	0.72	0.43	0.35
79	0	0.085	0.92	2	0.41	0.36	0.72	0.43	0.35
80	0	1	0	1	0.45	0.36	0.81	0.37	0.31
81	0	0.0021	1	2	0.41	0.36	0.72	0.43	0.35
82	0	1	0	1	0.45	0.36	0.81	0.37	0.31
83	0	0	1	2	0.41	0.36	0.72	0.43	0.35
84	0	1	0	1	0.45	0.36	0.81	0.37	0.31
85	0	0	1	2	0.41	0.36	0.72	0.43	0.35
86	1	0	0	0	0.091	0.071	0.19	0.041	0.034
87	0	0.025	0.98	2	0.41	0.36	0.72	0.43	0.35
88	0	0.00011	1	2	0.41	0.36	0.72	0.43	0.35
89	0	4.5e-06	1	2	0.41	0.36	0.72	0.43	0.35
90	0	1.2e-05	1	2	0.41	0.36	0.72	0.43	0.35
91	0	0.039	0.96	2	0.41	0.36	0.72	0.43	0.35
92	0	0	1	2	0.41	0.36	0.72	0.43	0.35
93	0	0	1	2	0.41	0.36	0.72	0.43	0.35
94	0	0	1	2	0.41	0.36	0.72	0.43	0.35
95	0	0.013	0.99	2	0.41	0.36	0.72	0.43	0.35
96	0	0.39	0.61	2	0.41	0.36	0.72	0.43	0.35
97	0	0.82	0.18	1	0.45	0.36	0.81	0.37	0.31
98	0	1	0	1	0.45	0.36	0.81	0.37	0.31
99	0	1	0.00017	1	0.45	0.36	0.81	0.37	0.31
100	0	0.046	0.95	2	0.41	0.36	0.72	0.43	0.35
101	0	0.0046	1	2	0.41	0.36	0.72	0.43	0.35
102	0	0	1	2	0.41	0.36	0.72	0.43	0.35
103	0	1	0	1	0.45	0.36	0.81	0.37	0.31
104	0	0.39	0.61	2	0.41	0.36	0.72	0.43	0.35
105	0	0.1	0.9	2	0.41	0.36	0.72	0.43	0.35
106	0	1	0	1	0.45	0.36	0.81	0.37	0.31
107	1	0	0	0	0.091	0.071	0.19	0.041	0.034
108	0	1	0	1	0.45	0.36	0.81	0.37	0.31
109	0	1	0	1	0.45	0.36	0.81	0.37	0.31
110	1	0	0	0	0.091	0.071	0.19	0.041	0.034
111	0	1	0	1	0.45	0.36	0.81	0.37	0.31
112	0	1	0	1	0.45	0.36	0.81	0.37	0.31
113	0	1	0	1	0.45	0.36	0.81	0.37	0.31
114	1	0	0	0	0.091	0.071	0.19	0.041	0.034
115	0.6	0.013	0.39	0	0.091	0.071	0.19	0.041	0.034
116	0	1	0	1	0.45	0.36	0.81	0.37	0.31
117	0	1	0	1	0.45	0.36	0.81	0.37	0.31
118	1	0	0	0	0.091	0.071	0.19	0.041	0.034
119	1	0	0	0	0.091	0.071	0.19	0.041	0.034
120	0	9e-06	1	2	0.41	0.36	0.72	0.43	0.35
121	0	0.069	0.93	2	0.41	0.36	0.72	0.43	0.35
122	0	0.19	0.81	2	0.41	0.36	0.72	0.43	0.35
123	0	1	0	1	0.45	0.36	0.81	0.37	0.31
124	0	0.84	0.16	1	0.45	0.36	0.81	0.37	0.31
125	0	0.63	0.37	1	0.45	0.36	0.81	0.37	0.31
126	1	0	0	0	0.091	0.071	0.19	0.041	0.034
127	1	0	0	0	0.091	0.071	0.19	0.041	0.034
128	0	0.0058	0.99	2	0.41	0.36	0.72	0.43	0.35
129	0	0.036	0.96	2	0.41	0.36	0.72	0.43	0.35
130	0	0.34	0.66	2	0.41	0.36	0.72	0.43	0.35
131	1	0	0	0	0.091	0.071	0.19	0.041	0.034
132	1	0	0	0	0.091	0.071	0.19	0.041	0.034
133	0	0	1	2	0.41	0.36	0.72	0.43	0.35
134	1	0	0	0	0.091	0.071	0.19	0.041	0.034
135	1	0	0	0	0.091	0.071	0.19	0.041	0.034
136	0	0.98	0.022	1	0.45	0.36	0.81	0.37	0.31
137	0	0.98	0.016	1	0.45	0.36	0.81	0.37	0.31
138	0	1	0.003	1	0.45	0.36	0.81	0.37	0.31
139	0	0.95	0.051	1	0.45	0.36	0.81	0.37	0.31
140	1	0	0	0	0.091	0.071	0.19	0.041	0.034
141	0.00017	0	1	2	0.41	0.36	0.72	0.43	0.35
142	0	0.8	0.2	1	0.45	0.36	0.81	0.37	0.31
143	0	0	1	2	0.41	0.36	0.72	0.43	0.35
144	0	0.85	0.15	1	0.45	0.36	0.81	0.37	0.31
145	0	0.99	0.007	1	0.45	0.36	0.81	0.37	0.31
146	0	0.99	0.011	1	0.45	0.36	0.81	0.37	0.31
147	1	0	0	0	0.091	0.071	0.19	0.041	0.034
148	1	0	0	0	0.091	0.071	0.19	0.041	0.034
149	1	0	0	0	0.091	0.071	0.19	0.041	0.034
150	1	0	0	0	0.091	0.071	0.19	0.041	0.034
151	0	0	1	2	0.41	0.36	0.72	0.43	0.35
152	0	1	0.0011	1	0.45	0.36	0.81	0.37	0.31
153	0	1	0.00019	1	0.45	0.36	0.81	0.37	0.31
154	0	0	1	2	0.41	0.36	0.72	0.43	0.35
155	0	0	1	2	0.41	0.36	0.72	0.43	0.35
156	0	0	1	2	0.41	0.36	0.72	0.43	0.35
157	0	0	1	2	0.41	0.36	0.72	0.43	0.35
158	0	0	1	2	0.41	0.36	0.72	0.43	0.35
159	0	0.0032	1	2	0.41	0.36	0.72	0.43	0.35
160	0	0	1	2	0.41	0.36	0.72	0.43	0.35
161	0	0	1	2	0.41	0.36	0.72	0.43	0.35
162	0.99	0	0.0085	0	0.091	0.071	0.19	0.041	0.034
163	1	0	0	0	0.091	0.071	0.19	0.041	0.034
164	0	0	1	2	0.41	0.36	0.72	0.43	0.35
165	0	0	1	2	0.41	0.36	0.72	0.43	0.35
166	1	0	0	0	0.091	0.071	0.19	0.041	0.034
167	0	0	1	2	0.41	0.36	0.72	0.43	0.35
168	0	0.99	0.0053	1	0.45	0.36	0.81	0.37	0.31
169	1	0	0	0	0.091	0.071	0.19	0.041	0.034
170	1	0	0	0	0.091	0.071	0.19	0.041	0.034
171	1	0	0	0	0.091	0.071	0.19	0.041	0.034
172	0	0.9	0.098	1	0.45	0.36	0.81	0.37	0.31
173	0	0.89	0.11	1	0.45	0.36	0.81	0.37	0.31
174	0	0	1	2	0.41	0.36	0.72	0.43	0.35
175	1	0	0	0	0.091	0.071	0.19	0.041	0.034
176	0	0.36	0.64	2	0.41	0.36	0.72	0.43	0.35
177	0	0.73	0.27	1	0.45	0.36	0.81	0.37	0.31
178	0	0.35	0.65	2	0.41	0.36	0.72	0.43	0.35
179	0	0	1	2	0.41	0.36	0.72	0.43	0.35
180	1	0	0	0	0.091	0.071	0.19	0.041	0.034
181	0	0	1	2	0.41	0.36	0.72	0.43	0.35
182	0	0	1	2	0.41	0.36	0.72	0.43	0.35
183	0	0.87	0.13	1	0.45	0.36	0.81	0.37	0.31
184	0	0.93	0.072	1	0.45	0.36	0.81	0.37	0.31
185	1	0	0	0	0.091	0.071	0.19	0.041	0.034
186	0	0	1	2	0.41	0.36	0.72	0.43	0.35
187	1	0	0	0	0.091	0.071	0.19	0.041	0.034
188	1	0	0	0	0.091	0.071	0.19	0.041	0.034
189	1	0	0	0	0.091	0.071	0.19	0.041	0.034
190	0	0.96	0.036	1	0.45	0.36	0.81	0.37	0.31
191	1	0	0	0	0.091	0.071	0.19	0.041	0.034
192	0	0	1	2	0.41	0.36	0.72	0.43	0.35
193	0	0	1	2	0.41	0.36	0.72	0.43	0.35
194	0	0.0013	1	2	0.41	0.36	0.72	0.43	0.35
195	0	0	1	2	0.41	0.36	0.72	0.43	0.35
196	0	0	1	2	0.41	0.36	0.72	0.43	0.35
197	0	0	1	2	0.41	0.36	0.72	0.43	0.35
198	0	0.23	0.77	2	0.41	0.36	0.72	0.43	0.35
199	1	0	0	0	0.091	0.071	0.19	0.041	0.034
200	0	0.31	0.69	2	0.41	0.36	0.72	0.43	0.35
201	0	0.18	0.82	2	0.41	0.36	0.72	0.43	0.35
202	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
203	0	0	1	2	0.41	0.36	0.72	0.43	0.35
204	0	0.17	0.83	2	0.41	0.36	0.72	0.43	0.35
205	0	0	1	2	0.41	0.36	0.72	0.43	0.35
206	1	0	0	0	0.091	0.071	0.19	0.041	0.034
207	0.96	0.042	0	0	0.091	0.071	0.19	0.041	0.034
208	0	1	0	1	0.45	0.36	0.81	0.37	0.31
209	1	0	0	0	0.091	0.071	0.19	0.041	0.034
210	0	1	0	1	0.45	0.36	0.81	0.37	0.31
211	1	0	0	0	0.091	0.071	0.19	0.041	0.034
212	0	0.8	0.2	1	0.45	0.36	0.81	0.37	0.31
213	0	0.52	0.48	1	0.45	0.36	0.81	0.37	0.31
214	0	3e-05	1	2	0.41	0.36	0.72	0.43	0.35
215	0	1	0	1	0.45	0.36	0.81	0.37	0.31
216	1	0	0	0	0.091	0.071	0.19	0.041	0.034
217	0	1	0	1	0.45	0.36	0.81	0.37	0.31
218	0	0.19	0.81	2	0.41	0.36	0.72	0.43	0.35
219	1	0	0	0	0.091	0.071	0.19	0.041	0.034
220	0	1	0	1	0.45	0.36	0.81	0.37	0.31
221	1	0	0	0	0.091	0.071	0.19	0.041	0.034
222	1	0	0	0	0.091	0.071	0.19	0.041	0.034
223	0	0.9	0.096	1	0.45	0.36	0.81	0.37	0.31
224	0	0.73	0.27	1	0.45	0.36	0.81	0.37	0.31
225	0	0.75	0.25	1	0.45	0.36	0.81	0.37	0.31
226	0	1	0.0013	1	0.45	0.36	0.81	0.37	0.31
227	0	0.00067	1	2	0.41	0.36	0.72	0.43	0.35
228	0	0.097	0.9	2	0.41	0.36	0.72	0.43	0.35
229	0	0.3	0.7	2	0.41	0.36	0.72	0.43	0.35
230	1	0	0	0	0.091	0.071	0.19	0.041	0.034
231	1	0.00032	0	0	0.091	0.071	0.19	0.041	0.034
232	0	0	1	2	0.41	0.36	0.72	0.43	0.35
233	0	0.47	0.53	2	0.41	0.36	0.72	0.43	0.35
234	0	0.058	0.94	2	0.41	0.36	0.72	0.43	0.35
235	1	0	0	0	0.091	0.071	0.19	0.041	0.034
236	1	0	0	0	0.091	0.071	0.19	0.041	0.034
237	0	0.035	0.96	2	0.41	0.36	0.72	0.43	0.35
238	0	0.51	0.49	1	0.45	0.36	0.81	0.37	0.31
239	0.0045	1	0	1	0.45	0.36	0.81	0.37	0.31
240	0	1	0	1	0.45	0.36	0.81	0.37	0.31
241	0	0.00037	1	2	0.41	0.36	0.72	0.43	0.35
242	0	0.36	0.64	2	0.41	0.36	0.72	0.43	0.35
243	0	0.013	0.99	2	0.41	0.36	0.72	0.43	0.35
244	0	0.98	0.022	1	0.45	0.36	0.81	0.37	0.31
245	0	0.22	0.78	2	0.41	0.36	0.72	0.43	0.35
246	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
247	0	0.0093	0.99	2	0.41	0.36	0.72	0.43	0.35
248	0	0.063	0.94	2	0.41	0.36	0.72	0.43	0.35
249	0	1	0	1	0.45	0.36	0.81	0.37	0.31
250	0	0.0021	1	2	0.41	0.36	0.72	0.43	0.35
251	0	1	0	1	0.45	0.36	0.81	0.37	0.31
252	1	0	0	0	0.091	0.071	0.19	0.041	0.034
253	1	0	0	0	0.091	0.071	0.19	0.041	0.034
254	0	1	0	1	0.45	0.36	0.81	0.37	0.31
255	0	0	1	2	0.41	0.36	0.72	0.43	0.35
256	0	0.98	0.019	1	0.45	0.36	0.81	0.37	0.31
257	0	0.0004	1	2	0.41	0.36	0.72	0.43	0.35
258	0	3.4e-06	1	2	0.41	0.36	0.72	0.43	0.35
259	0	3.5e-05	1	2	0.41	0.36	0.72	0.43	0.35
260	0	0.1	0.9	2	0.41	0.36	0.72	0.43	0.35
261	0	0.71	0.29	1	0.45	0.36	0.81	0.37	0.31
262	0	0.29	0.71	2	0.41	0.36	0.72	0.43	0.35
263	0	0.007	0.99	2	0.41	0.36	0.72	0.43	0.35
264	0	0.064	0.94	2	0.41	0.36	0.72	0.43	0.35
265	0	0	1	2	0.41	0.36	0.72	0.43	0.35
266	0	0.15	0.85	2	0.41	0.36	0.72	0.43	0.35
267	0	0.054	0.95	2	0.41	0.36	0.72	0.43	0.35
268	0	1	0	1	0.45	0.36	0.81	0.37	0.31
269	0	1	0	1	0.45	0.36	0.81	0.37	0.31
270	0	0.42	0.58	2	0.41	0.36	0.72	0.43	0.35
271	0	0.05	0.95	2	0.41	0.36	0.72	0.43	0.35
272	0	1	0.0027	1	0.45	0.36	0.81	0.37	0.31
273	0	0	1	2	0.41	0.36	0.72	0.43	0.35
274	1	0	0	0	0.091	0.071	0.19	0.041	0.034
275	0	0.47	0.53	2	0.41	0.36	0.72	0.43	0.35
276	1	0	0	0	0.091	0.071	0.19	0.041	0.034
277	0	0.22	0.78	2	0.41	0.36	0.72	0.43	0.35
278	0	0.57	0.43	1	0.45	0.36	0.81	0.37	0.31
279	0	1	0	1	0.45	0.36	0.81	0.37	0.31
280	0	0.35	0.65	2	0.41	0.36	0.72	0.43	0.35
281	0	0.93	0.069	1	0.45	0.36	0.81	0.37	0.31
282	0	1	0	1	0.45	0.36	0.81	0.37	0.31
283	0	0.75	0.25	1	0.45	0.36	0.81	0.37	0.31
284	0	0.95	0.05	1	0.45	0.36	0.81	0.37	0.31
285	1	0	0	0	0.091	0.071	0.19	0.041	0.034
286	0	0.6	0.4	1	0.45	0.36	0.81	0.37	0.31
287	0.91	0.089	0	0	0.091	0.071	0.19	0.041	0.034
288	0.26	0.74	0	1	0.45	0.36	0.81	0.37	0.31
289	0	0.03	0.97	2	0.41	0.36	0.72	0.43	0.35
290	0	0.92	0.083	1	0.45	0.36	0.81	0.37	0.31
291	0	0.023	0.98	2	0.41	0.36	0.72	0.43	0.35
292	0.00011	1	0	1	0.45	0.36	0.81	0.37	0.31
293	0	1.4e-05	1	2	0.41	0.36	0.72	0.43	0.35
294	1	0	0	0	0.091	0.071	0.19	0.041	0.034
295	0	2.3e-06	1	2	0.41	0.36	0.72	0.43	0.35
296	0	0.99	0.0071	1	0.45	0.36	0.81	0.37	0.31
297	0	0.19	0.81	2	0.41	0.36	0.72	0.43	0.35
298	0	0	1	2	0.41	0.36	0.72	0.43	0.35
299	0	1	0.0013	1	0.45	0.36	0.81	0.37	0.31
300	0	0.99	0.0095	1	0.45	0.36	0.81	0.37	0.31
301	0	0.54	0.46	1	0.45	0.36	0.81	0.37	0.31
302	1	0	0	0	0.091	0.071	0.19	0.041	0.034
303	0	0.0012	1	2	0.41	0.36	0.72	0.43	0.35
304	0	0.81	0.19	1	0.45	0.36	0.81	0.37	0.31
305	0	1	0.00069	1	0.45	0.36	0.81	0.37	0.31
306	0	0.00041	1	2	0.41	0.36	0.72	0.43	0.35
307	1	0	0	0	0.091	0.071	0.19	0.041	0.034
308	0	0.8	0.2	1	0.45	0.36	0.81	0.37	0.31
309	1	0	0	0	0.091	0.071	0.19	0.041	0.034
310	0	0.99	0.0087	1	0.45	0.36	0.81	0.37	0.31
311	0	0.49	0.51	2	0.41	0.36	0.72	0.43	0.35
312	0	0.15	0.85	2	0.41	0.36	0.72	0.43	0.35
313	1	0	0	0	0.091	0.071	0.19	0.041	0.034
314	0	0.2	0.8	2	0.41	0.36	0.72	0.43	0.35
315	0	0.0031	1	2	0.41	0.36	0.72	0.43	0.35
316	1	0	0	0	0.091	0.071	0.19	0.041	0.034
317	0	0.29	0.71	2	0.41	0.36	0.72	0.43	0.35
318	0	0.89	0.11	1	0.45	0.36	0.81	0.37	0.31
319	0	0.0015	1	2	0.41	0.36	0.72	0.43	0.35
320	0	0.00017	1	2	0.41	0.36	0.72	0.43	0.35
321	0	0.0001	1	2	0.41	0.36	0.72	0.43	0.35
322	1	0	0	0	0.091	0.071	0.19	0.041	0.034
323	1	0	0	0	0.091	0.071	0.19	0.041	0.034
324	0	0.51	0.49	1	0.45	0.36	0.81	0.37	0.31
325	1	0	0	0	0.091	0.071	0.19	0.041	0.034
326	0	0.031	0.97	2	0.41	0.36	0.72	0.43	0.35
327	0	0.042	0.96	2	0.41	0.36	0.72	0.43	0.35
328	1	0	0	0	0.091	0.071	0.19	0.041	0.034
329	0	0.18	0.82	2	0.41	0.36	0.72	0.43	0.35
330	0	0.28	0.72	2	0.41	0.36	0.72	0.43	0.35
331	0	0.29	0.71	2	0.41	0.36	0.72	0.43	0.35
332	0	0.15	0.85	2	0.41	0.36	0.72	0.43	0.35
333	1	0	0	0	0.091	0.071	0.19	0.041	0.034
334	1	0	0	0	0.091	0.071	0.19	0.041	0.034
335	0	0.038	0.96	2	0.41	0.36	0.72	0.43	0.35
336	0	0.0034	1	2	0.41	0.36	0.72	0.43	0.35
337	0	0.044	0.96	2	0.41	0.36	0.72	0.43	0.35
338	0	0.55	0.45	1	0.45	0.36	0.81	0.37	0.31
339	0	0.24	0.76	2	0.41	0.36	0.72	0.43	0.35
340	1	0	0	0	0.091	0.071	0.19	0.041	0.034
341	0	0.073	0.93	2	0.41	0.36	0.72	0.43	0.35
342	0	0.55	0.45	1	0.45	0.36	0.81	0.37	0.31
343	0	0.81	0.19	1	0.45	0.36	0.81	0.37	0.31
344	1	0	0	0	0.091	0.071	0.19	0.041	0.034
345	0	0.002	1	2	0.41	0.36	0.72	0.43	0.35
346	1	0	0	0	0.091	0.071	0.19	0.041	0.034
347	0	0.59	0.41	1	0.45	0.36	0.81	0.37	0.31
348	1	0	0	0	0.091	0.071	0.19	0.041	0.034
349	1	0	0	0	0.091	0.071	0.19	0.041	0.034
350	0	0.019	0.98	2	0.41	0.36	0.72	0.43	0.35
351	1	0	0	0	0.091	0.071	0.19	0.041	0.034
352	0	0.078	0.92	2	0.41	0.36	0.72	0.43	0.35
353	1	0	0	0	0.091	0.071	0.19	0.041	0.034
354	0	1	1.5e-05	1	0.45	0.36	0.81	0.37	0.31
355	0	0.00018	1	2	0.41	0.36	0.72	0.43	0.35
356	1	0	0	0	0.091	0.071	0.19	0.041	0.034
357	0	0.95	0.054	1	0.45	0.36	0.81	0.37	0.31
358	0	0	1	2	0.41	0.36	0.72	0.43	0.35
359	1	0	0	0	0.091	0.071	0.19	0.041	0.034
360	1	0	0	0	0.091	0.071	0.19	0.041	0.034
361	0	0	1	2	0.41	0.36	0.72	0.43	0.35
362	0	4e-05	1	2	0.41	0.36	0.72	0.43	0.35
363	0	0.00065	1	2	0.41	0.36	0.72	0.43	0.35
364	0	0.99	0.0084	1	0.45	0.36	0.81	0.37	0.31
365	0	0.02	0.98	2	0.41	0.36	0.72	0.43	0.35
366	1	0	0	0	0.091	0.071	0.19	0.041	0.034
367	0	1	0.00088	1	0.45	0.36	0.81	0.37	0.31
368	1	0	0	0	0.091	0.071	0.19	0.041	0.034
369	0	0.91	0.085	1	0.45	0.36	0.81	0.37	0.31
370	0	0.96	0.037	1	0.45	0.36	0.81	0.37	0.31
371	0	0.014	0.99	2	0.41	0.36	0.72	0.43	0.35
372	0	1	0.0026	1	0.45	0.36	0.81	0.37	0.31
373	0	0.99	0.0077	1	0.45	0.36	0.81	0.37	0.31
374	1	0	0	0	0.091	0.071	0.19	0.041	0.034
375	0	0.71	0.29	1	0.45	0.36	0.81	0.37	0.31
376	0	0.91	0.092	1	0.45	0.36	0.81	0.37	0.31
377	1	0	0	0	0.091	0.071	0.19	0.041	0.034
378	1	0	0	0	0.091	0.071	0.19	0.041	0.034
379	0	1	4.7e-05	1	0.45	0.36	0.81	0.37	0.31
380	0	1	0.0037	1	0.45	0.36	0.81	0.37	0.31
381	0	1	0.0036	1	0.45	0.36	0.81	0.37	0.31
382	0	0.93	0.071	1	0.45	0.36	0.81	0.37	0.31
383	0	0.84	0.16	1	0.45	0.36	0.81	0.37	0.31
384	1	0	0	0	0.091	0.071	0.19	0.041	0.034
385	1	0	0	0	0.091	0.071	0.19	0.041	0.034
386	1	0	0	0	0.091	0.071	0.19	0.041	0.034
387	0	1	5e-06	1	0.45	0.36	0.81	0.37	0.31
388	0	0.0049	1	2	0.41	0.36	0.72	0.43	0.35
389	0	1	0	1	0.45	0.36	0.81	0.37	0.31
390	0	0.8	0.2	1	0.45	0.36	0.81	0.37	0.31
391	0	0.00082	1	2	0.41	0.36	0.72	0.43	0.35
392	0	1	0	1	0.45	0.36	0.81	0.37	0.31
393	1	0	0	0	0.091	0.071	0.19	0.041	0.034
394	0	0.00036	1	2	0.41	0.36	0.72	0.43	0.35
395	0	0.00059	1	2	0.41	0.36	0.72	0.43	0.35
396	1	0	0	0	0.091	0.071	0.19	0.041	0.034
397	1	0	0	0	0.091	0.071	0.19	0.041	0.034
398	0	0.97	0.031	1	0.45	0.36	0.81	0.37	0.31
399	0	0.5	0.5	1	0.45	0.36	0.81	0.37	0.31
400	0	0.011	0.99	2	0.41	0.36	0.72	0.43	0.35
401	0	1	4.9e-06	1	0.45	0.36	0.81	0.37	0.31
402	1	0	0	0	0.091	0.071	0.19	0.041	0.034
403	0	0.92	0.076	1	0.45	0.36	0.81	0.37	0.31
404	1	0	0	0	0.091	0.071	0.19	0.041	0.034
405	1	0	0	0	0.091	0.071	0.19	0.041	0.034
406	0	0.14	0.86	2	0.41	0.36	0.72	0.43	0.35
407	0	0.023	0.98	2	0.41	0.36	0.72	0.43	0.35
408	1	0	0	0	0.091	0.071	0.19	0.041	0.034
409	0	0.42	0.58	2	0.41	0.36	0.72	0.43	0.35
410	0	0.0021	1	2	0.41	0.36	0.72	0.43	0.35
411	0	0.76	0.24	1	0.45	0.36	0.81	0.37	0.31
412	1	0	0	0	0.091	0.071	0.19	0.041	0.034
413	1	0	0	0	0.091	0.071	0.19	0.041	0.034
414	0	1	0	1	0.45	0.36	0.81	0.37	0.31
415	0	0.079	0.92	2	0.41	0.36	0.72	0.43	0.35
416	1	0	0	0	0.091	0.071	0.19	0.041	0.034
417	1	0.00033	0	0	0.091	0.071	0.19	0.041	0.034
418	1	0	0	0	0.091	0.071	0.19	0.041	0.034
419	0	1	0.0027	1	0.45	0.36	0.81	0.37	0.31
420	0	0.064	0.94	2	0.41	0.36	0.72	0.43	0.35
421	0	0.58	0.42	1	0.45	0.36	0.81	0.37	0.31
422	0	0.67	0.33	1	0.45	0.36	0.81	0.37	0.31
423	0	0.046	0.95	2	0.41	0.36	0.72	0.43	0.35
424	0	0.025	0.97	2	0.41	0.36	0.72	0.43	0.35
425	0	0.17	0.83	2	0.41	0.36	0.72	0.43	0.35
426	0	0.3	0.7	2	0.41	0.36	0.72	0.43	0.35
427	0.00011	0	1	2	0.41	0.36	0.72	0.43	0.35
428	0	0.61	0.39	1	0.45	0.36	0.81	0.37	0.31
429	0	0.15	0.85	2	0.41	0.36	0.72	0.43	0.35
430	1	0	0	0	0.091	0.071	0.19	0.041	0.034
431	0	0.048	0.95	2	0.41	0.36	0.72	0.43	0.35
432	0	0.94	0.056	1	0.45	0.36	0.81	0.37	0.31
